year,mergecode,districtcode,white,black,hispanic,lowincome,totalenroll
21,235-126,235,27.0,32.56,22.12,71.1,737
21,235-127,235,32.27,32.27,24.54,64.54,595
21,235-128,235,19.18,37.28,19.18,79.39,558
21,235-129,235,43.08,18.46,23.42,69.06,585
21,235-133,235,30.74,29.87,25.11,77.92,462
21,235-134,235,39.45,31.56,18.87,56.78,583
21,235-136,235,14.45,36.77,31.33,89.12,533
21,235-137,235,5.34,45.99,38.74,85.69,524
21,235-141,235,15.09,28.07,41.75,85.96,285
21,235-149,235,37.16,21.45,25.68,88.22,331
21,235-151,235,45.7,28.49,16.13,52.69,186
21,235-153,235,29.65,32.47,11.06,76.24,425
21,235-154,235,67.92,14.15,5.19,29.25,636
21,235-157,235,37.26,25.3,13.16,74.53,585
21,235-161,235,56.59,8.27,19.38,76.23,387
21,235-162,235,46.75,16.97,9.93,63.36,554
21,235-164,235,39.4,26.99,13.74,63.25,604
21,235-177,235,32.9,31.18,16.42,67.03,1395
21,235-178,235,16.35,27.09,31.69,80.24,587
21,235-186,235,53.1,10.48,15.48,64.52,420
21,235-189,235,32.49,25.38,29.7,72.08,394
21,235-193,235,24.39,50.52,12.54,64.11,287
21,235-197,235,29.11,19.18,38.36,64.38,292
21,235-205,235,39.34,29.1,15.78,75.61,488
21,235-209,235,68.91,8.33,11.54,60.26,312
21,235-217,235,20.38,31.75,22.27,76.07,422
21,235-219,235,50.73,18.62,15.93,52.64,2046
21,235-221,235,59.62,8.08,17.58,62.71,421
21,235-233,235,63.5,14.75,9.75,45.5,400
21,235-239,235,54.72,17.22,11.94,54.44,360
21,235-240,235,34.93,25.8,21.16,69.28,690
21,235-241,235,41.41,29.8,18.69,50.51,198
21,235-249,235,5.23,39.09,22.27,89.09,440
21,235-253,235,19.57,31.9,31.64,84.45,373
21,235-257,235,27.37,22.63,32.48,90.15,274
21,235-265,235,45.5,20.5,24.0,81.5,200
21,235-269,235,62.35,12.55,11.13,63.16,494
21,235-270,235,37.5,23.89,23.73,71.68,632
21,235-273,235,41.91,23.53,12.25,70.83,408
21,235-275,235,50.27,22.31,14.52,46.77,372
21,255-43,255,5.67,26.07,14.99,84.63,794
21,255-49,255,87.71,2.07,4.07,17.66,1399
21,255-53,255,90.26,2.4,2.88,20.77,626
21,255-81,255,56.87,8.65,9.29,52.67,786
21,255-83,255,74.89,8.66,7.79,57.79,462
21,255-281,255,68.35,11.49,11.09,55.04,496
21,255-285,255,89.14,2.26,4.09,25.39,709
21,255-291,255,85.91,1.76,4.4,21.26,795
21,255-294,255,5.08,28.64,14.55,83.14,433
21,255-297,255,53.29,21.29,8.96,58.65,1306
21,255-305,255,70.55,12.35,7.23,60.49,567
21,255-310,255,9.55,27.97,13.23,84.25,597
21,255-318,255,58.33,16.67,8.33,50.0,48
21,255-323,255,90.96,1.11,4.06,36.9,542
21,255-394,255,36.9,8.63,13.99,57.74,336
21,365-328,365,55.63,2.82,32.39,66.37,568
21,365-346,365,78.36,1.92,10.41,26.58,365
21,365-353,365,86.79,1.14,7.97,39.64,439
21,365-354,365,67.53,9.09,16.88,42.86,77
21,365-357,365,59.5,1.72,20.05,40.11,758
21,365-363,365,65.7,1.99,21.48,40.07,554
21,365-366,365,92.38,0.59,4.99,36.95,341
21,365-369,365,68.14,4.86,16.14,69.86,700
21,365-371,365,71.83,3.87,12.9,52.26,465
21,365-375,365,55.99,2.51,11.42,35.93,359
21,365-377,365,57.67,1.83,36.33,71.17,600
21,365-390,365,73.02,2.49,13.14,44.97,845
21,365-392,365,52.04,1.99,12.15,19.01,905
21,365-395,365,67.3,1.42,20.85,44.19,844
21,365-397,365,66.75,2.15,20.91,33.35,2090
21,365-399,365,82.11,2.62,9.2,32.14,1565
21,370-409,370,91.04,1.02,3.26,47.86,491
21,370-410,370,93.06,0.0,2.24,36.12,490
21,395-421,395,92.62,1.11,5.9,34.69,271
21,395-433,395,55.47,0.73,41.61,75.18,137
21,395-445,395,86.78,0.49,9.18,39.9,817
21,395-446,395,90.87,0.72,6.01,54.57,416
21,515-485,515,93.33,0.61,3.64,57.58,165
21,515-489,515,92.23,0.28,3.61,46.32,721
21,515-494,515,89.86,0.56,5.35,54.08,355
21,515-501,515,86.52,0.75,2.62,48.69,267
21,615-521,615,93.58,0.0,2.96,30.86,405
21,615-537,615,94.91,0.22,3.32,32.3,452
21,615-539,615,94.52,0.6,3.1,32.74,840
21,630-510,630,74.15,3.21,7.2,7.29,1153
21,630-511,630,87.31,1.34,4.2,3.95,1190
21,630-512,630,82.79,2.08,4.53,5.6,2161
21,630-514,630,79.27,2.51,6.61,8.66,439
21,630-517,630,86.67,0.61,3.91,3.06,818
21,630-541,630,82.75,2.14,4.27,2.14,655
21,630-542,630,80.16,3.04,4.05,9.11,494
21,630-544,630,73.52,3.7,3.89,4.81,540
21,665-534,665,81.28,6.98,4.19,17.88,358
21,665-553,665,83.38,3.15,8.16,33.63,1017
21,665-557,665,84.41,2.66,8.49,37.9,789
21,665-561,665,91.35,0.86,5.48,29.97,347
21,665-565,665,88.86,1.21,7.02,43.58,413
21,665-569,665,81.36,2.27,8.56,67.51,397
21,670-571,670,94.05,1.59,1.98,53.57,252
21,670-573,670,92.71,0.18,2.91,40.26,549
21,670-577,670,95.75,0.0,1.89,38.21,212
21,670-581,670,92.63,1.05,3.68,44.21,190
21,670-585,670,97.05,0.0,1.69,51.48,237
21,670-587,670,95.24,0.73,1.1,48.72,273
21,750-621,750,92.17,0.3,4.52,34.94,332
21,750-623,750,91.12,0.59,4.73,42.01,169
21,750-629,750,90.59,0.92,4.98,53.51,542
21,755-609,755,83.73,1.81,11.75,50.6,332
21,755-637,755,85.59,1.33,10.2,45.45,451
21,755-641,755,87.62,0.98,9.45,53.58,614
21,775-645,775,88.82,0.86,6.24,47.31,465
21,775-649,775,90.3,0.2,4.65,50.3,495
21,815-689,815,89.67,0.0,6.81,37.56,426
21,815-691,815,88.05,0.31,6.29,40.88,318
21,815-695,815,85.3,1.01,6.76,51.01,592
21,875-701,875,47.64,3.25,43.22,51.43,1291
21,875-702,875,45.43,2.21,46.69,56.62,634
21,875-705,875,53.02,1.01,39.7,58.79,398
21,875-709,875,46.32,1.09,47.41,59.67,367
21,875-711,875,41.72,0.87,49.19,56.16,803
21,875-713,875,33.04,4.16,54.92,74.4,457
21,875-715,875,47.53,2.47,43.52,58.33,324
21,935-765,935,93.47,1.02,2.45,28.16,490
21,935-767,935,93.11,0.77,1.07,38.59,653
21,935-813,935,95.78,0.3,2.41,21.69,332
21,935-815,935,95.1,0.65,1.63,34.64,306
21,945-777,945,83.89,2.53,8.75,20.71,869
21,945-781,945,81.01,2.37,10.24,31.31,674
21,945-789,945,80.39,1.34,11.69,28.62,821
21,945-818,945,83.91,1.84,8.51,24.37,435
21,1000-833,1000,69.97,9.63,11.61,39.09,353
21,1000-845,1000,60.97,7.24,20.12,54.33,497
21,1000-851,1000,67.69,7.69,15.69,50.46,325
21,1000-1007,1000,68.39,15.21,9.66,72.31,2268
21,1010-755,1010,45.77,24.6,11.49,51.61,496
21,1010-761,1010,67.26,8.93,8.93,48.51,336
21,1010-801,1010,32.94,17.86,27.18,62.7,504
21,1010-805,1010,77.4,8.5,2.89,25.32,553
21,1010-807,1010,91.58,0.34,2.69,50.51,297
21,1010-809,1010,93.5,0.0,2.17,43.65,323
21,1010-821,1010,81.83,3.77,10.63,40.65,743
21,1010-825,1010,77.62,2.82,9.68,49.19,496
21,1010-829,1010,75.63,2.94,11.13,46.85,476
21,1010-849,1010,50.61,20.81,16.17,49.2,2134
21,1010-853,1010,51.54,22.05,11.79,51.15,780
21,1010-863,1010,76.87,4.0,10.78,43.3,575
21,1010-865,1010,46.67,21.39,11.11,61.11,360
21,1010-871,1010,58.75,13.82,12.1,54.64,463
21,1010-874,1010,38.63,28.49,9.59,65.48,365
21,1010-879,1010,26.72,10.76,52.88,61.97,539
21,1010-883,1010,40.32,19.45,26.95,52.68,987
21,1010-886,1010,72.0,12.0,6.0,64.0,50
21,1125-895,1125,94.13,0.0,3.07,45.25,358
21,1125-897,1125,96.04,0.0,2.64,37.47,379
21,1125-901,1125,93.37,0.0,2.95,36.61,407
21,1125-907,1125,94.16,0.0,1.03,46.05,291
21,1125-923,1125,95.05,0.45,0.45,69.37,222
21,1125-925,1125,93.13,0.4,2.16,55.66,742
21,1125-933,1125,94.97,0.8,1.71,43.82,995
21,1125-941,1125,96.19,0.0,1.9,63.33,210
21,1125-942,1125,92.39,0.51,3.05,65.48,197
21,1125-949,1125,94.42,0.4,2.79,58.96,251
21,1150-957,1150,92.87,0.95,5.23,35.39,421
21,1150-961,1150,88.94,0.75,6.53,50.25,398
21,1160-977,1160,89.71,0.37,8.46,35.29,544
21,1160-981,1160,92.22,0.3,5.99,44.16,668
21,1170-997,1170,43.94,0.11,54.06,67.96,899
21,1170-999,1170,41.5,0.65,55.9,75.75,771
21,1170-1014,1170,45.44,1.45,50.0,70.95,482
21,1170-1015,1170,41.03,1.17,54.08,73.43,429
21,1170-1020,1170,46.41,0.7,50.09,80.39,571
21,1180-1021,1180,92.43,0.6,4.18,24.3,502
21,1180-1033,1180,92.79,0.93,3.26,32.09,430
21,1300-1037,1300,96.41,0.0,1.8,55.69,167
21,1300-1045,1300,94.21,0.0,1.58,72.11,190
21,1300-1059,1300,96.25,0.23,1.41,52.93,427
21,1300-1061,1300,95.83,0.3,1.19,58.63,336
21,1300-1065,1300,97.79,0.0,0.37,54.98,271
21,1315-1069,1315,97.06,0.21,1.89,22.22,477
21,1315-1075,1315,95.71,0.39,1.75,24.56,513
21,1375-1090,1375,92.48,0.16,3.45,45.3,638
21,1375-1121,1375,92.24,1.02,4.29,42.45,490
21,1405-1103,1405,42.49,5.38,48.44,84.99,353
21,1405-1105,1405,96.91,0.62,2.47,22.22,162
21,1405-1123,1405,65.12,4.19,25.81,62.09,430
21,1405-1125,1405,70.05,3.71,22.39,58.24,728
21,1405-1129,1405,79.19,2.43,13.78,53.24,370
21,1405-1133,1405,67.95,6.85,22.19,75.62,365
21,1560-1189,1560,95.8,0.0,1.3,21.13,691
21,1560-1190,1560,94.74,0.34,2.17,23.31,875
21,1560-1193,1560,92.95,0.19,1.67,19.85,539
21,1560-7211,1560,94.69,0.0,3.75,40.31,320
21,1560-7213,1560,95.02,0.39,1.24,19.67,1286
21,1600-1141,1600,96.96,0.43,0.87,46.96,230
21,1600-1165,1600,95.83,0.52,2.6,36.46,192
21,1600-1169,1600,95.56,0.0,0.74,55.56,135
21,1600-1172,1600,94.66,0.84,0.84,49.44,356
21,1600-1179,1600,95.71,0.14,1.38,36.51,723
21,1600-1197,1600,94.26,0.66,1.99,54.3,453
21,1620-1177,1620,89.91,0.85,2.56,34.23,704
21,1620-1209,1620,88.7,1.88,1.88,39.12,478
21,1620-1210,1620,88.61,0.91,3.42,33.71,439
21,1620-1217,1620,89.4,0.44,3.53,42.38,453
21,1655-1263,1655,95.41,0.23,2.98,47.94,436
21,1655-1265,1655,96.69,0.0,2.84,58.16,423
21,1655-1266,1655,94.19,0.0,2.52,49.81,516
21,1655-1267,1655,95.92,0.2,1.63,40.61,490
21,1730-1268,1730,92.39,0.29,2.87,38.51,696
21,1730-1269,1730,91.72,0.41,4.14,49.07,483
21,1730-1270,1730,90.29,1.02,5.11,50.61,978
21,1805-1317,1805,94.52,1.77,2.58,31.13,620
21,1805-1321,1805,91.36,1.57,4.71,54.19,382
21,1805-1335,1805,95.96,0.67,1.35,39.73,297
21,1820-1325,1820,90.8,0.68,4.43,36.46,587
21,1820-1329,1820,92.3,0.44,2.18,49.85,688
21,1820-1331,1820,89.41,0.68,3.15,42.34,444
21,1835-1341,1835,93.19,1.57,1.57,62.3,191
21,1835-1345,1835,92.9,0.37,3.69,30.69,1085
21,1835-1346,1835,89.83,0.37,5.33,39.58,806
21,1835-1351,1835,92.99,0.38,3.22,35.61,528
21,1835-1357,1835,92.17,0.32,4.95,46.01,626
21,1835-1359,1835,92.49,0.34,2.05,44.37,293
21,1875-1365,1875,86.37,1.59,2.3,39.29,565
21,1875-1367,1875,91.36,1.82,2.27,45.61,660
21,1875-1369,1875,92.83,2.72,0.99,37.58,809
21,1875-1409,1875,93.91,0.32,1.28,52.56,312
21,1875-1520,1875,94.44,0.0,1.74,61.11,288
21,1885-1372,1885,92.12,0.22,5.03,50.33,457
21,1885-1412,1885,92.31,0.0,7.69,30.77,13
21,1885-1413,1885,90.49,0.26,6.17,61.95,389
21,1895-1375,1895,92.57,1.86,1.06,40.32,377
21,1895-1377,1895,95.49,0.75,0.38,48.5,266
21,1895-1381,1895,93.7,0.0,0.7,53.24,571
21,1900-1385,1900,92.51,1.17,2.58,54.1,427
21,1900-1386,1900,92.06,1.06,3.44,42.59,378
21,1910-1387,1910,82.54,5.87,2.7,36.19,630
21,1910-1389,1910,82.19,4.96,4.2,29.77,786
21,1910-1393,1910,84.74,2.8,1.87,33.96,642
21,1910-1395,1910,84.62,3.92,1.26,35.95,637
21,1940-1401,1940,91.92,0.87,3.71,42.36,458
21,1940-1405,1940,92.03,0.54,2.17,57.97,552
21,1970-1421,1970,57.29,23.98,5.41,58.8,1330
21,1970-1431,1970,52.12,24.52,7.53,55.79,518
21,1970-1437,1970,60.15,18.28,4.75,73.86,547
21,1970-1470,1970,64.82,16.81,1.55,65.93,452
21,1970-1482,1970,57.97,19.32,4.38,70.32,502
21,1970-1485,1970,32.65,43.53,6.76,67.06,340
21,1970-1496,1970,57.8,20.52,4.34,43.35,346
21,1970-1513,1970,64.24,17.37,4.85,50.1,495
21,1970-1517,1970,62.97,10.58,7.56,41.56,397
21,1970-1524,1970,63.38,12.68,8.45,4.23,71
21,2040-1545,2040,96.93,0.0,2.05,23.02,391
21,2040-1549,2040,97.82,0.0,1.75,22.71,229
21,2040-1577,2040,96.35,0.0,1.37,24.66,219
21,2100-1563,2100,94.87,0.43,3.42,35.9,234
21,2100-1581,2100,96.39,0.0,3.25,21.66,277
21,2100-1583,2100,93.66,0.18,4.23,21.13,568
21,2100-1586,2100,90.06,0.0,5.26,26.9,171
21,2110-1529,2110,93.42,0.41,4.94,26.34,243
21,2110-1587,2110,60.29,0.0,38.04,35.89,418
21,2110-1588,2110,73.4,0.78,24.08,28.54,515
21,2110-1590,2110,50.5,0.58,47.05,44.03,695
21,2120-1569,2120,92.98,0.38,3.23,13.47,527
21,2120-1575,2120,78.34,0.72,16.64,37.3,697
21,2120-1593,2120,80.52,0.37,16.31,28.61,1073
21,2120-1601,2120,67.72,0.65,27.37,55.4,917
21,2155-1613,2155,89.49,1.08,7.05,24.61,837
21,2155-1621,2155,96.94,0.22,1.53,20.35,457
21,2155-1649,2155,88.76,1.17,7.03,29.74,427
21,2155-1652,2155,87.61,0.22,8.63,21.9,452
21,2260-1701,2260,80.0,2.56,10.6,33.68,585
21,2260-1703,2260,77.92,1.95,9.42,39.29,308
21,2260-1705,2260,77.36,0.75,13.93,48.01,402
21,2260-1707,2260,79.72,2.27,9.09,41.43,572
21,2270-1713,2270,42.7,6.81,43.47,48.41,911
21,2270-1715,2270,43.95,7.92,41.45,42.41,1679
21,2270-1718,2270,42.57,7.43,45.72,49.62,794
21,2270-1721,2270,48.38,5.87,40.28,37.65,494
21,2270-1723,2270,56.07,3.16,32.77,40.78,412
21,2270-1725,2270,42.89,19.21,28.68,57.63,380
21,2270-1729,2270,16.22,10.62,69.88,64.29,518
21,2275-1656,2275,78.1,0.53,18.47,43.8,379
21,2275-1657,2275,82.76,1.64,10.95,31.3,1096
21,2275-1697,2275,92.22,0.74,2.22,37.78,270
21,2275-1731,2275,85.69,0.68,10.56,33.73,587
21,2275-1732,2275,89.73,0.45,4.91,27.23,224
21,2275-1733,2275,83.92,0.78,11.12,25.28,1412
21,2275-1734,2275,88.71,1.1,6.06,23.14,363
21,2275-1738,2275,91.46,0.0,3.66,1.22,164
21,2285-1669,2285,84.26,1.42,9.93,32.34,705
21,2285-1735,2285,82.51,1.52,9.32,27.0,526
21,2285-1737,2285,85.19,2.13,8.53,26.37,891
21,2285-1743,2285,87.09,0.82,7.42,39.56,364
21,2285-1747,2285,83.85,0.71,11.16,36.1,421
21,2305-1617,2305,64.32,11.78,12.65,53.43,569
21,2305-1673,2305,49.33,4.24,35.94,68.75,448
21,2305-1679,2305,69.47,3.54,15.49,40.49,452
21,2305-1681,2305,53.26,13.79,20.5,56.32,522
21,2305-1693,2305,61.77,3.06,27.83,63.0,327
21,2305-1752,2305,48.98,26.12,17.14,58.78,245
21,2305-1753,2305,43.55,13.82,33.82,53.03,760
21,2305-1754,2305,39.91,13.46,37.89,49.33,3262
21,2305-1761,2305,40.28,19.45,29.56,55.59,653
21,2305-1763,2305,25.28,17.71,50.55,61.81,542
21,2305-1765,2305,18.3,25.52,48.97,69.33,388
21,2305-1769,2305,15.38,34.78,43.48,82.61,299
21,2305-1773,2305,31.1,17.93,39.52,73.22,463
21,2305-1777,2305,11.9,22.16,59.71,61.17,546
21,2305-1785,2305,49.77,10.86,30.17,51.89,663
21,2305-1789,2305,16.28,19.85,55.98,77.1,393
21,2305-1797,2305,41.79,10.63,35.99,62.56,414
21,2305-1801,2305,8.52,37.67,47.09,68.16,446
21,2305-1817,2305,43.69,13.71,30.16,61.06,547
21,2315-1629,2315,32.59,2.43,59.99,55.38,1562
21,2315-1633,2315,35.43,3.06,55.72,56.84,621
21,2315-1641,2315,35.14,3.04,57.27,50.76,461
21,2315-1821,2315,36.56,2.48,56.15,51.98,2016
21,2315-1829,2315,30.36,2.14,61.43,79.64,280
21,2315-1833,2315,41.06,1.99,52.32,75.5,302
21,2315-1843,2315,51.0,3.15,41.83,57.88,349
21,2315-1847,2315,45.34,1.95,47.51,54.66,461
21,2315-1849,2315,35.47,3.07,56.15,62.01,358
21,2395-1869,2395,97.65,0.0,1.18,64.31,255
21,2395-1889,2395,94.1,0.68,1.74,50.77,1034
21,2395-1895,2395,94.19,1.5,0.75,62.73,534
21,2395-1897,2395,92.52,0.62,1.25,59.5,321
21,2395-1909,2395,91.54,0.3,2.72,65.56,331
21,2395-1913,2395,94.61,0.62,1.04,54.15,482
21,2395-1921,2395,95.94,0.31,1.88,58.13,320
21,2400-1925,2400,64.77,15.17,9.36,50.51,1859
21,2400-1929,2400,92.76,0.47,3.15,21.26,635
21,2400-1930,2400,89.72,1.18,3.0,15.27,1867
21,2400-1931,2400,91.39,1.01,3.15,19.53,1685
21,2400-1933,2400,64.22,15.52,7.87,64.22,928
21,2400-1937,2400,60.13,16.67,11.76,50.54,918
21,2400-1943,2400,64.86,11.71,5.14,65.14,350
21,2400-1949,2400,39.82,15.87,31.14,75.45,334
21,2400-1953,2400,90.77,0.88,2.86,18.24,455
21,2400-1957,2400,77.78,6.63,4.29,27.49,513
21,2400-1961,2400,49.49,25.13,9.39,74.11,394
21,2400-1966,2400,91.44,0.42,2.95,14.03,713
21,2400-1974,2400,72.08,12.41,3.47,53.65,548
21,2400-1981,2400,57.52,23.45,4.87,82.3,226
21,2400-1994,2400,79.44,4.67,4.67,41.12,107
21,2435-2053,2435,91.75,1.9,4.44,49.84,315
21,2435-2057,2435,92.62,0.67,4.7,57.72,298
21,2440-2005,2440,92.39,0.36,5.43,31.88,276
21,2440-2009,2440,91.19,0.85,4.83,35.51,352
21,2440-2013,2440,88.94,0.0,5.03,33.17,199
21,2455-2021,2455,90.96,0.17,6.26,50.78,575
21,2455-2022,2455,90.42,0.0,8.02,45.66,449
21,2475-2082,2475,98.8,0.4,0.4,72.8,250
21,2475-2083,2475,97.68,0.27,0.55,42.49,732
21,2475-2123,2475,98.09,0.24,0.72,46.78,419
21,2475-2125,2475,97.98,0.45,0.67,46.86,446
21,2475-2127,2475,99.55,0.0,0.0,36.77,223
21,2645-2173,2645,89.75,0.77,4.84,49.32,517
21,2645-2177,2645,91.95,0.0,4.88,54.39,410
21,2645-2181,2645,89.63,0.22,4.75,51.19,463
21,2645-2185,2645,88.92,0.55,6.65,53.19,361
21,2650-2157,2650,93.31,0.0,3.5,57.01,314
21,2650-2159,2650,89.92,0.27,7.9,44.14,367
21,2725-2189,2725,89.89,0.0,1.12,47.19,89
21,2725-2194,2725,93.52,0.0,2.78,41.67,108
21,2725-2201,2725,94.94,0.0,2.53,53.16,79
21,2725-2233,2725,95.92,0.41,0.82,36.33,245
21,2725-2237,2725,92.36,0.0,2.55,57.09,275
21,2735-2223,2735,83.21,2.96,4.44,55.8,405
21,2735-2225,2735,81.24,4.79,3.99,47.7,501
21,2735-2249,2735,82.2,3.56,3.24,43.69,618
21,2735-2257,2735,81.08,4.73,4.28,56.53,444
21,2765-2205,2765,95.33,0.55,2.2,10.16,364
21,2765-2211,2765,94.79,0.14,2.6,16.16,730
21,2765-2214,2765,92.8,0.37,1.48,26.75,542
21,2765-2241,2765,92.72,0.24,3.16,36.89,412
21,2815-2263,2815,90.79,0.66,3.29,39.25,456
21,2815-2264,2815,90.45,1.06,3.45,50.13,377
21,2815-2291,2815,90.0,0.0,5.0,35.0,40
21,2815-2293,2815,91.72,0.85,5.31,31.0,471
21,2815-2299,2815,91.78,1.03,4.11,40.07,292
21,2825-2321,2825,93.27,1.12,2.99,38.32,535
21,2825-2329,2825,93.75,0.0,2.08,50.69,288
21,2825-5037,2825,94.8,1.2,0.8,60.8,250
21,2855-2333,2855,84.95,1.57,4.32,53.01,764
21,2855-2335,2855,81.2,3.51,7.56,61.51,569
21,2855-2344,2855,80.94,1.43,6.76,65.78,488
21,2855-2346,2855,81.02,2.71,4.78,66.19,627
21,2865-2350,2865,48.64,17.9,15.73,76.31,553
21,2865-2351,2865,51.39,21.53,12.15,61.05,1045
21,2865-2357,2865,46.11,19.89,15.91,73.6,553
21,2865-2369,2865,47.67,12.69,19.95,82.12,386
21,2865-2393,2865,52.96,14.37,15.21,74.93,355
21,2865-2405,2865,55.15,13.46,16.62,68.07,379
21,2865-2409,2865,34.58,39.3,10.2,80.6,402
21,2920-2417,2920,95.89,0.68,1.83,42.24,438
21,2920-2419,2920,94.13,0.27,3.73,37.87,375
21,2940-2433,2940,94.33,0.91,2.49,44.9,441
21,2940-2435,2940,95.45,0.32,1.3,44.48,308
21,2940-2436,2940,94.09,0.27,2.15,43.55,372
21,2950-2437,2950,94.82,0.47,2.82,43.06,425
21,2950-2438,2950,93.31,0.35,4.93,48.94,284
21,2950-2441,2950,95.64,0.62,2.18,51.71,642
21,2960-2445,2960,98.1,0.0,1.27,43.67,316
21,2960-2449,2960,95.81,0.0,2.1,56.29,334
21,2980-2429,2980,86.19,2.09,6.69,47.28,239
21,2980-2457,2980,93.75,0.83,4.58,60.0,240
21,2980-2460,2980,91.64,0.0,7.07,59.81,311
21,3005-2466,3005,67.29,8.14,8.14,14.02,749
21,3005-2468,3005,64.66,3.96,10.7,17.74,682
21,3005-2469,3005,69.67,8.02,7.02,14.04,399
21,3005-2470,3005,65.41,11.17,7.57,24.5,555
21,3005-2471,3005,69.45,5.18,8.35,13.19,599
21,3005-2473,3005,77.68,4.04,5.62,7.21,569
21,3005-2474,3005,75.75,6.18,4.91,4.75,631
21,3005-2475,3005,73.84,5.2,5.73,10.04,558
21,3005-2476,3005,65.25,12.08,9.85,22.99,944
21,3005-2479,3005,64.75,9.41,9.18,22.39,871
21,3005-2481,3005,67.29,8.01,9.54,22.32,587
21,3005-2482,3005,63.27,10.64,10.5,20.26,686
21,3005-2483,3005,67.96,7.04,8.68,14.52,668
21,3005-2484,3005,65.84,6.17,7.15,5.43,811
21,3005-2485,3005,76.28,5.22,4.57,9.68,919
21,3005-2486,3005,77.57,5.68,5.18,7.98,1003
21,3005-2487,3005,71.21,8.02,8.43,17.81,3689
21,3005-2489,3005,67.97,8.09,8.67,10.26,1199
21,3005-2490,3005,72.0,7.33,10.08,17.21,982
21,3005-2497,3005,75.78,7.45,6.83,20.19,322
21,3005-2499,3005,72.01,9.02,6.55,13.54,3405
21,3005-2500,3005,66.95,8.69,8.69,18.35,932
21,3025-2477,3025,91.91,1.31,4.44,26.24,766
21,3025-2478,3025,93.81,0.23,2.57,28.86,856
21,3025-2501,3025,92.38,1.2,4.33,32.59,669
21,3030-2491,3030,77.59,4.98,10.12,16.73,1285
21,3030-2492,3030,85.71,1.76,3.7,4.94,567
21,3030-2493,3030,80.13,3.36,8.98,13.61,2527
21,3030-2494,3030,77.12,6.1,9.66,13.05,590
21,3030-2495,3030,72.35,3.41,13.82,23.7,557
21,3030-2496,3030,86.52,3.0,2.62,7.49,534
21,3030-2498,3030,70.76,7.99,10.72,25.54,513
21,3030-2503,3030,81.2,3.85,7.09,15.72,1298
21,3030-2504,3030,79.2,3.5,7.34,12.41,572
21,3055-2463,3055,93.49,0.59,4.14,37.57,338
21,3055-2465,3055,88.41,0.21,5.36,38.63,466
21,3055-6780,3055,90.13,0.0,7.73,40.77,233
21,3060-2505,3060,71.54,3.77,3.62,10.36,5414
21,3060-2506,3060,76.33,2.44,3.96,11.04,1314
21,3060-2507,3060,79.48,3.46,1.51,5.83,463
21,3060-2508,3060,81.1,1.79,6.34,12.41,725
21,3060-2509,3060,80.4,3.34,3.34,14.7,449
21,3060-2510,3060,53.21,3.74,1.47,3.88,748
21,3060-2511,3060,73.37,4.54,4.92,15.81,1322
21,3060-2512,3060,70.07,3.65,2.19,4.82,685
21,3060-2513,3060,61.02,6.52,5.59,30.75,644
21,3060-2515,3060,67.64,2.28,2.93,9.76,615
21,3060-2516,3060,88.85,0.84,1.01,8.61,592
21,3060-2518,3060,74.41,3.43,6.71,21.84,641
21,3060-2520,3060,59.4,3.87,2.61,4.66,1266
21,3060-2522,3060,68.7,4.35,2.03,7.1,690
21,3060-2526,3060,59.13,2.42,2.18,2.18,827
21,3070-2517,3070,83.38,3.31,6.87,20.57,3116
