year,mergecode,districtcode,white,black,hispanic,lowincome,totalenroll
17,2275-1731,2275,86.9,0.56,8.73,29.72,710
17,2275-1732,2275,91.07,1.37,5.15,24.05,291
17,2275-1733,2275,86.64,0.72,8.76,21.7,1392
17,2275-1734,2275,92.2,0.58,4.34,21.1,346
17,2285-1669,2285,87.32,0.72,7.49,31.56,694
17,2285-1735,2285,81.42,2.11,10.54,27.01,522
17,2285-1737,2285,85.5,1.02,8.83,25.59,883
17,2285-1743,2285,90.52,0.0,5.49,40.4,401
17,2285-1747,2285,83.19,0.64,11.7,35.32,470
17,2305-1617,2305,65.96,10.59,11.35,55.37,661
17,2305-1673,2305,54.56,6.7,30.17,66.67,537
17,2305-1679,2305,74.71,2.99,11.72,25.29,435
17,2305-1681,2305,56.82,12.76,17.48,51.57,572
17,2305-1693,2305,63.53,4.61,22.04,59.52,499
17,2305-1749,2305,42.33,12.36,38.33,57.61,1675
17,2305-1750,2305,48.04,14.33,28.6,59.69,1682
17,2305-1752,2305,45.14,22.57,21.0,59.84,381
17,2305-1753,2305,48.1,11.26,32.42,60.12,657
17,2305-1761,2305,47.42,16.49,25.09,66.15,582
17,2305-1763,2305,31.69,17.13,44.29,74.61,508
17,2305-1765,2305,25.54,21.0,45.82,77.8,419
17,2305-1769,2305,19.35,28.32,45.7,57.53,558
17,2305-1773,2305,39.93,17.36,32.47,77.6,576
17,2305-1777,2305,9.82,25.34,56.58,80.55,509
17,2305-1785,2305,54.78,7.42,28.39,53.21,701
17,2305-1789,2305,18.05,21.14,52.02,89.31,421
17,2305-1797,2305,48.88,8.73,31.67,61.1,401
17,2305-1801,2305,7.77,40.78,46.28,66.83,618
17,2305-1817,2305,48.75,12.98,28.62,64.73,601
17,2315-1629,2315,39.06,2.5,53.82,65.81,1518
17,2315-1633,2315,33.39,2.88,58.31,66.61,626
17,2315-1641,2315,34.78,1.04,59.01,69.98,483
17,2315-1821,2315,44.03,2.04,48.96,55.06,1867
17,2315-1829,2315,25.86,2.01,66.95,79.6,348
17,2315-1833,2315,42.18,5.15,48.32,67.92,505
17,2315-1843,2315,48.69,3.14,42.41,63.87,382
17,2315-1847,2315,46.98,1.56,45.22,59.45,513
17,2315-1849,2315,30.98,0.82,64.67,74.18,368
17,2395-1869,2395,97.4,0.0,0.37,55.76,269
17,2395-1889,2395,93.52,1.35,1.89,48.96,1111
17,2395-1895,2395,94.01,1.09,2.36,55.17,551
17,2395-1897,2395,93.77,0.0,1.64,61.64,305
17,2395-1909,2395,92.92,2.46,0.62,67.08,325
17,2395-1913,2395,92.6,1.18,2.07,78.4,338
17,2395-1917,2395,91.38,2.01,2.3,79.02,348
17,2395-1921,2395,96.51,0.0,0.95,62.22,315
17,2400-1925,2400,69.72,13.02,5.91,54.21,1843
17,2400-1929,2400,94.9,0.17,2.38,23.3,588
17,2400-1930,2400,93.36,0.8,2.46,13.34,1746
17,2400-1931,2400,90.66,0.91,2.25,16.32,1648
17,2400-1933,2400,65.91,16.48,6.11,72.64,965
17,2400-1937,2400,64.24,14.35,9.53,54.71,934
17,2400-1943,2400,64.94,14.61,6.17,71.1,308
17,2400-1949,2400,45.89,12.18,26.06,81.3,353
17,2400-1953,2400,93.11,1.28,2.04,19.64,392
17,2400-1957,2400,80.27,7.38,3.95,30.53,583
17,2400-1961,2400,44.68,31.21,8.87,82.98,282
17,2400-1966,2400,90.83,1.16,2.62,12.37,687
17,2400-1974,2400,72.19,12.98,4.5,53.11,755
17,2400-1981,2400,64.8,16.8,5.6,80.8,250
17,2400-1994,2400,68.6,13.95,2.33,61.63,86
17,2435-2053,2435,92.31,0.64,3.21,49.36,312
17,2435-2057,2435,93.06,0.48,3.83,55.74,418
17,2440-2005,2440,93.85,0.0,3.88,35.92,309
17,2440-2009,2440,91.45,0.24,4.99,41.09,421
17,2440-2013,2440,93.84,0.47,4.27,36.49,211
17,2455-2021,2455,90.66,0.37,7.33,54.58,546
17,2455-2022,2455,89.5,0.0,6.49,44.66,524
17,2475-2082,2475,97.44,0.0,0.77,73.15,391
17,2475-2083,2475,98.33,0.0,0.72,40.07,836
17,2475-2123,2475,98.35,0.24,0.24,53.43,423
17,2475-2125,2475,97.75,0.0,0.45,55.18,444
17,2475-2127,2475,99.23,0.51,0.0,30.77,390
17,2645-2173,2645,88.24,0.38,5.31,43.07,527
17,2645-2177,2645,90.05,0.71,4.98,47.39,422
17,2645-2181,2645,89.76,0.67,6.24,58.13,449
17,2645-2185,2645,90.87,0.68,4.34,55.02,438
17,2650-2157,2650,90.88,0.28,7.12,45.87,351
17,2650-2159,2650,91.42,0.59,5.33,41.42,338
17,2725-2189,2725,94.69,0.0,0.0,34.51,113
17,2725-2194,2725,99.31,0.0,0.0,41.67,144
17,2725-2201,2725,96.63,0.0,1.12,47.19,89
17,2725-2233,2725,98.92,0.0,0.36,34.3,277
17,2725-2237,2725,94.98,0.36,1.08,57.35,279
17,2735-2223,2735,84.0,3.79,2.95,56.42,475
17,2735-2225,2735,81.08,3.39,3.59,51.2,502
17,2735-2249,2735,84.95,3.07,2.75,44.01,618
17,2735-2257,2735,81.19,4.2,5.09,57.3,452
17,2765-2205,2765,96.23,0.0,2.61,11.3,345
17,2765-2211,2765,95.9,0.3,1.52,15.2,658
17,2765-2214,2765,93.32,0.39,2.36,32.61,509
17,2765-2241,2765,94.06,0.64,1.49,37.37,471
17,2815-2263,2815,93.16,0.44,4.19,33.77,453
17,2815-2264,2815,90.32,1.88,3.76,52.96,372
17,2815-2291,2815,100.0,0.0,0.0,37.04,27
17,2815-2293,2815,93.9,0.38,3.24,28.19,525
17,2815-2299,2815,91.53,0.85,4.66,37.29,236
17,2825-2321,2825,94.59,0.0,2.88,43.49,591
17,2825-2329,2825,92.47,1.08,2.42,53.23,372
17,2825-5037,2825,92.42,0.0,3.79,50.38,264
17,2855-2333,2855,87.22,1.66,3.79,59.53,845
17,2855-2335,2855,86.08,1.2,4.3,62.03,582
17,2855-2344,2855,84.76,1.9,2.86,64.05,420
17,2855-2346,2855,85.15,2.18,5.39,64.48,687
17,2865-2350,2865,50.0,21.18,13.53,80.78,510
17,2865-2351,2865,48.05,26.59,9.88,63.44,1053
17,2865-2357,2865,49.5,24.65,9.94,72.56,503
17,2865-2369,2865,49.01,19.26,15.01,92.35,353
17,2865-2370,2865,50.86,22.29,8.86,77.14,350
17,2865-2393,2865,56.71,10.82,10.12,80.94,425
17,2865-2405,2865,56.18,14.04,14.04,67.13,356
17,2865-2409,2865,38.51,31.9,16.67,85.92,348
17,2920-2417,2920,93.0,0.22,4.38,45.08,457
17,2920-2419,2920,92.41,0.26,3.93,37.43,382
17,2940-2433,2940,92.36,0.41,2.48,48.97,484
17,2940-2435,2940,94.16,0.0,2.65,36.34,377
17,2940-2436,2940,92.95,0.81,2.71,42.28,369
17,2950-2437,2950,95.36,0.0,2.19,40.16,366
17,2950-2438,2950,93.97,0.0,3.16,40.23,348
17,2950-2441,2950,95.31,0.0,3.12,49.29,704
17,2960-2445,2960,95.97,1.34,1.88,48.66,372
17,2960-2449,2960,97.07,0.0,1.8,57.88,444
17,2980-2429,2980,96.06,0.3,1.82,45.45,330
17,2980-2457,2980,86.71,2.89,4.62,57.8,173
17,2980-2460,2980,93.6,0.34,4.71,56.9,297
17,3005-2466,3005,74.55,9.15,5.57,10.3,951
17,3005-2468,3005,72.6,4.31,7.23,16.41,719
17,3005-2469,3005,74.04,10.14,7.1,18.66,493
17,3005-2470,3005,72.3,7.46,7.31,16.44,657
17,3005-2471,3005,68.41,10.48,6.34,15.59,725
17,3005-2473,3005,83.97,1.9,3.79,4.37,686
17,3005-2474,3005,76.95,4.35,5.25,5.12,781
17,3005-2475,3005,77.78,5.36,4.05,7.32,765
17,3005-2476,3005,70.45,9.51,7.09,20.75,988
17,3005-2479,3005,70.21,9.28,7.22,20.21,970
17,3005-2481,3005,71.66,7.57,9.5,23.83,621
17,3005-2482,3005,67.7,8.7,9.32,18.32,644
17,3005-2483,3005,73.03,7.35,7.61,10.58,775
17,3005-2485,3005,76.49,7.8,4.63,14.25,821
17,3005-2486,3005,77.28,6.27,6.39,13.73,845
17,3005-2487,3005,73.35,7.72,6.92,16.68,3250
17,3005-2489,3005,77.01,6.64,5.23,8.05,1205
17,3005-2490,3005,78.24,6.24,5.37,13.46,1025
17,3005-2497,3005,81.27,5.01,7.12,24.01,379
17,3005-2499,3005,75.14,7.86,5.71,11.87,3118
17,3005-2500,3005,75.97,5.37,7.8,14.65,949
17,3025-2477,3025,94.38,1.23,3.29,25.93,729
17,3025-2478,3025,92.97,1.14,2.85,34.22,526
17,3025-2501,3025,90.81,2.39,4.23,30.88,544
17,3025-2502,3025,93.27,1.12,3.36,36.26,535
17,3030-2491,3030,80.07,3.46,8.65,15.73,1214
17,3030-2492,3030,85.26,2.95,2.95,7.48,441
17,3030-2493,3030,82.17,3.45,7.17,14.25,2148
17,3030-2494,3030,80.13,4.71,9.09,16.5,594
17,3030-2495,3030,70.11,2.92,19.55,29.89,445
17,3030-2496,3030,88.36,2.39,1.44,2.87,627
17,3030-2498,3030,67.84,8.92,14.32,38.03,426
17,3030-2503,3030,80.74,3.53,7.33,14.31,1132
17,3030-2504,3030,87.03,2.66,1.95,6.93,563
17,3055-2463,3055,94.53,0.3,2.74,27.96,329
17,3055-2465,3055,91.07,0.0,6.32,41.61,459
17,3055-6780,3055,93.95,0.0,4.84,39.11,248
17,3060-2505,3060,75.96,3.82,2.98,8.84,5000
17,3060-2506,3060,77.12,3.17,2.16,9.28,1390
17,3060-2507,3060,77.29,1.67,2.08,6.67,480
17,3060-2508,3060,82.23,2.62,2.75,8.26,726
17,3060-2509,3060,82.24,3.28,2.51,15.64,518
