Corp ID,Corp Name,Schl ID,Schl Name,American Indian,Asian,Black,Hispanic,Multiracial,Native Hawaiian or Other Pacific Islander,White,Paid meals,Free/Reduced price meals,Grand Total
7175,Penn-Harris-Madison School Corp,7386,Meadow's Edge Elementary School,3,6,40,30,38,,263,197,183,380
7175,Penn-Harris-Madison School Corp,7390,Northpoint Elementary School,1,122,14,20,23,,411,558,33,591
7200,School City of Mishawaka,7459,Fred J Hums Elementary School,1,4,17,21,26,,293,191,171,362
7200,School City of Mishawaka,7461,Mishawaka High School,8,8,98,100,81,,1186,640,841,1481
7200,School City of Mishawaka,7465,John J Young Middle School,5,1,57,53,56,,591,258,505,763
7200,School City of Mishawaka,7467,Oaklawn Campus Program,,,13,9,5,,45,1,71,72
7200,School City of Mishawaka,7469,Battell Elementary School,5,,20,24,35,,193,65,212,277
7200,School City of Mishawaka,7473,Beiger Elementary School,,8,39,47,37,1,498,299,331,630
7200,School City of Mishawaka,7478,Liberty Elementary School,2,5,81,45,51,,316,118,382,500
7200,School City of Mishawaka,7481,Emmons Elementary School,,,67,45,51,,248,56,355,411
7200,School City of Mishawaka,7485,Lasalle Elementary School,1,2,55,50,65,,322,84,411,495
7200,School City of Mishawaka,7499,Twin Branch Elementary School,,,19,44,26,,248,149,188,337
7205,South Bend Community School Corp,7313,Hay Primary Center,1,1,127,76,39,,143,132,255,387
7205,South Bend Community School Corp,7321,Greene Intermediate Center,,1,90,56,20,,37,33,171,204
7205,South Bend Community School Corp,7417,Warren Primary Center,2,3,76,96,22,,118,84,233,317
7205,South Bend Community School Corp,7421,Clay High School,7,13,381,115,107,5,515,359,784,1143
7205,South Bend Community School Corp,7425,Clay Intermediate Center,5,4,137,50,35,,177,115,293,408
7205,South Bend Community School Corp,7435,Darden Primary Center,2,7,93,43,63,,273,138,343,481
7205,South Bend Community School Corp,7441,Swanson Primary Center,3,5,64,36,35,,131,114,160,274
7205,South Bend Community School Corp,7505,Adams High School,2,57,486,369,176,1,703,753,1041,1794
7205,South Bend Community School Corp,7510,Jackson Intermediate Center,3,4,191,74,58,,120,110,340,450
7205,South Bend Community School Corp,7512,LaSalle Intermediate Academy,1,25,183,148,86,,394,438,399,837
7205,South Bend Community School Corp,7513,Riley High School,1,15,409,256,127,,441,390,859,1249
7205,South Bend Community School Corp,7517,Washington High School,2,4,466,272,74,,88,185,721,906
7205,South Bend Community School Corp,7521,Brown Intermediate Center,4,3,189,119,35,4,78,65,367,432
7205,South Bend Community School Corp,7533,Coquillard Primary Center,1,2,221,113,41,,61,67,372,439
7205,South Bend Community School Corp,7534,Rise Up Academy at Eggleston,,,113,28,6,,43,62,128,190
7205,South Bend Community School Corp,7537,Edison Intermediate Center,2,8,181,59,39,,119,90,318,408
7205,South Bend Community School Corp,7545,Harrison Primary Center,3,1,195,338,29,2,53,83,538,621
7205,South Bend Community School Corp,7546,Hamilton Traditional School,1,2,58,28,39,,203,175,156,331
7205,South Bend Community School Corp,7549,Jefferson Intermediate Center,1,5,215,78,84,1,239,203,420,623
7205,South Bend Community School Corp,7555,Kennedy Primary Academy,3,14,164,163,41,,250,314,321,635
7205,South Bend Community School Corp,7557,Lafayette Early Childhood Center,,,21,4,6,,,17,14,31
7205,South Bend Community School Corp,7559,Dickinson Fine Arts Academy,1,4,251,184,44,,123,91,516,607
7205,South Bend Community School Corp,7561,Lincoln Primary Center,2,1,206,137,63,,91,60,440,500
7205,South Bend Community School Corp,7569,McKinley Primary Center,1,16,192,81,27,,88,86,319,405
7205,South Bend Community School Corp,7573,Madison Primary Center,1,3,300,105,39,,53,62,439,501
7205,South Bend Community School Corp,7577,Marquette Montessori Academy,,3,211,37,45,,157,174,279,453
7205,South Bend Community School Corp,7581,Marshall Intermediate Center,3,1,156,55,57,,107,71,308,379
7205,South Bend Community School Corp,7585,Monroe Primary Center,1,,144,45,46,1,99,48,288,336
7205,South Bend Community School Corp,7588,Wilson Primary Center,2,4,118,182,27,,75,64,344,408
7205,South Bend Community School Corp,7593,Muessel Primary Center,,,217,112,41,,72,84,358,442
7205,South Bend Community School Corp,7597,Navarre Intermediate Center,,2,193,291,38,,29,45,508,553
7205,South Bend Community School Corp,7601,Nuner Primary Center,3,1,142,34,60,,149,115,274,389
7205,South Bend Community School Corp,7605,South Bend SNAP,,,28,26,8,,95,123,34,157
7205,South Bend Community School Corp,7613,Perley Fine Arts Academy,1,,102,20,24,,56,47,156,203
7205,South Bend Community School Corp,7617,Studebaker Center,,2,118,57,18,,59,185,69,254
7205,South Bend Community School Corp,7621,Tarkington Traditional Center,1,9,87,16,22,1,202,204,134,338
7205,South Bend Community School Corp,7632,Juvenile Justice Center,,,9,4,1,,11,15,10,25
7215,Union-North United School Corp,7399,LaVille Jr-Sr High School,2,1,5,29,12,,506,304,251,555
7215,Union-North United School Corp,7400,LaVille Elementary School,1,2,2,40,14,,521,266,314,580
7230,Scott County School District 1,7629,Austin High School,3,3,1,5,6,,376,167,227,394
7230,Scott County School District 1,7630,Austin Elementary School,3,1,3,14,20,,468,160,349,509
7230,Scott County School District 1,7631,Austin Middle School,1,1,,3,2,,252,89,170,259
7255,Scott County School District 2,7633,Johnson Elementary School,,1,1,14,2,,257,97,178,275
7255,Scott County School District 2,7637,Lexington Elementary School,,,,4,4,,202,84,126,210
7255,Scott County School District 2,7641,Scottsburg Senior High School,3,8,2,15,12,1,774,436,379,815
7255,Scott County School District 2,7645,Scottsburg Middle School,2,6,,23,9,3,583,269,357,626
7255,Scott County School District 2,7649,Scottsburg Elem School,1,,4,12,11,,422,159,291,450
7255,Scott County School District 2,7653,Vienna-Finley Elementary School,1,1,,7,5,,325,190,149,339
7285,Shelby Eastern Schools,7661,Morristown Jr-Sr High School,,,,12,4,,335,245,106,351
7285,Shelby Eastern Schools,7663,Morristown Elementary School,1,,3,7,4,,256,177,94,271
7285,Shelby Eastern Schools,7665,Waldron Jr-Sr High School,2,2,,9,2,,277,199,93,292
7285,Shelby Eastern Schools,7667,Waldron Elementary School,,1,1,5,2,,265,155,119,274
7350,Northwestern Con School Corp,7689,Triton Central High School,2,2,9,6,15,,435,332,137,469
7350,Northwestern Con School Corp,7691,Triton Central Elementary School,,1,11,12,10,,562,356,240,596
7350,Northwestern Con School Corp,7697,Triton Central Middle School,1,2,8,15,3,,396,246,179,425
7360,Southwestern Con Sch Shelby Co,7701,Southwestern High School,,3,2,9,4,,302,233,87,320
7360,Southwestern Con Sch Shelby Co,7703,Southwestern Elementary School,,,,11,1,,265,171,106,277
7365,Shelbyville Central Schools,7671,Especially Kidz Health & Rehab Cnt,,,10,5,1,,21,1,36,37
7365,Shelbyville Central Schools,7717,Shelbyville Sr High School,1,16,28,113,34,,964,706,450,1156
7365,Shelbyville Central Schools,7721,Shelbyville Middle School,3,17,13,122,42,,726,504,419,923
7365,Shelbyville Central Schools,7725,Coulston Elementary School,1,15,8,161,19,,402,275,331,606
7365,Shelbyville Central Schools,7729,Thomas A Hendricks Elementary Sch,2,9,1,80,32,,565,351,338,689
7365,Shelbyville Central Schools,7733,William F Loper Elementary School,1,9,9,74,28,1,536,362,296,658
7385,North Spencer County Sch Corp,7751,Chrisney Elementary School,,,,7,7,,207,116,105,221
7385,North Spencer County Sch Corp,7753,David Turnham Education Center,5,2,3,75,3,,234,162,160,322
7385,North Spencer County Sch Corp,7755,Nancy Hanks Elementary School,1,2,,5,2,,230,201,39,240
7385,North Spencer County Sch Corp,7759,Heritage Hills High School,,1,2,43,5,,568,470,149,619
7385,North Spencer County Sch Corp,7761,Heritage Hills Middle School,,1,1,18,5,1,263,197,92,289
7385,North Spencer County Sch Corp,7767,Lincoln Trail Elementary School,,4,1,6,3,,339,292,61,353
7445,South Spencer County Sch Corp,7789,Luce Elementary School,1,,,1,8,,228,152,86,238
7445,South Spencer County Sch Corp,7795,South Spencer High School,,,2,12,19,,374,259,148,407
7445,South Spencer County Sch Corp,7797,South Spencer Middle School,,,2,12,15,,270,155,144,299
7445,South Spencer County Sch Corp,7803,Rockport-Ohio Elementary School,1,1,4,15,18,,242,145,136,281
7495,Oregon-Davis School Corp,7818,Oregon-Davis Elementary School,,,1,13,9,,296,144,175,319
7495,Oregon-Davis School Corp,7831,Oregon-Davis Jr-Sr High School,,,1,19,6,,238,133,131,264
7515,North Judson-San Pierre Sch Corp,7849,N Judson-San Pierre Jr Sr High Sch,1,,3,31,7,,478,255,265,520
7515,North Judson-San Pierre Sch Corp,7851,North Judson-San Pierre Elem Sch,3,,,26,7,3,467,223,283,506
7525,Knox Community School Corp,7833,Knox Community High School,3,,2,28,7,,557,299,298,597
7525,Knox Community School Corp,7837,Knox Community Middle School,1,2,,29,7,,425,218,246,464
7525,Knox Community School Corp,7845,Knox Community Elementary School,3,,6,45,12,,805,371,500,871
7605,Fremont Community Schools,7877,Fremont High School,1,3,1,8,10,1,279,199,104,303
7605,Fremont Community Schools,7881,Fremont Elementary School,,2,,6,5,1,330,205,139,344
7605,Fremont Community Schools,7884,Fremont Middle School,,,2,6,5,,248,154,107,261
7610,Hamilton Community Schools,7885,Hamilton Community High School,1,3,1,4,2,,147,112,46,158
7610,Hamilton Community Schools,7889,Hamilton Community Elementary Sch,,,,2,2,,166,108,62,170
7615,M S D Steuben County,7893,Angola High School,3,9,6,84,29,2,746,571,308,879
7615,M S D Steuben County,7895,Angola Middle School,4,5,8,70,19,,573,365,314,679
7615,M S D Steuben County,7897,Carlin Park Elementary School,1,5,1,56,8,,213,104,180,284
7615,M S D Steuben County,7899,Ryan Park Elementary School,,2,,11,14,,408,295,140,435
7615,M S D Steuben County,7901,Hendry Park Elementary School,,2,3,40,17,,294,137,219,356
7615,M S D Steuben County,7905,Pleasant Lake Elementary School,,,,5,1,,166,93,79,172
7645,Northeast School Corp,7911,Northeast Middle School,,,2,2,5,,196,87,118,205
7645,Northeast School Corp,7917,North Central High School,,,1,4,8,,270,155,128,283
7645,Northeast School Corp,7921,Northeast North Elementary School,,,,5,2,,251,102,156,258
7645,Northeast School Corp,7941,Northeast East Elementary School,,,1,2,,,135,64,74,138
7715,Southwest School Corp,7953,Carlisle Elementary School,,,1,4,3,,166,65,109,174
7715,Southwest School Corp,7954,Carlisle Middle School,,,,7,1,,70,19,59,78
7715,Southwest School Corp,7957,Sullivan High School,2,,,10,11,,569,359,233,592
7715,Southwest School Corp,7961,Sullivan Middle School,1,2,2,5,7,,271,162,126,288
7715,Southwest School Corp,7965,Sullivan Elementary School,3,,3,8,12,,578,328,276,604
7775,Switzerland County School Corp,7985,Jefferson-Craig Elementary School,,1,2,11,7,,366,196,191,387
7775,Switzerland County School Corp,7987,Switzerland Co Middle School,,,,1,5,,221,113,114,227
7775,Switzerland County School Corp,7993,Switzerland Co Senior High School,,1,,4,3,,396,225,179,404
7775,Switzerland County School Corp,7994,Switzerland Co Elementary School,1,1,4,8,17,,475,224,282,506
7855,Lafayette School Corporation,8015,Oakland High School,1,,6,12,1,,35,16,39,55
7855,Lafayette School Corporation,8069,Jefferson High School,9,17,271,527,105,,1102,850,1181,2031
7855,Lafayette School Corporation,8073,Lafayette Sunnyside Intermediate,1,3,186,315,80,,499,295,789,1084
7855,Lafayette School Corporation,8077,Lafayette Tecumseh Jr High School,3,9,153,302,55,2,499,307,716,1023
7855,Lafayette School Corporation,8089,Edgelea Elementary School,1,6,42,135,37,,306,217,310,527
7855,Lafayette School Corporation,8091,Glen Acres Elementary School,,6,83,194,37,2,182,134,370,504
7855,Lafayette School Corporation,8103,Miami Elementary School,,5,152,138,30,2,162,86,403,489
7855,Lafayette School Corporation,8104,Thomas Miller Elementary School,1,,114,67,37,,121,54,286,340
7855,Lafayette School Corporation,8105,Murdock Elementary School,,,64,70,22,1,125,49,233,282
7855,Lafayette School Corporation,8108,Oakland Elementary School,,,30,41,20,,146,74,163,237
7855,Lafayette School Corporation,8117,Vinton Elementary School,2,2,46,147,28,,239,97,367,464
7855,Lafayette School Corporation,8119,Amelia Earhart Elementary School,,2,67,87,25,3,214,157,241,398
7855,Lafayette School Corporation,8125,Greater Lafayette Area SE,,5,27,37,12,,179,260,,260
7865,Tippecanoe School Corp,8003,McCutcheon High School,2,5,79,265,67,,1351,1214,555,1769
7865,Tippecanoe School Corp,8005,Mayflower Mill Elementary School,,4,115,57,39,,402,293,324,617
7865,Tippecanoe School Corp,8006,Wyandotte Elementary,,15,14,74,24,1,348,355,121,476
7865,Tippecanoe School Corp,8007,Hershey Elementary School,2,4,1,29,23,,502,448,113,561
7865,Tippecanoe School Corp,8009,Mintonye Elementary School,,4,1,30,5,,398,327,111,438
7865,Tippecanoe School Corp,8017,Dayton Elementary School,,5,23,61,24,,309,249,173,422
7865,Tippecanoe School Corp,8019,Burnett Creek Elementary School,3,71,51,110,43,,487,523,242,765
7865,Tippecanoe School Corp,8021,Wea Ridge Elementary School,3,6,45,97,33,,426,375,235,610
7865,Tippecanoe School Corp,8024,Battle Ground Elementary School,1,2,13,49,19,1,546,407,224,631
7865,Tippecanoe School Corp,8025,Battle Ground Middle School,,18,25,65,23,,463,411,183,594
7865,Tippecanoe School Corp,8026,Wainwright Middle School,,2,11,40,9,,211,168,105,273
7865,Tippecanoe School Corp,8029,William Henry Harrison High School,5,56,63,200,66,,1515,1429,476,1905
7865,Tippecanoe School Corp,8033,East Tipp Middle School,,6,10,41,10,,443,401,109,510
7865,Tippecanoe School Corp,8035,James Cole Elementary School,1,,,16,7,,255,182,97,279
7865,Tippecanoe School Corp,8041,Klondike Middle School,2,23,33,87,26,,293,286,178,464
7865,Tippecanoe School Corp,8042,Klondike Elementary School,2,87,60,151,50,1,625,570,406,976
7865,Tippecanoe School Corp,8045,Southwestern Middle School,,6,27,47,16,1,357,284,170,454
7865,Tippecanoe School Corp,8049,Wea Ridge Middle School,3,12,44,145,23,1,422,376,274,650
7865,Tippecanoe School Corp,8111,Woodland Elementary School,1,12,34,207,33,1,339,303,324,627
7875,West Lafayette Com School Corp,8129,West Lafayette Jr/Sr High School,4,247,66,59,64,,677,972,145,1117
7875,West Lafayette Com School Corp,8135,Happy Hollow Elementary,1,122,37,28,30,,321,444,95,539
7875,West Lafayette Com School Corp,8138,Cumberland Elementary School,5,164,47,53,50,,372,548,143,691
7935,Tri-Central Community Schools,8154,Tri Central Elementary,,4,1,24,16,,298,203,140,343
7935,Tri-Central Community Schools,8155,Tri Central Middle-High School,,1,,26,14,,409,278,172,450
7945,Tipton Community School Corp,8163,Tipton Elementary School,2,5,5,36,28,,631,378,329,707
7945,Tipton Community School Corp,8167,Tipton Middle School,1,1,3,15,13,1,364,250,148,398
7945,Tipton Community School Corp,8177,Tipton High School,,2,5,15,12,,490,361,163,524
7950,Union Co/Clg Corner Joint Sch Dist,8193,Union County High School,1,4,1,2,8,1,427,262,182,444
7950,Union Co/Clg Corner Joint Sch Dist,8206,Union County Middle School,2,1,2,4,2,2,337,194,156,350
7950,Union Co/Clg Corner Joint Sch Dist,8209,Liberty Elementary School,1,1,,5,7,,331,168,177,345
7950,Union Co/Clg Corner Joint Sch Dist,8213,College Corner Union Elem School,,,3,3,7,1,247,151,110,261
7995,Evansville Vanderburgh School Corp,8225,Cynthia Heights Elementary School,,1,6,12,28,,475,333,189,522
7995,Evansville Vanderburgh School Corp,8229,Scott Elementary School,4,30,17,12,40,5,872,841,139,980
7995,Evansville Vanderburgh School Corp,8230,North Junior High School,4,21,59,25,83,2,696,517,373,890
7995,Evansville Vanderburgh School Corp,8231,Oak Hill Elementary,,32,22,12,63,,781,738,172,910
7995,Evansville Vanderburgh School Corp,8237,Benjamin Bosse High School,2,7,252,39,99,9,306,194,520,714
7995,Evansville Vanderburgh School Corp,8241,Central High School,,12,102,30,92,1,838,525,550,1075
7995,Evansville Vanderburgh School Corp,8245,Francis Joseph Reitz High School,1,13,58,18,74,4,1130,809,489,1298
7995,Evansville Vanderburgh School Corp,8251,Lincoln School,,1,131,22,34,,49,15,222,237
7995,Evansville Vanderburgh School Corp,8253,North High School,2,35,125,47,106,4,1203,953,569,1522
7995,Evansville Vanderburgh School Corp,8261,Caze Elementary School,2,4,164,54,74,6,135,39,400,439
7995,Evansville Vanderburgh School Corp,8265,Cedar Hall Community School,1,,75,42,75,7,341,22,519,541
7995,Evansville Vanderburgh School Corp,8270,Academy for Innovative Studies,4,2,212,12,104,1,394,179,550,729
7995,Evansville Vanderburgh School Corp,8285,Delaware Elementary School,3,,104,33,66,5,295,33,473,506
7995,Evansville Vanderburgh School Corp,8289,Dexter Elementary School,,,128,37,47,6,159,57,320,377
7995,Evansville Vanderburgh School Corp,8293,Fairlawn Elementary School,,2,81,24,55,,212,68,306,374
7995,Evansville Vanderburgh School Corp,8301,Glenwood Leadership Academy,1,2,181,32,60,8,125,40,369,409
7995,Evansville Vanderburgh School Corp,8309,Harper Elementary School,1,2,74,24,70,4,253,105,323,428
7995,Evansville Vanderburgh School Corp,8311,William Henry Harrison High School,4,22,240,60,140,3,648,445,672,1117
7995,Evansville Vanderburgh School Corp,8317,Hebron Elementary School,2,17,144,56,107,5,503,395,439,834
7995,Evansville Vanderburgh School Corp,8318,Helfrich Park STEM Academy,2,9,27,15,39,,462,247,307,554
7995,Evansville Vanderburgh School Corp,8321,Stockwell Elementary School,1,41,102,60,62,13,320,198,401,599
7995,Evansville Vanderburgh School Corp,8323,Thompkins Middle School,,4,24,26,38,5,609,391,315,706
7995,Evansville Vanderburgh School Corp,8325,Highland Elementary School,4,10,22,25,48,5,790,500,404,904
7995,Evansville Vanderburgh School Corp,8326,New Tech Institute,2,7,11,7,17,,275,204,115,319
7995,Evansville Vanderburgh School Corp,8327,Culver Family Learning Center,2,3,76,32,38,,341,239,253,492
7995,Evansville Vanderburgh School Corp,8329,Lodge Community School,,4,152,72,27,15,98,25,343,368
7995,Evansville Vanderburgh School Corp,8339,McGary Middle School,1,,105,30,70,3,137,42,304,346
7995,Evansville Vanderburgh School Corp,8345,Perry Heights Middle School,1,5,24,10,22,,396,296,162,458
7995,Evansville Vanderburgh School Corp,8349,Plaza Park International Prep Acad,,24,118,35,68,3,405,295,358,653
7995,Evansville Vanderburgh School Corp,8353,Evans School,,,108,36,94,14,306,51,507,558
7995,Evansville Vanderburgh School Corp,8357,Stringtown Elementary School,1,,26,11,31,,368,155,282,437
7995,Evansville Vanderburgh School Corp,8361,Tekoppel Elementary School,2,,36,19,49,,392,118,380,498
7995,Evansville Vanderburgh School Corp,8365,Vogel Elementary School,,9,20,22,66,1,485,229,374,603
7995,Evansville Vanderburgh School Corp,8369,Washington Middle School,,2,93,15,74,3,196,100,283,383
7995,Evansville Vanderburgh School Corp,8376,Daniel Wertz Elementary School,,4,14,9,31,,299,103,254,357
7995,Evansville Vanderburgh School Corp,8381,West Terrace Elementary School,1,4,30,6,21,,602,484,180,664
8010,North Vermillion Com Sch Corp,8394,North Vermillion High School,,,3,4,9,,347,207,156,363
8010,North Vermillion Com Sch Corp,8403,North Vermillion Elementary School,3,1,,7,8,,363,178,204,382
8020,South Vermillion Com Sch Corp,8409,Central Elementary School,,2,,12,5,,288,109,198,307
8020,South Vermillion Com Sch Corp,8431,Ernie Pyle Elementary School,,1,,8,3,,216,84,144,228
8020,South Vermillion Com Sch Corp,8432,South Vermillion High School,1,,1,9,12,2,521,324,222,546
8020,South Vermillion Com Sch Corp,8434,South Vermillion Middle School,1,,1,10,10,1,413,209,227,436
8020,South Vermillion Com Sch Corp,8435,Van Duyn Elementary School,,,,1,6,,229,131,105,236
8030,Vigo County School Corp,8441,Terre Haute North Vigo High School,4,13,109,68,136,2,1522,1054,800,1854
8030,Vigo County School Corp,8445,Honey Creek Middle School,3,44,13,23,48,,644,549,226,775
8030,Vigo County School Corp,8453,West Vigo High School,,,,5,12,,560,308,269,577
8030,Vigo County School Corp,8457,Terre Haute South Vigo High School,1,61,117,53,140,1,1405,1071,707,1778
8030,Vigo County School Corp,8461,West Vigo Middle School,,,,4,14,2,390,203,207,410
8030,Vigo County School Corp,8477,Otter Creek Middle School,3,1,21,25,55,,761,388,478,866
8030,Vigo County School Corp,8481,Sarah Scott Middle School,2,3,63,21,54,,288,70,361,431
8030,Vigo County School Corp,8485,Woodrow Wilson Middle School,2,6,66,36,69,,589,325,443,768
8030,Vigo County School Corp,8497,Sugar Creek Consolidated Elem Sch,2,,,7,10,,290,156,153,309
8030,Vigo County School Corp,8505,Davis Park Elementary School,,,47,18,59,,223,40,307,347
8030,Vigo County School Corp,8509,Deming Elementary School,,,26,10,25,,202,18,245,263
8030,Vigo County School Corp,8510,Adelaide De Vaney Elementary Sch,3,7,33,18,61,,331,223,230,453
8030,Vigo County School Corp,8511,Dixie Bee Elementary School,,69,16,18,50,,534,461,226,687
8030,Vigo County School Corp,8517,Farrington Grove Elementary School,2,4,45,27,51,,302,77,354,431
8030,Vigo County School Corp,8521,Fayette Elementary School,,,,,4,,190,111,83,194
8030,Vigo County School Corp,8525,Rio Grande Elementary School,,,1,8,29,,475,316,197,513
8030,Vigo County School Corp,8533,Benjamin Franklin Elem School,,1,33,25,41,1,202,24,279,303
8030,Vigo County School Corp,8537,Blanche E Fuqua Elementary School,,3,22,22,37,,261,53,292,345
8030,Vigo County School Corp,8543,Hoosier Prairie Elementary School,1,1,5,12,13,3,302,176,161,337
8030,Vigo County School Corp,8549,Lost Creek Elementary School,,6,6,24,28,1,555,377,243,620
8030,Vigo County School Corp,8561,Meadows Elementary School,,1,39,17,25,,227,54,255,309
8030,Vigo County School Corp,8575,Ouabache Elementary School,,,16,19,41,,243,95,224,319
8030,Vigo County School Corp,8593,Riley Elementary School,,,,6,8,,324,242,96,338
8030,Vigo County School Corp,8605,Sugar Grove Elementary School,,2,55,16,53,,283,152,257,409
8030,Vigo County School Corp,8607,Terre Town Elementary School,2,2,12,16,44,,583,170,489,659
8030,Vigo County School Corp,8609,West Vigo Elementary School,,,,10,3,,212,28,197,225
8030,Vigo County School Corp,8611,Booker T Washington Alt Sch,,,1,1,5,,40,18,29,47
8030,Vigo County School Corp,8612,McLean Education Center (Alt),,1,13,3,11,,94,26,96,122
8045,Manchester Community Schools,8625,Manchester Jr-Sr High School,3,4,4,30,24,,664,417,312,729
8045,Manchester Community Schools,8633,Manchester Elementary School,3,2,4,33,17,,396,229,226,455
8045,Manchester Community Schools,8645,Manchester Intermediate School,4,9,7,32,13,,323,168,220,388
8050,M S D Wabash County Schools,8651,Northfield Jr-Sr High School,6,2,2,2,6,,445,308,155,463
8050,M S D Wabash County Schools,8655,Southwood Jr-Sr High School,,1,1,8,10,,420,299,141,440
8050,M S D Wabash County Schools,8656,Southwood Elementary School,2,4,,6,6,,445,274,189,463
8050,M S D Wabash County Schools,8657,Sharp Creek Elementary School,,1,,3,5,,224,137,96,233
8050,M S D Wabash County Schools,8673,White's Jr-Sr High School,,2,18,7,8,,141,42,134,176
8050,M S D Wabash County Schools,8677,Metro North Elementary School,1,,2,3,6,,278,151,139,290
8060,Wabash City Schools,8693,Wabash High School,1,3,4,11,6,,402,231,196,427
8060,Wabash City Schools,8694,Wabash Middle School,,2,4,13,10,,434,193,270,463
8060,Wabash City Schools,8706,O J Neighbours Elementary School,5,6,5,14,19,,568,239,378,617
8115,M S D Warren County,8729,Williamsport Elementary School,,2,,7,4,,200,100,113,213
8115,M S D Warren County,8733,Pine Village Elementary School,,,,14,1,,110,65,60,125
8115,M S D Warren County,8737,Seeger Memorial Jr-Sr High School,,2,,15,5,3,532,372,185,557
8115,M S D Warren County,8744,Warren Central Elementary School,,1,1,3,2,,323,187,143,330
8130,Warrick County School Corp,8760,Castle South Middle School,1,17,20,19,48,,562,486,181,667
8130,Warrick County School Corp,8761,Yankeetown Elementary School,1,3,2,3,22,1,288,226,94,320
8130,Warrick County School Corp,8764,John H Castle Elementary School,1,80,12,42,33,,804,874,98,972
8130,Warrick County School Corp,8769,Elberfeld Elementary School,,,,6,6,,201,158,55,213
8130,Warrick County School Corp,8771,Tecumseh Middle School,,1,,1,4,,204,151,59,210
8130,Warrick County School Corp,8772,Tecumseh High School,1,,,3,4,,301,222,87,309
8130,Warrick County School Corp,8773,Lynnville Elementary School,,,,2,4,,201,128,79,207
8130,Warrick County School Corp,8775,Castle North Middle School,2,51,16,20,30,,689,672,136,808
8130,Warrick County School Corp,8777,Loge Elementary School,,6,1,4,4,,431,253,193,446
8130,Warrick County School Corp,8779,Warrick County Preschool,2,1,2,,5,,52,62,,62
8130,Warrick County School Corp,8785,Tennyson Elementary School,,,,1,2,,70,34,39,73
8130,Warrick County School Corp,8789,Boonville High School,7,2,2,11,32,,860,558,356,914
8130,Warrick County School Corp,8793,Boonville Middle School,3,4,2,16,23,,654,353,349,702
8130,Warrick County School Corp,8801,Oakdale Elementary School,,1,1,21,13,,505,290,251,541
8130,Warrick County School Corp,8809,Castle High School,3,58,36,54,83,,1714,1621,327,1948
8130,Warrick County School Corp,8813,Chandler Elementary School,1,16,3,14,27,,448,277,232,509
8130,Warrick County School Corp,8817,Newburgh Elementary School,1,22,13,29,39,,539,470,173,643
8130,Warrick County School Corp,8819,Sharon Elementary School,,24,33,28,59,3,581,462,266,728
8205,Salem Community Schools,8857,Salem High School,,2,2,8,4,,557,314,259,573
8205,Salem Community Schools,8861,Salem Middle School,4,5,4,7,5,,459,246,238,484
8205,Salem Community Schools,8864,Bradie Shrum Elementary,1,6,4,20,16,2,813,381,481,862
8215,East Washington School Corp,8904,East Washington Elementary School,1,1,5,17,17,,490,260,271,531
8215,East Washington School Corp,8905,Eastern High School,,3,5,11,10,1,443,290,183,473
8215,East Washington School Corp,8906,East Washington Middle School,1,,2,12,11,,408,229,205,434
8220,West Washington School Corp,8869,West Washington Jr-Sr High School,,,,10,6,,372,218,170,388
8220,West Washington School Corp,8894,West Washington Elementary School,,1,1,6,10,,388,181,225,406
8305,Nettle Creek School Corporation,8985,Hagerstown Jr-Sr High School,,,1,6,18,,497,357,165,522
8305,Nettle Creek School Corporation,8989,Hagerstown Elementary School,1,5,1,18,23,,545,338,255,593
8355,Western Wayne Schools,8961,Lincoln Sr High School,,3,,7,6,,315,173,158,331
8355,Western Wayne Schools,8965,Lincoln Middle School,,,,5,3,,208,82,134,216
8355,Western Wayne Schools,8971,Western Wayne Elementary School,,,1,8,6,,469,245,239,484
8360,Centerville-Abington Com Schs,8981,Centerville Sr High School,1,7,4,6,14,1,432,302,163,465
8360,Centerville-Abington Com Schs,8982,Centerville-Abington Jr High Sch,,5,,6,9,,256,174,102,276
8360,Centerville-Abington Com Schs,8983,Centerville-Abington Elem School,1,3,8,5,31,2,480,317,213,530
8360,Centerville-Abington Com Schs,8984,Rose Hamilton Elementary School,,2,2,3,34,,405,262,184,446
8375,Northeastern Wayne Schools,8927,Northeastern High School,1,4,2,6,14,,392,265,154,419
8375,Northeastern Wayne Schools,8928,Northeastern Elementary School,2,,7,6,25,,573,316,297,613
8375,Northeastern Wayne Schools,8929,Northeastern Middle School,,,3,6,11,,272,170,122,292
8385,Richmond Community Schools,8993,Richmond High School,3,20,149,101,164,,905,398,944,1342
8385,Richmond Community Schools,8997,Test Intermediate School,1,13,67,65,96,,433,165,510,675
8385,Richmond Community Schools,9001,Dennis Intermediate School,2,3,38,65,85,,472,155,510,665
8385,Richmond Community Schools,9013,Charles Elementary School,3,20,35,28,74,,344,173,331,504
8385,Richmond Community Schools,9014,Crestdale Elementary School,,3,26,33,47,1,294,123,281,404
8385,Richmond Community Schools,9017,Fairview Elementary School,4,1,25,33,36,,204,19,284,303
8385,Richmond Community Schools,9038,Starr Elementary School,2,2,29,58,55,,190,21,315,336
8385,Richmond Community Schools,9045,Vaile Elementary School,1,,54,43,45,,173,18,298,316
8385,Richmond Community Schools,9053,Westview Elementary School,,5,19,21,53,,272,74,296,370
8385,Richmond Community Schools,9056,Community Youth Services,,,19,4,9,,51,16,67,83
