year,mergecode,districtcode,white,black,hispanic,lowincome,totalenroll
19,4345-3639,4345,84.03,0.64,11.4,35.57,939
19,4415-3589,4415,78.22,1.98,17.82,64.03,303
19,4415-3607,4415,63.78,1.93,30.06,53.56,519
19,4415-3608,4415,80.13,2.4,13.1,29.48,458
19,4415-3610,4415,58.81,2.38,30.1,55.45,505
19,4415-3613,4415,58.33,0.9,38.06,69.82,444
19,4415-3647,4415,72.67,1.65,21.51,42.17,2115
19,4415-3653,4415,79.2,2.08,13.52,39.69,577
19,4415-3661,4415,73.35,2.89,21.49,52.89,484
19,4415-3665,4415,73.11,1.89,17.86,59.24,476
19,4415-3673,4415,77.46,1.07,17.89,45.26,559
19,4415-3677,4415,78.82,0.92,12.71,39.96,543
19,4445-2139,4445,73.52,0.51,23.39,54.5,389
19,4445-3602,4445,80.51,0.37,13.42,47.98,544
19,4445-3603,4445,83.41,0.0,13.46,60.34,416
19,4445-3619,4445,81.8,0.69,11.52,54.38,434
19,4455-3642,4455,91.0,1.0,5.5,54.75,400
19,4455-9173,4455,96.42,1.3,0.98,43.32,307
19,4455-9191,4455,92.8,0.92,4.29,38.28,653
19,4515-3686,4515,93.87,0.44,3.72,51.86,457
19,4515-3688,4515,91.44,0.24,4.89,46.45,409
19,4515-3690,4515,91.3,0.48,3.14,34.54,414
19,4525-3697,4525,93.17,0.38,4.55,29.46,791
19,4525-3698,4525,96.88,0.0,2.18,36.14,321
19,4525-3702,4525,96.29,0.53,1.59,29.18,377
19,4525-3704,4525,96.56,0.49,0.98,20.39,407
19,4525-3714,4525,95.68,0.58,2.88,31.41,347
19,4535-3730,4535,73.31,1.73,20.62,50.78,577
19,4535-3731,4535,73.91,0.46,20.82,50.34,437
19,4535-3741,4535,90.91,0.0,5.05,59.09,198
19,4535-3743,4535,75.22,0.65,19.57,53.91,460
19,4535-3745,4535,68.88,0.0,26.02,57.65,196
19,4580-3781,4580,80.93,0.61,13.79,31.44,493
19,4580-3782,4580,74.06,3.77,18.18,10.2,451
19,4580-3784,4580,76.02,3.41,13.76,23.98,734
19,4580-3785,4580,81.52,1.83,11.28,20.17,709
19,4590-3791,4590,45.45,11.09,37.09,68.55,550
19,4590-3797,4590,33.33,11.2,48.44,82.29,384
19,4590-3801,4590,37.43,11.26,42.93,76.96,382
19,4590-3805,4590,40.35,6.92,45.24,74.93,347
19,4600-3809,4600,10.24,64.84,19.2,59.72,2187
19,4600-3811,4600,10.43,65.17,18.46,67.78,959
19,4600-3813,4600,12.74,61.99,19.06,63.79,997
19,4600-3821,4600,8.45,63.3,20.62,71.75,485
19,4600-3822,4600,13.35,54.14,24.81,61.84,532
19,4600-3826,4600,8.36,68.73,15.48,76.16,323
19,4600-3827,4600,29.5,34.47,26.4,53.73,322
19,4600-3829,4600,17.36,54.71,20.66,66.78,605
19,4615-3831,4615,68.05,9.23,16.57,28.52,845
19,4615-3833,4615,71.41,7.09,14.68,21.08,3344
19,4615-3837,4615,77.64,2.64,15.42,12.36,720
19,4615-3838,4615,73.99,5.79,16.08,18.84,1088
19,4615-3839,4615,70.93,3.05,20.93,21.14,492
19,4615-3840,4615,63.9,6.56,20.46,22.78,518
19,4615-3841,4615,66.6,5.98,20.44,22.33,1003
19,4615-3843,4615,61.49,7.29,22.98,27.26,631
19,4615-4349,4615,63.09,8.85,21.28,33.15,531
19,4615-4351,4615,65.33,7.4,20.93,28.75,473
19,4645-3753,4645,82.56,2.52,12.4,33.91,516
19,4645-3845,4645,84.74,0.82,11.99,29.43,367
19,4645-3848,4645,87.15,0.2,10.47,34.39,506
19,4645-3851,4645,85.66,1.01,11.57,28.81,795
19,4645-3865,4645,87.94,0.8,8.58,25.47,1119
19,4650-3869,4650,28.73,45.4,19.21,81.59,630
19,4650-3885,4650,51.9,9.62,30.65,91.95,447
19,4650-3889,4650,26.87,45.58,18.37,92.18,294
19,4650-3893,4650,40.28,28.34,26.0,90.4,427
19,4660-3761,4660,80.17,1.75,10.79,21.4,1084
19,4660-3769,4660,85.78,0.44,8.75,40.04,457
19,4660-3773,4660,79.94,2.98,12.38,9.09,638
19,4660-3854,4660,74.69,4.18,17.15,14.85,478
19,4660-3901,4660,77.7,2.92,13.67,22.06,2874
19,4660-3903,4660,80.26,1.61,11.4,16.85,623
19,4660-3905,4660,75.47,2.45,14.15,29.43,530
19,4660-3907,4660,72.46,4.21,17.54,15.61,570
19,4660-3913,4660,75.82,1.92,17.08,25.72,521
19,4660-3915,4660,76.67,3.87,14.95,21.4,930
19,4670-3924,4670,2.1,43.82,53.11,80.72,1141
19,4670-3937,4670,1.25,45.0,51.67,75.0,240
19,4670-3941,4670,1.43,27.81,69.53,82.21,489
19,4670-3945,4670,0.96,76.85,21.22,91.32,311
19,4670-3953,4670,1.63,32.84,63.4,81.86,612
19,4670-3961,4670,0.68,60.68,35.38,83.42,585
19,4670-3963,4670,1.95,48.25,47.47,83.27,514
19,4680-3965,4680,46.34,8.54,41.16,73.63,656
19,4680-3973,4680,47.27,5.86,44.14,82.81,256
19,4680-3975,4680,41.03,10.34,41.38,83.45,290
19,4690-4053,4690,1.03,92.33,3.83,100.0,678
19,4690-4057,4690,0.88,97.35,1.18,99.71,339
19,4690-4061,4690,1.6,93.99,1.6,100.0,499
19,4690-4086,4690,0.36,92.0,3.64,100.0,275
19,4690-4105,4690,3.89,83.75,6.71,100.0,283
19,4690-4155,4690,1.33,89.39,6.1,100.0,377
19,4690-4163,4690,1.05,91.75,3.45,100.0,1043
19,4690-4169,4690,0.19,94.66,2.29,100.0,524
19,4690-4178,4690,2.12,90.32,2.42,100.0,992
19,4700-4171,4700,62.76,5.23,24.69,44.77,478
19,4700-4173,4700,46.05,25.39,23.57,58.44,823
19,4700-4177,4700,47.9,21.29,28.01,62.75,357
19,4700-4185,4700,28.99,41.12,23.37,69.89,445
19,4700-4189,4700,52.02,16.76,27.17,60.98,346
19,4710-4411,4710,15.53,11.67,70.68,71.14,1320
19,4710-4413,4710,17.61,40.24,38.91,70.95,1573
19,4710-4415,4710,3.95,47.9,45.35,75.41,785
19,4710-4417,4710,16.31,38.8,41.37,70.39,1361
19,4710-4422,4710,17.25,39.87,36.87,78.16,632
19,4710-4425,4710,3.75,49.31,42.5,78.19,720
19,4710-4433,4710,16.86,37.61,39.22,77.06,872
19,4710-4447,4710,8.95,19.07,60.7,90.27,257
19,4710-4449,4710,16.17,30.95,48.06,77.14,643
19,4710-4451,4710,26.87,8.21,59.7,76.12,268
19,4710-4453,4710,21.05,27.35,45.84,75.87,746
19,4710-4455,4710,7.66,12.57,75.25,81.34,509
19,4710-4457,4710,25.36,32.31,37.22,66.26,489
19,4710-4459,4710,10.75,51.25,29.03,78.85,279
19,4710-4461,4710,3.79,53.57,35.27,86.61,448
19,4710-4463,4710,13.28,11.43,67.73,81.68,595
19,4710-4465,4710,1.3,67.53,28.31,84.94,385
19,4710-4469,4710,16.28,29.02,48.85,79.75,479
19,4710-4479,4710,5.78,43.64,44.8,74.86,346
19,4710-4484,4710,15.41,52.26,29.32,85.53,532
19,4720-4281,4720,57.13,7.49,30.39,37.7,1122
19,4720-4283,4720,55.03,7.33,33.76,39.94,696
19,4720-4285,4720,53.21,6.41,37.77,54.16,421
19,4720-4290,4720,56.7,7.22,30.58,42.61,291
19,4720-4301,4720,63.84,3.79,27.23,36.61,448
19,4720-4303,4720,43.69,17.75,30.72,47.78,293
19,4730-4305,4730,62.64,7.1,26.44,45.24,1282
19,4730-4309,4730,63.01,9.68,24.41,50.54,930
19,4730-4311,4730,69.55,6.56,18.37,43.83,381
19,4730-4317,4730,63.03,8.97,24.36,52.56,468
19,4730-4325,4730,64.77,8.05,20.13,67.45,298
19,4730-4327,4730,68.95,6.72,20.16,41.53,744
19,4740-4332,4740,56.39,9.56,24.03,18.99,1527
19,4740-4333,4740,52.55,10.22,23.77,21.79,959
19,4740-4337,4740,50.55,9.67,26.46,29.56,548
19,4740-4341,4740,61.2,4.88,27.94,23.06,451
19,4740-4343,4740,57.87,6.79,20.22,11.57,648
19,4760-4353,4760,23.27,2.73,70.86,60.17,477
19,4760-4356,4760,27.7,3.6,66.55,67.99,278
19,4760-4361,4760,16.38,3.23,77.8,68.1,464
19,4805-4679,4805,88.89,0.0,6.03,41.59,315
19,4805-4689,4805,85.95,0.62,9.26,31.43,961
19,4805-4693,4805,77.82,0.82,17.45,50.51,487
19,4805-7345,4805,86.12,0.54,10.2,34.97,735
19,4805-7349,4805,90.3,0.21,4.43,26.79,474
19,4860-4699,4860,85.91,2.95,4.32,40.68,440
19,4860-4701,4860,81.15,5.54,6.43,43.02,451
19,4915-4692,4915,94.96,0.0,3.36,26.89,119
19,4915-4696,4915,91.12,0.0,5.79,49.03,259
19,4925-4373,4925,48.01,36.75,6.95,71.85,302
19,4925-4713,4925,61.1,21.92,8.22,80.0,365
19,4925-4788,4925,38.65,37.84,11.62,70.81,370
19,4925-4789,4925,43.38,35.05,9.31,67.65,408
19,4925-4795,4925,46.48,35.8,8.02,64.51,1620
19,4925-4805,4925,34.37,45.35,9.58,77.18,355
19,4925-4811,4925,24.02,49.41,10.43,82.87,508
19,4925-4821,4925,43.89,33.42,9.98,76.31,401
19,4925-4825,4925,46.4,26.67,14.93,76.8,375
19,4925-4829,4925,60.0,26.15,7.69,60.0,65
19,4925-4833,4925,46.0,34.57,10.0,77.43,350
19,4925-6829,4925,42.42,32.75,13.63,73.63,455
19,4940-4734,4940,89.24,0.42,8.23,35.02,474
19,4940-4737,4940,90.71,0.0,5.62,25.49,463
19,4945-4707,4945,74.73,1.09,16.58,56.52,368
19,4945-4717,4945,74.86,2.87,15.85,61.07,732
19,4945-4721,4945,80.93,2.97,6.78,65.68,236
19,4945-4727,4945,86.17,4.94,6.17,39.01,405
19,4945-4741,4945,75.08,3.86,16.5,44.77,1970
19,4945-4745,4945,74.18,1.72,16.43,54.62,639
19,4945-4749,4945,59.32,2.5,28.64,69.32,440
19,4945-4753,4945,86.53,2.42,6.56,25.22,579
19,4945-4757,4945,62.84,3.45,24.9,77.01,261
19,4945-4767,4945,72.61,6.28,10.8,65.08,398
19,4945-4773,4945,73.52,2.06,15.42,70.69,389
19,5075-4857,5075,93.25,0.0,3.07,46.63,163
19,5075-4865,5075,93.71,0.7,4.9,48.25,143
19,5075-4869,5075,94.86,0.47,0.47,47.2,214
19,5075-4873,5075,93.51,0.0,2.6,67.53,77
19,5075-4878,5075,94.77,0.29,2.62,46.51,344
19,5075-4885,5075,93.45,0.0,3.06,56.33,229
19,5075-4889,5075,94.42,0.0,2.97,43.49,269
19,5075-4891,5075,94.74,0.0,2.87,41.15,209
19,5075-4905,5075,90.88,0.81,3.42,59.93,614
19,5075-4909,5075,90.97,0.69,1.74,64.93,288
19,5075-4911,5075,93.66,0.34,2.63,42.01,1483
19,5075-4917,5075,90.53,0.82,3.29,69.55,243
19,5075-4921,5075,89.9,0.96,4.81,70.19,208
19,5075-4932,5075,93.0,0.82,3.29,65.84,243
19,5085-4861,5085,92.7,0.0,2.81,65.45,356
19,5085-4863,5085,94.09,0.27,3.49,65.86,372
19,5085-4924,5085,92.73,0.0,3.64,58.44,385
19,5085-4925,5085,94.16,0.22,1.73,43.94,462
19,5245-5005,5245,90.99,1.04,4.18,41.51,766
19,5245-5009,5245,91.01,0.45,3.93,51.01,890
19,5245-5011,5245,93.02,1.27,1.69,23.04,473
19,5245-5012,5245,92.12,1.21,2.73,29.39,330
19,5245-5025,5245,95.3,1.11,0.97,29.46,723
19,5255-4935,5255,93.88,0.66,3.06,34.04,752
19,5255-5053,5255,91.9,2.31,1.52,28.78,1383
19,5255-5057,5255,91.34,2.79,1.62,27.31,681
19,5255-5061,5255,93.36,0.57,2.06,28.15,874
19,5255-5064,5255,84.59,3.36,5.88,34.73,714
19,5265-5041,5265,90.04,0.14,7.15,47.41,713
19,5265-5065,5265,87.77,0.44,8.08,57.42,458
19,5265-5069,5265,85.09,0.54,9.76,53.93,369
19,5275-4906,5275,35.14,36.49,12.16,89.19,74
19,5275-4945,5275,55.04,24.61,13.17,66.14,1784
19,5275-4953,5275,47.47,32.91,6.01,68.99,316
19,5275-4977,5275,60.51,17.63,9.32,80.68,590
19,5275-5023,5275,66.37,8.85,16.37,56.19,226
19,5275-5033,5275,60.34,20.34,7.63,77.63,590
19,5275-5076,5275,54.79,21.74,14.56,72.67,1504
19,5275-5102,5275,67.66,12.38,9.57,72.94,606
19,5275-5142,5275,25.04,24.87,41.51,89.54,583
19,5275-5146,5275,53.91,20.63,10.98,75.37,601
19,5280-5149,5280,89.66,0.31,6.48,70.68,648
19,5280-5151,5280,85.68,0.44,9.47,79.3,454
19,5280-5157,5280,85.62,0.21,10.52,77.9,466
19,5300-5177,5300,66.4,14.85,13.5,62.38,1845
19,5300-5178,5300,68.63,13.35,11.34,71.43,644
19,5300-5179,5300,59.27,19.24,12.78,75.84,712
19,5300-5181,5300,64.24,15.45,13.51,72.69,1029
19,5300-5185,5300,62.16,15.8,13.51,77.75,481
19,5300-5187,5300,74.65,8.76,9.86,69.33,639
19,5300-5188,5300,76.74,10.08,6.98,74.03,258
19,5300-5189,5300,65.1,14.45,13.31,60.88,616
19,5300-5192,5300,63.65,15.87,11.6,63.14,586
19,5310-5193,5310,72.51,7.45,8.69,35.05,2819
19,5310-5194,5310,78.52,2.71,5.23,15.7,554
19,5310-5195,5310,68.53,12.45,8.1,42.48,1309
19,5310-5197,5310,75.34,3.76,6.69,43.36,957
19,5310-5198,5310,72.18,5.46,6.14,40.1,586
19,5310-5200,5310,72.58,2.79,6.08,35.96,609
19,5310-5201,5310,80.92,3.68,6.67,33.56,435
19,5310-5202,5310,69.28,5.29,10.24,58.53,586
19,5310-5203,5310,58.4,19.02,10.13,55.02,1125
19,5310-5205,5310,61.87,4.6,6.97,32.94,674
19,5330-5275,5330,19.28,52.97,20.5,63.74,2303
19,5330-5276,5330,25.85,44.25,21.65,57.88,2619
19,5330-5277,5330,17.9,49.02,24.51,72.52,1179
19,5330-5281,5330,9.04,66.87,19.58,78.77,664
19,5330-5283,5330,30.61,31.52,26.36,60.15,660
19,5330-5284,5330,26.59,43.04,20.77,59.56,1271
19,5330-5285,5330,26.69,50.68,14.7,60.81,592
19,5330-5287,5330,51.66,30.46,6.75,28.34,755
19,5330-5289,5330,10.51,45.47,37.19,74.77,761
19,5330-5291,5330,22.61,43.84,26.62,63.6,1371
19,5330-5293,5330,16.48,43.07,35.73,72.85,722
19,5330-5294,5330,28.93,15.16,48.4,45.34,719
19,5330-5295,5330,6.24,75.2,10.4,77.6,625
19,5330-5296,5330,29.8,43.2,15.27,63.5,537
19,5330-5298,5330,15.55,58.07,20.67,66.14,508
19,5330-5299,5330,9.08,26.57,59.15,73.3,749
19,5340-5307,5340,53.06,7.84,11.81,58.7,2448
19,5340-5309,5340,48.39,6.77,19.11,68.2,2261
19,5340-5310,5340,44.5,8.33,23.83,75.17,600
19,5340-5312,5340,46.24,8.32,14.88,68.64,625
19,5340-5315,5340,47.1,7.25,20.11,75.63,1104
19,5340-5319,5340,51.43,8.11,13.02,64.62,1221
19,5340-5321,5340,29.52,8.28,10.9,81.93,725
19,5340-5322,5340,36.7,4.74,7.42,70.82,970
19,5340-5325,5340,38.12,13.15,34.59,86.6,821
19,5340-5333,5340,45.76,6.17,4.96,65.74,826
19,5340-5337,5340,36.25,9.47,14.0,81.57,993
19,5340-5338,5340,36.89,3.95,5.87,71.74,835
19,5340-5345,5340,48.44,6.23,24.45,79.13,642
19,5340-5347,5340,27.99,2.31,7.07,85.57,693
19,5340-5351,5340,18.65,15.86,23.35,94.86,681
19,5340-5366,5340,62.85,7.01,11.04,59.02,471
19,5340-5372,5340,54.76,3.03,5.48,48.56,694
19,5350-5349,5350,27.31,48.02,10.55,40.11,531
19,5350-5352,5350,3.12,54.6,36.04,80.03,641
19,5350-5353,5350,8.32,59.91,24.19,65.86,3295
19,5350-5354,5350,5.47,55.37,30.74,76.63,475
19,5350-5355,5350,4.54,63.36,25.45,82.58,947
19,5350-5356,5350,4.3,58.5,32.4,80.6,1000
19,5350-5357,5350,6.64,67.75,18.67,78.09,648
19,5350-5358,5350,18.11,61.32,11.32,61.73,486
19,5350-5359,5350,4.68,55.81,32.9,81.61,620
19,5350-5360,5350,5.67,55.46,31.63,76.74,705
19,5350-5363,5350,3.63,65.4,24.57,79.41,578
19,5350-5378,5350,6.47,76.91,9.7,70.9,433
19,5350-5380,5350,17.17,60.73,13.51,57.7,792
19,5360-5361,5360,22.27,55.17,15.44,70.82,3821
19,5360-5364,5360,17.43,57.24,14.47,78.95,608
19,5360-5367,5360,8.51,66.67,16.84,85.94,576
19,5360-5368,5360,36.39,37.95,16.64,76.36,643
19,5360-5369,5360,19.06,51.29,15.76,79.06,425
19,5360-5370,5360,35.25,39.5,17.0,82.25,400
19,5360-5373,5360,28.19,51.23,10.29,69.13,447
19,5360-5375,5360,11.28,65.6,15.04,87.22,532
19,5360-5377,5360,50.3,24.54,14.6,73.43,493
19,5360-5386,5360,14.31,47.33,29.01,88.55,524
19,5360-5389,5360,3.98,73.38,14.26,86.58,477
19,5360-5391,5360,16.91,64.91,8.73,80.73,550
19,5360-5395,5360,26.42,41.82,19.5,64.78,318
19,5360-5397,5360,27.94,47.7,11.98,75.85,501
19,5360-5399,5360,19.5,57.65,13.95,79.16,595
19,5360-5401,5360,10.12,65.42,15.89,86.45,642
19,5360-5402,5360,34.91,40.57,14.78,76.1,636
19,5370-5403,5370,56.87,22.47,12.9,38.97,721
19,5370-5406,5370,28.07,46.17,13.19,53.53,652
19,5370-5418,5370,12.61,53.34,25.98,83.61,793
19,5370-5424,5370,43.82,39.58,8.83,46.47,566
19,5370-5427,5370,13.67,30.71,42.93,81.51,622
19,5370-5430,5370,35.16,37.39,17.66,61.28,674
19,5370-5434,5370,37.0,25.0,25.0,1.0,100
19,5370-5436,5370,14.75,51.91,24.04,76.23,732
19,5370-5442,5370,47.36,30.41,12.14,43.27,832
19,5370-5445,5370,15.88,45.13,27.44,74.01,831
19,5370-5448,5370,18.65,47.3,23.93,62.36,890
19,5370-5451,5370,32.84,39.33,17.57,50.28,3727
19,5375-5213,5375,27.94,36.43,29.17,75.15,3236
19,5375-5219,5375,26.21,35.87,31.2,80.68,1263
19,5375-5221,5375,21.73,47.67,23.87,77.43,1307
19,5375-5222,5375,33.61,24.31,34.87,79.21,1193
19,5375-5223,5375,44.47,10.93,40.0,76.4,805
19,5375-5227,5375,27.08,41.91,20.45,73.48,890
19,5375-5241,5375,18.89,26.26,51.1,81.5,773
19,5375-5257,5375,30.47,28.39,31.12,82.42,768
19,5375-5261,5375,27.85,26.5,37.42,80.25,815
19,5375-5265,5375,48.59,32.05,11.67,56.54,780
19,5375-5267,5375,5.13,61.32,27.76,70.0,760
19,5375-5270,5375,56.9,9.33,27.07,82.13,761
19,5375-5271,5375,47.62,41.67,2.38,60.71,84
19,5375-5273,5375,13.09,54.81,28.27,71.15,863
19,5375-5274,5375,15.45,52.16,23.49,78.12,809
19,5375-5288,5375,68.09,17.9,8.95,12.84,257
19,5375-5446,5375,26.39,43.71,21.11,76.32,739
19,5375-5447,5375,33.6,31.5,27.82,73.75,381
19,5380-5449,5380,69.05,11.85,10.57,57.84,937
19,5380-5453,5380,68.48,13.54,10.3,65.86,495
19,5380-5457,5380,69.5,10.55,9.4,69.72,436
19,5380-5461,5380,70.14,10.87,9.42,69.57,690
19,5380-5463,5380,70.74,10.04,8.95,58.73,458
19,5385-108,5385,51.69,32.85,6.28,10.14,207
19,5385-109,5385,6.0,62.0,24.0,60.0,50
19,5385-5462,5385,9.04,50.56,35.57,68.87,2589
19,5385-5466,5385,8.61,72.97,15.79,60.77,418
19,5385-5467,5385,17.82,43.88,33.85,72.16,449
19,5385-5474,5385,4.02,60.9,31.24,64.64,1069
19,5385-5492,5385,17.61,48.23,26.51,56.75,1045
19,5385-5498,5385,11.11,67.3,15.24,60.95,315
19,5385-5515,5385,15.95,40.15,38.09,82.55,533
19,5385-5516,5385,7.38,58.52,30.53,65.39,393
19,5385-5531,5385,51.74,17.44,22.09,69.77,344
19,5385-5534,5385,59.35,12.74,18.97,69.11,369
19,5385-5538,5385,52.83,30.46,9.43,42.86,371
19,5385-5539,5385,53.11,16.8,24.07,76.14,482
19,5385-5543,5385,7.66,75.45,10.14,67.34,444
19,5385-5544,5385,8.99,44.97,41.27,49.21,189
19,5385-5546,5385,41.72,16.78,32.17,70.86,429
19,5385-5548,5385,3.86,82.64,8.36,77.49,311
19,5385-5549,5385,29.47,17.01,49.12,68.77,682
19,5385-5551,5385,5.75,58.05,34.77,74.14,348
19,5385-5554,5385,13.51,60.08,18.55,75.4,496
19,5385-5555,5385,40.07,39.73,10.62,45.55,292
19,5385-5556,5385,12.67,71.35,11.29,65.84,363
19,5385-5557,5385,45.6,15.93,34.62,65.93,182
19,5385-5558,5385,21.82,57.98,14.66,75.9,307
19,5385-5560,5385,55.2,31.75,7.05,35.45,567
19,5385-5565,5385,37.66,22.08,25.54,73.59,231
19,5385-5567,5385,13.21,21.86,59.38,62.64,613
19,5385-5569,5385,0.84,86.55,11.76,70.59,119
19,5385-5570,5385,12.48,61.21,20.74,71.33,593
19,5385-5574,5385,7.69,12.04,75.59,67.22,299
19,5385-5577,5385,49.0,22.79,16.81,35.61,351
19,5385-5579,5385,5.83,32.0,57.5,71.5,600
19,5385-5582,5385,55.64,16.27,20.21,79.53,381
19,5385-5583,5385,4.21,68.2,25.67,68.58,261
19,5385-5587,5385,24.12,34.42,36.31,61.25,369
19,5385-5588,5385,11.63,65.99,13.95,73.84,344
19,5385-5590,5385,7.31,37.72,51.17,71.64,342
19,5385-5591,5385,48.42,29.5,13.36,42.67,539
19,5385-5593,5385,8.53,73.04,14.98,70.97,434
19,5385-5596,5385,2.62,17.49,76.68,78.72,343
19,5385-5597,5385,28.19,44.3,18.46,100.0,298
19,5385-5601,5385,6.0,28.89,60.23,78.05,533
19,5385-5602,5385,16.91,52.94,22.79,63.97,136
19,5385-5603,5385,2.88,76.72,17.07,78.27,451
19,5385-5605,5385,4.56,64.1,29.06,82.62,351
19,5385-5606,5385,3.51,78.91,9.9,68.05,313
19,5385-5607,5385,4.44,48.31,40.5,75.67,563
19,5385-5609,5385,2.72,53.4,42.18,70.75,294
19,5385-5614,5385,32.54,45.5,14.02,76.46,378
19,5385-5619,5385,6.76,64.79,25.35,71.83,355
19,5385-5623,5385,5.37,73.55,18.39,70.66,484
19,5385-5635,5385,70.84,9.34,8.43,21.18,439
19,5385-5644,5385,18.56,46.95,29.92,58.31,722
19,5385-5659,5385,82.88,5.02,2.74,7.76,438
19,5385-5662,5385,5.19,43.27,48.14,71.64,617
19,5385-5668,5385,43.33,33.75,15.83,38.33,480
19,5385-5674,5385,23.84,26.87,43.84,71.52,495
19,5400-5889,5400,49.62,24.05,14.5,56.11,262
19,5400-5891,5400,52.48,22.9,14.89,50.95,524
19,5400-5893,5400,26.97,45.39,15.13,73.36,304
19,5400-5897,5400,72.85,7.95,7.28,45.7,151
19,5400-5901,5400,49.77,36.74,6.51,53.95,215
19,5400-5905,5400,34.02,22.19,31.95,73.08,338
19,5455-5245,5455,88.86,0.23,6.59,53.64,440
19,5455-5928,5455,84.27,0.53,10.4,61.07,375
19,5470-5936,5470,90.11,1.13,6.5,52.82,354
19,5470-5937,5470,91.56,0.97,5.19,42.21,308
19,5480-5941,5480,73.08,0.98,23.77,32.22,509
19,5480-5943,5480,70.2,0.1,27.55,45.31,980
19,5485-5933,5485,77.99,0.82,18.48,54.08,368
19,5485-5945,5485,68.24,0.45,28.12,49.14,1099
19,5485-5949,5485,69.89,1.23,26.41,57.57,568
19,5485-5956,5485,70.79,0.74,23.84,56.56,541
19,5485-5961,5485,63.19,0.98,33.22,71.99,307
19,5485-5965,5485,64.09,1.01,31.54,60.4,298
19,5485-5969,5485,64.93,0.29,31.01,63.19,345
19,5495-5922,5495,89.71,0.58,6.21,44.66,515
19,5495-5923,5495,90.78,0.0,5.34,40.78,412
19,5520-5985,5520,97.42,0.0,1.03,60.82,194
19,5520-5989,5520,95.29,0.34,0.67,61.95,297
19,5520-5991,5520,92.72,0.0,3.31,67.55,151
19,5525-5997,5525,93.56,1.02,2.03,44.07,295
19,5525-6001,5525,95.28,0.0,1.57,44.09,254
19,5525-6003,5525,94.79,0.0,1.39,36.81,288
19,5615-6012,5615,85.29,1.07,5.35,62.83,374
19,5615-6032,5615,88.36,1.1,5.35,45.13,636
19,5615-6033,5615,85.21,1.31,5.81,59.18,534
19,5615-6035,5615,79.87,2.85,6.81,65.61,631
19,5620-6049,5620,92.91,0.92,3.66,37.76,437
19,5620-6051,5620,90.3,0.84,5.27,40.3,474
19,5625-2305,5625,84.73,0.73,8.36,39.64,275
19,5625-2306,5625,86.81,0.69,7.99,44.79,288
19,5625-6069,5625,88.77,1.99,6.16,32.43,552
19,5625-6073,5625,88.22,1.15,7.47,40.23,348
19,5625-6081,5625,88.17,0.76,6.49,44.27,262
19,5635-6085,5635,88.2,1.86,3.73,50.31,644
19,5635-6089,5635,83.98,5.04,5.34,56.08,337
19,5635-6093,5635,84.54,2.75,5.33,60.65,582
19,5635-6097,5635,85.36,3.47,2.5,50.87,519
19,5705-6144,5705,95.15,0.0,1.94,32.04,103
19,5705-6146,5705,90.71,0.52,2.88,32.72,764
19,5705-6147,5705,92.07,0.65,2.75,39.0,618
19,5705-6151,5705,92.77,0.69,2.41,42.0,581
19,5705-6153,5705,88.36,0.63,4.09,41.82,636
19,5740-6123,5740,93.53,1.72,0.86,35.34,232
19,5740-6134,5740,92.48,0.61,1.63,30.89,492
19,5740-6157,5740,81.97,3.77,7.13,55.77,477
19,5740-6162,5740,71.72,11.11,5.05,60.35,396
19,5740-6164,5740,69.02,6.88,10.51,49.09,552
19,5740-6166,5740,80.85,3.55,5.26,25.24,1692
19,5740-6168,5740,76.1,5.85,5.85,32.01,1640
19,5740-6170,5740,70.88,7.54,6.14,35.96,570
19,5740-6172,5740,78.83,6.53,5.63,42.57,444
19,5740-6173,5740,75.29,2.66,4.37,17.49,526
19,5740-6181,5740,69.52,10.79,6.98,58.41,315
19,5740-6187,5740,75.57,2.99,3.69,10.72,569
19,5740-6189,5740,85.75,2.07,3.68,45.98,435
19,5740-6197,5740,55.46,15.8,9.48,83.05,348
19,5740-6199,5740,100.0,0.0,0.0,12.5,8
19,5740-6202,5740,79.63,1.85,2.78,37.04,108
19,5740-6213,5740,96.52,0.0,1.0,30.85,201
19,5740-6217,5740,73.12,4.03,4.84,21.51,372
19,5740-6220,5740,74.07,5.56,3.7,68.52,54
19,5740-6223,5740,80.6,3.63,4.1,25.71,634
19,5740-6225,5740,65.5,12.48,9.75,59.06,513
19,5740-6226,5740,60.17,7.23,5.88,34.29,595
19,5740-6312,5740,87.5,0.0,0.0,37.5,8
19,5835-6240,5835,94.9,0.0,3.18,33.76,314
19,5835-6243,5835,85.71,0.34,11.22,44.56,294
19,5835-6244,5835,91.32,0.0,4.71,40.69,403
19,5835-6246,5835,94.76,0.4,3.63,31.05,248
19,5835-6271,5835,93.86,0.18,2.63,32.81,570
19,5845-6233,5845,86.01,0.52,4.66,53.89,193
19,5845-6257,5845,93.89,0.39,2.37,32.94,507
19,5845-6258,5845,93.64,0.0,1.73,39.31,173
19,5845-6261,5845,92.64,0.51,4.06,40.1,394
19,5845-6269,5845,92.43,0.45,5.35,38.53,449
19,5855-6277,5855,75.9,1.43,17.93,56.38,697
19,5855-6281,5855,76.99,1.99,15.22,65.4,552
19,5855-6289,5855,74.63,2.46,19.7,70.44,406
19,5855-6293,5855,76.84,3.56,17.3,65.14,393
19,5855-6301,5855,79.85,3.16,15.78,64.81,412
19,5855-6305,5855,70.8,2.19,24.09,67.88,137
