Corp ID,Corp Name,Schl ID,Schl Name,American Indian,Asian,Black,Hispanic,Multiracial,Native Hawaiian or Other Pacific Islander,White,Free/Reduced price meals,Paid meals,Grand Total
3005,Hamilton Southeastern Schools,2485,Fall Creek Intermediate School,1,48,77,53,48,,675,143,759,902
3005,Hamilton Southeastern Schools,2486,Fall Creek Junior High,1,52,67,59,49,1,677,139,767,906
3005,Hamilton Southeastern Schools,2487,Fishers High School,6,215,271,236,196,2,2458,605,2779,3384
3005,Hamilton Southeastern Schools,2489,Hamilton SE Int and Jr High Sch,1,84,81,67,57,,916,99,1107,1206
3005,Hamilton Southeastern Schools,2490,Riverside Junior High,2,54,58,64,47,,773,129,869,998
3005,Hamilton Southeastern Schools,2497,Durbin Elementary School,,11,19,23,29,1,325,87,321,408
3005,Hamilton Southeastern Schools,2499,Hamilton Southeastern HS,5,215,245,175,152,,2416,393,2814,3208
3005,Hamilton Southeastern Schools,2500,Riverside Intermediate School,2,53,63,76,40,,698,147,785,932
3025,Hamilton Heights School Corp,2477,Hamilton Heights High School,5,3,12,23,3,,696,207,535,742
3025,Hamilton Heights School Corp,2478,Hamilton Heights Elementary School,1,2,9,16,15,,445,189,299,488
3025,Hamilton Heights School Corp,2501,Hamilton Heights Middle School,5,3,8,22,8,,534,209,371,580
3025,Hamilton Heights School Corp,2502,Hamilton Heights Primary School,,1,3,17,9,,505,175,360,535
3030,Westfield-Washington Schools,2491,Westfield Middle School,,34,49,116,59,,960,221,997,1218
3030,Westfield-Washington Schools,2492,Shamrock Springs Elementary School,1,13,9,15,24,1,399,44,418,462
3030,Westfield-Washington Schools,2493,Westfield High School,1,60,80,169,101,,1829,371,1869,2240
3030,Westfield-Washington Schools,2494,Carey Ridge Elementary School,,14,29,53,29,,484,103,506,609
3030,Westfield-Washington Schools,2495,Washington Woods Elementary School,1,6,15,86,36,,361,145,360,505
3030,Westfield-Washington Schools,2496,Oak Trace Elementary School,2,13,13,11,32,,533,20,584,604
3030,Westfield-Washington Schools,2498,Monon Trail Elementary School,1,14,30,70,20,1,339,159,316,475
3030,Westfield-Washington Schools,2503,Westfield Intermediate School,2,32,51,98,62,,981,223,1003,1226
3030,Westfield-Washington Schools,2504,Maple Glen Elementary,2,18,22,12,28,,488,55,515,570
3055,Sheridan Community Schools,2463,Sheridan High School,,,1,10,5,,317,111,222,333
3055,Sheridan Community Schools,2465,Sheridan Elementary School,1,,,30,19,,452,235,267,502
3055,Sheridan Community Schools,6780,Sheridan Middle School,,,,14,5,,227,103,143,246
3060,Carmel Clay Schools,2505,Carmel High School,8,613,206,164,282,18,3769,512,4548,5060
3060,Carmel Clay Schools,2506,Clay Middle School,1,162,38,40,76,8,1011,137,1199,1336
3060,Carmel Clay Schools,2507,Woodbrook Elementary School,,47,14,7,40,,372,40,440,480
3060,Carmel Clay Schools,2508,Cherry Tree Elementary School,,44,18,25,43,2,573,75,630,705
3060,Carmel Clay Schools,2509,Carmel Elementary School,1,23,14,12,38,,393,90,391,481
3060,Carmel Clay Schools,2510,College Wood Elementary School,5,249,25,10,51,1,402,21,722,743
3060,Carmel Clay Schools,2511,Carmel Middle School,3,150,51,52,96,2,1022,226,1150,1376
3060,Carmel Clay Schools,2512,Smoky Row Elementary School,3,134,22,14,61,,503,26,711,737
3060,Carmel Clay Schools,2513,Orchard Park Elementary School,2,111,50,57,56,,432,240,468,708
3060,Carmel Clay Schools,2515,Prairie Trace Elementary School,1,118,16,20,40,,445,38,602,640
3060,Carmel Clay Schools,2516,Mohawk Trails Elementary School,,26,2,7,23,1,516,47,528,575
3060,Carmel Clay Schools,2518,Forest Dale Elementary School,2,49,28,27,54,,503,137,526,663
3060,Carmel Clay Schools,2520,Creekside Middle School,2,256,51,24,88,2,821,63,1181,1244
3060,Carmel Clay Schools,2522,Towne Meadow Elementary School,1,102,34,13,42,,467,40,619,659
3060,Carmel Clay Schools,2526,West Clay Elementary School,,185,21,14,59,,487,25,741,766
3070,Noblesville Schools,2517,Noblesville High School,4,73,109,157,91,3,2526,610,2353,2963
3070,Noblesville Schools,2521,Noblesville East Middle School,2,43,63,85,50,1,900,384,760,1144
3070,Noblesville Schools,2523,Hinkle Creek Elementary School,4,10,26,29,14,1,847,212,719,931
3070,Noblesville Schools,2529,North Elementary School,,5,21,37,23,1,433,174,345,520
3070,Noblesville Schools,2533,Stony Creek Elementary School,,12,41,37,23,,610,194,529,723
3070,Noblesville Schools,2537,Noble Crossing Elementary School,2,21,35,57,21,1,609,126,620,746
3070,Noblesville Schools,2538,Hazel Dell Elementary School,,6,18,57,7,,671,127,632,759
3070,Noblesville Schools,2539,Promise Road Elementary,2,54,60,70,18,3,528,200,535,735
3070,Noblesville Schools,2542,Noblesville West Middle School,1,20,32,72,33,3,1185,249,1097,1346
3070,Noblesville Schools,2547,White River Elementary School,2,16,48,65,19,1,563,268,446,714
3115,Southern Hancock Co Com Sch Corp,2563,Brandywine Elementary School,2,,2,12,10,,319,108,237,345
3115,Southern Hancock Co Com Sch Corp,2564,New Palestine Elementary School,2,3,2,18,12,,716,135,618,753
3115,Southern Hancock Co Com Sch Corp,2565,New Palestine High School,1,9,6,24,26,1,1104,254,917,1171
3115,Southern Hancock Co Com Sch Corp,2566,New Palestine Jr High School,2,7,2,18,17,1,524,122,449,571
3115,Southern Hancock Co Com Sch Corp,2567,Sugar Creek Elementary Sch,2,2,2,36,34,,767,229,614,843
3125,Greenfield-Central Com Schools,2577,Maxwell Intermediate School,,7,7,15,18,,439,179,307,486
3125,Greenfield-Central Com Schools,2579,Greenfield Central Junior High Sch,1,2,4,15,17,,706,275,470,745
3125,Greenfield-Central Com Schools,2581,Eden Elementary School,,4,1,3,6,,160,44,130,174
3125,Greenfield-Central Com Schools,2588,JB Stephens Elementary School,,2,1,11,16,,457,175,312,487
3125,Greenfield-Central Com Schools,2593,Greenfield Intermediate School,1,3,,17,25,1,502,223,326,549
3125,Greenfield-Central Com Schools,2595,Greenfield-Central High School,7,14,4,36,38,,1402,414,1087,1501
3125,Greenfield-Central Com Schools,2597,Harris Elementary School,1,1,,,12,1,285,161,139,300
3125,Greenfield-Central Com Schools,2609,Weston Elementary School,2,,1,6,15,,297,128,193,321
3135,Mt Vernon Community School Corp,2558,Fortville Elementary School,1,4,12,20,36,,548,146,475,621
3135,Mt Vernon Community School Corp,2559,Mt Vernon Middle School,1,11,76,37,51,,783,258,701,959
3135,Mt Vernon Community School Corp,2561,Mt Comfort Elementary School,2,2,69,20,41,1,439,165,409,574
3135,Mt Vernon Community School Corp,2568,Mt Vernon Early Learning Academy,,1,5,6,7,,92,8,103,111
3135,Mt Vernon Community School Corp,2569,Mt Vernon High School,6,19,96,51,64,1,1046,285,998,1283
3135,Mt Vernon Community School Corp,2570,McCordsville Elementary School,1,9,41,33,35,,436,97,458,555
3145,Eastern Hancock Co Com Sch Corp,2582,Eastern Hancock Middle School,1,,,5,3,,278,100,187,287
3145,Eastern Hancock Co Com Sch Corp,2585,Eastern Hancock High School,1,,3,9,3,,402,127,291,418
3145,Eastern Hancock Co Com Sch Corp,2586,Eastern Hancock Elementary School,,,2,18,8,,492,183,337,520
3160,Lanesville Community School Corp,2611,Lanesville Elementary School,1,3,,9,10,,377,77,323,400
3160,Lanesville Community School Corp,2613,Lanesville Jr-Sr HS,,3,,6,7,,355,64,307,371
3180,North Harrison Com School Corp,2621,Morgan Elementary School,1,1,1,8,8,,410,232,197,429
3180,North Harrison Com School Corp,2625,North Harrison Middle School,,1,5,11,14,,505,266,270,536
3180,North Harrison Com School Corp,2629,North Harrison High School,,7,1,19,6,,660,292,401,693
3180,North Harrison Com School Corp,2633,North Harrison Elementary School,1,3,2,16,16,,543,280,301,581
3190,South Harrison Com Schools,2640,Corydon Central High School,4,5,4,27,34,,624,299,399,698
3190,South Harrison Com Schools,2643,Corydon Central Jr High School,1,1,1,14,20,,324,174,187,361
3190,South Harrison Com Schools,2645,Corydon Elementary School,3,5,3,24,40,,560,327,308,635
3190,South Harrison Com Schools,2649,New Middletown Elementary School,,,1,,15,,117,61,72,133
3190,South Harrison Com Schools,2653,Heth-Washington Elementary School,1,,,3,7,,165,124,52,176
3190,South Harrison Com Schools,2663,Corydon Intermediate School,,1,2,18,26,,403,229,221,450
3190,South Harrison Com Schools,2667,South Central Elementary,,,,2,9,,296,161,146,307
3190,South Harrison Com Schools,2670,South Central Jr & Sr High School,,2,3,4,9,,349,140,227,367
3295,North West Hendricks Schools,2682,Tri-West Middle School,2,1,2,7,12,2,438,104,360,464
3295,North West Hendricks Schools,2684,Pittsboro Primary School,,2,3,4,5,1,294,50,259,309
3295,North West Hendricks Schools,2685,North Salem Elementary School,1,1,,2,5,,245,76,178,254
3295,North West Hendricks Schools,2725,Pittsboro Elementary School,1,,5,6,10,,283,64,241,305
3295,North West Hendricks Schools,2731,Tri-West Senior High School,,4,7,13,11,,570,96,509,605
3305,Brownsburg Community School Corp,2706,Brown Elementary School,,6,70,49,47,,564,182,554,736
3305,Brownsburg Community School Corp,2707,Brownsburg Early Childhood Center,,4,22,19,15,,184,47,197,244
3305,Brownsburg Community School Corp,2709,Brownsburg High School,2,64,337,147,129,,2032,652,2059,2711
3305,Brownsburg Community School Corp,2711,Eagle Elementary School,2,24,129,43,53,,491,184,558,742
3305,Brownsburg Community School Corp,2713,Brownsburg West Middle School,1,21,92,67,52,4,747,244,740,984
3305,Brownsburg Community School Corp,2714,Reagan Elementary School,,28,61,33,50,,509,149,532,681
3305,Brownsburg Community School Corp,2718,Delaware Trail Elementary School,,22,99,28,43,,459,174,477,651
3305,Brownsburg Community School Corp,2720,Brownsburg East Middle School,2,38,160,52,47,1,776,273,803,1076
3305,Brownsburg Community School Corp,2723,White Lick Elementary School,1,23,82,35,24,2,437,142,462,604
3305,Brownsburg Community School Corp,2727,Cardinal Elementary School,1,5,16,42,30,,500,191,403,594
3315,Avon Community School Corp,2726,River Birch Elementary School,,21,63,60,39,1,585,207,562,769
3315,Avon Community School Corp,2728,Avon Intermediate School East,,30,96,64,50,,496,227,509,736
3315,Avon Community School Corp,2729,Avon Intermediate School West,1,38,98,78,32,,468,222,493,715
3315,Avon Community School Corp,2730,Avon Middle School North,,46,99,84,46,,541,254,562,816
3315,Avon Community School Corp,2733,Maple Elementary School,,21,41,35,36,,179,129,183,312
3315,Avon Community School Corp,2734,White Oak Elementary School,,15,32,31,23,,250,123,228,351
3315,Avon Community School Corp,2735,Sycamore Elementary School,1,29,84,41,42,,283,135,345,480
3315,Avon Community School Corp,2736,Avon Middle School South,2,33,93,71,39,1,514,221,532,753
3315,Avon Community School Corp,2737,Avon High School,4,132,378,269,149,1,2054,757,2230,2987
3315,Avon Community School Corp,2738,Cedar Elementary School,1,39,88,79,35,,450,224,468,692
3315,Avon Community School Corp,2739,Pine Tree Elementary School,,11,50,39,39,1,203,129,214,343
3315,Avon Community School Corp,2740,Hickory Elementary School,,45,62,40,36,,343,140,386,526
3325,Danville Community School Corp,2721,North Elementary School,4,5,8,19,16,,503,199,356,555
3325,Danville Community School Corp,2741,Danville Community High School,1,13,11,12,27,1,737,208,594,802
3325,Danville Community School Corp,2743,Danville Middle School,3,2,10,12,29,2,687,242,503,745
3325,Danville Community School Corp,2745,South Elementary School,1,6,3,17,10,,339,132,244,376
3330,Plainfield Community School Corp,2748,Clarks Creek Elementary,,31,44,52,49,,742,266,652,918
3330,Plainfield Community School Corp,2749,Plainfield High School,4,52,40,71,51,1,1453,409,1263,1672
3330,Plainfield Community School Corp,2750,Plainfield Community Middle School,1,47,35,75,56,1,1067,376,906,1282
3330,Plainfield Community School Corp,2751,Central Elementary School,,7,9,19,20,,492,136,411,547
3330,Plainfield Community School Corp,2753,Little Quakers Academy,,4,13,3,9,,160,29,160,189
3330,Plainfield Community School Corp,2761,Van Buren Elementary School,,11,12,21,15,,482,164,377,541
3330,Plainfield Community School Corp,2763,Brentwood Elementary School,,4,20,26,26,,367,141,301,443
3335,Mill Creek Community Sch Corp,2675,Mill Creek East Elementary,,14,5,4,11,,384,136,282,418
3335,Mill Creek Community Sch Corp,2677,Mill Creek West Elementary,1,,,4,3,,281,100,189,289
3335,Mill Creek Community Sch Corp,2687,Cascade Middle School,2,4,4,3,8,,348,104,265,369
3335,Mill Creek Community Sch Corp,2692,Cascade Senior High School,2,7,1,7,10,1,429,98,359,457
3405,Blue River Valley Schools,2801,Blue River Valley Jr-Sr High Sch,1,2,,2,2,,267,100,174,274
3405,Blue River Valley Schools,2803,Blue River Valley Elementary Sch,,3,,4,8,1,375,192,199,391
3415,South Henry School Corp,2773,Tri Junior-Senior High School,,,,6,10,,433,187,262,449
3415,South Henry School Corp,2777,Tri-Elementary School,,1,,9,8,,344,184,178,362
3435,Shenandoah School Corporation,2815,Shenandoah Elementary School,,1,1,17,15,,592,262,364,626
3435,Shenandoah School Corporation,2817,Shenandoah High School,,2,,5,11,,428,155,291,446
3435,Shenandoah School Corporation,2819,Shenandoah Middle School,,1,1,5,14,,330,162,189,351
3445,New Castle Community School Corp,2825,New Castle High School,2,6,12,32,40,1,894,501,486,987
3445,New Castle Community School Corp,2829,New Castle Middle School,,3,6,13,14,,453,279,210,489
3445,New Castle Community School Corp,2832,Eastwood Elementary School,,1,7,15,15,1,262,247,54,301
3445,New Castle Community School Corp,2847,Parker Elementary School,1,,14,14,33,,329,298,93,391
3445,New Castle Community School Corp,2849,James Whitcomb Riley Elem School,,4,5,13,15,,216,113,140,253
3445,New Castle Community School Corp,2853,Sunnyside Elementary School,,1,2,7,11,,145,106,60,166
3445,New Castle Community School Corp,2861,Westwood Elementary School,,2,2,9,11,,222,91,155,246
3445,New Castle Community School Corp,2865,Wilbur Wright Elementary School,,1,8,17,18,,288,256,76,332
3455,C A Beard Memorial School Corp,2869,Knightstown High School,,3,,1,6,,363,145,228,373
3455,C A Beard Memorial School Corp,2870,Knightstown Intermediate School,3,2,1,4,9,,393,222,190,412
3455,C A Beard Memorial School Corp,2887,Knightstown Elementary School,,,,8,10,,322,190,150,340
3460,Taylor Community School Corp,2894,Taylor High School,1,7,24,28,36,,306,185,217,402
3460,Taylor Community School Corp,2895,Taylor Elementary School,1,7,49,46,69,,456,398,230,628
3460,Taylor Community School Corp,2896,Taylor Middle School,,2,22,22,29,,198,176,97,273
3470,Northwestern School Corp,2897,Northwestern Senior High School,1,7,14,27,18,,499,112,454,566
3470,Northwestern School Corp,2904,Northwestern Elementary School,2,1,14,16,38,,618,142,547,689
3470,Northwestern School Corp,2905,Howard Elementary School,,1,9,9,16,,235,124,146,270
3470,Northwestern School Corp,2907,Northwestern Middle School,,2,4,18,20,,246,82,208,290
3480,Eastern Howard School Corporation,2909,Eastern Elementary School,1,5,3,23,17,,606,244,411,655
3480,Eastern Howard School Corporation,2914,Eastern Middle School,1,1,3,6,15,,307,126,207,333
3480,Eastern Howard School Corporation,2919,Eastern High School,1,7,6,15,19,1,478,153,374,527
3490,Western School Corporation,2921,Western High School,1,17,26,21,32,,727,192,632,824
3490,Western School Corporation,2922,Western Middle School,2,12,26,17,30,,546,209,424,633
3490,Western School Corporation,2923,Western Intermediate School,1,14,28,19,26,,534,244,378,622
3490,Western School Corporation,2935,Western Primary School,,12,32,21,38,,488,248,343,591
3500,Kokomo School Corporation,2943,Sycamore Elementary School,,15,140,25,88,,250,400,118,518
3500,Kokomo School Corporation,2945,Bon Air Elementary School,,1,51,30,35,,226,327,16,343
3500,Kokomo School Corporation,2947,Boulevard Elementary School,,8,24,34,46,,250,239,123,362
3500,Kokomo School Corporation,2951,Bon Air Middle School,,,43,24,29,,179,254,21,275
3500,Kokomo School Corporation,2955,Central Middle School,3,6,85,31,74,,338,326,211,537
3500,Kokomo School Corporation,2961,Elwood Haynes Elementary School,1,5,193,49,113,,378,670,69,739
3500,Kokomo School Corporation,2963,Maple Crest Middle School,1,,78,28,36,,266,304,105,409
3500,Kokomo School Corporation,2969,Lafayette Park Elementary School,1,1,63,36,57,,360,365,153,518
3500,Kokomo School Corporation,2993,Pettit Park School,,,42,17,30,,208,274,23,297
3500,Kokomo School Corporation,3005,Wallace Elementary School,1,2,29,33,51,,239,189,166,355
3500,Kokomo School Corporation,3013,Kokomo High School,7,50,312,108,176,,1184,1019,818,1837
3625,Huntington Co Com Sch Corp,3021,Andrews Elementary School,2,1,1,21,6,,345,202,174,376
3625,Huntington Co Com Sch Corp,3025,Riverview School,3,1,3,35,16,,593,309,342,651
3625,Huntington Co Com Sch Corp,3029,Roanoke Elementary School,,1,1,12,8,,328,110,240,350
3625,Huntington Co Com Sch Corp,3035,Salamonie School,,,1,7,12,,187,109,98,207
3625,Huntington Co Com Sch Corp,3037,Lancaster Elementary School,2,,,15,5,1,278,144,157,301
3625,Huntington Co Com Sch Corp,3061,Crestview Middle School,2,4,1,20,16,,515,234,324,558
3625,Huntington Co Com Sch Corp,3065,Huntington North High School,5,4,12,53,37,1,1404,571,945,1516
3625,Huntington Co Com Sch Corp,3075,Northwest Elementary School,2,1,,1,3,,261,81,187,268
3625,Huntington Co Com Sch Corp,3077,Flint Springs Elementary,,5,4,13,15,1,399,259,178,437
3625,Huntington Co Com Sch Corp,3078,Huntington Schools Preschool,,1,,5,5,,86,43,54,97
3625,Huntington Co Com Sch Corp,3081,Lincoln Elementary School,5,,,14,11,1,377,302,106,408
3640,Medora Community School Corp,3093,Medora Jr & Sr High School,,,,,1,,93,71,23,94
3640,Medora Community School Corp,3095,Medora Elementary School,,,,1,1,,80,68,14,82
3675,Seymour Community Schools,3105,Cortland Elementary School,,,2,,6,,122,49,81,130
3675,Seymour Community Schools,3133,Seymour Senior High School,,19,11,297,54,1,1107,684,805,1489
3675,Seymour Community Schools,3135,Margaret R Brown Elementary School,1,5,6,296,20,,207,402,133,535
3675,Seymour Community Schools,3138,Seymour Middle School,2,22,8,281,32,1,658,598,406,1004
3675,Seymour Community Schools,3141,Emerson Elementary School,1,3,3,17,12,,309,146,199,345
3675,Seymour Community Schools,3153,Seymour-Jackson Elementary School,,11,4,271,30,,338,475,179,654
3675,Seymour Community Schools,3157,Seymour-Redding Elementary School,2,1,7,105,28,1,399,324,219,543
3695,Brownstown Cnt Com Sch Corp,3107,Brownstown Central Middle School,1,,1,7,,,346,136,219,355
3695,Brownstown Cnt Com Sch Corp,3108,Jackson Co Juvenile Detention Cntr,1,,,,2,,8,,11,11
3695,Brownstown Cnt Com Sch Corp,3126,Brownstown Central High School,1,3,,8,6,,540,178,380,558
3695,Brownstown Cnt Com Sch Corp,3129,Brownstown Elementary School,2,2,1,21,16,,634,351,325,676
3710,Crothersville Community Schools,3121,Crothersville Jr-Sr High School,,2,1,4,5,,185,100,97,197
3710,Crothersville Community Schools,3122,Crothersville Elementary School,2,,3,14,5,,238,154,108,262
3785,Kankakee Valley School Corp,3181,Kankakee Valley High School,1,5,9,103,13,,927,372,686,1058
3785,Kankakee Valley School Corp,3183,Kankakee Valley Middle School,3,1,1,80,9,,718,336,476,812
3785,Kankakee Valley School Corp,3184,DeMotte Elementary School,1,8,2,97,9,,536,281,372,653
3785,Kankakee Valley School Corp,3197,Wheatfield Elementary School,1,2,1,16,4,1,311,166,170,336
3785,Kankakee Valley School Corp,3198,Kankakee Valley Intermediate Sch,1,3,1,59,1,,468,228,305,533
3815,Rensselaer Central School Corp,3201,Rensselaer Central High School,1,2,1,41,9,,446,223,277,500
3815,Rensselaer Central School Corp,3205,Van Rensselaer Elementary School,2,1,1,44,10,,272,174,156,330
3815,Rensselaer Central School Corp,3213,Rensselaer Central Primary School,1,,,38,10,,319,183,185,368
3815,Rensselaer Central School Corp,3221,Rensselaer Middle School,,2,2,44,7,,345,189,211,400
3945,Jay School Corporation,3239,Jay County High School,1,2,2,59,16,2,936,511,507,1018
3945,Jay School Corporation,3241,Bloomfield Elementary School,1,,1,11,3,,264,122,158,280
3945,Jay School Corporation,3247,Redkey Elementary School,,,,2,7,,178,111,76,187
3945,Jay School Corporation,3265,East Jay County Middle School,,4,,51,4,,460,253,266,519
3945,Jay School Corporation,3273,General Shanks Elem School,,,,24,3,,269,172,124,296
3945,Jay School Corporation,3277,Judge Haynes Elementary School,,4,,43,3,,167,173,44,217
3945,Jay School Corporation,3285,West Jay County Middle School,,,2,2,8,,198,133,77,210
3945,Jay School Corporation,3287,East Elementary School,,1,,25,5,,283,180,134,314
3945,Jay School Corporation,3289,Westlawn Elementary School,,,2,1,6,,200,146,63,209
3995,Madison Consolidated Schools,3301,Deputy Elementary School,,,,,2,,86,43,45,88
3995,Madison Consolidated Schools,3309,Madison Consolidated High School,1,14,18,41,28,4,812,407,511,918
3995,Madison Consolidated Schools,3313,Madison Consolidated Jr High Sch,1,8,12,38,34,1,743,435,402,837
3995,Madison Consolidated Schools,3321,Rykers' Ridge Elementary School,,,2,4,12,,173,112,79,191
3995,Madison Consolidated Schools,3327,Madison Early Childhood Center,,1,1,3,4,,60,,69,69
3995,Madison Consolidated Schools,3329,Lydia Middleton Elementary School,1,1,4,12,18,1,304,134,207,341
3995,Madison Consolidated Schools,3333,Emery O Muncie Elementary School,,12,5,12,16,2,310,244,113,357
4000,Southwestern-Jefferson Co Con,3337,Southwestern High School,,2,4,10,11,,353,173,207,380
4000,Southwestern-Jefferson Co Con,3341,Southwestern Elementary School,,4,12,36,19,1,613,396,289,685
4000,Southwestern-Jefferson Co Con,3343,Southwestern Middle School,,2,1,19,11,,285,184,134,318
4015,Jennings County School Corporation,3345,Jennings County High School,3,,5,50,27,,1140,591,634,1225
4015,Jennings County School Corporation,3349,Sand Creek Elementary School,,,1,62,9,,314,318,68,386
4015,Jennings County School Corporation,3357,Scipio Elementary School,,,,13,5,,290,198,110,308
4015,Jennings County School Corporation,3361,Graham Creek Elementary School,,,2,9,5,,279,175,120,295
4015,Jennings County School Corporation,3385,Hayden Elementary School,,,1,15,1,,277,162,132,294
4015,Jennings County School Corporation,3389,Brush Creek Elementary School,,,1,11,13,,315,226,114,340
4015,Jennings County School Corporation,3393,Jennings County Middle School,2,1,1,39,17,,634,406,288,694
4015,Jennings County School Corporation,3397,North Vernon Elementary School,2,4,8,48,22,,590,442,231,674
4145,Clark-Pleasant Community Sch Corp,3401,Clark Elementary School,,151,35,34,38,3,348,319,290,609
4145,Clark-Pleasant Community Sch Corp,3421,Whiteland Community High School,5,133,54,98,80,,1523,794,1099,1893
4145,Clark-Pleasant Community Sch Corp,3422,Grassy Creek Elementary School,3,81,49,58,77,,655,414,509,923
4145,Clark-Pleasant Community Sch Corp,3423,Sawmill Woods Elementary School,,8,4,7,13,,137,36,133,169
4145,Clark-Pleasant Community Sch Corp,3425,Whiteland Elementary School,,,2,20,16,,416,207,247,454
4145,Clark-Pleasant Community Sch Corp,3427,Clark Pleasant Middle School,5,104,55,86,90,3,1214,733,824,1557
4145,Clark-Pleasant Community Sch Corp,3429,Break-O-Day Elementary School,,7,6,29,16,,373,234,197,431
4145,Clark-Pleasant Community Sch Corp,3430,Pleasant Crossing Elementary,1,32,30,48,52,,568,395,336,731
4205,Center Grove Community School Corp,3434,Sugar Grove Elementary School,,48,29,50,38,2,719,184,702,886
4205,Center Grove Community School Corp,3435,Center Grove Elementary School,1,49,7,20,24,1,712,80,734,814
4205,Center Grove Community School Corp,3437,Center Grove High School,3,90,48,98,79,2,2174,466,2028,2494
4205,Center Grove Community School Corp,3439,Maple Grove Elementary School,,36,16,31,26,4,730,192,651,843
4205,Center Grove Community School Corp,3440,North Grove Elementary School,,42,12,46,21,,565,275,411,686
4205,Center Grove Community School Corp,3441,Center Grove Middle School Central,2,34,26,40,18,1,720,145,696,841
4205,Center Grove Community School Corp,3443,Center Grove Middle School North,3,50,19,49,31,2,914,286,782,1068
4205,Center Grove Community School Corp,3444,Pleasant Grove Elementary School,1,24,13,18,27,,630,144,569,713
4215,Edinburgh Community School Corp,3447,Edinburgh Community High School,,1,,12,10,,218,139,102,241
4215,Edinburgh Community School Corp,3449,Edinburgh Comm Middle School,,1,,6,4,,177,134,54,188
4215,Edinburgh Community School Corp,3452,East Side Elementary School,,3,,50,17,,363,308,125,433
4225,Franklin Community School Corp,3413,Needham Elementary School,1,6,6,21,21,,357,191,221,412
4225,Franklin Community School Corp,3433,Union Elementary School,,1,,4,3,,144,39,113,152
4225,Franklin Community School Corp,3445,Franklin Community High School,1,27,28,68,50,,1386,527,1033,1560
4225,Franklin Community School Corp,3457,Franklin Community Middle School,1,8,14,36,34,3,686,343,439,782
4225,Franklin Community School Corp,3458,Custer Baker Intermediate School,2,10,15,30,34,1,646,336,402,738
4225,Franklin Community School Corp,3461,Northwood Elementary School,1,2,9,37,28,1,400,286,192,478
4225,Franklin Community School Corp,3465,Webb Elementary School,,,2,23,17,1,286,187,142,329
4225,Franklin Community School Corp,3467,Creekside Elementary School,1,8,18,16,30,2,511,236,350,586
4245,Greenwood Community Sch Corp,3473,Greenwood Community High Sch,3,36,30,104,54,1,1016,442,802,1244
4245,Greenwood Community Sch Corp,3475,Greenwood Middle School,1,22,35,86,54,,731,452,477,929
4245,Greenwood Community Sch Corp,3477,Greenwood Northeast Elementary Sch,1,9,16,43,39,,316,300,124,424
4245,Greenwood Community Sch Corp,3479,Westwood Elementary School,,8,13,27,26,1,387,118,344,462
4245,Greenwood Community Sch Corp,3481,V O Isom Central Elem School,,12,16,34,40,,332,287,147,434
4245,Greenwood Community Sch Corp,3483,Southwest Elementary School,1,17,30,41,33,,420,242,300,542
4255,Nineveh-Hensley-Jackson United,3409,Indian Creek Elementary School,1,2,3,6,10,,407,165,264,429
4255,Nineveh-Hensley-Jackson United,3411,Indian Creek Intermediate School,,,,11,5,,362,137,241,378
4255,Nineveh-Hensley-Jackson United,3418,Indian Creek Middle School,,1,2,10,6,,397,145,271,416
4255,Nineveh-Hensley-Jackson United,3419,Indian Creek Sr High School,,5,4,3,13,,620,188,457,645
4315,North Knox School Corp,3521,North Knox Primary School,,,1,15,3,,298,174,143,317
4315,North Knox School Corp,3537,North Knox Jr-Sr High School,3,,6,13,3,,584,341,268,609
4315,North Knox School Corp,3545,North Knox Intermediate,1,,1,14,6,,386,244,164,408
4325,South Knox School Corp,3489,South Knox Elementary School,,2,3,6,10,,666,233,454,687
4325,South Knox School Corp,3490,South Knox Middle-High School,1,1,1,8,8,,530,166,383,549
4335,Vincennes Community School Corp,3509,Benjamin Franklin Elementary Sch,,3,7,9,25,,465,228,281,509
4335,Vincennes Community School Corp,3553,Lincoln High School,,8,11,33,37,1,653,386,357,743
4335,Vincennes Community School Corp,3557,George Rogers Clark School,,7,13,21,31,,532,386,218,604
4335,Vincennes Community School Corp,3573,James Whitcomb Riley Elem Sch,,1,4,7,8,,184,155,49,204
4335,Vincennes Community School Corp,3577,Tecumseh-Harrison Elementary Sch,,1,8,19,8,,257,234,59,293
4335,Vincennes Community School Corp,3581,Francis Vigo Elementary School,,,7,11,20,,329,276,91,367
4345,Wawasee Community School Corp,3625,North Webster Elementary School,2,1,6,25,13,,397,216,228,444
4345,Wawasee Community School Corp,3630,Wawasee Middle School,,2,5,44,15,,483,244,305,549
4345,Wawasee Community School Corp,3635,Milford School,2,1,1,110,15,,428,286,271,557
4345,Wawasee Community School Corp,3637,Syracuse Elementary School,1,1,3,66,19,1,454,291,254,545
4345,Wawasee Community School Corp,3639,Wawasee High School,5,3,3,107,20,,772,348,562,910
4415,Warsaw Community Schools,3589,Claypool Elementary School,,,6,61,2,,259,214,114,328
4415,Warsaw Community Schools,3607,Lakeview Middle School,,5,13,142,17,,367,310,234,544
4415,Warsaw Community Schools,3608,Eisenhower Elementary School,1,6,12,58,13,,352,143,299,442
4415,Warsaw Community Schools,3610,Harrison Elementary School,,24,11,151,13,,293,271,221,492
4415,Warsaw Community Schools,3613,Leesburg Elementary School,,,3,163,15,,246,289,138,427
