Corp ID,Corp Name,Schl ID,Schl Name,American Indian,Asian,Black,Hispanic,Multiracial,Native Hawaiian or Other Pacific Islander,White,Free/Reduced price meals,Paid meals,Grand Total
2100,Southeast Dubois Co Sch Corp,1563,Pine Ridge Elementary School,,,,8,6,,228,75,167,242
2100,Southeast Dubois Co Sch Corp,1581,Ferdinand Elementary School,,1,,12,2,,266,49,232,281
2100,Southeast Dubois Co Sch Corp,1583,Forest Park Jr-Sr High School,1,4,2,22,10,,533,114,458,572
2100,Southeast Dubois Co Sch Corp,1586,Cedar Crest Intermediate School,,1,,11,2,,199,46,167,213
2110,Southwest Dubois Co Sch Corp,1529,Holland Elementary School,1,,,6,4,,216,62,165,227
2110,Southwest Dubois Co Sch Corp,1587,Southridge Middle School,,3,1,100,6,,287,167,230,397
2110,Southwest Dubois Co Sch Corp,1588,Southridge High School,,1,3,124,3,,392,215,308,523
2110,Southwest Dubois Co Sch Corp,1590,Huntingburg Elementary School,,1,3,308,11,,345,455,213,668
2120,Greater Jasper Consolidated Schs,1569,Ireland Elementary School,,12,3,17,11,,493,68,468,536
2120,Greater Jasper Consolidated Schs,1575,Jasper Middle School,,8,3,110,16,,546,228,455,683
2120,Greater Jasper Consolidated Schs,1593,Jasper High School,1,20,5,160,10,,917,282,831,1113
2120,Greater Jasper Consolidated Schs,1597,Fifth Street Elementary School,3,4,4,107,13,,294,245,180,425
2120,Greater Jasper Consolidated Schs,1601,Tenth Street School,,6,2,114,14,,262,241,157,398
2155,Fairfield Community Schools,1613,Fairfield Jr-Sr High School,2,5,12,44,11,1,692,174,593,767
2155,Fairfield Community Schools,1621,Millersburg Elementary- Middle Sch,1,1,1,9,7,,473,112,380,492
2155,Fairfield Community Schools,1649,New Paris Elementary School,,,2,32,9,,415,126,332,458
2155,Fairfield Community Schools,1652,Benton Elementary School,,,6,35,13,,423,105,372,477
2260,Baugo Community Schools,1701,Jimtown High School,1,5,13,60,28,,488,194,401,595
2260,Baugo Community Schools,1703,Jimtown Junior High School,,1,8,34,22,,225,131,159,290
2260,Baugo Community Schools,1705,Jimtown Elementary School,3,3,4,40,36,,312,189,209,398
2260,Baugo Community Schools,1707,Jimtown Intermediate School,1,5,12,51,43,,464,266,310,576
2270,Concord Community Schools,1713,Concord Junior High School,,11,67,354,54,,396,515,367,882
2270,Concord Community Schools,1715,Concord Community High School,3,18,138,598,114,,789,878,782,1660
2270,Concord Community Schools,1718,Concord Intermediate School,2,8,68,354,53,1,395,536,345,881
2270,Concord Community Schools,1721,Concord East Side Elementary Sch,,3,33,193,23,,290,272,270,542
2270,Concord Community Schools,1723,Concord Ox-Bow Elementary School,1,11,14,128,18,,282,195,259,454
2270,Concord Community Schools,1725,Concord South Side Elementary Sch,,,74,114,34,,189,239,172,411
2270,Concord Community Schools,1729,Concord West Side Elem School,,1,64,368,28,3,85,417,132,549
2275,Middlebury Community Schools,1656,Jefferson Elementary School,,4,2,60,12,,318,159,237,396
2275,Middlebury Community Schools,1657,Northridge Middle School,5,13,10,135,31,2,951,332,815,1147
2275,Middlebury Community Schools,1697,York Elementary School,,1,1,12,12,,246,115,157,272
2275,Middlebury Community Schools,1731,Heritage Intermediate School,1,7,13,72,23,1,589,209,497,706
2275,Middlebury Community Schools,1732,Middlebury Elementary School,1,1,4,14,7,,259,74,212,286
2275,Middlebury Community Schools,1733,Northridge High School,3,22,11,152,30,1,1186,323,1082,1405
2275,Middlebury Community Schools,1734,Orchard View School,,3,4,26,5,,323,80,281,361
2285,Wa-Nee Community Schools,1669,North Wood Middle School,1,3,11,70,42,1,645,247,526,773
2285,Wa-Nee Community Schools,1735,Wakarusa Elementary School,1,3,11,53,33,,421,150,372,522
2285,Wa-Nee Community Schools,1737,North Wood High School,1,14,18,74,36,,762,212,693,905
2285,Wa-Nee Community Schools,1743,Nappanee Elementary School,,5,2,27,9,,351,147,247,394
2285,Wa-Nee Community Schools,1747,Woodview Elementary School,,7,6,40,12,,401,169,297,466
2305,Elkhart Community Schools,1617,Cleveland Elementary School,1,12,76,70,57,,393,333,276,609
2305,Elkhart Community Schools,1673,Osolo Elementary School,,12,25,172,39,2,288,407,131,538
2305,Elkhart Community Schools,1679,Eastwood Elementary School,,7,18,63,40,,327,163,292,455
2305,Elkhart Community Schools,1681,Mary Feeser Elementary School,1,20,70,115,61,,322,328,261,589
2305,Elkhart Community Schools,1693,Bristol Elementary School,,6,14,102,38,,234,241,153,394
2305,Elkhart Community Schools,1749,Elkhart Central High School,2,19,204,665,99,,638,911,716,1627
2305,Elkhart Community Schools,1750,Elkhart Memorial High School,3,31,221,485,109,1,754,907,697,1604
2305,Elkhart Community Schools,1752,Elkhart Alternative Education,1,1,83,55,32,1,143,191,125,316
2305,Elkhart Community Schools,1753,North Side Middle School,,10,88,244,66,,324,493,239,732
2305,Elkhart Community Schools,1761,West Side Middle School,,8,116,177,44,,250,398,197,595
2305,Elkhart Community Schools,1763,Pierre Moran Middle School,,3,54,258,36,,154,364,141,505
2305,Elkhart Community Schools,1765,Beardsley Elementary School,,,92,198,38,,97,349,76,425
2305,Elkhart Community Schools,1769,Mary Beck Elementary School,,,133,160,23,,61,318,59,377
2305,Elkhart Community Schools,1773,Mary Daly Elementary School,2,,109,168,68,,187,443,91,534
2305,Elkhart Community Schools,1777,Hawthorne Elementary School,,3,148,337,34,,66,354,234,588
2305,Elkhart Community Schools,1785,Pinewood Elementary School,1,5,54,194,65,,404,392,331,723
2305,Elkhart Community Schools,1789,Monger Elementary School,,2,100,244,43,,72,405,56,461
2305,Elkhart Community Schools,1797,Riverview Elementary School,,3,38,151,52,,203,295,152,447
2305,Elkhart Community Schools,1801,Roosevelt STEAM Academy,1,,181,255,19,,44,361,139,500
2305,Elkhart Community Schools,1817,Woodland Elementary School,,4,74,176,50,,250,397,157,554
2315,Goshen Community Schools,1629,Goshen Middle School,1,13,50,924,52,,540,1046,534,1580
2315,Goshen Community Schools,1633,Model Elementary School,1,6,16,325,24,2,236,371,239,610
2315,Goshen Community Schools,1641,Waterford Elementary School,1,14,10,288,13,,175,289,212,501
2315,Goshen Community Schools,1821,Goshen High School,4,28,34,1039,67,,773,1072,873,1945
2315,Goshen Community Schools,1829,Chamberlain Elementary School,,1,8,218,12,,85,234,90,324
2315,Goshen Community Schools,1833,Chandler Elementary School,,3,11,208,14,,191,313,114,427
2315,Goshen Community Schools,1843,Parkside Elementary School,,4,11,135,13,,187,204,146,350
2315,Goshen Community Schools,1847,Prairie View Elementary School,1,4,9,237,22,,228,275,226,501
2315,Goshen Community Schools,1849,West Goshen Elementary School,,6,6,216,13,,127,278,90,368
2395,Fayette County School Corporation,1869,Everton Elementary School,1,,,,4,,233,137,101,238
2395,Fayette County School Corporation,1889,Connersville Sr High School,2,5,10,22,24,,965,502,526,1028
2395,Fayette County School Corporation,1895,Connersville Middle School,2,3,3,11,16,,548,344,239,583
2395,Fayette County School Corporation,1897,Eastview Elementary School,,1,1,3,20,,321,216,130,346
2395,Fayette County School Corporation,1909,Frazee Elementary School,,,5,5,10,,293,219,94,313
2395,Fayette County School Corporation,1913,Grandview Elementary School,1,1,4,6,11,,354,268,109,377
2395,Fayette County School Corporation,1917,Maplewood Elementary School,2,,8,10,13,,293,251,75,326
2395,Fayette County School Corporation,1921,Fayette Central Elementary,,,2,1,6,,278,172,115,287
2400,New Albany-Floyd Co Con Sch,1925,New Albany Senior High School,5,34,272,140,177,,1205,1032,801,1833
2400,New Albany-Floyd Co Con Sch,1929,Georgetown Elementary School,1,4,6,18,15,,552,147,449,596
2400,New Albany-Floyd Co Con Sch,1930,Floyd Central High School,11,42,20,61,37,1,1643,309,1506,1815
2400,New Albany-Floyd Co Con Sch,1931,Highland Hills Middle School,5,33,25,46,44,1,1589,334,1409,1743
2400,New Albany-Floyd Co Con Sch,1933,Hazelwood Middle School,4,2,155,68,92,,623,707,237,944
2400,New Albany-Floyd Co Con Sch,1937,Nathaniel Scribner Middle School,1,12,151,102,99,1,601,535,432,967
2400,New Albany-Floyd Co Con Sch,1943,Slate Run Elementary School,,1,40,11,49,,194,199,96,295
2400,New Albany-Floyd Co Con Sch,1949,Fairmont Elementary School,1,8,55,89,34,,152,254,85,339
2400,New Albany-Floyd Co Con Sch,1953,Greenville Elementary School,1,6,3,4,24,,353,72,319,391
2400,New Albany-Floyd Co Con Sch,1957,Grant Line Elementary School,,7,44,21,61,1,492,225,401,626
2400,New Albany-Floyd Co Con Sch,1961,Green Valley Elementary School,1,5,117,34,54,,200,313,98,411
2400,New Albany-Floyd Co Con Sch,1966,Floyds Knobs Elementary School,,8,6,23,27,1,668,111,622,733
2400,New Albany-Floyd Co Con Sch,1974,Mount Tabor Elementary School,1,3,74,25,55,,483,348,293,641
2400,New Albany-Floyd Co Con Sch,1981,S Ellen Jones Elementary School,1,,51,13,31,,127,195,28,223
2400,New Albany-Floyd Co Con Sch,1994,CA Early Learning Center,,3,4,4,10,,59,48,32,80
2435,Attica Consolidated School Corp,2053,Attica High School,,1,2,12,7,,306,157,171,328
2435,Attica Consolidated School Corp,2057,Attica Elementary School,,,1,20,6,,316,180,163,343
2440,Covington Community School Corp,2005,Covington Community High School,,1,2,15,7,,255,89,191,280
2440,Covington Community School Corp,2009,Covington Elementary School,,1,2,18,12,,360,153,240,393
2440,Covington Community School Corp,2013,Covington Middle School,,2,1,9,8,,202,94,128,222
2455,Southeast Fountain School Corp,2021,Southeast Fountain Elementary,1,,1,38,11,1,522,308,266,574
2455,Southeast Fountain School Corp,2022,Fountain Central High School,,,1,39,9,,422,204,267,471
2475,Franklin County Community Sch Corp,2082,Laurel School,,,,1,9,,275,218,67,285
2475,Franklin County Community Sch Corp,2083,Franklin County High,,5,2,7,7,,743,297,467,764
2475,Franklin County Community Sch Corp,2123,Franklin County Middle School,1,3,1,1,2,,456,233,231,464
2475,Franklin County Community Sch Corp,2125,Brookville Elementary School,,3,,4,20,,473,265,235,500
2475,Franklin County Community Sch Corp,2127,Mount Carmel School,,,,1,11,,242,83,171,254
2645,Rochester Community School Corp,2173,Rochester Community High School,5,1,2,25,15,,454,209,293,502
2645,Rochester Community School Corp,2177,Rochester Community Middle School,1,3,5,22,15,,370,220,196,416
2645,Rochester Community School Corp,2181,Columbia Elementary School,,,1,28,17,,397,267,176,443
2645,Rochester Community School Corp,2185,George M Riddle Elementary School,,,2,17,13,,383,232,183,415
2650,Caston School Corporation,2157,Caston Elementary School,,,,22,4,,281,146,161,307
2650,Caston School Corporation,2159,Caston Jr-Sr High School,1,2,2,29,6,,337,151,226,377
2725,East Gibson School Corporation,2189,Barton Township Elementary,,,,,5,,112,47,70,117
2725,East Gibson School Corporation,2194,Waldo J Wood Memorial JHS,,,,2,4,,130,69,67,136
2725,East Gibson School Corporation,2201,Francisco Elementary School,,1,,2,1,,71,44,31,75
2725,East Gibson School Corporation,2233,Waldo J Wood Memorial High,,,1,,4,,240,99,146,245
2725,East Gibson School Corporation,2237,Oakland City Elementary School,,,1,5,11,,260,160,117,277
2735,North Gibson School Corporation,2223,Princeton Comm Intermediate School,,3,17,26,33,,375,276,178,454
2735,North Gibson School Corporation,2225,Princeton Community Middle,1,7,20,18,42,1,412,264,237,501
2735,North Gibson School Corporation,2249,Princeton Community High School,,9,18,20,60,,511,273,345,618
2735,North Gibson School Corporation,2257,Princeton Comm Primary School,,,19,15,46,,369,275,174,449
2765,South Gibson School Corporation,2205,Haubstadt Community School,,3,,13,5,,367,54,334,388
2765,South Gibson School Corporation,2211,Gibson Southern High School,,9,2,11,10,,671,120,583,703
2765,South Gibson School Corporation,2214,Fort Branch Community School,,,1,11,24,,476,145,367,512
2765,South Gibson School Corporation,2241,Owensville Community School,,3,3,9,15,,402,145,287,432
2815,Eastbrook Community Sch Corp,2263,Eastbrook South Elementary,,,2,13,18,,460,204,289,493
2815,Eastbrook Community Sch Corp,2264,Eastbrook North Elementary,,,5,10,11,1,344,220,151,371
2815,Eastbrook Community Sch Corp,2291,Early Childhood Center,,,,,1,,8,2,7,9
2815,Eastbrook Community Sch Corp,2293,Eastbrook High School,1,3,5,20,6,,465,177,323,500
2815,Eastbrook Community Sch Corp,2299,Eastbrook Junior High School,,1,4,18,7,,232,104,158,262
2825,Madison-Grant United School Corp,2321,Madison-Grant Jr./Sr. High School,1,3,5,13,14,,515,228,323,551
2825,Madison-Grant United School Corp,2329,Park Elementary School,2,,1,5,11,,326,188,157,345
2825,Madison-Grant United School Corp,5037,Summitville School,1,,2,11,7,2,216,127,112,239
2855,Mississinewa Community School Corp,2333,Mississinewa High School,6,5,15,31,58,,697,471,341,812
2855,Mississinewa Community School Corp,2335,R J Baskett Middle School,1,3,9,32,49,,461,353,202,555
2855,Mississinewa Community School Corp,2344,Westview Elementary School,,3,6,23,55,,364,297,154,451
2855,Mississinewa Community School Corp,2346,Northview Elementary School,,5,14,36,45,,548,440,208,648
2865,Marion Community Schools,2350,Justice Thurgood Marshall Intrmd,,4,110,92,93,,294,436,157,593
2865,Marion Community Schools,2351,Marion High School,1,19,268,106,142,,557,571,522,1093
2865,Marion Community Schools,2357,John L McCulloch Junior High Sch,1,5,108,66,65,,243,322,166,488
2865,Marion Community Schools,2369,Allen Elementary School,,,48,49,52,2,183,261,73,334
2865,Marion Community Schools,2370,Marion Early Childhood Ed Cntr,2,3,76,13,42,,171,242,65,307
2865,Marion Community Schools,2393,John W Kendall Elem School,1,3,60,30,82,,207,295,88,383
2865,Marion Community Schools,2405,Riverview Elementary School,,2,47,55,63,,196,207,156,363
2865,Marion Community Schools,2409,Frances Slocum Elem School,,2,102,45,40,,112,220,81,301
2865,Marion Community Schools,2416,Grant County Comm Justice Center,,,,,,,1,,1,1
2920,Bloomfield School District,2417,Bloomfield Elementary School,1,2,2,15,2,,432,216,238,454
2920,Bloomfield School District,2419,Bloomfield Jr-Sr High School,1,3,2,12,9,,354,133,248,381
2940,Eastern Greene Schools,2433,Eastern Greene Elementary School,2,1,3,11,10,,480,264,243,507
2940,Eastern Greene Schools,2435,Eastern Greene High School,2,3,,7,9,,349,148,222,370
2940,Eastern Greene Schools,2436,Eastern Greene Middle School,3,,1,5,9,,326,169,175,344
2950,Linton-Stockton School Corporation,2437,Linton-Stockton High School,1,1,,9,5,,375,148,243,391
2950,Linton-Stockton School Corporation,2438,Linton-Stockton Middle School,,1,,11,3,,305,142,178,320
2950,Linton-Stockton School Corporation,2441,Linton-Stockton Elementary,,5,,19,8,,623,324,331,655
2960,M S D Shakamak Schools,2445,Shakamak Jr-Sr High School,1,1,1,5,1,,339,173,175,348
2960,M S D Shakamak Schools,2449,Shakamak Elementary School,,,1,8,7,,377,235,158,393
2980,White River Valley School District,2429,White River Valley High School,,2,2,11,6,,254,114,161,275
2980,White River Valley School District,2457,White River Valley Middle School,,2,3,14,3,,191,127,86,213
2980,White River Valley School District,2460,White River Valley Elementary Sch,,,2,21,3,,290,173,143,316
3005,Hamilton Southeastern Schools,2466,Brooks School Elementary,1,53,49,42,44,,502,98,593,691
3005,Hamilton Southeastern Schools,2468,New Britton Elementary School,3,102,32,61,31,1,496,138,588,726
3005,Hamilton Southeastern Schools,2469,Fishers Elementary School,,28,58,37,33,1,329,112,374,486
3005,Hamilton Southeastern Schools,2470,Cumberland Road Elem School,2,41,38,47,35,1,407,123,448,571
3005,Hamilton Southeastern Schools,2471,Hoosier Road Elementary School,2,69,60,47,29,1,439,119,528,647
3005,Hamilton Southeastern Schools,2473,Fall Creek Elementary School,,32,17,33,34,,493,33,576,609
3005,Hamilton Southeastern Schools,2474,Geist Elementary School,5,57,47,40,55,1,662,31,836,867
3005,Hamilton Southeastern Schools,2475,Lantern Road Elementary School,2,73,50,35,47,1,616,81,743,824
3005,Hamilton Southeastern Schools,2476,Fishers Junior High School,5,70,111,69,51,1,682,232,757,989
3005,Hamilton Southeastern Schools,2479,Sand Creek Intermediate School,1,71,107,81,55,2,645,233,729,962
3005,Hamilton Southeastern Schools,2481,Harrison Parkway Elementary School,,24,45,49,48,,405,154,417,571
3005,Hamilton Southeastern Schools,2482,Sand Creek Elementary,4,45,69,63,42,1,395,130,489,619
3005,Hamilton Southeastern Schools,2483,Thorpe Creek Elementary,2,61,62,72,66,,632,115,780,895
3005,Hamilton Southeastern Schools,2485,Fall Creek Intermediate School,1,41,68,67,42,,654,133,740,873
3005,Hamilton Southeastern Schools,2486,Fall Creek Junior High,1,51,77,53,48,1,662,139,754,893
3005,Hamilton Southeastern Schools,2487,Fishers High School,7,215,269,272,189,2,2555,588,2921,3509
3005,Hamilton Southeastern Schools,2489,Hamilton SE Int and Jr High Sch,2,118,98,84,60,1,957,123,1197,1320
3005,Hamilton Southeastern Schools,2490,Riverside Junior High,3,58,55,77,47,,697,138,799,937
3005,Hamilton Southeastern Schools,2497,Durbin Elementary School,,13,22,30,26,1,332,94,330,424
3005,Hamilton Southeastern Schools,2499,Hamilton Southeastern HS,4,222,277,204,151,1,2414,460,2813,3273
3005,Hamilton Southeastern Schools,2500,Riverside Intermediate School,1,53,49,73,35,1,701,124,789,913
3025,Hamilton Heights School Corp,2477,Hamilton Heights High School,5,4,11,29,5,,688,194,548,742
3025,Hamilton Heights School Corp,2478,Hamilton Heights Elementary School,,1,9,22,11,,455,181,317,498
3025,Hamilton Heights School Corp,2501,Hamilton Heights Middle School,4,3,9,16,8,,502,176,366,542
3025,Hamilton Heights School Corp,2502,Hamilton Heights Primary School,,,2,14,17,,519,182,370,552
3030,Westfield-Washington Schools,2491,Westfield Middle School,,33,40,99,62,,982,204,1012,1216
3030,Westfield-Washington Schools,2492,Shamrock Springs Elementary School,3,12,10,16,26,1,408,43,433,476
3030,Westfield-Washington Schools,2493,Westfield High School,1,72,80,188,110,,1895,386,1960,2346
3030,Westfield-Washington Schools,2494,Carey Ridge Elementary School,,17,29,65,21,,478,109,501,610
3030,Westfield-Washington Schools,2495,Washington Woods Elementary School,1,8,12,82,34,,381,146,372,518
3030,Westfield-Washington Schools,2496,Oak Trace Elementary School,1,11,16,13,31,,515,33,554,587
3030,Westfield-Washington Schools,2498,Monon Trail Elementary School,1,15,34,66,24,1,366,171,336,507
3030,Westfield-Washington Schools,2503,Westfield Intermediate School,4,26,61,115,64,,987,237,1020,1257
3030,Westfield-Washington Schools,2504,Maple Glen Elementary,1,23,17,20,37,,504,68,534,602
3055,Sheridan Community Schools,2463,Sheridan High School,,,,12,4,,294,108,202,310
3055,Sheridan Community Schools,2465,Sheridan Elementary School,1,,,30,17,,445,219,274,493
3055,Sheridan Community Schools,6780,Sheridan Middle School,,,,13,5,,219,99,138,237
3060,Carmel Clay Schools,2505,Carmel High School,5,681,192,194,318,19,3877,494,4792,5286
3060,Carmel Clay Schools,2506,Clay Middle School,,160,32,46,81,8,1045,148,1224,1372
3060,Carmel Clay Schools,2507,Woodbrook Elementary School,,42,13,4,36,2,368,40,425,465
3060,Carmel Clay Schools,2508,Cherry Tree Elementary School,,40,9,36,35,2,571,72,621,693
3060,Carmel Clay Schools,2509,Carmel Elementary School,1,22,13,14,35,,377,77,385,462
3060,Carmel Clay Schools,2510,College Wood Elementary School,6,261,28,9,64,1,411,28,752,780
3060,Carmel Clay Schools,2511,Carmel Middle School,1,136,47,67,91,1,1032,210,1165,1375
3060,Carmel Clay Schools,2512,Smoky Row Elementary School,4,125,25,13,58,,489,24,690,714
3060,Carmel Clay Schools,2513,Orchard Park Elementary School,,120,39,48,68,,421,210,486,696
3060,Carmel Clay Schools,2515,Prairie Trace Elementary School,1,116,18,17,38,,410,36,564,600
3060,Carmel Clay Schools,2516,Mohawk Trails Elementary School,,21,5,4,21,1,513,34,531,565
3060,Carmel Clay Schools,2518,Forest Dale Elementary School,,50,23,21,52,,511,119,538,657
3060,Carmel Clay Schools,2520,Creekside Middle School,2,290,54,20,87,,801,48,1206,1254
3060,Carmel Clay Schools,2522,Towne Meadow Elementary School,,124,32,17,41,,431,29,616,645
3060,Carmel Clay Schools,2526,West Clay Elementary School,,185,26,20,54,,503,28,760,788
3070,Noblesville Schools,2517,Noblesville High School,4,72,94,168,92,2,2578,622,2388,3010
3070,Noblesville Schools,2521,Noblesville East Middle School,1,45,59,81,39,1,914,352,788,1140
3070,Noblesville Schools,2523,Hinkle Creek Elementary School,2,14,27,41,14,1,805,186,718,904
3070,Noblesville Schools,2529,North Elementary School,2,5,27,41,26,2,453,201,355,556
3070,Noblesville Schools,2533,Stony Creek Elementary School,,13,41,46,13,,556,167,502,669
3070,Noblesville Schools,2537,Noble Crossing Elementary School,1,21,43,64,19,1,635,127,657,784
3070,Noblesville Schools,2538,Hazel Dell Elementary School,,8,14,64,5,,651,131,611,742
3070,Noblesville Schools,2539,Promise Road Elementary,2,52,60,76,17,1,532,202,538,740
3070,Noblesville Schools,2542,Noblesville West Middle School,2,17,40,74,32,6,1229,259,1141,1400
3070,Noblesville Schools,2547,White River Elementary School,3,16,54,70,12,,511,248,418,666
3115,Southern Hancock Co Com Sch Corp,2543,New Palestine Intermediate School,4,2,2,24,16,,538,137,449,586
3115,Southern Hancock Co Com Sch Corp,2563,Brandywine Elementary School,1,,3,8,4,1,248,84,181,265
3115,Southern Hancock Co Com Sch Corp,2564,New Palestine Elementary School,2,5,2,12,12,,539,111,461,572
3115,Southern Hancock Co Com Sch Corp,2565,New Palestine High School,1,10,8,32,22,1,1109,220,963,1183
3115,Southern Hancock Co Com Sch Corp,2566,New Palestine Jr High School,4,5,3,19,22,2,531,137,449,586
3115,Southern Hancock Co Com Sch Corp,2567,Sugar Creek Elementary Sch,3,3,6,20,19,1,526,152,426,578
3125,Greenfield-Central Com Schools,2577,Maxwell Intermediate School,,7,4,13,15,,462,172,329,501
3125,Greenfield-Central Com Schools,2579,Greenfield Central Junior High Sch,4,4,7,23,26,,684,261,487,748
3125,Greenfield-Central Com Schools,2581,Eden Elementary School,,2,,5,5,,158,39,131,170
3125,Greenfield-Central Com Schools,2588,JB Stephens Elementary School,,3,4,20,18,,405,169,281,450
3125,Greenfield-Central Com Schools,2593,Greenfield Intermediate School,1,2,2,12,24,1,506,248,300,548
3125,Greenfield-Central Com Schools,2595,Greenfield-Central High School,4,14,8,38,34,,1355,412,1041,1453
3125,Greenfield-Central Com Schools,2597,Harris Elementary School,3,1,,1,7,,270,145,137,282
3125,Greenfield-Central Com Schools,2609,Weston Elementary School,,1,2,9,15,,297,135,189,324
3135,Mt Vernon Community School Corp,2558,Fortville Elementary School,1,6,11,28,33,,586,177,488,665
3135,Mt Vernon Community School Corp,2559,Mt Vernon Middle School,1,10,93,48,57,,776,262,723,985
3135,Mt Vernon Community School Corp,2561,Mt Comfort Elementary School,2,3,62,21,43,1,440,165,407,572
3135,Mt Vernon Community School Corp,2568,Mt Vernon Early Learning Academy,,,5,5,12,,88,20,90,110
3135,Mt Vernon Community School Corp,2569,Mt Vernon High School,2,28,105,57,64,,1066,296,1026,1322
3135,Mt Vernon Community School Corp,2570,McCordsville Elementary School,1,11,42,45,29,1,443,110,462,572
3145,Eastern Hancock Co Com Sch Corp,2582,Eastern Hancock Middle School,1,,,5,2,,276,99,185,284
3145,Eastern Hancock Co Com Sch Corp,2585,Eastern Hancock High School,2,,2,9,3,,378,105,289,394
3145,Eastern Hancock Co Com Sch Corp,2586,Eastern Hancock Elementary School,,,2,20,8,,503,176,357,533
3160,Lanesville Community School Corp,2611,Lanesville Elementary School,1,5,1,12,5,,374,81,317,398
3160,Lanesville Community School Corp,2613,Lanesville Jr-Sr HS,,2,,3,7,,356,69,299,368
3180,North Harrison Com School Corp,2621,Morgan Elementary School,1,1,1,8,9,,408,223,205,428
3180,North Harrison Com School Corp,2625,North Harrison Middle School,1,,5,10,12,,475,235,268,503
3180,North Harrison Com School Corp,2629,North Harrison High School,,5,1,14,8,,657,259,426,685
3180,North Harrison Com School Corp,2633,North Harrison Elementary School,,3,2,11,10,,564,281,309,590
3190,South Harrison Com Schools,2640,Corydon Central High School,1,3,5,25,40,,617,306,385,691
3190,South Harrison Com Schools,2643,Corydon Central Jr High School,2,1,3,14,17,,327,173,191,364
3190,South Harrison Com Schools,2645,Corydon Elementary School,3,8,3,34,43,,532,338,285,623
3190,South Harrison Com Schools,2649,New Middletown Elementary School,,,,,14,,94,43,65,108
3190,South Harrison Com Schools,2653,Heth-Washington Elementary School,2,,,3,6,,147,107,51,158
3190,South Harrison Com Schools,2663,Corydon Intermediate School,,1,1,18,33,,413,232,234,466
3190,South Harrison Com Schools,2667,South Central Elementary,,,,5,9,,259,152,121,273
3190,South Harrison Com Schools,2670,South Central Jr & Sr High School,,2,3,7,9,,370,160,231,391
3295,North West Hendricks Schools,2682,Tri-West Middle School,2,,4,7,16,2,443,92,382,474
3295,North West Hendricks Schools,2684,Pittsboro Primary School,1,4,8,2,6,1,282,58,246,304
3295,North West Hendricks Schools,2685,North Salem Elementary School,1,1,1,2,3,,229,57,180,237
3295,North West Hendricks Schools,2725,Pittsboro Elementary School,1,,4,4,4,,255,52,216,268
3295,North West Hendricks Schools,2731,Tri-West Senior High School,,6,5,14,12,,553,106,484,590
3305,Brownsburg Community School Corp,2706,Brown Elementary School,,9,53,42,38,,477,132,487,619
3305,Brownsburg Community School Corp,2707,Brownsburg Early Childhood Center,,13,24,15,15,,181,53,195,248
3305,Brownsburg Community School Corp,2709,Brownsburg High School,3,80,356,169,134,3,2078,673,2150,2823
3305,Brownsburg Community School Corp,2711,Eagle Elementary School,2,19,103,46,30,,454,148,506,654
3305,Brownsburg Community School Corp,2713,Brownsburg West Middle School,1,16,97,66,51,1,673,226,679,905
3305,Brownsburg Community School Corp,2714,Reagan Elementary School,,22,80,39,42,,399,146,436,582
3305,Brownsburg Community School Corp,2718,Delaware Trail Elementary School,,18,78,38,47,,432,160,453,613
3305,Brownsburg Community School Corp,2720,Brownsburg East Middle School,1,33,202,55,57,2,829,318,861,1179
3305,Brownsburg Community School Corp,2723,White Lick Elementary School,1,23,79,44,35,1,397,126,454,580
3305,Brownsburg Community School Corp,2727,Cardinal Elementary School,,8,20,37,37,,479,169,412,581
3305,Brownsburg Community School Corp,2744,Lincoln Elementary School,,17,66,32,30,1,366,131,381,512
3315,Avon Community School Corp,2726,River Birch Elementary School,,25,71,66,59,1,590,245,567,812
3315,Avon Community School Corp,2728,Avon Intermediate School East,,37,113,64,51,,480,227,518,745
3315,Avon Community School Corp,2729,Avon Intermediate School West,1,39,97,80,46,1,495,250,509,759
3315,Avon Community School Corp,2730,Avon Middle School North,1,49,109,69,48,,521,239,558,797
3315,Avon Community School Corp,2733,Maple Elementary School,,28,64,45,39,,190,169,197,366
3315,Avon Community School Corp,2734,White Oak Elementary School,,10,48,44,31,,274,152,255,407
3315,Avon Community School Corp,2735,Sycamore Elementary School,2,34,96,39,46,,278,136,359,495
3315,Avon Community School Corp,2736,Avon Middle School South,1,44,113,73,28,1,494,248,506,754
3315,Avon Community School Corp,2737,Avon High School,6,143,439,296,161,1,2070,855,2261,3116
3315,Avon Community School Corp,2738,Cedar Elementary School,1,41,84,81,33,,441,235,446,681
3315,Avon Community School Corp,2739,Pine Tree Elementary School,,12,43,41,26,,212,136,198,334
3315,Avon Community School Corp,2740,Hickory Elementary School,1,39,62,37,23,,338,145,355,500
3325,Danville Community School Corp,2721,North Elementary School,3,5,10,13,22,,500,191,362,553
3325,Danville Community School Corp,2741,Danville Community High School,,8,17,12,33,1,732,200,603,803
3325,Danville Community School Corp,2743,Danville Middle School,3,6,18,22,32,2,694,273,504,777
3325,Danville Community School Corp,2745,South Elementary School,1,4,7,19,10,,347,134,254,388
3330,Plainfield Community School Corp,2748,Clarks Creek Elementary,,37,56,54,52,,757,278,678,956
3330,Plainfield Community School Corp,2749,Plainfield High School,1,57,60,81,59,1,1445,398,1306,1704
