year,mergecode,districtcode,white,black,hispanic,lowincome,totalenroll
18,255-281,255,66.4,15.4,10.6,66.0,500
18,255-285,255,83.04,4.38,4.79,34.47,731
18,255-291,255,92.22,1.64,2.59,21.28,733
18,255-294,255,5.56,36.39,14.44,93.89,360
18,255-297,255,50.37,29.3,9.62,65.66,1092
18,255-301,255,78.23,9.7,5.6,64.01,464
18,255-305,255,72.71,11.19,7.83,70.47,447
18,255-310,255,9.92,29.92,14.05,89.75,605
18,255-318,255,75.0,8.33,12.5,50.0,48
18,255-323,255,92.79,0.92,2.59,38.26,541
18,255-394,255,45.11,9.78,13.56,61.51,317
18,365-328,365,62.5,2.5,24.04,81.54,520
18,365-346,365,84.06,2.03,6.67,35.07,345
18,365-353,365,87.95,0.0,7.61,46.72,473
18,365-354,365,60.0,1.67,20.0,70.0,60
18,365-357,365,56.37,1.48,23.36,46.48,809
18,365-363,365,70.84,1.89,20.41,46.48,583
18,365-366,365,91.4,1.08,4.03,39.78,372
18,365-369,365,74.92,3.8,12.61,73.25,658
18,365-371,365,75.33,3.44,10.71,65.58,523
18,365-375,365,65.54,1.57,13.58,41.51,383
18,365-377,365,56.34,0.99,39.7,74.96,607
18,365-390,365,76.51,2.95,11.92,45.57,847
18,365-392,365,59.23,1.43,10.99,23.74,910
18,365-395,365,66.63,1.26,21.14,46.51,875
18,365-397,365,72.06,2.52,14.76,32.13,2026
18,365-399,365,83.56,2.24,7.66,34.06,1515
18,370-409,370,96.62,0.0,2.03,50.23,444
18,370-410,370,92.47,0.46,2.97,40.18,438
18,395-421,395,92.6,0.96,5.47,36.01,311
18,395-433,395,68.24,0.59,28.82,76.47,170
18,395-445,395,90.35,0.67,6.73,44.0,891
18,395-446,395,88.96,0.65,6.71,58.01,462
18,515-485,515,91.63,0.93,3.26,59.53,215
18,515-489,515,94.46,0.18,2.58,52.03,542
18,515-491,515,93.7,0.42,0.84,62.61,238
18,515-494,515,91.96,0.0,4.2,59.79,286
18,515-501,515,92.65,0.52,2.36,63.52,381
18,615-521,615,96.15,0.21,1.93,35.76,467
18,615-537,615,94.44,0.22,2.0,38.89,450
18,615-539,615,95.22,0.13,2.64,32.2,795
18,630-510,630,79.15,3.43,5.19,7.69,1079
18,630-511,630,87.56,0.77,3.07,3.92,1174
18,630-512,630,85.34,2.2,4.05,5.76,1998
18,630-514,630,77.92,2.03,6.35,6.6,394
18,630-517,630,89.2,0.37,3.31,2.58,815
18,630-541,630,84.97,1.53,4.91,3.22,652
18,630-542,630,82.36,2.81,5.25,8.07,533
18,630-544,630,71.55,2.89,7.22,2.27,485
18,665-534,665,80.26,4.68,6.75,27.01,385
18,665-553,665,87.91,2.38,5.95,35.58,1009
18,665-557,665,83.98,1.86,8.32,40.99,805
18,665-561,665,91.87,1.9,5.15,20.87,369
18,665-565,665,87.07,0.81,8.89,46.06,495
18,665-569,665,81.88,2.24,7.61,78.3,447
18,670-571,670,94.14,0.73,2.56,52.01,273
18,670-573,670,92.93,0.0,2.11,42.11,665
18,670-577,670,92.72,0.97,1.94,50.97,206
18,670-581,670,95.26,0.43,2.59,61.21,232
18,670-585,670,95.65,0.62,0.31,54.97,322
18,670-587,670,93.22,0.0,2.37,48.14,295
18,750-621,750,91.98,0.93,3.7,29.01,324
18,750-623,750,95.26,0.0,3.68,35.26,190
18,750-629,750,91.28,1.01,4.7,44.63,596
18,755-609,755,87.11,0.86,10.32,58.17,349
18,755-637,755,86.78,0.24,9.86,44.95,416
18,755-641,755,85.71,1.08,10.29,58.83,651
18,775-645,775,90.02,0.89,5.76,42.79,451
18,775-649,775,90.55,0.79,3.94,49.21,508
18,815-689,815,90.31,0.88,7.05,32.16,454
18,815-691,815,86.58,0.0,8.31,40.58,313
18,815-695,815,87.23,0.18,5.84,46.53,548
18,875-701,875,55.74,0.98,38.11,53.03,1220
18,875-702,875,46.89,0.64,44.82,59.33,627
18,875-705,875,55.21,0.52,36.98,65.36,384
18,875-709,875,52.93,2.44,40.98,53.9,410
18,875-711,875,47.99,1.06,43.26,52.72,846
18,875-713,875,42.05,0.91,50.0,77.73,440
18,875-715,875,51.24,2.17,41.61,56.83,322
18,940-765,940,93.67,0.38,3.26,34.55,521
18,940-767,940,92.41,0.74,2.83,38.69,672
18,940-777,940,87.8,0.87,6.64,26.03,918
18,940-781,940,85.05,1.6,7.84,29.9,689
18,940-789,940,81.8,1.44,10.78,34.13,835
18,940-813,940,94.36,0.59,2.97,32.05,337
18,940-815,940,96.14,1.29,2.25,30.23,311
18,940-818,940,82.23,0.83,10.12,33.26,484
18,1000-833,1000,72.27,9.09,8.41,60.0,440
18,1000-845,1000,65.46,9.49,14.04,73.06,527
18,1000-851,1000,72.24,9.18,9.41,66.12,425
18,1010-755,1010,45.18,27.11,10.04,63.05,498
18,1010-761,1010,69.68,10.64,6.91,43.62,376
18,1010-801,1010,38.14,20.55,25.69,74.9,506
18,1010-805,1010,77.2,7.1,5.42,28.41,535
18,1010-807,1010,90.55,0.0,3.58,54.72,307
18,1010-809,1010,93.6,0.0,3.78,49.42,344
18,1010-821,1010,82.61,3.3,9.34,41.24,696
18,1010-825,1010,77.8,4.31,9.91,53.02,464
18,1010-829,1010,78.0,3.73,9.63,55.4,509
18,1010-849,1010,57.01,19.4,12.44,54.79,2026
18,1010-853,1010,59.19,21.99,7.98,60.99,664
18,1010-863,1010,83.33,4.07,9.5,48.84,516
18,1010-865,1010,57.22,18.8,8.45,75.2,367
18,1010-869,1010,55.66,14.62,9.43,73.11,212
18,1010-871,1010,64.62,12.08,9.32,57.42,472
18,1010-877,1010,27.12,35.59,15.82,85.88,177
18,1010-879,1010,25.18,9.82,55.89,85.18,560
18,1010-883,1010,49.64,17.62,20.75,61.63,959
18,1010-886,1010,65.31,24.49,2.04,77.55,49
18,1010-891,1010,49.43,32.18,4.6,57.47,87
18,1125-895,1125,96.24,0.0,2.31,45.09,346
18,1125-897,1125,96.3,0.26,1.59,39.95,378
18,1125-901,1125,94.7,0.0,0.71,41.34,283
18,1125-907,1125,93.6,0.0,2.02,51.52,297
18,1125-923,1125,96.05,0.0,1.19,60.47,253
18,1125-925,1125,94.74,0.61,2.2,57.28,817
18,1125-933,1125,95.45,0.79,1.38,52.32,1011
18,1125-941,1125,93.57,0.8,2.41,75.5,249
18,1125-942,1125,92.96,0.0,3.87,82.75,284
18,1125-949,1125,90.81,0.0,3.68,77.21,272
18,1150-957,1150,94.88,0.73,2.93,43.17,410
18,1150-961,1150,92.99,1.24,3.3,49.9,485
18,1160-977,1160,90.0,0.37,9.26,42.41,540
18,1160-981,1160,91.14,0.15,7.24,46.23,677
18,1170-997,1170,46.64,0.98,50.54,70.82,922
18,1170-999,1170,45.27,0.15,52.55,81.22,687
18,1170-1014,1170,46.3,0.85,50.32,70.82,473
18,1170-1015,1170,41.3,0.87,56.3,80.22,460
18,1170-1020,1170,47.02,0.64,49.11,86.63,621
18,1180-1021,1180,94.59,0.93,2.05,25.37,536
18,1180-1033,1180,95.77,0.22,2.67,34.74,449
18,1300-1037,1300,94.83,0.0,1.15,60.34,174
18,1300-1045,1300,96.17,0.0,1.92,73.18,261
18,1300-1059,1300,95.78,0.0,2.0,55.11,450
18,1300-1061,1300,96.0,0.57,1.14,64.57,350
18,1300-1065,1300,95.16,0.69,2.42,66.09,289
18,1315-1069,1315,97.27,0.5,0.74,28.04,403
18,1315-1073,1315,95.17,0.0,2.76,37.93,145
18,1315-1075,1315,98.02,0.33,1.32,32.34,303
18,1375-1090,1375,95.05,0.41,2.48,45.25,727
18,1375-1121,1375,95.45,0.62,1.45,44.1,483
18,1405-1103,1405,50.34,6.26,39.37,93.06,447
18,1405-1105,1405,96.53,0.0,1.73,35.26,173
18,1405-1123,1405,70.83,2.86,22.66,67.19,384
18,1405-1125,1405,75.62,3.65,16.56,60.63,767
18,1405-1129,1405,78.12,2.64,13.94,55.29,416
18,1405-1133,1405,63.64,5.02,28.47,82.54,418
18,1560-1189,1560,97.44,0.0,1.2,23.16,665
18,1560-1190,1560,95.66,0.33,1.52,25.73,921
18,1560-1193,1560,95.54,0.36,1.61,19.11,560
18,1560-7211,1560,92.29,0.51,5.14,41.13,389
18,1560-7213,1560,96.85,0.24,0.63,19.16,1268
18,1600-1141,1600,96.02,0.0,0.8,51.79,251
18,1600-1165,1600,95.75,0.0,0.77,40.54,259
18,1600-1169,1600,95.7,0.0,1.08,67.74,186
18,1600-1172,1600,96.38,0.56,1.11,50.14,359
18,1600-1179,1600,95.69,0.0,1.79,40.31,836
18,1600-1197,1600,94.88,0.88,1.24,56.89,566
18,1620-1177,1620,92.64,0.94,2.19,31.61,639
18,1620-1209,1620,88.24,0.84,2.73,43.49,476
18,1620-1210,1620,88.0,0.84,3.58,41.05,475
18,1620-1217,1620,88.68,1.92,1.92,45.09,468
18,1655-1263,1655,96.53,0.22,2.17,47.72,461
18,1655-1265,1655,95.46,0.43,2.38,61.12,463
18,1655-1266,1655,96.08,0.0,1.68,48.13,536
18,1655-1267,1655,96.2,0.19,1.71,37.45,526
18,1730-1268,1730,91.48,0.14,3.85,41.76,728
18,1730-1269,1730,90.96,0.0,4.02,52.81,498
18,1730-1270,1730,91.86,0.63,4.02,57.19,946
18,1805-1317,1805,91.76,2.06,3.8,38.35,631
18,1805-1321,1805,93.75,0.96,2.88,61.3,416
18,1805-1335,1805,96.66,0.67,1.0,37.79,299
18,1820-1325,1820,92.89,0.17,2.71,45.01,591
18,1820-1329,1820,90.9,0.91,1.95,54.36,769
18,1820-1331,1820,91.81,0.72,3.86,52.29,415
18,1835-1341,1835,90.5,0.0,5.5,75.5,200
18,1835-1345,1835,93.01,0.17,3.14,34.76,1145
18,1835-1346,1835,92.4,0.26,4.25,39.3,776
18,1835-1351,1835,89.14,0.49,6.09,45.23,608
18,1835-1357,1835,92.23,0.35,3.71,46.29,566
18,1835-1359,1835,93.53,0.65,2.91,48.87,309
18,1875-1365,1875,87.97,2.44,2.93,36.59,615
18,1875-1367,1875,92.62,2.41,1.28,44.78,623
18,1875-1369,1875,93.79,1.38,1.03,36.21,870
18,1875-1409,1875,93.75,0.0,2.21,60.29,272
18,1875-1520,1875,94.18,0.0,1.03,63.01,292
18,1885-1372,1885,90.32,0.0,4.84,51.61,496
18,1885-1412,1885,83.33,0.0,8.33,66.67,12
18,1885-1413,1885,90.4,0.27,6.67,56.0,375
18,1895-1375,1895,94.43,1.06,0.53,38.46,377
18,1895-1377,1895,92.76,2.07,1.38,53.45,290
18,1895-1381,1895,92.93,0.71,1.41,57.6,566
18,1900-1385,1900,94.56,0.23,1.81,54.65,441
18,1900-1386,1900,94.12,1.34,2.14,36.9,374
18,1910-1387,1910,82.87,5.77,3.5,33.39,572
18,1910-1389,1910,84.27,3.75,4.12,29.21,801
18,1910-1393,1910,85.74,4.24,2.38,39.22,589
18,1910-1395,1910,83.73,4.63,1.12,37.8,627
18,1940-1401,1940,92.12,0.95,1.19,41.29,419
18,1940-1405,1940,94.49,0.57,1.33,54.18,526
18,1970-1421,1970,61.43,24.32,3.73,72.32,1369
18,1970-1431,1970,57.54,23.57,5.89,73.14,577
18,1970-1437,1970,63.02,20.77,4.19,86.7,549
18,1970-1470,1970,67.23,15.34,3.22,85.42,528
18,1970-1482,1970,65.56,15.56,3.89,92.41,540
18,1970-1485,1970,32.13,48.05,5.11,93.99,333
18,1970-1496,1970,60.64,13.12,7.29,70.55,343
18,1970-1513,1970,59.3,20.25,5.32,66.05,489
18,1970-1517,1970,65.63,9.3,6.2,61.41,355
18,1970-1524,1970,64.62,16.92,5.38,99.23,130
18,2040-1543,2040,97.65,0.0,2.35,16.47,85
18,2040-1545,2040,95.7,0.0,2.51,17.92,279
18,2040-1549,2040,98.11,0.0,0.38,26.42,265
18,2040-1577,2040,97.45,0.0,1.45,26.91,275
18,2100-1563,2100,92.71,0.0,5.26,34.82,247
18,2100-1581,2100,93.77,0.0,4.15,20.42,289
18,2100-1583,2100,94.3,0.17,3.02,23.66,596
18,2100-1586,2100,93.2,0.49,4.37,26.21,206
18,2110-1529,2110,96.88,0.0,1.56,33.85,192
18,2110-1587,2110,75.64,0.26,22.82,43.85,390
18,2110-1588,2110,73.0,0.19,25.33,42.83,537
18,2110-1590,2110,52.93,0.33,43.97,66.45,614
18,2120-1569,2120,93.19,0.55,2.95,12.89,543
18,2120-1575,2120,80.96,0.28,16.64,34.41,709
18,2120-1593,2120,83.09,0.64,12.89,26.42,1094
18,2120-1597,2120,66.67,1.4,26.57,54.31,429
18,2120-1601,2120,70.73,0.52,25.65,60.1,386
18,2155-1613,2155,90.35,0.75,6.27,24.81,798
18,2155-1621,2155,95.38,0.66,2.42,21.54,455
18,2155-1649,2155,92.25,0.23,7.04,27.0,426
18,2155-1652,2155,89.57,1.06,6.38,21.06,470
18,2260-1701,2260,83.75,2.3,9.36,34.81,566
18,2260-1703,2260,81.29,1.23,9.2,39.88,326
18,2260-1705,2260,80.76,1.27,7.59,45.82,395
18,2260-1707,2260,79.76,1.9,9.52,47.23,578
18,2270-1713,2270,46.29,9.81,36.35,56.98,795
18,2270-1715,2270,51.22,8.11,32.38,47.94,1677
18,2270-1718,2270,44.46,7.43,39.74,60.73,848
18,2270-1721,2270,55.31,6.52,32.4,48.6,537
18,2270-1723,2270,63.95,3.0,26.18,44.21,466
18,2270-1725,2270,47.97,17.18,27.45,62.53,419
18,2270-1729,2270,13.83,12.69,68.18,82.39,528
18,2275-1656,2275,76.63,1.26,16.33,39.7,398
18,2275-1657,2275,84.0,0.89,11.02,29.24,1125
18,2275-1697,2275,92.01,0.35,4.17,44.1,288
18,2275-1731,2275,84.65,1.24,10.37,32.23,723
18,2275-1732,2275,88.41,2.17,5.07,29.71,276
18,2275-1733,2275,85.27,1.16,9.58,24.82,1378
18,2275-1734,2275,90.08,0.57,5.95,24.93,353
18,2285-1669,2285,85.12,1.61,7.37,32.71,746
18,2285-1735,2285,81.01,2.33,9.88,28.49,516
18,2285-1737,2285,85.7,1.37,8.47,27.57,874
18,2285-1743,2285,89.42,0.76,6.8,42.57,397
18,2285-1747,2285,84.62,0.43,10.26,41.67,468
18,2305-1617,2305,61.3,14.16,11.9,58.28,664
18,2305-1673,2305,51.8,4.16,35.16,72.02,529
18,2305-1679,2305,72.6,3.88,11.42,34.7,438
18,2305-1681,2305,54.05,11.24,20.66,55.37,605
18,2305-1693,2305,60.37,3.23,25.81,64.06,434
18,2305-1749,2305,40.99,13.28,38.67,56.64,1642
18,2305-1750,2305,47.39,14.62,28.4,59.22,1648
18,2305-1752,2305,40.48,26.79,23.21,63.99,336
18,2305-1753,2305,50.07,12.41,30.96,63.04,717
18,2305-1761,2305,43.17,19.0,27.33,67.5,600
18,2305-1763,2305,30.5,12.93,48.07,72.97,518
18,2305-1765,2305,26.03,20.61,45.12,85.68,461
18,2305-1769,2305,16.96,30.92,47.13,73.57,401
18,2305-1773,2305,37.21,18.34,33.16,76.37,567
18,2305-1777,2305,9.91,27.61,55.93,91.68,565
18,2305-1785,2305,56.08,6.91,26.52,53.18,724
18,2305-1789,2305,15.31,24.36,52.67,87.24,431
18,2305-1797,2305,46.61,11.44,30.51,69.07,472
18,2305-1801,2305,9.0,37.52,48.39,89.98,589
18,2305-1817,2305,46.33,12.59,30.94,74.3,572
18,2315-1629,2315,36.67,2.78,56.29,66.43,1549
18,2315-1633,2315,37.14,3.03,54.79,66.22,595
18,2315-1641,2315,36.2,0.8,56.2,70.2,500
18,2315-1821,2315,41.96,1.95,51.49,58.4,1952
18,2315-1829,2315,25.52,2.37,66.17,81.01,337
18,2315-1833,2315,39.75,3.56,51.88,74.27,478
18,2315-1843,2315,49.49,3.3,42.39,61.68,394
18,2315-1847,2315,46.78,1.52,45.83,60.42,528
18,2315-1849,2315,31.73,1.13,63.46,75.64,353
18,2395-1869,2395,96.68,0.0,0.37,62.73,271
18,2395-1889,2395,94.25,1.05,1.92,52.54,1043
18,2395-1895,2395,94.54,1.06,1.58,59.68,568
18,2395-1897,2395,95.09,0.31,0.61,63.19,326
18,2395-1909,2395,92.13,2.3,1.31,72.79,305
18,2395-1913,2395,90.83,1.11,3.33,79.72,360
18,2395-1917,2395,91.04,2.31,2.31,81.5,346
18,2395-1921,2395,96.79,0.36,0.71,60.36,280
18,2400-1925,2400,67.32,14.23,7.01,57.42,1827
18,2400-1929,2400,93.79,0.34,3.02,23.15,596
18,2400-1930,2400,91.65,1.07,3.08,16.14,1784
18,2400-1931,2400,90.94,0.96,2.34,18.07,1666
18,2400-1933,2400,67.0,16.95,6.42,73.02,997
18,2400-1937,2400,62.9,14.19,11.51,53.76,930
18,2400-1943,2400,66.11,11.74,6.04,68.79,298
18,2400-1949,2400,47.65,14.12,25.59,82.94,340
18,2400-1953,2400,92.25,0.75,1.5,18.75,400
18,2400-1957,2400,78.91,7.03,3.87,34.09,569
18,2400-1961,2400,46.09,31.25,8.59,82.81,256
18,2400-1966,2400,92.44,0.71,2.0,14.84,701
18,2400-1974,2400,73.13,12.02,5.04,59.04,774
18,2400-1981,2400,61.09,20.92,2.93,79.5,239
18,2400-1994,2400,73.17,8.54,6.1,59.76,82
18,2435-2053,2435,92.79,0.66,3.28,49.18,305
18,2435-2057,2435,92.31,0.27,4.77,50.4,377
18,2440-2005,2440,92.1,0.0,5.15,37.46,291
18,2440-2009,2440,89.26,0.48,5.49,43.68,419
18,2440-2013,2440,93.39,0.88,3.08,43.17,227
18,2455-2021,2455,90.38,0.18,7.08,54.08,551
18,2455-2022,2455,88.82,0.2,8.13,47.15,492
18,2475-2082,2475,98.71,0.0,0.65,73.23,310
18,2475-2083,2475,98.22,0.13,0.64,38.09,785
18,2475-2123,2475,97.9,0.21,0.63,49.79,476
18,2475-2125,2475,98.33,0.37,0.37,53.52,540
18,2475-2127,2475,100.0,0.0,0.0,39.05,274
18,2645-2173,2645,88.81,0.19,5.78,41.79,536
18,2645-2177,2645,90.17,1.23,4.42,51.84,407
18,2645-2181,2645,87.02,0.72,7.45,61.06,416
18,2645-2185,2645,91.65,0.23,5.1,55.92,431
18,2650-2157,2650,91.33,0.29,6.94,42.77,346
18,2650-2159,2650,91.98,0.0,5.56,38.89,324
18,2725-2189,2725,95.12,0.0,0.0,39.02,123
18,2725-2194,2725,97.58,0.0,1.61,41.94,124
18,2725-2201,2725,97.59,0.0,1.2,50.6,83
18,2725-2233,2725,97.27,0.39,0.39,39.06,256
18,2725-2237,2725,92.11,0.66,1.97,55.26,304
18,2735-2223,2735,80.94,4.5,4.71,56.96,467
18,2735-2225,2735,82.74,3.57,3.17,55.56,504
18,2735-2249,2735,84.27,3.15,2.98,47.02,604
18,2735-2257,2735,84.33,3.31,4.42,62.69,453
18,2765-2205,2765,95.11,0.0,3.53,12.77,368
18,2765-2211,2765,95.48,0.29,1.6,18.08,686
18,2765-2214,2765,93.03,0.4,1.59,32.07,502
18,2765-2241,2765,93.91,0.65,1.52,39.13,460
18,2815-2263,2815,93.05,0.2,4.7,42.94,489
18,2815-2264,2815,90.88,1.61,3.49,57.1,373
18,2815-2291,2815,82.61,4.35,4.35,30.43,23
18,2815-2293,2815,93.03,0.6,3.98,33.27,502
18,2815-2299,2815,88.98,1.57,6.69,38.98,254
18,2825-2321,2825,93.85,0.18,2.81,45.69,569
18,2825-2329,2825,92.9,0.82,2.73,57.65,366
18,2825-5037,2825,88.97,0.38,4.94,53.23,263
18,2855-2333,2855,87.01,1.72,3.19,56.25,816
18,2855-2335,2855,86.25,1.25,4.64,61.79,560
18,2855-2344,2855,82.33,1.87,3.74,70.89,481
18,2855-2346,2855,82.88,3.75,6.16,68.17,666
18,2865-2350,2865,49.82,19.71,14.16,72.4,558
18,2865-2351,2865,50.75,24.25,9.96,58.36,1064
18,2865-2357,2865,47.17,24.53,13.63,69.81,477
18,2865-2369,2865,49.44,16.76,18.44,80.45,358
18,2865-2370,2865,51.78,20.41,8.88,40.83,338
18,2865-2393,2865,57.03,14.05,8.11,70.27,370
18,2865-2405,2865,55.42,13.0,15.17,59.13,323
18,2865-2409,2865,43.79,29.5,13.35,73.29,322
18,2865-2416,2865,100.0,0.0,0.0,0.0,1
18,2920-2417,2920,93.62,0.41,4.12,46.91,486
18,2920-2419,2920,94.74,0.26,2.11,37.63,380
18,2940-2433,2940,92.84,0.42,3.16,49.26,475
18,2940-2435,2940,94.69,0.0,1.33,40.85,377
18,2940-2436,2940,93.0,0.29,2.33,48.69,343
18,2950-2437,2950,96.59,0.0,1.84,41.47,381
18,2950-2438,2950,94.05,0.0,3.4,46.46,353
18,2950-2441,2950,94.96,0.0,3.71,50.59,674
18,2960-2445,2960,97.46,0.56,1.41,49.72,354
18,2960-2449,2960,96.38,0.24,1.45,60.14,414
18,2980-2429,2980,94.53,0.0,3.65,44.89,274
18,2980-2457,2980,87.84,2.25,5.86,56.76,222
18,2980-2460,2980,93.4,0.66,4.29,58.09,303
18,3005-2466,3005,72.75,8.43,5.43,10.97,866
18,3005-2468,3005,69.42,4.96,7.3,20.11,726
18,3005-2469,3005,73.67,7.96,7.96,18.81,452
18,3005-2470,3005,73.47,6.97,7.82,19.9,588
18,3005-2471,3005,68.71,10.09,6.58,16.96,684
18,3005-2473,3005,82.73,2.54,4.12,6.02,631
18,3005-2474,3005,75.78,5.71,4.84,3.6,805
18,3005-2475,3005,77.26,4.77,4.02,8.17,796
18,3005-2476,3005,70.32,8.63,7.76,21.24,1031
18,3005-2479,3005,67.79,11.38,8.41,23.69,975
18,3005-2481,3005,71.73,7.68,8.33,25.65,612
18,3005-2482,3005,66.52,9.36,10.07,20.43,705
18,3005-2483,3005,71.7,7.01,8.83,12.33,827
18,3005-2485,3005,74.83,8.54,5.88,15.85,902
18,3005-2486,3005,74.72,7.4,6.51,15.34,906
18,3005-2487,3005,72.64,8.01,6.97,17.88,3384
18,3005-2489,3005,75.95,6.72,5.56,8.21,1206
18,3005-2490,3005,77.45,5.81,6.41,12.93,998
18,3005-2497,3005,79.66,4.66,5.64,21.32,408
18,3005-2499,3005,75.31,7.64,5.46,12.25,3208
18,3005-2500,3005,74.89,6.76,8.15,15.77,932
18,3025-2477,3025,93.8,1.62,3.1,27.9,742
18,3025-2478,3025,91.19,1.84,3.28,38.73,488
18,3025-2501,3025,92.07,1.38,3.79,36.03,580
18,3025-2502,3025,94.39,0.56,3.18,32.71,535
18,3030-2491,3030,78.82,4.02,9.52,18.14,1218
18,3030-2492,3030,86.36,1.95,3.25,9.52,462
18,3030-2493,3030,81.65,3.57,7.54,16.56,2240
18,3030-2494,3030,79.47,4.76,8.7,16.91,609
18,3030-2495,3030,71.49,2.97,17.03,28.71,505
18,3030-2496,3030,88.25,2.15,1.82,3.31,604
18,3030-2498,3030,71.37,6.32,14.74,33.47,475
18,3030-2503,3030,80.02,4.16,7.99,18.19,1226
18,3030-2504,3030,85.61,3.86,2.11,9.65,570
18,3055-2463,3055,95.2,0.3,3.0,33.33,333
18,3055-2465,3055,90.04,0.0,5.98,46.81,502
18,3055-6780,3055,92.28,0.0,5.69,41.87,246
18,3060-2505,3060,74.49,4.07,3.24,10.12,5060
18,3060-2506,3060,75.67,2.84,2.99,10.25,1336
18,3060-2507,3060,77.5,2.92,1.46,8.33,480
18,3060-2508,3060,81.28,2.55,3.55,10.64,705
18,3060-2509,3060,81.7,2.91,2.49,18.71,481
18,3060-2510,3060,54.1,3.36,1.35,2.83,743
