year,mergecode,districtcode,black,hispanic,white,lowincome,droprate,totalenroll,charter,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,state,year_21
19,644-5067georgia,644georgia,96.0,2.0,1.0,71.0,5.5,1345,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-5067georgia,644georgia,96.0,2.0,0.0,63.0,3.1,1258,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,647-4062georgia,647georgia,86.0,1.0,10.0,100.0,4.4,1341,0,130183000000.0,0.0,0.0,1.0,0.0,georgia,0
18,647-4062georgia,647georgia,86.0,1.0,10.0,27.0,2.3,1478,0,130183000000.0,0.0,0.0,1.0,0.0,georgia,0
19,647-4062georgia,647georgia,87.0,1.0,8.0,100.0,3.0,1467,0,130183000000.0,0.0,0.0,1.0,0.0,georgia,0
21,647-4062georgia,647georgia,89.0,2.0,6.0,100.0,1.4,1429,0,130183000000.0,0.0,1.0,0.0,1.0,georgia,1
17,648-0100georgia,648georgia,55.0,10.0,30.0,43.0,1.5,1533,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
18,648-0100georgia,648georgia,56.0,10.0,27.0,43.0,0.9,1556,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
19,648-0100georgia,648georgia,57.0,11.0,24.0,43.0,1.2,1583,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
21,648-0100georgia,648georgia,59.0,13.0,21.0,38.0,1.5,1533,0,130186000000.0,1.0,0.0,0.0,0.5,georgia,1
17,648-0175georgia,648georgia,54.0,24.0,17.0,72.0,3.8,1763,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
18,648-0175georgia,648georgia,54.0,26.0,15.0,74.0,4.4,1773,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
19,648-0175georgia,648georgia,51.0,30.0,15.0,73.0,4.1,1707,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
21,648-0175georgia,648georgia,51.0,34.0,11.0,62.0,3.0,1600,0,130186000000.0,1.0,0.0,0.0,0.5,georgia,1
17,648-0187georgia,648georgia,27.0,8.0,59.0,37.0,1.4,1857,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
18,648-0187georgia,648georgia,27.0,9.0,57.0,38.0,1.4,2000,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
19,648-0187georgia,648georgia,28.0,10.0,56.0,38.0,1.5,1867,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
21,648-0187georgia,648georgia,29.0,11.0,52.0,35.0,0.7,2000,0,130186000000.0,1.0,0.0,0.0,0.5,georgia,1
17,648-0212georgia,648georgia,77.0,10.0,9.0,63.0,3.5,1857,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
18,648-0212georgia,648georgia,78.0,10.0,9.0,63.0,3.5,1771,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
19,648-0212georgia,648georgia,79.0,11.0,6.0,63.0,2.4,1750,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
21,648-0212georgia,648georgia,78.0,12.0,5.0,52.0,1.9,1842,0,130186000000.0,1.0,0.0,0.0,0.5,georgia,1
17,648-4050georgia,648georgia,64.0,12.0,17.0,61.0,2.6,2154,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
18,648-4050georgia,648georgia,66.0,13.0,16.0,63.0,3.1,2129,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
19,648-4050georgia,648georgia,67.0,13.0,14.0,64.0,3.2,2094,0,130186000000.0,0.0,0.0,1.0,0.0,georgia,0
21,648-4050georgia,648georgia,68.0,15.0,11.0,53.0,2.2,2091,0,130186000000.0,1.0,0.0,0.0,0.5,georgia,1
17,651-0197georgia,651georgia,9.0,6.0,80.0,26.0,2.1,1714,0,130198000000.0,0.0,0.0,1.0,0.0,georgia,0
18,651-0197georgia,651georgia,11.0,7.0,77.0,29.0,2.4,1750,0,130198000000.0,0.0,0.0,1.0,0.0,georgia,0
19,651-0197georgia,651georgia,11.0,8.0,76.0,28.0,1.8,1722,0,130198000000.0,0.0,0.0,1.0,0.0,georgia,0
21,651-0197georgia,651georgia,12.0,10.0,71.0,26.0,1.6,1938,0,130198000000.0,0.0,0.0,1.0,0.0,georgia,1
17,651-0390georgia,651georgia,21.0,7.0,67.0,37.0,1.8,1944,0,130198000000.0,0.0,0.0,1.0,0.0,georgia,0
18,651-0390georgia,651georgia,22.0,7.0,67.0,38.0,2.5,1920,0,130198000000.0,0.0,0.0,1.0,0.0,georgia,0
19,651-0390georgia,651georgia,20.0,7.0,69.0,38.0,2.8,1929,0,130198000000.0,0.0,0.0,1.0,0.0,georgia,0
21,651-0390georgia,651georgia,21.0,7.0,67.0,32.0,2.8,2036,0,130198000000.0,0.0,0.0,1.0,0.0,georgia,1
17,652-0176georgia,652georgia,32.0,9.0,56.0,59.0,2.9,862,0,130201000000.0,0.0,0.0,1.0,0.0,georgia,0
18,652-0176georgia,652georgia,32.0,11.0,55.0,56.0,1.5,867,0,130201000000.0,0.0,0.0,1.0,0.0,georgia,0
19,652-0176georgia,652georgia,31.0,11.0,55.0,56.0,2.0,850,0,130201000000.0,0.0,0.0,1.0,0.0,georgia,0
21,652-0176georgia,652georgia,32.0,12.0,51.0,47.0,3.6,861,0,130201000000.0,0.2,0.0,0.8,0.1,georgia,1
17,653-0189georgia,653georgia,48.0,6.0,43.0,87.0,4.8,771,0,130204000000.0,0.0,0.0,1.0,0.0,georgia,0
18,653-0189georgia,653georgia,47.0,8.0,42.0,88.0,4.3,791,0,130204000000.0,0.0,0.0,1.0,0.0,georgia,0
19,653-0189georgia,653georgia,46.0,9.0,42.0,87.0,2.8,750,0,130204000000.0,0.0,0.0,1.0,0.0,georgia,0
21,653-0189georgia,653georgia,48.0,9.0,40.0,87.0,4.1,805,0,130204000000.0,0.0,0.0,1.0,0.0,georgia,1
17,656-0192georgia,656georgia,56.0,16.0,20.0,34.0,2.3,1304,0,130213000000.0,0.0,0.0,1.0,0.0,georgia,0
18,656-0192georgia,656georgia,57.0,16.0,18.0,37.0,1.6,1188,0,130213000000.0,0.0,0.0,1.0,0.0,georgia,0
19,656-0192georgia,656georgia,59.0,16.0,17.0,35.0,2.8,1214,0,130213000000.0,0.0,0.0,1.0,0.0,georgia,0
21,656-0192georgia,656georgia,60.0,18.0,16.0,33.0,3.7,1243,0,130213000000.0,0.2,0.0,0.8,0.1,georgia,1
17,656-0398georgia,656georgia,58.0,11.0,18.0,40.0,2.2,1455,0,130213000000.0,0.0,0.0,1.0,0.0,georgia,0
18,656-0398georgia,656georgia,58.0,12.0,17.0,41.0,1.6,1500,0,130213000000.0,0.0,0.0,1.0,0.0,georgia,0
19,656-0398georgia,656georgia,57.0,13.0,16.0,38.0,2.0,1450,0,130213000000.0,0.0,0.0,1.0,0.0,georgia,0
21,656-0398georgia,656georgia,62.0,13.0,13.0,36.0,2.1,1429,0,130213000000.0,0.2,0.0,0.8,0.1,georgia,1
17,658-0107georgia,658georgia,3.0,11.0,78.0,11.0,1.2,2750,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,0
18,658-0107georgia,658georgia,3.0,12.0,77.0,11.0,0.9,2889,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,0
19,658-0107georgia,658georgia,3.0,11.0,77.0,10.0,0.7,2714,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,0
21,658-0107georgia,658georgia,4.0,12.0,74.0,8.0,0.8,2625,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,1
17,658-0195georgia,658georgia,2.0,12.0,81.0,18.0,1.2,2667,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,0
18,658-0195georgia,658georgia,3.0,13.0,80.0,19.0,1.5,2600,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,0
19,658-0195georgia,658georgia,3.0,14.0,79.0,19.0,1.7,2647,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,0
21,658-0195georgia,658georgia,4.0,16.0,75.0,17.0,1.2,2750,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,1
17,658-5050georgia,658georgia,3.0,24.0,66.0,27.0,1.8,2500,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,0
18,658-5050georgia,658georgia,3.0,25.0,65.0,26.0,1.6,2688,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,0
19,658-5050georgia,658georgia,3.0,25.0,64.0,26.0,1.1,2545,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,0
21,658-5050georgia,658georgia,5.0,27.0,60.0,23.0,1.2,2583,0,130222000000.0,0.0,0.0,1.0,0.0,georgia,1
17,659-3050georgia,659georgia,10.0,6.0,80.0,49.0,3.1,1226,0,130225000000.0,0.0,0.0,1.0,0.0,georgia,0
18,659-3050georgia,659georgia,10.0,7.0,80.0,47.0,2.5,1200,0,130225000000.0,0.0,0.0,1.0,0.0,georgia,0
19,659-3050georgia,659georgia,9.0,7.0,81.0,44.0,2.1,1143,0,130225000000.0,0.0,0.0,1.0,0.0,georgia,0
21,659-3050georgia,659georgia,9.0,8.0,77.0,38.0,1.9,1105,0,130225000000.0,0.0,0.0,1.0,0.0,georgia,1
17,660-0106georgia,660georgia,11.0,11.0,64.0,12.0,0.9,2444,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-0106georgia,660georgia,11.0,12.0,62.0,12.0,1.0,2500,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-0106georgia,660georgia,10.0,13.0,62.0,11.0,0.9,2333,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-0106georgia,660georgia,10.0,13.0,60.0,8.0,0.5,2200,0,130228000000.0,0.0,0.9,0.1,0.9,georgia,1
17,660-0176georgia,660georgia,95.0,3.0,0.0,100.0,4.3,1744,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-0176georgia,660georgia,95.0,4.0,0.0,100.0,6.7,1776,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-0176georgia,660georgia,95.0,3.0,1.0,100.0,6.8,1794,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-0176georgia,660georgia,94.0,4.0,1.0,100.0,2.3,1652,0,130228000000.0,0.0,1.0,0.0,1.0,georgia,1
17,660-0191georgia,660georgia,14.0,21.0,57.0,25.0,1.5,2267,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-0191georgia,660georgia,14.0,22.0,57.0,24.0,1.3,2308,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-0191georgia,660georgia,13.0,22.0,57.0,22.0,1.7,2294,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-0191georgia,660georgia,14.0,24.0,55.0,18.0,1.4,2286,0,130228000000.0,0.0,0.7,0.3,0.7,georgia,1
17,660-0198georgia,660georgia,24.0,23.0,45.0,34.0,0.9,2222,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-0198georgia,660georgia,26.0,24.0,42.0,33.0,2.1,2095,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-0198georgia,660georgia,24.0,27.0,40.0,34.0,2.3,2000,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-0198georgia,660georgia,25.0,29.0,38.0,28.0,1.3,2000,0,130228000000.0,0.0,0.8,0.2,0.8,georgia,1
17,660-0205georgia,660georgia,20.0,10.0,47.0,12.0,0.7,2286,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-0205georgia,660georgia,20.0,11.0,45.0,13.0,0.6,2333,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-0205georgia,660georgia,19.0,12.0,43.0,11.0,1.7,2353,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-0205georgia,660georgia,18.0,13.0,40.0,8.0,0.9,2444,0,130228000000.0,0.0,1.0,0.0,1.0,georgia,1
17,660-0291georgia,660georgia,89.0,7.0,1.0,74.0,2.4,1958,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-0291georgia,660georgia,89.0,8.0,1.0,70.0,3.8,1947,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-0291georgia,660georgia,89.0,8.0,1.0,70.0,5.2,2000,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-0291georgia,660georgia,88.0,9.0,1.0,63.0,3.2,1938,0,130228000000.0,0.0,1.0,0.0,1.0,georgia,1
17,660-0383georgia,660georgia,89.0,10.0,1.0,100.0,15.0,340,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-0383georgia,660georgia,92.0,8.0,0.0,100.0,16.1,348,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-0383georgia,660georgia,88.0,8.0,1.0,100.0,17.6,335,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-0383georgia,660georgia,88.0,11.0,1.0,100.0,8.7,253,0,130228000000.0,0.0,1.0,0.0,1.0,georgia,1
17,660-0386georgia,660georgia,36.0,38.0,19.0,62.0,16.7,341,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-0386georgia,660georgia,30.0,39.0,23.0,47.0,21.0,348,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-0386georgia,660georgia,21.0,51.0,24.0,50.0,15.3,444,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-0386georgia,660georgia,26.0,51.0,19.0,29.0,19.8,338,0,130228000000.0,0.0,1.0,0.0,1.0,georgia,1
17,660-0392georgia,660georgia,13.0,9.0,48.0,11.0,0.6,2000,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-0392georgia,660georgia,12.0,11.0,48.0,10.0,0.5,2000,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-0392georgia,660georgia,12.0,11.0,46.0,9.0,0.5,2000,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-0392georgia,660georgia,14.0,12.0,42.0,8.0,0.6,2000,0,130228000000.0,0.0,1.0,0.0,1.0,georgia,1
17,660-0691georgia,660georgia,71.0,25.0,1.0,100.0,4.2,1881,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-0691georgia,660georgia,67.0,29.0,2.0,100.0,5.2,1692,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-0691georgia,660georgia,66.0,30.0,1.0,100.0,7.7,1662,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-0691georgia,660georgia,64.0,31.0,2.0,100.0,4.5,1644,0,130228000000.0,0.0,1.0,0.0,1.0,georgia,1
17,660-1110georgia,660georgia,89.0,9.0,1.0,73.0,2.4,2167,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-1110georgia,660georgia,89.0,9.0,1.0,68.0,3.2,2094,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-1110georgia,660georgia,88.0,9.0,1.0,68.0,4.3,2163,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-1110georgia,660georgia,87.0,10.0,1.0,63.0,2.2,2091,0,130228000000.0,0.0,1.0,0.0,1.0,georgia,1
17,660-1320georgia,660georgia,98.0,2.0,0.0,44.0,41.4,543,1,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-1320georgia,660georgia,93.0,5.0,0.0,36.0,41.2,575,1,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-1320georgia,660georgia,90.0,8.0,0.0,20.0,45.0,584,1,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-1320georgia,660georgia,91.0,6.0,0.0,85.0,29.8,463,1,130228000000.0,0.0,1.0,0.0,1.0,georgia,1
17,660-4062georgia,660georgia,52.0,15.0,28.0,46.0,1.7,1706,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-4062georgia,660georgia,48.0,19.0,27.0,47.0,2.8,1679,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-4062georgia,660georgia,50.0,20.0,25.0,47.0,4.1,1659,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-4062georgia,660georgia,49.0,20.0,25.0,34.0,1.2,1500,0,130228000000.0,0.0,0.9,0.1,0.9,georgia,1
17,660-5069georgia,660georgia,96.0,2.0,0.0,55.0,2.7,2333,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
18,660-5069georgia,660georgia,96.0,2.0,0.0,52.0,1.4,2357,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
19,660-5069georgia,660georgia,97.0,2.0,0.0,48.0,3.8,2237,0,130228000000.0,0.0,0.0,1.0,0.0,georgia,0
21,660-5069georgia,660georgia,95.0,2.0,0.0,46.0,1.9,2211,0,130228000000.0,0.0,1.0,0.0,1.0,georgia,1
17,661-0196georgia,661georgia,0.0,22.0,77.0,55.0,1.3,1308,0,130234000000.0,0.0,0.0,1.0,0.0,georgia,0
18,661-0196georgia,661georgia,1.0,24.0,74.0,56.0,1.8,1278,0,130234000000.0,0.0,0.0,1.0,0.0,georgia,0
19,661-0196georgia,661georgia,0.0,26.0,73.0,51.0,2.0,1300,0,130234000000.0,0.0,0.0,1.0,0.0,georgia,0
21,661-0196georgia,661georgia,0.0,28.0,70.0,49.0,2.7,1259,0,130234000000.0,0.0,0.0,1.0,0.0,georgia,1
17,663-3552georgia,663georgia,41.0,10.0,43.0,60.0,2.0,1900,0,130240000000.0,0.0,0.0,1.0,0.0,georgia,0
18,663-3552georgia,663georgia,41.0,10.0,42.0,50.0,1.7,1765,0,130240000000.0,0.0,0.0,1.0,0.0,georgia,0
19,663-3552georgia,663georgia,38.0,12.0,43.0,54.0,1.3,1846,0,130240000000.0,0.0,0.0,1.0,0.0,georgia,0
21,663-3552georgia,663georgia,38.0,14.0,41.0,54.0,1.5,2000,0,130240000000.0,0.0,0.0,1.0,0.0,georgia,1
17,663-4752georgia,663georgia,28.0,9.0,59.0,43.0,0.8,2000,0,130240000000.0,0.0,0.0,1.0,0.0,georgia,0
18,663-4752georgia,663georgia,25.0,10.0,61.0,38.0,1.1,2000,0,130240000000.0,0.0,0.0,1.0,0.0,georgia,0
19,663-4752georgia,663georgia,28.0,11.0,57.0,40.0,1.3,2000,0,130240000000.0,0.0,0.0,1.0,0.0,georgia,0
21,663-4752georgia,663georgia,24.0,12.0,59.0,37.0,1.1,1909,0,130240000000.0,0.0,0.0,1.0,0.0,georgia,1
17,664-0106georgia,664georgia,2.0,11.0,84.0,50.0,1.3,1154,0,130243000000.0,0.0,0.0,1.0,0.0,georgia,0
18,664-0106georgia,664georgia,2.0,11.0,83.0,46.0,2.1,1190,0,130243000000.0,0.0,0.0,1.0,0.0,georgia,0
19,664-0106georgia,664georgia,2.0,10.0,84.0,48.0,1.2,1167,0,130243000000.0,0.0,0.0,1.0,0.0,georgia,0
21,664-0106georgia,664georgia,2.0,10.0,85.0,45.0,1.5,1200,0,130243000000.0,0.3,0.0,0.7,0.15,georgia,1
17,665-1050georgia,665georgia,36.0,15.0,46.0,90.0,1.1,1182,1,130246000000.0,0.0,0.0,1.0,0.0,georgia,0
18,665-1050georgia,665georgia,36.0,17.0,44.0,90.0,3.1,1258,1,130246000000.0,0.0,0.0,1.0,0.0,georgia,0
19,665-1050georgia,665georgia,36.0,17.0,45.0,90.0,1.8,1333,1,130246000000.0,0.0,0.0,1.0,0.0,georgia,0
21,665-1050georgia,665georgia,34.0,21.0,43.0,100.0,1.4,1286,1,130246000000.0,0.0,0.0,1.0,0.0,georgia,1
17,667-0101georgia,667georgia,45.0,12.0,32.0,37.0,0.8,3000,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0101georgia,667georgia,47.0,13.0,29.0,38.0,1.0,3100,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0101georgia,667georgia,50.0,15.0,26.0,38.0,0.8,3375,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0101georgia,667georgia,54.0,16.0,20.0,36.0,1.4,3500,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-0103georgia,667georgia,30.0,46.0,14.0,67.0,3.9,4179,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0103georgia,667georgia,28.0,48.0,14.0,65.0,4.1,4122,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0103georgia,667georgia,28.0,48.0,14.0,63.0,3.8,3421,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0103georgia,667georgia,28.0,51.0,14.0,61.0,4.2,2929,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-0105georgia,667georgia,18.0,13.0,57.0,19.0,1.2,3917,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0105georgia,667georgia,19.0,14.0,55.0,20.0,1.1,3909,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0105georgia,667georgia,19.0,15.0,53.0,19.0,0.9,3667,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0105georgia,667georgia,20.0,16.0,49.0,20.0,1.4,4000,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-0176georgia,667georgia,27.0,18.0,30.0,43.0,0.6,3333,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0176georgia,667georgia,26.0,19.0,30.0,43.0,1.8,3056,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0176georgia,667georgia,26.0,21.0,29.0,42.0,1.7,3235,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0176georgia,667georgia,27.0,22.0,26.0,38.0,3.2,3344,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-0182georgia,667georgia,27.0,14.0,38.0,28.0,1.1,3545,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0182georgia,667georgia,28.0,15.0,36.0,29.0,0.7,3429,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0182georgia,667georgia,29.0,16.0,34.0,29.0,0.8,3875,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0182georgia,667georgia,30.0,16.0,31.0,29.0,1.6,3750,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-0185georgia,667georgia,75.0,14.0,6.0,65.0,3.8,2605,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0185georgia,667georgia,73.0,16.0,5.0,68.0,6.3,2587,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0185georgia,667georgia,72.0,17.0,4.0,69.0,5.8,2466,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0185georgia,667georgia,69.0,21.0,4.0,64.0,2.1,2286,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-0187georgia,667georgia,20.0,67.0,3.0,82.0,7.5,3800,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0187georgia,667georgia,19.0,68.0,2.0,80.0,4.6,3543,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0187georgia,667georgia,20.0,69.0,2.0,78.0,6.0,3633,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0187georgia,667georgia,18.0,73.0,2.0,77.0,5.6,2821,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-0189georgia,667georgia,30.0,53.0,11.0,30.0,34.8,793,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0189georgia,667georgia,35.0,51.0,10.0,33.0,39.8,754,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0189georgia,667georgia,31.0,54.0,9.0,32.0,47.6,1046,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0189georgia,667georgia,30.0,60.0,6.0,34.0,53.1,1047,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-0195georgia,667georgia,29.0,25.0,28.0,40.0,1.7,3353,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0195georgia,667georgia,29.0,27.0,26.0,42.0,2.9,3379,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0195georgia,667georgia,29.0,30.0,23.0,41.0,1.4,3286,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0195georgia,667georgia,32.0,31.0,20.0,38.0,3.5,3000,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-0388georgia,667georgia,59.0,24.0,12.0,62.0,17.0,641,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0388georgia,667georgia,57.0,25.0,11.0,57.0,14.8,682,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0388georgia,667georgia,57.0,20.0,15.0,58.0,18.0,722,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0388georgia,667georgia,60.0,22.0,9.0,56.0,24.3,267,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-0805georgia,667georgia,28.0,18.0,24.0,34.0,1.2,3500,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-0805georgia,667georgia,29.0,19.0,22.0,36.0,1.6,3375,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-0805georgia,667georgia,29.0,19.0,20.0,35.0,1.4,3357,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-0805georgia,667georgia,29.0,22.0,17.0,30.0,1.2,3500,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-1018georgia,667georgia,20.0,24.0,45.0,33.0,1.6,1875,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-1018georgia,667georgia,20.0,25.0,44.0,36.0,1.7,2000,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-1018georgia,667georgia,19.0,26.0,43.0,35.0,1.5,2000,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-1018georgia,667georgia,20.0,27.0,40.0,36.0,1.0,2100,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-1050georgia,667georgia,26.0,60.0,3.0,80.0,6.2,3226,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-1050georgia,667georgia,25.0,61.0,3.0,78.0,4.9,3224,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-1050georgia,667georgia,24.0,63.0,3.0,77.0,3.7,3135,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-1050georgia,667georgia,22.0,65.0,3.0,74.0,4.6,3130,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-1114georgia,667georgia,41.0,47.0,10.0,73.0,13.3,368,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-1114georgia,667georgia,34.0,57.0,4.0,77.0,14.4,403,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-1114georgia,667georgia,40.0,51.0,4.0,75.0,12.5,464,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-1114georgia,667georgia,37.0,47.0,8.0,62.0,11.5,252,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-1410georgia,667georgia,26.0,20.0,40.0,34.0,1.6,2562,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-1410georgia,667georgia,27.0,21.0,38.0,35.0,1.8,2722,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-1410georgia,667georgia,27.0,23.0,35.0,33.0,1.8,2778,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-1410georgia,667georgia,30.0,23.0,32.0,32.0,2.7,2852,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
