year,mergecode,districtcode,black,hispanic,white,lowincome,droprate,totalenroll,charter,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,state,year_21
17,631-4058georgia,631georgia,69.0,15.0,2.0,100.0,7.3,2342,0,130123000000.0,0.0,0.0,1.0,0.0,georgia,0
18,631-4058georgia,631georgia,67.0,16.0,2.0,100.0,3.5,2029,0,130123000000.0,0.0,0.0,1.0,0.0,georgia,0
19,631-4058georgia,631georgia,67.0,17.0,1.0,93.0,4.3,1977,0,130123000000.0,0.0,0.0,1.0,0.0,georgia,0
21,631-4058georgia,631georgia,65.0,19.0,2.0,93.0,3.8,1947,0,130123000000.0,0.0,1.0,0.0,1.0,georgia,1
17,633-0101georgia,633georgia,28.0,15.0,46.0,31.0,2.9,2310,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-0101georgia,633georgia,28.0,16.0,44.0,30.0,1.7,2235,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-0101georgia,633georgia,27.0,18.0,43.0,28.0,1.2,2000,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-0101georgia,633georgia,29.0,19.0,40.0,26.0,1.3,1846,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-0103georgia,633georgia,24.0,17.0,54.0,35.0,2.7,1667,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-0103georgia,633georgia,23.0,16.0,54.0,32.0,3.1,1581,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-0103georgia,633georgia,20.0,17.0,54.0,32.0,3.2,1594,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-0103georgia,633georgia,22.0,19.0,50.0,28.0,2.3,1522,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-0175georgia,633georgia,6.0,5.0,68.0,4.0,0.8,2625,1,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-0175georgia,633georgia,6.0,5.0,67.0,4.0,0.5,2800,1,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-0175georgia,633georgia,6.0,6.0,65.0,4.0,0.6,2833,1,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-0175georgia,633georgia,6.0,7.0,64.0,3.0,0.5,2800,1,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-0188georgia,633georgia,7.0,6.0,77.0,6.0,1.1,2091,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-0188georgia,633georgia,6.0,6.0,77.0,6.0,1.5,2000,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-0188georgia,633georgia,5.0,6.0,78.0,5.0,1.0,2000,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-0188georgia,633georgia,6.0,8.0,75.0,5.0,0.7,2000,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-0192georgia,633georgia,11.0,6.0,79.0,9.0,0.8,2000,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-0192georgia,633georgia,12.0,6.0,76.0,8.0,0.6,2167,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-0192georgia,633georgia,13.0,6.0,75.0,8.0,0.5,2400,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-0192georgia,633georgia,13.0,7.0,74.0,7.0,0.5,2400,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-0209georgia,633georgia,18.0,8.0,68.0,19.0,2.5,1800,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-0209georgia,633georgia,19.0,8.0,66.0,17.0,1.7,1824,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-0209georgia,633georgia,19.0,10.0,63.0,17.0,1.7,1824,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-0209georgia,633georgia,18.0,12.0,61.0,17.0,1.5,1867,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-0373georgia,633georgia,28.0,19.0,39.0,41.0,3.1,1839,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-0373georgia,633georgia,29.0,19.0,39.0,39.0,2.2,1864,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-0373georgia,633georgia,28.0,21.0,37.0,38.0,1.7,1882,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-0373georgia,633georgia,28.0,24.0,36.0,31.0,3.6,1917,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-0381georgia,633georgia,9.0,8.0,73.0,9.0,0.6,2333,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-0381georgia,633georgia,8.0,9.0,72.0,8.0,0.7,2143,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-0381georgia,633georgia,7.0,9.0,73.0,7.0,0.7,2000,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-0381georgia,633georgia,7.0,11.0,69.0,8.0,0.5,2000,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-0707georgia,633georgia,35.0,9.0,50.0,20.0,1.5,2533,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-0707georgia,633georgia,35.0,9.0,49.0,21.0,1.4,2571,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-0707georgia,633georgia,35.0,10.0,47.0,21.0,0.9,2444,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-0707georgia,633georgia,33.0,13.0,45.0,21.0,1.4,2286,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-0807georgia,633georgia,62.0,3.0,32.0,100.0,12.8,133,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-0807georgia,633georgia,68.0,0.0,32.0,100.0,12.7,142,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-0807georgia,633georgia,63.0,5.0,31.0,100.0,19.2,130,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-0807georgia,633georgia,49.0,4.0,40.0,100.0,29.3,99,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-1054georgia,633georgia,42.0,34.0,16.0,59.0,4.6,3022,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-1054georgia,633georgia,41.0,34.0,17.0,55.0,3.7,3054,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-1054georgia,633georgia,40.0,33.0,19.0,54.0,3.5,3114,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-1054georgia,633georgia,39.0,32.0,21.0,47.0,3.4,3118,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-1064georgia,633georgia,69.0,16.0,10.0,60.0,2.3,2522,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-1064georgia,633georgia,70.0,17.0,9.0,59.0,2.4,2542,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-1064georgia,633georgia,68.0,18.0,8.0,58.0,2.3,2609,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-1064georgia,633georgia,68.0,20.0,7.0,55.0,2.9,2552,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-1069georgia,633georgia,40.0,19.0,27.0,47.0,3.4,2353,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-1069georgia,633georgia,39.0,20.0,26.0,43.0,3.1,2387,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-1069georgia,633georgia,39.0,19.0,26.0,40.0,2.4,2333,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-1069georgia,633georgia,37.0,21.0,25.0,34.0,2.9,2379,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-2056georgia,633georgia,35.0,16.0,39.0,40.0,2.0,3050,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-2056georgia,633georgia,37.0,17.0,36.0,39.0,2.3,2957,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-2056georgia,633georgia,37.0,19.0,34.0,39.0,1.1,3000,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-2056georgia,633georgia,36.0,20.0,33.0,35.0,2.7,2852,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-2066georgia,633georgia,31.0,62.0,4.0,82.0,7.2,2389,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-2066georgia,633georgia,30.0,63.0,4.0,78.0,7.4,2405,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-2066georgia,633georgia,29.0,64.0,3.0,79.0,6.4,2391,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-2066georgia,633georgia,27.0,65.0,5.0,76.0,8.2,2585,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-3056georgia,633georgia,64.0,25.0,8.0,74.0,5.8,2259,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-3056georgia,633georgia,63.0,26.0,7.0,72.0,4.5,2133,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-3056georgia,633georgia,61.0,28.0,7.0,73.0,3.2,2156,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-3056georgia,633georgia,59.0,30.0,7.0,68.0,4.5,2200,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,633-4066georgia,633georgia,60.0,31.0,7.0,74.0,6.8,2824,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
18,633-4066georgia,633georgia,59.0,33.0,6.0,72.0,7.3,2822,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
19,633-4066georgia,633georgia,58.0,33.0,6.0,70.0,6.8,2735,0,130129000000.0,0.0,0.0,1.0,0.0,georgia,0
21,633-4066georgia,633georgia,54.0,37.0,6.0,65.0,8.4,2583,0,130129000000.0,1.0,0.0,0.0,0.5,georgia,1
17,634-0195georgia,634georgia,32.0,17.0,48.0,56.0,3.0,1433,0,130135000000.0,0.0,0.0,1.0,0.0,georgia,0
18,634-0195georgia,634georgia,33.0,19.0,45.0,64.0,3.8,1447,0,130135000000.0,0.0,0.0,1.0,0.0,georgia,0
19,634-0195georgia,634georgia,33.0,19.0,45.0,66.0,3.1,1387,0,130135000000.0,0.0,0.0,1.0,0.0,georgia,0
21,634-0195georgia,634georgia,29.0,20.0,47.0,66.0,1.6,1312,0,130135000000.0,0.0,0.2,0.8,0.2,georgia,1
17,634-0308georgia,634georgia,31.0,19.0,47.0,90.0,4.0,550,0,130135000000.0,0.0,0.0,1.0,0.0,georgia,0
18,634-0308georgia,634georgia,31.0,19.0,48.0,90.0,3.1,516,0,130135000000.0,0.0,0.0,1.0,0.0,georgia,0
19,634-0308georgia,634georgia,30.0,20.0,46.0,81.0,3.3,515,0,130135000000.0,0.0,0.0,1.0,0.0,georgia,0
21,634-0308georgia,634georgia,30.0,22.0,45.0,81.0,2.7,519,0,130135000000.0,0.0,0.2,0.8,0.2,georgia,1
17,635-1554georgia,635georgia,26.0,24.0,47.0,95.0,3.5,1886,0,130138000000.0,0.0,0.0,1.0,0.0,georgia,0
18,635-1554georgia,635georgia,26.0,26.0,45.0,95.0,4.6,1891,0,130138000000.0,0.0,0.0,1.0,0.0,georgia,0
19,635-1554georgia,635georgia,26.0,27.0,43.0,95.0,3.1,1935,0,130138000000.0,0.0,0.0,1.0,0.0,georgia,0
21,635-1554georgia,635georgia,26.0,30.0,40.0,64.0,2.1,1857,0,130138000000.0,0.1,0.0,0.9,0.05,georgia,1
17,636-0112georgia,636georgia,37.0,14.0,39.0,38.0,2.1,2048,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
18,636-0112georgia,636georgia,37.0,14.0,39.0,37.0,1.7,2059,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
19,636-0112georgia,636georgia,37.0,14.0,40.0,34.0,1.4,2214,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
21,636-0112georgia,636georgia,38.0,14.0,37.0,28.0,1.4,2143,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,1
17,636-0183georgia,636georgia,15.0,5.0,75.0,39.0,1.6,875,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
18,636-0183georgia,636georgia,17.0,7.0,70.0,41.0,2.5,1000,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
19,636-0183georgia,636georgia,18.0,8.0,68.0,40.0,1.5,1133,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
21,636-0183georgia,636georgia,19.0,9.0,65.0,30.0,2.5,1200,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,1
17,636-0189georgia,636georgia,17.0,6.0,64.0,24.0,2.1,1810,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
18,636-0189georgia,636georgia,17.0,6.0,62.0,25.0,0.6,2000,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
19,636-0189georgia,636georgia,18.0,6.0,62.0,23.0,1.0,2000,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
21,636-0189georgia,636georgia,19.0,7.0,59.0,19.0,1.7,2059,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,1
17,636-4050georgia,636georgia,21.0,9.0,61.0,34.0,2.0,1950,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
18,636-4050georgia,636georgia,21.0,10.0,59.0,34.0,1.5,1867,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
19,636-4050georgia,636georgia,21.0,10.0,59.0,33.0,1.7,1941,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,0
21,636-4050georgia,636georgia,22.0,10.0,59.0,24.0,2.2,1955,0,130141000000.0,0.0,0.0,1.0,0.0,georgia,1
17,637-0111georgia,637georgia,33.0,8.0,54.0,59.0,2.2,955,0,130147000000.0,0.0,0.0,1.0,0.0,georgia,0
18,637-0111georgia,637georgia,36.0,9.0,50.0,56.0,2.9,966,0,130147000000.0,0.0,0.0,1.0,0.0,georgia,0
19,637-0111georgia,637georgia,34.0,8.0,52.0,53.0,1.8,944,0,130147000000.0,0.0,0.0,1.0,0.0,georgia,0
21,637-0111georgia,637georgia,33.0,9.0,52.0,67.0,1.1,909,0,130147000000.0,0.2,0.0,0.8,0.1,georgia,1
17,638-0196georgia,638georgia,13.0,8.0,74.0,23.0,2.5,1880,0,130150000000.0,0.0,0.0,1.0,0.0,georgia,0
18,638-0196georgia,638georgia,14.0,7.0,72.0,22.0,2.2,1864,0,130150000000.0,0.0,0.0,1.0,0.0,georgia,0
19,638-0196georgia,638georgia,14.0,8.0,71.0,21.0,2.0,1850,0,130150000000.0,0.0,0.0,1.0,0.0,georgia,0
21,638-0196georgia,638georgia,14.0,10.0,67.0,17.0,3.1,1871,0,130150000000.0,0.3,0.1,0.6,0.25,georgia,1
17,638-0389georgia,638georgia,23.0,10.0,59.0,34.0,2.8,3107,0,130150000000.0,0.0,0.0,1.0,0.0,georgia,0
18,638-0389georgia,638georgia,24.0,10.0,58.0,33.0,3.1,3323,0,130150000000.0,0.0,0.0,1.0,0.0,georgia,0
19,638-0389georgia,638georgia,25.0,11.0,56.0,32.0,1.8,3278,0,130150000000.0,0.0,0.0,1.0,0.0,georgia,0
21,638-0389georgia,638georgia,25.0,12.0,54.0,25.0,3.2,3406,0,130150000000.0,0.3,0.1,0.6,0.25,georgia,1
17,638-5054georgia,638georgia,26.0,6.0,63.0,43.0,2.2,2409,0,130150000000.0,0.0,0.0,1.0,0.0,georgia,0
18,638-5054georgia,638georgia,27.0,7.0,61.0,43.0,1.9,2474,0,130150000000.0,0.0,0.0,1.0,0.0,georgia,0
19,638-5054georgia,638georgia,26.0,7.0,61.0,43.0,2.0,2400,0,130150000000.0,0.0,0.0,1.0,0.0,georgia,0
21,638-5054georgia,638georgia,27.0,8.0,58.0,38.0,1.7,2471,0,130150000000.0,0.3,0.1,0.6,0.25,georgia,1
17,639-0193georgia,639georgia,24.0,2.0,69.0,94.0,3.6,500,0,130153000000.0,0.0,0.0,1.0,0.0,georgia,0
18,639-0193georgia,639georgia,23.0,0.0,70.0,94.0,4.7,511,0,130153000000.0,0.0,0.0,1.0,0.0,georgia,0
19,639-0193georgia,639georgia,23.0,4.0,69.0,92.0,4.4,500,0,130153000000.0,0.0,0.0,1.0,0.0,georgia,0
21,639-0193georgia,639georgia,20.0,5.0,72.0,51.0,2.9,517,0,130153000000.0,0.0,0.1,0.9,0.1,georgia,1
17,640-0196georgia,640georgia,55.0,3.0,38.0,98.0,2.8,1179,0,130156000000.0,0.0,0.0,1.0,0.0,georgia,0
18,640-0196georgia,640georgia,55.0,4.0,39.0,97.0,4.0,1150,0,130156000000.0,0.0,0.0,1.0,0.0,georgia,0
19,640-0196georgia,640georgia,55.0,4.0,37.0,40.0,3.6,1139,0,130156000000.0,0.0,0.0,1.0,0.0,georgia,0
21,640-0196georgia,640georgia,56.0,6.0,34.0,100.0,3.9,1128,0,130156000000.0,0.1,0.0,0.9,0.05,georgia,1
17,644-0103georgia,644georgia,97.0,1.0,0.0,66.0,6.0,1883,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-0103georgia,644georgia,96.0,1.0,1.0,73.0,5.3,1755,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-0103georgia,644georgia,96.0,2.0,0.0,76.0,5.8,1741,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-0103georgia,644georgia,94.0,3.0,1.0,66.0,3.4,1500,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-0105georgia,644georgia,96.0,2.0,0.0,70.0,5.4,1667,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-0105georgia,644georgia,95.0,2.0,0.0,73.0,5.9,1576,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-0105georgia,644georgia,95.0,2.0,0.0,74.0,5.0,1500,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-0105georgia,644georgia,93.0,3.0,0.0,67.0,3.0,1300,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-0172georgia,644georgia,95.0,3.0,1.0,100.0,6.4,1250,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-0172georgia,644georgia,95.0,3.0,1.0,100.0,4.4,1205,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-0172georgia,644georgia,96.0,3.0,0.0,100.0,5.6,1250,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-0172georgia,644georgia,94.0,3.0,1.0,99.0,2.9,1172,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-0176georgia,644georgia,94.0,4.0,1.0,73.0,3.9,1231,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-0176georgia,644georgia,93.0,4.0,0.0,75.0,4.9,1163,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-0176georgia,644georgia,93.0,4.0,1.0,75.0,4.9,1184,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-0176georgia,644georgia,91.0,7.0,1.0,65.0,3.4,941,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-0202georgia,644georgia,93.0,6.0,1.0,76.0,4.4,1636,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-0202georgia,644georgia,92.0,6.0,1.0,69.0,6.0,1550,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-0202georgia,644georgia,92.0,6.0,1.0,80.0,6.0,1600,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-0202georgia,644georgia,93.0,5.0,0.0,69.0,3.9,1462,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-0276georgia,644georgia,82.0,8.0,1.0,77.0,6.4,1234,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-0276georgia,644georgia,79.0,9.0,2.0,74.0,5.9,1203,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-0276georgia,644georgia,78.0,8.0,3.0,77.0,6.6,1318,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-0276georgia,644georgia,79.0,8.0,2.0,99.0,6.9,1304,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-0497georgia,644georgia,96.0,2.0,1.0,61.0,4.0,1775,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-0497georgia,644georgia,94.0,4.0,1.0,63.0,4.5,1733,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-0497georgia,644georgia,93.0,4.0,1.0,67.0,4.2,1571,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-0497georgia,644georgia,92.0,5.0,1.0,60.0,3.2,1406,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-0500georgia,644georgia,92.0,4.0,4.0,85.0,16.3,337,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-0500georgia,644georgia,89.0,6.0,1.0,91.0,16.7,347,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-0500georgia,644georgia,84.0,8.0,4.0,98.0,18.7,342,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-0500georgia,644georgia,81.0,16.0,1.0,99.0,63.2,68,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-0810georgia,644georgia,81.0,12.0,2.0,49.0,28.9,737,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-0810georgia,644georgia,74.0,18.0,2.0,61.0,24.4,627,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-0810georgia,644georgia,78.0,15.0,2.0,72.0,43.0,698,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-0810georgia,644georgia,69.0,25.0,1.0,42.0,37.5,507,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-1070georgia,644georgia,63.0,11.0,9.0,57.0,4.2,1952,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-1070georgia,644georgia,62.0,12.0,9.0,60.0,5.2,1885,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-1070georgia,644georgia,63.0,13.0,9.0,62.0,7.3,1945,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-1070georgia,644georgia,61.0,16.0,9.0,51.0,4.8,1750,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-2054georgia,644georgia,98.0,1.0,0.0,100.0,6.7,1284,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-2054georgia,644georgia,97.0,2.0,0.0,100.0,7.4,1149,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-2054georgia,644georgia,96.0,2.0,0.0,100.0,7.2,1097,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-2054georgia,644georgia,95.0,3.0,1.0,99.0,5.1,1059,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-2055georgia,644georgia,46.0,13.0,23.0,41.0,4.3,1442,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-2055georgia,644georgia,43.0,13.0,26.0,47.0,4.8,1417,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-2055georgia,644georgia,41.0,14.0,28.0,42.0,3.3,1424,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-2055georgia,644georgia,40.0,14.0,31.0,35.0,4.9,1388,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-3060georgia,644georgia,26.0,32.0,33.0,39.0,2.9,2379,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-3060georgia,644georgia,26.0,33.0,32.0,39.0,4.1,2341,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-3060georgia,644georgia,24.0,33.0,33.0,38.0,4.0,2275,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-3060georgia,644georgia,21.0,38.0,32.0,33.0,3.6,2194,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-3070georgia,644georgia,95.0,3.0,1.0,100.0,9.8,939,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-3070georgia,644georgia,95.0,3.0,0.0,100.0,7.2,819,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-3070georgia,644georgia,93.0,3.0,1.0,100.0,9.0,822,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-3070georgia,644georgia,94.0,2.0,1.0,99.0,5.4,759,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-4053georgia,644georgia,61.0,4.0,2.0,100.0,7.6,1882,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-4053georgia,644georgia,61.0,3.0,3.0,100.0,7.9,1797,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-4053georgia,644georgia,59.0,4.0,4.0,100.0,7.6,1632,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-4053georgia,644georgia,58.0,4.0,5.0,99.0,5.3,1566,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-4054georgia,644georgia,6.0,86.0,1.0,82.0,6.4,1547,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-4054georgia,644georgia,5.0,88.0,1.0,77.0,6.8,1618,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-4054georgia,644georgia,4.0,89.0,1.0,77.0,6.3,1698,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-4054georgia,644georgia,4.0,90.0,0.0,52.0,11.1,1775,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-4069georgia,644georgia,92.0,4.0,1.0,100.0,5.1,1157,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-4069georgia,644georgia,90.0,6.0,1.0,100.0,7.4,1122,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-4069georgia,644georgia,89.0,7.0,0.0,100.0,6.5,985,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-4069georgia,644georgia,86.0,9.0,1.0,99.0,2.1,810,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-5052georgia,644georgia,31.0,26.0,29.0,37.0,6.1,1787,1,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-5052georgia,644georgia,27.0,27.0,30.0,38.0,5.7,1772,1,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-5052georgia,644georgia,24.0,28.0,31.0,35.0,3.8,1789,1,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-5052georgia,644georgia,21.0,29.0,32.0,34.0,3.1,1806,1,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-5055georgia,644georgia,16.0,25.0,49.0,25.0,3.0,1967,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-5055georgia,644georgia,16.0,28.0,48.0,26.0,2.3,2043,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
19,644-5055georgia,644georgia,15.0,30.0,47.0,26.0,2.1,2190,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
21,644-5055georgia,644georgia,15.0,31.0,45.0,23.0,2.1,2238,0,130174000000.0,0.3,0.7,0.0,0.85,georgia,1
17,644-5067georgia,644georgia,97.0,1.0,0.0,63.0,5.4,1389,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
18,644-5067georgia,644georgia,97.0,1.0,1.0,64.0,4.6,1326,0,130174000000.0,0.0,0.0,1.0,0.0,georgia,0
