year,mergecode,districtcode,droprate,black,white,hispanic,totalenroll,lowincome,charter,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,state,year_21
19,0180-9125colorado,0180colorado,0.97,16.38,22.17,48.42,1642,41.0,0,80234006451,0.0,0.0,1.0,0.0,colorado,0
21,0180-9125colorado,0180colorado,1.8,16.27,20.24,50.6,1739,48.7,0,80234006451,0.4,0.6,0.0,0.8,colorado,1
17,0180-9189colorado,0180colorado,0.3,28.36,24.18,41.79,335,57.4,1,80234006611,0.0,0.0,1.0,0.0,colorado,0
18,0180-9189colorado,0180colorado,0.8,27.56,22.05,45.14,381,61.4,1,80234006611,0.0,0.0,1.0,0.0,colorado,0
19,0180-9189colorado,0180colorado,0.3,29.97,19.29,46.88,337,49.6,1,80234006611,0.0,0.0,1.0,0.0,colorado,0
21,0180-9189colorado,0180colorado,0.0,28.35,15.89,49.22,321,62.8,1,80234006611,0.4,0.6,0.0,0.8,colorado,1
17,0180-9396colorado,0180colorado,0.3,11.09,5.33,69.73,1163,86.2,0,80234000082,0.0,0.0,1.0,0.0,colorado,0
18,0180-9396colorado,0180colorado,0.0,10.88,4.26,69.54,1103,89.0,0,80234000082,0.0,0.0,1.0,0.0,colorado,0
19,0180-9396colorado,0180colorado,0.19,11.06,5.3,69.8,1076,94.5,0,80234000082,0.0,0.0,1.0,0.0,colorado,0
21,0180-9396colorado,0180colorado,0.0,10.97,4.25,74.01,1012,93.6,0,80234000082,0.4,0.6,0.0,0.8,colorado,1
17,0190-1176colorado,0190colorado,0.4,0.4,81.53,13.25,249,45.0,0,80270000164,0.0,0.0,1.0,0.0,colorado,0
18,0190-1176colorado,0190colorado,0.4,0.37,82.02,13.86,267,47.2,0,80270000164,0.0,0.0,1.0,0.0,colorado,0
19,0190-1176colorado,0190colorado,0.0,0.37,79.26,16.3,270,52.2,0,80270000164,0.0,0.0,1.0,0.0,colorado,0
21,0190-1176colorado,0190colorado,0.0,1.08,77.34,19.42,278,41.7,0,80270000164,0.0,0.0,1.0,0.0,colorado,1
17,0190-2356colorado,0190colorado,0.0,6.72,41.34,48.74,595,75.9,1,80270006605,0.0,0.0,1.0,0.0,colorado,0
18,0190-2356colorado,0190colorado,0.2,6.1,26.93,63.02,557,69.4,1,80270006605,0.0,0.0,1.0,0.0,colorado,0
19,0190-2356colorado,0190colorado,0.0,6.83,48.81,41.98,293,27.7,1,80270006605,0.0,0.0,1.0,0.0,colorado,0
21,0190-2356colorado,0190colorado,0.1,4.7,71.41,18.81,808,17.1,1,80270006605,0.0,0.0,1.0,0.0,colorado,1
17,0220-6658colorado,0220colorado,2.7,0.42,68.63,16.84,475,38.8,0,80219000039,0.0,0.0,1.0,0.0,colorado,0
18,0220-6658colorado,0220colorado,1.1,0.19,66.22,23.72,527,44.9,0,80219000039,0.0,0.0,1.0,0.0,colorado,0
19,0220-6658colorado,0220colorado,0.75,0.37,65.61,21.68,535,39.2,0,80219000039,0.0,0.0,1.0,0.0,colorado,0
21,0220-6658colorado,0220colorado,0.2,0.96,53.56,33.91,519,34.7,0,80219000039,0.9,0.1,0.0,0.55,colorado,1
17,0230-9226colorado,0230colorado,0.0,0.0,83.33,16.67,60,37.5,0,80711001216,0.0,0.0,1.0,0.0,colorado,0
18,0230-9226colorado,0230colorado,1.7,0.0,84.75,15.25,59,50.0,0,80711001216,0.0,0.0,1.0,0.0,colorado,0
19,0230-9226colorado,0230colorado,0.0,0.0,75.0,20.0,60,43.9,0,80711001216,0.0,0.0,1.0,0.0,colorado,0
21,0230-9226colorado,0230colorado,0.0,0.0,69.64,23.21,56,47.9,0,80711001216,0.0,0.0,1.0,0.0,colorado,1
17,0250-8168colorado,0250colorado,0.8,0.79,76.19,18.25,126,55.4,0,80663001142,0.0,0.0,1.0,0.0,colorado,0
18,0250-8168colorado,0250colorado,0.8,0.8,76.0,19.2,125,55.8,0,80663001142,0.0,0.0,1.0,0.0,colorado,0
19,0250-8168colorado,0250colorado,0.84,0.84,77.31,20.17,119,52.0,0,80663001142,0.0,0.0,1.0,0.0,colorado,0
21,0250-8168colorado,0250colorado,1.5,0.75,74.63,18.66,134,55.5,0,80663001142,0.0,0.0,1.0,0.0,colorado,1
17,0290-0443colorado,0290colorado,5.5,1.87,34.41,62.69,587,88.9,0,80525006678,0.0,0.0,1.0,0.0,colorado,0
18,0290-0443colorado,0290colorado,5.1,2.51,23.82,72.45,1314,98.1,0,80525006678,0.0,0.0,1.0,0.0,colorado,0
19,0290-0443colorado,0290colorado,4.3,3.5,28.98,65.12,1998,91.2,0,80525006678,0.0,0.0,1.0,0.0,colorado,0
21,0290-0443colorado,0290colorado,11.6,4.0,31.29,62.8,2199,76.2,0,80525006678,0.0,0.0,1.0,0.0,colorado,1
17,0290-4279colorado,0290colorado,0.0,4.31,81.9,9.48,116,36.4,0,80525006679,0.0,0.0,1.0,0.0,colorado,0
18,0290-4279colorado,0290colorado,1.7,0.84,83.19,11.76,119,35.3,0,80525006679,0.0,0.0,1.0,0.0,colorado,0
19,0290-4279colorado,0290colorado,4.31,6.9,77.59,12.07,116,35.7,0,80525006679,0.0,0.0,1.0,0.0,colorado,0
21,0290-4279colorado,0290colorado,3.0,6.47,74.63,15.42,201,21.4,0,80525006679,0.0,0.0,1.0,0.0,colorado,1
17,0290-4990colorado,0290colorado,2.5,0.0,42.94,53.99,163,81.7,0,80525000868,0.0,0.0,1.0,0.0,colorado,0
18,0290-4990colorado,0290colorado,6.4,0.58,54.07,42.44,172,70.1,0,80525000868,0.0,0.0,1.0,0.0,colorado,0
19,0290-4990colorado,0290colorado,2.26,1.13,50.85,42.94,177,67.1,0,80525000868,0.0,0.0,1.0,0.0,colorado,0
21,0290-4990colorado,0290colorado,0.7,0.66,56.58,39.47,152,66.9,0,80525000868,0.0,0.0,1.0,0.0,colorado,1
17,0310-5670colorado,0310colorado,0.0,0.0,61.11,0.0,108,38.9,0,80558000963,0.0,0.0,1.0,0.0,colorado,0
18,0310-5670colorado,0310colorado,0.0,0.0,96.36,0.0,110,58.1,0,80558000963,0.0,0.0,1.0,0.0,colorado,0
19,0310-5670colorado,0310colorado,0.0,0.0,96.69,0.0,121,54.9,0,80558000963,0.0,0.0,1.0,0.0,colorado,0
21,0310-5670colorado,0310colorado,0.0,0.0,97.37,0.0,114,51.5,0,80558000963,0.2,0.0,0.8,0.1,colorado,1
17,0470-0071colorado,0470colorado,0.0,7.69,53.85,30.77,13,5.0,1,80537006530,0.0,0.0,1.0,0.0,colorado,0
18,0470-0071colorado,0470colorado,3.0,9.09,63.64,18.18,33,6.9,1,80537006530,0.0,0.0,1.0,0.0,colorado,0
19,0470-0071colorado,0470colorado,0.0,1.79,75.0,14.29,56,6.0,1,80537006530,0.0,0.0,1.0,0.0,colorado,0
21,0470-0071colorado,0470colorado,0.0,1.18,81.18,9.41,85,8.1,1,80537006530,0.0,0.1,0.9,0.1,colorado,1
17,0470-2761colorado,0470colorado,0.6,0.98,79.96,14.1,1128,10.6,0,80537001889,0.0,0.0,1.0,0.0,colorado,0
18,0470-2761colorado,0470colorado,0.0,1.18,80.35,13.02,1267,9.9,0,80537001889,0.0,0.0,1.0,0.0,colorado,0
19,0470-2761colorado,0470colorado,0.21,1.45,80.18,12.73,1453,7.3,0,80537001889,0.0,0.0,1.0,0.0,colorado,0
21,0470-2761colorado,0470colorado,0.0,0.75,79.25,13.26,1735,9.1,0,80537001889,0.5,0.3,0.2,0.55,colorado,1
17,0470-3196colorado,0470colorado,1.3,0.61,64.55,32.32,1148,28.8,0,80537000902,0.0,0.0,1.0,0.0,colorado,0
18,0470-3196colorado,0470colorado,1.1,0.86,63.99,32.3,1158,27.2,0,80537000902,0.0,0.0,1.0,0.0,colorado,0
19,0470-3196colorado,0470colorado,1.0,0.42,63.94,32.47,1198,23.2,0,80537000902,0.0,0.0,1.0,0.0,colorado,0
21,0470-3196colorado,0470colorado,0.7,1.38,58.43,36.19,1376,31.8,0,80537000902,0.5,0.3,0.2,0.55,colorado,1
17,0470-5282colorado,0470colorado,1.9,1.45,58.75,35.47,1452,42.5,0,80537000909,0.0,0.0,1.0,0.0,colorado,0
18,0470-5282colorado,0470colorado,1.6,1.4,56.68,37.3,1429,39.0,0,80537000909,0.0,0.0,1.0,0.0,colorado,0
19,0470-5282colorado,0470colorado,2.07,1.65,56.68,36.71,1452,34.8,0,80537000909,0.0,0.0,1.0,0.0,colorado,0
21,0470-5282colorado,0470colorado,1.7,1.52,57.36,36.48,1379,44.0,0,80537000909,0.5,0.3,0.2,0.55,colorado,1
17,0470-5368colorado,0470colorado,0.0,0.26,84.39,8.73,378,17.3,0,80537000912,0.0,0.0,1.0,0.0,colorado,0
18,0470-5368colorado,0470colorado,0.3,0.0,86.08,9.02,388,12.9,0,80537000912,0.0,0.0,1.0,0.0,colorado,0
19,0470-5368colorado,0470colorado,0.0,0.8,84.53,9.6,375,11.1,0,80537000912,0.0,0.0,1.0,0.0,colorado,0
21,0470-5368colorado,0470colorado,0.0,1.62,83.02,9.7,371,16.1,0,80537000912,0.5,0.3,0.2,0.55,colorado,1
17,0470-5722colorado,0470colorado,1.1,0.42,75.44,20.08,1185,19.2,0,80537006423,0.0,0.0,1.0,0.0,colorado,0
18,0470-5722colorado,0470colorado,1.0,0.64,74.48,21.35,1246,18.7,0,80537006423,0.0,0.0,1.0,0.0,colorado,0
19,0470-5722colorado,0470colorado,1.43,0.48,72.73,22.66,1258,17.4,0,80537006423,0.0,0.0,1.0,0.0,colorado,0
21,0470-5722colorado,0470colorado,1.0,0.51,71.27,23.93,1187,20.7,0,80537006423,0.5,0.3,0.2,0.55,colorado,1
17,0470-6276colorado,0470colorado,0.8,1.43,59.11,26.8,1399,23.6,0,80537000918,0.0,0.0,1.0,0.0,colorado,0
18,0470-6276colorado,0470colorado,1.1,1.5,55.92,29.84,1334,26.7,0,80537000918,0.0,0.0,1.0,0.0,colorado,0
19,0470-6276colorado,0470colorado,0.54,1.09,58.9,29.76,1287,22.6,0,80537000918,0.0,0.0,1.0,0.0,colorado,0
21,0470-6276colorado,0470colorado,0.3,0.77,61.03,28.02,1306,27.5,0,80537000918,0.5,0.3,0.2,0.55,colorado,1
17,0470-6498colorado,0470colorado,18.6,0.93,40.47,56.28,215,57.4,0,80537001374,0.0,0.0,1.0,0.0,colorado,0
18,0470-6498colorado,0470colorado,25.2,0.0,38.29,58.11,222,44.6,0,80537001374,0.0,0.0,1.0,0.0,colorado,0
19,0470-6498colorado,0470colorado,10.42,1.04,35.42,61.98,192,42.5,0,80537001374,0.0,0.0,1.0,0.0,colorado,0
21,0470-6498colorado,0470colorado,14.9,0.68,37.84,57.43,148,63.1,0,80537001374,0.5,0.3,0.2,0.55,colorado,1
17,0470-7789colorado,0470colorado,1.1,1.34,74.0,17.78,1423,19.0,0,80537001814,0.0,0.0,1.0,0.0,colorado,0
18,0470-7789colorado,0470colorado,1.5,1.0,73.17,18.04,1502,16.6,0,80537001814,0.0,0.0,1.0,0.0,colorado,0
19,0470-7789colorado,0470colorado,1.04,1.37,74.84,15.45,1534,13.7,0,80537001814,0.0,0.0,1.0,0.0,colorado,0
21,0470-7789colorado,0470colorado,0.8,1.15,73.8,14.43,1393,16.0,0,80537001814,0.5,0.3,0.2,0.55,colorado,1
17,0470-7954colorado,0470colorado,3.1,0.96,37.76,57.27,1568,50.9,0,80537001284,0.0,0.0,1.0,0.0,colorado,0
18,0470-7954colorado,0470colorado,4.1,1.21,35.79,59.14,1657,48.2,0,80537001284,0.0,0.0,1.0,0.0,colorado,0
19,0470-7954colorado,0470colorado,2.3,1.21,36.28,58.75,1651,45.0,0,80537001284,0.0,0.0,1.0,0.0,colorado,0
21,0470-7954colorado,0470colorado,1.6,1.08,34.17,59.84,1671,55.6,0,80537001284,0.5,0.3,0.2,0.55,colorado,1
17,0470-8927colorado,0470colorado,0.8,1.87,45.99,42.78,374,41.7,1,80537001572,0.0,0.0,1.0,0.0,colorado,0
18,0470-8927colorado,0470colorado,0.5,1.83,48.04,40.99,383,39.7,1,80537001572,0.0,0.0,1.0,0.0,colorado,0
19,0470-8927colorado,0470colorado,0.0,1.69,54.8,33.33,354,36.1,1,80537001572,0.0,0.0,1.0,0.0,colorado,0
21,0470-8927colorado,0470colorado,0.6,1.99,58.69,27.92,351,41.2,1,80537001572,0.0,0.1,0.9,0.1,colorado,1
17,0480-0125colorado,0480colorado,8.0,1.01,33.17,60.3,199,75.0,0,80249001219,0.0,0.0,1.0,0.0,colorado,0
18,0480-0125colorado,0480colorado,6.9,0.77,34.23,55.38,260,61.2,0,80249001219,0.0,0.0,1.0,0.0,colorado,0
19,0480-0125colorado,0480colorado,10.96,0.68,31.85,60.96,292,73.6,0,80249001219,0.0,0.0,1.0,0.0,colorado,0
21,0480-0125colorado,0480colorado,14.5,0.52,38.86,54.4,193,50.4,0,80249001219,0.5,0.5,0.0,0.75,colorado,1
17,0480-0924colorado,0480colorado,0.6,0.89,68.05,21.69,2144,23.5,0,80249000101,0.0,0.0,1.0,0.0,colorado,0
18,0480-0924colorado,0480colorado,0.5,1.07,65.98,22.47,2243,22.6,0,80249000101,0.0,0.0,1.0,0.0,colorado,0
19,0480-0924colorado,0480colorado,0.52,1.0,66.07,23.15,2302,23.5,0,80249000101,0.0,0.0,1.0,0.0,colorado,0
21,0480-0924colorado,0480colorado,0.2,0.83,66.1,23.69,2398,23.4,0,80249000101,0.5,0.5,0.0,0.75,colorado,1
17,0480-1070colorado,0480colorado,0.7,0.71,72.01,19.41,1690,15.5,0,80249000103,0.0,0.0,1.0,0.0,colorado,0
18,0480-1070colorado,0480colorado,0.5,0.87,72.04,19.3,1731,14.4,0,80249000103,0.0,0.0,1.0,0.0,colorado,0
19,0480-1070colorado,0480colorado,0.7,0.76,71.24,19.75,1711,17.7,0,80249000103,0.0,0.0,1.0,0.0,colorado,0
21,0480-1070colorado,0480colorado,0.2,1.32,69.93,19.63,1666,16.0,0,80249000103,0.5,0.5,0.0,0.75,colorado,1
17,0480-1380colorado,0480colorado,0.7,1.16,59.57,32.1,1212,31.9,0,80249000107,0.0,0.0,1.0,0.0,colorado,0
18,0480-1380colorado,0480colorado,1.1,1.19,59.63,32.3,1350,25.5,0,80249000107,0.0,0.0,1.0,0.0,colorado,0
19,0480-1380colorado,0480colorado,0.62,1.1,60.85,30.8,1461,28.7,0,80249000107,0.0,0.0,1.0,0.0,colorado,0
21,0480-1380colorado,0480colorado,0.7,0.78,60.56,30.37,1666,26.2,0,80249000107,0.5,0.5,0.0,0.75,colorado,1
17,0480-2892colorado,0480colorado,0.1,0.79,71.04,12.24,2279,12.3,0,80249000114,0.0,0.0,1.0,0.0,colorado,0
18,0480-2892colorado,0480colorado,0.2,0.72,71.38,12.78,2355,10.7,0,80249000114,0.0,0.0,1.0,0.0,colorado,0
19,0480-2892colorado,0480colorado,0.09,0.6,70.57,12.47,2317,11.4,0,80249000114,0.0,0.0,1.0,0.0,colorado,0
21,0480-2892colorado,0480colorado,0.2,0.99,71.33,11.15,2215,9.2,0,80249000114,0.5,0.5,0.0,0.75,colorado,1
17,0480-5999colorado,0480colorado,0.6,0.66,78.44,10.01,1809,8.2,0,80249001632,0.0,0.0,1.0,0.0,colorado,0
18,0480-5999colorado,0480colorado,0.4,1.17,76.13,10.73,1873,7.1,0,80249001632,0.0,0.0,1.0,0.0,colorado,0
19,0480-5999colorado,0480colorado,0.32,1.24,77.04,10.43,1860,9.2,0,80249001632,0.0,0.0,1.0,0.0,colorado,0
21,0480-5999colorado,0480colorado,0.1,1.13,75.44,10.9,1771,9.4,0,80249001632,0.5,0.5,0.0,0.75,colorado,1
17,0480-6195colorado,0480colorado,0.9,0.31,73.58,17.61,318,23.8,0,80249000465,0.0,0.0,1.0,0.0,colorado,0
18,0480-6195colorado,0480colorado,0.6,0.29,74.42,16.86,344,24.0,0,80249000465,0.0,0.0,1.0,0.0,colorado,0
19,0480-6195colorado,0480colorado,0.81,0.54,77.3,15.14,370,18.9,0,80249000465,0.0,0.0,1.0,0.0,colorado,0
21,0480-6195colorado,0480colorado,0.0,0.58,75.22,16.91,343,23.3,0,80249000465,0.5,0.5,0.0,0.75,colorado,1
17,0480-6212colorado,0480colorado,1.1,0.76,87.12,4.55,264,30.3,0,80249000131,0.0,0.0,1.0,0.0,colorado,0
18,0480-6212colorado,0480colorado,3.3,1.84,84.56,6.25,272,24.8,0,80249000131,0.0,0.0,1.0,0.0,colorado,0
19,0480-6212colorado,0480colorado,1.86,1.12,86.25,5.95,269,33.0,0,80249000131,0.0,0.0,1.0,0.0,colorado,0
21,0480-6212colorado,0480colorado,0.4,1.23,84.02,7.79,244,27.2,0,80249000131,0.5,0.5,0.0,0.75,colorado,1
17,0480-6816colorado,0480colorado,0.0,0.58,69.26,9.63,862,7.5,1,80249001792,0.0,0.0,1.0,0.0,colorado,0
18,0480-6816colorado,0480colorado,0.1,0.45,68.83,10.2,892,8.2,1,80249001792,0.0,0.0,1.0,0.0,colorado,0
19,0480-6816colorado,0480colorado,0.11,0.44,67.84,9.91,908,8.0,1,80249001792,0.0,0.0,1.0,0.0,colorado,0
21,0480-6816colorado,0480colorado,0.0,0.33,64.75,10.64,902,7.8,1,80249001792,0.5,0.5,0.0,0.75,colorado,1
17,0490-1130colorado,0490colorado,0.0,0.98,82.41,12.38,307,23.8,0,80264000157,0.0,0.0,1.0,0.0,colorado,0
18,0490-1130colorado,0490colorado,0.0,0.63,82.91,12.34,316,24.0,0,80264000157,0.0,0.0,1.0,0.0,colorado,0
19,0490-1130colorado,0490colorado,0.93,0.93,85.05,11.53,321,26.8,0,80264000157,0.0,0.0,1.0,0.0,colorado,0
21,0490-1130colorado,0490colorado,2.1,1.48,81.66,12.13,338,25.8,0,80264000157,0.0,0.0,1.0,0.0,colorado,1
17,0500-7568colorado,0500colorado,0.5,0.26,82.64,12.95,386,29.1,0,80633001109,0.0,0.0,1.0,0.0,colorado,0
18,0500-7568colorado,0500colorado,0.5,0.0,80.75,14.5,400,34.2,0,80633001109,0.0,0.0,1.0,0.0,colorado,0
19,0500-7568colorado,0500colorado,1.0,0.25,81.55,12.22,401,26.5,0,80633001109,0.0,0.0,1.0,0.0,colorado,0
21,0500-7568colorado,0500colorado,1.2,0.48,81.16,12.32,414,22.0,0,80633001109,0.0,0.0,1.0,0.0,colorado,1
17,0550-1378colorado,0550colorado,0.6,1.58,41.46,56.01,316,50.7,0,80510000843,0.0,0.0,1.0,0.0,colorado,0
18,0550-1378colorado,0550colorado,0.6,0.62,43.21,53.7,324,63.8,0,80510000843,0.0,0.0,1.0,0.0,colorado,0
19,0550-1378colorado,0550colorado,0.95,0.95,44.94,51.58,316,59.2,0,80510000843,0.0,0.0,1.0,0.0,colorado,0
21,0550-1378colorado,0550colorado,0.3,0.91,46.53,51.36,331,46.8,0,80510000843,0.0,0.0,1.0,0.0,colorado,1
17,0560-7616colorado,0560colorado,0.0,0.0,67.44,30.23,172,50.9,0,80639001114,0.0,0.0,1.0,0.0,colorado,0
18,0560-7616colorado,0560colorado,1.3,0.0,66.88,31.87,160,48.0,0,80639001114,0.0,0.0,1.0,0.0,colorado,0
19,0560-7616colorado,0560colorado,1.86,0.0,67.08,32.3,161,54.4,0,80639001114,0.0,0.0,1.0,0.0,colorado,0
21,0560-7616colorado,0560colorado,0.0,0.0,72.26,26.45,155,50.0,0,80639001114,0.1,0.0,0.9,0.05,colorado,1
17,0640-1398colorado,0640colorado,2.0,0.0,10.89,87.13,101,77.9,0,80636001416,0.0,0.0,1.0,0.0,colorado,0
18,0640-1398colorado,0640colorado,0.0,0.0,10.38,89.62,106,91.8,0,80636001416,0.0,0.0,1.0,0.0,colorado,0
19,0640-1398colorado,0640colorado,2.38,0.0,14.29,85.71,126,79.2,0,80636001416,0.0,0.0,1.0,0.0,colorado,0
21,0640-1398colorado,0640colorado,1.8,3.54,13.27,81.42,113,84.3,0,80636001416,0.5,0.3,0.2,0.55,colorado,1
17,0740-7880colorado,0740colorado,0.0,0.83,19.17,77.5,120,89.7,0,80414000572,0.0,0.0,1.0,0.0,colorado,0
18,0740-7880colorado,0740colorado,0.0,1.32,21.05,76.97,152,84.5,0,80414000572,0.0,0.0,1.0,0.0,colorado,0
19,0740-7880colorado,0740colorado,1.39,2.08,22.92,74.31,144,81.5,0,80414000572,0.0,0.0,1.0,0.0,colorado,0
21,0740-7880colorado,0740colorado,1.5,3.73,22.39,73.88,134,86.1,0,80414000572,0.0,0.2,0.8,0.2,colorado,1
17,0770-2058colorado,0770colorado,0.0,1.33,62.22,33.78,225,70.8,0,80321000282,0.0,0.0,1.0,0.0,colorado,0
18,0770-2058colorado,0770colorado,0.8,1.21,61.69,35.08,248,44.2,0,80321000282,0.0,0.0,1.0,0.0,colorado,0
19,0770-2058colorado,0770colorado,0.0,2.2,59.47,36.12,227,57.4,0,80321000282,0.0,0.0,1.0,0.0,colorado,0
21,0770-2058colorado,0770colorado,0.0,3.96,47.58,44.49,227,57.4,0,80321000282,0.0,0.0,1.0,0.0,colorado,1
17,0860-2092colorado,0860colorado,2.1,1.37,91.78,3.42,146,44.1,0,80720001225,0.0,0.0,1.0,0.0,colorado,0
18,0860-2092colorado,0860colorado,0.0,1.91,92.36,2.55,157,41.7,0,80720001225,0.0,0.0,1.0,0.0,colorado,0
19,0860-2092colorado,0860colorado,0.72,2.16,92.09,1.44,139,39.5,0,80720001225,0.0,0.0,1.0,0.0,colorado,0
21,0860-2092colorado,0860colorado,0.8,1.67,89.17,2.5,120,40.4,0,80720001225,0.0,0.0,1.0,0.0,colorado,1
17,0870-1372colorado,0870colorado,0.0,0.0,86.33,9.33,300,42.5,0,80333001335,0.0,0.0,1.0,0.0,colorado,0
18,0870-1372colorado,0870colorado,2.1,0.0,80.43,14.07,327,42.2,0,80333001335,0.0,0.0,1.0,0.0,colorado,0
19,0870-1372colorado,0870colorado,0.32,0.0,81.61,11.94,310,35.1,0,80333001335,0.0,0.0,1.0,0.0,colorado,0
21,0870-1372colorado,0870colorado,3.8,0.0,80.76,12.93,317,44.0,0,80333001335,0.3,0.0,0.7,0.15,colorado,1
17,0870-2155colorado,0870colorado,14.2,0.65,66.45,32.9,155,51.9,0,80333001953,0.0,0.0,1.0,0.0,colorado,0
18,0870-2155colorado,0870colorado,30.5,0.66,68.21,29.8,151,57.3,0,80333001953,0.0,0.0,1.0,0.0,colorado,0
19,0870-2155colorado,0870colorado,9.79,0.0,65.73,26.57,143,55.1,0,80333001953,0.0,0.0,1.0,0.0,colorado,0
21,0870-2155colorado,0870colorado,27.5,0.0,67.94,26.72,131,64.7,0,80333001953,0.3,0.0,0.7,0.15,colorado,1
17,0870-2164colorado,0870colorado,0.1,0.0,68.75,24.71,688,44.3,0,80333000297,0.0,0.0,1.0,0.0,colorado,0
18,0870-2164colorado,0870colorado,0.6,0.0,65.51,27.99,661,45.4,0,80333000297,0.0,0.0,1.0,0.0,colorado,0
19,0870-2164colorado,0870colorado,0.89,0.15,60.95,31.66,676,47.6,0,80333000297,0.0,0.0,1.0,0.0,colorado,0
21,0870-2164colorado,0870colorado,3.7,0.42,58.31,34.37,710,55.1,0,80333000297,0.5,0.0,0.5,0.25,colorado,1
17,0870-2166colorado,0870colorado,2.2,1.82,86.13,9.49,274,55.0,1,80333002024,0.0,0.0,1.0,0.0,colorado,0
18,0870-2166colorado,0870colorado,4.3,1.16,84.5,13.57,258,48.9,1,80333002024,0.0,0.0,1.0,0.0,colorado,0
19,0870-2166colorado,0870colorado,3.37,1.53,80.67,13.8,326,39.2,1,80333002024,0.0,0.0,1.0,0.0,colorado,0
21,0870-2166colorado,0870colorado,0.7,0.36,76.34,16.13,279,52.0,1,80333002024,0.3,0.0,0.7,0.15,colorado,1
17,0870-4128colorado,0870colorado,0.5,0.47,78.3,16.51,212,48.4,0,80333000300,0.0,0.0,1.0,0.0,colorado,0
18,0870-4128colorado,0870colorado,0.0,0.9,80.09,15.84,221,45.4,0,80333000300,0.0,0.0,1.0,0.0,colorado,0
19,0870-4128colorado,0870colorado,0.0,0.48,82.3,14.83,209,41.0,0,80333000300,0.0,0.0,1.0,0.0,colorado,0
21,0870-4128colorado,0870colorado,3.8,0.47,76.53,19.72,213,43.3,0,80333000300,0.3,0.0,0.7,0.15,colorado,1
17,0870-6708colorado,0870colorado,0.0,0.78,82.17,14.34,258,47.8,0,80333000304,0.0,0.0,1.0,0.0,colorado,0
18,0870-6708colorado,0870colorado,0.4,0.73,82.12,13.14,274,40.9,0,80333000304,0.0,0.0,1.0,0.0,colorado,0
19,0870-6708colorado,0870colorado,0.77,1.53,80.46,13.41,261,44.4,0,80333000304,0.0,0.0,1.0,0.0,colorado,0
21,0870-6708colorado,0870colorado,2.3,0.77,75.68,16.22,259,51.6,0,80333000304,0.3,0.0,0.7,0.15,colorado,1
17,0880-0010colorado,0880colorado,5.4,2.94,2.76,88.23,1597,92.1,0,80336000305,0.0,0.0,1.0,0.0,colorado,0
18,0880-0010colorado,0880colorado,5.4,3.47,3.09,87.18,1326,91.8,0,80336000305,0.0,0.0,1.0,0.0,colorado,0
19,0880-0010colorado,0880colorado,4.2,3.09,2.69,88.44,1263,91.1,0,80336000305,0.0,0.0,1.0,0.0,colorado,0
21,0880-0010colorado,0880colorado,3.5,3.45,3.2,89.22,1187,87.2,0,80336000305,0.4,0.6,0.0,0.8,colorado,1
17,0880-0067colorado,0880colorado,36.8,7.36,3.68,84.05,163,83.9,1,80336001894,0.0,0.0,1.0,0.0,colorado,0
18,0880-0067colorado,0880colorado,27.4,3.7,5.19,88.15,135,80.6,1,80336001894,0.0,0.0,1.0,0.0,colorado,0
19,0880-0067colorado,0880colorado,28.22,7.43,7.92,80.2,202,84.4,1,80336001894,0.0,0.0,1.0,0.0,colorado,0
21,0880-0067colorado,0880colorado,9.2,3.78,6.49,84.86,185,86.9,1,80336001894,0.4,0.6,0.0,0.8,colorado,1
17,0880-1295colorado,0880colorado,4.2,28.15,6.15,56.0,650,78.2,0,80336006515,0.0,0.0,1.0,0.0,colorado,0
18,0880-1295colorado,0880colorado,2.7,28.12,5.62,55.16,640,82.2,0,80336006515,0.0,0.0,1.0,0.0,colorado,0
19,0880-1295colorado,0880colorado,4.97,26.2,3.25,58.56,584,79.7,0,80336006515,0.0,0.0,1.0,0.0,colorado,0
21,0880-1295colorado,0880colorado,3.5,27.41,3.21,59.75,405,80.0,0,80336006515,0.4,0.6,0.0,0.8,colorado,1
17,0880-1319colorado,0880colorado,1.4,2.51,5.03,89.75,517,84.3,0,80336000322,0.0,0.0,1.0,0.0,colorado,0
18,0880-1319colorado,0880colorado,0.8,1.55,4.26,92.05,516,80.5,0,80336000322,0.0,0.0,1.0,0.0,colorado,0
19,0880-1319colorado,0880colorado,0.2,2.17,4.13,91.93,508,79.8,0,80336000322,0.0,0.0,1.0,0.0,colorado,0
21,0880-1319colorado,0880colorado,0.6,0.97,2.51,95.16,517,83.5,0,80336000322,0.4,0.6,0.0,0.8,colorado,1
17,0880-1489colorado,0880colorado,6.6,23.56,18.36,50.96,365,81.4,0,80336006583,0.0,0.0,1.0,0.0,colorado,0
18,0880-1489colorado,0880colorado,12.8,16.46,25.0,50.61,328,77.7,0,80336006583,0.0,0.0,1.0,0.0,colorado,0
19,0880-1489colorado,0880colorado,19.61,14.51,21.57,56.47,255,79.7,0,80336006583,0.0,0.0,1.0,0.0,colorado,0
21,0880-1489colorado,0880colorado,20.3,12.78,22.56,52.63,133,83.8,0,80336006583,0.4,0.6,0.0,0.8,colorado,1
17,0880-2127colorado,0880colorado,0.0,15.0,32.5,42.5,40,18.9,1,80336006482,0.0,0.0,1.0,0.0,colorado,0
