year,mergecode,districtcode,droprate,black,white,hispanic,totalenroll,lowincome,charter,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,state,year_21
18,0880-2127colorado,0880colorado,0.0,6.17,40.74,33.33,81,18.3,1,80336006482,0.0,0.0,1.0,0.0,colorado,0
19,0880-2127colorado,0880colorado,0.0,4.96,47.52,29.08,141,16.5,1,80336006482,0.0,0.0,1.0,0.0,colorado,0
21,0880-2127colorado,0880colorado,0.0,4.68,51.46,28.07,171,15.7,1,80336006482,0.0,0.6,0.4,0.6,colorado,1
17,0880-2145colorado,0880colorado,1.0,22.64,6.78,55.7,605,71.0,1,80336006450,0.0,0.0,1.0,0.0,colorado,0
18,0880-2145colorado,0880colorado,0.8,21.46,7.64,55.45,615,72.7,1,80336006450,0.0,0.0,1.0,0.0,colorado,0
19,0880-2145colorado,0880colorado,0.65,23.01,6.65,57.05,617,74.5,1,80336006450,0.0,0.0,1.0,0.0,colorado,0
21,0880-2145colorado,0880colorado,0.8,23.49,4.89,58.08,613,70.0,1,80336006450,0.4,0.6,0.0,0.8,colorado,1
17,0880-2175colorado,0880colorado,3.3,19.65,9.27,67.11,453,79.4,1,80336006636,0.0,0.0,1.0,0.0,colorado,0
18,0880-2175colorado,0880colorado,3.4,17.98,8.89,68.77,506,79.8,1,80336006636,0.0,0.0,1.0,0.0,colorado,0
19,0880-2175colorado,0880colorado,3.16,15.79,6.74,73.68,475,81.9,1,80336006636,0.0,0.0,1.0,0.0,colorado,0
21,0880-2175colorado,0880colorado,1.3,13.96,3.81,79.7,394,86.8,1,80336006636,0.4,0.6,0.0,0.8,colorado,1
17,0880-2183colorado,0880colorado,1.0,4.08,24.75,57.95,711,59.7,0,80336001917,0.0,0.0,1.0,0.0,colorado,0
18,0880-2183colorado,0880colorado,0.6,5.2,24.86,57.51,692,60.8,0,80336001917,0.0,0.0,1.0,0.0,colorado,0
19,0880-2183colorado,0880colorado,0.6,5.21,22.62,61.9,672,61.4,0,80336001917,0.0,0.0,1.0,0.0,colorado,0
21,0880-2183colorado,0880colorado,0.9,3.96,20.72,66.85,555,61.1,0,80336001917,0.4,0.6,0.0,0.8,colorado,1
17,0880-2184colorado,0880colorado,0.1,5.12,69.31,14.29,1036,10.1,0,80336001574,0.0,0.0,1.0,0.0,colorado,0
18,0880-2184colorado,0880colorado,0.4,4.33,70.74,13.79,1015,10.6,0,80336001574,0.0,0.0,1.0,0.0,colorado,0
19,0880-2184colorado,0880colorado,0.87,4.24,69.65,14.45,1038,10.1,0,80336001574,0.0,0.0,1.0,0.0,colorado,0
21,0880-2184colorado,0880colorado,0.1,5.3,68.17,15.91,1018,9.0,0,80336001574,0.4,0.6,0.0,0.8,colorado,1
17,0880-2185colorado,0880colorado,0.3,24.02,27.77,36.8,587,51.8,1,80336001833,0.0,0.0,1.0,0.0,colorado,0
18,0880-2185colorado,0880colorado,0.3,25.16,27.14,35.36,608,53.3,1,80336001833,0.0,0.0,1.0,0.0,colorado,0
19,0880-2185colorado,0880colorado,0.48,26.6,24.2,36.06,624,55.0,1,80336001833,0.0,0.0,1.0,0.0,colorado,0
21,0880-2185colorado,0880colorado,0.6,31.69,15.61,41.4,628,66.8,1,80336001833,0.4,0.6,0.0,0.8,colorado,1
17,0880-2188colorado,0880colorado,16.2,38.19,4.85,53.4,309,84.1,0,80336006516,0.0,0.0,1.0,0.0,colorado,0
18,0880-2188colorado,0880colorado,17.8,34.6,6.35,53.33,315,90.0,0,80336006516,0.0,0.0,1.0,0.0,colorado,0
19,0880-2188colorado,0880colorado,18.71,34.69,9.86,50.0,294,81.1,0,80336006516,0.0,0.0,1.0,0.0,colorado,0
21,0880-2188colorado,0880colorado,11.4,30.59,8.68,56.16,219,91.9,0,80336006516,0.4,0.6,0.0,0.8,colorado,1
17,0880-2209colorado,0880colorado,0.9,13.22,4.37,78.33,1029,91.0,0,80336006528,0.0,0.0,1.0,0.0,colorado,0
18,0880-2209colorado,0880colorado,1.3,13.21,2.45,79.55,1022,89.1,0,80336006528,0.0,0.0,1.0,0.0,colorado,0
19,0880-2209colorado,0880colorado,2.06,13.05,2.36,79.78,1019,88.1,0,80336006528,0.0,0.0,1.0,0.0,colorado,0
21,0880-2209colorado,0880colorado,3.4,8.98,1.57,83.3,958,93.0,0,80336006528,0.4,0.6,0.0,0.8,colorado,1
17,0880-2218colorado,0880colorado,0.0,27.76,17.61,43.28,335,61.4,1,80336006618,0.0,0.0,1.0,0.0,colorado,0
18,0880-2218colorado,0880colorado,0.3,27.7,15.45,44.61,343,63.5,1,80336006618,0.0,0.0,1.0,0.0,colorado,0
19,0880-2218colorado,0880colorado,0.55,28.18,13.54,50.0,362,64.7,1,80336006618,0.0,0.0,1.0,0.0,colorado,0
21,0880-2218colorado,0880colorado,0.8,18.64,13.28,57.34,354,68.7,1,80336006618,0.4,0.6,0.0,0.8,colorado,1
17,0880-2227colorado,0880colorado,0.7,19.61,53.92,17.65,306,32.9,0,80336006624,0.0,0.0,1.0,0.0,colorado,0
18,0880-2227colorado,0880colorado,0.0,26.33,44.82,20.73,357,38.8,0,80336006624,0.0,0.0,1.0,0.0,colorado,0
19,0880-2227colorado,0880colorado,0.76,33.97,29.39,27.48,262,60.6,0,80336006624,0.0,0.0,1.0,0.0,colorado,0
21,0880-2227colorado,0880colorado,0.0,50.39,7.09,35.43,127,81.3,0,80336006624,0.4,0.6,0.0,0.8,colorado,1
17,0880-2228colorado,0880colorado,0.0,10.84,53.01,24.7,166,37.6,1,80336006684,0.0,0.0,1.0,0.0,colorado,0
18,0880-2228colorado,0880colorado,0.6,12.54,46.39,29.78,319,44.5,1,80336006684,0.0,0.0,1.0,0.0,colorado,0
19,0880-2228colorado,0880colorado,0.22,12.86,42.79,33.92,451,47.9,1,80336006684,0.0,0.0,1.0,0.0,colorado,0
21,0880-2228colorado,0880colorado,0.2,15.89,42.05,32.62,604,42.9,1,80336006684,0.4,0.6,0.0,0.8,colorado,1
17,0880-2241colorado,0880colorado,1.8,12.78,40.09,33.92,227,46.2,0,80336006640,0.0,0.0,1.0,0.0,colorado,0
18,0880-2241colorado,0880colorado,0.0,14.79,45.42,26.06,284,43.6,0,80336006640,0.0,0.0,1.0,0.0,colorado,0
19,0880-2241colorado,0880colorado,1.71,19.45,40.61,27.99,293,43.5,0,80336006640,0.0,0.0,1.0,0.0,colorado,0
21,0880-2241colorado,0880colorado,3.1,20.86,31.29,34.36,163,42.7,0,80336006640,0.4,0.6,0.0,0.8,colorado,1
17,0880-2244colorado,0880colorado,0.6,0.9,4.82,87.35,332,84.2,1,80336006658,0.0,0.0,1.0,0.0,colorado,0
18,0880-2244colorado,0880colorado,0.8,1.67,3.97,87.47,479,88.9,1,80336006658,0.0,0.0,1.0,0.0,colorado,0
19,0880-2244colorado,0880colorado,0.66,1.82,4.48,85.9,603,86.4,1,80336006658,0.0,0.0,1.0,0.0,colorado,0
21,0880-2244colorado,0880colorado,1.1,1.31,3.26,86.13,613,86.2,1,80336006658,0.4,0.6,0.0,0.8,colorado,1
17,0880-2398colorado,0880colorado,0.9,20.08,45.09,24.69,2839,32.2,0,80336000338,0.0,0.0,1.0,0.0,colorado,0
18,0880-2398colorado,0880colorado,1.3,19.63,45.75,24.7,2955,32.4,0,80336000338,0.0,0.0,1.0,0.0,colorado,0
19,0880-2398colorado,0880colorado,0.62,18.55,47.37,23.92,2905,30.6,0,80336000338,0.0,0.0,1.0,0.0,colorado,0
21,0880-2398colorado,0880colorado,0.4,16.41,50.67,22.27,2816,29.3,0,80336000338,0.4,0.6,0.0,0.8,colorado,1
17,0880-2641colorado,0880colorado,17.6,4.25,7.52,84.97,306,87.7,0,80336006599,0.0,0.0,1.0,0.0,colorado,0
18,0880-2641colorado,0880colorado,14.2,3.76,8.67,83.82,346,88.4,0,80336006599,0.0,0.0,1.0,0.0,colorado,0
19,0880-2641colorado,0880colorado,18.56,2.22,7.48,86.7,361,87.1,0,80336006599,0.0,0.0,1.0,0.0,colorado,0
21,0880-2641colorado,0880colorado,3.8,2.56,3.19,88.5,313,87.1,0,80336006599,0.4,0.6,0.0,0.8,colorado,1
17,0880-2726colorado,0880colorado,32.8,25.08,14.05,55.74,662,54.9,0,80336000345,0.0,0.0,1.0,0.0,colorado,0
18,0880-2726colorado,0880colorado,37.3,23.42,15.9,55.22,824,68.6,0,80336000345,0.0,0.0,1.0,0.0,colorado,0
19,0880-2726colorado,0880colorado,33.91,22.07,16.15,56.23,811,66.8,0,80336000345,0.0,0.0,1.0,0.0,colorado,0
21,0880-2726colorado,0880colorado,32.4,20.06,14.06,57.82,633,66.7,0,80336000345,0.4,0.6,0.0,0.8,colorado,1
17,0880-2757colorado,0880colorado,7.0,19.79,4.26,70.93,657,81.9,0,80336006527,0.0,0.0,1.0,0.0,colorado,0
18,0880-2757colorado,0880colorado,3.7,17.01,5.73,73.75,541,83.7,0,80336006527,0.0,0.0,1.0,0.0,colorado,0
19,0880-2757colorado,0880colorado,3.89,15.37,5.83,76.15,566,82.3,0,80336006527,0.0,0.0,1.0,0.0,colorado,0
21,0880-2757colorado,0880colorado,2.4,13.73,5.82,75.77,619,80.6,0,80336006527,0.4,0.6,0.0,0.8,colorado,1
17,0880-3378colorado,0880colorado,2.0,26.75,26.37,34.64,1585,55.9,0,80336000352,0.0,0.0,1.0,0.0,colorado,0
18,0880-3378colorado,0880colorado,2.4,24.9,29.92,33.57,1534,55.1,0,80336000352,0.0,0.0,1.0,0.0,colorado,0
19,0880-3378colorado,0880colorado,2.52,22.84,33.58,32.09,1471,49.9,0,80336000352,0.0,0.0,1.0,0.0,colorado,0
21,0880-3378colorado,0880colorado,1.3,23.01,36.8,28.97,1443,44.0,0,80336000352,0.4,0.6,0.0,0.8,colorado,1
17,0880-3540colorado,0880colorado,0.5,10.64,31.38,46.81,188,54.3,1,80336006626,0.0,0.0,1.0,0.0,colorado,0
18,0880-3540colorado,0880colorado,2.0,9.18,30.61,49.49,196,58.1,1,80336006626,0.0,0.0,1.0,0.0,colorado,0
19,0880-3540colorado,0880colorado,3.54,8.08,33.84,48.48,198,57.5,1,80336006626,0.0,0.0,1.0,0.0,colorado,0
21,0880-3540colorado,0880colorado,0.0,10.83,31.21,47.77,157,57.3,1,80336006626,0.4,0.6,0.0,0.8,colorado,1
17,0880-4444colorado,0880colorado,3.4,2.87,12.43,74.66,1464,75.2,0,80336000367,0.0,0.0,1.0,0.0,colorado,0
18,0880-4444colorado,0880colorado,3.7,3.16,11.78,75.72,1392,76.8,0,80336000367,0.0,0.0,1.0,0.0,colorado,0
19,0880-4444colorado,0880colorado,2.72,3.12,11.99,75.46,1251,75.1,0,80336000367,0.0,0.0,1.0,0.0,colorado,0
21,0880-4444colorado,0880colorado,2.8,2.82,10.74,77.62,1099,73.2,0,80336000367,0.4,0.6,0.0,0.8,colorado,1
17,0880-4509colorado,0880colorado,0.8,20.9,5.56,67.46,378,86.2,1,80336006670,0.0,0.0,1.0,0.0,colorado,0
18,0880-4509colorado,0880colorado,1.7,18.6,6.59,69.38,516,86.2,1,80336006670,0.0,0.0,1.0,0.0,colorado,0
19,0880-4509colorado,0880colorado,0.77,19.6,4.59,68.91,653,82.8,1,80336006670,0.0,0.0,1.0,0.0,colorado,0
21,0880-4509colorado,0880colorado,0.6,14.65,5.15,70.85,621,79.8,1,80336006670,0.4,0.6,0.0,0.8,colorado,1
17,0880-4730colorado,0880colorado,2.2,1.8,1.2,95.6,500,93.0,1,80336006448,0.0,0.0,1.0,0.0,colorado,0
18,0880-4730colorado,0880colorado,0.4,1.33,1.14,95.62,525,95.0,1,80336006448,0.0,0.0,1.0,0.0,colorado,0
19,0880-4730colorado,0880colorado,0.38,1.9,1.52,94.86,525,91.7,1,80336006448,0.0,0.0,1.0,0.0,colorado,0
21,0880-4730colorado,0880colorado,0.4,0.93,0.93,96.64,535,86.8,1,80336006448,0.4,0.6,0.0,0.8,colorado,1
17,0880-4795colorado,0880colorado,0.3,2.19,10.82,81.97,638,83.2,0,80336006442,0.0,0.0,1.0,0.0,colorado,0
18,0880-4795colorado,0880colorado,0.5,1.73,11.44,80.24,577,83.5,0,80336006442,0.0,0.0,1.0,0.0,colorado,0
19,0880-4795colorado,0880colorado,1.05,1.76,10.72,79.26,569,81.5,0,80336006442,0.0,0.0,1.0,0.0,colorado,0
21,0880-4795colorado,0880colorado,0.2,2.35,11.03,77.76,553,79.2,0,80336006442,0.4,0.6,0.0,0.8,colorado,1
17,0880-5448colorado,0880colorado,4.3,37.38,6.43,50.71,420,88.9,0,80336006328,0.0,0.0,1.0,0.0,colorado,0
18,0880-5448colorado,0880colorado,5.0,35.43,5.0,53.04,460,90.0,0,80336006328,0.0,0.0,1.0,0.0,colorado,0
19,0880-5448colorado,0880colorado,2.44,36.34,4.15,54.15,410,87.6,0,80336006328,0.0,0.0,1.0,0.0,colorado,0
21,0880-5448colorado,0880colorado,6.6,32.32,4.97,56.91,362,76.0,0,80336006328,0.4,0.6,0.0,0.8,colorado,1
17,0880-5605colorado,0880colorado,2.8,21.75,5.14,65.01,1246,80.6,0,80336001406,0.0,0.0,1.0,0.0,colorado,0
18,0880-5605colorado,0880colorado,0.9,21.58,4.51,64.5,1307,80.6,0,80336001406,0.0,0.0,1.0,0.0,colorado,0
19,0880-5605colorado,0880colorado,3.21,22.48,5.26,61.68,1370,78.5,0,80336001406,0.0,0.0,1.0,0.0,colorado,0
21,0880-5605colorado,0880colorado,0.9,25.38,4.18,57.43,1245,77.7,0,80336001406,0.4,0.6,0.0,0.8,colorado,1
17,0880-5844colorado,0880colorado,18.1,34.96,9.73,48.67,226,87.0,0,80336000380,0.0,0.0,1.0,0.0,colorado,0
18,0880-5844colorado,0880colorado,17.2,38.71,10.22,42.47,186,84.3,0,80336000380,0.0,0.0,1.0,0.0,colorado,0
19,0880-5844colorado,0880colorado,11.4,37.31,12.95,41.45,193,79.3,0,80336000380,0.0,0.0,1.0,0.0,colorado,0
21,0880-5844colorado,0880colorado,17.4,34.13,13.17,45.51,167,81.4,0,80336000380,0.4,0.6,0.0,0.8,colorado,1
17,0880-6239colorado,0880colorado,3.6,26.33,6.62,61.58,695,89.4,0,80336006520,0.0,0.0,1.0,0.0,colorado,0
18,0880-6239colorado,0880colorado,1.9,28.64,6.17,59.97,632,87.1,0,80336006520,0.0,0.0,1.0,0.0,colorado,0
19,0880-6239colorado,0880colorado,3.2,29.18,6.94,58.01,562,87.8,0,80336006520,0.0,0.0,1.0,0.0,colorado,0
21,0880-6239colorado,0880colorado,2.7,26.65,6.83,58.77,439,84.1,0,80336006520,0.4,0.6,0.0,0.8,colorado,1
17,0880-6314colorado,0880colorado,1.5,8.08,10.7,76.52,1299,81.1,0,80336000389,0.0,0.0,1.0,0.0,colorado,0
18,0880-6314colorado,0880colorado,1.0,8.04,11.64,74.64,1443,76.8,0,80336000389,0.0,0.0,1.0,0.0,colorado,0
19,0880-6314colorado,0880colorado,1.83,7.95,15.78,70.2,1584,69.6,0,80336000389,0.0,0.0,1.0,0.0,colorado,0
21,0880-6314colorado,0880colorado,1.5,7.71,18.38,67.62,1893,69.0,0,80336000389,0.4,0.6,0.0,0.8,colorado,1
17,0880-6350colorado,0880colorado,2.3,9.63,1.2,87.24,831,95.3,0,80336001869,0.0,0.0,1.0,0.0,colorado,0
18,0880-6350colorado,0880colorado,2.4,7.03,0.8,90.19,754,95.3,0,80336001869,0.0,0.0,1.0,0.0,colorado,0
19,0880-6350colorado,0880colorado,1.72,7.65,1.58,88.92,758,91.3,0,80336001869,0.0,0.0,1.0,0.0,colorado,0
21,0880-6350colorado,0880colorado,1.3,7.02,1.75,88.6,684,91.1,0,80336001869,0.4,0.6,0.0,0.8,colorado,1
17,0880-6368colorado,0880colorado,0.8,26.3,26.93,38.83,479,54.7,0,80336006660,0.0,0.0,1.0,0.0,colorado,0
18,0880-6368colorado,0880colorado,0.6,23.71,31.03,36.49,696,48.4,0,80336006660,0.0,0.0,1.0,0.0,colorado,0
19,0880-6368colorado,0880colorado,0.61,18.84,36.37,35.46,987,42.4,0,80336006660,0.0,0.0,1.0,0.0,colorado,0
21,0880-6368colorado,0880colorado,1.1,16.02,41.95,31.62,1423,33.2,0,80336006660,0.4,0.6,0.0,0.8,colorado,1
17,0880-7188colorado,0880colorado,23.0,17.82,2.87,74.71,174,75.9,0,80336006591,0.0,0.0,1.0,0.0,colorado,0
18,0880-7188colorado,0880colorado,25.4,20.0,3.08,71.54,130,73.0,0,80336006591,0.0,0.0,1.0,0.0,colorado,0
19,0880-7188colorado,0880colorado,33.09,15.83,2.88,71.94,139,72.6,0,80336006591,0.0,0.0,1.0,0.0,colorado,0
21,0880-7188colorado,0880colorado,17.5,22.5,2.5,70.0,120,63.2,0,80336006591,0.4,0.6,0.0,0.8,colorado,1
17,0880-7361colorado,0880colorado,26.8,9.5,5.03,78.77,179,79.0,1,80336006647,0.0,0.0,1.0,0.0,colorado,0
18,0880-7361colorado,0880colorado,35.0,9.6,5.65,79.66,177,65.6,1,80336006647,0.0,0.0,1.0,0.0,colorado,0
19,0880-7361colorado,0880colorado,19.19,10.47,5.81,76.74,172,56.4,1,80336006647,0.0,0.0,1.0,0.0,colorado,0
21,0880-7361colorado,0880colorado,11.0,21.23,10.27,60.96,146,82.8,1,80336006647,0.4,0.6,0.0,0.8,colorado,1
17,0880-7973colorado,0880colorado,0.0,11.8,4.97,73.29,161,86.6,1,80336006689,0.0,0.0,1.0,0.0,colorado,0
18,0880-7973colorado,0880colorado,0.3,14.76,5.72,71.69,332,82.2,1,80336006689,0.0,0.0,1.0,0.0,colorado,0
19,0880-7973colorado,0880colorado,0.85,15.92,6.37,69.85,471,79.8,1,80336006689,0.0,0.0,1.0,0.0,colorado,0
21,0880-7973colorado,0880colorado,2.1,15.66,5.16,71.71,562,82.0,1,80336006689,0.4,0.6,0.0,0.8,colorado,1
17,0880-8086colorado,0880colorado,2.0,21.38,28.23,35.86,1927,63.1,0,80336000408,0.0,0.0,1.0,0.0,colorado,0
18,0880-8086colorado,0880colorado,2.5,17.55,31.77,35.58,1914,58.7,0,80336000408,0.0,0.0,1.0,0.0,colorado,0
19,0880-8086colorado,0880colorado,1.33,15.17,37.72,33.9,1885,52.4,0,80336000408,0.0,0.0,1.0,0.0,colorado,0
21,0880-8086colorado,0880colorado,1.5,11.62,44.58,32.24,1954,42.7,0,80336000408,0.4,0.6,0.0,0.8,colorado,1
17,0880-8145colorado,0880colorado,9.9,2.94,6.25,87.5,272,83.7,0,80336006491,0.0,0.0,1.0,0.0,colorado,0
18,0880-8145colorado,0880colorado,11.2,2.25,5.24,90.26,267,84.4,0,80336006491,0.0,0.0,1.0,0.0,colorado,0
19,0880-8145colorado,0880colorado,7.35,1.63,4.9,91.84,245,86.0,0,80336006491,0.0,0.0,1.0,0.0,colorado,0
21,0880-8145colorado,0880colorado,9.3,2.22,4.89,92.89,225,84.8,0,80336006491,0.4,0.6,0.0,0.8,colorado,1
17,0880-8822colorado,0880colorado,1.0,18.71,38.32,32.16,1331,50.6,0,80336000417,0.0,0.0,1.0,0.0,colorado,0
18,0880-8822colorado,0880colorado,1.6,17.69,39.57,33.53,1357,49.4,0,80336000417,0.0,0.0,1.0,0.0,colorado,0
19,0880-8822colorado,0880colorado,1.59,18.3,37.09,35.29,1448,50.1,0,80336000417,0.0,0.0,1.0,0.0,colorado,0
21,0880-8822colorado,0880colorado,1.9,17.9,35.41,36.63,1559,49.1,0,80336000417,0.4,0.6,0.0,0.8,colorado,1
17,0880-8995colorado,0880colorado,4.7,25.52,5.34,65.58,337,70.9,0,80336006514,0.0,0.0,1.0,0.0,colorado,0
18,0880-8995colorado,0880colorado,5.1,24.86,4.0,67.43,350,73.7,0,80336006514,0.0,0.0,1.0,0.0,colorado,0
19,0880-8995colorado,0880colorado,8.36,22.19,3.75,69.16,347,70.0,0,80336006514,0.0,0.0,1.0,0.0,colorado,0
21,0880-8995colorado,0880colorado,5.9,25.32,4.22,68.35,237,59.2,0,80336006514,0.4,0.6,0.0,0.8,colorado,1
17,0880-9639colorado,0880colorado,1.6,0.18,1.08,97.12,556,90.7,1,80336006543,0.0,0.0,1.0,0.0,colorado,0
18,0880-9639colorado,0880colorado,0.6,0.37,0.55,97.23,541,92.6,1,80336006543,0.0,0.0,1.0,0.0,colorado,0
19,0880-9639colorado,0880colorado,0.95,0.38,0.57,97.35,528,91.4,1,80336006543,0.0,0.0,1.0,0.0,colorado,0
21,0880-9639colorado,0880colorado,1.6,0.35,1.38,96.55,579,94.5,1,80336006543,0.4,0.6,0.0,0.8,colorado,1
17,0880-9693colorado,0880colorado,3.5,8.62,4.94,82.38,789,93.3,0,80336006551,0.0,0.0,1.0,0.0,colorado,0
18,0880-9693colorado,0880colorado,3.6,9.45,4.65,82.01,667,96.4,0,80336006551,0.0,0.0,1.0,0.0,colorado,0
19,0880-9693colorado,0880colorado,2.68,8.48,5.06,82.44,672,93.5,0,80336006551,0.0,0.0,1.0,0.0,colorado,0
21,0880-9693colorado,0880colorado,2.4,10.42,4.37,80.67,595,90.2,0,80336006551,0.4,0.6,0.0,0.8,colorado,1
17,0880-9702colorado,0880colorado,2.1,5.5,4.19,88.07,763,94.7,0,80336006547,0.0,0.0,1.0,0.0,colorado,0
18,0880-9702colorado,0880colorado,4.3,5.75,4.6,86.57,782,96.8,0,80336006547,0.0,0.0,1.0,0.0,colorado,0
19,0880-9702colorado,0880colorado,3.22,5.54,4.38,86.73,776,94.0,0,80336006547,0.0,0.0,1.0,0.0,colorado,0
21,0880-9702colorado,0880colorado,3.0,7.11,3.48,87.05,633,91.9,0,80336006547,0.4,0.6,0.0,0.8,colorado,1
17,0890-2216colorado,0890colorado,0.8,0.0,85.83,7.09,127,58.8,0,80342000429,0.0,0.0,1.0,0.0,colorado,0
18,0890-2216colorado,0890colorado,1.6,0.0,90.24,4.88,123,53.2,0,80342000429,0.0,0.0,1.0,0.0,colorado,0
19,0890-2216colorado,0890colorado,2.5,0.0,87.5,5.83,120,53.9,0,80342000429,0.0,0.0,1.0,0.0,colorado,0
21,0890-2216colorado,0890colorado,0.0,0.0,91.6,4.2,119,43.5,0,80342000429,0.0,0.0,1.0,0.0,colorado,1
17,0900-1367colorado,0900colorado,0.4,1.56,77.5,14.17,2244,12.7,0,80345001918,0.0,0.0,1.0,0.0,colorado,0
18,0900-1367colorado,0900colorado,0.5,1.35,77.92,13.36,2373,12.7,0,80345001918,0.0,0.0,1.0,0.0,colorado,0
19,0900-1367colorado,0900colorado,1.09,1.64,75.89,14.89,2377,12.2,0,80345001918,0.0,0.0,1.0,0.0,colorado,0
21,0900-1367colorado,0900colorado,0.7,1.02,74.41,17.37,2360,13.2,0,80345001918,0.3,0.4,0.3,0.55,colorado,1
17,0900-1503colorado,0900colorado,0.3,1.99,74.89,14.4,2417,13.0,0,80345001578,0.0,0.0,1.0,0.0,colorado,0
18,0900-1503colorado,0900colorado,0.1,2.25,73.61,14.82,2490,12.8,0,80345001578,0.0,0.0,1.0,0.0,colorado,0
19,0900-1503colorado,0900colorado,0.37,1.91,72.78,15.17,2465,12.5,0,80345001578,0.0,0.0,1.0,0.0,colorado,0
21,0900-1503colorado,0900colorado,0.2,1.99,71.03,15.99,2458,12.7,0,80345001578,0.3,0.4,0.3,0.55,colorado,1
17,0900-2230colorado,0900colorado,0.6,1.17,75.76,15.83,2141,15.4,0,80345000440,0.0,0.0,1.0,0.0,colorado,0
18,0900-2230colorado,0900colorado,1.6,1.32,74.91,16.32,2120,14.7,0,80345000440,0.0,0.0,1.0,0.0,colorado,0
19,0900-2230colorado,0900colorado,0.92,1.4,75.05,15.97,2072,14.3,0,80345000440,0.0,0.0,1.0,0.0,colorado,0
21,0900-2230colorado,0900colorado,0.9,1.68,72.12,16.81,2023,14.1,0,80345000440,0.3,0.4,0.3,0.55,colorado,1
17,0900-3980colorado,0900colorado,0.3,2.86,70.65,15.39,1956,13.1,0,80345001437,0.0,0.0,1.0,0.0,colorado,0
18,0900-3980colorado,0900colorado,0.4,2.45,70.56,15.72,1997,14.6,0,80345001437,0.0,0.0,1.0,0.0,colorado,0
19,0900-3980colorado,0900colorado,0.32,2.06,70.29,16.25,1895,13.0,0,80345001437,0.0,0.0,1.0,0.0,colorado,0
21,0900-3980colorado,0900colorado,0.3,2.27,68.82,16.86,1809,12.6,0,80345001437,0.3,0.4,0.3,0.55,colorado,1
17,0900-4271colorado,0900colorado,0.3,1.17,79.52,11.95,2217,7.6,0,80345006400,0.0,0.0,1.0,0.0,colorado,0
18,0900-4271colorado,0900colorado,0.1,1.14,80.17,11.05,2290,8.8,0,80345006400,0.0,0.0,1.0,0.0,colorado,0
19,0900-4271colorado,0900colorado,0.33,1.12,78.72,11.86,2411,7.7,0,80345006400,0.0,0.0,1.0,0.0,colorado,0
21,0900-4271colorado,0900colorado,0.3,0.72,76.99,12.75,2369,7.4,0,80345006400,0.3,0.4,0.3,0.55,colorado,1
17,0900-5259colorado,0900colorado,0.0,0.35,73.4,10.59,1143,5.6,1,80345006493,0.0,0.0,1.0,0.0,colorado,0
18,0900-5259colorado,0900colorado,0.2,0.58,70.4,10.28,1206,5.2,1,80345006493,0.0,0.0,1.0,0.0,colorado,0
19,0900-5259colorado,0900colorado,0.08,0.84,67.82,11.2,1187,5.8,1,80345006493,0.0,0.0,1.0,0.0,colorado,0
21,0900-5259colorado,0900colorado,0.0,0.73,63.92,13.0,1092,6.5,1,80345006493,0.3,0.4,0.3,0.55,colorado,1
17,0900-6165colorado,0900colorado,0.2,0.71,78.53,11.03,2403,6.7,0,80345001748,0.0,0.0,1.0,0.0,colorado,0
18,0900-6165colorado,0900colorado,0.2,0.85,78.67,11.03,2466,5.4,0,80345001748,0.0,0.0,1.0,0.0,colorado,0
19,0900-6165colorado,0900colorado,0.0,0.73,78.59,10.93,2480,5.9,0,80345001748,0.0,0.0,1.0,0.0,colorado,0
21,0900-6165colorado,0900colorado,0.1,0.8,76.38,11.91,2511,5.7,0,80345001748,0.3,0.4,0.3,0.55,colorado,1
17,0900-6365colorado,0900colorado,0.2,1.52,73.52,12.02,657,8.1,1,80345006455,0.0,0.0,1.0,0.0,colorado,0
18,0900-6365colorado,0900colorado,0.0,0.91,70.65,12.56,661,6.9,1,80345006455,0.0,0.0,1.0,0.0,colorado,0
19,0900-6365colorado,0900colorado,0.0,0.78,70.78,13.28,640,7.5,1,80345006455,0.0,0.0,1.0,0.0,colorado,0
21,0900-6365colorado,0900colorado,0.4,1.81,67.75,14.13,552,7.0,1,80345006455,0.3,0.4,0.3,0.55,colorado,1
17,0900-6719colorado,0900colorado,0.0,2.04,72.79,18.37,147,11.6,1,80345006690,0.0,0.0,1.0,0.0,colorado,0
18,0900-6719colorado,0900colorado,0.0,1.74,70.0,19.57,230,9.9,1,80345006690,0.0,0.0,1.0,0.0,colorado,0
19,0900-6719colorado,0900colorado,0.0,1.44,73.56,16.83,208,11.8,1,80345006690,0.0,0.0,1.0,0.0,colorado,0
21,0900-6719colorado,0900colorado,0.0,4.37,65.57,15.85,183,17.4,1,80345006690,0.3,0.2,0.5,0.35,colorado,1
17,0900-7118colorado,0900colorado,0.2,0.8,78.43,12.99,1493,9.2,0,80345001341,0.0,0.0,1.0,0.0,colorado,0
18,0900-7118colorado,0900colorado,0.5,1.0,77.65,13.88,1499,10.6,0,80345001341,0.0,0.0,1.0,0.0,colorado,0
19,0900-7118colorado,0900colorado,0.07,1.06,78.54,12.43,1505,10.3,0,80345001341,0.0,0.0,1.0,0.0,colorado,0
21,0900-7118colorado,0900colorado,0.4,0.76,78.13,13.86,1573,10.1,0,80345001341,0.3,0.4,0.3,0.55,colorado,1
