,elapass_wi_virtualper_inf
357,1.7221068936436183e-06
358,0.0002657248649807504
359,-0.00016334405352569362
360,1.0983734684364126e-05
361,-6.45098315707066e-05
362,0.0001858836696503276
363,-3.179443719047471e-05
364,-9.939477251804726e-05
365,0.00022451233343306895
366,-0.00015963158551945652
367,-0.00015873331005619086
368,7.435863585905029e-05
369,1.738583844137906e-05
370,4.21094380196248e-05
371,1.9684219006613697e-05
372,-8.349569904282848e-06
373,3.723080408880182e-05
374,-2.97029454599795e-05
375,1.2280876530414822e-05
376,0.0012106910403818793
377,0.00021376729451915314
378,-0.0004087207778232403
379,0.003225697658210129
380,2.415757435768006e-05
381,1.0625481344841377e-06
382,-2.701922629252285e-05
383,-6.915218463885575e-05
384,1.4876708426108453e-05
385,-3.2939036772624765e-05
386,3.730348804447217e-05
387,0.0002316634752011913
388,7.839171193092545e-06
389,8.316191575912714e-05
390,6.018177325494663e-06
391,-3.2417654952721375e-05
392,-1.4796229744096845e-05
393,-4.993747466966399e-05
394,2.0727018668791034e-05
395,-0.0010357346249014812
396,-2.5345858637337526e-05
397,5.4168472321670694e-05
398,-4.489890407027521e-05
399,0.00020838407982439255
400,-1.546845061714227e-06
401,0.00026256007555055914
402,-8.166186007314943e-06
403,-4.8252312177770986e-06
404,-0.000560143555742517
405,-6.807707967015734e-05
406,7.044405114209862e-05
407,-0.0007076041193144965
408,3.9210490572317495e-05
409,-2.9802698382548092e-05
410,6.404674047048292e-05
411,-4.767618667406211e-05
412,0.00025699486381898084
413,-3.137391069648532e-05
414,2.181529943639693e-05
415,0.0011302973884180498
416,1.5173421541872278e-06
417,3.812633592117681e-07
418,-0.00011706081333497482
419,-9.67391240434408e-05
420,3.4249146771188224e-05
421,-2.63018491110257e-05
422,2.0826824561899327e-05
423,6.374221450748798e-06
424,0.0013866490928859357
425,-0.002627985676567484
426,0.0018863532213183438
427,0.0010708627439657062
428,0.00015141269714754943
429,9.131854010265195e-06
430,0.0001230237241594514
431,0.0004381608748451048
432,-0.00030018784567814133
433,9.304801492108777e-06
434,-3.290206395044674e-05
435,-0.0001928613771044268
436,-0.0002197193167256974
437,-6.648360542957343e-05
438,3.274275215549067e-05
439,-1.6416133613189028e-05
440,-5.123459132862723e-06
441,3.933767636475147e-05
442,6.529283951213486e-05
443,-5.293578877319182e-05
444,0.0002524990076104589
445,0.00040805118565335303
446,0.0004572984637744344
447,0.0007646004767415526
448,-0.0003449366202485989
449,-0.00013452225259612466
450,-7.420691686069994e-05
451,4.8761966699083476e-05
452,-0.004506942944233
453,0.0006741930852082782
454,0.0001829930611303669
455,-0.002469327103277725
456,0.00014377702943545295
457,-2.002909434042075e-05
458,-6.4300631203468775e-06
459,0.00018830937372821922
460,4.776181390652109e-05
461,-6.931856841669577e-05
462,-7.927937930315875e-06
463,0.0002803443597345081
464,-0.00039068339071134854
465,3.9589776974572744e-05
466,-3.5247183140762785e-05
467,-0.0003736227813716871
468,0.00038723968850964047
469,-0.00011549061988094221
470,3.973467149655931e-05
471,-0.0008409135445070228
472,0.0004729907311751821
473,2.3530052885453622e-05
474,-0.001222888638734372
475,0.0002920140785909876
476,0.00029578968990874496
477,-3.985317791155891e-05
478,-1.8552251744585537e-05
479,0.000579787102015795
480,-0.00048055285978595313
481,-7.330007769534504e-05
482,0.0009736565420739754
483,0.0005249349753324986
484,0.0003664345897476725
485,0.0008128894351291951
486,-0.0008328534722239717
487,0.0010288299399158491
488,-0.0004722969215398236
489,-0.00015528558066214336
490,9.581317892181354e-08
491,-0.0014985154032792272
492,-0.00028903037618281376
493,-3.510293066222715e-05
494,-0.00017364451323830348
495,-6.977924717533266e-05
496,-8.774649095605089e-05
497,-2.555302173784078e-05
498,-7.902220694021039e-05
499,4.7767312914747484e-05
500,-4.8180909709756014e-05
501,-0.0009734759361864248
502,-6.3646923829903e-05
503,-0.0034435748225783466
504,-0.00033439774177042043
505,0.00013246094310928236
506,-4.971776641347072e-05
507,-0.00035797148177291947
508,-0.0003649213890855031
509,-0.0003300009906398311
510,0.00024968319606762617
511,-0.0017273091862041062
512,1.8502744944974287e-06
513,-2.06058294990377e-06
514,-5.7540049670552544e-05
515,-8.5031511526567e-05
516,-0.00014419612858133598
517,-5.5594903840937095e-05
518,1.2172801130306464e-05
519,-3.302276256982806e-05
520,-8.59127104141472e-05
521,0.0002862742352425721
522,0.00016115021225524462
523,8.772109417601135e-05
524,-0.0011897905405290309
525,0.00016001537957237446
526,-2.4849284096368977e-05
527,-0.001503734333833735
528,-5.5456933621992954e-05
529,-5.7933944215390604e-05
530,5.93795581490804e-05
531,-0.00013447901576372925
532,9.89682241815354e-05
533,-6.345322920637818e-05
534,-8.090313307885866e-06
535,9.36246473358346e-06
536,3.319339994517216e-05
537,0.00013448898817954187
538,6.047800621452549e-05
539,0.0001576073977427107
540,3.89834137740908e-05
541,7.302338105477297e-06
542,8.165559447959828e-05
543,-5.415934139742668e-05
544,2.4998372691843493e-06
545,-0.00034056509311170284
546,0.0002522257764401537
547,1.818944224970042e-05
548,-5.142549351113184e-08
549,7.873049487470387e-05
550,2.1030722539912836e-05
551,3.293278066484395e-05
552,-0.00015803033171583948
553,0.0002038973077708728
554,3.7190388337073505e-05
555,0.0006574704639411335
556,-0.0010458929240911724
557,-0.00010775470191731584
558,-0.0004863526578368947
559,-0.00043367480114597123
560,-0.00045737242812708245
561,8.768699496972624e-05
562,-0.0007443394634727718
563,-0.002380115922256932
564,0.0005132964636098802
565,4.526333053826828e-05
566,0.00028222160186760847
567,0.0011396231019362736
568,-0.00022828087779085606
569,0.0002185166063980467
570,8.623362303672737e-05
571,-0.00010753198352045166
572,0.00022451736999537684
573,-6.904388917765358e-05
574,-5.5674646209532935e-05
575,0.00047215557574770383
576,0.0032442728812242844
577,-0.0018936870226787137
578,0.0006882009751758245
579,0.006567939919498891
580,-0.0010658760611947842
581,0.00016709249378914497
582,-4.1600613903553164e-05
583,0.0003685790398578474
584,0.0010078861598572365
585,-0.00038506154699751203
586,-0.0013978379080031261
587,-0.0017937632973858083
588,-7.871998471003526e-06
589,0.0002592726147946362
590,7.075323871782853e-06
591,6.338446823675635e-05
592,-0.00019301364535834946
593,1.5343755159981353e-05
594,4.721490271579938e-06
595,-0.00023183834216354245
596,9.882877673107555e-05
597,3.561608965943394e-05
598,4.6054416966186035e-05
599,5.503533576294878e-05
600,0.00014447032836171136
601,0.0002458807976646837
602,0.0004087211733016641
603,0.0023700222813638062
604,-0.00014954232994564395
605,4.7495238546081805e-05
606,0.00016198344631946133
607,0.00014311249906550456
608,0.00016891812402270332
609,7.343447162238932e-05
610,6.473804012948629e-06
611,0.0003184817491702865
612,-0.004086893609763562
613,0.0017317586985044317
614,-0.0002092810720480107
615,-0.006912578416587574
616,-0.00026314506128555297
617,0.00015680239766642008
618,-0.00011845148374806421
619,0.0003069585316377617
620,2.3058283679270004e-05
621,1.2666872063440295e-05
622,-4.737071253150178e-06
623,3.248282798805408e-05
624,-5.382930349707142e-05
625,2.1994799656184588e-05
626,-0.00016096681826212656
627,0.00019699430989784266
628,0.00046756301716729503
629,0.00018780120957170426
630,-6.272350417325398e-05
631,-0.0006473536910803384
632,1.5855347049005446e-05
633,0.0005338741462921938
634,-0.00026348637565466986
635,-0.0011337068982601398
636,0.00046918813030228957
637,0.0007782711964962795
638,-0.00013016355103302247
639,0.003363308309058207
640,-0.0011669954084547489
641,0.001123497952388338
642,2.386551900913172e-06
643,0.0008113019397283993
644,1.824905479761691e-05
645,-2.1180384798510486e-05
646,-0.0001679803556963519
647,-0.0017622226983868873
648,-0.0034989525841694685
649,0.005283869339359156
650,-0.0076184098004244034
651,-0.017417968983633524
652,0.0018607038793159417
653,-0.00015397126411951948
654,-0.0012734136640057264
655,-0.003182125495146143
656,0.0005506762318573798
657,0.0022126614996542393
658,-0.010775525566732745
659,-0.02596987260988345
660,-0.002643342383861086
661,0.005037720022174801
662,-0.0008669558463787685
663,0.0031153620285262647
664,1.755971843337253e-05
665,-0.00029277916805389617
666,0.00014192034933441553
667,-0.0014430135529243156
668,0.000963470081068566
669,2.4728558486504828e-06
670,0.00021721547766445943
671,-0.00012997392598706914
672,0.00013125087516154959
673,-6.942558688751442e-05
674,-2.8874242679703293e-05
675,-5.31232472989497e-06
676,2.5814674386515657e-06
677,6.369802195778136e-05
678,-1.6999677657100533e-05
679,3.790815279223734e-05
680,-0.00011333573890677101
681,-7.778633769681588e-05
682,1.8997243437854156e-05
683,-1.0173243495540754e-05
684,-0.00012030876368947106
685,-8.066692883936767e-05
686,0.00015450828919839278
687,-0.0004243790992001885
688,-0.0006813310794544927
689,-0.00010597399419503985
690,0.00018509198713976147
691,0.00042038082707260006
692,-0.0002540828494308324
693,-0.000111074326451293
694,3.048714646683322e-05
695,5.628155361250581e-05
696,4.777825228983601e-06
697,8.381947970746818e-05
698,-3.484457290992323e-05
699,-6.557391210072042e-05
700,0.00039339725414681235
701,-0.0007250557412245721
702,-0.00028758776601918494
703,-0.0018614541464184637
704,-4.881079485570636e-06
705,-1.2725578128862665e-05
706,3.268585871988619e-05
707,-4.665457609835926e-06
708,-0.00017469561698969734
709,-3.2066517819532026e-05
710,0.00022820869158468794
711,0.000503742991118394
712,4.0212139087949065e-05
713,4.886734017607178e-05
714,3.4260935175997595e-05
715,0.00015459870693283116
716,-0.0002921560501066001
717,-0.0004959656936293242
718,0.0003955312220218154
719,-0.001975019717707804
720,0.0007014614141046633
721,0.0013496108439883278
722,0.0008362390994074278
723,0.01002615723786474
724,-0.0034853934213926025
725,0.0003913783868067827
726,0.004708113961961259
727,0.0054096453307514464
728,-0.000258633118041937
729,0.00029238039885820695
730,-7.743683870627202e-05
731,-0.0001542636216672568
732,-0.0014844418075762923
733,0.00017613765934642981
734,0.00030624235827949475
735,-0.0019421868876539417
736,4.228658427176532e-05
737,-3.404794123431563e-05
738,-0.00017173557210085604
739,-6.753615492801932e-05
740,-0.0001732873080671985
741,-0.00014372424097611615
742,-7.208358010788612e-08
743,1.7431644764049307e-05
744,-0.00024205473210655204
745,0.0001490782098216092
746,-3.056804862774343e-06
747,0.00014527686436962192
748,-7.330835575981089e-05
749,5.524196643656772e-05
750,8.547168437090503e-05
751,6.328454043639164e-06
752,-7.912161096563685e-05
753,-5.559021826605087e-05
754,4.9597641261608626e-05
755,3.724544178156615e-05
756,-0.0005056285510198828
757,-1.3221988250288922e-05
758,0.0008451124098692254
759,-0.0007364398849399285
760,-1.4002531795286258e-05
761,0.000717404682187234
762,8.635005384810059e-05
763,0.0005870494784850329
764,-8.6245200347218e-05
765,1.3031961551037836e-05
766,-6.215694286767656e-05
767,0.0001456092276946231
768,8.703248863520104e-05
769,2.7088135783101764e-06
770,0.00011710565957230645
771,3.1844401087807175e-05
772,-0.00025069420997617873
773,-1.1139252852408232e-05
774,-9.637667721462877e-06
775,-0.0005270914145843586
776,8.31090436930299e-06
777,-4.676084832298116e-05
778,9.80369084090491e-05
779,0.00013381937522114758
780,-4.3343667462803196e-05
781,1.9812973921614877e-05
782,-3.0460796526718708e-05
783,9.565772039276055e-05
784,4.600169613966685e-05
785,0.0001050667319393545
786,3.8090653508428956e-06
787,2.5442540913892173e-05
788,0.0005103670192101055
789,-0.00016770499016480477
790,0.00033742502586608215
791,0.0031531648592082124
792,0.00018495681014897534
793,-0.0008455225339903126
794,7.883037640163954e-06
795,-0.0022142171135467598
796,-1.398593749584203e-05
797,-0.0002577029907847314
798,0.00040693935979453926
799,8.932566973928033e-05
800,1.3878000423123578e-06
801,2.497309872656304e-05
802,0.00012189624428515809
803,0.0002641230701711023
804,-0.0007654454073968228
805,0.00011165187096520205
806,9.213453504218503e-05
807,-0.0012775309487623211
808,-9.143436552575995e-05
809,-0.0001591351469349875
810,-0.00010268214546424234
811,-0.001198588654987284
812,-0.0005237516080130458
813,0.0002515219421841497
814,0.00034196123975926843
815,0.0005576667689661454
816,0.0007163936943005373
817,-0.0010769562528180293
818,0.00027599652184493573
819,-0.0007095438363646953
820,-0.00023214188808029095
821,0.0003404689195623004
822,0.00017075536089554834
823,0.0006028629117495052
824,-2.2201902784909468e-05
825,1.9635643706764342e-05
826,0.00016027484146860583
827,-3.2477263444929115e-05
828,-0.000101771990240989
829,-0.00030054234975695484
830,0.00019998555620674076
831,-0.0003864309031308898
832,5.285378721524944e-05
833,0.0002340800428353845
834,8.221738015445197e-05
835,0.0001732022704798221
836,0.00010708277656750688
837,-8.27206607139169e-06
838,-3.721937672038318e-05
839,0.00013202938521795056
840,-1.6279572844435312e-06
841,-1.3020779320920767e-05
842,2.2170996705838744e-06
843,-3.278912503782236e-05
844,9.714935802126495e-05
845,-2.515752025964608e-05
846,0.0001364239008271757
847,1.1913794803663064e-05
848,-3.185442454314147e-05
849,8.779228504148507e-05
850,1.1850942618835402e-05
851,6.696137125902441e-06
852,-0.0029459789406181703
853,0.0004975619359125423
854,0.0015040433655402708
855,0.0020343249177109364
856,-0.0006681103796485104
857,0.00011334233543158748
858,0.00012732259701165414
859,-0.0007494996091924042
860,1.1463943953940446e-05
861,0.0004204022279365051
862,7.915286919225524e-05
863,3.2914911756507875e-05
864,-9.840491429875911e-05
865,-0.00021777087139537206
866,0.00017680571705319523
867,-0.0004825931106395541
868,-2.7418977270833537e-05
869,-2.912316740603964e-06
870,0.00010452373664060937
871,0.0005437213536596223
872,-7.942545030605585e-05
873,-0.00015805751476869172
874,-0.00022509366502476293
875,7.28394580642045e-06
876,-0.00028649672365784064
877,-0.00034452133638200746
878,0.0005284636659968567
879,-0.002292146351995943
880,0.0006142074324416566
881,-0.00021719831424995092
882,-0.00026072336450612274
883,0.00030079538858712566
884,-0.00014428485735519343
885,-0.00019342406229338276
886,0.0001963495571979334
887,0.0003167926337251366
888,7.288775934762712e-05
889,1.6908358565593187e-05
890,0.00013776789568412795
891,-0.00010899603310481793
892,-1.1329891198993032e-06
893,0.00016119253394154958
894,7.350987768067913e-05
895,4.7292610692984396e-05
896,-0.00014348402323839738
897,9.627119669122659e-05
898,-4.886108190574789e-06
899,0.0002049515070286157
900,-3.3724260617236604e-05
901,-6.112241778764157e-05
902,0.0001246630370582706
903,-0.00047817252908310574
904,0.00032832497258305756
905,0.00031183933267025886
906,-0.0005151331650519565
907,0.0006160670418116809
908,-2.6278084855277706e-05
909,0.0004757457983428847
910,-4.2878656674538245e-05
911,0.00027276441767966537
912,1.806428804292713e-06
913,-3.7613189479917554e-06
914,2.175409133814801e-06
915,-0.00011095635574306558
916,-1.5272095102561536e-05
917,4.471480808659105e-05
918,5.69785873176868e-05
919,-3.383549453522316e-05
920,-1.5278533629913536e-06
921,-6.597182191733519e-05
922,-6.957735600661842e-05
923,1.8488627919270284e-05
924,-0.00017606399259552797
925,3.760031736289056e-05
926,1.5037646031955787e-05
927,-0.0001846377283585653
928,-0.00014889944830503562
929,1.603884329268079e-05
930,3.8723405847178965e-05
931,-0.00011009929054269754
932,-0.0007722385506963012
933,0.0008324456172985415
934,0.00019577272594660736
935,0.0012688305666998132
936,-5.320334481910335e-05
937,0.0004569888731627981
938,-0.0009157587169539367
939,0.0003517499927029115
940,0.003127670071203685
941,-0.005824285180696449
942,0.0018113706949942356
943,-0.0028479887202338514
944,0.00032432363844494297
945,-0.0010991783056241815
946,-0.00036818448675174234
947,-0.0011930990870691492
948,0.000705230952121796
949,0.000685289423463484
950,-0.001044605897904665
951,0.0017152801054375131
952,-8.32062187046951e-05
953,-2.2931008743105287e-05
954,0.0003155718856849638
955,0.00043649880655910055
956,-0.0006729448115112669
957,-0.0004394675132791892
958,0.0011437140099155563
959,-0.0007870794196260142
960,-1.4421777160712003e-05
961,0.0001442318249916435
962,-7.285016577968791e-06
963,0.00017950747639659456
964,-0.0003524179304272004
965,0.00013910243200413613
966,1.1887252369353347e-05
967,0.0002059107034325007
968,0.00025633611934714937
969,7.757918219533679e-06
970,4.95215497469328e-05
971,1.8163870361408835e-05
972,-0.00010991370275283718
973,0.00011594555146012831
974,-2.4665551499408256e-05
975,2.8653160138516205e-05
976,3.904498404708821e-05
977,-0.0005090531855048332
978,-0.000429839938314489
979,0.0002733562192656295
980,-0.00016957274099415134
981,-0.0001692772197768027
982,0.00015301386211508873
983,-0.000270111144711911
984,-1.5403590170789942e-05
985,0.00017338728685522704
986,1.4655180785490644e-05
987,0.00010828243606853408
988,0.00010808301459250075
989,-0.00019581091023014485
990,2.0191270957473435e-05
991,3.414586773216006e-05
992,0.00018109136190554715
993,2.8959692814574293e-06
994,1.0372921656289057e-05
995,-2.6281707457809476e-06
996,-0.0005752614898497263
997,0.0001804486753634807
998,4.892954251277121e-05
999,-0.000750761939866918
1000,0.00026597963661232976
1001,-5.02839344415638e-05
1002,1.9254495158497265e-06
1003,0.0004414899621103912
1004,8.342455630581137e-05
1005,-0.00016584768582569338
1006,4.003876618903181e-05
1007,-0.00164805390996639
1008,-3.904807211680694e-05
1009,2.162656217995821e-05
1010,-0.0002969307898576811
1011,-0.0008796005772514172
1012,0.0014553764809873129
1013,0.00018473455193600147
1014,-0.0015378168713156186
1015,0.0014017747839897693
1016,-0.0001650246483617306
1017,-2.3813064996190478e-05
1018,8.664846190612323e-05
1019,0.00035975607531062143
1020,0.0004588567008456767
1021,3.936667088687268e-05
1022,0.00020025493519942707
1023,-2.141852937825724e-05
1024,-8.770737971687069e-05
1025,-0.00023383413351040757
1026,-0.00046417901455458394
1027,-1.8730867581852068e-05
1028,-0.002612249251836439
1029,2.3354478465055855e-05
1030,-5.396590359284127e-05
1031,-0.002311457785569493
1032,-0.0012035487426842514
1033,-0.0006044762324412482
1034,6.385514601830006e-05
1035,-0.00304403778876725
1036,-0.00017474814874562534
1037,-0.0003975606559748265
1038,0.00015821377476263053
1039,-0.0018418518193380408
1040,9.910583779749623e-05
1041,1.2002043871414613e-05
1042,2.9649835447118506e-05
1043,6.953182708243246e-05
1044,-1.3638731837180147e-05
1045,-0.0005487428630293947
1046,3.399252769308083e-05
1047,-0.00045601314787582277
1048,0.0004117631896212041
1049,-0.00036452584788221885
1050,0.00039323110953360605
1051,0.001213866811270097
1052,5.0003656201730224e-05
1053,0.00012231515484097406
1054,0.0003530053249279625
1055,-6.967687958394664e-06
1056,-7.5817388802434044e-06
1057,2.896717701407094e-06
1058,-6.751159650219074e-06
1059,-9.200436567322389e-05
1060,0.00015785010255854208
1061,0.0005902293730876553
1062,-2.442643513192712e-05
1063,0.0018502827223940295
1064,6.639336289032463e-05
1065,0.00011756083990311301
1066,3.4396955956414763e-05
1067,0.0008745608635662638
