,elapass_wi_virtualper_inf
1068,0.0006169504581727746
1069,0.00019528006934607165
1070,9.701274955641796e-05
1071,0.0008372272154809773
1072,-1.1902009216533005e-07
1073,7.501007592635875e-06
1074,-0.00016186256778684226
1075,0.00010322875889060117
1076,2.160088703245807e-05
1077,-6.661427449921976e-05
1078,7.903389278349473e-05
1079,-0.00016979162868731055
1080,3.6931338265942434e-05
1081,2.46906213876563e-06
1082,-5.6037582534391966e-05
1083,-6.38935312738e-05
1084,3.671245793319632e-06
1085,0.0005267885428168131
1086,-0.0010449451340710464
1087,-0.0011718795721677353
1088,2.2259588912429766e-05
1089,0.00012421182869681228
1090,0.0006415196087698144
1091,0.0019405184386858435
1092,-0.00028769614444648656
1093,-0.0003427595491330342
1094,0.0007131345245097791
1095,-0.00013917322080449028
1096,-0.0003042536594208201
1097,-1.9784927752474727e-05
1098,-0.0002030407970787445
1099,-7.105426030538033e-05
1100,-0.0002319362794678668
1101,0.00013417399448667096
1102,1.5805916513296644e-06
1103,-1.2363344769669978e-05
1104,-0.00011749847606150095
1105,1.2683980715908955e-05
1106,-1.3370533403805518e-05
1107,-8.724668551624239e-05
1108,9.587357410813951e-05
1109,1.3930367650907082e-05
1110,2.2185672044752972e-05
1111,-6.909650745231443e-05
1112,-5.1811176878392605e-05
1113,-2.9221021931655372e-05
1114,-0.00010296059929042209
1115,-8.07851733963451e-05
1116,-0.0001066625686303941
1117,2.2582119856547428e-05
1118,0.0002081510242864556
1119,-0.00015466156951398044
1120,6.364956960437921e-05
1121,-0.00033717934655985043
1122,0.0001637869533072632
1123,6.782374031419221e-05
1124,-0.000351237201534731
1125,0.0005580771927204535
1126,-0.0005520505303292337
1127,-0.0004664004692929913
1128,-0.0014778337652334142
1129,0.0005256070812896946
1130,-3.92509614803323e-05
1131,-0.0027402081384595095
1132,-0.00015264651270062874
1133,-0.0020426884791187538
1134,0.0013781826766639561
1135,-0.003486665942458236
1136,-0.0005101951322201574
1137,-0.001643707058069685
1138,0.00035628203863382355
1139,-0.006841987254329901
1140,-0.0006165763091229085
1141,0.0004437740570993028
1142,0.0001774379633344893
1143,0.00019453353969180109
1144,1.0288164913164034e-05
1145,1.6853433591444266e-06
1146,3.708025794665682e-05
1147,6.568412120560628e-05
1148,9.036326289708662e-05
1149,-2.2228375250822926e-05
1150,-5.240654890529203e-05
1151,8.279960467212679e-05
1152,0.00010472641834186862
1153,6.546806463560813e-06
1154,7.505410266147644e-05
1155,3.0566034105071364e-06
1156,4.450316416146771e-05
1157,4.4562076365444483e-05
1158,2.7081085601630067e-05
1159,0.00049265353991751
1160,-4.70406270069165e-05
1161,1.3012781027510939e-05
1162,3.3978090564339006e-05
1163,3.279462249221746e-06
1164,6.917206726785402e-06
1165,0.00011769251436521779
1166,-0.00016500529664981655
1167,8.424830640547259e-05
1168,-0.0001941438978470034
1169,0.00022725729715923648
1170,4.4844868147233024e-06
1171,0.00012133692990615074
1172,-5.284514006446818e-05
1173,-0.00032818598837056545
1174,1.7382386950682797e-05
1175,-0.0004582518785813419
1176,-0.00017577892962827664
1177,-1.8701358651238336e-05
1178,-7.859677534485961e-05
1179,5.576873002203216e-06
1180,-3.720048892273203e-05
1181,-4.8247926590259274e-05
1182,7.036237863575165e-05
1183,-4.291384637473975e-05
1184,-0.0004177142199494641
1185,0.0002354256808323291
1186,0.00016650804677772427
1187,-2.2321006592510627e-05
1188,-5.753595724259776e-06
1189,-3.180009692389356e-05
1190,-2.196300134285009e-05
1191,-1.1524427750557926e-05
1192,-2.0693249234021096e-05
1193,-3.4823404195267136e-05
1194,-0.00037916632241240044
1195,-0.0009961546593699505
1196,-7.1396244760560216e-06
1197,1.8983321330863916e-05
1198,1.8571854857426755e-05
1199,-4.513292851582089e-05
1200,-1.0672522459253433e-06
1201,0.00027012770715995776
1202,-1.0043342883858976e-05
1203,0.00025389839650134203
1204,0.001615357988980165
1205,-0.0008231536920956806
1206,0.001067006438987712
1207,0.005353630591434414
1208,0.0001164394993926915
1209,-0.0009262790777289854
1210,1.439192848840126e-05
1211,-0.0007465141702675956
1212,0.00011091405546352685
1213,-4.092037435204859e-06
1214,1.230879515287943e-05
1215,1.8120405708054713e-05
1216,-0.00016203127125990704
1217,-0.0007472114012001812
1218,-1.8991144246887348e-05
1219,-0.0034900630759422293
1220,-0.0005179131357782278
1221,9.682289862321255e-05
1222,9.786987297042482e-05
1223,4.878449726204907e-06
1224,-0.0005403117817649715
1225,0.001332014019716063
1226,-0.0011205453929793278
1227,-0.0012590995728382981
1228,7.124971018354564e-06
1229,-2.0224903475164987e-05
1230,2.6060873709133167e-05
1231,-5.975679927761838e-05
1232,2.6033407205651546e-05
1233,2.8155668996743904e-05
1234,0.00012335082720100414
1235,9.628583102910472e-05
1236,-0.001140922030995458
1237,9.388174962637789e-05
1238,-4.645220046803944e-05
1239,-0.0016706033128974732
1240,0.00011103475111488468
1241,-7.233413739043634e-06
1242,-0.0005746722296493245
1243,-0.0003264191732807101
1244,-0.0007267998628765255
1245,1.5612614852780898e-05
1246,0.0002913365963225828
1247,-0.0003643929857149132
1248,0.00039230453349686686
1249,-8.313813062055433e-05
1250,-2.3725774944873087e-05
1251,0.00012370966537932686
1252,0.00031686015589057543
1253,-0.0003534086947758494
1254,-1.0090598476203201e-05
1255,4.1290305351536915e-05
1256,-0.00011667801820474786
1257,9.984435282946683e-05
1258,0.00017300355077607134
1259,-0.00015385149170835325
1260,0.0003678009467229367
1261,4.568803355963044e-05
1262,0.00018999360758381522
1263,-0.0003385053857939426
1264,0.00023362142408827333
1265,0.00042478831934980083
1266,-0.0007362592160077149
1267,-0.00016103441461777021
1268,-9.547978004809987e-05
1269,-4.994062928318746e-06
1270,3.5721478124845555e-05
1271,-0.00032259534281217753
1272,-8.162993614826642e-05
1273,-9.531138728248096e-06
1274,-7.418995996533907e-06
1275,-0.00017955804611196553
1276,3.1680277676706443e-06
1277,-6.36014539874347e-05
1278,-1.600720778085958e-05
1279,-2.1522548174454808e-05
1280,-1.973450287282819e-05
1281,0.0005077510252700387
1282,-0.00015129355594956334
1283,0.00028313964205634837
1284,4.6801299323085714e-05
1285,-0.0002309992645022001
1286,0.00021023818956324055
1287,0.00030910618564875404
1288,-0.00027930342580504325
1289,-5.0518162731873746e-05
1290,1.4819087866787964e-05
1291,-0.00031041826323807996
1292,-8.395466746298419e-06
1293,-8.306759668826498e-05
1294,0.0003066116613300084
1295,0.0009021700882415577
1296,0.00046667525702283964
1297,-6.759673292509779e-05
1298,5.289862101616059e-05
1299,-0.00036578485335464706
1300,0.002010820009389735
1301,-0.0002699210541729012
1302,-8.878008016559279e-05
1303,0.0010414596035070714
1304,-3.281726918830358e-05
1305,-0.00017456415072223265
1306,0.0003002341652069946
1307,-0.00020803098110734524
1308,7.682561855956138e-05
1309,5.415635924790918e-05
1310,3.418215299589254e-05
1311,3.453835227452413e-05
1312,3.679884792399291e-07
1313,-7.897930303255928e-06
1314,1.9506818231890272e-05
1315,-3.0904320397332416e-06
1316,4.206001112250438e-05
1317,-4.493756552525125e-05
1318,-0.0002699355482746936
1319,-0.0007471916676465033
1320,-7.357412312803256e-06
1321,0.0002179441849985965
1322,-0.00034335907004535114
1323,0.0002568290714380525
1324,0.0008080788872932634
1325,-0.0011083129327456788
1326,-0.00015136256525254203
1327,-0.001691451102758484
1328,-0.0003498916905570973
1329,0.00010931653247014212
1330,-0.00012791024239528834
1331,-0.00166618426033444
1332,2.6394108913195023e-05
1333,-0.0006537301356873964
1334,-0.00023291458094519709
1335,-0.002352750578753712
1336,-0.00017554985533779695
1337,0.00013598785267411633
1338,-0.00010179157591284523
1339,-0.00037970646598404687
1340,-7.311856305036524e-05
1341,-0.0004695933727388757
1342,0.00010465678290421255
1343,-0.000965371971437404
1344,0.0012999343830277321
1345,-0.0016342666127482485
1346,0.0013685295721902917
1347,0.0028527419497558315
1348,-0.00011914020985701289
1349,-1.220200766783904e-05
1350,-7.071352698503311e-05
1351,-6.82144049987203e-05
1352,0.00028424676979980755
1353,0.004505366328030915
1354,-0.0009903506314692793
1355,0.011092248553270938
1356,0.000386496908187823
1357,-0.00022573628519064043
1358,4.8005683019763935e-05
1359,0.0003661213614148105
1360,-0.0012871441090539274
1361,0.0008064938888341157
1362,0.00023554407956927586
1363,-0.0012694495989231532
1364,0.0003186162916611539
1365,5.467238373176423e-06
1366,-2.9636902091263083e-05
1367,0.0006475009555412527
1368,-0.0001552643217981183
1369,-6.359941260365503e-05
1370,-2.872626381329792e-05
1371,-0.0002513022516579208
1372,1.637667943882252e-05
1373,0.0004960661172090471
1374,-4.236163147638802e-05
1375,0.0004239766213274894
1376,-0.0004360103692292571
1377,2.1518950526057157e-06
1378,-0.0001525544981106618
1379,-0.00029865953311035914
1380,0.00025049037882509095
1381,-5.211288071532716e-05
1382,-3.059545911205093e-05
1383,0.00035374296020663164
1384,0.0007671753629912824
1385,-0.00023941530199040524
1386,-0.00010398786881557594
1387,4.93123683023372e-05
1388,0.00012264895108090275
1389,1.1146666887298012e-05
1390,-3.6084506456322933e-05
1391,0.0004372576138872661
1392,0.00010032612327483201
1393,0.00017255735334672817
1394,-0.0006315653859060103
1395,-0.001333284900671457
1396,-8.38757975710312e-05
1397,0.00012559916525572436
1398,0.0006944515159084542
1399,0.0026775461825302048
1400,-1.2995578480695323e-06
1401,-7.37122853330428e-05
1402,2.9779611514519503e-05
1403,6.0258093088894596e-05
1404,-0.0003461772487008172
1405,0.0001789057927150259
1406,0.0002173925850486771
1407,0.00024477437165896615
1408,-8.631889314581006e-05
1409,-3.402521828991493e-05
1410,0.00018120453770970838
1411,-6.152844233638158e-05
1412,5.9922073210686286e-05
1413,0.001263579362256157
1414,-0.0005564941207656695
1415,0.00415750314180204
1416,-0.00011448321223027652
1417,-5.384364445565773e-06
1418,7.3114561279075145e-06
1419,-0.00013710362203986175
1420,-0.001076177949040724
1421,0.0019050324385529163
1422,-0.00045423403292168196
1423,-0.0008747745260513069
1424,-0.000749057883508791
1425,-0.0002460211895269269
1426,-0.00018754990408946582
1427,-0.004184036448139804
1428,-7.024309043613206e-05
1429,0.00025548634608600954
1430,-8.363416753222799e-05
1431,0.0002789008245429853
1432,-0.0028474454152302136
1433,0.00018392284741320107
1434,0.0021420631296242636
1435,-0.0009179244979656119
1436,-3.0952134389648564e-05
1437,-0.00032072126832896825
1438,0.0012559261952903237
1439,-0.00022505886473443953
1440,5.1593820870841744e-05
1441,2.3993101859107726e-05
1442,0.0005661055847320967
1443,-0.00042217913457833536
1444,-0.001474287439851132
1445,0.0012851692994336843
1446,0.001311106723173093
1447,0.0045791841875192025
1448,1.7381408751357125e-05
1449,4.840043443241368e-05
1450,-0.0007671563794586043
1451,0.0002661080428236227
1452,-1.0591671662153562e-05
1453,-0.001971526123554365
1454,0.0029808743783876685
1455,0.003919679120251031
1456,-0.0007644216185568489
1457,0.0005130409228373805
1458,-0.00012010891261694723
1459,-0.0005512035246400075
1460,0.00029753281217654123
1461,9.326652955127026e-05
1462,-0.00024222592198230698
1463,0.0005711139533443361
1464,2.7865574932014774e-06
1465,-0.0001500836787215498
1466,0.00014030309117801554
1467,-0.0002317519625381854
1468,6.38354502901337e-05
1469,-0.00021768904521105319
1470,-0.0005028086669602297
1471,7.484153789247763e-05
1472,0.0026038296021327484
1473,-6.355565004468666e-07
1474,-0.009117872890901746
1475,-0.01613315831166944
1476,0.0014393243528179978
1477,-0.0033410973885861007
1478,-0.0007073490811479446
1479,-0.007955689659803233
1480,-0.00017383644307024273
1481,-0.00043835218203389255
1482,-0.0003008330221699862
1483,3.952540491331173e-05
1484,-1.753491736053598e-05
1485,0.0004737076841099406
1486,-0.0002076857936553366
1487,0.0008009641655413577
1488,0.00023371014073423734
1489,-0.00020674420802771923
1490,-6.463748275104262e-05
1491,-0.0009155489805001336
1492,-6.992175790027078e-05
1493,2.3935193177558305e-06
1494,-0.00012401509983532815
1495,-0.0014311528601337225
1496,0.00038242130915128164
1497,6.037603592100197e-05
1498,0.00012702460428039427
1499,0.001655793239748257
1500,0.00011211558415782773
1501,0.00033187492165172696
1502,-9.467968348069376e-05
1503,0.00013862218377386673
1504,0.00036198543479860413
1505,-0.00011533990900204642
1506,0.00013229905539955102
1507,-0.00016765232615877407
1508,0.0003762872712487784
1509,0.002540615655770733
1510,-0.0013548933076382116
1511,0.004748205262630772
1512,0.004597875507926469
1513,0.001998144925710626
1514,-0.0049321797988410125
1515,0.0069260843969734635
1516,-0.0001844356573624175
1517,0.0034778058508123334
1518,-0.0015312927153540233
1519,0.00557731345134373
1520,0.001131442671190843
1521,1.593729385368782e-05
1522,-0.00048602364068625007
1523,-0.00023923613326229832
1524,0.0013365735143830513
1525,0.001875761788343416
1526,-0.0024909082429500004
1527,0.004533408609190266
1528,0.003821900906997975
1529,0.00011905509369851727
1530,-0.0028715805309990623
1531,0.004541713605666859
1532,0.00814982474955372
1533,-0.0056619114083827195
1534,-0.004341977973174384
1535,-0.006696592956127954
1536,0.012107038638119483
1537,-0.0035531349526669955
1538,-0.008504484655778903
1539,0.005109345182845998
1540,-4.750618998930669e-05
1541,-0.00021686394781458794
1542,0.0013003810200905368
1543,-0.0002825721852075153
1544,-0.0019520950955620286
1545,0.0001165479319809192
1546,-0.00015436109466271662
1547,-0.0023986699570465587
1548,0.0010510418946635116
1549,0.0035009870544724982
1550,-0.00107351917940852
1551,0.009399943679921292
1552,-4.199542368241079e-07
1553,-6.653404785345002e-07
1554,0.00031098707117342364
1555,7.284007494813095e-05
1556,-0.0010840715577264551
1557,0.0001404949357908791
1558,0.00011903598359494341
1559,-0.0006194075417183246
1560,-0.0012448189338172633
1561,0.0015319982774982016
1562,0.00035507473609873723
1563,0.002561454877041723
1564,-0.00012960935628127546
1565,-0.0002700046407006154
1566,0.0003067480023809445
1567,-0.0013400556011004658
1568,0.0017363723123982162
1569,-0.0030073794396652804
1570,-0.0007644349781623092
1571,-0.006438522776792826
1572,-0.000776838285712867
1573,-5.138928117882051e-05
1574,0.0011764725287539547
1575,0.0010863137553148985
1576,0.001260152269536721
1577,-0.002080367037585392
1578,-0.000169886373405322
1579,-0.0016856221274892686
1580,-0.006487032136162334
1581,0.0010092276078176763
1582,-8.008923459302129e-05
1583,-0.009977494332880775
1584,-1.9329036412280933e-05
1585,-0.0003232611764733052
1586,-0.0004962478116164129
1587,-0.0017559382110528805
1588,-0.0011876828049529812
1589,-0.001400211494369255
1590,0.00019678238042119989
1591,-0.006806478909859653
1592,-1.1704786843506964e-05
1593,-1.8752694314752732e-06
1594,0.0006058371874380288
1595,-0.00203560546271053
1596,0.0006692297716436856
1597,-0.0006702020200789732
1598,0.0005160514378327879
1599,0.004847824792874112
1600,-0.0018711479893098546
1601,2.1644086988640078e-05
1602,0.0004364358079163477
1603,0.00018752560912144907
1604,-0.00021956283461615787
1605,-0.0008817092381246175
1606,0.00046526714102853586
1607,-0.0017926404433660308
1608,-0.006103300670223664
1609,-0.0011310392033776638
1610,0.0039589091841178686
1611,-0.0011622817439299706
1612,-0.0004163986185274008
1613,0.00016224820502769814
1614,-0.0002548315351684677
1615,-0.00045653931880288177
1616,-0.002281628310965653
1617,-2.714586588581371e-05
1618,-0.0059144401877382945
1619,-0.014921703452246294
1620,0.002515537132751856
1621,-0.0023161097226362766
1622,-0.002012274571688993
1623,-0.0033966992290527715
1624,-0.00034759085361006214
1625,-0.0003904882470816618
1626,0.0009860163913774443
1627,-0.0004958125756079951
1628,-1.3387647572283547e-05
1629,-7.755352744304136e-08
1630,-1.1405886357545787e-05
1631,-4.6344655958651575e-05
1632,0.0004355983550347648
1633,-0.00043823028709387527
1634,0.00011384192270143427
1635,0.0009173524592509362
1636,0.00036507055697269897
1637,0.0001759461259506556
1638,-0.0006031128483820652
1639,0.0016554637805884706
1640,0.0028668158622422763
1641,-0.001528995789943838
1642,0.00011144494854291698
1643,0.003764689764728975
1644,0.0008974604096797943
1645,0.00029764961051126186
1646,-0.00044663965898481325
1647,0.003090751453967512
1648,0.0009313431198456331
1649,0.0004938246798827894
1650,-0.0016854626981182947
1651,0.0003782257211220145
1652,0.00531844027831764
1653,0.001007236309472726
1654,-0.003924328435453811
1655,0.009680685187609442
1656,0.00014272109196522732
1657,-0.0004546531392781254
1658,0.0007490549357565938
1659,0.00015909410172485053
1660,1.5500290637301166e-06
1661,-8.765466692984174e-05
1662,0.00024480748406724537
1663,3.76073804381294e-05
1664,-5.337303275271179e-05
1665,-6.716373724372045e-05
1666,0.00016704175559114858
1667,-0.000299579142480209
1668,4.894559878159552e-05
1669,-0.00013289041238643352
1670,-5.5266445158961684e-05
1671,0.00023305219462159722
1672,0.0001274525731408775
1673,-0.00047337103267636773
1674,0.00024440512799195845
1675,-0.0008711656670737883
1676,-4.0611710924515554e-05
1677,-7.160145113354251e-06
1678,2.388246868769488e-05
1679,8.844435371565857e-07
1680,0.00018179401758923282
1681,1.9787983493440604e-06
1682,0.00010925066382308454
1683,-0.000390219644393625
1684,-0.0003071562440385996
1685,-9.344120898843898e-05
1686,-0.0002314642384589655
1687,-0.0016575212158589866
1688,0.00032282033530936375
1689,-0.00013916586151209743
1690,-7.370711457847098e-05
1691,-0.0001387018136624904
1692,0.0002485854844065404
1693,-0.0005293584339076813
1694,0.0007681909817081776
1695,0.0007941394326870264
1696,0.0010683198342293877
1697,-0.0021486956023842253
1698,0.0005531426006969035
1699,-0.00186744547650459
1700,-9.448176473430296e-05
1701,-0.001130068822620681
1702,9.878696374091144e-05
1703,-0.0034272194001920045
1704,0.00037357441226459854
1705,-7.986693535562405e-05
1706,-0.00017547233319882167
1707,-0.001085287489476049
1708,-0.00010372979712795176
1709,4.8407161145654525e-05
1710,-6.347519092799974e-07
1711,-0.0003060082778928113
1712,-6.377874095162155e-05
1713,-1.1536688225601738e-05
1714,-2.832049508465506e-05
1715,0.00012152234419404259
1716,-0.0002549938467613559
1717,7.145278094294628e-05
1718,0.00020401640641137383
1719,0.0013838434725222065
1720,0.0003350656407221182
1721,-0.003462654168142728
1722,0.0015566285219219599
1723,-0.005513058734316447
1724,-0.0006189448222413646
1725,0.00540413672870995
1726,-0.0005009246987982048
1727,0.013341938287297638
1728,-0.0032623593750482887
1729,0.003159244071944035
1730,-0.0015501210234048627
1731,-0.005295293117090511
1732,-5.2373535170518396e-05
1733,-3.24244222028528e-05
1734,-1.8597128119593034e-05
1735,-1.0733221295581734e-05
1736,-0.0003917814259360793
1737,0.000845169033352062
1738,0.0004280227105762441
1739,0.0025213059033948413
1740,0.0002752098069364107
1741,-0.0002940860775214028
1742,0.0011653589001900707
1743,0.0034877361715596315
1744,-0.00023652634693082042
1745,0.0004028578591373193
1746,0.0008810420763169937
1747,0.0019103544602570106
1748,-3.8728992666712046e-05
1749,-0.0007221413807971555
1750,-0.0005256283947824034
1751,-0.004442692223298813
1752,0.00024255660584464756
1753,-0.0005015551955515556
1754,-1.561888288104699e-05
1755,-0.0014652776562475473
1756,0.0006104331330236402
1757,-0.0006602014788516108
1758,6.0661367908060705e-06
1759,3.843040257803039e-05
1760,-0.00018026174080146848
1761,-0.00011427719398891723
1762,6.345138163278563e-06
1763,-2.514474010959798e-05
1764,6.620702452816413e-05
1765,-1.6258452148955903e-05
1766,5.813599663308665e-05
1767,-3.1823008974862354e-05
1768,-0.0007357706005439754
1769,0.0003573862005730466
1770,-0.0002184074721191291
1771,-0.0006745264746115076
1772,-0.0006398783921665001
1773,-0.0015206744852155562
1774,-2.1968629257883454e-05
1775,-0.005930442072669655
1776,0.0002725838220772897
1777,0.0005707575058215513
1778,0.0008486690608493095
1779,0.006060088501406428
1780,-0.0005125762785704113
1781,2.413188873228347e-05
1782,-0.00020011582660421748
1783,-1.2281784240704757e-05
1784,0.0003464297434233416
1785,-0.00012764276041051325
1786,0.0004517521809506091
1787,-7.509590783728205e-06
1788,-0.00010716179371238683
1789,9.409005707342868e-05
1790,0.0005743855419175879
1791,0.001642774345432968
1792,0.0001291754589121169
1793,0.000465266096061295
1794,9.442028674749156e-05
1795,0.0005706682242190218
1796,-0.00017490034496793922
1797,-0.0002819156054028455
1798,0.0001485661305850037
1799,-0.0007266305540296892
1800,2.8374359903415646e-05
1801,8.011246987434938e-06
1802,4.715266775266058e-06
1803,3.963614202704928e-05
1804,0.00028196279443976383
1805,-6.0457966013430314e-05
1806,-2.042259433814681e-05
1807,-1.3264474422749792e-05
1808,-0.00010654025451165639
1809,7.584165763861466e-05
1810,1.9721202329545906e-05
1811,0.00046540649474089573
1812,4.486891368210165e-05
1813,-1.8949913065630053e-05
1814,-5.8945739178313426e-05
1815,0.00010117100122331522
1816,7.022079083572253e-05
1817,4.192273486935583e-07
1818,0.00011545168268395757
1819,4.071163057805756e-06
1820,3.9184921946948705e-05
1821,0.00024430878222992926
1822,-0.00010126474486861538
1823,1.2823620482574924e-05
1824,-0.0003496931869356025
1825,-0.0005288891544824102
1826,0.0009599337149331805
1827,0.000916721684753708
1828,-0.00038897472116446397
1829,-5.845403562588051e-05
1830,0.0005111630446708235
1831,3.430864864188013e-05
1832,-0.0002047197538692252
1833,-2.0489397473435047e-06
1834,0.00011968435502139642
1835,9.643601410229165e-05
1836,1.2888021251107468e-05
1837,0.00022770573377285652
1838,-7.646320465032654e-05
1839,-7.233493135186132e-05
1840,5.243547283134674e-05
1841,-2.2401136532664383e-06
1842,-0.00015121029019983274
1843,-2.9708925860316366e-05
1844,0.00020379143648297895
1845,-2.8337898880538125e-06
1846,3.497946505009644e-05
1847,-5.5584957053133875e-05
1848,0.00047444700123530024
1849,0.00010054367865417714
1850,-0.0001342450841484956
1851,0.0019880761030219617
1852,-4.1123291700134376e-05
1853,2.8054486979338235e-05
1854,3.900291975983226e-05
1855,0.00015239230748516092
1856,0.0008251967627258404
1857,0.0004009153651097185
1858,0.00032697992388255794
1859,0.005164848599241412
1860,-4.8642442228891364e-05
1861,-8.13571219193164e-05
1862,0.00022501367183035253
1863,-0.0002326328217682652
1864,3.058261717635069e-05
1865,-0.00010537526298057391
1866,-1.1790373242280237e-05
1867,-8.676598130288826e-05
1868,4.548421191687554e-05
1869,2.109868666211068e-05
1870,-0.00012940000681027294
1871,-2.7717418302549973e-05
1872,-0.00042317532470399825
1873,9.416720397411363e-06
1874,9.379172881283785e-06
1875,-0.00039683795582615437
1876,-2.134884701605862e-05
1877,3.3556418810438846e-05
1878,-4.6191259533245134e-05
1879,-0.00024304095268660458
1880,-0.0004757847795858163
1881,8.557209814646082e-07
1882,4.722040110989849e-07
1883,-0.0010809743878421201
1884,-0.0003330386643186189
1885,3.544616977368321e-05
1886,0.00015124778723560087
1887,-0.0008279612157035384
1888,-3.160612611358101e-06
1889,0.00027989618293074707
1890,-0.00041880552434949304
1891,0.0005918436806540134
1892,5.7198719940554306e-05
1893,2.2181536853138886e-06
1894,-0.00010535280898655388
1895,-0.00014340860750494016
1896,4.8072875948427904e-05
1897,4.77038807453577e-05
1898,0.00011377520465402759
1899,0.00012778740816970973
1900,-0.00023733422295402228
1901,-0.00019369457782674032
1902,0.0003865426768246726
1903,0.0001702309477374251
1904,0.000468098020728124
1905,-9.735771443043903e-05
1906,-0.0002661847586204202
1907,1.765392745724694e-05
1908,0.0006941169349857264
1909,0.000311801314798914
1910,-0.0006229815198337069
1911,0.0011394175122468283
1912,0.0005550196803950935
1913,0.0005916429369297697
1914,-0.0013567587790229072
1915,0.00023289966646453556
1916,2.2870322568793544e-05
1917,-2.5257217254442283e-05
1918,6.286468900150595e-05
1919,-8.53575019639654e-06
1920,-0.000396432966539486
1921,0.00024091466702050519
1922,-4.211834207680035e-05
1923,-0.00022683618850241442
1924,0.00028921092439329485
1925,-4.9982939844941425e-05
1926,-0.00045637884546748765
1927,-0.00102885933639064
1928,-0.00019504484757163761
1929,-1.7336376866967746e-05
1930,0.00017481081446242563
1931,0.00012816198698189745
1932,0.0007278646902327231
1933,-0.0007033042787077897
1934,7.178615559980326e-05
1935,0.00024121562060493235
1936,-0.0005880080111488852
1937,-9.379859098580189e-06
1938,-1.2775255492028738e-05
1939,-0.0005924199701072302
1940,0.00039098425828796755
1941,-0.00032331254143110673
1942,-2.2791769295581203e-05
1943,0.0006756235184307214
1944,6.141623561779183e-05
1945,-9.611465358808248e-05
1946,-2.9143775979934984e-05
1947,-2.8064017153295295e-05
1948,-0.001281469674128703
1949,0.0004378318328468136
1950,0.001248370880618583
1951,0.0016357250420482266
1952,0.001964068900864665
1953,-0.0005204849020711377
1954,2.7466807942524343e-05
1955,-9.152065760397749e-05
1956,0.00020561118947156923
1957,1.250496409049231e-06
1958,-8.112743257884468e-05
1959,-0.0019852640977784507
1960,-0.00033797898841133656
1961,-0.00042286304512860457
1962,0.0010207105644092287
1963,0.0005810435126363049
1964,-0.00048154916712902216
1965,3.684736643858861e-05
1966,0.00041426064041336064
1967,-0.0006557260440820026
1968,0.00022299279306021392
1969,0.0003238927376375711
1970,-0.0008787452733734335
1971,-0.0006305134595202413
1972,-0.0002984213814371053
1973,0.000180024161807571
1974,0.00016057984014306828
1975,-0.0006609404807278649
1976,0.0002576625965231648
1977,-4.244746219604374e-05
1978,-0.00018694162569614242
1979,0.0006895438760839978
1980,-0.00044711681556953227
1981,-0.00024843866820960773
1982,0.00010254628201908477
1983,-0.001773152716466882
1984,0.00035312916494507755
1985,-0.0001256941375425478
1986,-0.0009367682836864164
1987,-0.0021101206532096795
1988,-0.00022483488583018704
1989,0.00021268763492444546
1990,-0.00011046695104165656
1991,-0.0006471432826203395
1992,5.8615295527620665e-08
1993,9.651253754944501e-06
1994,6.103409512061105e-05
1995,0.00013526435151335812
1996,-0.00013558676407934983
1997,-0.000313396365759517
1998,-0.00018666449565317198
1999,-0.0020484436443909465
2000,-0.0011776076018787426
2001,0.0028686835835009636
2002,-0.004164287859968759
2003,-0.007014662176908651
2004,3.126956922978821e-05
2005,-2.792638699093368e-05
2006,5.968637833294105e-05
2007,0.00019734754186160092
2008,9.035387290656531e-06
2009,-0.00045705596030992375
2010,-0.0002630345476771851
2011,-0.0020028905440435518
2012,-0.001727341689037539
2013,-1.9849199187895333e-05
2014,0.00010395978468721818
2015,-0.00028696243960704573
2016,0.0001545465555639809
2017,0.0008022999048858392
2018,0.0003627640090192187
2019,0.0045592422974265485
2020,0.00011332628186723985
2021,-0.00014199598734983596
2022,-0.0002820922169609232
2023,-0.0009522621010606826
2024,-0.007507757741786816
2025,-0.0038309577242492945
2026,0.00716566454951679
2027,-0.009645393206362296
2028,1.1014959818521933e-05
2029,-0.00010936147154278981
2030,-0.000226517376732678
2031,0.00010275725961765981
2032,0.001558068840809389
2033,0.00020764846328446036
2034,-0.0023301105815650165
2035,-6.49642257230826e-05
2036,-0.00020175052616251644
2037,-0.0001602109210056668
2038,-8.95103881169613e-05
2039,-0.0015007216729617562
2040,-0.0018389156999820387
2041,6.432299872496034e-05
2042,0.001469043831804476
2043,-0.0012746084476418364
2044,0.0010676857664302726
2045,-0.007836913181982519
2046,0.009317905116205305
2047,0.005076715648057172
2048,0.0006062539468655378
2049,-0.0008066400653536295
2050,-0.00022989253660142086
2051,-0.00023469793394832546
2052,-0.0007581183249412665
2053,-0.0003458817981461814
2054,0.000633990355403202
2055,-0.006207540815724235
2056,-0.006368552695376822
2057,-0.004344268389057973
2058,0.01266430162093435
2059,0.0006669266160327857
2060,-0.00017942062460047343
2061,0.00019802417182438316
2062,8.89487076231406e-06
2063,0.0005295027780452067
2064,-8.105966665664681e-05
2065,-0.005111813589381296
2066,0.004260848131355654
2067,-0.007453306361419008
2068,0.004987984732467932
2069,-0.001725675237429508
2070,-0.005578384253249584
2071,8.743268007898964e-05
2072,-0.00012887623644349726
2073,0.00025695232873308726
2074,-6.840785657573586e-05
2075,0.00024586758598604233
2076,-0.00012780129750628955
