,mathpass_wi_virtualper_inf
640,1.3611159503249053e-05
641,-0.0004884641653002485
642,0.0028491246453245934
643,0.0014413305627161636
644,-7.739963425500443e-05
645,4.797216828500317e-05
646,0.00025360693998166805
647,-0.00038799497528871
648,-0.0008675484748876223
649,-0.0001487935208391946
650,0.0006846474335331855
651,-0.0006717643868012249
652,0.0002049876486837198
653,0.0002407547096806053
654,-1.9865933150106042e-05
655,4.240459657131444e-05
656,-1.157953665597516e-05
657,-0.00030670762791857746
658,-2.0540944313265356e-06
659,-9.042895451277695e-05
660,9.684324901751323e-05
661,-0.00025773956422439013
662,0.0001172929319611001
663,-0.0005495401456741961
664,-0.003503256638354526
665,-0.0002981504780081574
666,0.0003068713496529787
667,-0.005707899473937605
668,-0.0001386584430579603
669,-0.00027638553641647355
670,0.00031142758594008527
671,-0.0001543184118212035
672,-0.0004854053779669864
673,0.0006235802105187041
674,-6.055023802594009e-05
675,-0.0005782036252816198
676,-8.595676392290783e-05
677,-0.001721938013980688
678,-0.0001486821408252417
679,-0.006999270326050289
680,-2.4344199691026687e-05
681,-0.0004969533975630216
682,-0.00010825472492766104
683,-0.0003395921592924646
684,-0.0008809978569513142
685,0.0003183851861916249
686,-0.000346782533307791
687,-0.0025094365087415006
688,0.00013030517773424528
689,-0.00034696707884437916
690,4.902811987964666e-07
691,-3.143430324316617e-05
692,0.00014268515603478417
693,-2.8919116678670474e-05
694,5.709386943873189e-05
695,0.000886184885529021
696,-0.0006480177235865517
697,-0.002341121298260982
698,0.000755299283073068
699,-0.007365829805263579
700,-0.00038320358684386954
701,0.00023720890717287844
702,-0.0007841670291630687
703,-0.002140819588841779
704,-0.000811329867110073
705,-0.0005242791437815729
706,-0.0002858416511598003
707,-0.0035701181877974986
708,0.0003052478153815055
709,-0.0001723604430759036
710,-0.000337751120397757
711,0.00010920379193770563
712,0.0004799905901584017
713,-0.001244313406108708
714,0.0001790008569710798
715,0.00016175458343040662
716,0.00017252590545321808
717,-0.00108500670802789
718,-0.000273477045115646
719,-0.0005742746612630238
720,-4.171085392449269e-05
721,0.00019880171396321821
722,9.189956329779154e-05
723,0.0002852461223083624
724,-0.00021045214537554634
725,-9.443552524835103e-06
726,-5.156797356962258e-05
727,-1.2552848727305744e-05
728,-0.0005841985162697508
729,-0.0001198015142700656
730,0.0007064828248049433
731,-0.0006573322571447643
732,0.0013728204154232605
733,0.0015130411295450794
734,5.58046913244301e-05
735,0.004462692674808087
736,-2.5866341913363557e-05
737,0.00016577307536759652
738,5.161624482826196e-05
739,-0.00012810360257953682
740,0.0005914984031041602
741,-2.6711315519062485e-06
742,0.0005866044365501216
743,-7.502795387376064e-05
744,-0.0005633622499405025
745,0.0008374865690362189
746,3.2714015084860836e-05
747,0.00048578743334114585
748,1.5622562167144166e-05
749,-0.0003689283302853591
750,-6.523610059021318e-05
751,-0.0006849781740666678
752,0.00013398423125587634
753,6.482740841729203e-06
754,0.00015303876603443403
755,-8.403491171733404e-05
756,-4.7883225615495825e-05
757,0.00010838779924250228
758,3.714104169572921e-05
759,0.0003235728456885637
760,0.0006221080634045371
761,0.00015179180513119904
762,0.0013527455989192127
763,0.009846604613583358
764,-0.0004282330837317675
765,0.0018585518512866045
766,0.0007331217171020935
767,0.007018088634280212
768,2.351111163077464e-06
769,5.1841137793900565e-05
770,0.0005003671801607551
771,0.0016828533301006872
772,0.00013701689837555912
773,6.980675366342877e-05
774,0.0001151878535452536
775,0.0011870400585919233
776,-0.0012748715894516502
777,0.00037847920440300167
778,0.00140580728728958
779,0.00113087167196869
780,-9.056641695533152e-05
781,-4.24307645303823e-05
782,-9.88488174025848e-05
783,-0.0007590320379304827
784,-0.0009621709080712217
785,0.0009429158368418247
786,5.278937173326326e-05
787,0.0015020424200911829
788,-0.00020128365757746027
789,-0.0005927097765023136
790,0.0005180196912311799
791,-0.000753012438377719
792,3.5577622040168375e-06
793,-0.0002154692836737447
794,-0.00054095118498903
795,-0.0018760316178900816
796,-6.733789872504949e-06
797,0.00011486802195778989
798,0.0002922537980416916
799,-0.00012054179838227348
800,-0.000670519102351734
801,0.00014140891810404948
802,-0.0017583158790213705
803,-0.007431661673667877
804,0.0001985333060135644
805,0.00034022366789882713
806,0.0003671745508408263
807,0.00010055387726500474
808,0.00013778356712770926
809,-0.00015664390860869673
810,-3.991976939974637e-05
811,0.00016812119319437608
812,-0.00020270664565489845
813,4.0852746554517575e-05
814,-9.936112379960919e-06
815,-3.2634387737051945e-05
816,-0.00011653257650135749
817,-1.4800338356614796e-05
818,0.00027202891242715917
819,-0.00011911959902912219
820,0.0006655414692598508
821,0.0004073094038590491
822,6.508665447550491e-05
823,0.001795545373671929
824,0.004703631307829828
825,0.003596384092127715
826,-0.003419908418716523
827,0.01199450450604146
828,-0.0003848721716810629
829,4.9613307229653225e-05
830,0.00010199876765806355
831,-0.001288681298169514
832,0.0005698277673499472
833,0.0006760608799286761
834,-0.0015651051306837152
835,0.00013347663051412005
836,-3.525221970764062e-05
837,-1.763874003285651e-05
838,7.26593999549892e-05
839,0.00028284058152003256
840,3.864653569423017e-05
841,0.0004021015491642309
842,8.318993217556802e-05
843,1.993715911896927e-07
844,4.0965910532040884e-05
845,0.00026987470706612865
846,-0.0010083331341773944
847,-0.0009076549502672084
848,-0.0006920634974269566
849,-0.001315660535332387
850,0.0020434013110756434
851,-0.002783375124263671
852,1.6370236475116792e-05
853,-9.452952942930255e-05
854,9.722833257026409e-05
855,0.0003366881792182886
856,6.01182223167464e-05
857,0.00021902318847888115
858,-1.08195526495261e-05
859,0.0006880234004960837
860,9.497867801922777e-05
861,-5.498953437166153e-05
862,0.00018613889717674528
863,1.5996169514210957e-05
864,-0.00010257366899691507
865,0.0002624639455908314
866,5.765781092280857e-06
867,0.00030149144173530673
868,5.0220881110903074e-05
869,-0.000633180626641158
870,1.4803251159554747e-06
871,-0.0013421828610768538
872,0.000988674150781868
873,0.00036044292321407186
874,-0.00031431025920826514
875,0.003512835367058311
876,-0.00032376439739216625
877,0.0006023432633281811
878,-1.3024314976072628e-05
879,0.0004834261036403556
880,0.0002839551249454023
881,-2.228558991640525e-05
882,1.4079721658408142e-05
883,-1.9938376719677224e-05
884,0.0002595464669000895
885,-0.00028551105409037976
886,-4.034946497646145e-05
887,1.3028155306648082e-05
888,0.000307124640830842
889,-0.0004982799149853453
890,-3.368248386161661e-05
891,4.209764264928059e-05
892,-0.000299567708120092
893,0.00039616847623262925
894,3.8607372495397386e-05
895,0.0003968899000434771
896,0.0003490358398916412
897,-3.3481553178406662e-06
898,4.483614352240893e-05
899,-0.0001234943641966481
900,-0.0029415953858553555
901,0.002941778581673513
902,0.0002740771639149905
903,0.0022985285232062767
904,0.0002853484090300707
905,-0.0021048565043995156
906,0.0021771666809850872
907,0.001133733583291418
908,-0.0017245237215392309
909,0.000763856669051093
910,0.0003195905361468696
911,0.0017022593094921192
912,0.001119439824638201
913,0.0009984230591781665
914,0.0002085227065139233
915,0.007694724938498616
916,-0.00046174387409097357
917,-0.0003500055634312315
918,0.0013439561224489762
919,0.00047647473135287865
920,-0.0006465987897974477
921,-0.0016347895481842799
922,0.0014145328206603158
923,-0.0056488437048497755
924,0.0003585679210322309
925,0.00020372168597114455
926,-8.414522314861122e-06
927,0.0008784355208706752
928,-4.6602634305342536e-05
929,0.0007273736861127827
930,-3.216185502914424e-05
931,0.0011350790701263513
932,8.409455445022428e-05
933,-2.2247868264455497e-05
934,1.6329857972855402e-06
935,1.5912536236987986e-05
936,0.0003069186518937955
937,0.00041251143770768244
938,1.7304368545379387e-05
939,3.1674196915255764e-05
940,0.0009899944103208289
941,-0.00019909437847675867
942,-0.0006151987875029107
943,0.0029098330996055128
944,0.0005063525438737531
945,-0.00032193837782641
946,0.0011903901280598385
947,0.003843730514018868
948,-9.037135031163692e-05
949,0.00031174911550916473
950,-6.28746602272407e-05
951,0.000427668453946366
952,0.0003418747342088336
953,-0.0005346129181884802
954,-3.5391838892594036e-05
955,-2.626886389607127e-05
956,0.0003297074642509111
957,1.0495415214196923e-05
958,-4.771882957738513e-07
959,0.0004759752026820497
960,-0.0009837121733379133
961,0.00033790737201447107
962,-0.000962795460394237
963,-0.003593143692684865
964,0.0012827666332259442
965,-2.7705509708487684e-05
966,7.930853250215478e-06
967,0.0011666551890035916
968,0.0011107656099904784
969,-0.00019891203111987012
970,-3.707792049272954e-05
971,-8.204177498860508e-05
972,-0.0005931443536414281
973,-8.976940959095787e-05
974,-0.0008424941591628598
975,-0.005023744669740354
976,-1.5869724753698238e-05
977,0.001967388976020374
978,0.00011147485179584388
979,0.006524962348157956
980,-1.8272049224677032e-05
981,-3.338337510861881e-05
982,0.00010090824999698496
983,9.125742794492126e-05
984,0.0001249093444128809
985,0.00016841229405421517
986,0.00011197111650801155
987,-2.589755110112148e-06
988,-0.0001363351129032738
989,2.60200035964704e-05
990,-0.0001351082877403518
991,7.627033289348788e-06
992,1.8054201209043496e-05
993,-3.008176336238541e-06
994,-4.2871951556889704e-05
995,-0.0015307341435692482
996,-0.004561692041373748
997,0.0005978650702432684
998,0.00017452439998283647
999,-0.008529527779595238
1000,-0.0010069685897838177
1001,-0.002292228558816591
1002,-0.00025803500744404
1003,-0.011593256821817378
1004,0.00040031196228271156
1005,0.00027317249071201976
1006,1.5121838175339654e-05
1007,0.0016922320493325056
1008,7.65164415706916e-05
1009,-0.0003357121151061972
1010,4.501550443356617e-05
1011,-0.0003746862372907796
1012,-0.00010989045861695697
1013,-0.00046727230220834984
1014,0.000864370777437739
1015,-0.0006254912228934972
1016,-0.00015858199200479396
1017,-1.2618222245790188e-05
1018,0.00022022995434978443
1019,-0.0006550870984226191
1020,2.816366223963461e-05
1021,0.0002966128134294666
1022,-1.6264807065814856e-05
1023,-7.813658879735376e-06
1024,0.001023230884422333
1025,-0.0004876767583652935
1026,-0.00021212166492351808
1027,0.002491566324393171
1028,0.0009307369358667217
1029,0.000703523000798331
1030,0.0001408599648595339
1031,0.005632320468549079
1032,5.14573846456235e-05
1033,0.0002655198433855107
1034,-0.00032089056413035273
1035,0.0010099094556595119
1036,0.00012394571881527204
1037,1.2806900422648663e-06
1038,4.096711570194953e-05
1039,-2.1209058285654396e-05
1040,0.0001863738597845144
1041,-4.110511498101062e-05
1042,-0.0002883442648889842
1043,-0.00027116309351885053
1044,0.0006257234572521652
1045,-0.0007947885419171607
1046,0.00015481697971940833
1047,-0.0008123954385006817
1048,0.0005466389871043976
1049,0.0005152646059667462
1050,-0.0007656861570662746
1051,0.0023091312361265535
1052,-0.00021390890396544973
1053,7.27429738383646e-07
1054,3.919951161853239e-05
1055,-0.00015278192173947451
1056,-2.6818150366241006e-07
1057,0.0004273554200982431
1058,9.221871576670281e-06
1059,0.0002555105191257904
1060,0.0001673316620924428
1061,-0.00024223980576894974
1062,-0.00010750649387000783
1063,-1.7630966812582526e-05
1064,6.602489427711734e-05
1065,1.9061047639684718e-05
1066,9.512772952858467e-07
1067,0.0002973504812173643
1068,-3.451148621532464e-05
1069,1.091933904045841e-05
1070,0.00022913409877353035
1071,0.00027461922510925744
1072,-4.927209196887677e-05
1073,2.6001356061230475e-05
1074,0.00022944727809536488
1075,3.095059923756553e-05
1076,-0.00028757482903995395
1077,-0.00021321541646781425
1078,0.001069055185306169
1079,0.0011774371322389838
1080,0.0012071820091285896
1081,-0.0001691806860141815
1082,0.0002824505384593644
1083,0.004922628256638268
1084,-0.005661220574321029
1085,-0.001247929560713911
1086,0.00020813389393154247
1087,-0.02072331974330994
1088,0.0006696803334976271
1089,0.00043404451686033824
1090,0.0009810394934059799
