,mathpass_hispanic_hybridper_inf
294,-0.0009738246916873786
295,-6.589776501755993e-05
296,-0.00018021532507104596
297,2.5625642915088527e-05
298,-0.0008150702714390455
299,-4.266790525640531e-05
300,0.0005485979635729298
301,-3.0236635170575212e-06
302,0.0003834560500251507
303,0.0003892356770782976
304,0.0019285241488823138
305,-5.517142508723615e-06
306,-1.7925277078639791e-06
307,0.00010642502220443504
308,-0.00014700102716150784
309,-0.00014795485198641157
310,-0.00013991066118193159
311,0.0005301806246940725
312,-5.969748445748192e-06
313,-7.896865498428758e-05
314,-0.0016652246229589232
315,-0.004232383084311451
316,-0.0016023542886339122
317,-0.00018744878129300845
318,-0.00014805148659071177
319,0.0016045056901939293
320,-0.0003531156371337012
321,0.002590135516442551
322,-0.00014008472268031314
323,0.004406885444159375
324,0.00022060418355833767
325,0.00047567836473010825
326,-0.0006676552876280378
327,0.0003101841472944768
328,0.00042735954186705783
329,0.00030935605494871664
330,-1.7830738624170053e-05
331,0.0020708062568281995
332,0.0014457949695263425
333,0.000946176772892306
334,-0.002826523707160389
335,0.004112569694095764
336,5.1171794692604164e-05
337,-0.0002488903698020847
338,0.0005113053705193955
339,0.0004338784201494158
340,-0.0007237202769202135
341,0.00011260813418659099
342,0.00025080215317448037
343,0.00010879041926183543
344,-8.732206992590781e-05
345,-3.303730990623732e-05
346,-0.0005010582326662994
347,0.0001521348768994408
348,0.0002782098522823148
349,0.00033394155893342963
350,0.0003801633018611968
351,0.0019511798674828184
352,-0.0016926731206127787
353,-0.00020636226099373728
354,0.00028533944580996676
355,0.0012672815327042246
356,-0.0003931078518493148
357,0.00025028607390649324
358,7.56357264535289e-05
359,-0.0007372373317944739
360,0.001140033128858033
361,0.0004916704410375895
362,0.0002473306099700765
363,0.0014772474214575825
364,-0.001608580601333317
365,0.0002313988094741254
366,3.375864494127961e-05
367,-0.003126105939378893
368,-0.0004463416211880403
369,-0.0004051992105980307
370,0.000692764208612783
371,0.0017787943948521354
372,-0.00018321500137152128
373,-3.694129252379721e-05
374,4.9223347782920544e-06
375,1.6212447049356528e-05
376,0.002380467509148985
377,-0.0007765194048419479
378,0.0001471945410200912
379,-0.0030322105425511555
380,1.1313495163547623e-05
381,-0.00022446846232972072
382,0.0002325633250702001
383,0.0002764782940728149
384,0.0007356294489864055
385,-0.0010069464572580128
386,0.00024071138141844108
387,0.0021539408370613916
388,0.0011688120906448926
389,-8.507508681077247e-05
390,-0.00022968876650271978
391,0.0008940136903685094
392,0.00014180665357037882
393,0.00013306523617885588
394,-0.00022382641224911158
395,0.00039233918047560274
396,2.3461620954002425e-05
397,0.000623764912017389
398,-0.00024323861158839346
399,0.0006108437381581487
400,3.679827772267542e-06
401,0.0003275252908412435
402,0.00039207448193224754
403,-1.1466105847896736e-06
404,0.00026603834664604294
405,0.0001451330590347796
406,0.00018605868256445912
407,0.0002375983526927608
408,-0.0008614894243102382
409,-0.000588219122972949
410,8.368907857969745e-05
411,0.000578967805201077
412,-0.002453875148983203
413,0.00040004980170980746
414,-0.00040299386307452687
415,-0.0029509014658968334
416,-7.281211535469778e-05
417,0.001354367151428576
418,7.839368918499303e-05
419,0.00012122261098266116
420,8.760479780491374e-05
421,-6.131252533962453e-05
422,0.0005798923853241434
423,0.0010134748301903135
424,0.0008378050296512323
425,-0.0013713955607301937
426,9.488917682901635e-05
427,-0.0010090774926503011
428,-0.0002206266313706372
429,9.911001417462932e-05
430,-0.00017711577078885339
431,-0.00019863384229684862
432,-0.0004581930114289163
433,-0.0010258371035997437
434,0.00042991487070098526
435,0.001153596676845993
436,-0.00012509185678277854
437,-3.958315379213452e-05
438,0.00023923568864997545
439,0.00072400381412912
440,-0.003382999550028695
441,-0.003845654648573539
442,-0.0006494637088148499
443,-0.010768096593435849
444,0.0001810479617073025
445,0.0005080418477443636
446,-9.34737985378748e-05
447,0.0016220893679900687
448,-0.00038425618945371067
449,-0.00017437536322887802
450,3.3269218388126345e-05
451,-0.00021713522454636872
452,0.0012922164390461839
453,-0.0003696860230058425
454,-0.0004546831634979885
455,0.0016367823925863597
456,-0.000500993277363263
457,0.0009354810738689051
458,-8.243203507142897e-06
459,-0.0024191606651175947
460,-0.0005934140956340977
461,0.0001284213149819753
462,0.001695769517918829
463,-0.0029180879815775542
464,0.0008810423945274766
465,-6.681247815814975e-05
466,-8.051457705086255e-05
467,0.0008358738270955336
468,-0.0012954321858266108
469,5.364868858700565e-05
470,8.48574687939745e-05
471,-0.0008133745334559235
472,0.002108587226661635
473,-0.00019620503280080056
474,-0.0009833127506869155
475,0.0017702016983099454
476,0.0007531328070506013
477,-0.00040071922024842785
478,-0.0002638239467700203
479,0.003581610737659601
480,0.004241474398273389
481,0.0005354388438129017
482,-0.000317447010149412
483,-0.000886577908622544
484,0.00027968789192806725
485,5.44179735044255e-05
486,-0.00042019814193863683
487,0.00020074755336461334
488,-1.5168192845580925e-06
489,-7.591101547152293e-05
490,0.0014718388354734667
491,0.0012723359034015522
492,-3.717807555485936e-05
493,-0.0003995273939023929
494,0.0021402716735660654
495,-0.0005996494744437148
496,0.00018156089706870306
497,-0.0006272109396278426
498,0.00019311071010423453
499,-0.0019242035927194976
500,0.0012197935069096011
501,-7.174207821478657e-05
502,-0.00013367592908564754
503,0.0010005772534904707
504,8.562523253198464e-05
505,-5.360788441788151e-06
506,2.6281683690317994e-05
507,-0.0001507464881739401
508,-0.0008280439200581957
509,0.00020790353829799955
510,-2.566796168836759e-05
511,-0.00018552480066932962
512,-0.0028130271128896825
513,0.0003190444524122553
514,8.231331675263234e-06
515,-0.0015787808370530771
516,7.834649052881338e-05
517,-0.0005517858686495694
518,-0.000260488789726705
519,-0.00015067506048472846
520,0.001312130935194583
521,-4.3423087505279336e-05
522,-0.0001346171633276618
523,0.0009153960461056326
524,-0.0007415960734832982
525,0.000666610531424288
526,-0.0005773775054137853
527,-0.0001231157436428222
528,4.263760435143298e-05
529,-1.2513150029106245e-05
530,-0.00014407247191117095
531,-0.00021265069486809562
532,1.1683842785113788e-05
533,-0.0003149969048339947
534,-0.00011546123141285148
535,-0.0007315479027667992
536,0.0015906151207710595
537,-0.0008785377944913347
538,-0.000362886574203894
539,0.001639420830318787
540,-0.0029629072315972937
541,0.0025610875784629404
542,6.345470034577645e-05
543,-0.0024672964601605836
544,-0.0009670625742302228
545,-0.0005260260400795839
546,-0.001403715284124214
547,-0.0006489750333245256
548,0.006105961850598383
549,0.003936021714056668
550,0.0006444957769251619
551,-0.0027432608324566166
552,0.001510579473422473
553,-0.0045361934628909495
554,0.0012734730140541717
555,0.008070654937990083
556,-0.0031228852692543716
557,0.00026711545321386407
558,-0.00037890245090616334
559,0.0003371697047025034
560,9.165031313466706e-05
561,0.0003522136311818043
562,-5.914918571109984e-05
563,0.0002571462507962233
564,0.0004580108377157036
565,-0.00018870928776421636
566,5.830575614261822e-05
567,-0.0005690469999342408
568,-0.00041517137578846457
569,-1.9014935819438588e-05
570,0.00010593155691359032
571,-0.0006002548712435669
572,0.00020122160084536304
573,-2.996563572132294e-06
574,-0.00024845033809777845
575,-0.0006550197007815161
576,0.0008746374985844887
577,-1.758441570275774e-05
578,0.00424258273798896
579,-0.0011933386564267952
580,-0.0008313061013335919
581,0.0006401973289140473
582,-0.0005252002800201746
583,0.0027793289462255703
584,0.0005326215968630892
585,0.0001709225319294915
586,-0.00011524133879473486
587,-0.0001479614824313666
588,-0.00021228525688299246
589,5.4677103805940404e-05
590,0.00014501483386345146
591,0.0009063191883406583
592,8.237894600561449e-05
593,-0.00015803402460254376
594,1.5761290432004645e-05
595,7.609761819894979e-06
596,-0.0020658318234351453
597,0.00019934033414108963
598,0.00041529965945295193
599,-2.263206700573197e-05
600,0.000681450639273278
601,0.001975786781148435
602,-8.034862540751738e-05
603,0.0002636915887801458
604,-0.0006219365872129584
605,9.460230436954668e-05
606,0.0020193568482518545
607,-0.0037447384581181958
608,-0.0017705670004950166
609,3.4512312677142374e-05
610,-2.7652223850364134e-05
611,-0.0003592937768767127
612,0.0005630020608700381
613,0.00013453481823685916
614,6.598097246839334e-05
615,0.0015504012037274625
616,-0.0001225182830809052
617,-0.0022845529014138897
618,0.002324733732598022
619,0.0005020393119820046
620,-0.002035902579164894
621,0.004289256431925199
622,-0.00012597535263954312
623,0.004377436042277615
624,0.0008312337002188752
625,0.001774181971148484
626,-0.0027103922696897543
627,-0.006079134901450702
628,0.003464524415469032
629,0.0013757450338263847
630,0.002713966904837606
631,0.0011812086080570865
632,0.0012246015500336804
633,0.0005065225486772107
634,-6.08097787186773e-05
635,0.0007977966238647261
636,-0.00037933559440629416
637,-0.0011918012855154252
638,-0.013244828463903551
639,-0.011337813067739157
640,-0.0001313940054776417
641,0.00016484518713861637
642,0.004536068493156527
643,0.0011114004465474791
644,-2.6739810227436124e-05
645,0.0005134070319445242
646,0.0006052792508485255
647,-0.0007393788962956494
648,-0.0008992780711384178
649,-0.00021989130862556944
650,-0.0013717633597106775
651,-0.00048692719426774524
652,-1.821610739930504e-05
653,0.0004995717323166864
654,-3.9603283571277584e-05
655,0.00023219108162809846
656,0.0009259394346720829
657,-0.0005218652277962242
658,-1.7615318063676406e-06
659,-0.0004206791890557435
660,0.00028437627607082573
661,-0.0013222748523044512
662,0.00023365284914426957
663,-0.0019973193918173676
664,-0.006909193716393476
665,0.000157035257890442
666,-0.0009929818093890738
667,-0.0036240082387296963
668,-0.0005052979654357472
669,0.00026042358200435223
670,0.00026861689821377897
671,0.0004013644124882107
672,-0.0014448340745240192
673,0.0013680692393619695
674,0.0003026646400641077
675,-0.0010779721616426448
676,1.600057675640387e-05
677,0.000600657903203033
678,3.7982442934238105e-05
679,0.001843840465611851
680,-0.00030203569457645265
681,-0.0006142115002737008
682,-9.958917212776716e-05
683,-0.0011035860701353324
684,0.0005539935540695792
685,4.452362956710365e-05
686,3.860508500788077e-05
687,0.0005976624156618926
688,-0.00011432247374550995
689,0.0009601485205876526
690,8.732880913580933e-05
691,3.537221554433633e-05
692,0.00025380071404803705
693,-0.0002247525373970362
694,0.00013034114094481774
695,0.002876118307463139
696,0.00019984045290126332
697,0.00034607769359581585
698,-0.00021241280682497053
699,0.0017838872637638372
700,0.00063166596699678
701,-0.00024651887210540996
702,-0.0006094950346378864
703,0.001123164086709566
704,0.00038831871352733934
705,0.00011810409677301733
706,3.642837630996388e-05
707,0.000994495216496665
708,0.0014630678281585703
709,-8.951060328056765e-05
710,-0.000666293374516334
711,0.0006833855270342049
712,-0.000628996317095539
713,0.0006662250295487821
714,-0.00036467850243290865
715,-0.00018672378328964825
716,-0.0007103826782938189
717,-0.0002255554665628087
718,-0.00011347461628772149
719,1.083470944447708e-05
720,-8.809728002733481e-05
721,0.00016545103790911993
722,0.00012274135589488485
723,0.00013430867248200948
724,2.9780065982469068e-05
725,0.0001632159654896194
726,-8.330621831048689e-06
727,-7.288643678723364e-05
728,-0.0003874101184034311
729,0.00037800182314767615
730,0.0007065395349065059
731,-0.001206160102089924
732,0.0029986202345878774
733,0.001370688529055337
734,0.0004453841311198353
735,0.005878680018820071
736,-5.003059207961369e-05
737,4.315231912342616e-05
738,-4.8419052424880455e-05
739,-0.0010871426707109262
740,0.0014998464882108457
741,2.454882938949173e-06
742,0.0014196278256721731
743,-0.00022073596742068572
744,9.525804431195615e-06
745,0.00041256265638401485
746,9.252687369120577e-05
747,0.0002858328690372645
748,6.253928079238204e-05
749,-0.0002438132641542984
750,0.0004056422178349917
751,-0.003363234116520913
752,0.002394794450023833
753,-0.00011210429109013712
754,0.00181611009269299
755,0.0007723036243276277
756,-0.0006735951590977678
757,7.263911253564041e-05
758,-3.14369476339799e-05
759,0.0010241283535859982
760,-0.0008285583902628369
761,-8.993157046477813e-05
762,0.00048706866075017284
763,-0.005869334797560344
764,0.00023415491198045728
765,-0.000520783187473907
766,-0.0001513501346165784
767,-0.0025178113707546635
768,-4.897264960950623e-06
769,-2.2813921465078387e-05
770,-0.00028421555360968207
771,-0.0016577783278246424
772,0.0007278911312581529
773,-0.0002580862431777957
774,-0.0003193989163437416
775,0.00027806276614595455
776,-0.0005383386057631743
777,0.00033995812022129533
778,0.0009341571706199954
779,0.0007125388107150525
780,5.602150160255239e-05
781,-1.577767527338186e-05
782,-9.551471262769353e-05
783,-0.0001828567733594475
784,0.00028163994580837506
785,-0.0008108567414736145
786,-4.188233988997822e-06
787,-0.00047719207475052286
788,0.00042737590240657033
789,0.0001436029533391714
790,-0.0004274495813150793
791,0.0008357809669056382
792,-1.845990116842059e-06
793,-0.0003035154118575615
794,-0.0008282879365039587
795,-0.002125928040574061
796,0.00013025784469099857
797,0.0005919495658216099
798,-0.00012685886017261473
799,0.0006431470070721053
800,-0.00037783322306048686
801,7.0275724639903e-05
802,-0.0003087937790241502
803,-0.003112014970162294
804,0.0004456756743613811
805,0.0005674224540150977
806,0.0006233158383747579
807,0.00028943551701966834
808,-4.430406153526211e-05
809,-0.00027029073187214363
810,0.00042942117765396894
811,0.0001904435835717676
812,-0.001377891345847606
813,0.000239277663519964
814,-0.0003424665514803587
815,-0.0001353787547272715
816,-0.0001888452649953703
817,0.0007349214582719202
818,-0.00012028585671787395
819,-0.0005806909492233117
820,0.0023224909577582854
821,0.0009764272655151039
822,0.00017107996964584415
823,0.005457941292112512
824,-2.084724265384481e-05
825,9.236089170093555e-05
826,0.0009757177536275066
827,-0.0008127069789752146
828,-0.0016977636316176483
829,-2.9734988264280645e-05
830,0.0004897906037141158
831,-0.0010876422683422698
832,-0.0012749343158717109
833,-0.0003300853318644625
834,5.135979302749995e-05
835,-0.00010702074340986173
836,0.00012357221959396428
837,-0.00015318662163152125
838,-0.00032596256346579947
839,-0.00018086386289687526
840,0.0010337710442370972
841,0.0008843518260717526
842,0.00011259573142709963
843,4.8232812047419936e-05
844,-0.00010512068824437426
845,-9.079741278858243e-05
846,0.00017015832179026396
847,0.0006275355951050162
848,0.0012395443814248819
849,0.0008823850817197552
850,0.00077898046623321
851,0.0015646588068573993
852,-0.00012658424937541738
853,-9.518462517925651e-05
854,0.00018342443597987371
855,7.45330324326975e-05
856,0.00015605218006225032
857,0.00038826442683136104
858,-0.00021274643846697487
859,0.0030054762064639843
860,0.0006586695928146602
861,-0.00011117778613119708
862,0.0008562679589106958
863,3.6253806994374835e-05
864,1.557652330760499e-05
865,-0.0004380698743797914
866,6.434204865831428e-05
867,-0.0004450773106157225
868,-6.575468220361479e-06
869,-9.215225951115567e-05
870,0.00012801084196136767
871,-0.0011977988710988154
872,0.0019293357663735082
873,0.000594437850673222
874,-0.00020856650222985827
875,0.005059598552815369
876,-0.0008010450294219091
877,0.0017960716931709729
878,-7.443529029791353e-05
879,0.0013824469051626138
880,0.0009256333581876115
881,-0.0003710568385953916
882,0.00012011514654573484
883,-0.00010913428704701229
884,0.0004728706328649174
885,-8.184299620060686e-05
886,0.0002548737285081291
887,2.6551608872223073e-06
888,0.001286310578542069
889,-0.0005600291255354484
890,-3.803219440729744e-05
891,0.00011439078998815084
892,0.002456625229114407
893,0.00037916634618281577
894,0.00010034936229570696
895,-0.00044764001380990744
896,0.002225209462325639
897,-1.546644338767372e-05
898,-0.0006831073625155768
899,-0.0008958039306955237
900,-0.0005866046133461267
901,-0.0011000651636403405
902,-0.0001516621950331449
903,-0.00048144643671922167
904,-0.00023266188979674708
905,0.0007107662829390532
906,-0.0006199600267156176
907,-0.0005183397051600252
908,-0.00026499721773805377
909,-0.0025644367957468666
910,-0.00010970048486634294
911,-0.0012367941400987159
912,-0.0007695586324429879
913,-0.0004893520058601138
914,-3.5022162777523717e-06
915,-0.0029061222728613825
916,0.0001699797514189645
917,3.969139826497549e-05
918,-0.00020681042277744376
919,-0.00011498728247122138
920,0.0002146543976200432
921,0.0013818286104994569
922,0.00021241828197576568
923,0.0013703014195688536
924,0.001393149329757765
925,0.00024296050231722036
926,-3.942491342376663e-05
927,0.0025097419640869255
928,0.0012159925751072393
929,-0.0003591181685046401
930,-0.0001852331361364596
931,0.002706960055069243
932,-0.0001300304367789529
933,-1.8432652270610848e-05
934,4.456687067489254e-05
935,1.3862667752187419e-05
936,0.00016502276901848736
937,-2.9750999124955958e-05
938,3.526354894381414e-06
939,-2.314792936772962e-05
940,0.0005506263381863723
941,-0.0002553712844185269
942,0.0003196752773950539
943,0.0038203964327922797
944,-0.0004610778833215027
945,0.0003294652028621846
946,0.0012023396491415788
947,-0.0012489411385141476
948,-0.00042492994440202565
949,-3.395008236283187e-05
950,-0.00017599819580426724
951,0.0007291999742627693
952,0.0011705140782670917
953,-0.0011829322660722361
954,-7.558240466804463e-05
955,-8.462058405644095e-05
956,0.000661142497149173
957,-2.8452931613582642e-05
958,-4.184033920357101e-06
959,0.00021072957976997668
960,0.0019786033676484284
961,-0.0006823064000269926
962,0.0002040047465865941
963,0.003907003806112094
964,0.0007679391400704759
965,1.8030538983169414e-05
966,-4.200297953185159e-05
967,0.0004642722278132961
968,-0.0009011592297856474
969,1.7108399150914526e-05
970,0.0002322943381261884
971,6.725958826994625e-05
972,-0.00010634206580340625
973,-5.545817038462995e-05
974,6.865248507859627e-05
975,-0.0011511660329126855
976,1.843844103840879e-05
977,-0.0014919318715926066
978,-1.4584063400476658e-05
979,-0.0038224414578094893
980,0.0002522410788754984
981,0.000199239702870708
982,0.0002956018007927276
983,0.00011370507826354306
984,-0.0013632530897515636
985,-1.2408331365812858e-05
986,-3.7036909528900597e-06
987,-7.391062354183533e-06
988,-0.0005248514832853653
989,2.0701607235431677e-05
990,-0.0002155114018036958
991,4.953601281688102e-05
992,2.52859940802533e-05
993,5.12643152638855e-06
994,0.0005422501420766722
995,-0.0011414516265965589
996,-0.001785545080834985
997,0.00042803596526332864
998,0.00011037352459561416
999,-0.004774998069079678
1000,0.00028061488396074325
1001,0.0008947445436756495
1002,1.6534759119985967e-06
1003,0.002429310346853662
1004,0.00023463549495931894
1005,0.0007687281190060302
1006,-6.896997394460776e-06
1007,0.002227241234686148
1008,0.00013598217539656794
1009,0.0005647951078609447
1010,3.581670269395918e-06
1011,0.0009637837261760932
1012,-8.422850293612128e-05
1013,-1.0532046873069506e-06
1014,0.0006293049518496078
1015,-0.00035593080549614305
1016,-0.0002476053194932444
1017,-1.630279834745764e-05
1018,0.0003863405971782058
1019,-0.0008431462658444351
1020,7.144441790304987e-05
1021,0.0007182956837754227
1022,-6.0412972413323065e-05
1023,-2.4493764047799805e-05
1024,-0.003726422039103575
1025,0.00025378436051172107
1026,-0.0003187234432522519
1027,-0.0015692410290528858
1028,0.0004935920721813197
1029,0.00012536968894819446
1030,-0.00019034195408070375
1031,-4.1492532968224684e-05
1032,-0.0008251971237951003
1033,-0.00025700932639668295
1034,0.0003539679757128553
1035,-0.0036843729819540745
1036,0.0004938976100538415
1037,2.80110770262361e-06
1038,9.622320706151137e-05
1039,0.00011603924151799755
1040,-0.0002581624938852789
1041,0.00011024003716770763
1042,0.000656807381096026
1043,0.0005922652573758074
1044,-0.0002925772606196898
1045,0.00046377824756309327
1046,7.4090864827404176e-06
1047,0.00024164486978341823
1048,0.005566767401691126
1049,0.0036221697179915687
1050,-0.004400813771174014
1051,0.016600481144453408
1052,-0.00023382037177250493
1053,5.315551134589814e-06
1054,-0.00024722675031164774
1055,-0.0012404858875231445
1056,-0.0002903820970823767
1057,-0.00016406385957816024
1058,4.8916728282703374e-05
1059,0.0006104235454928265
1060,-0.0004834026442994001
1061,-0.0006448310854235138
1062,-8.580333703268933e-05
1063,3.911447401192316e-05
1064,-3.648948734807078e-05
1065,0.000221900517587625
1066,4.3383253064975335e-05
1067,0.0003506184426553146
1068,-0.0005540909422834401
1069,2.91597402522708e-05
1070,0.00011870954165008717
1071,0.0008716426494708051
1072,0.00010286448269830336
1073,2.9542304637139875e-05
1074,-0.0005068536168910145
1075,-0.0001776700117998624
1076,0.0011234498911286475
1077,9.262229215297107e-05
1078,0.0004633963423273187
1079,-0.0010672852786354544
1080,-0.0021924642485467265
1081,2.125170173434066e-05
1082,3.509162464262026e-05
1083,-0.002221438023992255
1084,0.004578117729372378
1085,0.0003407415419277216
1086,-1.4935938875766166e-06
1087,0.007724772757615662
1088,-0.00051656037951262
1089,-0.00011430663906406797
1090,-0.00021755760321682952
1091,-0.0024989466827950286
1092,-0.0013782714889819824
1093,0.00034578335871053687
1094,0.000576744614095926
