,drop_co_hybrid
290,0.0001343083022802173
291,0.0003162080048051171
292,3.12336830673861e-06
293,-0.00010646200044735184
294,-0.0002940441684259908
295,-0.001122748299190202
296,0.00205744520693203
297,0.0012478372680324308
298,-0.000553036954380242
299,0.010702198379754637
300,0.0019830013011211097
301,-0.0005339833873144854
302,-0.00346939123321637
303,-0.0069667309116070485
304,0.0021040066277552543
305,0.004255379904900466
306,-0.005013235681622393
307,0.004264245577889361
308,-0.00035517724684238516
309,0.00017831348683191236
310,0.00040663421496303566
311,0.000845401545136559
312,7.042408437350631e-05
313,0.0006676440299824119
314,-0.00046849118618083976
315,0.000997536430965488
316,-0.00013486823335109017
317,0.003693294320980514
318,-0.003650994662346223
319,0.00045560656191410824
320,-0.0008393955082009027
321,-0.00027982233430627395
322,-5.558278010083451e-05
323,-0.0026226506621359843
324,-0.00012337343949487018
325,0.00017492188743226738
326,-0.00022437528228943883
327,-0.0007200562041317594
328,0.0002876001286391312
329,-0.0007847652156538191
330,0.001047674437191122
331,0.0017060034967250406
332,0.004000413843645752
333,0.0018444166061633764
334,-0.0027417898958458768
335,0.00962271954571132
336,0.001038532158061562
337,0.0005260950220333585
338,0.000199898775840452
339,0.006406693694849586
340,0.0013935077136095558
341,0.00020999613945362681
342,0.0014147286200603547
343,0.008534358254724003
344,0.0009672831266380532
345,0.0014030175546140256
346,-0.0010129266100780655
347,-0.00037895449903656086
348,-0.000838404289551781
349,0.00026680861421283494
350,-0.0005666130905783236
351,-0.0029857512113453458
352,8.100192061427538e-05
353,-9.862579853690356e-05
354,-0.00028242853268609265
355,-0.0009442237781921856
356,0.0013883945694401164
357,0.0002147393548179051
358,-0.002874392015082229
359,-0.0036356533075443663
360,-0.0012493116610326324
361,-0.0003905373259215095
362,-0.00018201377193825054
363,-0.005488039880159406
364,0.0028404703684878053
365,0.001103923677082653
366,-0.004980812228385986
367,-0.003250157231533473
368,0.002990508687524161
369,0.0029998197651359775
370,-0.0018218709551418466
371,0.015052609206974134
372,0.003562112934061366
373,0.006503251298370297
374,-0.009039127670044694
375,0.004386613564265768
376,0.0001286568388063607
377,0.0063149448886554976
378,-0.0024551132064884905
379,0.015215220183988748
380,-0.0005946746522117809
381,0.00235590209268729
382,-0.0013301920572408113
383,0.0007988538440861116
384,0.00015163787253579683
385,0.0017178882261827488
386,-0.0017494156448060448
387,0.0025183958139945884
388,-0.0004118903876941482
389,0.0002647470024359069
390,0.0006976797487615406
391,0.0013711729461567048
392,-0.001988886483422292
393,-0.0004215270869357241
394,0.004058079279134113
395,0.00045139122662015503
396,-0.000687886614886094
397,0.0004075597273516641
398,0.0036402072430351765
399,0.009568769424971632
400,-0.0011775549400692446
401,-0.0009185683758951475
402,0.0007234426432711985
403,-0.003610766069823571
404,-0.002331996223866842
405,-0.0008637828760036342
406,0.001088955797440579
407,-0.00633632585123625
408,-0.002163395193818931
409,-0.0008575854536039634
410,0.0002642231878165786
411,-0.00795250671223822
412,0.0005924448928264663
413,0.0025209837066630146
414,-0.0017669347845671198
415,0.0036246988285307904
416,0.002104879120284919
417,-0.0010646261032780705
418,-0.0027277559475232262
419,-0.003468048043115096
420,0.0018699753782417808
421,-0.0009472915105611343
422,-0.0033688234304132636
423,-0.006106248080687774
424,0.002938406895025824
425,0.0009963130678251894
426,-0.00806486418063875
427,-0.011463280546060715
428,0.00496081013625624
429,0.0011874834139942374
430,-0.005433975845680655
431,0.0011068265317571986
432,-0.00023948973829537745
433,-0.0021041873750936653
434,0.0018916346118178669
435,-0.0012166142626945165
436,-0.0007143703011478462
437,-0.00011824458956157241
438,0.00011307606076517601
439,-0.0014732800095150346
440,0.00042773880816862544
441,-0.0002149400524651583
442,-1.0286748999227182e-05
443,0.0003383697948618132
444,-8.251929968642506e-05
445,8.515271670349881e-05
446,-0.00024387229949965683
447,-0.0010365581214261284
448,0.0003657459888904121
449,4.529107788603881e-05
450,-0.0008501900305625567
451,-0.0016231538688153218
452,-0.00015688980355181104
453,-0.0009826231104411835
454,-0.0005709597039307152
455,-0.00488410147762407
456,0.0002612908064867513
457,0.0013847353291331142
458,-0.0015346342088646727
459,0.0025731641921064646
460,0.0027529177715527025
461,0.003920322221478146
462,-0.0038127518839308947
463,0.007959790703844049
464,-0.0006718487031512837
465,0.0001049205533119316
466,-0.003041953582747046
467,-0.011177739852034052
468,-0.0007170527915660511
469,-0.00023663968224197442
470,0.0006306165841824827
471,-0.001860520598490467
472,9.344776533934579e-05
473,1.7724101217749627e-05
474,0.00014213311567874286
475,0.0009083665252283931
476,-0.0004614679765985605
477,6.308774346986666e-05
478,8.988614322862464e-05
479,-0.0011598740744325074
480,0.002849642162660458
481,-0.00020929865376649503
482,-0.0007995279555847328
483,0.0021702448478249504
484,0.00019400585926505524
485,-0.002411264545417055
486,0.0016827875754187845
487,0.0010169120013347455
488,-2.9634236479758913e-05
489,9.950181391437373e-05
490,-8.931963827025584e-05
491,4.201945093238343e-05
492,-4.942892347707734e-05
493,-0.0005921494720835438
494,0.0013696395218381987
495,0.00163898675840652
496,9.758502391102973e-05
497,-0.000525795696355349
498,0.00029060574087954005
499,8.575314665733648e-05
500,0.001641618218766005
501,-0.0004693088095505368
502,-3.1540853709091646e-05
503,0.004172468632146828
504,0.001594450397610346
505,0.0003254756843951642
506,-0.006030239184729477
507,-0.008690519929000525
508,-0.0015232135889300307
509,0.004097448681178337
510,-0.001928667379641863
511,0.0018242363401553446
512,0.001996020344559932
513,-0.004431249706063424
514,-0.0032370643005756915
515,-0.01603614424401551
516,-0.00037629277250504975
517,0.005162616242009696
518,-0.003657214556841889
519,0.003044360209812613
520,-0.00088903835104593
521,0.00028051017825664066
522,0.0021709533096968825
523,0.004350855349975899
524,-0.00048357085430850985
525,-8.54565374128848e-05
526,0.00039809513691905693
527,-0.0006900707222673785
528,-0.0006142959552531731
529,-0.0005833104328824098
530,0.0006232493316774468
531,-0.0012316585004365172
532,0.0005896457904454563
533,-2.634045342198502e-05
534,-0.0006986080919043947
535,-0.0005281863424278543
536,0.00017070050264873167
537,-0.0025194256338400014
538,0.002190811559773269
539,-0.0015442916224586458
540,0.0016853689480925246
541,0.0011994816090350386
542,0.002701916161382054
543,0.016317718714962515
544,0.0028748311622271054
545,0.0013891547330391746
546,-0.0016188688176454488
547,0.008077696772186366
548,-0.0004310029518856365
549,0.00010861957120626887
550,-0.0016368888806116081
551,-0.005648731358180665
552,-0.0017960744475832569
553,0.0061369272068216504
554,-0.0018828003916646508
555,0.0044629812386876985
556,4.126430945124918e-05
557,0.0015389171804052542
558,-0.0007356749433033666
559,0.002575293335126502
560,0.0001334660383058202
561,-2.1195406705733222e-05
562,-6.500073280292504e-05
563,-0.00010512131190070798
564,-0.001857811785958506
565,0.0021832257382045604
566,-0.00046087320142675943
567,-0.0002608389463156227
568,-0.0019847093535267047
569,-6.984127212736553e-05
570,0.0025956470408614245
571,0.00309318006680955
572,0.0017197160601816472
573,-0.0003084946464481802
574,-0.0025687937988680127
575,-0.0033524551403898177
576,0.0007882958679435074
577,0.0009997193728617112
578,-0.0024793785524653707
579,-0.0014423840236650778
580,0.0019499642122128558
581,-0.0009727866787072744
582,-0.0032840965625420184
583,-0.007086480010071634
584,-0.0014769367167110975
585,0.0013555982139425023
586,-0.00128214980303222
587,-0.00446479586469928
588,0.004741576367932423
589,0.005851778468995194
590,-0.006529591313691932
591,0.012564257142098084
592,-0.0005426589127289788
593,0.00026038404973954186
594,0.00032174271027138925
595,-0.0002225224484122333
596,-0.0009374910865394825
597,0.00045434533024735354
598,-0.001726909668126875
599,-0.00687948318269126
600,0.005504097424814093
601,-0.004052010401813922
602,-0.006721446871395988
603,-0.016188670486075578
604,-0.00032103912642698776
605,0.0032444747410646634
606,-0.0006409874454269785
607,0.007264369086552109
608,0.006505673761788686
609,0.001365102242047413
610,-0.0062412268859442874
611,0.006330430260871596
612,-0.00033294558208599314
613,0.00285210983173277
614,-0.002017162253223466
615,0.0030483539593767406
616,-7.236921246382798e-05
617,0.00010270514731342541
618,-6.855376207855924e-05
619,9.877563307488044e-05
620,-0.0007211963669828508
621,-0.00048041094296909903
622,0.0013544526881774696
623,-8.661126161507375e-05
624,0.0027837268934723216
625,0.00011507010968518541
626,0.00013975511783535034
627,5.1801084389802e-05
628,0.0006711728352850928
629,-0.0010010131267747082
630,0.0007581604440696633
631,0.0007144623194371829
632,-0.00028488577784910785
633,-0.0007630173463682457
634,0.0013013016778863852
635,-0.00040045019057789125
636,0.0003075795447103138
637,2.47233971912144e-06
638,8.07330896025361e-05
639,-9.60427454340688e-05
640,0.00033354974848122994
641,-8.6401924525997e-06
642,-0.000512336248095826
643,-0.00040175574261902455
644,-0.00016517486156893436
645,-1.8706500841243654e-05
646,-7.502399148997614e-05
647,-8.955279703122256e-05
648,-1.0798217205361484e-05
649,0.0008053812765760173
650,-0.002338045741668483
651,-0.003135895477057476
652,0.000757651897881632
653,0.00014122893696583302
654,-0.0003217979461248352
655,0.0014704971234968066
656,-5.723922113482925e-06
657,0.00023515906521866543
658,-0.0004164164256380777
659,-0.0004460005933560141
660,-0.00010126984401522591
661,0.0002136072527926183
662,0.0001850355332744656
663,0.0014834133396314528
664,4.468024777902864e-05
665,0.00027617950509177904
666,-0.0003006914958775223
667,0.0005678084041362368
668,-0.00012152774648449778
669,-2.9152462551295023e-06
670,-2.728007425515077e-05
671,-0.0001190540756424899
672,0.00045956756679028455
673,-0.0012162533926129064
674,-0.002768936344659632
675,-0.009418003167322914
676,0.00015031552308987885
677,0.00036810185971932976
678,0.0007495522820285532
679,0.0041203799374769454
680,0.001524849938299585
681,0.00020211228649396652
682,-0.0018939062821551605
683,-0.0007278141750091293
684,-0.00020136038053926574
685,0.0009398707340145144
686,-0.0016009656901681052
687,-0.002445452960657366
688,0.0009915152435323886
689,0.0020340958811759123
690,-0.0035498975676239433
691,-0.000800587656480271
692,0.001144874540940838
693,-0.0006236365842433414
694,-0.005876370522898034
695,-0.015489957934787116
696,-0.0005115169752146143
697,-0.00015464369386574014
698,0.0002790360460705925
699,-0.0023573231710196573
700,0.000958330176458656
701,0.0015261746876286402
702,-0.0029556933713335296
703,-0.0011026814396678736
704,0.0013608553828114325
705,-0.0008609946273257849
706,-0.0021190759301065645
707,-0.004889150170530927
708,0.0007655730654583444
709,0.0004523642179234287
710,-0.0042824146894571416
711,-0.009235176691287162
712,-0.00099177033821154
713,0.003751541163684417
714,-0.002407515826914769
715,-0.0014013219958001072
716,0.000219397478799866
717,0.0006747779541424871
718,-0.0010229879742942943
719,-0.0009877445483129947
720,0.0012401103570833772
721,0.0022548477499128375
722,7.754851798841708e-05
723,0.006503215491556952
724,-0.00044439123884963287
725,-0.000571656195055436
726,0.0009988725974223146
727,-0.0010934335549865953
728,-0.0009295694103096083
729,0.0017200847976402583
730,0.00032443721271603577
731,-2.0328863886048908e-05
732,3.527829055793622e-05
733,0.002343084118057948
734,0.0007021250826867635
735,0.00372958857613192
736,-0.0018575594268870166
737,0.0012291678242403862
738,0.002169247942461057
739,0.004319103486051017
740,0.0003969081018228283
741,0.002669762876171059
742,-0.0005995916463950095
743,0.007399583311054912
744,0.001463525974351064
745,-0.00025828286253893674
746,-0.0009015027893155128
747,0.005743795583923235
748,0.0007110016018167749
749,0.0006599310762931229
750,-0.0022557922713137665
751,-0.003557315223346505
752,-0.002717316592960189
753,0.003756677309755988
754,-0.002661056285603838
755,-0.005321901048034813
756,-4.593326191398402e-05
757,-0.00047562245958764174
758,0.0018845382384503867
759,0.0007273997204224342
760,-0.00012126653265509123
761,-0.0015616233095403476
762,0.0014068826568922267
763,-0.0016562407694829366
764,-0.0010801851207611422
765,-0.001015329707907916
766,0.0003434588034297219
767,-0.005857137992468936
768,-0.00015114420574150633
769,-4.992181772487706e-05
770,-0.00035811882531063997
771,0.00014421828063359077
772,-0.0006327251572490512
773,0.0008607609796759838
774,-0.001703069726458289
775,-0.004615202534117417
776,-0.0010295010359742368
777,0.00040719110894821693
778,-0.0012117789344339826
779,-0.0060964692325759535
780,-0.0004910690546830417
781,0.00019278137151105979
782,-0.0010182131827855647
783,-0.004169112408899103
784,0.006128340142183486
785,0.003825763369670081
786,-0.006929526834531551
787,0.008535576626585382
788,-0.0027157575264687337
789,4.356903240504213e-05
790,0.005025117144503163
791,0.005547036445669513
792,0.0020334827061281716
793,-0.00022155616751173303
794,-0.002747640935826947
795,-0.002599062550346919
796,-5.656808720194764e-05
797,-5.03152395215729e-06
798,-0.00017338402863797356
799,-0.0001308438310901331
800,0.0002678198690579571
801,8.62652571027214e-05
802,-0.0009430046088103452
803,-0.0009508525688007362
804,8.222915683370955e-06
805,-4.128387903061042e-06
806,-0.0006883124533057014
807,-0.00036541840577335
808,4.61659048088721e-05
809,-6.766559438571965e-05
810,-1.2754763813697785e-05
811,-0.0002025521376344578
812,-9.620161337148352e-05
813,-1.466078056411913e-06
814,-6.787144359273495e-06
815,-0.000143084053040285
816,-0.00024475795835637165
817,0.003387861500536077
818,-0.0013644714940392888
819,0.003983637331166687
820,0.0019822365510392425
821,0.0013629999816061954
822,-0.0012172530560254063
823,0.004179316036336472
824,0.0014226553550833717
825,0.000616880980792214
826,-0.001698232961606434
827,0.005415671254984805
828,-0.0006684579211731205
829,0.0002616689657426059
830,-5.188982892595844e-06
831,-0.0008238752414620432
832,-0.0008553224329042351
833,-0.00044865851217813904
834,0.0005131474240199906
835,-0.0029042099367343334
836,-0.0022885578364019955
837,0.0023137934705164285
838,0.0016794511642337798
839,0.006996883271780246
840,0.00036325565263252706
841,0.0029097059097371947
842,-0.0021411629816867226
843,0.0038200479931531422
844,-0.00046073260516864837
845,0.0007148009918473756
846,0.0005652557769049713
847,0.0027113039095385846
848,0.0003881408308477903
849,0.002054626804871671
850,-0.0008962834457641197
851,0.005162053177893644
852,-0.000287129958226857
853,0.00012154801132516186
854,-0.0011545724847272284
855,-0.005011907507120254
856,0.0004017926980805726
857,0.001359790823026919
858,8.357484148178547e-05
859,0.005359893754767381
860,0.0003362737486760494
861,0.001519554949401581
862,-0.001896728371692259
863,-0.00048718012552783724
864,-0.004349740292796691
865,0.0045506634931589
866,-0.0007419945953510722
867,-0.0014077767625085519
868,0.007242107481269786
869,0.002382638945604353
870,-0.00613766049710268
871,0.00821345947595971
872,-0.004705894090800514
873,0.005048590391994693
874,-0.0061839832455537905
875,-0.018663778884717604
876,-0.0015960096579680004
877,0.0007753844380096284
878,-0.0008049241352123458
879,-0.004840444503264545
880,-4.468195514753731e-06
881,5.9314022758298245e-05
882,0.00016627250157036868
883,0.0004145357569375231
884,-0.0019836815907940393
885,0.001509896422933999
886,-0.0006366578703772196
887,-0.003290051796638813
888,0.0001203516930470486
889,-6.675697639075077e-05
890,-0.0001394982903122188
891,0.00046266761004023886
892,1.756400221299276e-05
893,-0.0002029112041557056
894,-0.00019026323432333927
895,-0.0007705852122021001
896,-0.0002308756466566657
897,-6.130863025520881e-05
898,3.280091417104607e-05
899,-0.001209035363074674
900,-3.0485406978515918e-05
901,5.199469906980145e-05
902,0.0008731131444969715
903,0.0016286051049553215
904,-0.0007173355537392386
905,0.00030685222085467947
906,6.159960038559892e-05
907,-0.0018895633703535802
908,-5.5336814557200506e-05
909,2.3645348797876413e-05
910,-2.597220633791136e-05
911,0.000465179101708488
912,-0.0007096431466778197
913,0.0006226387562789514
914,-0.0014102230128600008
915,-0.004684364964537837
916,-0.00022131896819750765
917,0.0007721692447755961
918,-0.0010415622123067505
919,-0.0012168868706238247
920,0.0005973320522989436
921,0.00020048393777774483
922,-0.0012213982025664524
923,-0.001456377209583706
924,-0.001319267430091542
925,-0.00028097790487092164
926,-3.563882283371398e-05
927,-0.0008771055911147575
928,0.0006353684719945984
929,5.685593001076854e-05
930,1.4502629475024911e-05
931,0.0015772944133262085
932,0.0003578598025674755
933,0.00026561527785632223
934,-0.00016371191751417678
935,0.0012926358168811795
936,-0.00021494218525061298
937,-0.0003007678238401065
938,0.00030072354444164474
939,0.0009715381207162134
940,-0.00040059374462224644
941,0.0004587182443981286
942,0.00027608397966913774
943,0.0023825841834741205
944,-0.00018959761790043688
945,0.0006567882443903861
946,0.00018686909243575956
947,0.001567896659259424
948,-5.1365615052376556e-05
949,6.855170363236578e-05
950,-0.00021409252348411837
951,-0.00020522217671097525
952,0.000474506126943188
953,0.000439307145381387
954,-0.0024390754432711305
955,-0.004115650763725719
956,-0.0023085843572747226
957,0.0010809085918915438
958,0.004659708341862681
959,0.010476247869388312
960,-0.0009582888689179198
961,-0.0025793388412104347
962,0.0022837460182066256
963,-0.004256189096158723
964,-0.001999320553719327
965,0.0008861400030295507
966,0.002004515981134736
967,0.003357469012508568
968,-0.0009838406854867717
969,-0.0004708535470294253
970,-0.0005240682591166386
971,-0.0053758571333990144
972,-0.0006239835837394692
973,0.0005583337950779912
974,-0.001978249655433727
975,-0.005827175627228375
976,0.0029021496259232266
977,-1.436767754013038e-06
978,-0.001595097841809564
979,0.0051450419706604335
980,0.00028140031551842867
981,0.00038175567217320214
982,0.00038673548850024094
983,0.0037531421930304537
984,0.000750327778002213
985,-0.0024680132201525167
986,0.001972304383441968
987,0.00044604115800156793
988,-0.0015087017735671139
989,0.002065572032140602
990,0.0005807838739558014
991,0.006015525113739999
992,0.0013237312127915445
993,-0.000443737667916042
994,-0.0019920846385393497
995,-0.006263030215269539
996,-0.0013214794931672839
997,0.0012632587545077386
998,-0.0008673122916756908
999,-0.003434703323435905
1000,0.002496307675192899
1001,0.001225626501624286
1002,1.412440042663603e-05
1003,0.01055473645250276
1004,-7.845106213720738e-05
1005,-0.0006842469113237614
1006,-0.0009737672710984033
1007,-0.00500619694986779
1008,0.0008774628218351132
1009,0.0006156712173456008
1010,-7.379277581522717e-05
1011,0.006253765841833882
1012,-0.002197792871738861
1013,-0.0013181911254183246
1014,0.0023855935540481356
1015,-0.002160905459758497
1016,0.00217227887764572
1017,0.0006199625829929684
1018,-0.0006377148405376886
1019,0.006231817218011163
1020,-0.0010171992502078604
1021,-0.0007399165501294307
1022,0.0014369506295041452
1023,0.00030912788364525134
1024,-0.0022832027139920146
1025,-0.0007912684521506237
1026,0.0007742843077770651
1027,-0.007347877483254817
1028,0.0002888716458397544
1029,2.5452630219657195e-05
1030,0.001892547473201938
1031,0.006511452195223062
1032,-0.0013523712132765678
1033,-0.0008015240471758827
1034,0.0021081618343042133
1035,-0.0022411637837793977
1036,0.0015688825268561704
1037,-0.0006175935123534721
1038,0.0006905656168261214
1039,0.005041883445978607
1040,-7.021721706984868e-06
1041,0.0002462263850283563
1042,0.00044971926150324295
1043,0.0022145644577062124
1044,0.003925308623138761
1045,-0.00036282084416085816
1046,-0.0014390811382180104
1047,0.006400669792849978
1048,-7.88340898871165e-06
1049,0.00046326650867644785
1050,-0.00047134069662814015
1051,0.0008265423736526132
1052,0.0001902328394962746
1053,-0.0009648739497174732
1054,-0.00019332137293551237
1055,-0.002790414376818232
1056,-0.0006272073222548285
1057,-0.00021962351141178443
1058,2.261961850675471e-05
1059,-0.001998373310187783
1060,0.0026057536992480654
1061,-0.0010679136408283752
1062,-0.0023109090520411833
1063,0.0011502701872978724
1064,-0.00078317170953302
1065,-0.0006330442263740251
1066,0.0009527144238221687
1067,-0.0020689190906894145
1068,-5.378253064294958e-05
1069,-0.00017728373774100265
1070,0.0002495809083497457
1071,8.147856754246148e-06
1072,0.0012256663252566064
1073,-0.0012868478084528375
1074,-0.00012058853621860899
1075,-0.002055701119778676
1076,0.0034131944862253335
1077,5.1791360894155874e-05
1078,-0.0004989370276503302
1079,0.007059623701980061
1080,-0.00032498432173434013
1081,0.0005729206336750657
1082,-0.0012661772036775347
1083,-0.002676128835696231
1084,-3.552030110184873e-05
1085,1.455107482160213e-05
1086,-5.690572164986902e-07
1087,5.128829242475199e-07
1088,-0.00016604897502271282
1089,-0.00011934943729548895
1090,6.318342071337704e-05
1091,-0.0002800026250697738
1092,0.0005547971990092096
1093,4.228717418852901e-06
1094,-8.634512248631249e-05
1095,0.000488466146048637
1096,8.871802636404189e-05
1097,0.0002756632421383911
1098,2.2583233316348953e-06
1099,0.0008408605554174653
1100,-0.00015812763928977296
1101,-0.000465800823804292
1102,-4.692139623357412e-05
1103,-0.0016113308577459897
1104,0.0022668912186140284
1105,-0.0009945240136591377
1106,-0.0007686904486264378
1107,0.0013310932812445678
1108,0.002303460891565105
1109,0.00056040877889154
1110,-0.001592477781620244
1111,0.002568206412859765
1112,0.002276624600834149
1113,0.0005659690372419635
1114,-0.0024041799550589145
1115,0.0008837335972566369
