,elapass_wi_hybridper_inf
487,0.0006942470909396603
488,0.000654409828087075
489,0.00018588036859795498
490,1.5001374303942766e-06
491,-0.0009731178754112478
492,-0.0010687145761843948
493,-0.00018751101380082912
494,0.00057589070168858
495,-0.0018859573520723417
496,-0.0008116823186977662
497,9.775133521817259e-05
498,-1.4913556496600252e-05
499,-0.00032301067191703057
500,-8.407543254268453e-05
501,-0.0011055683332057858
502,-5.8998527982875424e-05
503,-0.004134916738779454
504,0.0012739433563939788
505,-0.00042816317396506307
506,1.5862041663786402e-05
507,0.0008530350657925208
508,-0.0006727871800134383
509,-0.00028322194159171357
510,0.00010363129698843829
511,-0.0017532456134866073
512,-0.0003758419915254754
513,2.9555038555794368e-05
514,-6.44507820923987e-05
515,-0.000876475427012946
516,-0.0012351898710096718
517,4.6426824366644215e-05
518,-6.48128298827432e-05
519,-0.00037188177458934423
520,-0.001771238111683892
521,0.0001221066853595724
522,0.0012212283362804121
523,-0.001812521839836276
524,-0.0013209405992098656
525,0.00011196883634495723
526,-0.0005757356615563128
527,-0.0037675699382836866
528,-0.00023173128732923259
529,-8.010436648899085e-05
530,0.0002280012756116042
531,-0.00038162123045672804
532,-0.0003141132264503954
533,-0.00016839113076048493
534,-0.00012821124051767135
535,-7.843523725163418e-05
536,-9.566875429298123e-05
537,-0.0004259868732240848
538,-7.029108014837437e-05
539,-0.0005913285235683075
540,-0.00010059535284273663
541,0.0001200826273646271
542,0.00015481575573415992
543,0.0009570723816245854
544,0.00022665271737316986
545,-0.0006610365627435306
546,0.0004168684448831564
547,-0.0003057524777934382
548,-0.0003086722889747201
549,0.00015618492241925534
550,8.211395073866976e-05
551,-0.0006177869834406164
552,-0.00036300853380246285
553,0.00020263696904175395
554,-2.371362749854631e-06
555,-0.0007033967532250301
556,-0.006091350011844037
557,-0.0009559721698432849
558,0.0014108229553030354
559,-0.0068447385276124584
560,-0.001236648983981826
561,-0.0001398194919368446
562,3.746440336824507e-05
563,-0.0015007330118065937
564,-9.667577548783308e-05
565,0.0006907665798306625
566,3.563740165665437e-05
567,-0.0017440103459140535
568,-0.0013912841471325323
569,0.0007056920847253815
570,0.00032596460433738004
571,-0.0006050390129448902
572,-0.0016311365339049275
573,8.444034061198812e-05
574,-0.0001567550991536119
575,-8.165823503861586e-05
576,-0.00044857709430238515
577,0.00016724324107741446
578,-0.0004545485528317084
579,-0.0017728489568052445
580,-0.002012541959260428
581,0.0008098023813048145
582,4.062248933838321e-05
583,0.0015656255147765918
584,-0.0006500279133239905
585,0.00016029374367522927
586,0.0006557780619271534
587,0.0009036977226390102
588,-3.6691791563529274e-05
589,7.253268294233932e-05
590,0.0005881584034094398
591,-0.0005457618325735316
592,-0.00017205832138456075
593,-9.673939590558029e-05
594,8.843882422274829e-05
595,0.0001665326596852637
596,-3.256383794121688e-05
597,-0.00017230571892482775
598,0.00020428657975199422
599,-0.00016240490023023522
600,7.95883385666952e-05
601,-0.00010236575803327753
602,0.0002167741099648963
603,0.0007163795957881725
604,-0.00021753397041899896
605,8.629318585928476e-05
606,0.0002954150632706858
607,0.00024257826192308448
608,-0.002079317561046088
609,-0.0004247094718324435
610,-7.748489616570373e-06
611,-0.004784542604263347
612,-0.0009882512406221952
613,-0.0007280511188584485
614,9.042109854736674e-06
615,0.00031705537011113646
616,0.0005721325913805902
617,-2.4581102239712333e-05
618,-0.00010883814350929229
619,-0.0010097720681305745
620,-0.00010652704441873473
621,-1.2417210826402951e-05
622,-5.5952004311445836e-05
623,-0.0007610736139898814
624,0.0003484655777977447
625,-0.0007302308888935829
626,-8.993209991068474e-05
627,-0.004966059421092059
628,-0.0005803720931049531
629,0.0012973389426173504
630,0.00024858245697339387
631,0.0024163822410920954
632,-4.602635873030154e-05
633,0.0019086677233644744
634,-0.001110679581445966
635,-0.00239384842077716
636,0.00029424897847729256
637,-0.0015447367646978713
638,0.00019953304310535048
639,-0.00242110071935298
640,0.0011436840772830416
641,8.369603128193922e-05
642,-0.00023057364025428424
643,-0.0010676146684638072
644,1.723157956699179e-05
645,2.0266103895834395e-05
646,-0.0014576336812697937
647,-0.0020293641292862953
648,-0.00023924166280039783
649,0.0014460766327138524
650,-0.002011788932906264
651,-0.003634125004319863
652,0.0012998700168426896
653,-8.976032768301219e-06
654,-0.00032929705051122513
655,-0.0013332891755273664
656,0.00023679115722639678
657,0.0011387470814157754
658,-0.006689775888102279
659,-0.013653641076222727
660,0.001783709288249253
661,0.00015813897502530084
662,1.863541153456339e-05
663,-0.0005610599389949099
664,9.163313237876216e-05
665,-0.0005860220729768901
666,0.0002139155704339743
667,-0.0026223927893074136
668,0.000755187090844798
669,-0.0002178944840943454
670,-0.0017794373276921933
671,-0.000179967889205018
672,0.0005893267806385283
673,5.390046204596193e-05
674,0.0001742702868623229
675,3.093336434440187e-05
676,5.643592119700328e-06
677,0.00023111077094983316
678,-3.0999253189480096e-05
679,0.0001355124534027966
680,-0.0006801380077012224
681,0.0004469340693498263
682,-1.6804975985646725e-05
683,-0.00023815601276104258
684,-0.0017552186982400166
685,-0.00015514899940375395
686,0.00025509059558296025
687,-0.0020050954803780404
688,0.0004305221194163374
689,-0.0005140869204406787
690,0.0009557861183073391
691,-0.0001706384414689069
692,4.8581456583041436e-05
693,-0.00021723310556685924
694,1.1707307687203856e-05
695,0.00012196665581170341
696,-2.9641665286270484e-05
697,-5.785665335442736e-05
698,-5.408791770484252e-05
699,0.00012518397416603984
700,3.377040093232623e-05
701,2.7908305229268026e-05
702,2.74347836712957e-06
703,-1.5317839064963992e-05
704,-4.2177410748992754e-05
705,-1.8052890565619363e-05
706,6.61807618415577e-05
707,0.0001834736775156902
708,-0.00018057157838996364
709,-3.0726170683760793e-06
710,9.542187090441135e-05
711,0.00030339599267210807
712,-0.0003694812770288646
713,7.704911087273996e-05
714,2.9501792975187478e-05
715,-5.373395783332474e-05
716,-0.00014110295965364663
717,-0.00012100916907457314
718,0.0002763108463193505
719,-0.0010118001580620695
720,9.779567181378751e-05
721,-0.0001853850860449009
722,-0.00026926656843428764
723,-0.0010077561543985372
724,0.0010084520819097292
725,-8.6141259161722e-05
726,-0.0015500043970576576
727,-0.0015065503918747028
728,0.00036505832615470944
729,-0.0003091955470830486
730,-1.8039032737063895e-05
731,9.971458964855553e-05
732,0.0001275597799804084
733,-5.604634885672449e-05
734,6.056768005584275e-06
735,0.00024941693190775883
736,-0.0003627283298615126
737,-5.643744974146261e-05
738,-0.00031191421434770115
739,-0.0003962907085318495
740,-0.0009653655007852512
741,7.081253233589266e-05
742,3.080493695950051e-06
743,-0.0006266542112037124
744,-0.0007803072790543713
745,-0.00040038466966641997
746,3.986254644208658e-06
747,-0.0027552823992430782
748,-0.0006280339287823308
749,-2.4424917067297178e-05
750,-2.4524083528778618e-05
751,0.00015336540696421505
752,6.594403246688361e-05
753,-0.00020655440066458944
754,6.720290639558437e-05
755,0.0002992781987708364
756,-0.0009242228565445219
757,0.00012242338603813148
758,0.0009257807131726716
759,-0.000857161241325533
760,4.501212016424743e-05
761,-0.0005059372639603244
762,0.00034137776349217033
763,-0.0015447092367697156
764,-0.00021398692857386913
765,-7.56728596327069e-06
766,4.354820548055741e-05
767,0.0008477777143059838
768,-0.00027378357723555617
769,6.911781390370917e-05
770,0.0001144529835115928
771,0.00014467713900858688
772,0.0006344841415482161
773,-2.539729678857238e-06
774,-0.00010768709123338258
775,0.0010366880943742042
776,-0.0005414238151635984
777,0.00019588317967515254
778,0.0003538180928371602
779,0.0022474865324295604
780,-0.00014027118608601614
781,7.499123433535535e-05
782,-0.0002703904668292499
783,-3.842591495479117e-05
784,0.00041630322816635205
785,8.597395665239678e-05
786,2.7625898210294693e-05
787,-0.0004367788480891668
788,0.00042615812191166186
789,1.3024731090106786e-05
790,-0.0007222207534343899
791,-0.00031779996627730883
792,9.535338241163513e-05
793,0.0004536486691097035
794,-2.069043252244466e-06
795,0.0001191751205262435
796,-4.423199952848706e-06
797,0.00024451266103009053
798,0.00035153466410073255
799,1.243205173496049e-05
800,3.423565869241976e-05
801,4.802947994118591e-05
802,-0.0002503912440982872
803,-0.0014060346712943175
804,-0.0006462256085137782
805,-3.6509612482083354e-05
806,3.084016526781347e-05
807,-0.0005008869660766545
808,-0.0001365809798695228
809,4.014944040637339e-05
810,0.0001273060290323156
811,-0.0002141798374701471
812,0.0003699093318007949
813,-0.00013258233237693805
814,1.9599902888297313e-05
815,-0.0001922020225064997
816,0.001570656262198998
817,0.0001596283602025323
818,0.0001543293692529875
819,-0.0007452828055913599
820,-0.00044668197783198106
821,0.00030320983468230676
822,0.00019289409123959535
823,0.0007530438905503566
824,-0.0003359882947024046
825,4.202303165815603e-06
826,9.576795132492059e-05
827,-0.0001406178144530748
828,-0.00020457731975518403
829,-0.00012359536211175472
830,0.00012269216072799782
831,-0.0003535521234078923
832,-0.00012775995463578448
833,-0.0001380023067926449
834,3.48066486610473e-05
835,-0.0004936931385318815
836,7.474963735494912e-05
837,3.881076642274754e-05
838,-0.0001629461882841866
839,-0.00032241428537742344
840,-1.6187889037357817e-05
841,-5.241228978570566e-05
842,1.0603284426693195e-05
843,-0.000230961128780621
844,6.132730256308898e-05
845,-0.000452811211773363
846,0.0003572021430130069
847,-2.1397706272589144e-05
848,0.0004468701669728547
849,-0.0004113268312788254
850,-1.3005592153674937e-05
851,-8.449393928675461e-05
852,-0.0013351103089494236
853,-0.00018653730649895146
854,0.000982714854039701
855,0.000533236994412961
856,-0.0020183811456282387
857,0.0001147526925203152
858,0.00027732300296449893
859,-0.0016931535624048126
860,0.0003546841920731468
861,0.000431288984868637
862,-5.949654559786303e-05
863,-0.0002491174978867357
864,-6.072856179758076e-05
865,9.865417131532257e-05
866,3.278696813361828e-05
867,-3.449131599089242e-05
868,-0.0001205019909609171
869,-9.073260903274063e-05
870,0.0004677772809507536
871,0.0014462375373352633
872,-0.00048701686500545463
873,9.196971819820575e-05
874,-4.416088468408005e-05
875,3.073491568529108e-05
876,-0.00036384595890884963
877,-0.00015419354110733313
878,0.00011326825584074841
879,-0.0011295615119169865
880,0.0008306420305808875
881,2.093695367681146e-05
882,-0.00011771584710624617
883,0.0001967801777950581
884,-0.0009187822876753258
885,0.00014805905704370258
886,-0.0007163722448109334
887,0.00033677949552503295
888,-0.000588712686889266
889,-0.0003906267568987664
890,0.0010088392844778576
891,-0.0029121457384423516
892,-2.6895786752136972e-05
893,-0.0005470128888462499
894,-0.000399809172714177
895,-0.00013051118624369054
896,-0.000236933402625745
897,5.399873502861368e-05
898,4.189287603849707e-05
899,0.0002607340513468228
900,7.352708477594729e-05
901,-0.00011607901674230268
902,0.0003185424433854619
903,0.0014790893355498395
904,0.0003752420939945426
905,0.0004042633173476829
906,-0.00019947247360004483
907,0.0005719170238240159
908,-2.300846692916048e-05
909,-9.455633820199688e-05
910,7.287345673578859e-05
911,8.70304962698973e-05
912,-0.0009329146708987027
913,-1.6099911607169817e-05
914,-6.726384875091441e-06
915,-0.0011456664868809737
916,-0.00019870034308229047
917,1.1045354957610403e-06
918,0.00033033554640683933
919,0.0004936009320237328
920,2.7336980260901897e-05
921,-1.7714333626234688e-05
922,-9.331682711493488e-05
923,-0.00012383726972240922
924,-0.0004947961793816273
925,7.508913047172503e-05
926,-7.242282805061864e-05
927,-0.00023226823662704616
928,-0.0023221717840885233
929,0.00021655732819189118
930,0.00017114058927124597
931,-0.0011530180651204472
932,-0.0002781238908106004
933,0.00018024382293318225
934,-5.9017283503522525e-05
935,0.00017220476046277716
936,-0.000762869651412199
937,0.00026761390839457027
938,-0.000288121703950637
939,4.7420724561533645e-06
940,-0.0012432665646801172
941,0.002612955752775977
942,-0.0005935592739976642
943,0.0011164275418963816
944,-0.0011663008932331022
945,9.595748819127917e-05
946,-0.00022647027166138034
947,0.00027274408842774663
948,-0.00012467447158542966
949,-4.9092831063054844e-05
950,0.00014341277721002243
951,-0.00021759415433264933
952,-6.935990862527391e-05
953,0.0001446317098409838
954,-0.00042716829769369724
955,-0.00028278521884992426
956,-0.0004941048963153776
957,3.9865414146738576e-05
958,-0.00013578068384356958
959,-0.000155756958806613
960,0.00011557559817608843
961,-7.063289114111795e-05
962,-7.971430177505238e-05
963,-0.0010337354453093407
964,-0.0020292113174554417
965,0.00013307431653671742
966,0.00016587301244705692
967,-0.0023658676196954775
968,-0.0003479330521475283
969,0.0001290122670117584
970,0.00032964604602864054
971,-0.0011611531862328235
972,-0.0004930853181966797
973,0.00017093918182043327
974,-6.966453544114764e-05
975,-0.0006592739050445337
976,5.744219246732036e-05
977,-0.0008738136436022728
978,-0.0008453484334019526
979,0.0003856206819126342
980,-0.0002988257554277671
981,-0.0002486986011836821
982,-0.00019540200936462822
983,-0.00027198872425111104
984,-0.0004915129353557796
985,0.0005999809242878617
986,-1.3976717500335455e-05
987,-0.0004068275868066061
988,-0.0006454815318605952
989,1.0064089543150927e-05
990,1.5953719672600265e-06
991,-0.0001784282230951084
992,-0.00011741316973835244
993,6.585852638242835e-05
994,-4.5829691743538955e-07
995,3.983133082995725e-06
996,-0.000701342121852075
997,9.293661893337754e-05
998,4.851682371205146e-05
999,-0.0007398049066267489
1000,-0.0002572567506294768
1001,-0.0004164043969829643
1002,-0.00010019056235706487
1003,-0.0006930546047651112
1004,6.59722858927237e-05
1005,-0.00031846782418777094
1006,-6.067483606489922e-06
1007,-0.0015959004500578327
1008,-6.095270479832892e-05
1009,1.2524686442597498e-08
1010,1.3893901818002887e-05
1011,-0.00046190909885919816
1012,0.000491073149459811
1013,9.779241476303386e-06
1014,0.0008224825378034057
1015,-0.00011180215111415878
1016,-0.0005053732593530211
1017,-4.426618526614218e-06
1018,3.665641457198303e-05
1019,0.0008075627219923678
1020,0.0014734297630936133
1021,-5.97253238148995e-05
1022,0.00017859669413506328
1023,0.0003234570238425836
1024,6.80583431274964e-05
1025,-0.00018712116872122324
1026,-0.00011076960853852049
1027,1.0602540605783952e-05
1028,-0.0030009424755479404
1029,3.712651777508708e-05
1030,2.9244158298367534e-05
1031,-0.002954549482874494
1032,-0.0018445468376858474
1033,-0.0005589686494497049
1034,1.7513377857597985e-06
1035,-0.0036783733806856566
1036,-0.0006453298659686201
1037,-0.0004002277518451189
1038,0.0003671120522538808
1039,-0.003778866271968923
1040,-0.0006679583258586692
1041,-0.00021688684947439253
1042,0.0001998803893078523
1043,-0.0018050507226844547
1044,9.084163798254665e-05
1045,-0.0011159972040885012
1046,9.617555524462197e-05
1047,-0.0014293987500795134
1048,0.00042648261686651403
1049,-0.00035274664068194806
1050,0.00028828115229205683
1051,0.0010702179293285824
1052,-0.00015688284065600968
1053,-0.00034271999995971996
1054,0.000997714687982865
1055,0.0002487777366446249
1056,-3.160255718114566e-05
1057,2.5150078613689024e-06
1058,5.944693991702371e-06
1059,-4.251614760717821e-05
1060,-0.0003530253298425504
1061,-0.000308778751610067
1062,1.6196880066808083e-05
1063,-0.002011778293518791
1064,-0.0006301460094360628
1065,-0.00011899949983388124
1066,-0.00043399201989884355
1067,-0.00375102969480942
1068,-5.701924848251244e-06
1069,-6.795758274574012e-06
1070,0.0002156039199623492
1071,-0.0003836303801965027
1072,3.3014880020284955e-05
1073,0.0005216559948595205
1074,-3.0977998796253097e-06
1075,-9.472562471127995e-05
1076,-0.00014759559492752279
