,drop_virual_1
141,0.003367050508780819
142,-0.0031362205143859612
143,1.7005559148816916e-05
144,-0.0006232633082766925
145,0.00014626839543039683
146,-0.0008065229114145456
147,-0.0038019456563207457
148,-0.00012496526098306228
149,-4.178343051773315e-06
150,-0.00018629788979760014
151,0.0019640626968951127
152,0.0007684807145570933
153,-0.00044113107999437683
154,-0.0019144562465672138
155,-0.007102754148997426
156,0.0011230075385170741
157,-0.0007536343054864062
158,-0.0016291768389557087
159,-0.006040279085505958
160,0.00012713430600839573
161,-0.00014408078370285447
162,-0.0030895803684355765
163,-0.01080184187065994
164,0.000407839441955607
165,0.00012893488684382216
166,-0.001411726254658571
167,-0.004294886456652523
168,-0.0012647852715751435
169,-0.0003417503255766216
170,-0.0012539910594228578
171,-0.009902068806603064
172,-0.0032192316109461946
173,-0.001023064130956418
174,0.0007218906659828183
175,-0.010335560591608435
176,-4.895348082822869e-05
177,-0.002402959234252944
178,-0.004150009326835822
179,-0.01915375482847469
180,-0.0002558695163250208
181,-0.007816625033948118
182,0.012804957715148493
183,0.009463190519416572
184,-0.0020522947282207785
185,-0.002344834513640128
186,0.010272303703224992
187,0.012785573526238686
188,-0.000189262322183713
189,0.0001304390450511754
190,0.0005045370915337615
191,0.0006755253365763722
192,0.00018728653383233958
193,2.609379395034928e-05
194,0.00016360663977531362
195,0.0010953675820999961
196,0.0018597921687272252
197,0.0009679471823238636
198,-0.009106670019678784
199,-0.0194809889384954
200,0.003334239860767308
201,0.0009138397832652276
202,-0.003580077488744248
203,0.004152574782010785
204,0.0022093946099477585
205,0.002187850522617611
206,-0.0021913138849635047
207,0.00492919707927825
208,0.002915228724831369
209,-0.00016770192774125486
210,-0.00278172754701201
211,4.47564557882421e-05
212,0.0005140401490244593
213,9.200759076160928e-06
214,-8.654905150434026e-05
215,0.0016211580605288694
216,0.0028849927891176344
217,0.00043252664016061877
218,-0.0032738089250414102
219,-0.000685511086444535
220,-8.15618864693144e-05
221,0.0016354172037167775
222,-0.0009979360545679231
223,0.00104168185946347
224,0.00019290395459977774
225,0.0007691923945976214
226,6.890996943136736e-05
227,0.0025415928346576543
228,0.002632278761328516
229,-0.0023000423479667695
230,-0.003475807266301534
231,-0.012080474521723191
232,0.0006119372540859844
233,0.00046135420690654916
234,-0.0013705651963033948
235,-0.0009979922605497427
236,-0.0009168384699896968
237,-4.874346371766378e-05
238,-0.00022553103591528448
239,-0.003356646054620978
240,4.631129932562219e-06
241,5.3993699064351134e-05
242,0.0005526296656406822
243,0.0011579698182238244
244,7.119929234274788e-05
245,1.7225732084077525e-05
246,-0.00018500519042500483
247,0.00033873383050197874
248,-0.0006060696257944181
249,0.002150786552369548
250,-0.00016064394516360106
251,-0.0002939509134986798
252,-0.000452368691134187
253,0.0003827405641504437
254,0.0021952314312752358
255,0.0074844968797810356
256,-0.002211483178996575
257,-0.00012430184054502966
258,0.0004710651297283169
259,-0.0047627598770179115
260,-0.000260602530248429
261,0.0003600514844173236
262,-0.00017354754831778345
263,-0.0005475654453232097
264,-3.35740819064987e-05
265,4.740796959182401e-05
266,-2.812705250583193e-05
267,-4.0265017681848615e-05
268,-0.0001537012606714853
269,0.00010570872998342023
270,0.0013559192685380487
271,0.0017386202896570015
272,-0.001322678959085112
273,-0.0014201598678022763
274,0.001306550876207573
275,-0.004584497605890137
276,-0.00022667369925713184
277,-0.0006133738725654807
278,-6.96336531926813e-05
279,-0.0031097312842579272
280,-0.0007937597384136697
281,-0.00018435221521216627
282,0.0017803664025213928
283,-0.0002613831353983617
284,-0.00022409203622360567
285,0.0012971724302816019
286,-0.0007631749509808595
287,0.0007739695773111024
288,1.9470053506538997e-05
289,-6.753055004140897e-05
290,0.00016368492481609376
291,0.0002611074228900921
292,2.1052548959417286e-06
293,-7.24870538743137e-05
294,-0.0001706001860523475
295,-0.0007197137544404249
296,0.00023737426846375412
297,0.00026589194586072273
298,-0.00015875165674858645
299,0.0021785790270990243
300,0.0005999496293079507
301,-0.00018880035811795796
302,-0.0014320566903871714
303,-0.0024837534001405925
304,0.0008440367591106902
305,0.001210363600545698
306,-0.001639895537778142
307,0.0014312678002967923
308,-9.098579936325942e-05
309,7.765042916056828e-05
310,0.0001651016330369548
311,0.00031011840860644194
312,0.00047527644326664903
313,0.0015695854878021657
314,-0.0006435953176693439
315,0.0019108477060328704
316,3.995906751959536e-05
317,0.0008879236114719401
318,-0.000869567750191105
319,6.528556196023449e-05
320,0.00037506088698537813
321,0.00032266955261513213
322,-6.578692653376692e-05
323,0.0012562849552105223
324,-0.0008175330621592156
325,0.0006718221058858534
326,-0.0009174061837702356
327,-0.00333093649097724
328,-0.00015170353073140587
329,0.0002900410624089085
330,-0.00033990557984071016
331,-0.0006998487765171414
332,-0.0028593843193548386
333,-0.0015419205489446092
334,0.0012288271572943917
335,-0.0066996473816884755
336,-0.000276271397418706
337,-0.00016606221583767062
338,-4.364190856156067e-05
339,-0.001700157011947622
340,-0.00047679288863476237
341,-0.00011302379525777945
342,-0.0008185406935615933
343,-0.004275578266385185
344,0.0003843567836506392
345,-0.0009882931704464342
346,0.000645985974728543
347,0.0005887795285281803
348,0.0011867436784084022
349,-0.0003660614543225174
350,0.0006074803893169358
351,0.0038287478007055
352,-0.0004327000626067207
353,0.00041239783794107807
354,0.00135180817140178
355,0.0045481315495554805
356,0.0020791653861605324
357,0.00025446864955823006
358,-0.004014147284147709
359,-0.0049866786248380715
360,-0.0009688264405862532
361,-0.00041264588697559253
362,-0.00013651256492682752
363,-0.004657964301285325
364,0.0021891614472672747
365,0.000975557061825335
366,-0.00369615340341552
367,-0.002583118617241293
368,0.0021961012221100532
369,0.002105170341176365
370,-0.0011254647453599
371,0.01029647766517394
372,0.002715283740255068
373,0.005078365616222223
374,-0.006541017134900804
375,0.003310842557043073
376,9.197577315002203e-05
377,0.004101911126529874
378,-0.001647995295833711
379,0.010346065745427038
380,-0.0003507725613635739
381,0.0015188224130824963
382,-0.0010107011810327482
383,0.0005381007279345244
384,0.0008949286992396647
385,0.002772587374496849
386,-0.0022238891779030132
387,0.005130446527577561
388,-0.0006224130677954829
389,0.0002752450789956214
390,0.000638909528769597
391,0.0015365222412122464
392,-0.006217773245531564
393,-0.0008175314206998911
394,0.005592438110324686
395,0.0009028098568496412
396,-0.0010692906986942271
397,0.0005181163969877045
398,0.00478459614905425
399,0.013175987139845571
400,-0.0025612039456200776
401,-0.002320432667749266
402,0.0019461376493040753
403,-0.008801303858843116
404,-0.006002990470204725
405,-0.002560429270335794
406,0.002783966674469884
407,-0.017019644372988026
408,-0.003999745407271359
409,-0.0013475547994610906
410,0.00047051651807943214
411,-0.01378583166235469
412,-5.220721430615137e-06
413,0.0006552356942707497
414,-0.0005197356003062114
415,0.0006384821522402108
416,0.0006316030611583787
417,-0.0001408859412220895
418,3.2991191404697935e-05
419,-0.0004444343206525025
420,0.0020723348875068557
421,-0.0008821960533571826
422,-0.0023763957255008286
423,-0.005529479945158034
424,0.0020263285270448518
425,0.0008310314309468534
426,-0.006944798787338941
427,-0.009106167407596979
428,0.003969741536175156
429,0.0010802368528650798
430,-0.004912993885124428
431,0.0009618897554975143
432,-0.00012438754083344368
433,-0.0014770330369303082
434,0.001488093059019067
435,-0.0008119838619668129
436,0.005350307189461334
437,0.0018496831486869488
438,-0.0015333175405935048
439,0.01593486266507667
440,0.0020499803413283266
441,-0.0015774161457409225
442,0.0006260325954529324
443,0.003511159106592829
444,0.0001582101581062462
445,-0.00010367374010056306
446,0.0006235205131384505
447,0.0018202353162900585
448,0.0015081570447622774
449,-0.0005495568665572491
450,0.00381791081980605
451,0.016216590643785913
452,0.0003687676928828099
453,0.002472749615172842
454,0.0014992934137779083
455,0.012225404310821112
456,0.00013378252443328414
457,0.0018678936793719715
458,-0.0011779000176058505
459,0.0021242997410104558
460,0.00247017427968246
461,0.0036043288525749793
462,-0.004953347119800841
463,0.008170153588100538
464,-0.00034351105278534365
465,5.9969979660350646e-05
466,-0.0017595288314422074
467,-0.006197310549291565
468,-0.0027402024850905963
469,-0.0006505024578459786
470,0.0012665612994357451
471,-0.0048473600994791925
472,0.00022251092563854813
473,9.217993371180853e-05
474,0.0005905917035502514
475,0.00324254922699124
476,0.0017138696920853856
477,-0.0005920355380458678
478,0.001975134718329491
479,0.00994480548069939
480,-0.0046835643108391455
481,0.00044629255197288915
482,0.001996633569624746
483,-0.004358738037601006
484,0.000481632568211913
485,-0.004532201587872782
486,0.006289952829939047
487,0.0026533934958390833
488,-0.0004875067802164752
489,0.00084503877836236
490,-0.00010984913288133834
491,0.0001426057252314038
492,-0.0001660058125315515
493,-0.0009969362966861096
494,0.001451777394918946
495,0.0028997682602677
496,0.000401391727686201
497,-0.0006107855153906958
498,0.0006580911636975688
499,0.00018156852900265394
500,0.007133391783974828
501,-0.0019358791943651786
502,-0.00012596169893295094
503,0.01731113866656317
504,0.001569332890840162
505,0.00018030194865561062
506,-0.0019477769129561714
507,-0.0051442765337256224
508,-0.000388838680459697
509,0.0010019050691816888
510,-0.0006591171416851872
511,0.0005119012860621063
512,0.0015990935563859148
513,-0.001743894559956221
514,-0.002156838003511917
515,-0.009773379450319994
516,-0.00018898163726256375
517,0.0028474273043093815
518,-0.0023668390880822675
519,0.0017251675524848973
520,-0.00039282398200946684
521,1.4143126026325462e-05
522,4.744473912605571e-05
523,0.0006948199305743774
524,-0.005823530602958309
525,-0.0008682155381185026
526,0.003921225676635363
527,-0.007340022033429697
528,-0.0031268668353630126
529,-0.0030273945500624956
530,0.0043225472703729275
531,-0.00698055900380995
532,-0.0009542770352548897
533,2.885846254117214e-05
534,0.00079086249205794
535,0.0006678296524641028
536,0.00020389194793210116
537,-0.003820502818587673
538,0.002737530071372022
539,-0.002027215231225317
540,-0.000567778236438998
541,-0.00042061665971931933
542,-0.0009734941644222675
543,-0.0057046092783627775
544,-0.0006146458867922158
545,-0.0002487686672645348
546,0.00033260204326602806
547,-0.0016240297225210668
548,0.0007278281336038961
549,-0.00016261900109672476
550,0.0022284501938952084
551,0.008467355833203712
552,0.0011443932928961937
553,-0.011142786440499954
554,0.0036528737282748554
555,-0.005987483771558102
556,-6.138261123019168e-05
557,-0.0027283832130243378
558,0.0011003450512615755
559,-0.0040924523114206374
560,0.0004468842582920219
561,-0.00010367725664915694
562,-0.0004299997504963877
563,-0.00048209689505572187
564,-0.0004959001278779199
565,0.0006999052041995499
566,-0.0001713904756366211
567,-8.378539832399067e-05
568,-0.0011922763058670439
569,-1.7368808982348975e-05
570,0.002230887881051611
571,0.0015797428680474
572,0.0009131311780383172
573,-0.00020831534194404392
574,-0.0015710843984092
575,-0.00202657238241374
576,1.297696544915763e-06
577,0.00013908338938071774
578,0.00033619861936450885
579,8.976085488317065e-06
580,0.0006516335154485519
581,-0.0003603068276732453
582,-0.001099718142334561
583,-0.002456292050091328
584,-0.0005609587266516265
585,0.000488264228221881
586,-0.000571010062137606
587,-0.0017647937813004193
588,0.0018529557268676129
589,0.001719123197536432
590,-0.0020670222259086195
591,0.0041797390210217365
592,-0.0002960412965486701
593,0.00011389339041474403
594,7.545917714097143e-05
595,-8.786345300611261e-05
596,-0.0004386131635283999
597,0.0003575741741677182
598,-0.001524628545008994
599,-0.004838645408630005
600,0.0028121691497985683
601,-0.002404517577414481
602,-0.0033156096533448645
603,-0.008598162986861509
604,-0.00017984073844244853
605,0.0013682029963287521
606,-0.00024373305907409253
607,0.0032717886447952305
608,0.00399977517544274
609,0.0007948703092233564
610,-0.0030753098018137994
611,0.0035516018581569823
612,-0.00011788869941107023
613,0.0008768780867449453
614,6.73819810153748e-05
615,0.000558695708372564
616,-0.001035255088051744
617,-0.0007087561281764592
618,0.0008371387816964713
619,-0.001856198427340391
620,-0.0012607029404495288
621,-0.0007137281439494411
622,0.0017982250834424572
623,-0.00013035176953283767
624,-0.008089361399134609
625,-0.00022430316203925015
626,-0.0002704509494130697
627,-0.0022744717730644732
628,0.0009814434827961778
629,-0.0015421945124852955
630,0.0009693943855028294
631,0.0010080794359030166
632,-0.0007587776419275009
633,-0.0021197707369141304
634,0.002047251333295986
635,-0.0008931293046120218
636,-0.0015829733624499432
637,0.000263328339600069
638,0.0020914407704540226
639,0.0028067103463695117
640,-0.013175360320875096
641,0.0026686429515452794
642,0.017644957695144348
643,0.020382085074927492
644,0.0026861189584718123
645,0.002443733830404107
646,-0.003426890908589683
647,0.006349488891949248
648,-1.3450843084844449e-05
649,0.0007638183817865064
650,-0.002327653908286537
651,-0.0032915733874894506
652,-0.006615756292464178
653,-0.0017809103248444685
654,0.0034535263804520155
655,-0.01531815408526245
656,6.974702059505757e-05
657,-0.0014423231631320388
658,0.0027457501952740885
659,0.0033418300345583346
660,0.0006707904133174506
661,-0.002903458084543687
662,-0.0018425301352748477
663,-0.013439031539245111
664,-0.000832924948004415
665,-0.002992311486449279
666,0.0023128506961006172
667,-0.0060159481822872
668,-0.0003754910599917001
669,-0.0008082461798331345
670,0.00013308152096823666
671,-0.0034706047917522306
672,0.0005114412632042884
673,-0.0007362908159312681
674,-0.0009845072541856859
675,-0.006108055304587976
676,-0.0003193835199039396
677,-0.0009825106179953134
678,-0.0016601847900082239
679,-0.009561042488427134
680,0.0003211308595044509
681,5.295660460916969e-05
682,-0.000594412339352611
683,-0.00019026117127072292
684,-7.361472468859909e-05
685,0.0003521047906572063
686,-0.0005771275391087281
687,-0.0008969846253479505
688,0.0003559428140830304
689,0.0008013332256128694
690,-0.0009041190765825389
691,-0.0002672276224247439
692,0.0004740453039007874
693,-0.0003179537387337039
694,-0.0027915169398303407
695,-0.007216738617901669
696,0.0003036538036738726
697,-0.0004497180841088265
698,1.9868783084767024e-05
699,-0.00013879508609396625
700,0.00029694624955960505
701,0.0004559598138452411
702,-0.0006282524309640899
703,-0.0003006914767244724
704,0.000406701118748801
705,-0.0002135524968406192
706,-0.0007613627680701984
707,-0.0014748041980158937
708,0.0002974679475093933
709,0.00020247507347163888
710,-0.002014845014909128
711,-0.004023825631023756
712,-0.003651067567792621
713,0.0066511447032741484
714,-0.0038395957155314985
715,-0.002907082719559786
716,0.0007033204131105333
717,0.001868390074009443
718,-0.003220291080463589
719,-0.0029974198141056916
720,0.0016475041874352335
721,-0.0003510391464548609
722,-0.0007434647185320637
723,0.008155032604714545
724,-0.001630210186170996
725,-0.0008996761215742087
726,0.0016425790631086653
727,-0.002209711135871065
728,-0.0019897251470745655
729,0.0010420130221777417
730,0.0002885685173623761
731,-2.0301635431362097e-05
732,-0.0029628368456818006
733,0.004207904204754406
734,0.0016094690735508272
735,0.012405852812848863
736,-0.002096177767814058
737,0.0014481460252677946
738,0.0037077140410023356
739,0.005810385797084932
740,0.0011199543755486885
741,0.003289105098359466
742,-0.0010823189605960316
743,0.013449892119920733
744,0.006241117918732552
745,-0.000497600193509184
746,-0.0013692365217591329
747,0.012033062544366766
748,-0.0001950274999561337
749,-0.0002923411761248417
750,-0.0007416498689825464
751,0.0004947531713910771
752,-0.0008967835533639691
753,0.00029342831355147714
754,1.2755623558874946e-05
755,-0.0006902673532520272
756,-0.0009797932520298445
757,-0.0004955352899391194
758,0.0003307230150690177
759,0.0008522182935813962
760,-0.00011989600658599037
761,-0.0011420718494489673
762,0.0007752597273837489
763,-0.0012279887006642917
764,-0.0017325822431214087
765,-0.001027575415172995
766,0.00023861724540754145
767,-0.00610266506959047
768,-0.001142284366884439
769,-0.00016835863399821706
770,0.0014532677974171937
771,-0.002601337717539555
772,-0.00054532043612533
773,0.00039710478477703585
774,-0.0009307231149466297
775,-0.002797967099322996
776,-0.0019260762145662227
777,0.00021471701300980266
778,-0.000320682510222563
779,-0.004402620931279715
780,9.474209259503919e-05
781,-0.00011200054192841577
782,0.0006409732499366111
783,0.0020223032046712544
784,0.006159405541643862
785,0.0037801009901051643
786,-0.007239318126788031
787,0.008644355301295203
788,-0.012485787359489908
789,0.00018677783074478755
790,0.018845292482374657
791,0.023240196592685666
792,0.0019258361804372348
793,-0.00020616682122848228
794,-0.0028674057428633654
795,-0.0025328833507659186
796,-0.00042477304965256015
797,4.1344831964630484e-05
798,0.0013245985062467905
799,0.0027640992042613946
800,-0.000473340543591595
801,-0.00019231839598237446
802,0.0016851282093209381
803,0.0017940611452169815
804,-9.198920857423322e-06
805,-5.6860391224655246e-05
806,0.00043052422882462976
807,-1.6363943495855959e-06
808,4.270882112027527e-05
809,-4.153825863213671e-05
810,-5.1236357595723725e-05
811,-0.00023471172199096324
812,-1.4084122883220193e-05
813,-9.79027167025543e-05
814,4.224731257697317e-05
815,-0.00015900959837361001
816,0.0004707192479783165
817,-0.006836987632978676
818,0.0033028247703131403
819,-0.0083206918909936
820,-0.0038329426372244535
821,-0.0029887407628105957
822,0.002804734445016476
823,-0.008886007563887265
824,0.008227892376755957
825,0.0030111763301873674
826,-0.005749538187904994
827,0.023250777731167502
828,-0.0023796928788576205
829,0.0007132647932222547
830,0.000101093100128539
831,-0.0028660808756099934
832,-0.0010473172819812262
833,-0.0003612061822263913
834,0.0004174786871075951
835,-0.0027528976815470625
836,0.0035716971880640487
837,-0.0038580991193304577
838,-0.0026982142440034633
839,-0.01125225793566509
840,-0.0007208245496004205
841,-0.005888642906389908
842,0.004526752810182216
843,-0.007796473368398292
844,0.0006228688773986064
845,-0.0005872866560549233
846,-0.0007019894773690026
847,-0.0030516482653188113
848,-0.000760034964621968
849,-0.004229855961776812
850,0.0018866573226085162
851,-0.010511144668597303
852,-0.00013708229960924907
853,5.228276654825904e-05
854,-0.0005200977118690705
855,-0.002275145085230824
856,-0.0007278501341275367
857,-0.0025093899628293036
858,-0.00016008259093919287
859,-0.009941721987725787
860,7.839660436980373e-06
861,0.0009266228863155171
862,-0.0010739326053656694
863,-0.00015376176492230297
864,-0.002976875620012829
865,0.0027824288620144372
866,-0.00033966781609534255
867,-0.0008744560098262994
868,0.005660059836937934
869,0.002643494690182484
870,-0.006810983869581425
871,0.00815302798575297
872,-0.003985730856127874
873,0.005069352774631636
874,-0.005442112203928684
875,-0.017029058482092657
876,-0.0009178745125214192
877,0.0006521004518945393
878,-0.0007703655960376578
879,-0.003755272513868279
880,0.00028456981772179856
881,0.0015338689237215683
882,0.0015315463978436052
883,0.009157254989063094
884,-0.001998297348387126
885,0.0014436780984874932
886,-0.0005761628360031982
887,-0.0031387053896260076
888,0.0014983704629901663
889,-0.00022556634845125978
890,-0.00020363294987113347
891,0.0016620340112647911
892,0.00019907555174764627
893,-0.00025330250498265835
894,-0.0007470834675418635
895,-0.002418849825470643
896,-0.001552134879060229
897,-0.0003812638024391216
898,8.111636376236437e-05
899,-0.00534235455409712
900,-0.0005994162589071418
901,0.0016030386449642578
902,0.0010604572649679984
903,0.008797022015066595
904,-0.004471893670712155
905,0.0016161809828340976
906,0.0001417146555047502
907,-0.007490664033730376
908,0.0004854206075940455
909,6.40280848003006e-05
910,0.001322310994017012
911,0.005057733152223813
912,0.0007714187655482149
913,-0.0006087776769870905
914,0.0018849900691448917
915,0.005309514847229196
916,0.0002627403805048489
917,-0.0009737276668436783
918,0.001281060462606748
919,0.0014983374061701966
920,-0.00046292919246410184
921,-0.00019928220720737271
922,0.0012236223462171085
923,0.0013376592360606918
924,0.003552085014316218
925,-0.0019757569523294054
926,0.0007890559173061232
927,0.007250345696658001
928,-0.005577723296696365
929,-0.0008545039622544175
930,-0.0002813540229001004
931,-0.019887714672322688
932,-0.0034345375140878587
933,-0.0029981335478802226
934,0.001850634658316305
935,-0.01372509975555077
936,0.0014361456671883497
937,0.0024031789289384663
938,-0.005826704703846065
939,-0.008771561804060602
940,0.0023748429428842185
941,-0.0037969754405431846
942,-0.004123824622057147
943,-0.01944557603779759
944,0.002211175532434524
945,-0.004618420725398591
946,-0.0015771865306777734
947,-0.013470695073975298
948,0.00026698526812189173
949,-0.0005577125511881816
950,0.0007170116836515075
951,0.000982860201545221
952,0.00044324033515974985
953,0.00039249816800920114
954,-0.0023732910731945785
955,-0.0038528980880802952
956,-0.004214871114919797
957,0.0015788856281690861
958,0.007030385594090578
959,0.016639594334589516
960,-0.0013752876601311659
961,-0.002777146538756273
962,0.0026873860615057705
963,-0.005192255450697752
964,-0.003774917098281406
965,0.0016120401006705142
966,0.00419529671352607
967,0.006482414078804757
968,-0.0006796081385849628
969,-0.00037082304568032134
970,-0.00028577697535021407
971,-0.003559673797905472
972,-0.0019402745856406185
973,0.001417888249216551
974,-0.005032420159481186
975,-0.015863763927298664
976,0.008398628291890127
977,-3.2791677433151097e-06
978,-0.004363207720020502
979,0.013489387987715065
980,0.0006942024795837546
981,0.001112523908946222
982,0.0009506100054265672
983,0.009797230689417543
984,0.001018718050867933
985,-0.004404872396517578
986,0.003183313365260408
987,0.0007010770282847876
988,-0.0033512541076810296
989,0.008372195982082605
990,0.0031124290950364265
991,0.02145308745133707
992,0.0034036715726102904
993,-0.00162891786993054
994,-0.007374884288819185
995,-0.020156947586299295
996,-0.0036059760138310924
997,0.0029083738884056356
998,-0.0015705064767773883
999,-0.007599711972972669
1000,0.0038194929254422574
1001,0.0025684280715876527
1002,2.6619464296748614e-05
1003,0.019123329446288664
1004,-0.00012361922179837822
1005,-0.0008583588984528022
1006,-0.0012196383919820426
1007,-0.006818986087754128
1008,0.00033741461117502613
1009,0.00015671049532223815
1010,0.001987963713065182
1011,0.010525704127692506
1012,-0.0023042617827687194
1013,-0.0014989340976924385
1014,0.0033676991578654968
1015,-0.00256433260708381
1016,0.0068897023797214515
1017,0.0016011072084766698
1018,-0.001622119488911428
1019,0.01719017939171986
1020,-0.0019449761247803507
1021,-0.0022060413817738727
1022,0.004365839315963594
1023,0.0007824258762593975
1024,-0.009104748257126547
1025,-0.002883059920533483
1026,0.0027026909736010203
1027,-0.02718381850972497
1028,0.0008012683382305593
1029,6.491128406253344e-05
1030,0.004361585949431598
1031,0.01658645119510375
1032,-0.005528014449584268
1033,-0.002099295103960803
1034,0.004235516412247208
1035,-0.0063260258561564945
1036,0.002227751232519672
1037,-0.0011093651684843224
1038,0.0011292308078597049
1039,0.008095556744471002
1040,1.104911515944812e-06
1041,-6.23548281904644e-05
1042,-7.844918411407495e-05
1043,-0.000427156092060201
1044,-0.000684007686595996
1045,2.2425825923381573e-05
1046,0.00012622173764342777
1047,-0.0006964841410852232
1048,-1.6421985311057694e-06
1049,0.00023116357448557277
1050,4.1470911799801583e-05
1051,0.000142327257734876
1052,0.0006948413948044943
1053,-0.00274479766222398
1054,-0.0005981044681055298
1055,-0.008854646611947733
1056,-0.002000758864566224
1057,-0.0007397138898974878
1058,0.00015129516540425572
1059,-0.008118151721387471
1060,0.008734521059259953
1061,-0.002279994573380689
1062,-0.0040308062849676585
1063,0.0026593520860216107
1064,-0.001962607648725742
1065,-0.0016527191821723633
1066,0.0024885639209692423
1067,-0.005339791009347966
1068,1.5372911397306537e-05
1069,3.213838207418533e-05
1070,-6.883859003659287e-05
1071,-1.955504749743031e-06
1072,0.00020366176779103398
1073,-0.0006057609645882939
1074,-2.533251278088336e-05
1075,-0.0005321546637087733
1076,-0.001090168354697633
1077,5.487277906341014e-06
1078,-5.523849210228829e-05
1079,-0.0005450616279677251
1080,-0.00012012192424590932
1081,9.322741106264934e-05
1082,0.0002490731437020849
1083,-0.0001999037776245192
1084,0.0003530155962632323
1085,-0.00029534928622757873
1086,3.152038308434496e-06
1087,-4.717992882046288e-06
1088,0.0003225267576186965
1089,0.00030408539571078396
1090,-0.00022385862541893773
1091,0.0006795260766649455
1092,-0.0015656999167887927
1093,-0.00020031741431320832
1094,0.0006931284702537008
1095,-0.002670030852457077
1096,-0.0003544359303325257
1097,-0.0008392317837431409
1098,-2.2832043555227985e-05
1099,-0.0036153291664839486
1100,0.0016493784599478623
1101,0.003245558065075845
1102,0.00045948890999387743
1103,0.014328782967361422
1104,-0.0013673466357783238
1105,0.0006583464843884059
1106,0.00043082413803190774
1107,-0.0008079245989055323
1108,-0.0028564728436395828
1109,-0.0007780629222216902
1110,0.0019988626981216973
1111,-0.0033119278169460678
1112,-0.0011677831715641075
1113,-0.0002622142632077654
1114,0.0011052777690478083
1115,-0.00042368307603561384
1116,-0.0042143066743823435
1117,0.0006532371264002466
1118,0.0011736837129143883
1119,-0.004122337420800125
1120,0.00030792056964957794
1121,0.00034236490894481975
1122,0.00022525888161880418
1123,0.002207506157591573
1124,-0.0008394449815486084
