,mathpass_in_virtualper_inf
2306,0.00011405572380085082
2307,0.0011778767167845985
2308,-0.0010754690173526249
2309,-0.000847145030004928
2310,-4.995338199656177e-05
2311,-0.0064098436961047165
2312,-0.000142723123609681
2313,0.0001252633975212592
2314,0.00019344143991751635
2315,0.0007295576395541202
2316,0.0012089060212393619
2317,-0.000734655848333055
2318,-0.0015459282090111454
2319,-0.007892564234703076
2320,-0.002120252347549419
2321,-0.00016814001639166122
2322,0.002359612975044544
2323,-0.0003175714585046884
2324,-0.0020650590422997828
2325,-0.00032324453630830537
2326,0.0006106412089463369
2327,-0.004380540560535665
2328,-0.0034028211956465804
2329,-0.00023919515626785455
2330,0.0006569623248480488
2331,-0.007950115520324073
2332,-7.07489877778719e-05
2333,0.0001820831541470419
2334,0.0001323148408469564
2335,0.0005810815274099269
2336,-0.002063038701007957
2337,-0.0002054135663720485
2338,-7.755904670978271e-05
2339,-5.553507858827802e-05
2340,0.00020381373721976376
2341,0.0007860053232445201
2342,0.0006472702021570853
2343,-0.0020517067337275296
2344,0.0004403137801766193
2345,-0.0006010835838935641
2346,0.00033412458533976693
2347,0.0011679616609688854
2348,0.0007961429182184174
2349,0.0002586722548279981
2350,-0.000402024826749394
2351,-1.8513703636055546e-06
2352,0.0003578293344089957
2353,-1.8272516214784982e-05
2354,0.0013887887482462301
2355,3.752683613979349e-05
2356,0.0021349423626600907
2357,-0.0019594928501526004
2358,-0.0008781551612310029
2359,0.00019879803739522765
2360,2.2499791814096623e-05
2361,-0.00028982782563457415
2362,-0.00019618316409989535
2363,0.00015376558364456558
2364,-4.477019836154594e-05
2365,-0.00014725066901845316
2366,-0.00018888688681171516
2367,-3.728613776680219e-05
2368,4.178850487732819e-05
2369,-0.0001998835443243927
2370,0.00021812394021151568
2371,2.752767149581518e-05
2372,8.372242590566305e-06
2373,-4.362528950483433e-06
2374,-3.369811275576448e-05
2375,-0.0001221451960422239
2376,0.0003097477706754778
2377,2.9009710327093247e-05
2378,0.00025045175076537804
2379,0.0007368095970856853
2380,-0.0008418117728909485
2381,-0.0006372647144042708
2382,-0.0006280822328392636
2383,-0.006594663556537732
2384,-3.79568027369194e-05
2385,-0.0003161146076830671
2386,2.305168133867993e-05
2387,-0.000521866050046376
2388,-0.0006083824278478523
2389,0.00036027175330791627
2390,-0.00022011908860365895
2391,0.0005333247369324415
2392,7.921302305731324e-05
2393,0.000867966390510196
2394,0.00030632996493718765
2395,1.4375750276215786e-05
2396,0.00010830871962046762
2397,3.080899902903107e-05
2398,0.00031775748133232046
2399,0.002245709438849416
2400,-0.0001267773580776523
2401,-0.0001205576090280651
2402,-1.4230205505165478e-05
2403,-0.0010448161925122837
2404,3.7471101784386076e-05
2405,-0.00019257890553431295
2406,2.8063898599540744e-05
2407,0.00035130286624641873
2408,-9.62164549461577e-06
2409,-0.00018831788257014806
2410,-2.3457530311213934e-06
2411,-0.00010643616303906304
2412,-0.0002738979252946476
2413,0.0002191091214155746
2414,0.0003141968667686255
2415,-0.0006312333898672652
2416,4.770382457495504e-05
2417,0.0002079484411860482
2418,1.627742296025889e-05
2419,0.0005039291890366139
2420,0.0003550636975519252
2421,0.0003700668931776223
2422,2.5368009942132084e-05
2423,-0.0007339345789009818
2424,0.001126996214201069
2425,0.0005262110492788574
2426,6.709769406530519e-05
2427,0.0001532566161307517
2428,0.00030913566896977003
2429,-0.000976713462626282
2430,0.0005542156918179682
2431,-0.0005621147262337778
2432,6.06603153582187e-05
2433,0.00014131538485199946
2434,-0.0008610307749985309
2435,0.0007182645454013982
2436,-0.00030342072141671195
2437,2.6747939538236338e-05
2438,-1.2283898981905455e-05
2439,-0.00019304228260134414
2440,0.0004129043447710734
2441,-0.00018070392847211177
2442,3.19005744165357e-05
2443,0.00038549468607206234
2444,0.0002398971279253313
2445,0.0001306107933421829
2446,-3.7109188193228437e-05
2447,0.0006548769587712535
2448,0.0030915984807540903
2449,-0.0010650283309993427
2450,-0.0031532671407962284
2451,-0.0038573680074789184
2452,-0.00036116279605769025
2453,0.00195863983539553
2454,7.377302581938278e-05
2455,0.0009022083420376164
2456,0.0025225699166228836
2457,-0.0017954903527404498
2458,-0.0024884883787479675
2459,-0.0046389445218461165
2460,-0.002815029251323446
2461,0.0026973778856187493
2462,0.0004015731033233387
2463,0.0028223695654907887
2464,0.0005841899589627328
2465,-0.002956004354267677
2466,7.420763335973658e-05
2467,-0.004741854753151762
2468,0.00034469194822747814
2469,-4.718223609227326e-05
2470,-0.0008626582246097286
2471,-0.004071884915132998
2472,-0.0012909797437660672
2473,-0.003904317354382793
2474,0.0014249519765669946
2475,-0.00968578147824364
2476,3.664300565206546e-05
2477,0.0006272299177645401
2478,-0.00029989694596741314
2479,0.0007239594105469902
2480,0.0005479009870253047
2481,-0.0002296618549633704
2482,7.255042645045937e-06
2483,9.47615303067122e-05
2484,-0.0018626201245955803
2485,-1.2031123081864437e-05
2486,-0.0009392562100221148
2487,0.00027251831646644904
2488,0.0015132769015227428
2489,-0.0010543895059058925
2490,0.0030141702979513724
