,elapass_black_virtualper_inf
588,3.119548069131585e-05
589,3.602136983853672e-05
590,-0.0002669715589577489
591,0.0003596001351744296
592,-5.1128945890533253e-05
593,0.00026854900320257333
594,-0.00031829643996028774
595,-0.001172715174205241
596,3.096579105970347e-05
597,0.00010298717855244159
598,-0.00018154204243077518
599,0.00011184877757903545
600,0.00022238308410056084
601,0.000728731107402243
602,0.0006049679645835463
603,0.004433993941421942
604,-0.0006489467452610962
605,0.0001959745909469681
606,0.00014547730322533813
607,0.0004347947070681417
608,0.0014409174146190942
609,0.0002519475414783001
610,7.0281850275187e-06
611,0.0030890768052923056
612,-0.0075207189851073
613,0.004726555709648817
614,-0.0005089716780446073
615,-0.015811199347686242
616,-0.00022814999538139764
617,-3.76252236137553e-06
618,0.00019391578329525688
619,0.0006413502177593307
620,1.0210734121199398e-05
621,2.2335085705847827e-05
622,2.5967067782333732e-05
623,0.00036590708107365463
624,-0.0002616798888602493
625,0.00021284578328786336
626,-1.8377665056668106e-05
627,0.0030246504773434363
628,0.0005955253269801898
629,-0.0010437610667501608
630,-0.0002192858320742168
631,-0.0021643228726156267
632,0.00013446981467767755
633,-0.0026207594564865433
634,0.0008938493786430635
635,-0.002091382695679263
636,0.0009851492165352561
637,0.003851955737112108
638,-0.0006001495175866918
639,0.012147198427022587
640,-0.0011563227787029539
641,0.001097613234011509
642,0.0003710150134208802
643,0.001851569049447779
644,-3.4491350307755675e-05
645,3.186173856654224e-05
646,0.0012446521974347545
647,0.004092981917899033
648,-0.007663194000384571
649,0.010211735147619704
650,-0.014203075996424848
651,-0.03457958608796887
652,0.0015931864908319095
653,-0.0003599635362637449
654,-0.004044874479658751
655,-0.0056474663546848426
656,0.0009585627517452836
657,0.003919915187794003
658,-0.0187234034712802
659,-0.045443851310528256
660,-0.010044977342159476
661,0.011647506837978727
662,-0.001805701784831316
663,0.008185401406055733
664,0.0001488341262586888
665,-0.0007585954054280233
666,0.00010054868787584288
667,-0.0021703195451951204
668,-0.001576560627938045
669,0.0002047648697386701
670,0.0005822251501625048
671,0.00019311723207978538
672,-0.0007163883872833428
673,-6.535380668697163e-05
674,-9.27766654559848e-05
675,-4.1790381092986796e-05
676,-6.128245999990106e-06
677,-0.00010381837393423738
678,2.1593252028795838e-05
679,-1.9130008608331694e-05
680,0.0005460826906797868
681,-0.00021490026341472056
682,7.556995911073123e-06
683,0.00016746047884323584
684,0.0009319376982639528
685,-0.0001267986096468527
686,-0.00014283691839887182
687,0.0007271597363602108
688,-0.0018554372500455601
689,0.000878244395649763
690,-3.3774635591005643e-06
691,0.001874877486434811
692,0.00048341312523387186
693,-0.00022289546208395365
694,3.2126400516655225e-05
695,0.00033853963877673794
696,2.4145751498031593e-05
697,7.60747727064481e-05
698,0.0001022662164026996
699,-9.770878439198789e-05
700,0.0011044579892071614
701,-0.0015873628609788704
702,-0.00043082073226077366
703,-0.0038545713113406176
704,3.064704458814966e-05
705,1.1965247495390765e-05
706,-4.3240584037334844e-05
707,-0.00013410343584903807
708,3.5617946942665417e-06
709,-5.1574538078481936e-05
710,0.000586165128695856
711,0.0005472236529132344
712,0.00015775360398069627
713,-0.00011086196719388288
714,-0.00014189575091640003
715,-7.914192450864566e-05
716,-0.0009044432421429371
717,-0.002095085919070019
718,0.0007153966862177854
719,-0.005612377339424148
720,0.0015232014688966802
721,0.002855618977534951
722,0.0023501877614037665
723,0.023458790202641022
724,-0.008812682842854079
725,0.0009373983905048105
726,0.011709616808682771
727,0.013355912535325972
728,-0.0009936407381334264
729,0.000899026462149285
730,-0.0001979495865923638
731,-0.00048049229954138487
732,-0.003138858838901635
733,0.000430390667929467
734,0.0007042925894059346
735,-0.004429063455838273
736,0.00047007264057803276
737,3.3643221589907295e-05
738,0.00018215652533581846
739,0.0003904559553867212
740,0.0006317648759151301
741,-1.961546090395138e-05
742,-8.462849640181005e-07
743,0.00029840033504322037
744,0.0007692785180926605
745,0.0004079389046257242
746,-7.451333155135741e-06
747,0.0031291155560430523
748,0.00035615996505331974
749,9.912519082948247e-06
750,-6.112231121890419e-05
751,-9.400018983515155e-05
752,2.3958998408610277e-06
753,0.00021264845231099762
754,-6.136922388812791e-05
755,-0.00023798730460344143
756,-0.000925366680930144
757,-0.000913924753201596
758,0.000749659155454717
759,-0.0019171412709546214
760,-3.336250360720977e-05
761,3.6587647164640454e-05
762,-9.612206386517737e-05
763,0.0008389271988553374
764,0.00010202321187228959
765,-5.0532717604489745e-06
766,2.736704305685375e-05
767,-0.00029496691957897045
768,0.0002641382133515212
769,4.651293098301314e-06
770,5.707582165838866e-07
771,-6.406555619117995e-05
772,-0.0002505343153966384
773,2.9623818262098094e-06
774,9.949664589341624e-05
775,-0.0006409358302154905
776,0.0004092503707655507
777,1.5817614535842853e-06
778,-0.0003061371473948881
779,-0.0016011292311843921
780,0.0003878285778243471
781,-7.797528852767937e-05
782,0.0004528821358144502
783,-2.7158433663121624e-05
784,-0.0002962486960486706
785,-6.900616447370436e-05
786,-1.8266198229103743e-05
787,0.0003080820899628934
788,0.0003425918003812061
789,-0.00035471245974911766
790,0.001634588570870177
791,0.006408901699149606
792,0.00029006318419831536
793,-0.0022519225409455535
794,1.9423942701951965e-05
795,-0.004832091175946988
796,-3.041070134381148e-05
797,-0.0009683341203334422
798,0.0006150872355033772
799,0.00021476037371667632
800,-2.719489403844265e-05
801,-6.618840688663025e-05
802,-0.00011784677495860797
803,0.0005116513957911228
804,-0.0013332427725877658
805,0.0005063332378419653
806,0.00013778090154805986
807,-0.0027893816149629235
808,-0.0001594313928747328
809,-0.0005164536885806385
810,-0.0004046459187509515
811,-0.0033931674847996296
812,-0.0012171583112369321
813,0.0007438815831011754
814,0.0007191452285260447
815,0.001315181502059328
816,0.0005540691303908361
817,-0.0028508179316025623
818,0.0005091403230682756
819,-0.001147298645974998
820,-0.000339393370120247
821,0.0006716678834834887
822,0.0002679844112158357
823,0.001020635644646356
824,-5.946131355291301e-05
825,-7.048419806163241e-05
826,9.488057644938413e-05
827,-0.00014963210680027736
828,-0.00031519240705890357
829,-0.0006135729750118734
830,0.0005342276409324975
831,-0.0009721297686339379
832,3.152008750281497e-05
833,-5.355996275513081e-05
834,5.9312906078527946e-05
835,-7.720204277674151e-05
836,-9.391023049190523e-05
837,-2.6599556661793775e-05
838,0.00013744267548217078
839,0.0002005350565259143
840,1.3845492506965707e-05
841,4.491688653626737e-05
842,8.04497099174593e-06
843,0.0001474630793670233
844,-5.9446562082153147e-05
845,0.00013755362031090735
846,-0.0001518261051190925
847,5.491851898644878e-07
848,-0.00037752433937429485
849,0.00026051806677560393
850,1.49279090998076e-05
851,6.321269192744704e-05
852,-0.002856154230087178
853,0.0014098497065099282
854,0.004113516899852864
855,0.003846371749078087
856,0.0013157495955919787
857,-9.373690479838357e-05
858,-0.0001850318352326288
859,0.001142723960590026
860,-0.00022829629693908558
861,-0.0006192874253965793
862,-1.598167056283913e-05
863,0.00012369616330910107
864,-0.00022395851687457362
865,-0.000647260160884681
866,0.00034336747581384733
867,-0.0011682239494278533
868,6.161597800768813e-05
869,9.745905823063896e-05
870,-9.523114537685268e-05
871,0.00011070822616627126
872,0.0004617274679007383
873,-8.209287827153227e-05
874,1.583146029775952e-05
875,-3.0172267324705417e-05
876,-0.0007707477361783757
877,-0.001228404037761148
878,0.0005521718854238048
879,-0.004606290041972861
880,0.0008362112620988496
881,-0.0007161940113690307
882,-0.00043356868722885304
883,0.0005799177676490203
884,-2.1726188694214613e-05
885,-0.0005360323679927422
886,0.0016496053274745034
887,0.0009042983958452088
888,0.00046591499655757864
889,0.0001924870871723655
890,-0.0007496053631419194
891,0.0020171579328491034
892,0.00020521561201177328
893,-9.039036483248049e-05
894,0.00026857259442505916
895,4.8644603840195914e-05
896,-4.816849434912122e-05
897,6.342544990812289e-05
898,0.00013309238825280276
899,0.0001766705066795537
900,1.2980267994069591e-05
901,9.542881687477604e-05
902,-0.00039159576191015954
903,-0.000659927627688451
904,0.0005779346756533461
905,0.0009611300092197364
906,-0.0010400191981775465
907,0.0013533483736025006
