,elapass_in_hybridper_inf
296,-0.0015690737649640824
297,-0.00045254676431556636
298,0.0016974410257280088
299,-0.0014409910671594407
300,-0.0004063149063150795
301,-0.00031263183595005046
302,0.000689749973501656
303,0.00039612784955146566
304,9.486999162010111e-05
305,-0.0001254805112088753
306,-0.0003506425301212971
307,-0.001213949690464286
308,3.606691046196201e-05
309,-0.0002988815341434558
310,9.005100126458435e-05
311,-0.00041918764558550645
312,-0.00014986372179525006
313,4.192055507610542e-05
314,-0.0002565399178512434
315,-0.0012815381156731141
316,0.00019152068921667785
317,-0.00021058487132130595
318,0.0002745560115097856
319,-9.171942744694284e-05
320,0.002634798362358763
321,0.002147137658727133
322,0.003872724887200331
323,0.02663932868553198
324,1.2683428049769299e-05
325,-6.966586764269261e-05
326,-0.00019265829200054526
327,-0.0004611342810959527
328,-0.0009510419922047424
329,-0.005182295568832408
330,-0.0020059183921985707
331,-0.024764905393896888
332,0.0017522365814514787
333,-0.0016582276083035976
334,-0.00022677826769739934
335,-0.0023753093506226793
336,0.004036923804475353
337,-0.007040637019241675
338,-0.0034028505731056825
339,-0.018436998761931767
340,-0.0005463584053471736
341,0.01087675352663848
342,-0.007880984439061484
343,0.007031167426210574
344,-0.0022639796337062703
345,-0.006937473632291752
346,0.00627051761391878
347,-0.007047097149932217
348,0.00866739160387198
349,-0.010388614352451383
350,-0.0072815961524480945
351,-0.029272982582383124
352,0.0008963770719008415
353,-0.0006504259130478493
354,0.00021401578933554313
355,0.0015080709585792462
356,-0.0003211833485658008
357,-0.00012141868476324351
358,0.00023279946173169154
359,-0.0008139632415884388
360,-1.9038768196193695e-05
361,-0.0006040160344395589
362,0.0005505137509065356
363,-0.0003671546721861194
364,-0.00872405989416116
365,0.018895242257182452
366,-0.014831529125243182
367,-0.014007971546166351
368,-0.002366875255763413
369,0.0032725371105103013
370,-0.0009280959573834726
371,-0.0009262637142452452
372,-2.3468533958227866e-06
373,-7.147961627164619e-05
374,-8.821078298895878e-05
375,-0.00031233398271369225
376,0.0001462317441412852
377,6.455094508551447e-05
378,-0.00013245339956352887
379,0.0007775132492197361
380,-1.3384078642970502e-05
381,-5.777561130189097e-05
382,7.813896879243494e-05
383,0.00011817743032770236
384,-9.555120134108788e-05
385,4.900604816573042e-05
386,-0.00012310552476371868
387,-0.0005767939787974554
388,0.0010699575648888586
389,-0.0003497957884408176
390,-6.799168923142876e-05
391,0.0004083454135077527
392,-3.1251985792699996e-05
393,-0.0004975303813687717
394,-0.0004734314347419171
395,-0.003967467005007857
396,0.0002815667708979028
397,-0.0015177027762226813
398,-0.001176652524463807
399,-0.007410308287388602
400,0.00010010472133390762
401,-0.00042476983159275253
402,0.00012771389192315602
403,1.4220542968601061e-05
404,-0.0013671937875822612
405,-0.0005592040200869238
406,0.0003759039746286035
407,-0.0029719758575034246
408,-0.00011215519952535744
409,-0.0002748104656121003
410,0.00015133130770728626
411,-0.0009257845305044521
412,-0.00020860490668444303
413,1.2486717770695351e-05
414,-1.3612260204263558e-05
415,-0.0006341155268122267
416,-2.000899231902024e-05
417,-5.017166139856867e-06
418,0.00018191085719788692
419,0.0002964167671359246
420,-5.801764670748318e-05
421,6.380538529983477e-05
422,4.54754550063201e-05
423,-2.6931631007164604e-05
424,0.0010719333509257949
425,-0.0029686932109745643
426,0.001731286117027393
427,0.0009975390057535996
428,0.00018455546139984236
429,-6.425692536404435e-05
430,0.00012074988960739202
431,0.0007693958862661387
432,-0.0003270739735175451
433,0.00010718794611696341
434,-0.00015758373301375816
435,-0.0003669175625418283
436,-0.00023845432575692697
437,8.072451472469786e-05
438,-7.755186557744294e-05
439,-0.00035472519022402817
440,1.9451278375341037e-06
441,0.0004670473233454544
442,-5.685704533840637e-05
443,0.0003116210276914231
444,1.754057990840477e-05
445,-0.0009656624521330171
446,0.0004922790884420882
447,-0.0015407699260302859
448,-0.0007599745234479903
449,0.00033702154780992856
450,0.0006487750654832236
451,0.0013372515676224304
452,0.00959008814816722
453,-0.002755712478298376
454,-0.005414642335408069
455,0.010447965848488481
456,0.005130846875326927
457,-0.00096669514863324
458,-0.0010213744862174372
459,0.010030294044023787
460,-2.7212737896892816e-05
461,-0.0001347964695255852
462,9.54012407389727e-05
463,-0.0005651424231869252
464,0.003569890986236416
465,-0.0004586753946170733
466,-0.0005633702138087561
467,0.007647898925873209
468,0.0005354939416193747
469,-0.0005347599783887261
470,-0.00046109619707587903
471,-0.002297441619266806
472,0.00189813362800881
473,0.0002971787806845166
474,-0.0010095411191463064
475,0.0007635683825383593
476,-0.000201282093538794
477,3.082698014932203e-05
478,-3.8606632330377325e-05
479,-0.0008375650805292736
480,-0.00025785368127824264
481,-3.077254317213896e-05
482,0.00036655561768297114
483,0.0002299327246736153
484,-0.0020033752129033086
485,-0.0038602104550580617
486,0.003943596808853019
487,-0.005118823613519621
488,-0.0007881255648506568
489,-0.0008666349954584392
490,3.2685557450841807e-07
491,-0.003912734699767376
492,-0.0010828412294630306
493,-0.0004653972405056876
494,0.0007684080301049909
495,-0.0027658630930008097
496,-0.0001353144678426833
497,5.4842764415682765e-05
498,-3.2027157605276727e-05
499,-6.718361711362486e-05
500,0.0009093447467392733
501,0.015036693190420437
502,0.000665948943992956
503,0.04879528995277878
504,-0.010176141799108212
505,0.007195345014235828
506,-0.0013222575150238175
507,-0.012123631289521422
508,0.0010656322660560946
509,0.0006311083301259564
510,-0.0003721246451532464
511,0.0035987568949286124
512,0.0004018646578845087
513,-8.151593591454048e-05
514,0.0001428824478947511
515,0.0013595397956426025
516,-0.00035743255099284345
517,0.00020539723322909168
518,9.096744644852054e-05
519,-0.0004575682854035161
520,-0.00028330901120129785
521,-0.00025423432689754554
522,0.0005332054068810271
523,-0.000702706420406835
524,-0.00135863970992391
525,-0.00014579885102958775
526,-0.0005929672263367237
527,-0.005439173946789355
528,5.114027179046068e-05
529,2.2803118895560577e-05
530,-0.00012030928987436273
531,0.00013437699045939139
532,4.3333508226190475e-05
533,-0.00012130379258920245
534,0.0003908275294713073
535,-4.915368244295836e-05
536,-1.4477778477270547e-05
537,-0.0002124978779293106
538,0.0002741024411756431
539,-0.0004927428850220225
540,-5.7451742849268666e-05
541,6.735069121149829e-05
542,0.0003313866416882234
543,0.0008409635842265178
544,0.00025713374124489564
545,-0.0003961645381234399
546,-0.00017570859571584499
547,-0.0008441651285614088
548,-0.00013450428777170127
549,-0.000373612828663533
550,9.272768527089582e-05
551,-0.0012236925745371607
552,0.0021136873701251835
553,0.002778770195037273
554,0.0003075694605241723
555,0.017066159476071322
556,-0.010748789817471136
557,-0.003989226563161946
558,0.006796959750266825
