,drop_ed_hybridper_inf
619,-0.00013765317453229671
620,0.0002315444355927957
621,0.0001146725748139882
622,-0.0002875481749146101
623,2.19293919257706e-05
624,-0.005003249469128152
625,-0.00015798557797224838
626,-0.00018900119534036403
627,-0.0010506976223101255
628,-0.0003576076917468421
629,0.0007517302568163563
630,-0.00019327639167401552
631,-0.0003456353300292293
632,7.766432287958099e-05
633,0.00010679527095969303
634,-0.00046168163306061427
635,0.0001081759435298175
636,-0.0019095723960704677
637,0.0004049006309841404
638,0.0033124516249914324
639,0.004115313698506708
640,-0.009736040946166953
641,0.0020703923194613887
642,0.013329061323005343
643,0.015414859562713377
644,0.00330280165858978
645,0.0031981738094744756
646,-0.004623108934721169
647,0.008242905301338019
648,1.5339957602394438e-06
649,-0.0001020808780594642
650,4.363715085467607e-05
651,0.0002781619285193808
652,0.0005182844339486327
653,0.0001440174120162429
654,-0.00022996768818382048
655,0.0011516993015627515
656,5.054575399743992e-06
657,5.405222845165959e-05
658,7.835786142612624e-05
659,7.123376084857249e-05
660,-4.176338130703109e-05
661,0.00041783849509603006
662,0.00023991536842323237
663,0.0014781333724006023
664,-6.060218579706063e-05
665,-0.00015467625006680629
666,0.00022829786765308306
667,-0.00045487773266928116
668,5.502160688546202e-05
669,-4.1979926499806175e-05
670,-2.6389619266739516e-05
671,0.0002482884465622368
672,-0.00030093358635421814
673,0.0010349896502080762
674,0.0017330147069927841
675,0.006642113724169754
676,-0.0002441977745912071
677,-0.000862140906517871
678,-0.0012616380773741622
679,-0.007659723299034134
680,-0.0006565729315878246
681,-8.155427933180863e-05
682,0.000708785195442881
683,0.00029344262197216636
684,-9.377153729118833e-05
685,0.0004482700508223424
686,-0.0007687199314238616
687,-0.00115955297635135
688,0.00010780478799765296
689,0.00029926995965600685
690,-0.00039562827966002737
691,-9.76409032301875e-05
692,0.001066051886676333
693,-0.0006249817083168196
694,-0.0057412774742359295
695,-0.015022199244170026
696,0.0007725853755936355
697,0.0005062830085401609
698,-0.00033083608310045804
699,0.0035408875779519657
700,-6.289081787427223e-05
701,-0.00017569799638350939
702,0.00040993070840505036
703,0.00011765531335116161
704,0.0003021471647971268
705,-0.0001537263309004368
706,-0.0005928687533732782
707,-0.0011070559249863284
708,0.0004989091856973348
709,0.00030615221601341225
710,-0.0029164724322152265
711,-0.006186488369953104
712,0.00045350607556339826
713,0.0010192726776267807
714,-0.000598154770854481
715,-0.0001665073341489583
716,7.067978119971035e-05
717,0.0002497591552190686
718,-0.0003097123404201558
719,-0.0003294600603651142
720,-0.00031421900547483724
721,-0.0003381164872691302
722,-0.00024228981521649454
723,0.0005805574398704141
724,9.410452770830958e-05
725,-0.00011160201403831197
726,0.00019160330096662807
727,-0.0001229945692644133
728,0.0010375554211014737
729,-0.00015416197270161987
730,6.033782274055855e-05
731,3.308345686539987e-06
732,0.00040218113161978846
733,0.0009059452818067216
734,0.0004925947977694492
735,0.001399357105123504
736,0.0007173388600149669
737,-5.713088063969164e-05
738,0.000474242526937234
739,-0.00023365753938486895
740,-8.002655411304417e-05
741,2.268633011068577e-05
742,-0.00021622030176504908
743,0.0006340256082681915
744,-0.000882066646634316
745,-2.724968269777609e-05
746,-0.000249737736915908
747,0.00045115373543256975
748,-0.0014245821948976126
749,-0.002510787951419776
750,0.005416995065757214
751,0.009080600799377236
752,0.004743583526146406
753,-0.006243787227665625
754,0.0036313565759306518
755,0.008404654443947642
756,0.0004272694845582016
757,0.00026730014031480713
758,-0.000853306539114717
759,-0.0005546228921550229
760,0.00014582261183780255
761,0.0005931348022033099
762,-0.00043414252774748763
763,0.001002362960724777
764,0.0009588364115855091
765,0.000875662141380522
766,-0.00029248636283994847
767,0.005064978641596314
768,-0.0022247416911164446
769,-0.00044864816405204805
770,0.0017728168896955139
771,-0.004295540327708059
772,0.0005022441036861929
773,-0.0006802037324082187
774,0.0011819098548131934
775,0.0034731613294738542
776,8.928299783906396e-05
777,-0.00010919357188910942
778,0.000448473755742571
779,0.0016442391839188227
780,0.0004235587477948749
781,-0.0001590835736913623
782,0.0008854287107236572
783,0.0035491788953652846
784,0.004246711065520103
785,0.0026124175080880843
786,-0.004950785287246892
787,0.005947790788644954
788,0.006686096563997012
789,-0.00010021455335942472
790,-0.009719459989914492
791,-0.012297409390977662
792,0.0021440565705900362
793,-0.0002406320677357907
794,-0.0032166012711420974
795,-0.002870036774404849
796,-0.00035046789281016047
797,2.338094130095668e-05
798,0.0007347980082844857
799,0.0017709887949495474
800,-0.0006679724056091095
801,-0.0003076518182188336
802,0.0021874483553143962
803,0.002540100217638835
804,-0.00015624500128274128
805,-4.0153167603011046e-05
806,-0.00020143449330309944
807,-0.00011749171746197093
808,7.03293602281201e-05
809,-6.718352996614277e-05
810,-3.1444553774879854e-05
811,-0.00028958849910604254
812,-4.309794507625333e-05
813,6.006761296190494e-05
814,-7.791048512859697e-05
815,8.063873797936574e-05
816,-0.00021309583815779453
817,0.0038383981636158776
818,-0.001956819880492798
819,0.004420959978967189
820,0.002379791297346859
821,0.002297226299727374
822,-0.0026552100257145007
823,0.006859478661597561
824,-0.003241246959699145
825,-0.0011415889137910411
826,0.001746747699338352
827,-0.008203528596498578
828,0.0008177463487138869
829,-0.00035779392758771955
830,-1.039511941065845e-05
831,0.0011119074737086496
832,0.00013557364101822748
833,8.668564468011996e-05
834,-0.00010050825651054137
835,0.0005300336865219982
836,-0.0014010776383199463
837,0.0017324991160878418
838,0.0008976677801233393
839,0.004375520590654231
840,0.00035380967474251974
841,0.0029104421040131276
842,-0.0019630467966111867
843,0.00367945645475403
844,0.0004157202706894281
845,-0.0002433039398552127
846,-0.00037103680899239834
847,-0.001687136460921186
848,0.0002793508661885282
849,0.0015847074640287261
850,-0.0007245236156872457
851,0.0039432386784934185
852,-0.0001917684204007086
853,7.276839986886882e-05
854,-0.0007392767024509612
855,-0.0031940349421052494
856,0.00015008583322374046
857,0.00040911735717606533
858,4.401226148225356e-05
859,0.002103158618414562
860,-0.00020028930136874813
861,-0.002142824221164694
862,0.002542866901695184
863,0.00048678689420168325
864,9.33498847029824e-05
865,-9.129086099878341e-05
866,6.6534863751053516e-06
867,2.6798320478534796e-05
868,-0.0035782552595158526
869,-0.0012475102043049693
870,0.0030554981698475304
871,-0.004144026277374726
872,-0.003249087632605662
873,0.004057752672075611
874,-0.004535382706516072
875,-0.013890978613096565
876,0.000351138105125966
877,-8.775939359912306e-05
878,9.4881385949972e-05
879,0.0007478675962226264
880,9.828833682909475e-05
881,0.0004965263005543612
882,0.0006225145042193137
883,0.0032903159441064122
884,0.001387311559083737
885,-0.0010560253888467566
886,0.0004350538732610373
887,0.0022817536209360162
888,8.609716012555198e-05
889,-7.613449215395009e-06
890,3.749720344921637e-05
891,-4.319187784327683e-06
892,6.364963992643453e-05
893,-5.9374852908715243e-05
894,-0.00029166057077592333
895,-0.0007953222066081261
896,-0.00041336023560634345
897,-9.775357763799924e-05
898,2.2700574349162386e-05
899,-0.001424211162808276
900,-0.00019748918131344857
901,0.00037286446882790373
902,-0.00021680597899244935
903,0.0017533127358439105
904,0.0004296477668052937
905,-0.00014393877561357237
906,-1.7584228777907795e-05
907,0.0007641326559974294
908,-0.00014091052660192304
909,1.0622882509395474e-05
910,-0.00024449101928088803
911,-0.0004510689877658962
912,0.00031585048194240206
913,-0.00021330249653999712
914,0.0008603501678241683
915,0.002180732774334668
916,0.0004120369549994565
917,-0.0009830120685129613
918,0.001112446122494105
919,0.0016085228167386299
920,-0.00047023302438597785
921,-0.00021739617038448575
922,0.001216860854742686
923,0.0013827764657504118
924,-0.0031698435684276325
925,0.0009283230482203073
926,-0.00039293168684128487
927,-0.004687474789856689
928,0.0016059887656064513
929,0.00028043688323571017
930,0.00012480140934459092
931,0.0069217024044583375
932,0.0009539885352911782
933,0.0009064402998336811
934,-0.000693878626181466
935,0.0043347697106889144
936,-0.0009161526654139585
937,-0.0014592957803350732
938,0.004003684033095752
939,0.005633929148521968
940,-0.0011652436089842943
941,0.001859369563339097
942,0.002952705108461803
943,0.010788979520506248
944,-0.0020306831420626977
945,0.003914666329035815
946,0.0013998030858790582
947,0.011899773821919197
948,-0.0002566031745531266
949,0.00069786206386303
950,-0.0007911596583452054
951,-0.0010811277964158014
952,0.00017355191491916187
953,0.00013469036795679112
954,-0.0007866403749657756
955,-0.0013704021986047092
956,-0.0006489702079192106
957,0.0002861439208148434
958,0.0010505920784319577
959,0.002683881562557286
960,-8.889257830944795e-05
961,-0.00022740941374564742
962,0.00035637141032084205
963,-0.0004831715373774809
964,-0.0007864073502830448
965,0.00036369190157714717
966,0.0009433295153910447
967,0.0014247813373838032
968,0.0008239167420927597
969,0.0003876230815413265
970,0.0003841113552843516
971,0.004240497264403125
972,-8.276572435369e-05
973,1.8478306581771084e-05
974,4.093406338827195e-05
975,-0.00026583638490527956
976,0.00017015560127929473
977,-8.319224677746039e-08
978,0.00016296033096334307
979,9.208092581449427e-05
980,-0.00015691743578999859
981,-0.00010675922667046288
982,-0.0002779810908819565
983,-0.0019477278577956208
984,0.00015646090696271893
985,-0.0005642143793004603
986,0.00012265874221389358
987,7.550688721784533e-05
988,0.0005212763570869027
989,-0.0006954640503312391
990,-0.0002920556243621919
991,-0.0022881548219138258
992,0.00037026374424872706
993,-0.00019964659361382709
994,-0.00039528527670595
995,-0.0019309804593111816
996,-0.0005857855742627209
997,0.0006196742692322743
998,-0.00016454107502397286
999,-0.0012289305643157376
1000,-0.0001583675620782677
1001,8.890817325263156e-05
1002,-3.175158277171925e-06
1003,-0.0007186348942073061
1004,2.99005731821792e-06
1005,6.359945587418168e-05
1006,0.0001160146776270311
1007,0.0004146650880446016
1008,-0.0009164277540885714
1009,-5.9810698087619244e-05
1010,0.0007140353921978861
1011,-0.00019868753991597338
1012,-0.00032135489335036383
1013,-0.00014206180373027452
1014,0.0003039403294789481
1015,-0.00027583799950325893
1016,0.0016138587689896052
1017,0.00030528191882981157
1018,-0.0002725038980435472
1019,0.0034278669260040143
1020,0.00021832632973168244
1021,0.0003078151362033447
1022,-0.0007872277052420587
1023,-0.00011286585330645334
1024,-0.001728005442460168
1025,-0.0005614021573603073
1026,0.0005435681582423409
1027,-0.005305712383397927
1028,0.00010789704148178928
1029,2.9863661203619954e-06
1030,0.0003098760461025542
1031,0.0015111140631030328
1032,-0.00019017577920229763
1033,6.72117023379018e-05
1034,-0.00016200914104703285
1035,3.4967334128600065e-05
1036,-0.00033842729660950717
1037,9.822412463130387e-05
1038,-0.00014473552660643213
1039,-0.0009895926513477445
1040,-6.1360770496520016e-06
1041,0.00018958665065374323
1042,0.00038397132657940587
1043,0.001848597098084523
1044,0.005684057512069233
1045,-0.0005627679578063921
1046,-0.0021542140033812465
1047,0.009584384123459392
1048,-3.7631959539740284e-06
1049,0.00011251694216262331
1050,2.39848778393404e-05
1051,0.00020860865071575148
1052,0.00010653150725078868
1053,-0.0003820963088882364
1054,-0.0001461281665185999
1055,-0.0015875810699522838
1056,-0.00026284980239557577
1057,-9.529146115559919e-05
1058,2.56860745019062e-05
1059,-0.0011784655996119715
1060,0.0011382277230931861
1061,-0.0002771493890955688
1062,-0.0003162851647375839
1063,0.0002992595453413212
1064,-2.8279250913034302e-05
1065,-0.00022217626703344495
1066,0.0005908518511422452
1067,-0.000755298658746068
1068,2.9227319453337508e-05
1069,4.560140263166434e-05
1070,-7.548477820903478e-05
1071,-2.7100513921912655e-06
1072,0.0008713510253543638
1073,-0.0009654359530217863
1074,-8.739130229501876e-05
1075,-0.001492033225416549
1076,-0.009469130899341278
1077,-0.00017713248890451118
1078,0.0018927722573348217
1079,-0.02291511469561656
1080,0.0012467688088040648
1081,-0.0017949956317775556
1082,0.0036364005240994376
1083,0.008606370531345909
1084,-4.005345144282559e-05
1085,7.306962898165287e-05
1086,-1.5673949408816492e-06
1087,1.2828272099576922e-06
1088,0.00030521358141029044
1089,0.0003485027565895354
1090,-0.00036358112393519655
1091,0.0008082547119542442
1092,-0.0011196917130147737
1093,-0.00018808475336385316
1094,0.0005462695177601832
1095,-0.0021460445871002353
1096,-0.00022767409509393525
1097,-0.00043547121098444714
1098,-1.5052405513882186e-05
1099,-0.002190707421377368
1100,0.0005193693684418508
1101,0.0004003476706544867
1102,6.555393305176713e-05
1103,0.0028362290774317073
1104,0.001164814033823673
1105,-0.00047663831704911535
