,mathpass_ed_hybridper_inf
457,-0.00015675881710169924
458,-0.00011098086399072885
459,0.0001910194175350412
460,0.0001399139961663461
461,5.378118065685293e-05
462,-0.001501615770877934
463,-0.0008713834694466419
464,-0.00039494896870246915
465,3.2231663099063584e-05
466,8.943947744494063e-05
467,-0.0005130166467193255
468,0.0009221673052382405
469,-0.00018204951142114563
470,-0.00017857111780767652
471,0.0009974313574702383
472,-0.0020120907067086896
473,0.0002019366017163591
474,0.0012307084894441333
475,-0.0018750511008448203
476,-0.0006319392681571792
477,-0.00015870705478554422
478,0.00011000364730718559
479,-0.002776714706302864
480,-0.0018059366445462178
481,7.761624761058836e-05
482,-0.00035545793025052206
483,0.0002647386911539771
484,-5.3293185849274426e-05
485,-4.7181255993883895e-05
486,0.00015561303154309724
487,-6.170402860315171e-05
488,-2.8802623554025742e-05
489,-2.8225243281398395e-05
490,-0.0007342623886596318
491,-0.0015442287643181592
492,-0.0007409674147891598
493,-8.337842099857767e-05
494,0.00037427343289810246
495,-0.00024070948179621675
496,6.019795367952745e-05
497,0.0002715976205687081
498,-7.776784460737787e-05
499,0.0011636955197552512
500,-0.0004409499222702665
501,8.934723815713613e-05
502,-1.2582822344854692e-05
503,-0.0005240401991715707
504,6.271380004850365e-06
505,-4.416708203478666e-05
506,0.0001406226220045568
507,0.00010919179396856015
508,0.0002332332603074165
509,-8.252936001804426e-05
510,-3.3585729166642415e-05
511,7.370763911384113e-05
512,-0.000351317359568214
513,-0.00013908992558394568
514,-4.351739886778644e-06
515,-0.0011463410282004387
516,-5.218443065217051e-05
517,9.666160478968802e-05
518,6.4818736420283e-05
519,0.00010825216597652052
520,-0.0004385121241527136
521,3.9718511037179596e-05
522,4.165222296285862e-05
523,-0.0004363187916940441
524,-1.1824663938214364e-05
525,2.3878750044221326e-05
526,9.573188730990857e-05
527,0.00020393298270111033
528,1.1610684307384608e-05
529,1.9798719827673477e-05
530,7.667552091685003e-05
531,0.0006963503720205012
532,1.7116936083135393e-05
533,-8.852002048380248e-05
534,-2.4285514412441404e-05
535,-0.00027379142559252325
536,-0.0004155471472168828
537,0.0005350609000913976
538,-0.00010236574680065769
539,-0.00014035024411016388
540,0.008170838605346028
541,-0.0070770413074427345
542,-0.00046762797770185516
543,0.00890538406784695
544,6.127943343502841e-05
545,-0.00017308193404689894
546,0.0006391317567408752
547,-0.0005267380995252552
548,-0.00013644709280703388
549,-0.001018011776429169
550,0.0001457615560394909
551,0.00011467050098076266
552,0.002025259011547587
553,-0.0024971864784795127
554,0.0017404106476757292
555,0.007073642229840812
556,2.1166714883975446e-05
557,-0.00020700611841839253
558,7.58562133155128e-05
559,6.0977530481215496e-05
560,-0.00014510527203889556
561,-0.00016014994795934096
562,0.00010365240362251137
563,-0.00019362524125088266
564,-0.00021639898198548283
565,0.0006252789311155493
566,2.152205074007741e-05
567,0.0009250259266107407
568,5.206663508039041e-05
569,1.7287443983975422e-06
570,-3.911187405519174e-05
571,8.173208406605288e-05
572,0.0001345992107037134
573,-3.4006796114690275e-08
574,-0.00030440806247904396
575,-0.00023118328123326455
576,-0.0014221103145837957
577,-0.0005387870337142948
578,-0.0009076882858363192
579,-0.0007999132090735016
580,0.00019615246286510196
581,-0.00014685447155276735
582,-8.316731437896288e-05
583,-0.0009778471435608334
584,-0.00022554190654432518
585,-1.1668450850479006e-05
586,5.498652797901307e-05
587,-1.6185181079280922e-05
588,5.8648438418779957e-05
589,-4.6524210612000825e-05
590,-0.000285701783626747
591,-0.0005833608600443414
592,5.640317061723985e-05
593,7.751630457583773e-05
594,-0.00011952799446574663
595,-1.867166104732026e-05
596,-0.00010248234551285887
597,-0.00048247384287936323
598,4.7363619730701734e-05
599,5.65917127504526e-06
600,0.0012797073150949143
601,-0.001975486294606999
602,0.00017834058559772957
603,-0.0007326424072658567
604,-5.675049932947532e-05
605,-3.3202360551682414e-05
606,-0.0011755602880329512
607,-0.0007086249554759155
608,0.0013842521404903495
609,-0.00018999082470533735
610,-0.0004299084723276896
611,0.0005435533631957312
612,-0.0008757039030652488
613,-0.0018330184792292672
614,0.0004986881615912594
615,-0.004336696594749333
616,3.74120448257678e-05
617,0.0018356466424645603
618,-0.0004255673724096871
619,-0.0002317383003812774
620,0.0005531090429996492
621,-0.0002949217714669668
622,-0.00016471551549165496
623,-0.0007190371009368515
624,0.005969179353259299
625,-0.004853755317394187
626,0.004961988976111233
627,0.021888597673814177
628,-0.007683103757533848
629,-0.006534827697489801
630,0.010208126292549817
631,-0.007905184793994853
632,-0.0010954580857705147
633,-0.00011115990527311549
634,0.00032857937169328733
635,-0.0005329589491102393
636,-0.0004119661113627021
637,0.0005287957131529808
638,0.005676773046004582
639,0.005329540880321572
640,8.95681435397183e-05
641,0.00033481355983638335
642,-0.0006247888220087189
643,-2.3865259574431444e-05
644,3.259293309581875e-05
645,-0.00021432606607593997
646,-0.00049434146235805
647,0.0002481155615773806
648,-0.0010097564625860943
649,6.323552623006156e-05
650,0.0008226476943746898
651,-0.00016978480116367712
652,-0.0003746224349886902
653,-0.0001078245200410527
654,1.3160630182596838e-05
655,6.394013501660556e-05
656,-0.0002761659043801797
657,0.00013871835214659796
658,2.8738834602168725e-06
659,0.00015029602257439663
660,-1.1168000059727445e-06
661,3.3801830497835335e-05
662,2.11343523539742e-05
663,-2.4351532904299408e-05
664,0.0006981517900983738
665,-0.0003222459194547181
666,0.00045020654588013323
667,-0.0016382398551386948
668,0.00016259514006347598
669,-8.914101239217475e-05
670,-1.4727872549180056e-05
671,-0.0001842665875109385
672,0.0004451612090394833
673,-0.0005046088940419067
674,-6.378764350315669e-06
675,0.00044564715856449934
676,-3.272774372665081e-05
677,-0.0005290116410324799
678,-5.384173908610718e-05
679,-0.0024561626309997915
680,0.00012156490959272437
681,0.00045532582659845713
682,-0.00010521642526243063
683,0.0008074565543747615
684,-0.00028653926197984297
685,4.373481466188771e-05
686,-0.0002548562953337836
687,-0.0009383777231688799
688,6.257596007423951e-05
689,-0.0002538947067495138
690,-5.6953611096171457e-05
691,-2.1101125889963972e-07
692,0.0009143058505934305
693,-5.5267270679664946e-05
694,3.586453190069334e-05
695,0.0012913251237022057
696,0.00021277870653182732
697,0.0007929175763072651
698,-0.00027604569231511376
699,0.0025330614141805567
700,-0.00018394942193926205
701,9.496111429420468e-05
702,0.0004349206915496996
703,-9.948662625690015e-05
704,-0.0007102039811914914
705,-0.00018599997765114746
706,-9.931072694235494e-05
707,-0.0018957108795288266
708,-0.0007979925339105468
709,0.00035888871630847946
710,2.806695599189524e-05
711,-0.00063802318368925
712,-6.565592922237389e-05
713,-5.285016796886334e-05
714,8.511909473636023e-05
715,2.1569442289597257e-05
716,0.001991801486389095
717,-0.001782177069816276
718,-0.00043130377155376306
719,-0.00135237138051528
720,0.0003920297951013634
721,-2.47300786192693e-05
722,0.00014928099925530747
723,8.019895201529935e-05
724,-0.00014589785969719275
725,-5.358066317969244e-05
726,-5.455875157520378e-05
727,2.7244080326103108e-05
728,0.0009468470573835823
729,-0.0003847700636846137
730,-0.0003770354345155067
731,0.001120784239937431
732,-0.0006473663796130024
733,-0.0004421800629617268
734,9.106003706987343e-05
735,-0.0021075871542157146
736,7.773193951643396e-06
737,-1.5414643629114908e-05
738,-2.549677432661175e-05
739,7.642987705820367e-05
740,-0.00014860557903878885
741,1.3566133725088012e-05
742,-0.00019534896012981574
743,-4.59777142584441e-05
744,-0.00016218735333432124
745,-0.0001498726286638253
746,-5.407015768867647e-05
747,-8.950791772906925e-05
748,-1.8658363203820938e-05
749,0.0006055674610964386
750,-0.00028193574836466156
751,0.0017815357413172275
752,-0.0006035079107293073
753,3.574238305547446e-05
754,-0.0006470668016655592
755,-4.965436180953786e-05
756,0.0002499633189715831
757,-2.195163797384474e-05
758,-0.00021654373305435992
759,-0.0005679752602470459
760,0.0004884396798493014
761,8.583049949224656e-05
762,0.00040002395431953095
763,0.005618181877596305
764,-0.00018952330068136092
765,0.0007644132185112111
766,0.00023823817215122285
767,0.0028084269491629927
768,3.0783122150960846e-06
769,2.5889723923475143e-05
770,0.00017559842159619625
771,0.001170803841091745
772,-0.0002691220164096796
773,5.014183372638414e-05
774,0.00011193838440457727
775,-0.0003272446185981728
776,0.0006771592826631671
777,-0.00045200160923092997
778,-0.000577791970362541
779,-0.0007010160446173573
780,-1.5609966504525104e-05
781,-4.061534646136265e-06
782,1.3052636816042767e-05
783,-3.316269732878741e-05
784,-0.0007355790183547704
785,0.0006623329000101939
786,1.517492319127047e-05
787,0.000826271617074395
788,-9.45743055960608e-05
789,-0.00011757671551177952
790,0.00021843562562890792
791,-0.00027687978410038483
792,-8.448380927084346e-06
793,0.0002425469964627223
794,0.0005678451070134494
795,0.0024493509709030397
796,-2.8279229937204156e-05
797,-0.00015699170660403038
798,7.199064331122354e-05
799,-0.00017610832158297177
800,0.000587434411851984
801,-9.926602737514793e-05
802,0.0012740853657592453
803,0.005678721778513566
804,9.628633149247464e-05
805,0.00018561199971466044
806,-0.0002117071656946723
807,0.0005555098177386881
808,5.334532802261474e-05
809,5.940831454447446e-05
810,-0.00022534710489703768
811,-4.501479739883526e-05
812,0.0004836346523358267
813,-0.00017779325366953488
814,4.553913237399843e-05
815,9.235224372966784e-05
816,-7.708173950984313e-06
817,-0.0002665276099977405
818,-8.21264678678238e-05
819,5.3391202105950225e-05
820,-0.00019099567839594175
821,-0.00023175096364665314
822,7.937118084460181e-05
823,-0.0014076440527988241
824,0.0015377715991140566
825,0.0019467505221073818
826,-0.0022545462949720525
827,0.005781013999903051
828,0.0004556054114798044
829,-3.7783484192684987e-06
830,-0.00012119623716615588
831,0.0005269813594349662
832,0.0003209239086272388
833,0.0002037611281228922
834,0.00010700931011549703
835,3.261922784166288e-05
836,-5.927260979537775e-06
837,3.947751807669342e-05
838,0.00012019796017388676
839,-3.999054331394654e-05
840,-0.00038295988415814724
841,-3.21719192403388e-05
842,-3.707652334868167e-05
843,-2.901192643044238e-05
844,3.176479478789281e-05
845,2.711417644304514e-05
846,-0.000311398041322225
847,-0.00031084293021091717
848,-0.0003437024800443518
849,-0.00033492316174934004
850,-7.178082678730182e-05
851,-0.0005668098556856926
852,4.113633132986073e-05
853,-1.9640387205466832e-05
854,-6.96288718590253e-05
855,7.124845552148439e-05
856,-7.595955643644829e-05
857,-0.00020232620421336398
858,0.00010835846168794701
859,-0.0015150753754449757
860,-6.333353096601264e-05
861,0.00012742969534420377
862,-0.00032319328317646567
863,-3.270044231513236e-05
864,8.020925571802113e-06
865,0.0002615354580805242
866,-7.358985361694713e-06
867,0.00015004555658166906
868,1.207510158923655e-05
869,-5.632732409248615e-05
870,-3.912757494675405e-05
871,0.00014160852099997864
872,-0.0018662981050220544
873,-0.0009710822568429993
874,0.0003844951647173004
875,-0.0064052267900825645
876,0.00013575761841866135
877,-0.00025670430443497117
878,1.668668842403237e-06
879,-0.0001967345299042359
880,-0.00019211036812008279
881,0.0002422597443772294
882,0.00018272033853649792
883,6.917492984963888e-05
884,-0.0004787671351254693
885,0.00016878738048785818
886,0.00014749919576274753
887,-1.5783494403097636e-05
888,-0.0004360064815953535
889,0.000215071167450295
890,-3.286480144062091e-05
891,-5.866326110249985e-05
892,-0.0009534799554628156
893,-0.0002448331568763961
894,-1.8011773546125674e-05
895,0.00022886230275167408
896,-0.0005224687095186516
897,9.046261375338563e-06
898,0.0005660080827724505
899,0.00036833857293905455
900,7.250239925361066e-05
901,0.0006172031703602967
902,5.9415655067318924e-05
903,0.0002828376016045719
904,0.00022111325597096328
905,0.00012808278036678395
906,0.0012586963237432318
907,0.0004697807186390467
908,0.0033144409916075123
909,-0.004312177911754227
910,-0.0008589969484218979
911,-0.004975211018468396
912,0.0006028242999760952
913,0.0004861395245893142
914,6.911828030702642e-05
915,0.00343219330882574
916,-0.00024387221993539134
917,-0.00021380517946869567
918,0.0007977561919972945
919,0.0002705181754294564
920,-0.0001531557273869916
921,-0.0006953931272010924
922,0.00024423784209503613
923,-0.001430822635687403
924,-0.00032551810102878897
925,-0.00013282696467868508
926,3.1129648893839255e-05
927,-0.000833179332288224
928,-0.00034476617780784954
929,0.00032842688818435423
930,0.000124528651298712
931,-0.000720876537545042
932,5.6773680147864157e-05
933,3.5946954653127614e-06
934,-6.564066543633854e-06
935,3.1989527157742663e-06
936,-0.00010119157443604948
937,-0.00014812077990835763
938,-1.444081143256691e-05
939,-2.2497017980033703e-05
940,0.00029728762274073065
941,4.560863534140759e-05
942,-5.526852852246107e-05
943,0.0003185131823795565
944,8.558966731305227e-05
945,-0.0001460588951247418
946,-2.311356138674647e-05
947,0.0007339135731229589
948,6.087276902181687e-05
949,-8.519954288499437e-05
950,6.6487385337155585e-06
951,-0.0002463953698634613
952,-0.0003020664828547687
953,0.0004493736162232913
954,1.5008022836180164e-05
955,3.177497681467711e-05
956,-0.00020850237760605355
957,-1.8687431643347048e-05
958,7.064088821681563e-07
959,-0.0002932504775213875
960,-0.0013251417697843816
961,0.0005202786712831041
962,-0.0004731384220544041
963,-0.0033864864164993365
964,0.0004004725246504223
965,8.54509165308721e-05
966,-0.00012634237698891753
967,-0.00027671238386546776
968,0.0007477145345143352
969,1.5148666890287386e-05
970,-2.114650786612214e-05
971,-4.447283590668187e-05
972,5.112247626692596e-05
973,1.1967291332764859e-05
974,-0.00018382132305358806
975,-2.4061618466209844e-05
976,-8.665528737459695e-06
977,0.0012083801613827032
978,4.062098146611499e-05
979,0.0032059827682902158
980,1.2406922925320852e-05
981,-0.00012472851629976501
982,-2.0430746054476527e-05
983,-0.00039544417498721006
984,0.00045623084020473257
985,7.23483913276283e-05
986,-5.8988626554370166e-05
987,2.9460867517923154e-06
988,0.000132031674518378
989,-3.477725604356971e-05
990,0.00014276549883328706
991,-9.252846153616403e-06
992,-6.6164857073084056e-06
993,-3.894086863495323e-06
994,-0.0007403416569549433
995,-0.0004188071663705676
996,0.002148526988819318
997,-5.42133890740755e-05
998,4.243758501917439e-05
999,0.0016018621513071366
1000,0.0012265691767470606
1001,0.0007656110471375465
1002,6.705062320370115e-05
1003,0.0061427786663974205
1004,-0.0003859811833786093
1005,-0.000732452106038718
1006,-1.9750009441833927e-05
1007,-0.0028231768488697806
1008,-6.698281077489221e-05
1009,-0.00043073266185262606
1010,3.596381810155673e-05
1011,-0.0008081642872722674
1012,4.6422170713673065e-06
1013,4.679106694993329e-05
1014,-0.00026985933416025394
1015,0.00012082095790230245
1016,3.996023143129662e-05
1017,5.9674784082953e-06
1018,1.970070810428635e-06
1019,0.0003534016558166531
1020,0.0004580479409201566
1021,5.427848194595268e-05
1022,1.0793981248839552e-05
1023,7.737079349759528e-06
1024,0.00025563469369103205
1025,-0.0003400194464297238
1026,-6.678958879800128e-05
1027,0.0011197667515517725
1028,-0.00033658696863046213
1029,-7.883543389251633e-05
1030,9.318110822022327e-05
1031,-0.0002408520398664428
1032,0.0006741134723897095
1033,-0.0007767476023437682
1034,0.000659791606097227
1035,0.0003498098993576393
1036,3.519454230078651e-06
1037,-1.8514874214415555e-06
1038,-2.443184307598953e-05
1039,0.00010427777646521773
1040,0.00045655493527538987
1041,-0.00010597703938562069
1042,-0.0007383196089400873
1043,-0.0006880079943157951
1044,7.865439115230312e-05
1045,-0.00018467300407368087
1046,1.394930695878669e-05
1047,-0.00011384621944118845
1048,-0.0069587160017031136
1049,-0.004642159072716006
1050,0.005257146052340966
1051,-0.02059455265969662
1052,-0.00011431243542500055
1053,8.168619178882576e-06
1054,7.815207762399738e-05
1055,3.6035415298682464e-05
1056,8.201485090667373e-05
1057,0.0002723020824536035
1058,1.8081318988254053e-05
1059,-0.000228628883809289
1060,0.00024208112277497205
1061,3.1390200685413216e-05
1062,2.2358354200111913e-05
1063,-4.536106192025794e-05
1064,-6.402799943842124e-05
1065,-8.152337956363315e-05
1066,5.93048348020696e-05
1067,-0.000343960116593756
1068,0.0002455391323341295
1069,-1.6264212663915956e-05
1070,1.693791540273171e-05
1071,-0.0003844124292609403
1072,-3.8951200067601016e-05
1073,-3.5084709018554634e-05
