,drop_il_hybrid
325,0.00014353063841391765
326,-0.0002116514181044918
327,-0.0006610918368281397
328,0.0003934934369060499
329,-0.0010222175369081524
330,0.0013017240445984393
331,0.002226937680389342
332,0.0067347631390638945
333,0.002550696414938023
334,-0.0049235441867972254
335,0.015065338650100108
336,0.001372523521204421
337,0.0006839740511743939
338,0.00024602269370017227
339,0.008231376191660903
340,0.0017313601552194043
341,0.0002945307724945953
342,0.0019493474684754454
343,0.011503891745982577
344,-0.00013187764800536987
345,0.00024761178285544845
346,-0.00017444318348290008
347,-0.00016378666017314016
348,-0.0004269515070809343
349,0.00010445503656779742
350,-0.00018388230588154987
351,-0.0012267234527015656
352,0.0003627586590113228
353,-0.0003579524368443632
354,-0.0011763950662569411
355,-0.0038971843721436073
356,0.0021198828038759246
357,0.0003131343747789582
358,-0.00424933713898313
359,-0.00541844199193487
360,-0.0027501089579647624
361,-0.0009064845334188246
362,-0.0004039953806137763
363,-0.012304085004759699
364,0.0037441976199962057
365,0.0015342523471440132
366,-0.006600849402687292
367,-0.004362054819302069
368,0.003886261284193141
369,0.0037575386193738655
370,-0.002209373817056275
371,0.018892345572736176
372,0.004936791821225982
373,0.009004671834405273
374,-0.012526601818618094
375,0.006077556006105353
376,0.00016576425027338434
377,0.007647674048797037
378,-0.0029704027064428474
379,0.018845266406996606
380,-0.0007306122602314816
381,0.0027400427149439437
382,-0.0015570857078323066
383,0.0009439218530741049
384,0.0002479298914565372
385,0.0016445088588810247
386,-0.001580666712928597
387,0.0025797903756940134
388,-0.00042843837065962203
389,0.00020323946078277042
390,0.000584782463842441
391,0.001186683824565096
392,-0.0021796366142256595
393,-0.00044537738315442014
394,0.003928041986614208
395,0.00046424517979519177
396,-0.0006208035779232667
397,0.0003526123650157318
398,0.0031108257558372177
399,0.008360204481978913
400,-0.0010951503443727831
401,-0.0009472389505992748
402,0.0008028235709000756
403,-0.003663918737418668
404,-0.0024511150734326755
405,-0.0009310313309288508
406,0.001198238748996194
407,-0.006822706179129054
408,-0.0019438532793963892
409,-0.0008196484551494464
410,0.00026047036888722004
411,-0.007524169504853814
412,0.0008444767710207572
413,0.003444409378491134
414,-0.002718557367370876
415,0.0052350933191396
416,0.003102199156994545
417,-0.00146006963605793
418,-0.0038239598052071714
419,-0.004903270730581568
420,0.002589698833046809
421,-0.0012465937479348662
422,-0.004188718046625684
423,-0.008008706822443984
424,0.003733906406278138
425,0.0013143294819799103
426,-0.010658902991024496
427,-0.014943270712796563
428,0.006401450833845466
429,0.0015848966785569722
430,-0.007362339961238552
431,0.00146723383308263
432,-0.0005055809568833748
433,-0.0043626138194918064
434,0.003950965391384234
435,-0.002544242058943515
436,-0.0010670003047413483
437,-0.00026837712678640693
438,0.0002211927859560411
439,-0.0026238938853892094
440,0.00036656699549524394
441,-0.0001880284446247937
442,-2.880007825088849e-08
443,0.0003123266497692065
444,4.896599827387281e-05
445,-1.8050126391586164e-05
446,0.0002030121843506575
447,0.0004945792696543197
448,0.0004268675215859348
449,8.238659167208658e-05
450,-0.0009209982591020351
451,-0.0020203367282238694
452,-0.00022840318467916583
453,-0.001455015914540338
454,-0.0010027535590187377
455,-0.0076255117232362415
456,0.0002903690799377069
457,0.0016979919617210583
458,-0.0014421480035742794
459,0.002758510587839418
460,0.0032843892967339638
461,0.003223459702586571
462,-0.0036681034594405896
463,0.007782191398758101
464,-0.0008372848642826591
465,0.00013150208595951864
466,-0.003782586311469257
467,-0.013947030319568008
468,-0.0013832599252867435
469,-0.00034411681062666735
470,0.0008046806659916828
471,-0.002719625463012507
472,0.00010960231413907474
473,2.7942252947486414e-05
474,0.00017829772920325548
475,0.0011634851105159806
476,-0.0004213840099270794
477,8.251919703971304e-05
478,-0.00020460338387235036
479,-0.0016621662714075161
480,0.0033971134272608432
481,-0.00029232425439949344
482,-0.0012835379202407497
483,0.002952546350906359
484,0.0002768156586821349
485,-0.0023507154587527838
486,0.0014720153918671046
487,0.0010908511759430784
488,-1.5969755035106518e-05
489,-1.859047640978294e-05
490,-3.832994529339377e-05
491,1.4018156127096876e-05
492,-6.325160825776145e-05
493,-0.0005573295338454285
494,0.0012447441705710743
495,0.0016366208620626124
496,9.623979291305078e-05
497,-0.0005672246916764393
498,0.00025210162131644715
499,8.457936034297157e-05
500,0.0027085991915356583
501,-0.0007527258204748725
502,-4.966133548543083e-05
503,0.0067103136792580126
504,0.0030058687064743943
505,0.0005526280234206746
506,-0.00958606659573891
507,-0.014874068393531033
508,-0.0026977936355608192
509,0.007310141906657897
510,-0.0035414843822157297
511,0.003278165757235367
512,0.0031299679522091457
513,-0.006610050179094974
514,-0.0052441977431063515
515,-0.02499097711330595
516,-0.0005643979974087916
517,0.007885668941912954
518,-0.0058820454278521285
519,0.004703492941163693
520,-0.0014093345343777976
521,0.0004014502220820599
522,0.00337307915453826
523,0.006606110003800008
524,-0.0005099959687944827
525,-0.0001255472468838851
526,0.000543998683799843
527,-0.0008990586882426418
528,-0.0007979196782420412
529,-0.0007189616551526416
530,0.0008564949423518118
531,-0.0015983708129106223
532,0.0003399303393391405
533,-1.0943633018661821e-05
534,-0.00030980729342011047
535,-0.0002495094685213882
536,0.00013386569470907615
537,-0.0020765727122397564
538,0.0016485720794831079
539,-0.0012135067023020345
540,0.002022106165547974
541,0.0015058140871594464
542,0.003224530401268001
543,0.019828296454503066
544,0.0028033300997210198
545,0.0013923294381582233
546,-0.0015404477540829728
547,0.007870768752247246
548,-0.000635305024091982
549,0.00013762592244162113
550,-0.002266541380941662
551,-0.007670063064409764
552,-0.0012393509448886588
553,0.00880489374711456
554,-0.0032901456379210445
555,0.005310317885543398
556,5.6401323739043966e-05
557,0.002306182023984226
558,-0.0009150483551172429
559,0.003510727192859243
560,-0.0004520100171899986
561,0.0001378922494891813
562,0.0004596938719113561
563,0.0005323140866203308
564,-0.0019407698818959898
565,0.002208011542318617
566,-0.0004391038296277666
567,-0.0002612186529603158
568,-0.000703618057840783
569,-2.4710071804063985e-05
570,0.0010093977989917265
571,0.0011262650257930014
572,0.002226957570721898
573,-0.00040205074348136007
574,-0.0031419629571417624
575,-0.004263652746260522
576,0.00038913010234195556
577,0.0004935123541156909
578,-0.0013965498266536522
579,-0.0007479104949224164
580,0.0026053798974480444
581,-0.0012625557288797407
582,-0.004376066922185459
583,-0.009368556468739459
584,-0.0014593496243260696
585,0.0012578384568198806
586,-0.0011794828215734663
587,-0.004218622739839878
588,0.00668629063178702
589,0.008055325216991484
590,-0.009129926469232712
591,0.017522632401354668
592,-0.0005222544922642439
593,0.00022400419046100537
594,0.0002881236663051217
595,-0.00020095421917978485
596,-0.0012602912358992803
597,0.0006060841171880623
598,-0.002425109713828503
599,-0.009351784965667348
600,0.0064494897126281085
601,-0.004716134351725354
602,-0.007293144384596096
603,-0.018444535784704112
604,-0.00039663835771534237
605,0.0038729479184542435
606,-0.0007687013173237659
607,0.008779185669606263
608,0.008550234142655449
609,0.0016953934468875228
610,-0.00785868054316913
611,0.008046329735007081
612,-0.00033247864046833086
613,0.0025522027328539385
614,-0.0017137550496171803
615,0.0027598176779973786
616,-9.839169831215669e-05
617,4.0715215509986e-05
618,0.00012509393810606028
619,-9.339499595052517e-05
620,-0.001005387277242666
621,-0.0006176866798743701
622,0.0016784707228052192
623,-0.00011264010443250079
624,0.003937491102730821
625,0.00015416447295164598
626,0.00018541778358293812
627,0.0002520023066750871
628,0.000589489043813015
629,-0.0009746199564698624
630,0.0005297546602760622
631,0.0005955083702323477
632,-0.0002803330163888289
633,-0.0007051577975819306
634,0.0012766291681494102
635,-0.00038675261634150884
636,0.0006809536245892054
637,-9.356830572904684e-05
638,-0.0007274132274282018
639,-0.001045384298881885
640,0.003353166828905556
641,-0.0006813827458347532
642,-0.004571363495882422
643,-0.00522538802690723
644,-0.0009263015939147298
645,-0.0007854225062729563
646,0.0010847998750480178
647,-0.002075766166881862
648,-1.33414772615185e-05
649,0.0009309002528559378
650,-0.0025579828937656347
651,-0.003618370786505645
652,0.0011848479393151401
653,0.0002838706363775703
654,-0.0005883622862633758
655,0.002601280508132058
656,2.4106678815592996e-06
657,-4.4351350526069436e-05
658,1.6465612247466165e-06
659,6.963624901261387e-05
660,-6.302544825042349e-05
661,6.527144292867931e-05
662,8.641033634312494e-05
663,0.0007572317123532308
664,0.00010206243192993535
665,0.0004206099119390522
666,-0.0004014058913785181
667,0.0008858406256784152
668,-0.00011577345770267743
669,3.585641252858557e-05
670,9.335204152753633e-06
671,-0.0002922932050487528
672,0.0004887337885497387
673,-0.001353856361108266
674,-0.0028730751091652356
675,-0.010066020583775686
676,0.0002345043488547197
677,0.0006709116691615894
678,0.0011369638056935821
679,0.006677485321676284
680,0.002042179690172291
681,0.0002680466622371208
682,-0.0025109412477541137
683,-0.0009683783959411435
684,-0.00023319229966551187
685,0.0010682303082265906
686,-0.0017807189985727763
687,-0.0027775633777058386
688,0.001165208367687032
689,0.002345334208848572
690,-0.003977734400737878
691,-0.0009198907961296409
692,0.0015478318291170102
693,-0.0008605059716650113
694,-0.008092546042594575
695,-0.02121440616861401
696,-0.0005610376517542173
697,-0.0002514689553719389
698,0.0002593886128548043
699,-0.0024956731708523573
700,0.000822903660067833
701,0.0013376657808307037
702,-0.002616286058428912
703,-0.0009632216531178261
704,0.0011237518894889698
705,-0.0007140315050297437
706,-0.0016723040534523408
707,-0.003983586460407876
708,0.0010463064564015371
709,0.0006299586645265528
710,-0.005999869705889602
711,-0.012807747951272078
712,-0.0015876487905368438
713,0.0036545761347626035
714,-0.0022929217167799855
715,-0.0015251288977852038
716,0.00020743622578883484
717,0.000676493423868759
718,-0.0012289624568171465
719,-0.0010264570312691632
720,0.0011963961289403343
721,0.0018918120013019903
722,3.567269752260089e-05
723,0.005979052568908993
724,-0.0006162781345015002
725,-0.0005596445846007697
726,0.0010021168575875307
727,-0.0011702341307980623
728,-0.001521755815616094
729,0.0018516271608601874
730,0.0003038979202669081
731,-2.2784018104065218e-05
732,-0.0005427179492538442
733,0.0021320674769416174
734,0.0005571050179176727
735,0.0040937421601731664
736,-0.002290071175402305
737,0.0013440794976821132
738,0.0019697620054001923
739,0.004623175308108727
740,0.0005287414507079579
741,0.0028321109226200334
742,-0.0005586189849991032
743,0.007982429519724686
744,0.0027468532878142833
745,-0.0003049216076506161
746,-0.0008128248756900471
747,0.006615751949576495
748,0.00018675565164808216
749,0.00016844318218401042
750,5.7612135741740395e-05
751,-0.0006291992837710132
752,-0.0017319481206804132
753,0.0025539976774793566
754,-0.0017278118345356367
755,-0.0034840643787937948
756,-0.00024088044144373005
757,-0.00043170799145070515
758,0.0015541087972091863
759,0.0007211093576166515
760,-0.00012005570020552497
761,-0.0011717612229445837
762,0.0010150027047146552
763,-0.0013463511822594733
764,-0.0009411400188767734
765,-0.0008986638245558181
766,0.0003074887143416073
767,-0.005186359554393857
768,0.00027286352517169696
769,-1.5353427322142082e-06
770,-0.000491276060290548
771,0.0006637583736474563
772,-0.0005520440134167036
773,0.0007627232289026523
774,-0.0014326034859677849
775,-0.003988899704819825
776,-0.0012554106684741116
777,0.00045737537030331567
778,-0.0013587427521148199
779,-0.006975899382463424
780,-0.0008777898413206638
781,0.00030355931700143455
782,-0.00163189053704745
783,-0.006862609055131251
784,0.007671879102905975
785,0.004832144069247696
786,-0.00884417969251649
787,0.010787557863521185
788,-0.004842928324481186
789,7.456988794555707e-05
790,0.007916520195216516
791,0.009343855723971988
792,0.002276980955876713
793,-0.00024280186688921957
794,-0.003014064945376838
795,-0.0028699948493326397
796,6.525866767333929e-06
797,-1.098842678716222e-06
798,-9.295959508221982e-05
799,-0.00010913988497676033
800,0.0003001910715099724
801,0.00012664648908767138
802,-0.001108898207899549
803,-0.001168524677067665
804,5.417976327613206e-05
805,2.130248032107289e-05
806,-0.0003823954518894505
807,-0.000154793890788007
808,4.979612323964094e-06
809,-2.9709154370992033e-05
810,-1.0717596292571834e-05
811,-6.409685082205417e-05
812,-3.163115218496439e-05
813,-2.056541928434022e-05
814,3.800347195525998e-05
815,-0.0001139127219772695
816,-0.00011780931505111101
817,0.0014241776613479352
818,-0.000381677346522191
819,0.001620312856783348
820,0.001106204676196607
821,0.0005482362376198728
822,-0.00036351652235717074
823,0.0018055588770350356
824,0.0028372525845390966
825,0.0011016338551786738
826,-0.002418602306593459
827,0.00889174668729403
828,-0.0024814330433659184
829,0.0009146734562689629
830,4.9742757508541136e-05
831,-0.0031348796493769174
832,-0.0006546827625091955
833,-0.00034876515017764046
834,0.00040938588173650256
835,-0.002265703963304075
836,-0.002394356610946308
837,0.0026695247890569157
838,0.0018035187504109474
839,0.007609646503441826
840,0.0005493814315759761
841,0.004481782514489203
842,-0.0033563632780833686
843,0.005883015723633533
844,-0.00032711308187861746
845,0.00034464326324978314
846,0.00037359304188907416
847,0.0016597737233350624
848,0.0005717129792488098
849,0.0032121940621366446
850,-0.0014547592617583482
851,0.007994877488578241
852,-0.00041545203979214226
853,0.00018907732469031446
854,-0.0018064505096701405
855,-0.007610795452566832
856,0.0005870551459278724
857,0.0018962228706784713
858,0.0001253157893826161
859,0.007761489741979165
860,0.0002715613482262223
861,0.0014044872910496668
862,-0.0017219879692996346
863,-0.0004207619331426886
864,-0.004033781489718452
865,0.004115560234736447
866,-0.0006270515824825017
867,-0.0012752041033329967
868,0.010698257860330223
869,0.0038148336100308536
870,-0.00974569529386672
871,0.012751812527256998
872,-0.005324176946649389
873,0.005584848234265259
874,-0.006788223726706423
875,-0.020736091372638883
876,-0.001848575925229878
877,0.0008825712039146792
878,-0.0009430808550340693
879,-0.005593450388620539
880,-2.7245550890397463e-06
881,5.361068977232708e-05
882,3.750787952605073e-05
883,0.00015527655234941578
884,-0.0032359076118896285
885,0.0024481096840914545
886,-0.0010164368244718108
887,-0.00531507305602989
888,-2.488707049915631e-05
889,-3.388976762807808e-05
890,-0.00010199799198141546
891,0.00024511450714025123
892,0.000122877578161311
893,-0.00036993937028466725
894,-0.0004900997796133265
895,-0.0019973945691718147
896,-0.0007808786049519188
897,-0.0001757020586373609
898,6.156112508425651e-05
899,-0.0029970508432675073
900,-0.0002170709747795958
901,0.0006037652603558212
902,0.0019241626316438955
903,0.005553824056083104
904,-0.0035012788815075723
905,0.0012555923254161888
906,0.00016195661776657622
907,-0.006652515469954582
908,0.00013987426095400012
909,3.5025387399277924e-05
910,0.0003538321356141747
911,0.0018682556167415457
912,-0.0006834135316253226
913,0.0005849934382518813
914,-0.001557443977729822
915,-0.0046951263773769005
916,-0.00020276340784513184
917,0.0006519635032726505
918,-0.0008644616168269706
919,-0.0010400839808664263
920,0.0004010485164831977
921,0.00017056232996876853
922,-0.0010332284413286466
923,-0.0011435774218784736
924,7.286478501557972e-05
925,-0.0002259018970235807
926,-7.376010736780931e-06
927,0.00027531533244174356
928,0.0007611339362220927
929,8.660759050001212e-05
930,1.5737791494667037e-05
931,0.001999824512735666
932,0.0005214317996944828
933,0.0003923136916480927
934,-0.00019832145677108184
935,0.001799657602894026
936,8.774384455773994e-06
937,2.485444168531827e-05
938,-0.0005263649276968207
939,-0.0002947222343622077
940,-0.00015809747249334298
941,0.00015296771357704367
942,-0.0003109573843399339
943,0.00032231750771799023
944,-0.0002454088863982839
945,0.0006095351231300674
946,0.00015377673597622853
947,0.001532697941309194
948,6.663246850316334e-05
949,-0.0002356105198623496
950,0.00014871076660643112
951,0.00028244089090397664
952,0.0006122161076901447
953,0.0005814702649869097
954,-0.003286283962605864
955,-0.005434465181557861
956,-0.0020630747441971937
957,0.000886269691961084
958,0.004058107214628102
959,0.009008671382411154
960,-0.0008783629193006134
961,-0.002242546563350475
962,0.0019192534610888053
963,-0.003717243330252553
964,-0.0019330666442180081
965,0.0008288785563272988
966,0.0019064088039820036
967,0.0031923261183112507
968,-0.0014281817255266504
969,-0.0006864817940122468
970,-0.0007094294877943237
971,-0.00759412561010932
972,-0.0006854653203905146
973,0.0005883627288438671
974,-0.0021027875121842786
975,-0.006242543668834746
976,0.0031385968183981366
977,-1.3802883552778958e-06
978,-0.001692993804061205
979,0.005302255603829259
980,0.0003011531666183573
981,0.00035273408510321766
982,0.0004504751573680543
983,0.003952243654484095
984,0.0006411427785318089
985,-0.002202181176932987
986,0.0018475510000249145
987,0.0003978602299038271
988,-0.0015979067454031182
989,0.0024822208222526343
990,0.000791709933468873
991,0.007087210306644628
992,0.0013450998218786907
993,-0.0004787051312128236
994,-0.0024883821848685705
995,-0.006889825740119521
996,-0.0014192848272240827
997,0.001159970090763736
998,-0.0008484874903329075
999,-0.0033718545308140256
1000,0.0023097160419915112
1001,0.0011031917783014226
1002,1.4144961426537065e-05
1003,0.00991851240938661
1004,-7.179950587121957e-05
1005,-0.0005942781858704266
1006,-0.0008355851012574019
1007,-0.004410089643498796
1008,0.0012496179570245685
1009,0.0004914770126964635
1010,-0.00019017815431447962
1011,0.006156893377609543
1012,-0.001874951754315252
1013,-0.0011248539689037312
1014,0.0020505452647662484
1015,-0.0018478027625257998
1016,0.0022242827280187422
1017,0.000666587568544659
1018,-0.0007080925129397727
1019,0.006675047300228571
1020,-0.000932662458761441
1021,-0.0008762505631793863
1022,0.0018399702052686374
1023,0.0003383741587716529
1024,-0.002675085901409644
1025,-0.000889799080962126
1026,0.0008861002582079659
1027,-0.00842698995955978
1028,0.00025983830873615565
1029,2.6768265103630534e-05
1030,0.0019329614264335536
1031,0.0063976746737546214
1032,-0.0014769590516806588
1033,-0.0008454575689985732
1034,0.0020964604731774023
1035,-0.002338347779844109
1036,0.0014006436815721798
1037,-0.0005503028299522684
1038,0.0006095005195948367
1039,0.004481942079499017
1040,-8.377214770396186e-06
1041,0.0003171544265958655
1042,0.0005086795412326553
1043,0.002649714215415477
1044,0.0038390462419349972
1045,-0.00035050878170469763
1046,-0.0013604891005886768
1047,0.0061631227218944115
1048,-6.419348008018676e-06
1049,0.0005160209250807572
1050,-0.0005627094977272718
1051,0.0008297704709828684
1052,0.0001862773696234107
1053,-0.0009256487370576299
1054,-0.0001485970064558413
1055,-0.0025108622381386117
1056,-0.0006268072114699706
1057,-0.00022193592461955308
1058,2.6180303532096928e-05
1059,-0.002078166500006095
1060,0.003005429319553693
1061,-0.0010831815395362483
1062,-0.0023442018282183903
1063,0.001209664456563141
1064,-0.0009749609987456632
1065,-0.0006374489780133579
1066,0.0007580045224216334
1067,-0.0020548819459419504
1068,-6.879980005873238e-05
1069,-0.0001987568844868057
1070,0.0002938849895680787
1071,9.576335995633384e-06
1072,0.0006623400528364714
1073,-0.0007834202689939847
1074,-6.715761456325854e-05
1075,-0.0011586015105489798
1076,0.005685940556873483
1077,9.647764277218486e-05
1078,-0.0010060268236496564
1079,0.012855199165395678
1080,-0.0006402143409881788
1081,0.000973047058537617
1082,-0.0020603825121714623
1083,-0.004662400378308955
1084,3.174574055245711e-05
1085,-6.453769352563546e-05
1086,9.947609741614225e-07
1087,-9.376838955895693e-07
1088,9.760981093726187e-05
1089,0.0001184446998664268
1090,-0.00022769901810542757
1091,0.00034956001362821656
1092,-0.00010056690388619361
1093,-6.312089675643582e-05
1094,0.00014120435787288126
1095,-0.00048689989833530794
1096,-3.862479712235711e-05
1097,-0.00014854731358522052
1098,-8.869830251207017e-06
1099,-0.0007691258760435375
1100,-0.00013763895334298158
1101,8.529150100216495e-05
1102,3.3698082160489065e-06
1103,-0.00027431400252329516
1104,-0.00030660081474026156
1105,0.0001408528681902137
1106,0.00013309561124105935
1107,-0.00019995332983216576
1108,0.0012800672099743942
1109,0.0003356400945619415
1110,-0.0008419574642055235
1111,0.0014385631997586626
1112,-0.0006672043037150401
1113,-0.0002179030934130888
1114,0.000901256690045236
1115,-0.00030888016699257817
1116,-0.00449999132607818
1117,0.0009940469143566366
1118,0.002348192614747301
