,mathpass_wi_hybridper_inf
324,-9.132899550872445e-05
325,-9.357305321600007e-06
326,-9.029540781640185e-05
327,0.00014040094895179854
328,0.00011858860299960497
329,0.0002414097054412346
330,-3.1227763946846325e-05
331,0.0013690926580294442
332,-0.0004572876711659719
333,-0.0003052238828203384
334,0.0004650232833301529
335,-0.0010237508470955872
336,-0.0001301682145943496
337,3.2010751173235905e-05
338,0.0004987878416979131
339,0.0002049760310048034
340,0.001107136770045993
341,-1.8424560668305313e-05
342,0.00012659687867368674
343,-7.88089593240812e-05
344,7.425839223720511e-05
345,-0.0003608944914962233
346,0.0007415337496418227
347,-0.00020911623322309342
348,-0.0003069492577928372
349,-0.0019010472989181224
350,0.0004396993476290428
351,-0.004469130786542141
352,0.0003360769203049818
353,-6.958644237797519e-05
354,-0.00011630750392343247
355,-0.00039634558274095097
356,-0.0015245545851235573
357,7.475021129237177e-05
358,0.0001712054675967609
359,-0.001323951200215579
360,-0.0014789643166379816
361,-0.0004571514656856742
362,2.5596957013694064e-05
363,-0.0037972771166999487
364,-0.0002646358435530167
365,0.0003300664105898045
366,-9.368526983985687e-05
367,-0.0019880204741428275
368,-0.0014200918521882662
369,0.00019937889345464992
370,-7.414805200275893e-05
371,0.0027097429033060235
372,0.00024792910929595865
373,-0.000308635809412551
374,1.7624668705764055e-06
375,-0.000140985298752094
376,-0.0007457972612060369
377,0.00041518366956741216
378,0.00030435565875560564
379,0.001409532504550056
380,0.00028604479035898616
381,0.000706947070102318
382,-0.002469691711892652
383,-0.0030398997834257075
384,-0.0015951359136338844
385,0.00035817986811154313
386,8.113234199993936e-05
387,-0.0013905768066189862
388,-0.0009250353234862221
389,0.0002921273747600866
390,-0.0003152233351276399
391,-0.0014567036416042588
392,-0.003053710623655705
393,-0.00104634105420878
394,0.0028536523542112154
395,-0.005179574646511745
396,-7.071658343707408e-05
397,-0.0013442317960849672
398,0.0005371789501137612
399,-0.001461021711453125
400,2.9325328754567156e-05
401,-0.00016844565402895757
402,-0.0002878922713639557
403,-3.686834508635759e-05
404,-0.00044624800139654277
405,-0.0001844361451995022
406,-5.230732280325696e-05
407,-0.0005657945393013392
408,0.0005076296271532047
409,0.0003817883712813578
410,-0.0005660541552467221
411,-0.0010020508687399842
412,0.0001618405295660715
413,0.0011831310804531867
414,-0.0008776635181872185
415,-0.00211826145704247
416,0.00021949078891023
417,-0.0004846119086392295
418,0.00013912123513368872
419,-0.0001071087888858804
420,-0.0014966017917742913
421,0.0005929989365854659
422,-0.0005265723563853914
423,-0.004383127862212521
424,-0.0021310823767055394
425,0.0016075253401874288
426,-3.299634099739594e-05
427,0.0013494282448901376
428,0.00014165576580393995
429,-0.0003028106853674807
430,7.11245145513165e-05
431,0.00017188886551125563
432,1.6288969303272867e-05
433,9.136948464621496e-05
434,-0.0011070858938135382
435,-0.0024434622770276534
436,-0.0012686140034947953
437,0.00020611567344977868
438,-0.0001602299995960551
439,-0.0027236353140352764
440,-0.0014319259625401883
441,-0.0002509913144872102
442,7.556576996172648e-05
443,-0.0038745441484022074
444,0.0002481115153941667
445,0.00027133374881536455
446,-8.753314607341587e-05
447,0.0014243244302506305
448,0.00033739811735042607
449,-7.776680881896574e-05
450,-1.837015435562254e-05
451,0.00025190488850955814
452,-0.0026177049143277387
453,0.000607222729358266
454,-2.22985332667698e-05
455,-0.0048155190470771355
456,-0.0001688310620188438
457,-0.0002195725764129431
458,5.090495964892923e-05
459,-0.0002044412954106558
460,-3.389414997285841e-05
461,-0.00022691791295633863
462,-0.0025922418548379685
463,-0.0015179831670946347
464,-0.00041326315863216207
465,0.00012657518717001338
466,0.0002226280248120583
467,-0.0010108705991886487
468,-0.000804244629431642
469,2.47905600002994e-05
470,-0.0002103103214449253
471,-3.127025401303776e-05
472,0.0008556679137120203
473,-0.00010886880153046002
474,-0.000585781434533173
475,0.0008983352090428903
476,0.0004883452595345053
477,-0.0001942765745970831
478,0.0005152754987164059
479,-0.002977085479246982
480,-0.0033613173092851716
481,0.0018332518394271915
482,0.0021272848264062023
483,0.0022430278573994968
484,-0.0010712390806419717
485,0.0002847993435839148
486,1.3544264199991604e-05
487,-0.00021278910100844516
488,9.412045040266033e-05
489,0.0001498636546616917
490,0.0011430892306056985
491,0.003889335483010371
492,-0.0017497391822256
493,-0.00021748820384283305
494,0.00061984183737836
495,-0.0005471725737811898
496,-0.000538325927185609
497,-0.0004850485050904315
498,7.08291423381826e-05
499,-0.002739556699371869
500,-0.0006299312950724553
501,0.00018761763821992483
502,-0.00016190095563890924
503,-0.001015519764427926
504,-0.0004183883084882038
505,0.00011858868390730877
506,-4.227502397398225e-05
507,0.0010008642531837266
508,0.0008016982001701575
509,-2.0784853192311688e-05
510,-0.00022795865348693902
511,0.00021274990405423176
512,-0.0018564052899991555
513,3.229206360230458e-06
514,3.059453920893454e-05
515,-0.004216349095855378
516,0.00013858343800745985
517,-0.0004963090277398803
518,0.0003202448966955695
519,-0.0009052324657856621
520,-0.000883214362425236
521,0.00011109448573195294
522,-1.6999644358715695e-05
523,-0.0015182219515188203
524,0.0013961319971493053
525,-0.0013820152307944496
526,-4.575838844511001e-05
527,-0.0019810491319573803
528,0.00015129234255334816
529,2.706116585832559e-05
530,0.0005101357439415375
531,0.0024528169366648716
532,5.4356185349808885e-05
533,-0.0003983783857614053
534,0.00014298210935025034
535,-0.0006038498278942
536,-0.0008346663584977895
537,-8.857588279383374e-06
538,-0.0008427246974368791
539,-0.005360618824368421
540,-0.006345975632978972
541,0.0035516597041570248
542,0.00026951316755708754
543,-0.005296625631448809
544,0.00043081794962048354
545,-0.0007244841464951542
546,0.0002528450284129673
547,-8.43801905308873e-05
548,-0.0038591664440231917
549,5.1853880610469664e-06
550,-0.0002517528361362534
551,-0.0006887665284179249
552,0.0009748646645682515
553,-0.00027222062041326936
554,0.0024504400067737117
555,0.004487320367994412
