,elapass_ed_hybridper_inf
816,5.490538570869524e-05
817,7.333724871388177e-05
818,3.84537825950194e-05
819,-3.9042553669120733e-05
820,0.0003703740128998895
821,-0.0004875406048914122
822,-0.0002370407000489331
823,-0.0008797739364979191
824,-8.6078475997971e-05
825,-1.9736456900302798e-05
826,8.930869259468753e-05
827,-8.61686570767178e-05
828,0.0003433429847467324
829,0.0005668336767066568
830,-0.00047496990141207855
831,0.0009430811833462735
832,8.816669759693816e-06
833,4.6506147600192293e-05
834,-5.2213438983102476e-05
835,0.00015725115875932816
836,4.2532296763649583e-07
837,2.192057699635786e-05
838,-7.948372940085631e-05
839,-0.00022627246624171512
840,-8.1810760873491e-06
841,-7.322398218424374e-05
842,-1.520997471787681e-06
843,-0.00013389397668869577
844,-2.3228999668104506e-05
845,-0.0001723651474753256
846,4.3918046283113025e-05
847,-1.3527443486697343e-05
848,0.00011431799256035174
849,-0.00014103534363760765
850,2.5916434750160694e-05
851,-3.478488239577775e-05
852,-0.0009178175839857848
853,0.0002713816050014488
854,0.0009848502880935596
855,0.0009238163684521332
856,-6.917198117174734e-05
857,0.00018786270325065694
858,0.00017041458772742613
859,-0.0006544566967411379
860,7.434766640234842e-05
861,-0.00016719687525119215
862,0.00011018958063497319
863,-0.00010593911579895951
864,-8.064355943766845e-05
865,-6.501733473552667e-05
866,-2.392651639620982e-05
867,-0.00014440257742470431
868,-7.321080375411294e-06
869,-7.521800461893723e-06
870,6.902659547527117e-05
871,0.00012626398408712136
872,-0.00025022197206924163
873,-2.918932129632612e-05
874,0.00021139353232068752
875,2.662909781309343e-05
876,-0.0001362199985272533
877,0.0001469018513485095
878,0.00012355064487030334
879,-0.0002796084329897716
880,4.705532253918674e-05
881,5.242938363436409e-05
882,9.838627872499648e-05
883,-5.4353539866781724e-05
884,-3.3345562074420976e-05
885,-1.0717380383385391e-05
886,-0.00026763956848003054
887,-3.869231643207482e-05
888,-0.0005056650735449805
889,-0.00014822878103868588
890,0.0004457546699898589
891,-0.0015017031703930348
892,-0.00014129030981798217
893,-0.00032710207321913693
894,-0.00016860234350042714
895,-0.00022745432846641139
896,1.4100336181936351e-05
897,8.458867054282805e-05
898,2.094858136995289e-05
899,8.648317403112188e-05
900,-2.5287494351251737e-05
901,9.063782979799287e-06
902,0.00018740385037365885
903,0.00047266798322548954
904,-0.0006646381585426702
905,-0.0007881406475232285
906,0.0007329768557626035
907,-0.0012039030454568374
908,1.2432297029195525e-05
909,-0.0002757698896897616
910,-5.914112737072243e-05
911,-0.00011471808294599363
912,-0.00022599151975743545
913,-1.9078716874523027e-05
914,2.2472920728330754e-05
915,-0.0008903007873788649
916,-0.00010671475098725343
917,-6.748346575098452e-05
918,0.0002140158460260658
919,0.0004135245430971625
920,1.7325836201513297e-05
921,6.828622493200091e-05
922,-0.00011257589438847143
923,-0.00014243750861090673
924,-0.00023489888243128458
925,-3.0686523665255755e-05
926,-1.1902145858699329e-05
927,-6.406222211837816e-05
928,-0.00047802650339499165
929,0.00024009140524247543
930,0.00012490115893060635
931,-0.0004891332624714966
932,0.00021675181603241018
933,-1.7826925321768798e-07
934,-1.343208174134179e-05
935,-0.00016261903970696934
936,0.0026962049493508325
937,0.0003962509957023399
938,-0.0005290208624456122
939,0.0008540754978017241
940,0.0009065915481782646
941,-0.0009158148903030419
942,0.0005138244422458964
943,-0.0006959462325939662
944,0.0007662733711370606
945,0.00014122760183061647
946,-0.00018334035075158708
947,-0.0005948428774826217
948,0.0003045241124441171
949,0.00020009720295642973
950,-0.0001536588907244644
951,0.0004828818262021528
952,-2.9865420806779595e-05
953,-1.4264957608923912e-05
954,0.00023119867670985694
955,0.00022993573590310737
956,1.2838333857210901e-05
957,9.906813759926532e-06
958,-0.00014150656515438576
959,4.973267537255012e-05
960,6.98360704052606e-05
961,-0.0002169296718836306
962,-3.3942781862719114e-05
963,-0.0007216767044533245
964,-0.00046992069579533083
965,4.9197522718242995e-05
966,7.829091930129161e-05
967,-0.0006412677845805505
968,0.00014138568285553013
969,2.4299943262495543e-05
970,0.00010017643278287763
971,-0.0001835359169407223
972,1.7679689176971006e-05
973,-4.892065182413014e-05
974,3.7252403586231175e-05
975,-0.00017476587874939268
976,1.6243604455383163e-05
977,-2.6584669335296e-05
978,0.0001427264523497204
979,0.0001396198303517511
980,-6.068739080739992e-05
981,-9.06151071850948e-05
982,-3.136981728101305e-05
983,-7.835749873130671e-05
984,-8.243316444215874e-05
985,-0.00016034770384626448
986,1.931372528808071e-05
987,-0.0005745577529871856
988,-0.00033158132046793106
989,0.0002717732961770708
990,-4.870094511882807e-06
991,-0.00016478007312636616
992,-0.00026669497779310597
993,5.8211678284651036e-05
994,-1.3425633775122499e-05
995,5.851662300122212e-06
996,-0.0007124680346219064
997,0.000265808904895447
998,2.167046895304749e-05
999,-0.0006540427941960572
1000,7.05321319316272e-05
1001,-0.00012537279760598728
1002,7.921012784659705e-05
1003,-0.00034748082318987906
1004,4.933601739948298e-05
1005,0.00013118952914534978
1006,8.54170582680426e-05
1007,-0.0005997748046676694
1008,2.0742327145248976e-05
1009,-1.650031353097669e-05
1010,-5.572161552029377e-05
1011,0.00028564751521384927
1012,0.0006266288901408437
1013,8.937786233699255e-05
1014,-0.00033251929535732885
1015,0.0005152444224410538
1016,-3.4694980108446534e-05
1017,-0.00031313242026365036
1018,-7.143901703176141e-05
1019,-0.0004002332400237544
1020,0.0008827536444168589
1021,-5.826344008263371e-06
1022,-0.00014739128319775843
1023,0.0002633417933425068
1024,0.00016456365060659735
1025,0.0001173684746156279
1026,0.00035131002981959197
1027,4.7057296499953496e-05
1028,0.0006995364431057764
1029,-0.00018697345991783111
1030,0.0004389880391084063
1031,-0.0018630032098390567
1032,0.0004346266733583589
1033,0.00018751755346982398
1034,-2.923256813415968e-05
1035,0.0010597739458295134
1036,0.0005755223764414864
1037,0.0002000290936257562
1038,-0.00012085464935571016
1039,0.0019874888781278494
1040,-0.00037630442115817815
1041,-0.0005257603704737465
1042,0.00014603857637016877
1043,-0.0018486028115160934
1044,6.646651155193288e-05
1045,-0.0006404879283482154
1046,3.474359751012944e-05
1047,-0.000763680563337632
1048,-0.00030700827200905195
1049,0.00020882521223519615
1050,-0.0002068665947795359
1051,-0.0007302886187580522
1052,-5.2527525543616194e-05
1053,-0.00024022700171813172
1054,0.00017145273339185747
1055,8.129552919551003e-05
1056,-1.0716034302800945e-05
1057,1.826879138448983e-06
1058,1.2614691409805935e-06
1059,-3.429373011276179e-05
1060,0.00020292726559782904
1061,0.0003883939327800777
1062,2.809620911766783e-05
1063,0.0007535606258394057
1064,-0.0001458012589317437
1065,-6.076690401858717e-05
1066,-4.1827404927466355e-06
1067,-0.0007688527631433897
