,drop_black_virtual
435,0.0004886893961870298
436,-0.0024719492200425963
437,-0.0010087589459581697
438,0.0006876893018666703
439,-0.007714539097716085
440,-0.0020615951349294693
441,0.0011745372088600426
442,-0.0003662291139656662
443,-0.0026595110399947573
444,-7.873489560205904e-05
445,2.312838147240063e-05
446,-0.0003484241163906296
447,-0.0007859517127203403
448,-0.0009176436289367174
449,0.0003743469910788874
450,-0.0016329903094224934
451,-0.00874815951553823
452,-0.00025618716282006034
453,-0.001769737438834604
454,-0.0007017922961732785
455,-0.007667714765324655
456,-4.077882184379006e-05
457,-0.0002676762040099625
458,0.001216829871037657
459,-0.0010786062223470192
460,-0.002982573297637306
461,-0.004122297387705601
462,0.003348768150033786
463,-0.008034476278113729
464,-4.057470824771605e-05
465,-3.0988133474135546e-07
466,0.0003907199851878066
467,0.0002744071016086624
468,0.0008474915485496554
469,0.0004289325442159005
470,-0.0008881316405899488
471,0.002787160810593756
472,0.0001694490673542303
473,7.072716706824599e-05
474,0.00040748395048052256
475,0.0023771815077828096
476,-0.0010292100827171058
477,0.0005272857880721039
478,-0.002871830822171571
479,-0.009643516888012266
480,0.0019094170953430781
481,-0.0005621266612742409
482,-0.0023977962260080745
483,0.003996307612117085
484,-0.000323420375157964
485,0.0050649925198268525
486,-0.0018146738585099968
487,-0.0016986028693976947
488,4.856093715843153e-05
489,-0.00036615323669626147
490,9.257454203225149e-05
491,-6.360929877947397e-05
492,-7.293401960872445e-05
493,-0.0003261292978658998
494,0.00046639438116312767
495,0.0010742053693054813
496,-0.0006285948038881324
497,0.001847280562685056
498,-0.0013080919461239255
499,-0.00037935945616457905
500,-0.011239950849466556
501,0.0030891503328327697
502,0.00020215679357203035
503,-0.027562516353656055
504,-0.0005073301149822999
505,-4.283863126197739e-05
506,0.0011617859639810027
507,0.0018161645800632792
508,0.000599948654415471
509,-0.0015696679713127612
510,0.0008208990333077783
511,-0.0007314545866480304
512,-0.0002514423155323969
513,0.0004047151233001171
514,0.0003703526676626541
515,0.0017583164100851288
516,1.9843668076005513e-05
517,-0.00020270835890709766
518,0.0004135163044224125
519,-0.00020752865020118278
520,-0.0003158309280340888
521,2.8329570895644126e-05
522,-3.1339748800793024e-05
523,0.0006090819813918282
524,-0.001669769696906077
525,-0.0003375902037362218
526,0.001649583559491401
527,-0.002666744829552853
528,-0.0017738499631952235
529,-0.0017311447096524408
530,0.002631117427149225
531,-0.004074151743001516
532,0.0005735142650325096
533,2.0979183291853958e-06
534,0.0004020281076662267
535,-4.895266846332584e-05
536,-0.00012691308749938744
537,0.0020613721923488856
538,-0.0014148056159603503
539,0.0011325424235732967
540,0.000377238644212613
541,0.0003668615494403746
542,0.0003371193293117972
543,0.00350032766740405
544,1.1828503208110952e-05
545,-8.42565365256228e-06
546,0.0001768636698762177
547,-0.0003160087268947209
548,-5.850540416179521e-05
549,2.5488270089406763e-05
550,-0.0005578527093071567
551,-0.0013885466499284596
552,0.00017584528578385916
553,-0.0003528442750689353
554,-0.0003687133060325428
555,-6.94132560864184e-05
556,2.0241247692670392e-05
557,0.0007030821393659545
558,-0.0004165537432163555
559,0.0013110180637422163
560,-0.00033171826133954565
561,0.00011257619732777679
562,0.00013719824119949025
563,0.00031065519554336277
564,0.00014691798472698465
565,-0.00023516089981111154
566,9.519779340542925e-05
567,3.4807914920683154e-05
568,-0.0012701157721646322
569,1.156231956399391e-05
570,-0.0011840199498422681
571,-0.00016628625998508058
572,-0.0001375338028963262
573,1.2756593710521145e-05
574,0.00019096221620604363
575,0.00022127776231321432
576,-3.4493208856844244e-05
577,-8.511106853901571e-05
578,0.0004436503201384584
579,0.00015067145028385033
580,0.00021512148051783256
581,-0.00011082878827850993
582,-0.0003317390757953747
583,-0.0007688195231228539
584,-1.4664915534117774e-05
585,-2.6409908442257638e-05
586,6.374785948374311e-05
587,8.95618119606266e-05
588,0.0006765855301804877
589,0.0007353621517221924
590,-0.0006314067345817889
591,0.0015259394562683942
592,3.119073457017408e-05
593,-2.7605705250063167e-05
594,-3.883099066283109e-05
595,2.1622819313001616e-05
596,-3.376105816561041e-05
597,5.254907378460993e-06
598,-3.0677903298648375e-05
599,-0.00015243184588072114
600,-9.349415530099199e-05
601,4.9792190024827535e-06
602,0.0006491247863209192
603,0.0006381446777269024
604,9.26162004921808e-06
605,-0.0005380733938351402
606,7.259943289690496e-05
607,-0.0007662516777146455
608,0.0007661072452307822
609,4.0599509428183796e-05
610,0.0001809771163145592
611,0.00023447002963149831
612,-4.739259248299537e-05
613,0.00014495220626049735
614,0.00029221605002396667
615,-7.783573991905946e-06
616,0.00015622389560033758
617,2.4791274671080768e-05
618,8.944792451106114e-05
619,7.088366407978286e-05
620,-0.0026304028093283175
621,-0.0015371874819136008
622,0.004051206500633179
623,-0.00028190423436760874
624,-0.000522247686905669
625,1.083347315591654e-05
626,1.5794849990160482e-05
627,-0.000651113614130031
628,-0.0014864556151158767
629,0.0022278981715695193
630,-0.001260537351671714
631,-0.0014260418827947915
632,0.0005021145319900405
633,0.001358444158525901
634,-0.0020633921070540217
635,0.0006775717630793158
636,0.0016252522804069281
637,-0.0005077834105016229
638,-0.0041970302538117555
639,-0.004821273991316781
640,0.012941460101077993
641,-0.0027445763005399964
642,-0.01785046405465804
643,-0.020526211095261163
644,-0.003435275799449758
645,-0.004026398544315973
646,0.005780201143465232
647,-0.009831162646852897
648,1.4537023773599178e-05
649,-0.0009892700179188452
650,0.0027998234232650783
651,0.003917051547284873
652,2.6307291793354728e-05
653,9.828394877813888e-05
654,-0.00011660763151910233
655,0.0004670847166290617
656,1.7201150625632467e-05
657,-0.000599196588751913
658,0.0007052316891903858
659,0.0010161892079302963
660,4.838886111403156e-05
661,-0.0004012642980893252
662,-0.00035701799099403445
663,-0.0017890516060216656
664,0.00010685545717105631
665,0.00026671300526576164
666,-0.00020346928256350646
667,0.0006061408129273295
668,0.0001274908016677113
669,-0.00014534249204369351
670,5.2907377949494584e-05
671,-0.00033589233416244773
672,2.5149900867297195e-05
673,-0.0002874222469294003
674,0.0008494733565518993
675,0.0003093370957042308
676,0.00012556381674603027
677,0.0006804404716170797
678,0.0007580039579082836
679,0.004955598010226482
680,0.00016177680289066588
681,1.4165804319383756e-05
682,-0.0002487444906969143
683,-7.448589559687077e-05
684,-1.8714854071785456e-05
685,8.6290708120671e-05
686,-0.00012564504652991116
687,-0.00021455242280597606
688,5.949985040452221e-05
689,0.00023042753998754107
690,-0.00011548544112924824
691,-5.4013736155677635e-05
692,0.00017558490058283355
693,-9.544058681046851e-05
694,-0.0008984702624760782
695,-0.0023715144208103713
696,-7.268152931647173e-05
697,0.0001386678107697063
698,-4.915159886229772e-05
699,0.00026706632855159093
700,-1.5203930035795572e-05
701,0.0001588541481570635
702,-0.00012087776778658878
703,-4.6430139671107336e-05
704,4.3284789691956475e-07
705,1.0714247791040461e-05
706,-7.921258278943621e-06
707,1.4167127948317092e-05
708,8.455808858080662e-05
709,7.112907484673043e-05
710,-0.0006457597873707629
711,-0.0012887049632850282
712,-0.001180458165712916
713,-0.0033421429520405868
714,0.002042616360837979
715,0.0006506386414485673
716,0.0004542811520788547
717,0.0009610215081979653
718,-0.0020163246667649097
719,-0.0017911430154093505
720,-0.0017108807626469375
721,-0.002465954407567
722,0.00040149522074907346
723,-0.01156984284515467
724,-0.00022489044169157914
725,0.000600464375640717
726,-0.0010703798013667715
727,0.0008175144553810284
728,-0.0015687008474211262
729,-0.001812088164647911
730,-0.0003514669177845521
731,1.1596715833669874e-05
732,-0.00025040619587239556
733,-0.005627226463391917
734,-0.0018193714943762665
735,-0.009039717635486564
736,-0.001241820031202064
737,5.2101423296789433e-05
738,-0.0006217452207955146
739,0.0004793675458275789
740,0.0003360195075869693
741,-0.0014883890194322114
742,0.00037982392088987016
743,-0.0018540548514552426
744,0.006440715402027207
745,-0.00020830552613448772
746,-0.00037298378497752115
747,0.006793171265846655
748,-0.00023557977991055495
749,3.0181065766439557e-07
750,0.0007743573470243965
751,0.000907213573836296
752,0.0008866983118838876
753,-0.00108768424602412
754,0.0016378578632910213
755,0.002247036788299844
756,0.0014502703860217868
757,0.001647436107704184
758,-0.0042111445556281555
759,-0.0026387799940534697
760,0.00021907255304456168
761,0.003542854796480975
762,-0.0029067324403665453
763,0.003394152337813149
764,0.002929429876472171
765,0.0023181268673351874
766,-0.0006975774611346404
767,0.013448645902259693
768,0.002240891009816765
769,0.0005849113198763529
770,-0.0017414911111885921
771,0.004611621195294039
772,0.0014306764930007545
773,-0.0016868056716601435
774,0.003330262521947727
775,0.00942098186842354
776,-0.0006327671649237761
777,-1.2829001714827387e-05
778,-0.00010945392906802076
779,-0.0010132214589786922
780,-0.00037302908081964274
781,9.381151502501935e-05
782,-0.00041435435722143415
783,-0.0022447741565579287
784,0.0009146409830828536
785,0.00043950789804406734
786,-0.0009040703629818175
787,0.0011219703326653663
788,0.021557583799912326
789,-0.0003294269806324524
790,-0.035516085387812826
791,-0.04161669921923178
792,0.0007882536663963491
793,-3.9502667127380196e-05
794,-0.00042633790964209206
795,-0.000625089990282927
796,0.00024459544570206695
797,-2.6618043671390196e-05
798,-0.0004896647658766603
799,-0.0014383771350827352
800,0.0003722020683504943
801,0.0001384869836667094
802,-0.0006183699590938886
803,-0.0010536238478463741
804,0.00024595127807576386
805,-2.406815761658743e-05
806,0.0009048335076920926
807,0.0001334613872105171
808,-3.521176919218441e-05
809,5.045129198812965e-05
810,4.834274338365252e-05
811,0.00022287860742093574
812,1.0622213947818357e-05
813,-0.00010347237770062559
814,-9.174855214522879e-06
815,-6.216388728251238e-05
816,0.00025892118201246284
817,-0.004276862096711737
818,0.0007888888451449403
819,-0.003971458732355935
820,-0.0030707279063286177
821,-0.0013279331110892377
822,0.0014655614523696565
823,-0.0052468082907174115
824,-0.009238761772905172
825,-0.0036766796798851525
826,0.009054672448330164
827,-0.03109570451733015
828,-0.006239229983959181
829,0.0021165073527701916
830,0.00017106864696225509
831,-0.007691429392870127
832,-1.5144622489442e-05
833,5.873729229600383e-05
834,-2.916347563727278e-05
835,0.00016480250375203363
836,2.486769157668039e-05
837,-0.00021790521832074439
838,-7.619047062182759e-06
839,-0.00023243835064265295
840,6.6391695233221e-05
841,0.000502361722848244
842,-0.0005399716207779878
843,0.0007751792598711643
844,-9.0583315287192e-05
845,-8.539066107910759e-05
846,-0.00011753223046061173
847,-0.0001181729863173393
848,0.00010174507120318744
849,0.0005619220515929691
850,-0.0001854294335254984
851,0.0012840660046211803
852,-2.9043514532555773e-05
853,2.5158671248812917e-05
854,-0.0003301850297128103
855,-0.0009682020231744274
856,5.190425379497763e-05
857,0.00026815108116823343
858,1.963879284042276e-05
859,0.000994647335115314
860,-0.00030104272859704946
861,0.0008918670372128213
862,-0.0008324331785082049
863,8.11830462260534e-05
864,0.0006625105721768401
865,-0.0004942437470792843
866,-8.505092452680307e-06
867,0.00015523309978733
868,-0.0006478485992300728
869,-0.0002707179912168149
870,0.0010378126474036194
871,-0.0010133075602936732
872,-0.0011059383631545688
873,0.0010286477478688564
874,-0.0010312097489132428
875,-0.0037428311918491068
876,8.264069290633261e-05
877,-2.72430354110597e-05
878,-2.150691849191142e-05
879,0.00011192549618775005
880,-0.0002438235768773643
881,-0.001460445909653057
882,-0.001501708491972385
883,-0.008526880480237064
884,0.0004130064286192095
885,-0.0003516550861560696
886,0.0001582550183266507
887,0.0007588597279884694
888,-0.0008852976401330362
889,0.00024923420354620114
890,0.0003720076638142736
891,-0.0016920233733093478
892,5.829931957788908e-05
893,-0.00011115446912339889
894,-3.0210248474339842e-05
895,-0.000542130952165951
896,-0.00028583191818988844
897,-9.824455984781214e-05
898,1.629244408089267e-06
899,-0.000875507678442443
900,-0.00016706094995295057
901,0.0011079793646615475
902,0.0015168557914667963
903,0.005531852897813618
904,-0.006763245443871426
905,0.002589864459783833
906,0.0002268199977769751
907,-0.011757390985672746
908,0.0005454603694372078
909,-1.0098319610999561e-05
910,0.0016664839498621718
911,0.0037216368105906943
912,-0.00016414881048472152
913,-3.263037074631746e-05
914,1.4107864476862152e-05
915,-0.00025690807347685386
916,-0.00019122177574366832
917,0.0003090445037242728
918,1.9893170217373902e-05
919,-0.00040335878250756367
920,0.00012334180889546234
921,-2.4204258005124034e-05
922,0.0004288185936173538
923,0.00011617769216459099
924,0.0038962185634637855
925,-0.001325023913001698
926,0.0007222435569702407
927,0.006650418085970754
928,-0.002030726581891909
929,-0.00028388670182234174
930,-0.00010674396774145975
931,-0.007118572300410206
932,-0.0010576380269092499
933,-0.0007765987137442064
934,0.0005587447615577788
935,-0.003978602806905217
936,0.0014028131932533688
937,0.00208042443521318
938,-0.004737355899828243
939,-0.007781161836735889
940,0.001763820919362759
941,-0.0026160630393293207
942,-0.003056737030653291
943,-0.014062519222257675
944,0.003124733055905763
945,-0.005839734599522844
946,-0.0018531709406860756
947,-0.017262745343577062
948,0.0004007529880738732
949,-0.0009668099781568864
950,0.001454567082629275
951,0.0017285751601160246
952,2.1763964275486994e-06
953,1.2557112428688336e-05
954,-0.00011748095793128426
955,-0.00011198269373894978
956,-0.004433150408714265
957,0.0017264048819469206
958,0.008465890894734616
959,0.018554905661729966
960,-0.0020920040676054514
961,-0.0044192043439569475
962,0.0039246807681610945
963,-0.007901870386207011
964,-0.004470474707712089
965,0.0017956445456902665
966,0.004507060026396417
967,0.007276869442246346
968,-0.00016025421597432873
969,9.387679654911671e-06
970,9.80496266242062e-05
971,0.00024392520010979474
972,0.0007277911083939331
973,-0.000508001797028216
974,0.001649223795596057
975,0.0056193907339561824
976,-0.0032558503055088346
977,1.311509690933708e-06
978,0.0009501000423802637
979,-0.004682472013279091
980,-0.0008452639765002454
981,-0.0011943203282736164
982,-0.0011834478898872728
983,-0.011495326739104604
984,0.0007136633752439796
985,-0.0036746146440166144
986,0.0035598854546531186
987,0.0006182244866643241
988,0.003773593257973612
989,-0.00779040578429048
990,-0.00252538246507387
991,-0.020182581252379986
992,-0.00044798216172685986
993,0.0001892739907319239
994,0.0009239985607867612
995,0.0025051897330878006
996,-0.0021875079287222493
997,0.0018613300891599264
998,-0.0015100126364031331
999,-0.005587716785571906
1000,-0.0007450063034454001
1001,-0.00014447200823049518
1002,5.0229613546266115e-06
1003,-0.0005247002847815639
1004,-1.5197816599934296e-05
1005,-0.00026299838396373257
1006,-0.0006019819710402443
1007,-0.0019762906280098515
1008,0.00016758149734916883
1009,2.7514409728392857e-05
1010,-6.090094036290604e-05
1011,0.0004366921015919959
1012,-0.0032066064502165315
1013,-0.00243699421061227
1014,0.005658353764257302
1015,-0.004025102748745922
1016,0.004997082750671962
1017,0.0013585039786740325
1018,-0.001505239272568801
1019,0.01424682799173669
1020,0.0015711223938859012
1021,0.0013625355042820337
1022,-0.002585711245074843
1023,-0.0005255910127802286
1024,-0.0027938514518334743
1025,-0.0009118907390725533
1026,0.0005111892607123613
1027,-0.007336927274728402
1028,-4.879755652861723e-05
1029,-6.534756513628622e-06
1030,-0.0009858881854506723
1031,-0.0020728435967427386
1032,0.003138445734677614
1033,0.001382770808191198
1034,-0.0028902419785948323
1035,0.003962685500292573
1036,-0.0012124662058447314
1037,0.0003958983455772272
1038,-0.0004399563628850486
1039,-0.00346992789599784
1040,-4.4567298616215257e-07
1041,2.5217336637504462e-05
1042,7.715622468720574e-06
1043,0.00012503219794844433
1044,-0.00027853162705729345
1045,4.4026345949802464e-05
1046,0.0003533196685809628
1047,-0.0009451543312358055
1048,1.3183803458761195e-06
1049,0.0002333518187518435
1050,9.441646127309096e-05
1051,-2.8969939012388696e-05
1052,-0.0006806724226312388
1053,0.0029612283029986563
1054,0.000581087593119733
1055,0.008930461790392762
1056,0.001026127846295438
1057,0.00038483749213035824
1058,-6.248433543471183e-05
1059,0.0038742499546322953
1060,-0.011039907849138508
1061,0.0034190123794155597
1062,0.006486830919506238
1063,-0.0038284522332212843
1064,0.002301182443910123
1065,0.001806362974258583
1066,-0.002539021659577781
1067,0.005802026175860208
1068,-1.2552002147387624e-05
1069,-7.28651698743737e-05
1070,2.2301729451953063e-05
1071,2.0115412706596105e-06
1072,-0.00013568890410849938
1073,-0.00038887581570616907
1074,1.8954576071430987e-05
1075,4.750588366655099e-05
1076,-0.0002911594812839994
1077,1.2424752919860947e-05
1078,-0.00013286838534303682
1079,0.0007506035167545797
1080,-4.96688325696933e-05
1081,7.069516849425276e-05
1082,-0.00011279777557416033
1083,-0.000314620977653831
1084,0.00021252790806847776
1085,-0.0002009463788277683
1086,1.984624571693809e-06
1087,-2.9960122935402183e-06
1088,-5.424981975663705e-06
1089,-2.4183939046338453e-05
1090,3.583863207765951e-05
1091,-5.135831964160381e-05
1092,-0.0001086716554015097
1093,0.00010605606926054773
1094,-0.00021464751978771395
1095,0.0006076743912690297
1096,1.346751491537021e-05
1097,-0.00021486260170630326
