,drop_wi_virtual
213,-1.2872370412677795e-05
214,8.197924050114802e-05
215,-0.0016159344591132098
216,-0.0017545051940706735
217,-0.00027415981547251726
218,0.001965469358480822
219,0.00042076946017521915
220,4.881558513780277e-05
221,-0.0010492650590121697
222,0.000564644710392403
223,-0.0006284179912281608
224,-0.0005510350314284118
225,-0.0007371154857315167
226,-6.781335039707808e-05
227,-0.0033099573104313678
228,-0.0028949404394298197
229,0.002562623502548327
230,0.003907745984777462
231,0.01343637404512963
232,-0.0006557928323999318
233,-0.0004405355738941303
234,0.0014373530421205305
235,0.0010236021428193362
236,-1.5554240438559488e-05
237,1.3070833299585356e-07
238,-2.633506146829547e-05
239,-0.00015470361885408092
240,-2.434173318797415e-05
241,-0.00011865914393988976
242,-0.0004906981886993693
243,-0.0020337531639493724
244,-0.00012602741066043466
245,-0.000495917863850881
246,0.0003248698455422153
247,-0.0008574799660846513
248,0.0006357063637951456
249,-0.0015913794614700882
250,0.00014110505939621555
251,0.00024611829619346605
252,0.0003418937951673975
253,-0.00031772315130744054
254,-0.0024376213461667286
255,-0.006547454133596938
256,0.0017495911153962945
257,0.00010365313933077799
258,-0.00043830311027614284
259,0.004052366055001346
260,0.00020619139340235598
261,-0.00014703715683080334
262,0.00016956757453930524
263,0.000374732453440927
264,2.0696650284966215e-05
265,-1.0867489729235844e-05
266,2.642455159910195e-05
267,2.4206492639366046e-05
268,6.652098242055294e-05
269,-0.0001093346580220595
270,-0.0007695397412512561
271,-0.0011724771526847367
272,0.0007178729230996853
273,0.0007140485991431342
274,-0.0006487836026777601
275,0.0023501779952687183
276,0.00016217815050695013
277,0.0003734186909895279
278,2.7030799544496512e-05
279,0.0017136316930965597
280,0.0004849434958864731
281,0.0001086697174722291
282,-0.000951798071089129
283,0.00014836163002374233
284,0.0003514020590306014
285,-0.002329264944264288
286,0.0015469921940950357
287,-0.0013871399236914871
288,-3.736265102397887e-05
289,0.00012973609927374843
290,-0.00021605151807660994
291,-0.00043723526870810146
292,-6.386494743747772e-06
293,0.00021608761307066374
294,0.0005793295832484929
295,0.00225897290322939
296,-0.0005393466534186407
297,-0.0003196560882001768
298,0.00014904518479978867
299,-0.0028101329243204035
300,-0.0004926443990256067
301,0.0001468043717227455
302,0.001018165991828442
303,0.001897557600665503
304,-0.0005172830289340654
305,-0.0013381912888689128
306,0.0011613876592046356
307,-0.0011309609818329427
308,6.226350970455524e-05
309,-5.031637688934852e-05
310,-0.00012650647067370698
311,-0.00021786579243132702
312,-0.0005873459682259309
313,-0.0020421617353766097
314,0.0010265754552978854
315,-0.0027067490266572646
316,4.720051418472546e-05
317,-0.002064054170750294
318,0.0014233749177384074
319,-0.0002021485374223437
320,3.855602275280526e-06
321,-0.00012471165250054901
322,-1.751781962338646e-05
323,-0.0005790215555395526
324,0.0008853487844806098
325,-0.0007070104664434987
326,0.0009431526861555823
327,0.003513101143959516
328,0.00010487675655826123
329,-0.00020217337658677816
330,0.00020327082882138975
331,0.0004672822767073625
332,0.0015018454547119277
333,0.0005227816020688329
334,-0.00040175881009612484
335,0.0025089642692614953
336,0.00024006720069695166
337,9.939106681913594e-05
338,1.4742868814670996e-05
339,0.0010628535391352535
340,-2.918401217594807e-05
341,6.521436909066298e-05
342,0.0004385041740112234
343,0.0018663566535676583
344,-0.0021496823051244647
345,-3.4757824265738095e-05
346,4.251555708171335e-05
347,-0.0006762124643496989
348,-0.0008614215132134351
349,0.0003640832625184811
350,-0.0005685030991421143
351,-0.0033278518287530004
352,0.0003057344265306712
353,-0.0003384094960759722
354,-0.0011238787733989083
355,-0.0035411361901108145
356,-0.0011451906715064762
357,-0.0001499711350340901
358,0.0022483585437158273
359,0.002811418270405375
360,0.001353577185478054
361,0.000448848107129798
362,0.00019083460207123209
363,0.00598855037662141
364,-0.0014583562426608546
365,-0.0005645729072107716
366,0.002495245825042183
367,0.0016528265299094202
368,-0.001462140835020331
369,-0.0015605509031863518
370,0.0009684868637193189
371,-0.0077263455481822235
372,-0.0019425843752656263
373,-0.003440522754708911
374,0.004501531049607855
375,-0.0022973377452990833
376,-5.991023729433952e-05
377,-0.0030485171250940455
378,0.0013332226734316366
379,-0.007541613915142918
380,0.00024044036464025546
381,-0.0014205676859778828
382,0.000789908024266612
383,-0.0004407826211957097
384,-0.0009431290148586541
385,-0.003960537341875337
386,0.0036440151711901233
387,-0.0068838889900807235
388,0.00097901264345843
389,-0.0004975103734210837
390,-0.0012698286155168564
391,-0.0027291083279576693
392,0.005300845718393051
393,0.000800588916042628
394,-0.006504952248997824
395,-0.0008877787459918688
396,0.0011866309705508757
397,-0.0006417948458475028
398,-0.005633581714222776
399,-0.015446223354951053
400,0.0021869177753210687
401,0.001913005718656251
402,-0.0015304915020213634
403,0.007238750326370132
404,0.004961788108761181
405,0.0020299290310380777
406,-0.002256107115648547
407,0.013782299489104985
408,0.004295102534205712
409,0.0014877915339439097
410,-0.0005071809067508299
411,0.014949420494929358
412,-0.00023785757187478468
413,-0.0007505246337676402
414,0.0004639463546244124
415,-0.0011700440809974777
416,-0.0008097240686743386
417,0.0003185979209103698
418,0.0006007044294278801
419,0.001023252036250627
420,-0.001074978775730263
421,0.0005259816208207284
422,0.0017998931740358514
423,0.0033821395427722878
424,-0.0014383231821745316
425,-0.0005256804751250447
426,0.004343314343725228
427,0.005943212140394225
428,-0.002717530436181766
429,-0.0006910295343691564
430,0.0030668084749472875
431,-0.0006243129235506626
432,0.0001826858854858717
433,0.001932032314256777
434,-0.0018442380468574116
435,0.001075185397625984
436,-0.003951153187886695
437,-0.0015327831493884118
438,0.0013308674695884032
439,-0.012879311788134245
440,-0.0020751562194507704
441,0.0016504921607875449
442,-0.0005479505097777527
443,-0.003397975388879712
444,-0.000165086227267295
445,6.629810723067835e-05
446,-0.0007509423043042093
447,-0.001771650181394808
448,-0.0025632434612832783
449,0.0004491686718309719
450,-0.0026575524453994427
451,-0.014628969154602572
452,-0.00029432538624437574
453,-0.0017088127720565757
454,-0.0014553623162289974
455,-0.009948584194260954
456,-0.0005140763529328553
457,-0.0039581758076790725
458,0.002895748356003727
459,-0.005560136731527632
460,-0.005791500291283346
461,-0.008284354102814901
462,0.01017392069584431
463,-0.01812187428281557
464,0.00034353541568927403
465,-5.543133261565811e-05
466,0.0014655930340614592
467,0.005670053897254595
468,0.004222010052883369
469,0.0009525621398950978
470,-0.002134828756212207
471,0.007596433214711117
472,-0.00014746143215247834
473,-5.336764397850242e-05
474,-0.00035962266908288494
475,-0.001998646005866605
476,-0.0019553882803722287
477,0.0008854851461963445
478,-0.0025231452000501566
479,-0.01284009630719973
480,0.003748523852077709
481,-0.00034834782475279545
482,-0.0015893385150314192
483,0.00345829431994874
484,-0.00046205064444832417
485,0.004165422612585625
486,-0.00654775126039047
487,-0.0026068360882243826
488,0.0006197322325580549
489,-0.0009627564739636763
490,0.0002214226774663617
491,-0.0002031147884416005
492,0.00014742547506357473
493,0.0011798879266246474
494,-0.0021584275761172044
495,-0.0033150816424740498
496,-0.0005291954600541554
497,0.001290386859003502
498,-0.000986962120933563
499,-0.00028780868486223167
500,-0.007285070472099757
501,0.002000250033845956
502,0.00013122288168690113
503,-0.017867405103514845
504,-0.001351961870121238
505,-0.00023803591843065455
506,0.0035889789976577134
507,0.006203504547444132
508,0.0010333908570397436
509,-0.002736196086871847
510,0.00136030330047773
511,-0.0012476700137057815
512,-0.001400105584981389
513,0.0023369784408597692
514,0.0018983865499293622
515,0.009622954207749739
516,0.00022906681068381995
517,-0.0032298963535170723
518,0.00219025482888433
519,-0.0018605467568443747
520,0.0004254708424993832
521,-8.168193161114155e-05
522,-0.00028389454367981306
523,-0.0012837372457574082
524,0.0035808064478988896
525,0.0005278311472658397
526,-0.0024342363743783796
527,0.004511679940538398
528,0.0021648740459425703
529,0.00225039943309527
530,-0.0031544452761806683
531,0.005041450823987458
532,0.0004754362456677375
533,-1.7417759860248036e-05
534,-0.0008310268796390811
535,-0.00045449776818764023
536,-0.0002579387067580162
537,0.004302059034336946
538,-0.003545364224456798
539,0.0024836158603424616
540,0.00018864785086644985
541,0.000180192338940616
542,0.0004641091333212173
543,0.0023724565911059734
544,0.0003273950003907166
545,0.00021682974580526093
546,-0.00020403430797548346
547,0.0010508714576989
548,-0.0006232965098442592
549,0.00010753462994531002
550,-0.0020190416594160336
551,-0.006692683636374164
552,-4.902351080206322e-05
553,0.008325704229029049
554,-0.0035573278534144276
555,0.004077193255259541
556,4.58101798497411e-05
557,0.0024503817700392283
558,-0.0007912581822132582
559,0.0032512973345068187
560,0.00019812972280506183
561,-0.00018888376320243307
562,-0.000190924980416999
563,-0.0003582708011134644
564,0.0009024388952546751
565,-0.0011207840615490615
566,0.0002572692599250012
567,0.00013570085313418287
568,0.0008341448751259413
569,4.5953312469850916e-05
570,-0.00040071679892410484
571,-0.0014064801602765057
572,-0.0008089143855707581
573,0.00017166424241097966
574,0.0015180689435782685
575,0.00181101677072425
576,-0.00026936333579803646
577,-0.00031562828461227427
578,0.00032947026035281667
579,0.0003740007957369134
580,-0.0005485547117443932
581,0.0003268285948321606
582,0.0008823322303373273
583,0.002094857967714001
584,0.00064812971965239
585,-0.0006510962434472681
586,0.0006333341208699834
587,0.0021045324550550627
588,-0.0015120615483136066
589,-0.001625268080102127
590,0.0016936507992349715
591,-0.003578959940198869
592,0.00030266859979418206
593,-0.00016293863104655825
594,-0.00014598782156174665
595,0.00012081058913708341
596,0.00038025116794187565
597,-0.0002751918899190965
598,0.0010050895190079755
599,0.003627967015325669
600,-0.0026503807465595654
601,0.0021554772489148087
602,0.003457989835682192
603,0.00823934327987043
604,0.0001807217339110506
605,-0.0015627314075778854
606,0.0003069660488358153
607,-0.003674778969175108
608,-0.0036943260826744024
609,-0.0007950778345434096
610,0.003044252998779183
611,-0.003446149251252482
612,9.627805545501225e-05
613,-0.000991645000324073
614,0.00046443683781452293
615,-0.00086655913017277
616,0.0010002513446552101
617,0.0005374439762727441
618,-0.0007598639860362383
619,0.0016154516791794251
620,0.0011055432912623145
621,0.0006801591297697793
622,-0.0018208712014036238
623,0.0001233437654987247
624,0.004346057321515315
625,8.382782621899152e-05
626,9.820467191467487e-05
627,0.001944258970839043
628,-0.0014614926854859007
629,0.0023140889492583904
630,-0.0016744418068295472
631,-0.001592205348956708
632,0.0009024299937325047
633,0.0024948250262979517
634,-0.0028064053956914567
635,0.0011071478318068412
636,0.0016020760244619258
637,-0.00022904082988358044
638,-0.0018459655813810622
639,-0.002558909810319826
640,0.010679784688394834
641,-0.002160525013094564
642,-0.013635796453498982
643,-0.016243840577378314
644,-0.0028134005134335246
645,-0.002032137789945741
646,0.0029650064359839656
647,-0.005770227789576589
648,2.9042880874865025e-05
649,-0.0019008194579062411
650,0.0056147180454997865
651,0.007739619153988419
652,0.004004370546621613
653,0.001098094727572228
654,-0.0021302376751071873
655,0.009387181753773713
656,-5.5300536710566556e-05
657,0.0011184103453639935
658,-0.0020532077119133057
659,-0.0025755779618185444
660,-0.00040135850614799053
661,0.001991358038409185
662,0.0012745581000882839
663,0.008821386450800947
664,0.0005686077837241161
665,0.002056041096892536
666,-0.0014870507365886086
667,0.004026864127372741
668,0.00037710652387627194
669,0.0007816202867026621
670,-6.805786755129864e-05
671,0.0029567353745772336
672,-0.000382557093606151
673,0.000759309234947415
674,0.000905419859984869
675,0.005310288508575036
676,0.00024255111810204616
677,0.000643752818995573
678,0.0010808276846370846
679,0.006536809233433125
680,-0.00035888783048611446
681,-5.4402432935165086e-05
682,0.0005660005264699133
683,0.00019457176174579385
684,5.106563553651129e-05
685,-0.00026782553650326794
686,0.0004833911541204133
687,0.0006844874655109138
688,-0.0002769200599697705
689,-0.0006676261642743757
690,0.0009464098560528672
691,0.00023258451557749382
692,-0.0003217966695359386
693,0.00018570018180818202
694,0.0016392014115750664
695,0.004426892616820691
696,-1.2250225268378447e-05
697,7.938994526553214e-05
698,-7.784097794349578e-05
699,0.00042147999173045394
700,-0.00029777197182151584
701,-0.000496464110301243
702,0.0007441685564356426
703,0.00032530950360030466
704,-0.0003304414045004412
705,0.00020645776075095106
706,0.0006530265420984157
707,0.0012885827894748051
708,-0.0002171579367206296
709,-0.00013913590587496855
710,0.0013447889872090738
711,0.0027872432912232716
712,0.00476602834343587
713,-0.008478655293040262
714,0.005135395654492675
715,0.003794741721750168
716,-0.0006547843516015858
717,-0.0015387356855885573
718,0.0023776566183875258
719,0.0025145068357529054
720,-0.0034354288066736232
721,-0.002095558296960371
722,0.0005470319454709392
723,-0.01516979750538843
724,0.002133783826493416
725,0.0012095337175145127
726,-0.002161771548517551
727,0.0029218953091883194
728,0.004476410506889985
729,-0.002657688016316332
730,-0.0005909883363887245
731,4.571196863295106e-05
732,0.003564556075230615
733,-0.005365184093084763
734,-0.0019108645965888506
735,-0.015112811741821743
736,0.0033971710509885767
737,-0.0020046525117257048
738,-0.004696820618424549
739,-0.008079850381811209
740,-0.0015358253087367274
741,-0.004954439895439764
742,0.001414781345187939
743,-0.01862749050957248
744,-0.007214903305095992
745,0.0005628594638753868
746,0.0018188192555224768
747,-0.014570319484315888
748,-0.0002236425021559309
749,0.00021552988902695291
750,0.001573860927495354
751,0.0009677626797914194
752,0.00194606380254949
753,-0.002129049776916263
754,0.0006894460244110595
755,0.002669731819077702
756,0.0010492067676721526
757,0.0009504854816126568
758,-0.002353331145221075
759,-0.0016065196116799923
760,0.0003086478072768708
761,0.0026200340566860415
762,-0.0021248359821713567
763,0.0031139064743261878
764,0.0029177423871681297
765,0.002166779563271554
766,-0.0006302732207992715
767,0.012678516886907227
768,0.0014423319136032482
769,0.0002609197605234762
770,-0.001023933227912502
771,0.0025837549232790077
772,0.001258989690083962
773,-0.0013826014638822352
774,0.0028769859422441307
775,0.008056385383871512
776,0.0027669680502128468
777,-0.0005403898962396322
778,0.0014282413533219223
779,0.009593864554527402
780,-4.54068118796701e-05
781,4.256220560401642e-05
782,-0.00031218935774352875
783,-0.0008883221286789377
784,-0.004323930544144015
785,-0.0025450235720723595
786,0.004700895378617533
787,-0.005829306444227865
788,0.013644059965918267
789,-0.00020593269113426126
790,-0.020555155863179162
791,-0.025446618307845923
792,-0.0012959865247028552
793,0.00012412990962898949
794,0.0016319946997435846
795,0.0015530103191783993
796,0.00044809401689831154
797,-2.7699779835582256e-05
798,-0.0010552928855850911
799,-0.002307860844741396
800,0.0003109296829075254
801,0.00018160677024130762
802,-0.0012929763839864496
803,-0.001409398143966256
804,0.00014541097447007807
805,2.157968476645767e-05
806,-0.0004357447517646639
807,-0.00026222707912858646
808,3.4201207295614776e-05
809,-0.00011658481183043897
810,-0.00011017557101273016
811,-0.0004071528019917005
812,-4.241912228333413e-05
813,-0.00017699588361887457
814,0.00021000441520248618
815,-0.00047798835350027066
816,-0.00030488932584234467
817,0.004885885277086725
818,-0.002076239819050597
819,0.00551922001326395
820,0.002612421899120324
821,0.0016818060512296825
822,-0.0016640962949718754
823,0.005445108801962217
824,-0.008325919141261098
825,-0.0030363735306714623
826,0.005448594917753278
827,-0.02290385493168232
828,0.002559854959566244
829,-0.000809326605041623
830,-7.534876597749244e-05
831,0.00307033721405592
832,0.0015403894668917096
833,0.0006423100122510064
834,-0.0007263146041457997
835,0.004500194842162034
836,-0.0019922257226050906
837,0.002699198947613676
838,0.001524641349150884
839,0.0067927349987129465
840,0.0004195333915510169
841,0.0035794629398539124
842,-0.0027445190998433345
843,0.0046685419153136
844,-0.00042033886750597377
845,0.00021114164865660245
846,0.0005366024761420868
847,0.0018984273645510068
848,0.0004118891838798706
849,0.0025054880918395066
850,-0.0011891014491529515
851,0.006167234746336343
852,0.00010310562094637689
853,-3.101654033441374e-05
854,0.00029976590068665537
855,0.001477233605654472
856,0.00044172215067509206
857,0.0014519151441668469
858,0.0001068220308948063
859,0.006115190340044053
860,-2.3023189239089825e-05
861,-0.0012571319097404274
862,0.0014943002641928781
863,0.00021981012270240458
864,0.002201918914990605
865,-0.002349404728926401
866,0.00041966991356438897
867,0.0007308069315046692
868,-0.005534297081098755
869,-0.0020866644282766817
870,0.00526337331022348
871,-0.006816833908906176
872,0.002745255986685673
873,-0.0033822199549237123
874,0.0037756110984574864
875,0.011618880188475686
876,0.0008634465780831969
877,-0.0005514479313999302
878,0.000608728932660322
879,0.0031988148920875452
880,-0.00022324005083857598
881,-0.0012899744181879534
882,-0.0014073485682234758
883,-0.007780670171062371
884,0.0016708676279250344
885,-0.0012089633536080994
886,0.0004932776418676441
887,0.002647383386762542
888,-0.0016605849129609441
889,0.00027189955502672806
890,0.0003122782133053214
891,-0.0020457987163906
892,-0.00021555840635595098
893,0.0005402679485442374
894,0.0009264263211533392
895,0.0033538721586518516
896,0.001630506066946679
897,0.00043954868551318273
898,-0.00010510822533253618
899,0.0061858864593939454
900,0.0005299812728518509
901,-0.0017207983385238098
902,-0.0021195555581657163
903,-0.010129533962611788
904,0.004742055683704482
905,-0.001890113219159569
906,-0.0001779081017673519
907,0.008659178782461838
908,-0.0002963249577630502
909,-2.5837799711535742e-05
910,-0.0010757546620498721
911,-0.0031453880141069602
912,-0.00041684748953403535
913,0.00038905104650099827
914,-0.0014848980167570113
915,-0.003539086478885537
916,-0.0002906053160504035
917,0.000724094204124339
918,-0.0009664782090434531
919,-0.0012401226837124757
920,0.00019358612953565077
921,0.00018694720318685387
922,-0.0012288900531111087
923,-0.0010773687883507059
924,-0.0012232193213404356
925,0.0013987423285584035
926,-0.0006762779802149885
927,-0.004428098721599929
928,0.003403961304342559
929,0.0005464463928430277
930,0.00017745398519127293
931,0.012454151478196165
932,0.0021363756147954756
933,0.0017810799850788129
934,-0.0010620445666779412
935,0.00820672393105224
936,-0.000863700128511513
937,-0.0015210728503011355
938,0.0035419001644437244
939,0.00539026686758727
940,-0.0014038358423878066
941,0.002303894867462641
942,0.0023356763440823274
943,0.011465326481018216
944,-0.001429209923882987
945,0.002721619538075979
946,0.0009050890582942846
947,0.008111718707678118
948,-0.00014769947900482544
949,0.00030865853772401615
950,-0.0004932396563461491
951,-0.0005906658940699572
952,-0.0003324649077465771
953,-0.0002905037935108745
954,0.0016896894818920483
955,0.0028246269493431278
956,0.003587203984132244
957,-0.0015520465241562402
958,-0.00667593957446409
959,-0.015407137750180298
960,0.0012722854230095466
961,0.0028893325573580413
962,-0.002752934190468112
963,0.005161701570313486
964,0.002733141214217363
965,-0.001192711370884455
966,-0.0030107075831261785
967,-0.004712421358720959
968,0.0005994081477439196
969,0.0002919079932775589
970,0.0002671117432425172
971,0.0030698323323614727
972,0.0016524772315691045
973,-0.001323271500979506
974,0.004821617418547707
975,0.014465886891317193
976,-0.0076777013288398845
977,3.389690292290355e-06
978,0.004563551546056573
979,-0.013331013117065619
980,-0.0009295143508302216
981,-0.0014323246935444324
982,-0.0012784635156215766
983,-0.01295154403507
984,-0.0008871661991067314
985,0.003689516297848467
986,-0.0029809426740309863
987,-0.0006169111903942088
988,0.004213144015053236
989,-0.008844576773215195
990,-0.0032109126854874275
991,-0.02364341793672631
992,-0.002905048723767123
993,0.0012808777900334641
994,0.005607921858549971
995,0.016135968106526205
996,0.0022735166867823117
997,-0.0021425328178315936
998,0.001349839545426671
999,0.005653878208901965
1000,-0.004007519467173559
1001,-0.0025227154695389446
1002,-2.941653715738048e-05
1003,-0.01992508662804399
1004,0.00011991263678147751
1005,0.0010220791410972831
1006,0.001563543396724327
1007,0.007715469080590624
1008,-0.0005170234268777344
1009,-0.0005417236652122053
1010,-0.0011927128563182904
1011,-0.010075501727095983
1012,0.0019896987458780865
1013,0.0014354837169086787
1014,-0.003205191034921114
1015,0.0023725768349602727
1016,-0.0044241657663206665
1017,-0.0010532126938376843
1018,0.0010798398104625284
1019,-0.011252316115298477
1020,0.002692657522104668
1021,0.002606725539647978
1022,-0.005144384591986904
1023,-0.0009759349853440907
1024,0.005736025303978214
1025,0.0018755028360969103
1026,-0.0016228949792403001
1027,0.01702856188206846
1028,-0.0007306723018106548
1029,-5.723470397865121e-05
1030,-0.003748478303911719
1031,-0.014712675049246598
1032,0.005061213599433489
1033,0.0021601712924414615
1034,-0.004800826280159352
1035,0.0063797774332715485
1036,-0.0027243097982405083
1037,0.0012718022629320087
1038,-0.0013804542834776655
1039,-0.009685599806652028
1040,-5.336147567439009e-07
1041,5.183366238706214e-05
1042,1.5957979393542147e-05
1043,0.0002211828859389772
1044,0.00041338949509151657
1045,-1.9824123446776352e-05
1046,-0.00011561481612999514
1047,0.0005166456621484765
1048,2.8441592674941975e-06
1049,-0.0002019423970622708
1050,-8.545073646760415e-05
1051,-0.00016306198980273846
1052,-0.0007443861874731933
1053,0.003138173416676382
1054,0.0006787611966903298
1055,0.009877844472620034
1056,0.0018614873112571355
1057,0.0006791319882334399
1058,-0.00012063701108516125
1059,0.007112561384681555
1060,-0.011555501389459722
1061,0.0034748418859099055
1062,0.006766975625239927
1063,-0.003963818797468138
1064,0.002505593908927872
1065,0.0021099730384565593
1066,-0.0032198117612389212
1067,0.0068534035822925676
1068,-1.4929681646413199e-05
1069,-1.7902875305834855e-05
1070,8.67789096949527e-05
1071,1.9144038856850987e-06
1072,-0.0003126854667444271
1073,0.0004005096452851703
1074,2.4757344085890748e-05
1075,0.0005167955758685196
1076,-0.000351358372718324
1077,-2.2663430231271527e-05
1078,0.00018440071612296394
1079,-0.0019281847193421044
1080,0.0001388343098820519
1081,-0.000247546782779324
1082,0.0002821276555540069
1083,0.000930087284654912
1084,-0.00029163049462241336
1085,0.00025186845534915745
1086,-1.8841871137611837e-06
1087,3.6105477729700938e-06
1088,-0.00027845282036145666
1089,-0.0003230395082000833
1090,0.00035494633849651893
1091,-0.0007593086311219144
1092,0.0013490325224783748
1093,0.00022890880526455626
1094,-0.0007430359091819027
1095,0.0027010068594200244
1096,0.0002968081994335004
1097,0.0007770109585510956
1098,2.8639407898268e-05
1099,0.0035713582025430415
1100,-0.00126379312448504
1101,-0.0021170677553786453
1102,-0.00038860300854894704
1103,-0.010873476601369968
1104,0.0008807976246458025
1105,-0.00048533198138835673
1106,-0.00024980971541467973
1107,0.0005296720661217803
1108,0.002044214905582908
1109,0.0006015601037411685
1110,-0.0015148260548282872
1111,0.00247525357422
1112,0.0007402656608281305
1113,0.0002109739448719884
1114,-0.0008738878600629026
1115,0.00031198770900160233
1116,0.0053858117579317355
1117,-0.0011147056400637307
1118,-0.0025690245699791954
1119,0.006814652482200831
1120,-0.000352659986090333
1121,-0.00041563834984081606
1122,-0.00020212079847000027
1123,-0.0023774350573718237
