,elapass_in_virtualper_inf
323,-0.012183598721921221
324,6.846132423961871e-06
325,-0.00017305587401594298
326,-0.00045227718501154933
327,-0.001528512448560755
328,0.0003857997043577685
329,0.0023746251566815735
330,0.0008306113885662469
331,0.010510594752456554
332,0.00020046566287884544
333,0.00032704843625291897
334,8.400051609620224e-05
335,0.00031094716906061355
336,-0.00196896160316852
337,0.002948316988357467
338,0.0011445429183544506
339,0.007703282016787008
340,0.00012331375098418194
341,-0.002588248518806776
342,0.0018153995780837671
343,-0.001627498017041532
344,0.009179132739882403
345,0.02438129095387432
346,-0.025512369675147396
347,0.027174169009422936
348,-0.0012084996699921855
349,0.0016638263505328373
350,0.0010022328597960163
351,0.004253281574008529
352,-0.0012128375768642907
353,0.0004972834498412188
354,-0.00013231578762093278
355,-0.001369327066018425
356,-0.0011549002046007779
357,-0.00032804064318093677
358,0.0005984259290368031
359,-0.00234358907165349
360,-7.238435530251085e-05
361,-0.001550461549848532
362,0.0013728117030440954
363,-0.001009979253277202
364,0.003068756841557965
365,-0.00652045866190966
366,0.00501144948749866
367,0.004828131353829742
368,0.0006964236803739798
369,-0.0010277161696895362
370,0.0002785821133979552
371,0.0002813449115893275
372,1.3382664992248287e-05
373,-0.00025178884382526977
374,-0.00019197236795076092
375,-0.000894659546376579
376,-0.002815079440548117
377,-0.0006417838887009117
378,0.0006207294044385047
379,-0.006775904489018759
380,2.1313370999613034e-05
381,8.344536288657914e-05
382,-0.0002672668087246221
383,-0.0002366005927126799
384,0.00011435782274115736
385,-5.542123480175705e-05
386,0.00021718191554368635
387,0.0007765869391125373
388,0.0009572038606291099
389,-0.00012968185827470302
390,9.412607433765807e-05
391,0.00016949436090019806
392,-5.969643710197426e-05
393,-0.0012941262837352122
394,-0.00131982597381794
395,-0.009069581131785126
396,-4.4383530275083065e-05
397,0.00027561825679417234
398,4.4403055436878315e-05
399,0.0009113319204353537
400,0.0003227873579044772
401,-0.0012756462450295462
402,0.00039442050518809295
403,4.3696031649706994e-05
404,-0.002983951053389446
405,-0.0012738088267019694
406,0.0011161547730098227
407,-0.007034112643914888
408,-0.00031264208753394897
409,-0.0007904430245396432
410,0.00036399836106644907
411,-0.0024683267824486877
412,-0.0004170437037148736
413,3.7005801863056805e-05
414,-2.9138816660828424e-05
415,-0.0015064163155657736
416,-6.0266342789682634e-05
417,-1.510131436116188e-05
418,0.0005554592710091399
419,0.0008980525553421215
420,-0.00021932077816024778
421,0.00017401524239133662
422,0.00012341754931319233
423,-7.884225193364598e-05
424,-0.003123080738329913
425,0.005596205563774304
426,-0.0039084924962265195
427,-0.002308977227850132
428,0.0003141544016364269
429,-0.00016174266671469857
430,0.00024015933345913003
431,0.0015728174629863043
432,-0.000638579759542939
433,0.00047492870040158065
434,-0.00043780718464631936
435,-0.0009661487180774541
436,-0.00047123334451129714
437,0.0004163376063519319
438,-0.0002811970296777798
439,-0.0011536109668541178
440,5.485335865457405e-05
441,0.0010984087306291415
442,-0.0003493203509474043
443,0.0010971121705118617
444,-0.0002482773236229366
445,-0.002830539633344259
446,0.0008813799761101567
447,-0.005007249839323001
448,-0.0017674458100540441
449,0.0011193385679869855
450,0.0019696748814394785
451,0.0037824425345767327
452,-0.004979340697716962
453,0.0012954335187205374
454,0.0006816694693576337
455,-0.003749338571620871
456,-0.002112738314127579
457,0.00043924306334192683
458,0.00043873686203760315
459,-0.004341830674777669
460,-9.154567395992654e-05
461,-0.0002700576082052582
462,5.865603165114464e-05
463,-0.001811374329513846
464,-0.0016071636674514886
465,0.00023250685908378924
466,0.0004957345491007547
467,-0.0045978329182763
468,7.697141340206375e-05
469,-0.0001796342893369204
470,0.00014914257154886854
471,-0.0002507515638328553
472,0.0007445943526992372
473,5.080824161336243e-05
474,0.0013034795077581133
475,-1.7787009040887777e-05
476,-0.0008817679783844022
477,0.00012195512709741191
478,-0.00010324450971729297
479,-0.0030268000106987614
480,0.0005610232251415336
481,0.00010110046916698241
482,-0.0011138025077697042
483,-0.0006360840039330225
484,0.0003664581369703952
485,0.0006777713579673808
486,-0.0008788331293946063
487,0.000982180933496685
488,-0.0016942090362883097
489,-0.0020522461822583223
490,9.74473254544232e-07
491,-0.009254381400629081
492,-0.002708441907339309
493,-0.0011515844842704141
494,0.0020244849290810326
495,-0.00701556913731423
496,-0.0002961465666191859
497,0.00015964277613414883
498,6.776451750027e-05
499,-0.00027309425309107765
500,-0.00018110901958602626
501,-0.0030703811439278
502,-0.00017657300816166705
503,-0.010827404321618649
504,0.00434630660178372
505,-0.0036364189466891995
506,0.0006788224249884699
507,0.005796679344673252
508,-0.0002894857347014291
509,-0.00041693929221994015
510,0.0003799248617671525
511,-0.0020808124492760803
512,-1.998614850982155e-05
513,0.00010007117742808832
514,-0.00032992565598568825
515,-0.0011940649852737923
516,-0.000767540542371829
517,0.0005420038630721606
518,0.0002445222911715475
519,-0.001150865393060898
520,-0.0008777227367365363
521,-0.0010438597109916185
522,0.001388028006241531
523,-0.0022433774417928705
524,-0.0025022876760325136
525,-0.0006148158390896504
526,-0.0014380950279066639
527,-0.01316604338959591
528,-0.00010710134951577544
529,-5.387924886325949e-05
530,-3.8237047179854235e-05
531,-0.00010175162110595773
532,-6.586827784315641e-05
533,-0.00028608989605372824
534,0.0009174275519524981
535,-0.00014855352081708287
536,-6.880474788118394e-05
537,-0.0006737568411989046
538,0.0006032921120963331
539,-0.001369162833550329
540,-0.00019008443352616986
541,0.0002257162761351828
542,0.0007764063477310113
543,0.002398047097860581
544,0.0006930875499890424
545,-0.000814445396056649
546,-0.0007014825946111021
547,-0.002340481350415492
548,-0.00039895037916939854
549,-0.0009017089712429202
550,0.00022780674160408212
551,-0.0030927548617428607
552,-0.00486722393716026
553,-0.006650130149648246
554,-0.0006485483793910455
555,-0.03857665130496849
556,0.010539262524260386
557,0.0038648237560312765
558,-0.008954797741493128
559,0.021340704458664966
560,0.005055736717755984
561,-0.0017266095532388875
562,0.0030463552265822683
563,0.020203652554332957
564,-0.0114996823139909
565,0.009526007359924772
566,-0.018310499034487907
567,-0.06632723580323426
568,0.012154817212082971
569,-0.008182544459072754
570,0.002783353960740222
571,0.027726647723958657
572,-0.001039840300611366
573,-0.0005839870094704616
574,9.07446440342666e-05
575,-0.005499868728658155
576,0.014652587792115515
577,-0.009579711352489596
578,0.003973194400669637
579,0.03315546332585997
580,-0.00023708616830333534
581,0.0008903063193425108
582,6.558081200065347e-07
583,0.00046881082900985854
584,0.007037419956884099
585,-0.0023676120364726633
586,-0.008704733658959699
587,-0.01153005071463741
588,-0.00010897277424228012
589,-0.001461324838573122
590,0.0007810752591786676
591,-0.0017389629299783547
592,0.0003117374837145675
593,-0.00017474427877192233
594,0.00012631488537131517
595,0.0009173700064206509
596,-0.00013698716075720538
597,-8.714639686987485e-05
598,0.00014225281084977187
599,-0.00013674728237433333
600,-0.0003972412642113694
601,-0.0007401141023352952
602,-0.0011227066997662714
603,-0.006667753069474487
604,-0.0013473289261294087
605,0.00047665611771915116
606,0.0005709961099555602
607,0.0010506436098112536
608,-0.00023886298959577878
609,-0.0004934468345917024
610,7.111796606016672e-05
611,-0.00498929671937209
612,0.006606242508557863
613,-0.002655608123575403
614,0.0003117994688611611
615,0.010741850302912552
616,0.0005156072711620295
617,-0.0012380474839708778
618,-0.0006582322394803643
619,-0.0028648150172282164
620,-0.0005439927550802578
621,-0.0002012896857909863
622,-5.583827672611103e-05
623,-0.002088696120753052
624,0.00018555350007295232
625,-0.0014602806262069242
626,-0.001326291981427042
627,-0.007407360517594233
628,-0.001910604037838173
629,0.004129192750726863
630,0.0008380619772146757
631,0.007922201618325825
632,0.00018311302432445238
633,-0.006186227409548286
634,0.0002201593662893415
635,-0.012196391994171352
636,-0.0011511736072430455
637,-0.001293563576635137
638,0.00019599563480904268
639,-0.006608370038342012
640,-0.007830925015790418
641,0.006243570422201005
642,0.0004956641016939817
643,0.0063991008598021865
644,4.745936664806698e-05
645,-9.842154933930152e-05
646,-0.0019102815698686848
647,-0.007167635572662975
648,-0.01877602184748656
649,0.024927269016019646
650,-0.03141561212047667
651,-0.08183702526822416
652,-0.00028454392730618204
653,3.281197346876449e-05
654,0.0011759598683820818
655,0.0010541518267719347
656,0.0014023095623913638
657,0.004925805347148303
658,-0.0237413674976603
659,-0.06020860022295312
660,-0.022165946418413015
661,0.03606247620974458
662,-0.0051940651918551935
663,0.021946203660475817
664,2.970583838026891e-05
665,-0.0015673393622706775
666,0.00015146031073113846
667,-0.002664332310787082
668,0.0027267407632834964
669,0.0008282141036292526
670,-6.078161359521804e-05
671,-0.0008921343771466118
672,0.003102551891905457
673,0.0004760230877864176
674,-0.003736196031273795
675,0.00036216754782074844
676,-6.820286684548713e-06
677,0.0002163959944826363
678,-7.679755971607514e-05
679,0.0004140931117438576
680,-6.984089166396129e-05
681,0.0003281633125052657
682,-0.0002496134765157137
683,-0.00013778379531483988
684,-0.0008340703175685184
685,-0.0005820722705437244
686,0.0008099369172761793
687,-0.0026541804408452565
688,0.0012474306481037643
689,-0.0011678331944600124
690,-0.002712148936055414
691,-0.003279968433929329
692,-0.0005993182963595538
693,0.00012335906399852983
694,8.097359736505045e-06
695,-0.00020604190697054846
696,-1.670226354252982e-05
697,-0.0002220146566329189
698,0.0006567115380007869
699,0.00035400989797280654
700,-0.001086439962300904
701,0.0015638995758377968
702,0.0004920721206117743
703,0.003979234397355195
704,-1.3645064062162019e-05
705,3.237199704196246e-05
706,0.0001419701168678462
707,0.0003512687344057154
708,0.00016883371290168147
709,2.515800508407577e-05
710,-0.0005808987865812442
711,-0.0006459562781080007
712,-0.0009203435448343155
713,-0.00023762619450442985
714,0.0004066687323530567
715,-0.0020384864833603387
716,-0.0006709847309147685
717,-0.0019465969272710812
718,0.0007380573446016751
719,-0.005022693447632785
720,-0.005708706043199098
721,-0.009715997495996567
722,-0.0076579885441588995
723,-0.08110188313381589
724,0.030718722349183377
725,-0.003346658951423713
726,-0.0386081013206075
727,-0.0461021498049777
728,0.0023613019054395208
729,-0.0020130587341429256
730,0.0002915572505295417
731,0.0009791252266370153
732,0.003228415455160964
733,-0.00025068670309806574
734,-0.00046801275914307475
735,0.00335070127083431
736,-0.0003742353502404248
737,0.0011568054643697053
738,-0.0008292835284937695
739,-0.0012799002914136758
740,-0.0024144860470975576
741,0.0019443154042023405
742,1.0311646718679204e-05
743,-0.0026599237011612244
744,-0.0022969788425406877
745,-0.0020622632022036648
746,3.738286517996166e-05
747,-0.012638050097248074
748,-0.0004004362474771391
749,-0.0003020973979326678
750,0.0008371839674159547
751,0.0003006426138611778
752,0.0002714409392291925
753,-0.00014965284571886807
754,0.00013294432319826434
755,0.0005148822156467476
756,-0.0014544472925800452
757,-0.0008795422032789238
758,0.0015081415893320085
759,-0.0025678664095409504
760,3.5162003755520403e-05
761,-0.0028136277642128887
762,0.001621449934349763
763,-0.003599900813121503
764,-0.00023323531743323685
765,-5.698827631709023e-05
766,0.0008345079253435772
767,0.0018989175396121707
768,-0.000193488950751672
769,0.00014863348283753171
770,0.0002645124110769065
771,0.0002206249445186161
772,0.001275298163648227
773,3.6012671966210384e-05
774,-0.00015350432022991631
775,0.0030685940098150646
776,-0.0002036494132530332
777,0.0006990080701216957
778,0.00031249731642588545
779,0.001982362107054955
780,0.00029945834606098055
781,-9.249716105199352e-05
782,0.0003536162490138456
783,-0.0001471549301210158
784,-4.188996723880116e-05
785,-0.0003503953084079412
786,-0.000137990069852746
787,-0.0005200217939318325
788,-0.0009487990325229225
789,0.0002880655272587821
790,-0.00043880776058246706
791,-0.005336107395714832
792,-0.00032783724656401425
793,0.0013867508627461716
794,-1.248957086326691e-05
795,0.0037163304092987294
796,5.520317076307894e-05
797,0.0006710036564548619
798,-0.0008681224549089584
799,-0.00025696795276162793
800,1.531231696172409e-05
801,-0.0002723511092669795
802,-0.0008262080864838039
803,-0.0033931299757402416
804,-2.2184077797361462e-05
805,0.00010673319275020215
806,2.6989008589883865e-05
807,-0.0004166782715716625
808,7.521813441638502e-05
809,1.2242658345507113e-05
810,-6.445677839641259e-05
811,0.00021649427583520447
812,0.0005002818899462892
813,-0.0002815635942033065
814,-0.00019551964522413525
815,-0.000460176518299215
816,-0.000845907862829239
817,2.0920608225473946e-05
818,-0.0001620825453942369
819,0.0004818158307296214
820,-0.00034060039067763877
821,0.0005108235070859395
822,0.00022614976413945902
823,0.0008610777129864412
824,0.0004762422383454459
825,8.816378258393453e-05
826,-0.0002293264081181723
827,0.0003610927421266056
828,0.0020032147361474417
829,0.0036774004979618553
830,-0.003655166670607501
831,0.00619722264822079
832,0.00015752184242329948
833,0.00036454431158782814
834,-4.988764183809081e-05
835,0.0007840985659743139
836,-0.0003310100432764285
837,8.60600260405249e-05
838,-8.858354124435019e-05
839,-0.0010045232199909783
840,-5.931813900950292e-06
841,-0.00012383842259857975
842,5.918730405667366e-05
843,-0.00033025677432301143
844,6.770943355021705e-05
845,0.0006320272492943742
846,-0.0002776112854194079
847,5.029395183054514e-05
848,0.00015071393394126294
849,-0.00013615971346524178
850,8.57072331497393e-05
851,-6.028285545774622e-05
852,0.024232541731971497
853,-0.00665656846784375
854,-0.024722292486413052
855,-0.023416058972559956
856,-0.002931133199751993
857,0.000780140999325033
858,0.00047143525532797575
859,-0.00359660722364743
860,7.810175065282584e-05
861,-0.0017194986492155234
862,0.0014241741195695117
863,-0.0005246708078347703
864,0.00048764056535616565
865,0.0007343270396552095
866,-0.0003922897581886656
867,0.0016556057443734998
868,-1.7300066445256754e-05
869,0.00012811206660569307
870,0.00016169344082694444
871,0.002086470673910695
872,3.635788951617511e-05
873,-0.0005241304923825487
874,0.00048536555557278203
875,3.823712765811275e-05
876,0.0011817654702287505
877,0.00089227208202772
878,-0.0006151216564521514
879,0.0048934681549748825
880,-0.0008453672151918424
881,0.000177191780679163
882,6.562631011683844e-05
883,-0.00023793789291487818
884,0.00033868943287756136
885,-0.0002479376258510524
886,0.001187972464347033
887,0.0002841371707635346
888,-0.0009990384160276204
889,-0.0005105866684200621
890,0.00021322706702367125
891,-0.002311841819611525
892,-0.0002649069575390103
893,0.0008085630986749467
894,0.0009609879782140903
895,-0.00024958141787896653
896,-7.282842147764651e-05
897,-1.0956875650488142e-05
898,2.5020763775210552e-05
899,5.919746121578229e-05
900,5.881285364008944e-05
901,0.00020540683171852843
902,7.271326085225324e-05
903,0.0028314561020213553
904,0.0006829479054030849
905,0.00064882530020966
906,-0.0008654939262272157
907,0.0011983851637537085
908,-5.775791633807416e-05
909,0.0014655252625301388
910,-0.0007132126126361982
911,0.000895964116502815
912,-0.0005258845518279728
913,-2.1951703325097114e-05
914,7.50238304867188e-05
915,-0.0017694862996926817
916,-0.0003059217700746481
917,-0.0002948122301310094
918,0.0011899850352866841
919,0.0016462179185226511
920,1.0930178213427199e-05
921,0.00020208969331072038
922,-0.0004078424812752064
923,-0.00029893055896944065
924,0.0001962868107355888
925,7.698347452247152e-05
926,9.342617384137306e-05
927,-0.00019627430147594512
928,-0.00030564712893454916
929,0.0004566315993076367
930,0.0002599030909817841
931,-0.0007542867648657878
932,0.0017408003171858774
933,-0.0025209802563959474
934,-0.0008436646797603467
935,-0.0038878684924442846
936,0.022349204971389078
937,0.011679726202359044
938,-0.034567373803378224
939,0.016046650331607168
940,-0.010984723489492079
941,0.019503502209036922
942,-0.006758023364806168
943,0.01004848711909293
944,-0.018377681442323896
945,0.016094791991577848
946,0.005294573345324518
947,0.024041118885406956
948,-0.001973898404584466
949,-0.0019010063825121131
950,0.002132997795408091
951,-0.0043172794208317395
952,9.990109096411438e-05
953,4.06238983036213e-05
954,-0.0001940549088471589
955,-0.000447504748149659
956,0.0007206291789503309
957,0.0008190921038873968
958,-0.0009065286819888256
959,0.0008906799379637098
960,3.809116961064822e-05
961,-0.0006026389222726152
962,-8.868576130339276e-05
963,-0.0011056278643329577
964,0.00023956692354331445
965,-0.00024832447362350415
966,0.00010199318775252786
967,-0.0013512242878449465
968,-0.001160176439255287
969,0.0001812235937986378
970,0.0002490196460560377
971,-0.0015719705116652356
972,-0.00011045899684684965
973,-0.00023800984441393867
974,0.00011765188793416436
975,-0.0011164796799462897
976,3.110529570011158e-05
977,-0.0010831853561788344
978,0.0014363459193096775
979,0.0008295844392029986
980,0.0003616226191061219
981,0.0005828034147627567
982,-0.0003708527093922655
983,0.0007033364527972162
984,-8.94374332538324e-05
985,-0.0007168705001089085
986,0.00014252757971800392
987,-0.0021669099524416076
988,-2.0934664028524152e-05
989,4.71905829865533e-05
990,5.45279729956249e-05
991,-0.0001851649206953384
992,-0.0003238655900814862
993,0.0003241825583040406
994,0.0003044609757545874
995,2.4791213365283277e-05
996,0.0006595163897158855
997,-0.00020584973270217985
998,-1.4452896669255845e-05
999,0.0005335720873263767
1000,-0.0003246470205654331
1001,-0.0004713819701972187
1002,0.00021244520885790736
1003,-0.0021243271666659272
1004,-0.00013743388788339475
1005,0.00043830203829462496
1006,0.0005284128148562809
1007,0.003575341435885687
1008,0.00016728121738761515
1009,-9.964047772490124e-05
1010,0.0009700799659920501
1011,0.0035101892721832954
1012,-0.003653130789020847
1013,-0.0003912164354070752
1014,0.0024193871105184436
1015,-0.002851453982267907
1016,-0.0003951182074513315
1017,0.0008315107288964671
1018,0.0003961880791708108
1019,0.0021213020471091927
1020,0.0005448366384303281
1021,-0.0002686435470865067
1022,-0.0006308198300368691
1023,0.0006720828668776205
1024,-0.00019881902378757614
1025,-0.0003992109134168811
1026,-0.00109849350746068
1027,-1.1010024077262358e-05
1028,0.0003364713698190927
1029,0.0005396628722290763
1030,-0.0011928229626545215
1031,0.007464328154078784
1032,0.003638392986967484
1033,0.0035912588654138386
1034,-0.0023103115917383595
1035,0.018964321570187233
1036,0.0036245995412310865
1037,0.004144509882460404
1038,-0.0015248973280000517
1039,0.021634794444984944
1040,-0.0012380900595654707
1041,-0.0007279808100616071
1042,0.0007290469501303517
1043,-0.004918979713605199
1044,0.00019153439210884836
1045,-0.00047610124462387616
1046,0.00011110914913588712
1047,-0.0014308744985055007
1048,0.00033362990190999536
1049,-0.00032310999158233135
1050,0.00039758080539101725
1051,0.0011174578786886402
1052,-0.00015922245996216033
1053,-0.0009224647647542541
1054,0.0015384022497667348
1055,0.0003834094059891074
1056,-0.00028043211404632967
1057,1.4370496433324524e-05
1058,-5.333922143435016e-05
1059,-0.0008289173715701324
1060,-0.0007749050916224477
1061,-0.00271450033105534
1062,0.0002134739921453135
1063,-0.010571313079957718
1064,-0.000958998840754874
1065,-0.0006911917077690538
1066,-0.0013979601740749157
1067,-0.0101814758251207
1068,-0.0014999973373149363
1069,-0.0009494743311441424
1070,0.0016753393034180603
1071,-0.00618924196821243
1072,0.0001772128263463221
1073,-0.001999068412608671
1074,0.0005700430779293922
1075,-0.0027656484412898314
1076,-0.0003500211752177916
1077,-0.0004926088405505632
1078,0.00037264493711346836
1079,-0.001774083943071033
1080,0.001001996195632347
1081,-0.00029104635337635817
1082,0.0012961438170646339
1083,0.006367267091304695
1084,-4.176578135126838e-06
1085,-0.0008124127678116667
1086,0.000905973866398115
1087,0.0013426913959201515
1088,0.000622093974994435
1089,0.0011103151835028177
1090,0.003236420597065576
1091,0.01702870938505712
1092,-0.0013973669076011168
1093,-0.0013308408421821695
1094,0.00234936297195411
1095,-0.0005470876985083551
1096,-0.0012371808712457121
1097,-0.00039379260143625883
1098,0.0013900358480965407
1099,-0.0015126742670911468
1100,5.0832009975638476e-05
1101,-0.0004209383992746059
1102,0.0004075129085072653
1103,-0.002126276410633498
1104,-0.00016088021307306163
1105,7.413752759795073e-05
1106,6.697418349499811e-05
1107,-0.0005581685703052448
1108,2.3615734895359305e-05
1109,0.00014519247450727813
1110,0.00014342939021511062
1111,0.0001701710209156448
