,drop_il_virtualper_inf
343,0.0006706146945396823
344,-0.0020108959801755423
345,0.00029287472063928104
346,-7.370997128125652e-05
347,-0.0007482855584076717
348,-0.001060311177368853
349,0.0003454861567992813
350,-0.0004846397865148953
351,-0.003371553736916184
352,0.00013155994251061164
353,-7.671561816195035e-05
354,-0.000288343384695767
355,-0.0011055352773761428
356,-0.001441889025843554
357,-0.00018600722207822104
358,0.0029097421407154327
359,0.0035592264588610516
360,0.0013015460880438131
361,0.0005112315006387572
362,0.00018450265985166535
363,0.006092713576322187
364,-0.0018948119525416857
365,-0.0007814145728252448
366,0.003200817842129654
367,0.0021805306569898366
368,-0.002129276607081883
369,-0.0020849976606670336
370,0.0011730385391310084
371,-0.010284528265308327
372,-0.002396727216152911
373,-0.004553759439592918
374,0.005863281369545146
375,-0.002952791384762646
376,-8.810830875072704e-05
377,-0.004497126876977225
378,0.0017432532668299565
379,-0.010675474304657076
380,0.0004058942873832699
381,-0.0016664901861590895
382,0.0011263143103662292
383,-0.0006010314830756417
384,-0.001295584949519555
385,-0.005068985950076834
386,0.004003615027555365
387,-0.008572030329714625
388,0.0014833903106318345
389,-0.0007043218862006468
390,-0.0017991785969894243
391,-0.003950876782693271
392,0.008189656165963469
393,0.0012171630261644335
394,-0.008837111086248975
395,-0.0013069130332002167
396,0.0019059390392465992
397,-0.001001905555951474
398,-0.00927248630025316
399,-0.02477032012032781
400,0.002980886043845972
401,0.0025417677541795004
402,-0.0021413903614992307
403,0.009863149096819655
404,0.006176515833068503
405,0.002551331745528164
406,-0.002823077167990001
407,0.01724111868699026
408,0.005831520194695442
409,0.002119514524419558
410,-0.0007038744702446176
411,0.020756381087037406
412,-0.00014707296570582042
413,-0.0016398369638651333
414,0.0009787128214296498
415,-0.0017258396389535048
416,-0.00124825165370956
417,0.0005619828055444835
418,0.0010176230970707033
419,0.0016952713365939352
420,-0.00158958055378472
421,0.0007293306295359892
422,0.00210761673702512
423,0.00453646755826605
424,-0.0018950064752349491
425,-0.0007001373820474732
426,0.005609607941234652
427,0.007801907786208514
428,-0.003479936885045369
429,-0.0008680390004421101
430,0.003955348339094199
431,-0.0007963750383152855
432,0.00022204746385741394
433,0.0023503604820651037
434,-0.0022600415109819394
435,0.0013111331287953072
436,-0.00436942270900495
437,-0.0014890061902342253
438,0.001207535418442683
439,-0.01280693501660779
440,-0.0021164703803249513
441,0.0014782736628920182
442,-0.0005207753713344207
443,-0.0032407681150399457
444,-0.00023595425066380864
445,0.00016044857345741108
446,-0.001026209351300441
447,-0.0028539150398560497
448,-0.001753337260662362
449,0.0005513020892064146
450,-0.0032204210129157004
451,-0.015373908364491363
452,-0.0002067862628558712
453,-0.0015608738716926167
454,-0.001014585683422759
455,-0.007667713659254791
456,-0.0008436975799765966
457,-0.006784876612610005
458,0.005221047896728601
459,-0.009573982478344806
460,-0.010406701075453927
461,-0.012278039840693589
462,0.015026877291809751
463,-0.028439931550894356
464,0.00045364787708746055
465,-7.209655266446619e-05
466,0.00220962420572661
467,0.0077846551147511866
468,0.0052523640263653385
469,0.00145253355977724
470,-0.0028586230676607323
471,0.010430055745095807
472,-0.00027854698420291585
473,-9.898647886903288e-05
474,-0.0006730375887966433
475,-0.0037427094145279175
476,-0.0019084446072901728
477,0.0007931714829625823
478,-0.0028895651871481956
479,-0.01289290213137474
480,0.0010954314708943008
481,-9.739356507667349e-05
482,-0.0007103329925786451
483,0.0011854936731208632
484,-0.0003965988626408556
485,0.0048996914059355225
486,-0.005526867424431206
487,-0.0024529883579205783
488,0.0006310211791369989
489,-0.0011505083199570573
490,0.00023789504945032912
491,-0.00022327760922633957
492,0.00029746589695124723
493,0.0019599983530432436
494,-0.0033075666046112093
495,-0.005731393193607712
496,-0.0005516483941721682
497,0.0012392217789486222
498,-0.001061721227720011
499,-0.00029559902344102854
500,-0.005072504518822039
501,0.001390903960573785
502,9.112642198632797e-05
503,-0.012424202675799297
504,-0.0018323349396812993
505,-0.00026560344632802684
506,0.004066111194410082
507,0.007469100820076612
508,0.0012306544785271945
509,-0.0032438287069714478
510,0.0016875492907597646
511,-0.0015050231927234744
512,-0.0018765482914560147
513,0.00261246650690541
514,0.0025671900033090588
515,0.012262883894270974
516,0.00025973825362858474
517,-0.00368738684874943
518,0.002797700457502249
519,-0.002201081704276936
520,0.0006504603064435528
521,-0.00011578049537099762
522,-0.0007594326087938049
523,-0.0021261845857773964
524,0.005064697529624532
525,0.0007620457281231056
526,-0.003527007020938621
527,0.0064747004343056885
528,0.0037676236860199044
529,0.0034285205142023365
530,-0.004723182395690376
531,0.0079665798633094
532,0.0009961618048642058
533,-1.9551652251159936e-05
534,-0.000606557301085368
535,-0.0005628799787194863
536,-0.0003531046390273309
537,0.005965180159521508
538,-0.004627799459187035
539,0.0033602624444120134
540,5.5233664519214115e-05
541,0.00011368034102165666
542,3.008083375807059e-05
543,0.0007294653468086228
544,0.0002852623695620657
545,0.00013515840875811692
546,-8.921292438489106e-05
547,0.0006702290330223253
548,-0.0006485875834787208
549,0.00013708036068781814
550,-0.0021458572561895576
551,-0.007561448261742039
552,-0.0003422919394887299
553,0.01005683292678868
554,-0.004020600640220995
555,0.005072179510735367
556,6.033121317645572e-05
557,0.0022944658801926972
558,-0.0008230381777050277
559,0.003438771289418019
560,0.0001731051494226526
561,-0.00019661729724284596
562,-0.00027897257522700866
563,-0.0003962084960685216
564,0.0012901193815079274
565,-0.0017186893523900243
566,0.0003942220995702458
567,0.0002037181750613261
568,0.0020836642907039243
569,3.754661793093244e-05
570,-0.0030848219515360142
571,-0.0026296488493731617
572,-0.0012153065938170394
573,0.0002491039109265844
574,0.0019879072837096544
575,0.002554372052776162
576,-0.0004049167139316494
577,-0.0006122513216230265
578,0.0010686128981621992
579,0.0007409560266389163
580,-0.0008351565067659828
581,0.0004590535143026127
582,0.0014658913088364302
583,0.0031812474366155544
584,0.0009184403143310836
585,-0.0008767798061763954
586,0.0009626283609776449
587,0.003007768538255553
588,-0.0022307983484412177
589,-0.002547350858284502
590,0.0028762308046455663
591,-0.005633535826377692
592,0.0004867950644266823
593,-0.00020964899603891353
594,-0.00022377292268201365
595,0.00017622689502515772
596,0.0005577658017529755
597,-0.00035742944775733754
598,0.0014691874985206404
599,0.005080020334514754
600,-0.003756258951289954
601,0.0030425224251429957
602,0.004925553106236787
603,0.01168205858842828
604,0.0002596892041841601
605,-0.0022618851013005907
606,0.00041471280335811237
607,-0.0051910493282698
608,-0.004681591344344565
609,-0.0009926766131974423
610,0.0041700586253985514
611,-0.004456215746492835
612,0.00017832429204474748
613,-0.0017078964048564843
614,0.0007488808122743897
615,-0.0014931361402677253
616,0.00138593685967256
617,0.0007470833875281983
618,-0.0009397733384771672
619,0.002174803679018223
620,0.003224824112536487
621,0.0019378931416433433
622,-0.005109332107831709
623,0.000352233624621375
624,0.006640245261165239
625,9.233945856256742e-05
626,0.0001110733921158769
627,0.0036210037176251137
628,-0.002029373197005928
629,0.0030990227349175685
630,-0.002081311811139375
631,-0.0020951449558694385
632,0.0010754345349206671
633,0.003007305920746549
634,-0.003414473492567799
635,0.001333689644842798
636,0.00031586964041098225
637,-0.0001307516383058944
638,-0.001093747955946234
639,-0.0011995322090645538
640,0.007096782236705876
641,-0.0015603660535488235
642,-0.010110701168602009
643,-0.011519322770854266
644,-0.0008516884346250266
645,-0.001326258885739903
646,0.0019285578072784013
647,-0.0030518702789827995
648,5.0434992242235985e-05
649,-0.003277527638132901
650,0.009539153081337612
651,0.013299460355747141
652,0.004539417697528867
653,0.0012757228364979167
654,-0.0024367608782122287
655,0.010759671228323288
656,-8.790886162409283e-05
657,0.001670377711358362
658,-0.0029844690805450706
659,-0.003889764294571589
660,-0.0005697192622019806
661,0.0027154031877665097
662,0.001655867248542903
663,0.011989165067089753
664,0.0007225077004799868
665,0.002291675473550724
666,-0.0017705365202221402
667,0.0047947007819696685
668,0.00042994584499836153
669,0.0006672513568358796
670,-0.0001641707022626208
671,0.003560012869526189
672,-0.0005067209942955757
673,0.000785787764177584
674,0.0017889203253901756
675,0.0072994876747923265
676,0.00015510715465416012
677,0.0006565695942220709
678,0.000913017635260633
679,0.005464446063835288
680,-0.0006006987067352965
681,-8.472238568840278e-05
682,0.0009295548133683293
683,0.00031584039206215776
684,8.163906753483417e-05
685,-0.0003876498005621807
686,0.0006635677789763719
687,0.001004414304043578
688,-0.0004135331066704831
689,-0.0009368872518740451
690,0.0014012050902476344
691,0.0003388060798154469
692,-0.00041273738490998056
693,0.00025693795824327764
694,0.002316141439337314
695,0.006020419498632695
696,-6.662647597690166e-05
697,0.00039417354760598795
698,-0.0001624470939887724
699,0.0011151677134276239
700,-0.00047574345466277085
701,-0.0006949517267085233
702,0.0012298360352554862
703,0.0005023120285090766
704,-0.0005708114312869561
705,0.0003043718855985117
706,0.0010137725114521508
707,0.0020367782123566804
708,-0.0003180944837106493
709,-0.000195878618577319
710,0.0018558249038626103
711,0.0039463441585660475
712,0.005937722546115214
713,-0.013121520553747157
714,0.007805638215627023
715,0.0054392336535227
716,-0.0007955451449599502
717,-0.002432306704310488
718,0.004387692045141715
719,0.003762329050764835
720,-0.002785585695974608
721,-0.0023794105933020032
722,0.0009949708627786913
723,-0.018036394307004967
724,0.0024257523763669907
725,0.0017958317613667825
726,-0.0032236572727720237
727,0.003979141863524679
728,0.005113197258405936
729,-0.0052694384867255405
730,-0.001080711626573287
731,7.344448826145091e-05
732,0.0029992379916655163
733,-0.007128704224877751
734,-0.0025032750110698834
735,-0.017230781837570236
736,0.005488320031331002
737,-0.003761783159622927
738,-0.006704989974755664
739,-0.013131154259800997
740,-0.00205693577286383
741,-0.008348586854066923
742,0.0022650339697186843
743,-0.028500383788155538
744,-0.011106372379324858
745,0.0011104271546958254
746,0.002991727658543764
747,-0.02488381758165227
748,-0.00030396067711681383
749,-0.000466694613393203
750,0.0021891051483353633
751,0.0023229906463973385
752,0.0022968461038217537
753,-0.0023587536649120715
754,0.002484421667130312
755,0.004321808661650204
756,0.0007612273964340623
757,0.0007914263636122124
758,-0.0017268796617517194
759,-0.0012354906914211878
760,0.0002805717566900777
761,0.00339469869507409
762,-0.0027462091350971985
763,0.0035310198291935596
764,0.004084604168138568
765,0.0030078648189497794
766,-0.0008655678852104701
767,0.017585970206874243
768,0.0008586056395785036
769,8.57630596357924e-05
770,-0.0007994907752636287
771,0.00155790297055996
772,0.0016196945188543836
773,-0.001752344666720196
774,0.003633156621228995
775,0.010244910700227343
776,0.004859165572062721
777,-0.0010949355760514633
778,0.0027538004951349828
779,0.01813936485372002
780,7.980313837031429e-05
781,1.625983597084844e-05
782,-0.0001279057001460407
783,-0.00011219749106599221
784,-0.005291710264545753
785,-0.0032866828032112132
786,0.006267453154700547
787,-0.007475622627242445
788,0.00848945391462362
789,-0.00012935399370059213
790,-0.013883711029361125
791,-0.016332468449351968
792,-0.001455908962352034
793,0.00017205671465410236
794,0.002361597661670863
795,0.0020389767894801666
796,0.0005661731524461857
797,-4.358260121739555e-05
798,-0.0013259756315786456
799,-0.0030939674243387876
800,0.0003247709765943001
801,0.0001471701467876297
802,-0.0011259694725880684
803,-0.0012572253867589945
804,0.000299226411084471
805,1.9475058572032955e-05
806,5.624983607491976e-05
807,-0.00016451232397127376
808,3.580291466068017e-05
809,-0.00012954497638120214
810,-0.00010041080730756995
811,-0.00040777765810307855
812,-3.647797226946245e-05
813,-0.0002066255986595259
814,0.0001764290615934196
815,-0.00045326883321542607
816,-0.00039227346006473273
817,0.006878587650925679
818,-0.003860161131264121
819,0.008267565736993793
820,0.0030338485742637845
821,0.002945580904197257
822,-0.0032988487822657366
823,0.008679840267067515
824,-0.004982547490461583
825,-0.001933714798910495
826,0.00444877686238302
827,-0.01593689491983702
828,0.007259881668366745
829,-0.0024129768493498134
830,-0.00021290607428002954
831,0.008901227563567128
832,0.0023883995295918914
833,0.001022373431721311
834,-0.0012401574745520903
835,0.007248801472961802
836,-0.0024845191292092272
837,0.002861476372075604
838,0.0019794845034437525
839,0.008134817999014967
840,0.0004706485282082021
841,0.0038120461018594843
842,-0.0029682385453705614
843,0.005084178235979012
844,-0.0006171877255982118
845,0.0005187903642754668
846,0.0005625520359471253
847,0.0027388397601448536
848,0.00047236131738475
849,0.0026974319157783396
850,-0.0012371500827128158
851,0.006703698886294286
852,0.0001394114354253402
853,-5.095405372400465e-05
854,0.0005497383979711973
855,0.0023135850379908526
856,0.0005515033955974533
857,0.0017147502530911803
858,0.00010887963473189087
859,0.007026492630501986
860,-0.00024115972437626637
861,-0.001212935639376749
862,0.0014329744671063769
863,0.0003642937365781385
864,0.003657894730862261
865,-0.003632629890259527
866,0.000525702033934913
867,0.0011318192193276178
868,-0.0058134380404526636
869,-0.002367621037663394
870,0.006226476723617832
871,-0.007658983859822567
872,0.003767106245052149
873,-0.004665459612802451
874,0.0052121798860045535
875,0.016007285712740342
876,0.0011858382696595213
877,-0.0007249327900254982
878,0.0008148755649052531
879,0.004288659328892902
880,-0.00019763911400254137
881,-0.0010158328281353762
882,-0.0011011459647509946
883,-0.0063394116624770815
884,0.00190163197597977
885,-0.0014028704876559853
886,0.0005766695729356103
887,0.0030601495888598184
888,-0.0018794855860396953
889,0.0003515692950900875
890,0.00041948248882228993
891,-0.002531929682187376
892,-0.0004541642308135628
893,0.000826959203896854
894,0.0016684621561489428
895,0.006015201672904622
896,0.0029831550151295655
897,0.0006810400364155505
898,-0.00017950714451662268
899,0.010449666416780159
900,0.0011189204027842172
901,-0.00290711734170962
902,-0.003936843598080766
903,-0.01921609527966124
904,0.011066070610228554
905,-0.003962495956961424
906,-0.0004325810729725729
907,0.019767451642681406
908,-0.0005467704994875176
909,-0.00012434098555943
910,-0.0016002617617415693
911,-0.007298900749227729
912,-0.0008056837939537737
913,0.0006306710929238462
914,-0.0017777323773910585
915,-0.005320430525135155
916,-0.000352452742367061
917,0.0008707122405350526
918,-0.0009772468771686996
919,-0.00140516149470195
920,0.0005843863247357012
921,0.0002451690839182473
922,-0.001343130665329395
923,-0.0015950045451581575
924,-0.0036798654811729054
925,0.00340108852300193
926,-0.0008520683203698127
927,-0.00903672634226916
928,0.004691980640559596
929,0.000735337664573641
930,0.0002448109498909724
931,0.017031061210623682
932,0.002677031762547825
933,0.002439073413898201
934,-0.001536973120325663
935,0.011068804110907807
936,-0.0017425645435955
937,-0.0027521482263791084
938,0.007563642877547172
939,0.010661807421089506
940,-0.0024273118477911044
941,0.004119126545831866
942,0.0049580887285800845
943,0.021312544479386582
944,-0.003001340639533947
945,0.005697315706791273
946,0.0019113450731074553
947,0.017046743044971804
948,-0.0004476111067055364
949,0.0010933554478674903
950,-0.001084816773809756
951,-0.001675977874402452
952,-0.00040989186029290284
953,-0.0003530281960259331
954,0.002052470273928974
955,0.0034498276376034934
956,0.007365663261390997
957,-0.002921923012229312
958,-0.013229049155190596
959,-0.030362932780517677
960,0.0029422046660065844
961,0.00672424035982408
962,-0.006157388684659159
963,0.011823428183184787
964,0.005573907187552006
965,-0.002377251862389097
966,-0.005872280953681885
967,-0.009392320050310042
968,0.0008566446275686853
969,0.00041797522218273397
970,0.0003797791546695082
971,0.0043818388136658655
972,0.002104168630899618
973,-0.0015866425685234348
974,0.005440729948868275
975,0.01735286302085783
976,-0.010247604606391125
977,4.111905598021221e-06
978,0.0049929854708292845
979,-0.01634132227219866
980,-0.0008806201591488532
981,-0.0013384423608043766
982,-0.0011956122472482748
983,-0.012161514563804775
984,-0.0019145234846890918
985,0.00748981126883543
986,-0.005537268900780626
987,-0.0012414115510723139
988,0.004142314860264054
989,-0.008635861210288746
990,-0.002989007855444082
991,-0.022772459314935916
992,-0.003641282570641509
993,0.0015795331957978228
994,0.006854585029433642
995,0.01996168374415361
996,0.004878359362286015
997,-0.004072255328416341
998,0.0023067069441955867
999,0.01070023194047578
1000,-0.0064244384591569705
1001,-0.003929903657819717
1002,-4.0923907959075696e-05
1003,-0.030265293249753873
1004,0.00023819494677524496
1005,0.0017708424490843512
1006,0.002492044215349195
1007,0.013666213135541018
1008,-0.0007990762871140819
1009,-0.0006481906949734834
1010,-0.0018983434693578512
1011,-0.014636353236040452
1012,0.005644471203742576
1013,0.0034736492677616155
1014,-0.00706117657605038
1015,0.005850976178385074
1016,-0.007768443444032842
1017,-0.001903787282475947
1018,0.001936461117248826
1019,-0.02007512853543512
1020,0.0028034038949381686
1021,0.00313765494183509
1022,-0.006300794818834549
1023,-0.001123252438674565
1024,0.007727977977780135
1025,0.0024918679150629556
1026,-0.0023679869960659904
1027,0.023457829854695023
1028,-0.0008837004678221066
1029,-7.181703132455298e-05
1030,-0.005044414445800736
1031,-0.018598053777430287
1032,0.005575110561573668
1033,0.0023195754751430746
1034,-0.0052881457532128065
1035,0.006971021613311492
1036,-0.00398428582072244
1037,0.001886809732978007
1038,-0.0018676357465018342
1039,-0.013874373695683746
1040,-4.60529930121956e-07
1041,5.1393396832569843e-05
1042,1.2992245181909553e-05
1043,0.0002072375036280989
1044,0.0006509547443877529
1045,-4.51406682157963e-05
1046,-0.00013509142739519839
1047,0.0008176357250104322
1048,4.484519957776985e-06
1049,-0.00016029647444870774
1050,2.2977107821120925e-05
1051,-0.00028851560128410355
1052,-0.0007362278663957969
1053,0.0030750221878485247
1054,0.0006789019433314355
1055,0.009777577479941967
1056,0.001994626265430517
1057,0.0007158202506554077
1058,-0.00013739980224939454
1059,0.007746868948635487
1060,-0.014346275177854672
1061,0.004135392577988527
1062,0.00780055889866178
1063,-0.004739538396227079
1064,0.0030035712834645093
1065,0.0023755812822058393
1066,-0.0034586566700478215
1067,0.007714394925102382
1068,-1.6852664344695833e-05
1069,4.2718568011331816e-06
1070,-1.2981868530305857e-06
1071,4.157487628673364e-07
1072,-0.0004686985803347415
1073,0.00036032121406127574
1074,4.679929607914438e-05
1075,0.0007371359763659748
1076,-0.0012773873695424004
1077,-3.589322463580713e-05
1078,0.00032511881199447215
1079,-0.0038333752580645515
1080,0.00028310584155922744
1081,-0.0004321576816464376
1082,0.0005364890237394754
1083,0.0017497433695708269
1084,-0.00042889423894801646
1085,0.0004035860111437689
1086,-4.0662491812119816e-06
1087,6.0641655786481875e-06
1088,-0.0004548603397123425
1089,-0.0005015807698248249
1090,0.0005386509134153452
1091,-0.0011877882955327655
1092,0.0019569537131413086
1093,0.00030521337348695673
1094,-0.0008815549546889285
1095,0.0035681146340503915
1096,0.00048417095724469217
1097,0.0011041768375934626
1098,3.633689690966676e-05
1099,0.0051139985631297605
1100,-0.0016320253822675256
1101,-0.003015343367710012
1102,-0.0004284015813460555
1103,-0.013635702983357527
1104,0.0019969937451164315
1105,-0.0009682865167347009
1106,-0.0006092320361399963
1107,0.0011709619808172676
1108,0.0019565182944011423
1109,0.0007123525428302744
1110,-0.0018518908074462305
1111,0.002764081044983951
1112,0.0016970156524514707
1113,0.0004505508314362311
1114,-0.0020058918422069592
1115,0.0006992619572974505
1116,0.010390935632083148
1117,-0.0020835078804734277
1118,-0.004623620506378055
1119,0.01270858378144182
1120,-0.00033119452323542047
1121,-0.00044163764896605807
1122,-0.0002057207397933286
1123,-0.002418328052363236
1124,0.0007021064706959499
1125,0.0007605177952192327
1126,-0.0012216169946972799
1127,0.0018327636121740357
