,elapass_hispanic_virtualper_inf
750,9.594825473630556e-06
751,-5.735411950687695e-05
752,5.730771070045033e-05
753,0.000218843830932482
754,-6.198878003896918e-05
755,-0.00019642756531808393
756,-0.0010586127574243659
757,-0.0010613804139382162
758,0.0009213708233149214
759,-0.0022444071539352646
760,-3.556810269732385e-05
761,-0.00022182467068555687
762,7.745711262730622e-05
763,0.0006063699168154412
764,7.303515272269641e-05
765,-1.2067969474141033e-05
766,0.00012239430032385688
767,-6.561661204252326e-05
768,0.00026498625624927206
769,-2.532318135107718e-08
770,4.804519774386302e-05
771,-4.462861356063999e-05
772,-0.00012552718347360903
773,5.285072600560971e-06
774,0.00010586661678896504
775,-0.0004891171753171612
776,0.0004590863654282149
777,2.1337703461124156e-05
778,-0.0003301680652426263
779,-0.0017442208529661113
780,0.00047157853212613905
781,-0.00010393479162676819
782,0.0006093833373836223
783,6.324328797033785e-05
784,-0.0003578196307109706
785,-0.00011058329782353632
786,-2.4003104410134344e-05
787,0.00034719630627746224
788,0.00022216780156826684
789,-0.0003536451884053925
790,0.0017748396241919727
791,0.0063390134301779255
792,0.00026997349997644687
793,-0.002267778678308486
794,1.9828054647218663e-05
795,-0.004780420558904849
796,-2.304538678374936e-05
797,-0.0010065968473405233
798,0.0006297170606228203
799,0.00020428596991666398
800,-3.0939423235289734e-05
801,-0.00011170402272474658
802,-0.0002674920802591285
803,0.0001779219612383864
804,-0.0014387842356256828
805,0.0005761914845393612
806,0.00015396512737910368
807,-0.0031090336014263495
808,-0.00015759968890748577
809,-0.0005503550689088583
810,-0.0004506662183371357
811,-0.0036147416853784782
812,-0.0011565352746496105
813,0.000758516501738108
814,0.0007817790998835806
815,0.0013413184750822769
816,0.0004271019551124118
817,-0.003026787259654265
818,0.0004974917302912488
819,-0.001117664603594614
820,-0.0003720262265078316
821,0.0007329485485436402
822,0.000299711885959465
823,0.0011241406651076348
824,2.3763648983732103e-05
825,-5.80674826034656e-05
826,7.160130801991225e-05
827,-9.617567601672661e-05
828,-9.397269092881759e-05
829,-0.0002235173201143137
830,0.00011905094996330486
831,-0.00029038991560465487
832,5.981213581654832e-05
833,-1.8606649181660513e-05
834,6.60760223186138e-05
835,8.99099417404333e-06
836,-0.00015243685700763932
837,-1.837847583734494e-05
838,0.000150974714224549
839,0.00010264869006802095
840,1.495137465550112e-05
841,3.9289686827332634e-05
842,2.0047026917532893e-05
843,0.00011859467354914393
844,-5.081271177803406e-05
845,0.00030820175215105436
846,-0.0001876126194762678
847,1.1090059029682862e-05
848,-0.00038767394743932686
849,0.00029257830451622494
850,1.931293258818716e-05
851,6.544819270327333e-05
852,-0.0011070092168477025
853,0.0008728852198955758
854,0.00191366011692838
855,0.0019659973984042915
856,0.0008730774341979997
857,-2.0936558820777454e-05
858,-0.00017333656505612945
859,0.0007821413273533057
860,-0.0002525121470097132
861,-0.000851138643196606
862,0.00021986607833565538
863,7.690042254111222e-05
864,-0.00017991646838982307
865,-0.0006133373811985497
866,0.0003606165101733895
867,-0.0010945711915175027
868,6.446354312317101e-05
869,0.00012564300239416423
870,-0.00010903014393390831
871,0.0003918289028322373
872,0.0005582909824830004
873,-0.00016232366113188087
874,3.820181234794045e-05
875,-3.2723251698077296e-05
876,-0.0006682631767463177
877,-0.0012772435946958659
878,0.0005168295105238587
879,-0.004431037244534818
880,0.0007077664923719797
881,-0.0007285958281055068
882,-0.0004641688643424362
883,0.0005752667363270421
884,7.784867716455589e-05
885,-0.000591479627417793
886,0.002047992386547969
887,0.0009863050698652117
888,0.00048698042774930194
889,0.000167549883694408
890,-0.0008935935963537516
891,0.0022205255468539316
892,0.00017917415180471926
893,0.0002805001810482672
894,0.000522416493271361
895,0.00010106157358039762
896,-7.15413543429743e-05
897,4.378004591924714e-05
898,0.00014547999794878544
899,0.00018184724327912388
900,2.169773616949196e-05
901,0.00013432440180232737
902,-0.0004291308097351911
903,-0.00037227739461487155
904,0.0007259004932000102
905,0.0010543209649695729
906,-0.0011322772599031497
907,0.001549802366286339
908,-1.2323529118322669e-05
909,0.0007737333722543681
910,-0.00020763786268916974
911,0.0003137438034972548
912,0.0006380419291676011
913,1.9104556494263846e-05
914,8.841706166382684e-06
915,0.0009334513487998617
916,0.00014617512990903236
917,-3.240561214451608e-05
918,-5.208280384034175e-05
919,-0.0002143348876944306
920,-2.8985941285373235e-05
921,3.1700517592802356e-05
922,4.9610484995234404e-05
923,0.00010656581379632072
924,0.00037542419000227305
925,8.059179421468527e-05
926,0.00012519629313753646
927,-0.0001675504414310217
928,0.0017912416893611006
929,-0.00019671899042646564
930,-0.00014262520756386506
931,0.0009238728610596146
932,-0.0012154883888008576
933,0.0013825844397831303
934,0.0005769078254911677
935,0.0024959262365584914
936,0.002211473290676207
937,0.0006040615310852248
938,-0.00233415845572729
939,0.001152575377927087
940,0.006850131268887606
941,-0.013940939566350662
942,0.004100740515135305
943,-0.006494680563483976
944,0.003631242999753073
945,-0.0028465766359388896
946,-0.0006788240675377026
947,-0.004048960814171595
948,0.001453344387585539
949,0.001500643524349359
950,-0.0020229483611095495
951,0.0035328895325464084
952,-0.00012800324550516713
953,-0.0003870366650187491
954,0.0009887054075448302
955,0.001537139907091273
956,-0.0008482614330679923
957,-0.00152892458250822
958,0.002585906704747757
959,-0.0017058025059364054
960,-0.00013351240011367534
961,-2.532292446015352e-05
962,4.701600549568304e-05
963,0.0009177463817546888
964,0.0018385887494368593
965,-0.0002365288310306765
966,-0.00011873124831258984
967,0.0014612473318745846
968,-0.0003970258464094539
969,-4.598418252459529e-05
970,-0.0002779130109753465
971,0.0004488646768775321
972,0.0002676600798683803
973,-0.0002078205869651751
974,5.1118796425090815e-05
975,9.904188798409251e-05
976,-4.7033934214015996e-05
977,0.0004019993367248536
978,0.0008794083113012497
979,-0.00018468928425715162
980,0.00012199737701714343
981,-3.279597141476966e-05
982,0.0005726585799682374
983,-0.00014576972162138815
984,0.00036845758907637306
985,-0.00043801322738501653
986,2.1724507662813857e-05
987,0.00024947706511586643
988,0.0006766197561241915
989,-0.0001374532419415948
990,1.1286315502481296e-05
991,0.00019107320002031739
992,0.00017830758986256732
993,2.3846094083019643e-05
994,0.00011129097265481732
995,1.1715670962193485e-06
996,-0.0003065282404317862
997,0.0005326008851856784
998,2.124048743307974e-05
999,-0.0006651425891904918
1000,-4.934967620816876e-05
1001,0.00012192051152950743
1002,5.3576450698747213e-05
1003,-0.00013533450573917575
1004,2.445542788638171e-05
1005,-0.0005878617309986783
1006,-0.0008727981531498448
1007,-0.002158563811239031
1008,-6.253194279518002e-05
1009,7.967750608123962e-05
1010,-0.0004226823230480769
1011,-0.0018556895162517395
1012,0.003144774962904145
1013,0.000340333890203751
1014,-0.003995273217856166
1015,0.0031146981726756316
1016,0.00021549443046027435
1017,0.0007734380088708635
1018,0.0003387994446896196
1019,0.0010562383639728208
1020,-0.0018795689710655132
1021,-3.793849367015367e-05
1022,-0.00030968289250781335
1023,-0.0002539164603040725
1024,-0.0001606394815446106
1025,0.0005023166672456831
1026,-0.0002970087986071737
1027,6.515355045076829e-05
1028,0.0009335349727136525
1029,-2.7003070304387616e-05
1030,-0.00010708696852789689
1031,0.0012194349658731364
1032,0.0010741062386589422
1033,-0.0001513586265625753
1034,0.0003277750789905028
1035,0.00024202916133753155
1036,-0.00015883463139172615
1037,-8.802285392970235e-05
1038,-3.054352035040068e-05
1039,-0.00026218431306486163
1040,0.00028010236568838296
1041,0.0003068833541637658
1042,-0.00010618559855546691
1043,0.0012141146099125975
1044,-5.4979333103667205e-05
1045,0.0012205963292464758
1046,-6.21229187487264e-05
1047,0.0012125360953511364
1048,0.000857907654391889
1049,-0.0005743411394671417
1050,0.0004256634227075116
1051,0.001820811791368829
1052,8.648643353106636e-05
1053,9.461323714442623e-05
1054,-0.0003673601482799107
1055,-0.00010503255508940136
1056,3.1525732737826835e-05
1057,1.3055305334462158e-06
1058,-1.7799504264986423e-05
1059,-8.417880227733599e-05
1060,-0.0003764056009381692
1061,-0.0005754091172251611
1062,-4.607273625513222e-05
1063,-0.0013081161663050145
1064,0.0003621981444692766
1065,-1.3851736129594396e-05
1066,0.00011435997723126319
1067,0.001391015108124466
1068,-0.00017218742673415083
1069,-0.000127444448335585
1070,0.00017222999624807103
1071,-0.0007122975350633073
1072,1.8328859545959627e-05
1073,-0.00022383122965622713
1074,0.0002663137675257092
1075,-0.0004198403425416641
1076,0.0002318731883336113
1077,6.426210346652986e-05
1078,-3.499598475143173e-05
1079,0.000519198058743897
1080,-0.0002891258921264596
1081,-8.618510579163392e-06
1082,0.00010533542628163452
1083,-0.0001951280318319977
1084,4.0720395188353275e-06
1085,0.001387165007988887
1086,-0.002603120155098317
1087,-0.002359655224209038
1088,0.00019050076488617463
1089,0.00034806599688900857
1090,0.0004707965155718632
1091,0.004383624862683361
1092,-0.0007484815335360071
