,mathpass_virtualper_inf
371,0.005311670914460455
372,0.0002435415670318086
373,-0.00043024909314641897
374,2.5624982608630496e-05
375,-0.00027260625020588395
376,-0.0008296811795521636
377,0.0008650280544211317
378,0.0015350918460415978
379,0.0029241920559716895
380,0.0007280695227139669
381,0.0028712125589996284
382,-0.005699310945324758
383,-0.008548697724314486
384,-0.0016663953586943355
385,0.0013676061187048187
386,-0.0005720829834845171
387,-0.003946684202213941
388,-0.0009639778325936723
389,0.0011869460449164117
390,-0.0008188475739467904
391,-0.0029252858563945843
392,-0.007955542976866762
393,-0.005926924175075105
394,0.006781723187171801
395,-0.01642587863364481
396,-0.00014215769196620305
397,-0.0018829977313079848
398,0.0014179957426222148
399,-0.0028363466107168014
400,-1.5686440500891455e-05
401,-6.7519374885799e-05
402,0.00013195923811595007
403,2.782817464866755e-05
404,-0.000498436530290807
405,-0.0006372876931164778
406,0.0007623405056966823
407,-0.0016807682745428817
408,0.0009549367452943725
409,-0.0016039866054587816
410,-0.0006485900754543058
411,-0.003292880018435165
412,-0.001577330842103816
413,0.0008764060216772101
414,-0.0004174978667233264
415,-0.002683363368578372
416,0.00028520840030097754
417,-0.0014038912491913468
418,0.0010175493115579968
419,-0.00029501455270857413
420,-0.0017362159619369601
421,0.0010712476589273005
422,-0.0027019741463857605
423,-0.008640325996561813
424,-0.0010249373212624475
425,0.0021855586152478693
426,-0.0002602104151345925
427,0.0018481132442670618
428,0.00025980381657489957
429,-0.0006322519402006502
430,0.000506741040137508
431,0.00044725046844096186
432,0.0007746050365435019
433,-0.002368507528560222
434,-0.0010649493027015402
435,-0.007612181775488459
436,-0.0018158059742081057
437,0.000576038727671558
438,-0.0008903177690819055
439,-0.006929735621358852
440,-0.000809457663927262
441,-0.0021349962466462938
442,0.0006171677418007346
443,-0.006711772487571145
444,8.502578095178406e-05
445,0.00035270232945458664
446,-8.911338321312708e-05
447,0.0011348238231842648
448,0.0004884662631703755
449,-0.0005621972138978481
450,-3.865863322296027e-05
451,0.0006458854507457707
452,-0.0015812349585079025
453,0.0010269635649532115
454,-0.0016693339426945228
455,-0.008074252178635876
456,-0.0002867603590661998
457,0.0008015568145648955
458,-0.000925406276027245
459,-0.002263319561835464
460,-0.00032402063695420195
461,0.0005236881692517021
462,-0.0012695514595760257
463,-0.006298727665402577
464,-0.002300584829767524
465,0.000676299851059254
466,0.00045475743870038605
467,-0.0036014926912155275
468,0.0009251380289129189
469,-6.696489998931206e-05
470,-1.748149930031642e-05
471,0.0005473219418681413
472,-0.00031513892090467507
473,1.1592068896396997e-05
474,-6.322804539326129e-05
475,-0.00010886927246711695
476,-0.0032942403653104585
477,-0.005203993620335012
478,0.0005605411953295602
479,-0.020079018861610988
480,-0.010982379674437437
481,0.008002753987009222
482,0.005287893949398069
483,0.007263052640705597
484,-0.0005423461827749159
485,0.0004144461987034289
486,0.00031367368326213154
487,-0.00029253648663840913
488,-6.88565720356904e-06
489,5.4684573550005606e-05
490,0.0003548722973557494
491,0.0007417206646149635
492,-0.001146722829561866
493,-0.0003337596136261083
494,0.0017316198692193215
495,-0.0006842387990672532
496,-0.0004500326896752106
497,-0.000954255589507568
498,0.00023032092051207236
499,-0.004416546100506243
500,-0.0005766840637351354
501,0.0006492282900302776
502,-0.0005550990638902318
503,-0.0020840931376274597
504,-0.0003042449484347323
505,0.0005638345555179958
506,0.001002379971593986
507,0.002897611579839271
508,0.0008155064264149288
509,-0.0004888859532217025
510,-0.00033517709810923187
511,0.00039412440539866406
512,-0.0044841757084540385
513,-0.0006992707647247702
514,6.287676605082936e-05
515,-0.014611607722679701
516,8.814443589624865e-05
517,-0.0007608990220667258
518,0.0002315397289261417
519,-0.0007819954433246537
520,-0.000828460034553761
521,0.00026691348245721217
522,-0.00028815839223925806
523,-0.0035053861150699645
524,0.0010741872169391963
525,-0.002240308904976481
526,-0.0009558140652329982
527,-0.003973030724013413
528,0.0002951697235906975
529,8.306436789836791e-05
530,0.0018926599541179638
531,0.006762799649933425
532,0.0001754660395527122
533,-0.0007144786464775749
534,-0.0005768840113679336
535,-0.003177145963541507
536,-0.001800585413447654
537,-0.0023309089143271336
538,-0.0022411240203031994
539,-0.01955726076880036
540,-0.0025202592819900034
541,0.002726009007424833
542,0.00018211963658269252
543,-0.003283084460616057
544,-0.0010458374385136121
545,-0.001118933589423212
546,0.000753617838512352
547,-0.002837995768914877
548,-0.0031285213953336673
549,0.002691327563426903
550,0.0004051123669412288
551,-0.004890400960065647
552,0.0069688489229153775
553,-0.006222981861886253
554,0.0047676423213977885
555,0.02027144102218385
556,-0.0027700438065584696
557,0.004028003766061228
558,0.0006056583626055446
559,0.00287510051848494
560,-0.0012931039017812333
561,-0.0012679980150032055
562,0.0015067870016233556
563,-0.0018324424025090566
564,0.00011735436186162733
565,-0.00020188727359340066
566,-4.5877827677642e-05
567,-0.000601821134533192
568,0.0004053270723967023
569,1.557572934077473e-05
570,-0.00019501945280811942
571,0.0005985173288783746
572,-0.0011341634955086336
573,4.159755943112043e-06
574,0.0018864530696411888
575,0.002180784106806269
576,0.0012438900179121564
577,0.0005222996916704239
578,-0.001536476536579221
579,0.0015895938734892987
580,0.0003939395454683567
581,-0.0012627371844807045
582,-0.0017641697595295078
583,-0.006150854707894114
584,0.0024595850808488496
585,-0.0009874605437947413
586,0.0005405962259075305
587,0.005505688589884707
588,0.00029604983590884697
589,-0.0002869758087902575
590,-0.0015014087553012875
591,-0.003200295273424108
592,0.000819812665646587
593,0.0009845072897993106
594,-0.0014889018874791999
595,-0.0002461989140155551
596,0.0013274369213648646
597,-0.0031227800395368767
598,0.0012423835448714155
599,0.00010817242401037632
600,-0.0008246820517054342
601,0.001654884309933965
602,-0.00013041174597529923
603,0.0005448962303771037
604,-0.0005871231619134205
605,9.670453310424905e-05
606,-0.0011316627180477778
607,-0.007931771454418778
608,-0.00018240357382714537
609,-0.00015556676587434218
610,-0.000357608169162181
611,0.0001958855766383967
612,0.0002062406155860356
613,-8.271358639168413e-05
614,9.845778549810988e-08
615,0.0004978043597412641
616,0.0008024305170394312
617,0.009819166056163906
618,-0.007433502857445911
619,-0.002231385244228258
620,-0.0011253100309563276
621,0.004334525719802751
622,-0.0016750126842946674
623,0.004370538359574773
624,0.00092056669768388
625,-0.0007684684158275428
626,0.0009896942727145735
627,0.003768708998864521
628,-0.0020455884612218746
629,-0.001219559065176623
630,0.003932998674504631
631,-0.0021781106671136846
632,0.001710738521240458
633,0.0007927443329386405
634,-0.0018371780091413629
635,0.001655233150936108
636,-0.003797638745120145
637,0.0007479791309268433
638,0.004029669789327064
639,0.007706789555796383
640,-0.00013478640386818414
641,0.0010212051648616984
642,-0.002167198135331858
643,-0.001996471430911853
644,-0.0002212354511348375
645,0.0005860211555606448
646,-0.000683108352063661
647,-0.003192591150009004
648,-0.002558414259305276
649,-0.00019659534194911742
650,0.0017439233831194985
651,-0.001298837051707418
652,-0.0011061241785805926
653,0.0010855720181554033
654,-8.990116207942474e-05
655,0.0008728443679311893
656,-0.0005362508853679131
657,0.0008518596427101778
658,2.16623396278847e-05
659,0.0006187755441806553
660,-0.0009576096450331142
661,-0.0016581245998935094
662,0.0008016906820158489
663,-0.006160345475511678
664,-0.0037210722479859683
665,-0.0018000617820859248
666,0.0005799375178444114
667,-0.010452243038943055
668,0.00012152270426695311
669,-0.00050651954481414
670,0.00033801742230717125
671,-0.0005084676241013283
672,0.0013463165774286422
673,-0.0018635870941845912
674,0.0012123939372766029
675,0.0025686167064543288
676,4.359155330249919e-05
677,0.0004955255222558935
678,1.7116063976755785e-05
679,0.0019811772527655175
680,0.00034001625608219284
681,0.0018024641950577982
682,-0.0008307808946042051
683,0.003396667743074502
684,-0.0005523038567602796
685,0.00033009146521473194
686,-0.0002999426610613639
687,-0.002070322077696452
688,-0.0012495958091287504
689,0.0018846031733682888
690,-0.00033753583594318655
691,0.00033319352060533935
692,-0.0010497371297292781
693,0.0001825461017980489
694,-8.247853944650127e-05
695,-0.002613886747573281
696,0.0010225245572846962
697,0.003191707794254669
698,-0.0011858046858114833
699,0.011037544056258236
700,0.0005737941104059403
701,-0.000283425137629863
702,0.0009354843545697494
703,0.0027806834691042766
704,0.00021309956179745552
705,0.000102030277675998
706,9.287335727831345e-05
707,0.000938445181349848
708,-0.0016787643478831616
709,0.002913595419344354
710,-0.0019891946180900337
711,-0.0030597354722116635
712,-0.0011053577046561914
713,0.0018374385587977978
714,-0.00026309131739742813
715,-0.00026759085406256135
716,-0.0012266014200541507
717,0.001089538774696587
718,0.00032376614765817444
719,0.0008886862312379231
720,-0.0012960995462014712
721,-0.0008949817965916727
722,0.0015128326530023937
723,-0.00496518819926707
724,0.00045266111198357756
725,-0.00022711315469188214
726,-0.0002696335330202994
727,0.0003880017549585831
728,-0.0009663217317664472
729,0.0004953666665441368
730,0.000630845669823606
731,-0.0014823629692426125
732,-0.002876816239630831
733,-0.005254251845379524
734,0.002229334343723827
735,-0.020220384478495463
736,-7.47523407157427e-05
737,-0.0006455726708237077
738,-0.0006157088174536166
739,-0.004154498851943406
740,-0.0009597154070869308
741,5.7211962103156724e-05
742,0.0009765393342691044
743,-0.0011534949796439273
744,0.0010683007677093446
745,-0.0017313845997116877
746,-0.00022962679894231476
747,-0.0012704787639893924
748,-5.506313588000608e-05
749,0.0033845171078871637
750,-0.0010911588254756915
751,0.0070699613562184875
752,0.0005913159891856938
753,-0.00011497575562287767
754,-0.0004103581015704254
755,0.0015686035576983135
756,0.00021575725342814974
757,-0.00036675020529123247
758,-0.0012668025321555
759,-0.0021588121862141214
760,-0.0002153582574588995
761,-2.115271336516957e-05
762,0.00027195101878622137
763,-0.0011600720908052234
764,0.00016667332013466386
765,-0.0001381971115345792
766,-0.00011590497252799515
767,-0.0014869483214884516
768,-4.322800542381345e-07
769,8.79021685455734e-06
770,-0.00012645081170287298
771,-0.00013921226548581627
772,-0.0007777167894336311
773,-0.0008208360460406865
774,-0.0006690436561366531
775,-0.008696232644950735
776,0.00032422414265546336
777,5.589133735301541e-06
778,0.00015963443357628116
779,-4.015678763328897e-05
780,0.00010685347105043938
781,8.538129573964131e-06
782,-2.033192869274871e-05
783,0.00029777250779530626
784,-0.0003182104079064017
785,0.0001551344748913215
786,1.7613511519580435e-06
787,0.00025710877385675237
788,4.2054742029006e-05
789,-0.0005285873722795522
790,0.00032803238771832627
791,-0.00030890283214719604
792,-1.0487286538090697e-05
793,0.0001888166861551872
794,0.00046527664701112836
795,0.0022913721269931745
796,-1.965145360107703e-05
797,-0.00028771867632083745
798,0.00038701608337198933
799,-0.0003822452853176587
800,0.0010853279052953394
801,-0.00014832789807154144
802,0.002254018555259401
803,0.009671521524716566
804,-0.00011852017131554738
805,-0.0003526284359507815
806,0.0006000734327627593
807,-0.0012264984468631716
808,-0.00037171856357540276
809,0.0008490054728068011
810,-0.0007332870128216274
811,-0.0008775108799506825
812,0.0007014537750475352
813,-0.000489003416847895
814,-0.00046154369746487635
815,0.0003401708143980074
816,0.00012130584540931886
817,-0.0004488723833840363
818,0.0007299289559793257
819,0.0005291935318283884
820,-0.0011227056702818297
821,-0.0006369779605243695
822,0.0005232023533013054
823,-0.006746479764621867
824,-0.0001257108111433165
825,-2.900105973082574e-05
826,0.0009164140473259898
827,-0.0010006158031860464
828,0.0013300587755427557
829,-0.00021887109487738596
830,0.001708604187662632
831,0.009673041716948242
832,-0.00014613866342730759
833,8.934945157923616e-05
834,-6.303404455268142e-05
835,-5.393857457863549e-07
836,-7.379559460348717e-05
837,-0.00031664042245526454
838,0.0005750247100595983
839,0.002044440527782801
840,-0.0004500506470187688
841,0.0011711660076477873
842,-0.0002187377045898265
843,-0.00011236686122455581
844,-4.017622191872689e-05
845,-0.00014219191145170597
846,-7.333635060944805e-05
847,0.0002772762941199741
848,0.0003048046511962262
849,-0.00020796481849898096
850,0.00012543133362247547
851,0.00020544593224147318
852,-1.1884356309333196e-05
853,-0.00017761075588224124
854,0.0003277960493747879
855,0.0006755134020997477
856,-0.0003794342456782488
857,-0.0015489743269242854
858,0.00022761366172021732
859,-0.005759646053957414
860,-0.0008049196528877503
861,-2.0513772075299708e-05
862,0.0007470007199833162
863,-8.97907988654264e-05
864,-9.646340526775089e-05
865,0.0004887572144940472
866,-4.183088694378527e-05
867,0.0005473289475016797
868,-0.00010222190760801207
869,0.0023603619139887797
870,-0.00017675444364840872
871,0.0054139596759123715
872,-0.0001396660144258193
873,-0.00015854768784287596
874,-0.00016403435978901875
875,9.771885633754574e-05
876,-0.0004480680150929768
877,0.0011335658602753516
878,-0.00018100974473289264
879,0.0010884542577779934
880,-0.0012826266525505971
881,0.0007700664153125987
882,0.001481948834721602
883,0.00034105683922926866
884,-0.001720897483600149
885,0.000957028855278381
886,0.0009688359910270795
887,-7.82103245650505e-05
888,-0.001034389528547901
889,0.001595601853511689
890,-0.0003322233350720292
891,-0.00031337482287590636
892,-0.00042203983011396566
893,0.0007583719931273148
894,0.00013432557520259795
895,0.0009453895139854764
896,-0.001185727467257137
897,4.269071008675518e-05
898,0.003003473531390777
899,0.0014942992107055582
900,0.0014604159297779886
901,-0.001588145332994705
902,-0.00018094072424056166
903,-0.0012843222518193107
904,-3.3363516011200456e-05
905,-0.00014112188665180592
906,-0.0005121462051408907
907,-0.00010923768839632281
908,0.004189481515323181
909,-0.004641422954403892
910,-0.001125191323898956
911,-0.005967605324166552
912,-0.00042310456326181294
913,-0.00042636446491274804
914,-5.317417887018344e-05
915,-0.002694464133119089
916,-9.061148493752233e-05
917,-0.0004905388862126702
918,0.0013454431323959588
919,0.0003414072058892644
920,0.0001240110029844494
921,0.00021471402270896496
922,0.00014543416713988042
923,0.00027654579584141897
924,-0.0007818367972196137
925,-0.0008286385419056868
926,0.0001855504412304145
927,-0.0034626912160884327
928,-0.00020602004680558215
929,-0.0010275023755366524
930,0.0004019018467250944
931,-0.003623133663957502
932,-0.00028977833930113995
933,0.00034938680581549336
934,-7.605542020197172e-05
935,-0.0001371514229683768
936,0.0003623202361245447
937,-0.0011521889956618587
938,-0.00012001490626630567
939,-0.00034741176842846794
940,0.0013473889931790693
941,-0.00045343786211247126
942,0.0025591101487509598
943,0.011131594839047023
944,0.0001589426932855718
945,-0.00018020977162210141
946,0.0012191187062481615
947,0.0023596611547083693
948,0.0002228477763472811
949,-0.001752925482495392
950,-0.0006057491980655875
951,-0.004013406527944159
952,-0.0004371736776763356
953,0.0007327314900432951
954,-6.731550809134237e-05
955,0.00010335372873051975
956,-0.000717879879387613
957,-0.00028927660123783457
958,-6.532812906287125e-06
959,-0.003485154717157702
960,-0.0011286255720407655
961,0.0006448126787871191
962,-0.0007094743424579128
963,-0.003867411030796542
964,-0.0007919022328605654
965,0.0005723820358176209
966,-0.0009330920046062078
967,-0.004930657828746777
968,4.381056181860239e-06
969,0.0001537344377385101
970,0.00012909453205326642
971,1.7584289741314745e-05
972,0.00033008759798412073
973,1.0324789073047567e-05
974,-0.00014453315563916748
975,0.0008087127399340216
976,6.890715660629053e-06
977,-0.0004082511119288861
978,-3.042524242440067e-06
979,-0.0012019283709317707
980,-0.00016412657590422636
981,0.0002128876635062558
982,0.0005358863018946023
983,0.001730660875022931
984,0.0012302772952733861
985,-0.0008079543442369087
986,-0.00046915260936941406
987,2.140283753384965e-05
988,1.0043457572205381e-05
989,-4.767428885428831e-06
990,-0.00012398588681359235
991,-2.495103123596801e-05
992,1.8793988640002273e-05
993,-3.939345369745359e-05
994,-0.0011894130244941095
995,-0.004265228699167982
996,-0.0010341017478477524
997,0.00019814703904867082
998,7.690486571406705e-05
999,-0.002628095837543454
1000,0.0006113831295034473
1001,0.0003431545972370559
1002,0.0001466026494320302
1003,0.005011807013983744
1004,-0.0012406714702507089
1005,-0.0014067373780601992
1006,-0.00023020948460703396
1007,-0.009117141626363366
1008,-0.0005244165225545154
1009,-0.001099414484303192
1010,0.0002996971723875322
1011,-0.003861009143254975
1012,0.00014110433555735032
1013,0.0004055843226855239
1014,-0.00020084963463385782
1015,0.0004076763189201656
1016,0.0003669713866881822
1017,6.319884724212567e-05
1018,0.001378961497231517
1019,0.005962604033121014
1020,-0.0016757781795795144
1021,0.0017349446088761075
1022,-8.580581968541286e-05
1023,-6.553250444536078e-05
1024,-0.002509398933453852
1025,0.0009959856599048153
1026,0.0007358489605419829
1027,-0.006580274843979971
1028,-0.003093256248703898
1029,-0.0019949823600400583
1030,-0.0009131550842551698
1031,-0.021032490752330803
1032,-0.0009145355678047631
1033,-0.0040314292901145795
1034,0.0013193421572693976
1035,-0.009293672457965845
1036,-0.0006057665651652816
1037,1.5746713036055684e-05
1038,0.00020590318780218766
1039,-0.0013375480045628625
1040,-8.596911832023213e-05
1041,4.4278087323374895e-05
1042,0.000333772822084152
1043,0.0002556242352418342
1044,-0.00029549083312539797
1045,0.0003138064082120539
1046,-8.381693227136742e-06
1047,0.00023455533016930572
1048,-0.0016875405452471952
1049,-0.00137084625538023
1050,0.002115927966670728
1051,-0.0064749836986114735
1052,-0.001198119694299957
1053,0.00013750404135656985
1054,-0.0003103534213553207
1055,-0.004173887041757648
1056,8.801577428580231e-05
1057,-0.0008790850067074346
1058,0.00020508384101660505
1059,-0.0024324962718430786
1060,0.0008182589133752514
1061,-0.0018598183335822522
1062,0.0004593292917298805
1063,-0.0005128486034985262
1064,-5.877194281843666e-05
1065,-0.0003259436377810788
1066,-0.00010674843915089337
1067,-0.0010046039296260918
1068,0.0006246555475749184
1069,-3.500846923130784e-05
1070,-0.0010312578949137482
1071,-0.0014977233047212973
1072,-0.00083103649985881
1073,-0.0002664562334297885
1074,0.001461333615397421
1075,0.0009403702289711394
1076,-0.00016529516792665333
1077,-8.528906777160173e-05
1078,0.0007993697711394803
1079,0.000672381550393764
1080,-8.865926170186506e-05
1081,-0.00010544525010513669
1082,0.00015919076031885816
1083,0.0020654282662861973
1084,0.007874460334736303
1085,0.0016291452210146868
1086,-0.00024360168344217124
1087,0.02673560687428976
1088,-0.0003320986287160385
1089,-0.00015269580058164075
1090,-0.0004193312252499262
1091,-0.0025784675235150625
1092,-0.0026612431999772854
1093,0.0023550709124540705
1094,0.001136095351178083
1095,0.00580099737460861
1096,0.0004434257992415903
1097,-0.000948396831154719
1098,-6.870590359938763e-05
1099,-0.0026248336667465634
1100,3.0025075077542214e-05
1101,0.0008442640327985745
1102,2.125232972564599e-05
1103,0.002695483881071504
1104,-0.0001741033245121104
1105,-0.00012057812436925538
1106,-0.0008596856823920343
1107,-0.0029504962672359768
