,drop_hybrid
0,-5.135620168434418e-05
1,-0.0006859460065459482
2,-0.0010871927950270852
3,-0.004320569049428548
4,-0.0005929501116756509
5,-0.0004878290068590584
6,0.0007632878786663743
7,-0.0008016805812657383
8,0.0008474052673293165
9,0.00040886977987990763
10,-0.0003851781135766907
11,0.0027846621318866555
12,0.0005763839230467027
13,0.0003886378378737644
14,-0.0007467578424384389
15,0.0004132898124359694
16,0.00035622089358050975
17,0.00031916222260012996
18,1.80661515125492e-05
19,0.0025928890769495775
20,1.491404249304569e-05
21,-0.00014993242772367112
22,-0.0006259126856787938
23,-0.0010751697010520976
24,-3.177544630694909e-05
25,-7.270052512118726e-06
26,-0.00047281220022621384
27,-0.0017690768454888793
28,3.745116078456377e-05
29,0.0005143751101810253
30,-7.919280016857427e-05
31,0.001375043829928785
32,-0.0002527626766758778
33,-0.0002694737762913961
34,-1.498237076453354e-05
35,-0.0023057322781689015
36,-0.00040084079040007175
37,3.535458932570315e-05
38,-5.6002542649155174e-05
39,6.950210778678587e-05
40,0.00048769721781459166
41,-0.0008027198032256554
42,-0.0001568982099927287
43,-0.0016507924655431206
44,-0.00023084598981254392
45,-0.00025997402354733693
46,-0.0009336901206111675
47,-0.006424750357456557
48,1.5111413594160291e-05
49,0.00026057420293060913
50,-0.0002990833280325621
51,-0.0005984381000329679
52,0.00016901157724304327
53,-0.00013761071637407595
54,7.653662073354238e-05
55,0.0003450585816667481
56,-0.001081442791915323
57,0.00036143756143020695
58,-0.0013999867979393248
59,-0.007931189733306912
60,-2.8406107552892426e-05
61,-4.129759840119164e-06
62,-9.760108517208995e-05
63,-0.0004220631777822121
64,4.036403143901333e-05
65,0.0018335198674301377
66,-0.0007129967052486548
67,-0.0029001413858581616
68,-0.00048488103837390594
69,0.0003814682484828748
70,0.0005671576157469489
71,0.0016889668286197855
72,-0.0018546069639986773
73,-0.0040299754069353984
74,0.002190030055873595
75,-0.011614925730027231
76,0.0003238484487578331
77,0.001161044426017411
78,0.000292418557062858
79,0.00664869933564286
80,0.0008168630674493302
81,-0.005064876901684692
82,0.0015911619476707498
83,-0.009319557238650803
84,-0.0008619243608022675
85,-0.00012372381395934386
86,0.0004084764375640897
87,0.0007023681202971193
88,0.0009941978227681941
89,-0.00031066040534046886
90,-0.0004050868083471674
91,0.0010170906587218707
92,-2.1891468359528252e-05
93,-0.00010111238168461499
94,0.00013887605904757072
95,0.0005338615824466591
96,0.0001707064777288409
97,-0.00016209432841292942
98,-0.0002500153745172328
99,-0.0007017163797714064
100,-0.001732349468999527
101,-0.0015578110993011564
102,0.0012417031798548101
103,-0.006954732269645508
104,-0.002286492420729033
105,0.0005872290798923164
106,0.00043335638556940526
107,-0.0030415890380259235
108,-0.00010308788222553899
109,-0.00038182824619369007
110,-0.0012868475100443672
111,-0.004364113789843857
112,0.0009498098452077823
113,-0.002785467338392484
114,0.002793658266942934
115,0.004532304971418373
116,0.00013338188983911715
117,-7.74459407846449e-06
118,0.00015407926920865935
119,0.0006116749454168931
120,-0.002060813188248883
121,-0.001802468540161835
122,0.0045183643427336466
123,0.0012252851235864796
124,4.186836417452631e-05
125,0.00013387016563820497
126,0.0006256099847886226
127,0.002093479492205182
128,0.0002015313955909159
129,-0.00044324932710580186
130,-0.0002736078152268123
131,-0.0026644248293565547
132,0.0008580139162740871
133,-0.00038095198482269744
134,-0.0006334238138151607
135,-0.0012198415808542008
136,-0.000287170551720639
137,3.2848376709599964e-05
138,-2.542392403296539e-05
139,0.000330409241639626
140,0.0008011034249760651
141,-0.004772647765718736
142,0.0038740753033014133
143,-2.4696790718369266e-05
144,0.0009717035428735192
145,-0.00019394364647408596
146,0.0007912373317615311
147,0.004771357948958428
148,0.00010219574490649706
149,-0.00292223672717156
150,0.0007076247055510686
151,-0.005007379800307287
152,-0.0004128741992951594
153,0.00021625544945157353
154,0.00043569707765783586
155,0.002957102229341985
156,-0.00044746209932101884
157,0.00044276065768425905
158,0.0006402380702384716
159,0.002718355608815395
160,-5.356980237726173e-05
161,7.110871114279408e-05
162,0.0015016661800471088
163,0.005038895932518096
164,-7.172629160343308e-05
165,-7.899772936187609e-05
166,0.0007871197216208273
167,0.001730696429641648
168,0.00017793784715024796
169,9.227939648898647e-05
170,0.0005117445628417737
171,0.00250106593581976
172,0.0009895668282794232
173,0.0004056625864778233
174,-0.0002599553859432292
175,0.0036627787673555196
176,1.4942823661025242e-05
177,0.0006903436479659373
178,0.0010047719896097782
179,0.005306487689038453
180,8.29931544293801e-05
181,0.0017471263158393214
182,-0.0023689722297348657
183,-0.0022403032715818515
184,0.0011186264367988189
185,0.0012029749940972625
186,-0.003214670829979975
187,-0.005698113434559584
188,-0.0019406043477177037
189,0.0009859552164133254
190,0.0027660473726958653
