,elapass_hybridper_inf
483,0.0009172873939760393
484,0.0004808236380488755
485,0.0009230801981785313
486,-0.0010014365609313835
487,0.0012476228329976343
488,-0.002792200249288078
489,-0.0032669157006137138
490,3.28218218758581e-06
491,-0.018117575148691514
492,-0.006169970004714129
493,-0.0020469237558116632
494,0.00375645513576457
495,-0.01361682389974302
496,-0.0010083810222456576
497,0.00033343669575511156
498,0.0005124852540251406
499,-0.00093780192249142
500,-7.457746047421467e-05
501,-0.0013149538644339168
502,-4.8450057049440596e-05
503,-0.003948876554724001
504,-0.00039643404822775955
505,0.0003492439935111625
506,-5.305467056466644e-05
507,-0.0005144828381486916
508,-0.0016675059727312039
509,-0.0011563818039986612
510,0.0007917690141019158
511,-0.00643198384783607
512,-0.000882030284348149
513,0.00027605505359743285
514,-0.000680632262928093
515,-0.004193917630350583
516,-0.0018830598758108475
517,0.0009093832732577312
518,0.0004719068744304241
519,-0.002264478353451606
520,-0.0034839986861511297
521,-0.0025818774190772466
522,0.0034987725238952044
523,-0.006504062649967511
524,-0.004219263921814285
525,-0.001563396848453669
526,-0.002615529905776771
527,-0.02594501468182434
528,-0.0005526513402808429
529,-0.0002794496356537642
530,0.0005158978310692696
531,-0.0009836433749555742
532,-0.0007414389868165112
533,-0.0006468012258480157
534,0.0012167217920014146
535,-0.00037132010402246926
536,-0.00021981621099499422
537,-0.0015729191803857219
538,0.0007894447949175148
539,-0.0027704193311401323
540,-0.00046033253688087617
541,0.0006560259613267485
542,0.0014106945004664995
543,0.0055232323218861405
544,0.0015064327778167301
545,-0.0017383218506361986
546,-0.0013405301826912097
547,-0.004833537198888999
548,-0.0011709701729894872
549,-0.0011141760247873331
550,0.0004556024834202818
551,-0.0056978930223490635
552,-0.0007809684204014642
553,-0.0012385424721515223
554,-0.00013458665535131674
555,-0.0071027943389016255
556,-0.009117985450719523
557,-0.0037570431989094634
558,0.007659556551834355
559,-0.019079726283277643
560,-0.0016352423177745986
561,0.0007263193352729133
562,-0.0012794669895667412
563,-0.007666398641287925
564,-0.0023976066454176
565,0.0016351108968880566
566,-0.00305702417057934
567,-0.011989038835271406
568,0.002852544531435796
569,-0.0018186487616469044
570,0.0006472099753212351
571,0.006362447171716109
572,-0.0030496985541776747
573,-0.0005106277620008831
574,0.0003120439587115586
575,-0.009946249592401356
576,0.0031912147323576935
577,-0.00216910347258855
578,0.0009122502304257831
579,0.0074407682569381595
580,-0.0024850695691133206
581,0.004459411980079876
582,0.0003336196038426548
583,0.004886371563634569
584,-0.00024122410249534447
585,9.806158070064155e-05
586,0.00035170710040298344
587,0.0004465897556993584
588,-0.00023120114232203594
589,-0.0032692071651017444
590,0.0019134173733469074
591,-0.0039238172937914335
592,-0.00021121912534056964
593,0.00013338258093734015
594,-0.00013549638120952928
595,-0.0007432245763505817
596,-0.00041789324365723514
597,-0.0003332230302698024
598,0.0004319193474836694
599,-0.0004615365012134597
600,7.767889207651925e-05
601,0.00020483895004521008
602,0.00022699975035231834
603,0.0014647791058116633
604,-0.001051123449309468
605,0.0003829952123596002
606,0.0010474412731737385
607,0.0010209543944084236
608,-0.0028980941926256684
609,-0.001367688865114197
610,0.00011896547963115087
611,-0.014570347693726055
612,-0.0002012035726470118
613,0.00023207978850870806
614,-1.640500769111935e-05
615,-0.0005801570175788832
616,0.0019024978961326461
617,-0.0029387193411352253
618,-0.0014964952120910117
619,-0.007649211044247435
620,-0.00111818166861994
621,-0.00040457011125720406
622,-0.00014328610597931483
623,-0.004547444771824364
624,0.000564880251056567
625,-0.003720877916072083
626,-0.0023080710176900084
627,-0.01716411688782588
628,-0.0011212390807403508
629,0.0016110403502571406
630,0.00038977727064148866
631,0.003755666988505257
632,0.0003225275755217845
633,-0.006457828527965151
634,-0.001277170369797995
635,-0.024586162260615347
636,0.000794712719645905
637,0.001979721655747405
638,-0.0003128759663977977
639,0.00717745671393213
640,-0.00015323367117110943
641,0.0002650144832776676
642,7.511462089743127e-05
643,0.00035773044667717843
644,7.133369553711822e-05
645,-0.0001827616466056456
646,-0.004346412284225496
647,-0.013152343117262566
648,-0.0035561217969311667
649,0.004446956509776393
650,-0.0049348790446395755
651,-0.014357044158828953
652,0.00043031382591585755
653,-0.00010740149818994989
654,-0.0014234790012236944
655,-0.0017595421006435146
656,0.00029702940375955176
657,0.000980876462978749
658,-0.0038454275055896047
659,-0.01149893841096414
660,-0.00028361568527002077
661,-3.442352001009516e-05
662,8.258639610216509e-05
663,-3.0319478968891864e-05
664,4.268004907197756e-05
665,-0.00022588293224606523
666,-4.640125638982278e-05
667,-4.3106997521063354e-05
668,0.0029117192829096025
669,0.000760698682613773
670,-0.004140999709066318
671,-0.0013020308041041468
672,-0.0018265909334855685
673,-0.0003662893818602503
674,0.0020804579108920796
675,-0.0002244251659551141
676,-2.1497024508724136e-05
677,0.0004029418695390835
678,-0.00010831785983204602
679,0.0008415892246903607
680,-0.0007036231861998562
681,0.0011245901805362534
682,-0.0005711444682358204
683,-0.0005044009704926745
684,-0.0024467339955753214
685,-0.0009978580381567934
686,0.001443186732437461
687,-0.005446693915728357
688,-0.0020905066660894802
689,0.0015085928625496125
690,0.00214582196417929
691,0.0037654128552407867
692,0.0015025577275908962
693,-0.0009111126039919585
694,9.386192701142489e-05
695,0.0010965016305707477
696,-7.776633821128638e-05
697,-0.0007548380983597534
698,0.0011256983337789826
699,0.0009626545943864299
700,0.00037060154855204463
701,-0.0006299002755357324
702,-0.00017758832988988828
703,-0.0014586052447762223
704,-6.691513333461216e-05
705,8.945269812372303e-05
706,0.00030825415664152505
707,0.0010332338600963274
708,-0.0004219938839329681
709,-0.00012485030642869592
710,0.0011741552382530493
711,0.0017677676875977484
712,-0.0017367840490079916
713,-0.00034914201580613796
714,0.000907089379868464
715,-0.0036847568453410883
716,0.00015918603392302272
717,0.0003318225310628827
718,-0.00020937600164775308
719,0.001127957394139929
720,0.0006309694226000109
721,0.0011105688113487446
722,0.0009427101878848418
723,0.009407402235379368
724,-0.0008419788623204773
725,8.436066851135462e-05
726,0.000928581084962979
727,0.0011797200612459404
728,-0.0004163068867392482
729,0.00032881137253622076
730,-3.435598120048401e-05
731,-0.00015512412095003167
732,-5.2956593465624583e-05
733,1.7706873164479857e-05
734,1.086631887605983e-05
735,-0.00011030934588017764
736,-0.002113486851483707
737,0.002384894603002716
738,-0.0014111390389220835
739,-0.003277156472575883
740,-0.0005800998672044896
741,0.0005587323041508957
742,2.4174532260636216e-06
743,-0.0006792664121349194
744,-0.0010725125247526912
745,-0.0011952385409292902
746,2.1811603229787233e-05
747,-0.006828827347409213
748,-0.0007930551192194156
749,-0.0006143268216254602
750,0.001576182411624839
751,0.0005921078593696353
752,0.00045010460238915846
753,-0.0004427847409253829
754,0.0003139022613728491
755,0.0011205166353800784
756,-0.0019252445249548574
757,-0.0009979717152546763
758,0.0016967448749573182
759,-0.0030564511058098474
760,0.00013152279530152504
761,-0.006637930630181925
762,0.0031318940121000797
763,-0.008950959033159582
764,-0.0003827477686138713
765,-0.00012171512848741156
766,0.0016571469864097982
767,0.0035631953762562457
768,-0.0006840449170917098
769,0.0004297382911657328
770,0.00030016331741819236
771,0.0004602708611754127
772,0.0017696906556426023
773,5.4921336585115944e-05
774,-0.0002793146546091719
775,0.004757913376545035
776,-0.0009996529111045763
777,0.0017912043176090096
778,0.0009942975075398115
779,0.006601199218455165
780,0.00015435778316177595
781,-0.00010051923316870791
782,-0.00020702764145761194
783,-0.0011887171150762896
784,0.00037754875229116926
785,-0.0007158449156944311
786,-0.00030475742205284635
787,-0.0017418168325445695
788,0.0003767869745533171
789,-0.000183679336456902
790,0.0005996399208737798
791,0.0033941080547444467
792,0.0001491787336105987
793,-0.0009456266850194882
794,8.340210545561986e-06
795,-0.0021710507030380665
796,-3.3140838520993056e-05
797,-0.0006850269351248592
798,0.0006509445853657523
799,0.00019404948480185013
800,6.974542610029246e-05
801,-0.00042311152411146283
802,-0.0015077838466562448
803,-0.007396408732912978
804,-0.0009907250067612814
805,0.00030563568199197945
806,9.426277549993888e-05
807,-0.0018649073388343545
808,-0.00015056165696906802
809,-0.00031978382717512177
810,-0.0002246558627470107
811,-0.00229208416664116
812,-0.0004006646053894328
813,0.00029767898189010563
814,0.0002549148328464492
815,0.0004693201942662575
816,0.002075348019158129
817,-0.0036609659275712815
818,0.0008476794526252882
819,-0.0021920208656991814
820,-0.00019411316463149945
821,0.00021666787143411343
822,8.127120615899636e-05
823,0.00038061469093972263
824,-0.0008362134108985768
825,-0.00019841563383318076
826,0.0007324333358543491
827,-0.0008023530238165649
828,-0.0005469028699632633
829,-0.0010717618755546588
830,0.0010772929144878564
831,-0.001773670921237018
832,-0.00042016495289582247
833,-0.0014025777726226437
834,0.0006153062619243341
835,-0.003344341658503358
836,-0.0005427680204927559
837,0.00019673017915799052
838,-0.00034152101072663547
839,-0.00221271406994201
840,-2.1427620005421396e-05
841,-0.0002421858237862992
842,6.871722282552387e-05
843,-0.0006039815862692384
844,-0.0003492132115303609
845,-0.0012564810499849507
846,0.0013888924751814728
847,-0.00016644279877698834
848,0.0006510147885933445
849,-0.0008457268654808376
850,0.00017034986537805028
851,-0.00020948606039033368
852,0.0005113354723272255
853,-2.885516785855758e-05
854,-0.00010400803317234281
855,-0.00023917359733338937
856,-0.004551710907269143
857,0.0014335273405935978
858,0.0011041473738662656
859,-0.006628706971372744
860,0.00046836791622660763
861,-0.0032423661697074187
862,0.00206766947595268
863,-0.0011767027092398534
864,-0.0005772498396073097
865,-0.001008835139734697
866,0.0006266404483749825
867,-0.0022263365902927424
868,-0.00011276405390478307
869,0.00016663372761978695
870,0.0009477513057994263
871,0.005232224853555264
872,-0.0005694000265492873
873,-0.000598251083745449
874,0.0013686866740742622
875,0.0001139401664893204
876,-0.0009563747572977103
877,-0.0009818231712376997
878,0.0005901565961532918
879,-0.004603426847791952
880,0.0013671032103014424
881,-0.000658014859017542
882,-0.0003956895802459472
883,0.0006384564534342745
884,-0.001036186501388108
885,-0.0008694215405436254
886,0.0025994881508186697
887,0.002156529361082269
888,-0.0027852870764906966
889,-0.0013477129016754125
890,0.0017406332253953752
891,-0.008109105335568642
892,-0.0004889865400493367
893,-0.0006410757101842474
894,0.0006270240166978055
895,-0.001032089456261757
896,-0.0004350629172982402
897,0.00034567720234872243
898,0.00043151195652387224
899,0.0009289899218337227
900,0.00015363614985724607
901,0.0003118024682466718
902,0.00043154486170554965
903,0.0065865798592842015
904,0.0005120862529969975
905,0.0008315378296192301
906,-0.001028363596549179
907,0.001231806166385109
908,-5.382914831603352e-05
909,0.0012872473662326666
910,-0.0011151918087557563
911,0.0009636602406086121
912,-0.001726029890197303
913,-7.366505231551164e-05
914,0.0001508091300350937
915,-0.004859150785626405
916,-0.00042081962543278603
917,-0.00036155551548540003
918,0.0013678361777227617
919,0.002055865560118313
920,6.374801342968423e-05
921,0.0004912463006911492
922,-0.0008012699960849859
923,-0.0007968103058869242
924,-0.0005731144612473073
925,0.00019974046362119998
926,0.00013304164322247407
927,-0.0008889386043614366
928,-0.0025554191244443743
929,0.0012286031175478946
930,0.0006932404662886437
931,-0.0026074128656165684
932,-0.0007095287305500252
933,0.001018269842661129
934,0.00038418436902095613
935,0.0016489422937747739
936,-0.0017314236335769268
937,-0.0009525104491054933
938,0.0025744095184515735
939,-0.0012468710123336602
940,0.0004309726849318
941,-0.0005645355552047076
942,0.00021221325614350405
943,-0.00033548856932648585
944,-0.0014225524987924961
945,0.0016441162353966218
946,0.0005260886639222324
947,0.0022092995537735826
948,0.000548457681888188
949,0.0005037731306783132
950,-0.0005541142795696919
951,0.001155967922700249
952,-0.0001718087222375763
953,-0.00027849002507213247
954,0.000888735876131023
955,0.001420118736203472
956,-0.0007421843228714264
957,-0.0010471803705998286
958,0.0015103304625035561
959,-0.0011626091872959739
960,0.00024454857739303847
961,-0.0015510960395927417
962,-0.00024882835374790313
963,-0.003752326907466334
964,-0.001276392171535249
965,-0.00037270652504386043
966,0.00042548659266787987
967,-0.005058393819238825
968,-0.0021060528780160494
969,0.0003885595733274071
970,0.0006470331160687249
971,-0.003387765330309894
972,-0.0003333139972354634
973,-0.0005307404543130959
974,0.00023227670392790163
975,-0.0026009530889861336
976,6.65405507810368e-05
977,-0.0015519793479835974
978,0.002364663054256854
979,0.0013947515160472295
980,-0.0005066036136427083
981,-0.000795719190486131
982,0.0009310914650849318
983,-0.0011337656318235975
984,-0.0005435326446796365
985,-0.001100446709611743
986,0.00021340832014209453
987,-0.004400586670242886
988,-0.0011040694724375535
989,0.0008391491131595071
990,4.704077377870833e-05
991,-0.0007162942266381644
992,-0.0012023716727119593
993,0.0006486069575572425
994,0.0004487224927256617
995,5.395743657844166e-05
996,-0.0019813993482919157
997,0.0010941609554619232
998,9.32463849681022e-05
999,-0.0023238332973048274
1000,-0.0008233990493098643
1001,-0.0012827354983168983
1002,0.00039330832820145926
1003,-0.004940744173445177
1004,9.5943838160732e-05
1005,-0.0004989303671097018
1006,-0.0006925806409225408
1007,-0.0031031957417555892
1008,-0.00011343181288327509
1009,8.454176250304462e-05
1010,-0.0007544327156146257
1011,-0.002678612620580572
1012,0.002259399269468321
1013,0.0002215770429806872
1014,-0.0018964124298267017
1015,0.0018502049814101264
1016,-0.0007861588239325355
1017,0.0010106322133820117
1018,0.0006582598835965396
1019,0.0033185951069608904
1020,0.0023473001058269614
1021,-0.00048316927303809895
1022,-0.0014831892164390247
1023,0.001655252952038883
1024,0.00019472703427915103
1025,0.0004487293412719634
1026,-0.00027432848643085833
1027,0.00021187140515856659
1028,-0.0031575870708626143
1029,-0.0010730502458576095
1030,0.0011597099999728243
1031,-0.012719917657080186
1032,-0.0023152776484122606
1033,-0.002001581840635217
1034,0.0012646639118740674
1035,-0.010907536782671616
1036,-0.002667921138990359
1037,-0.0027404498996753584
1038,0.0008700409948426513
1039,-0.014029281993184454
1040,-0.0015519502947009354
1041,-0.0011403003565311624
1042,0.0006838113904832499
1043,-0.005958574119644808
1044,0.000467630106115903
1045,-0.001883755908396816
1046,0.00025724112387073947
1047,-0.003858152042811659
1048,0.0002802158789147267
1049,-0.00024089099115391077
1050,0.0001456080890132556
1051,0.0006501977887749612
1052,-0.00047679184729333294
1053,-0.0021777410964335265
1054,0.0029357357081746575
1055,0.0008896643869969215
1056,-0.0003294965760188074
1057,2.384260312682265e-05
1058,-6.571168835178214e-05
1059,-0.001103088724803685
1060,-0.001224710624914741
1061,-0.003147345192526116
1062,0.00026886955935468256
1063,-0.013837205214238674
1064,-0.0015618361901409076
1065,-0.0009942703113161057
1066,-0.0017003952536436633
1067,-0.014383773475651269
1068,-0.003039164721676249
1069,-0.0014823799176959418
1070,0.0015763221620092138
1071,-0.008608554443527339
1072,0.00013528226441098459
1073,-0.0030524472019456154
1074,0.0017906542367034177
1075,-0.0035453361007805355
1076,-0.0006716195349157368
1077,-0.0007618690694011077
1078,0.0005803153919710206
1079,-0.0029659652274624695
1080,0.00031878015656743004
1081,-8.790493687661652e-05
1082,0.00037822394864924484
1083,0.0019246126301872839
1084,3.07496550024575e-06
1085,0.000768108207188849
1086,-0.001225078940736678
1087,-0.0013158907883844496
1088,4.054891975400128e-06
1089,-1.6908391105871513e-05
1090,-8.958311791691389e-05
1091,-0.00020300828109835053
1092,-0.00010523896268371697
1093,-9.530573336313062e-05
1094,9.354081370930018e-05
1095,-3.4362335981762425e-05
1096,-0.0021783971072805897
1097,-0.0007150790978803842
1098,0.00201699145108756
1099,-0.002527611122156403
1100,-0.0012322482491758024
1101,-0.0007331619058294096
1102,0.0006271945514259939
1103,-0.005228875451214329
1104,-0.0005795515927510873
1105,0.000124716474965461
1106,0.00015722779284943174
1107,-0.0012651099160336072
1108,-0.00030726662115730457
1109,0.0003835725848066783
1110,0.00022816257286839293
1111,0.0007304845763675033
1112,-0.0008481762930697593
1113,0.0005837386229533898
