,mathpass_in_hybridper_inf
744,-0.0008024521771294247
745,0.00103655162263477
746,0.00016462358035241397
747,0.0008637908970758896
748,2.4729739971711614e-08
749,0.0007451895955879828
750,-0.00021341733024891408
751,0.0010602683876939124
752,0.0010576732133124541
753,-0.00010537786831424535
754,0.00039951547869640893
755,0.0010758215770287716
756,-0.0002194342663387458
757,-0.00012028858191499817
758,-0.00037097365548011764
759,-0.00028200247688333474
760,0.00032405596504273655
761,0.00014785826469168958
762,0.0020822784813711056
763,0.009513775086878567
764,-0.00019290412952035823
765,0.0013503507272497749
766,0.0005398243076138214
767,0.004405688439928875
768,1.9461191168561074e-06
769,8.329414786211682e-05
770,0.0006027369084455962
771,0.0020724105046134277
772,-3.485747450460317e-05
773,-0.0004127596687200836
774,-0.0003285088620447882
775,-0.0031047401693259343
776,0.002831092899968243
777,-0.0011749971711934248
778,-0.001984342844396225
779,-0.0023230355591386488
780,0.0005191557034725455
781,0.00019403501960208654
782,0.0003553629758560377
783,0.0035141352759256667
784,-0.0003431742712729778
785,0.0005422364492916479
786,3.617782580520904e-05
787,0.0008111954002413559
788,0.00035673991076390127
789,0.0003255962158407629
790,-0.0004917767595335206
791,0.000843467201808647
792,-8.587183016395755e-05
793,0.0024821321037800555
794,0.004908535131482628
795,0.023682507257596352
796,2.3780135804809258e-05
797,8.40309112968619e-05
798,0.0002016350320872538
799,-1.331998055122263e-05
800,-0.001707745173193984
801,0.00033349902481289687
802,-0.004514149674161942
803,-0.01845033107066964
804,-0.0003153997686324821
805,-0.0005568291079541022
806,0.0008773747061525777
807,-0.0020006137374869093
808,-0.00019349908643531856
809,0.0002712805482654155
810,-9.469155800768729e-05
811,-0.00030417453049483214
812,-0.0014353012633217632
813,0.0004820204323512732
814,0.00028656016580239123
815,-0.0003799059706315647
816,0.00012441216958330496
817,-0.00033025914543659485
818,0.000959615112975835
819,0.0005533507030710062
820,-7.634961017683019e-05
821,0.000140718446174703
822,0.0001840298458471508
823,-0.0008859300666359487
824,0.008758264445531821
825,0.00720518960328194
826,-0.006751969645130619
827,0.023227612319342415
828,-0.00013531920057676823
829,-8.113444053666844e-05
830,0.0009807490173769306
831,0.0033346823249841657
832,0.00028367738801358836
833,0.0004460047138565161
834,-0.0013605903750450587
835,9.18864042907984e-05
836,9.625204427802298e-05
837,-6.923277202848917e-05
838,-0.00045103377857982945
839,-0.0004946121702688745
840,0.00019661167141032696
841,0.000733083230104772
842,-3.6765756037997274e-05
843,-2.3416700284330016e-05
844,7.635835358980235e-06
845,0.0001963881482564894
846,-0.000487555868968806
847,-0.00044801123604709783
848,0.001727942035216759
849,0.002636107334901948
850,-0.0017815490109742303
851,0.004624638511842664
852,-0.00012320882601992138
853,-2.8538369071929722e-05
854,0.000139881385696857
855,-0.00010074137821733011
856,-8.610363348702801e-05
857,-0.0003708658032073691
858,-2.717161857926605e-05
859,-0.0007212122702008902
860,-0.0003719312165553842
861,-0.00018535739241274982
862,0.0007816511395827302
863,-1.7105761399174014e-06
864,-9.532290958709128e-06
865,-0.00014846985413914887
866,1.79745437494128e-05
867,-0.00011509225153229666
868,-3.274877280200297e-05
869,0.0009518862581511561
870,-3.968678369544633e-05
871,0.0017682154879526402
872,-0.006150129456141622
873,-0.005512957045766045
874,0.0025833173954227526
875,-0.030900495602538137
876,-0.000428051803193097
877,0.0009517048788017863
878,-9.03157875437132e-05
879,0.0008343418328521994
880,-0.0002487889016281487
881,0.00010753573732315017
882,0.0005224461718396367
883,7.99038445959662e-05
884,0.0010569609452920387
885,-0.00039642483078305854
886,-0.0003585896652022155
887,3.638679591336731e-05
888,5.698402962136156e-05
889,0.000377400701004803
890,-0.00013180735651722384
891,-7.375859362891589e-05
892,0.002090970094618626
893,-0.0009666164240530442
894,-1.1162699634886395e-05
895,-0.001168917399254875
896,0.00026397472881615737
897,9.569075449942109e-06
898,0.0007790306456327701
899,0.00022765970287329338
900,-0.0018391268321183807
901,0.001370499886018873
902,0.00015514985985151393
903,0.0012771861649783162
904,0.0010363411097068424
905,-0.007343738586615635
906,0.005055677854680293
907,0.0035214152950293984
908,0.007456087628279211
909,-0.007283584273132789
910,-0.002053929119222581
911,-0.010238772915225545
912,0.0012334734160722527
913,0.00106587042601101
914,0.00021835752868200515
915,0.00823645158552694
916,-0.0005169247437709414
917,-0.0010758870979783457
918,0.0020822010804945486
919,0.0007763111174570638
920,-1.740322929104589e-05
921,0.00016912932182630404
922,0.00034070122690751703
923,-0.0005058401679381122
924,7.042413795511909e-05
925,-0.00017908336479876237
926,4.3316914737870916e-05
927,-0.0004416867569005246
928,0.00031348910477953983
929,-0.0005589516806816246
930,2.2000652713785567e-05
931,-0.0002927558187380541
932,-0.00014934877225633093
933,0.0001356329103849715
934,-2.591368591783301e-05
935,-5.6055493758562944e-05
936,0.00022024133852191065
937,-0.0002525258222145727
938,-3.916896766298668e-05
939,-0.00011153303475310532
940,0.0006232973723379972
941,-0.000304686314279534
942,0.0011215879473058011
943,0.005742819785404511
944,0.0008044017440706563
945,-0.0005645437701210689
946,0.0026023446924617827
947,0.007029620217736919
948,-1.9062566184453032e-05
949,-0.0007505734466252702
950,-0.0003216674114163147
951,-0.0015499027916221608
952,0.00022789967158225432
953,-0.0002821709124167251
954,-5.86571496129095e-05
955,7.182425452604635e-06
956,-4.001913998301918e-05
957,-0.00010771203598637678
958,-3.734967882579348e-06
959,-0.0011578898495508635
960,-0.0010772281128213152
961,0.0006352368931195493
962,-0.0009536138683483375
963,-0.0042606300094003855
964,-0.00023518755486682453
965,0.00012898116780745106
966,-0.0003399603046661965
967,-0.0014882918806182945
968,0.0007164949850893351
969,-0.00034869560265855906
970,-0.0003334174542474278
971,-8.521516273781277e-05
972,-0.0005438380751906894
973,-0.00011004003010539457
974,-0.0007595988314164314
975,-0.005077620132972205
976,-1.9184647763090472e-05
977,0.0018504955950109634
978,0.0001329038426495945
979,0.007253339833990954
980,0.0005393245779550017
981,-0.0004789401258340329
982,-0.0011915333985111885
983,-0.00440162883871523
984,0.00020586375255754046
985,-0.00037815721371198133
986,-0.00011529194747512346
987,6.187325728427755e-06
988,-0.00010367474960606914
989,2.685106594621187e-05
990,-0.0003051049693729095
991,-2.6379348725342134e-05
992,3.5931514633261074e-05
993,-4.6230037887394966e-05
994,-0.0008163668007471675
995,-0.005460125050783603
996,-0.010493934122503983
997,0.0013229598837950645
998,0.0005357312733358962
999,-0.020648773237421883
1000,-0.004239644283797047
1001,-0.006344034625492026
1002,-0.0005556036030433094
1003,-0.03352134348960433
1004,0.0008124146646185114
1005,0.0008596448632764112
1006,3.071767474623787e-05
1007,0.004163606481683346
1008,-0.0001560553721658674
1009,-0.00017398803815847765
1010,0.00010638342640787909
1011,-0.0010516414842340373
1012,0.0014793126977669054
1013,0.005703657149266457
1014,-0.005172486432951988
1015,0.005856139704031746
1016,7.071366973935639e-05
1017,1.809957590481548e-05
1018,0.000645990264097484
1019,0.0020163556487052883
1020,-0.0013765600616139511
1021,0.000833512753509223
1022,-5.666337531835066e-05
1023,-4.253398630724912e-05
1024,0.0030431741405610377
1025,-0.0003647666743555916
1026,-0.00017476999601707854
1027,0.003364435309828603
1028,0.0025431110421086163
1029,0.0011509782239846795
1030,0.00033464561097561673
1031,0.012171251713967775
1032,-0.00030278462657381107
1033,0.0015973689279036257
1034,-0.0015656802104858276
1035,0.003333964364586275
1036,-0.00029952311768872145
1037,9.443708644794232e-06
1038,0.00012534953164885173
1039,-0.000755609932284818
1040,0.002134640651335516
1041,-0.0004465487032147853
1042,-0.0024715445791691315
1043,-0.002755889525476146
1044,-0.0002647526295281907
1045,0.0004852637687314372
1046,-2.4739420131687335e-05
1047,0.00030077618357162106
1048,-0.02629193583762414
1049,-0.019236533378854254
1050,0.021003490547317535
1051,-0.08182856897199824
1052,-0.0005529541674051054
1053,5.8002880169333994e-05
1054,-0.00019326804763401345
1055,-0.0020438616556285303
1056,-6.581068760126048e-05
1057,-0.0004793421416199642
1058,9.024032853438857e-05
1059,-0.0007512672140448946
1060,0.00017512410365926146
1061,-0.0009344630005317328
