,drop_hispanic_virtualper_inf
693,0.00012798278240618545
694,0.001129873859802434
695,0.0028725504643993534
696,-0.0004591753933226098
697,6.109764678266863e-05
698,7.340161963772745e-05
699,-0.001079619794436257
700,0.0003066398766117828
701,0.0007239046902702204
702,-0.0012272677092903536
703,-0.0004435465166343799
704,0.0005578220913968454
705,-0.00036711291403626405
706,-0.0008098837695027859
707,-0.0019864247324643657
708,-0.00015416181566746195
709,-7.895538772304869e-05
710,0.0007780522906136817
711,0.0017163303286334274
712,-0.002952020724973961
713,-0.0008252223650490806
714,0.00046695910223210974
715,-0.0005872200875512892
716,0.00036301451872278314
717,0.0005821998562405969
718,-0.0012372901189677172
719,-0.0012313702620705936
720,0.000664648464358306
721,-0.0003295424764702349
722,0.00031080388060891675
723,-0.0018667583387918468
724,-0.0008429186999160658
725,0.00027287817352537695
726,-0.00048387082193369446
727,5.9710842071103145e-06
728,-0.0061468146352116095
729,0.0015655970639679823
730,0.00023624717392948564
731,-3.793707671530495e-05
732,-0.0003417073241850969
733,-0.006068951706909031
734,-0.0020883952913059033
735,-0.009963227994820476
736,-0.004713468884616702
737,0.0018979298862440682
738,0.002572284914900059
739,0.00738072105939879
740,0.0011704925064607932
741,0.001651645475965067
742,-0.0002603351066700883
743,0.008191210005581278
744,0.008722401565907747
745,-0.0003571628312854895
746,-0.0007874599420542148
747,0.010667838653561983
748,0.0007497678207399312
749,0.0014322962207013702
750,-0.0028342440210350085
751,-0.00491517338188656
752,-0.0022598663636243326
753,0.0031364359830882214
754,-0.0005548058641798308
755,-0.0032034014527268532
756,0.0013203201599550072
757,0.0015119803076849242
758,-0.003581656811348509
759,-0.0023568901528692463
760,-3.680417387135106e-05
761,0.001668470994434777
762,-0.0013956447932610317
763,0.0010234380913255428
764,-1.5590913645411059e-06
765,-8.02204313488716e-05
766,4.971783381871113e-05
767,-0.0004950008647526176
768,0.002708599103284792
769,0.0006261529732132845
770,-0.002281884014598053
771,0.005552815383420915
772,0.0001899444537177558
773,-0.0001591142932717072
774,0.00040824345120849334
775,0.0011019816808514695
776,-0.003764273703633742
777,0.0008357823000370958
778,-0.002528520167450464
779,-0.014819508779013668
780,-0.00029828299008765826
781,0.0001037544004863429
782,-0.0004898304216642787
783,-0.002245604161879267
784,-0.0015241250764399892
785,-0.0010853924004686527
786,0.002075952038078649
787,-0.002368867151959718
788,0.02799850953109762
789,-0.00042695468115112466
790,-0.04581119900729503
791,-0.05388667734448334
792,0.000541690230845489
793,-2.8825293634753594e-06
794,0.00015183808230504392
795,-0.00019389411672436868
796,0.000446727232788664
797,-4.2955425650278104e-05
798,-0.000979347634912953
799,-0.0025723485963742407
800,0.0006480077104130344
801,0.0002531565186579764
802,-0.0015599752318820332
803,-0.002087425185940693
804,0.0003957439455054272
805,-8.932954277339165e-06
806,0.0008695937991716094
807,4.081414024358327e-05
808,-2.5017093628366525e-05
809,-9.352831401420279e-07
810,1.3797653052422533e-05
811,7.959477458702807e-05
812,-1.0117110092230247e-05
813,-0.0001874376098416378
814,6.310290923258788e-05
815,-0.0002563052824957779
816,8.096842241679783e-05
817,-0.0012561340327771515
818,-0.0008589362412182347
819,-0.0003412017636612462
820,-0.0017595404848381117
821,-0.00011233534925589683
822,0.00012667759452844466
823,-0.00163933184739628
824,-0.013039054615880162
825,-0.005125696074443013
826,0.012236527807139352
827,-0.042840483880071306
828,-0.009397914154283343
829,0.0032577943516099448
830,0.000244008939572204
831,-0.011667445587670142
832,-0.0013609875886091015
833,-0.0005682770884741244
834,0.0006926520090371116
835,-0.0040732911182837376
836,-0.0012140927824466927
837,0.001079783423810658
838,0.0010023841243734222
839,0.003742211835511175
840,0.00022730094626664753
841,0.0017597645606469059
842,-0.0015572544683546362
843,0.0024953831199461198
844,-0.0005598994094815529
845,0.00040700147819836083
846,0.00033270197549388914
847,0.0021325293778450805
848,0.00027439256884757504
849,0.0014953497146914846
850,-0.0006058113427450195
851,0.00363477494065688
852,9.855414455192976e-05
853,-2.827902683682938e-05
854,0.00023654821673604328
855,0.0013253951496413684
856,0.00028545828182971065
857,0.001000905904153828
858,5.8803348924455965e-05
859,0.0038474119933794623
860,-0.00019925410096984268
861,0.0019488338374575567
862,-0.002128732680047216
863,-0.00016389905042867364
864,-0.0009074464571054533
865,0.001140033074291714
866,-0.00027137432730131946
867,-0.0003504570850220201
868,-0.0037305809518896156
869,-0.0016111392230312906
870,0.0045621553324260485
871,-0.005264767272435138
872,-0.0002297261905223738
873,-0.00024572194754758154
874,0.00025832417203475465
875,0.00030154315193289734
876,8.497387348500656e-05
877,-9.579910888326525e-05
878,7.433599254009128e-05
879,0.00042628670957545114
880,-0.0003901505758768364
881,-0.002193577726091606
882,-0.0022437236049762774
883,-0.013031531437345471
884,0.0015844268351921373
885,-0.001213078276199957
886,0.0005092545945775451
887,0.0026340781558407945
888,-0.00037703634331513747
889,0.00014169546213781034
890,0.00018856746229372988
891,-0.0008543682272755137
892,0.00021013905095353677
893,-0.0005635026876268491
894,-0.0006278596190790462
895,-0.002989425303171263
896,-0.0009328467527098931
897,-0.00026628797333020466
898,5.178285661476756e-05
899,-0.003456965852615013
900,-0.0004200047556156236
901,0.0019822060864301766
902,0.0036767006849106007
903,0.012198510139353066
904,-0.010961053815631097
905,0.004146860639049989
906,0.0004011626484002651
907,-0.01950316112387891
908,0.0006684304415324074
909,-9.820541473117509e-06
910,0.0019682148764425494
911,0.004514766549397827
912,-0.000636322103644726
913,0.0003373981208330726
914,-0.0009651287988785123
915,-0.003306591039312131
916,-0.00044352413260859456
917,0.0009703966211544611
918,-0.0007542957432688313
919,-0.0014668763531753828
920,0.0005534685820952411
921,0.00013861352463616502
922,-0.0004711207249665368
923,-0.0009827326416866477
924,0.002943222098931277
925,-0.00031733013331776427
926,0.0005399811055858463
927,0.004288188688982164
928,-0.00013416064591487313
929,-4.2284913502745255e-06
930,-1.8315237867012406e-05
931,-0.0005946566030273896
932,4.8656808383078626e-05
933,0.00023159770399348628
934,-7.315860054460379e-05
935,0.0005885518661200548
936,0.0008918689024132509
937,0.0013293358584147343
938,-0.0027017120176807833
939,-0.004811486869702051
940,0.0009913426467916002
941,-0.0013246829074505528
942,-0.0016591232536887833
943,-0.007558815939614992
944,0.0021577432066860053
945,-0.003980012492581423
946,-0.0012634232771288139
947,-0.011820616214364265
948,0.0003152309753776088
949,-0.0007844070586146983
950,0.0012855279786566202
951,0.0014411495163085004
952,-0.00017626388102285592
953,-0.00013768475621806975
954,0.0007750493140263799
955,0.001379821859873059
956,-0.006461197025640867
957,0.002586977271552533
958,0.012367966485527078
959,0.02730688723100168
960,-0.003388480575342708
961,-0.007474932757360458
962,0.006577662427828736
963,-0.013125079527672204
964,-0.005064699715147826
965,0.002051703851106162
966,0.005074346472112976
967,0.008249649172030186
968,1.8789212823053992e-05
969,9.349010483268435e-05
970,0.0001481925631376197
971,0.0010213814171900575
972,0.0010240833036285143
973,-0.0006847162393761874
974,0.0021451133732840284
975,0.007620695168400327
976,-0.004686169396323997
977,1.7710187557931073e-06
978,0.0013822392396816874
979,-0.00659289199630031
980,-0.0010092615493993234
981,-0.0014795231808339318
982,-0.0013875876780293805
983,-0.013817485257292022
984,0.0014687040257158794
985,-0.006557656975412618
986,0.0060804099492180064
987,0.0011274962437540174
988,0.005018111853644877
989,-0.010596202683514381
990,-0.0035008277914338848
991,-0.027415674651521726
992,-0.0013075589588340962
993,0.0005922662289119268
994,0.0024923084001149537
995,0.007301829766778377
996,-0.0026999400941705616
997,0.0022744075125579726
998,-0.0019476388499313575
999,-0.007008509580534707
1000,0.0013092973089568485
1001,0.000873118938091794
1002,1.9856431677475057e-05
1003,0.008889619419379876
1004,-0.00012341528435337362
1005,-0.0011658203719586118
1006,-0.0019229847272094445
1007,-0.008742244895520633
1008,0.0012254630237480693
1009,0.00033890752279090264
1010,-0.0003616989973271
1011,0.004403409414416324
1012,-0.006388730020648783
1013,-0.0045008979879112825
1014,0.009795622894015074
1015,-0.0074242643996751696
1016,0.004245809463686211
1017,0.001235480319267697
1018,-0.0013994857621002848
1019,0.012786280884913726
1020,0.002143950176263596
1021,0.0021687542368172543
1022,-0.004206304915321992
1023,-0.0007947604241610393
1024,-0.00023795462129204683
1025,-0.00010031999571723958
1026,-0.00026386651176789756
1027,0.00035652140535321757
1028,-0.00015742676609613258
1029,-1.2588274020643469e-05
1030,-0.001457983731307719
1031,-0.0039930828195654765
1032,0.004573311458358838
1033,0.0018892809327959647
1034,-0.004045037763691611
1035,0.005590332139791459
1036,0.0006557076066964288
1037,-0.00037574466935909394
1038,0.0004354231418768613
1039,0.0027505451582405228
1040,-7.664388462352629e-07
1041,5.393694150089988e-05
1042,2.556999477297863e-05
1043,0.00026781688973802635
1044,0.0004251741843328034
1045,-1.3437376010087619e-05
1046,0.00014193378922267466
1047,8.807311768423621e-05
1048,8.015776164741425e-07
1049,0.0003779991145861046
1050,-9.384422273178953e-05
1051,0.00016010251839182487
1052,-0.0007951818935837743
1053,0.0033746908089651536
1054,0.0007047523699524336
1055,0.010474134092887628
1056,0.0015983974827432788
1057,0.0005878153175538337
1058,-0.00010906325244119257
1059,0.006234566552408982
1060,-0.00803625053199984
1061,0.0023825705297416226
1062,0.004246965501492413
1063,-0.002656449707490791
1064,0.0022193715851356005
1065,0.0018081781946931296
1066,-0.002642789153698725
1067,0.005829450579423869
1068,-4.5482541459868535e-05
1069,-0.00014121330158387322
1070,0.00011713058264893382
1071,5.504583699636517e-06
1072,0.0005541941783946294
1073,-0.0014997059219430016
1074,-5.2266686754374164e-05
1075,-0.001286023120632615
1076,1.6522094341466976e-05
1077,9.7673894788717e-06
1078,-0.0001250836435833354
1079,0.0008930903931453363
1080,-5.2593035603381194e-05
1081,8.453626151902711e-05
1082,-0.00033687125257394985
1083,-0.0005311564722877051
1084,0.00011025669853343617
1085,-0.00011698984967730203
1086,1.2557870955058957e-06
1087,-1.7208892630837438e-06
1088,-6.519450483749514e-05
1089,-9.006283989907316e-05
1090,5.556506933318303e-05
1091,-0.00016825775364323457
1092,0.0004100188624207817
1093,0.00016093002685486115
1094,-0.00036948412810994686
1095,0.001353995210415004
1096,0.00013433351838586924
1097,-5.174698471653014e-06
1098,1.5871941890101591e-06
1099,0.0005800597804928736
1100,-0.0007368117622948976
1101,-0.0014957065082371816
1102,-8.416337988574873e-05
1103,-0.005171455635196089
1104,-0.00018578463921411115
