,drop_black_hybridper_inf
307,-0.0012749607115061785
308,8.783410499366701e-05
309,-5.2976041021657726e-05
310,-0.00011886437075456681
311,-0.0002360636399883423
312,-0.00028788116775223103
313,3.59843288613431e-05
314,-0.00026383854165731716
315,0.0002249135911539819
316,-8.896575195667182e-05
317,0.0021529228727017653
318,-0.0019295380718456073
319,0.0002604315744138141
320,-0.0011392082942312345
321,-0.00041175710256535086
322,-0.0001835958213622426
323,-0.0044465557133439295
324,-1.4239529457042286e-05
325,-4.788766417634067e-05
326,3.4942247192979056e-05
327,9.440674896445788e-05
328,0.0001518858794193018
329,-0.0002899082345231827
330,0.00020860041622728143
331,0.0006271243671561316
332,0.0035918642782471082
333,0.0017862567383676033
334,-0.004126278230447349
335,0.010726664943937876
336,3.842148654653999e-05
337,6.293538994172952e-05
338,1.3173015253932482e-05
339,0.0004607752599885311
340,0.0004413098055330171
341,7.62630931919781e-05
342,0.0006214388259972942
343,0.003262493816346954
344,-0.0015500466851778839
345,0.00045935660229161693
346,-0.0002172903377424345
347,-0.000689283081758014
348,-0.0015492526988599863
349,0.0005463550103162294
350,-0.0008912417935591462
351,-0.0053976738369548825
352,0.0006361421263491216
353,-0.0005651566730054771
354,-0.001919936476315486
355,-0.006495180868933893
356,-0.0002893162210646324
357,-2.8263054683197945e-05
358,0.000621653429896335
359,0.0006850392735224287
360,-0.002342694459787713
361,-0.0007432725259603168
362,-0.0003456344201556358
363,-0.01037800338591652
364,-0.0011374406321029381
365,-0.0004841292499189757
366,0.0019316622618288511
367,0.0013245529345164322
368,-0.0005810195566541083
369,-0.0005463052086262032
370,0.00027406201124845095
371,-0.0026400001442977296
372,-0.0008888196619487515
373,-0.0017867304537582235
374,0.002118722888111123
375,-0.0011066463844410406
376,-1.4094541554318043e-05
377,-0.0010354004698561764
378,0.00038323221767072753
379,-0.0021583008948813606
380,-6.3571205913574e-05
381,0.00022386206091966324
382,1.1175565471009961e-05
383,4.797229690787441e-05
384,-6.230481485490463e-05
385,0.000169678525448538
386,-0.0005885381606198751
387,0.00035038981306066447
388,-0.00016422971443583962
389,5.531900352583442e-05
390,0.00020458967424096268
391,0.00039718890487732176
392,0.0010496870018937747
393,8.334995308922776e-05
394,6.156579086086476e-05
395,-8.583816317347708e-05
396,-4.074142551336663e-05
397,3.3051228827616793e-05
398,8.540129467847204e-06
399,0.0004582664727246629
400,0.00031211238953690146
401,0.0001922905504758827
402,-0.00018588523512457397
403,0.0008835997462993655
404,0.0005314513893157336
405,0.0002525786437965334
406,-0.00017009343781150554
407,0.001405864245001065
408,3.19978973207626e-05
409,-4.0756590625607776e-05
410,1.5241455813096796e-05
411,-0.00023629688171560858
412,0.000550793845575987
413,0.0015275279178378937
414,-0.0014622406567756296
415,0.0028777473180773266
416,0.0026203714679410035
417,-0.001160076111402071
418,-0.0031971731443394425
419,-0.00404968921962102
420,-0.0012053155714052556
421,0.000550232778811611
422,0.001514161513486806
423,0.0033785941306125064
424,-0.0013431708867791096
425,-0.0004985382972884678
426,0.003873192948728711
427,0.005487499016122689
428,-0.0031435622229452668
429,-0.0007854704718203539
430,0.0036535650256832642
431,-0.0007251872406130719
432,-0.0004991586545171532
433,-0.004226580421811676
434,0.0038229723390122592
435,-0.00248010852060911
436,-0.0020848002919084127
437,-0.0005825918573733877
438,0.00045421653460556133
439,-0.005358525232789677
440,-0.00038668920386663317
441,0.00022445288134315583
442,-0.00011373363022144583
443,-0.0006028864767061135
444,-0.0001282593795172912
445,0.00011033147345937449
446,-0.0005645443184805031
447,-0.001690192411111015
448,3.848400521399394e-05
449,0.00022740634285301078
450,-0.0014642120269135533
451,-0.005273975175240552
452,-0.0002106150504313097
453,-0.0014953571848620299
454,-0.0010321557004191993
455,-0.007623028548966537
456,5.593287999875865e-05
457,-2.439557866575286e-05
458,0.00018418398718643924
459,5.7540006062466624e-05
460,0.00014725518752738834
461,-0.00021417090147005425
462,0.00014121274328187137
463,-0.00012935562277844565
464,-0.00019476608288502992
465,3.22523505550663e-05
466,-0.0008040437828418178
467,-0.0032117149836133996
468,0.0002368797458183119
469,0.000230167928762271
470,-0.00025693440946417026
471,0.001077927803560079
472,1.7479359665074565e-05
473,1.7300452697737415e-06
474,-2.1996406902982836e-05
475,4.2148188826454415e-05
476,-0.0004759412305392598
477,0.00012768976609753302
478,-0.0007603634928860372
479,-0.0029335668334709627
480,0.005345028728486583
481,-0.000562321017296877
482,-0.00253773347575122
483,0.005312801567178592
484,0.00013006552784204414
485,7.067822392957323e-06
486,-0.00016309329448951327
487,0.00016211256711552585
488,-0.00021315725926074634
489,0.00014259538167980807
490,-5.516084993992749e-05
491,4.9007538474017844e-05
492,2.2139895692460677e-05
493,-1.4870070053280227e-05
494,0.00030491796366070037
495,1.65056658512913e-05
496,-6.579245582625376e-05
497,-9.90117394980397e-05
498,-0.00012349270277719853
499,-1.6626882028494604e-05
500,0.0014404577178559722
501,-0.0003968708148450511
502,-2.5929920695513686e-05
503,0.003536284344380723
504,0.002127820023063181
505,0.0004039721654730301
506,-0.006859991285140591
507,-0.010682476232385184
508,-0.0029495694798064116
509,0.008020227530567312
510,-0.003906659476210621
511,0.0035990416460191456
512,0.001345425639047109
513,-0.003381756456707071
514,-0.0025025435429243486
515,-0.011860328439537448
516,-0.0002643616304022646
517,0.0037047000008705844
518,-0.0027659318883587044
519,0.0022082614521061208
520,-0.0008334319733143787
521,0.0002531764856653459
522,0.0022106030673496695
523,0.004139148084779201
524,0.0001711875874351879
525,-2.1242903841550517e-05
526,1.96773008502552e-06
527,1.8674584474246183e-05
528,-4.5050504312858256e-05
529,-0.0002049206842122109
530,0.0002178566157404558
531,-0.00031060422473547906
532,0.0009264221475879203
533,-1.9759191920563465e-05
534,-0.0005967709338723878
535,-0.0005434955645258971
536,6.124444112384179e-05
537,-0.0010256495724200467
538,0.0007459575802345971
539,-0.0005675314821361787
540,0.0004959985383463901
541,0.00041865780374398187
542,0.0007001990535517647
543,0.0048808159692121265
544,-0.0005327751810962873
545,-0.00029623951733243444
546,0.00034077004765342125
547,-0.0016329323858594888
548,0.0001875791002688389
549,-3.352115217273322e-05
550,0.0014649474841819685
551,0.003033277436570573
552,0.0017910314915062303
553,-0.0012379572677605668
554,0.0014999640120628294
555,-0.003036505923137738
556,8.217944388088812e-07
557,-0.0002869809682578278
558,0.00021082292841778652
559,-0.0004462031147319682
560,0.00017805816276680972
561,-0.00016518185354235426
562,-0.0002548986671468083
563,-0.00035544610572409456
564,-0.001603212766892546
565,0.0016962570423407009
566,-0.00031685612479032664
567,-0.00020172650726631706
568,-0.0007429485839950625
569,-3.06743870895585e-05
570,0.000913885922336891
571,0.0012319107779208934
572,0.0006132788493701752
573,-0.00010022051000741922
574,-0.0007840470658585114
575,-0.0011008907726960256
576,0.0008153573288612855
577,0.0011285131270435604
578,-0.0026053140681948916
579,-0.0015412140441125122
580,0.00015777574841046305
581,-4.370834333089707e-05
582,-0.0001895802214349323
583,-0.000433571500954039
584,-0.0006599259200738804
585,0.0005133155365104
586,-0.00040283371895002957
587,-0.0016930899026529854
588,0.00015398819560990664
589,0.00018979973136324713
590,-0.00023252622392903172
591,0.00042105110416087673
592,-0.0002839745442510297
593,0.00012199636161890289
594,0.00015067552321912627
595,-0.00010780928464378985
596,-0.00017761645207477306
597,5.6019037834587324e-05
598,-0.00017950655686798533
599,-0.0009686461998256776
600,0.0020173775837084586
601,-0.0013465433569187402
602,-0.0018265953630321942
603,-0.005227888970475873
604,-0.00019725194938417283
605,0.0019851748241242547
606,-0.0004141937869614107
607,0.0045357352907451015
608,0.0006328131742923805
609,8.914411955422545e-05
610,-0.0005743790480439745
611,0.000537557546417056
612,-0.0002097296509711654
613,0.0013439271589152188
614,-0.0009428780528222743
615,0.0015656094191613286
616,0.0003609631867755723
617,0.00021513688271533745
618,-9.207318732838266e-05
619,0.000498172491191829
620,5.129279588526359e-05
621,3.801376256746648e-05
622,-9.59034381039062e-05
623,6.389005108936162e-06
624,0.0046215897914390095
625,0.00013878675476987283
626,0.0001667487016448495
627,0.0011009396847549676
628,0.00020926436789754172
629,-0.0004981985569491514
630,0.00012076255666244595
631,0.0002171086122497228
632,-2.4566783506247994e-05
633,2.9284132809276515e-05
634,0.00030317084486046106
635,-4.549477955309507e-05
636,0.0008664111977373605
637,-0.00021927661333810526
638,-0.0018025867906657058
639,-0.002154330934937912
640,0.005343224158699995
641,-0.0011764304140642393
642,-0.007670016597361836
643,-0.008700285969197828
644,-0.0015357020759381587
645,-0.001783938166242919
646,0.0025722205372791154
647,-0.004372687907696428
648,9.921841254365897e-07
649,-4.282296629675934e-05
650,0.0003105761000241849
651,0.00029834289948198125
652,4.7030807795969515e-05
653,6.2460648273435276e-06
654,-4.0463418102235995e-05
655,0.0001149935346612308
656,-4.253232191123151e-06
657,-4.522419558106676e-05
658,4.06327290093872e-05
659,-1.234711197098792e-05
660,-2.487322871317965e-05
661,-5.295814395338558e-05
662,-2.765918540064712e-05
663,3.644095599796717e-05
664,5.693963253395478e-05
665,2.2387706480171054e-05
666,-0.00015572832496810012
667,0.0002912688977053332
668,-1.9967605436778745e-05
669,3.321018275079784e-05
670,-5.061193617266059e-05
671,0.00037648159508431474
672,0.0002672869193929301
673,-0.0009398639608457523
674,-0.0015060473898176178
675,-0.005904618652299295
676,0.00016960817429253323
677,0.0006520358070631477
678,0.0009331658470944288
679,0.0056178472928811955
680,0.0003178273226356302
681,4.055381807504967e-05
682,-0.00026747086989371155
683,-0.00013385281502577794
684,5.9307647856587557e-05
685,-0.00027622850778782345
686,0.00046447524817660844
687,0.0007161573886900947
688,-0.00019907738103522665
689,-0.0004914928583830279
690,0.0006871569406646738
691,0.00016919118553735012
692,-0.0005549427195557661
693,0.00033755507675207346
694,0.0031000448628220488
695,0.00801815164730492
696,-0.0006321181286394957
697,-0.00031739387422554625
698,0.00024774931947449104
699,-0.0026662177219715804
700,-0.00016952812989363757
701,-0.00022275512179014434
702,0.0003787795346024279
703,0.00016558065970398995
704,-0.0002675910391046936
705,0.00011453361390617799
706,0.0005079337016131745
707,0.0009253939717062631
708,-0.0002557867400658619
709,-0.00015923472491231874
710,0.0014894605411600703
711,0.0031829509433212097
712,-0.0005589433334849785
713,-0.00025507731630788796
714,7.417893144552953e-05
715,-0.00010018219194079867
716,8.346357548833835e-05
717,4.019375656871517e-05
718,8.501809943724688e-05
719,-0.00013209656176494584
720,0.0008140113242641673
721,0.0005210217483993244
722,0.00033910592848124027
723,-6.244476737932835e-06
724,-0.00022199615251792236
725,7.60860591580059e-06
726,-9.47139745728129e-06
727,-9.925078237217299e-05
728,-0.0009447314647684965
729,-5.738150250588886e-05
730,-7.196387209282795e-05
731,-1.6152798047227603e-06
732,-0.0006104934570673971
733,-9.553516971542432e-05
734,-0.00018604603031113458
735,0.0004059759341902866
736,-0.0002573338601423294
737,-0.000201279137474902
738,-5.0581797581495155e-05
739,-0.00012247524596401774
740,0.00010511781813232666
741,0.00011034086150932624
742,0.00012952637796658807
743,1.1628307445117687e-05
744,0.0012660812129320271
745,-1.7251349390074508e-05
746,-8.418552628416433e-05
747,0.0011911409137760015
748,0.0011544712581126847
749,0.0016438896091425295
750,-0.004260389482020855
751,-0.006792701143021067
752,-0.003834559158913526
753,0.005103336889373094
754,-0.002368868055456316
755,-0.006398604140184936
756,-0.00028334768107978093
757,-0.00018936535954127331
758,0.0007248129884215984
759,0.00040922214989853146
760,-0.00011687273188628217
761,-0.00036539771667392203
762,0.00027662540666262644
763,-0.0007350319533252163
764,-0.0005701088044506599
765,-0.0005822688306978557
766,0.00020541293276648295
767,-0.0033456671165797325
768,0.0012709428503686856
769,0.00022133723687338272
770,-0.0011097979893009403
771,0.002465469624366188
772,-0.00034238764270426957
773,0.0005005688780944608
774,-0.0008583017368354591
775,-0.0024885655066961597
776,0.0001707705708790001
777,3.915697370009142e-05
778,-0.00026879343553804294
779,-0.0005447341147568421
780,-0.0002941810138888303
781,0.00011942904057928719
782,-0.000658684298755898
783,-0.0025973509802082093
784,-0.0021805512882531047
785,-0.0013754522251818314
786,0.0027430671699251647
787,-0.003162776136810334
788,-0.003413835830874532
789,5.10722305707739e-05
790,0.004671347160608104
791,0.006154279777823449
792,-0.0006298913062340194
793,8.260241421058363e-05
794,0.001188516245560547
795,0.0009669530006818124
796,0.0002443226850592445
797,-1.7134805607182332e-05
798,-0.0005050104662356696
799,-0.0012468326070266056
800,0.00039927844132434267
801,0.00017145978070812125
802,-0.0013401963096091416
803,-0.0015004917200241866
804,0.00014065091298790948
805,3.35844485430569e-05
806,0.00019416562005435367
807,0.00010206315159742139
808,-4.668175433041396e-05
809,3.926864382905975e-05
810,2.194260524333638e-05
811,0.0001881179944773426
812,3.140920752041805e-05
813,-3.931645305189849e-05
814,4.56712057903958e-05
815,-4.125034996245977e-05
816,2.8609248116820594e-05
817,-0.00038408046503032617
818,0.00012620383998171016
819,-0.000434808099696661
820,-0.0006626847877702639
821,-0.0005941169129513472
822,0.0006075967859778363
823,-0.0017355665909021057
824,0.0018264181580493822
825,0.0006162354374988258
826,-0.0006708850211310221
827,0.004044448368020739
828,0.000823839173418174
829,-0.00021033534374835164
830,-3.507049683140724e-05
831,0.000931601650983853
832,-0.0001620173553990847
833,-0.00010390805323052399
834,8.1092223392244e-05
835,-0.0005608996859183982
836,0.0005398763646458764
837,-0.0008578686856422777
838,-0.00026353753641772913
839,-0.0017359231414782793
840,-0.0001373215570946966
841,-0.0012288733492957058
842,0.0007954640872371107
843,-0.0014904902691800644
844,-0.0002207129059160328
845,0.00015169806392691305
846,0.00012580989208505787
847,0.0008206689345315543
848,-0.00010658677836911099
849,-0.0006755969647021054
850,0.0003105541447804008
851,-0.0016232483177130378
852,6.84738163010748e-05
853,-2.5971438406290094e-05
854,0.00032728945944879414
855,0.0012275025815269539
856,-0.00010701578048755735
857,-0.0003668679865700076
858,-4.6038506234948304e-05
859,-0.001887626636986619
860,4.289156306592207e-05
861,0.000884521166637879
862,-0.0011048990073051327
863,-0.0001769577672958958
864,-0.001285956785022953
865,0.001323490419097279
866,-0.00020903234877908791
867,-0.0004105426104019431
868,0.00275579592654422
869,0.0008889279962051107
870,-0.0021275284367696648
871,0.0030141719175960932
872,0.0023048725200053026
873,-0.002919870962281445
874,0.003197512171280532
875,0.009885759446899183
876,-0.00016988364318956087
877,1.3211647455918395e-05
878,6.3722398314221256e-06
879,-0.0002086523420322385
880,2.9603515236993957e-05
881,0.000298514520211664
882,0.00022428072054263878
883,0.0013617870375247673
884,-0.0008890592066595574
885,0.0006756294963015675
886,-0.00027901688042520105
887,-0.001461896302404363
888,-0.00014682803520722057
889,2.235634812640155e-05
890,-1.2905325230481077e-05
891,-0.00010479995200144223
892,-0.0001244890929322585
893,9.347874160450577e-05
894,0.0003824008535078998
895,0.0012597869903407713
896,0.0005316552853267042
897,9.299016729297155e-05
898,-2.1343417365315125e-05
899,0.0015171174110465515
900,0.0003155274712616489
901,-0.0006592471960177909
902,-0.00032852978574333545
903,-0.00393876922744747
904,0.0012580526174415466
905,-0.0003844282967583449
906,-4.162636739149742e-05
907,0.0020231383151423517
908,7.037968138722927e-06
909,-3.1095065252987414e-05
910,-4.731629037973193e-05
911,-0.0009067222168654355
912,0.0003984115652496671
913,-0.0004045518435580315
914,0.0008608138677817448
915,0.0028463565551577197
916,-5.5974836137368696e-05
917,0.0002007117900437732
918,-0.0002297181062617725
919,-0.00029444029501502156
920,-0.0002933833546276205
921,-0.00012146368254843165
922,0.0007789106058110563
923,0.0008380443772239493
924,0.0022590428309722625
925,-0.0006505813669149598
926,0.00043572788586867205
927,0.003781426123953163
928,-0.0006895956578073806
929,-0.00014875905543471063
930,-7.083172765971461e-05
931,-0.003558741244401697
932,-0.0005396865939275704
933,-0.00048243204635517613
934,0.0003577728632948026
935,-0.002326806979096161
936,0.0005991830278677796
937,0.0010970576913172556
938,-0.002892917846291114
939,-0.003995740798156384
940,0.0008004087982139827
941,-0.0012953959727088776
942,-0.002056846069263513
943,-0.007482765656054986
944,0.0023903467618009997
945,-0.004667424892464446
946,-0.001709001357275466
947,-0.014243201193483877
948,0.00016338260628816605
949,-0.00045114265782841004
950,0.0005401096358974267
951,0.0007096738775321467
952,-2.9402378650227232e-05
953,-5.372175709960565e-06
954,4.972305360226458e-05
955,0.00013389492867102166
956,0.00037929466355969137
957,-9.333010368788646e-05
958,-0.0005058450056093154
959,-0.0012331821286960059
960,4.556064231088349e-05
961,4.1376688642659225e-05
962,-0.0001246772377758565
963,0.00016658487041268727
964,0.0004933797293622816
965,-0.00019679806968239745
966,-0.0005194517757461893
967,-0.0008132865487589215
968,-0.0005353854507193868
969,-0.0002718621912828725
970,-0.00029419991046942184
971,-0.0030241141998909754
972,0.00011544088285539821
973,-2.5473988158185494e-05
974,-0.00011870014784196278
975,0.0003051887764709897
976,-0.0005410486832315416
977,6.552349597580273e-08
978,-0.00020463526190835996
979,-0.00027667272136518004
980,8.507924262091593e-05
981,5.4940757924808864e-05
982,0.0001658315765134798
983,0.0010941521487329647
984,-7.644663053973007e-05
985,0.0003372386066377514
986,4.726925381187371e-05
987,-3.284332170097191e-05
988,-0.00015653176656523285
989,0.00019567988268410694
990,0.00013020064894264953
991,0.00078021226522359
992,-0.0003256540995639009
993,0.0001572422047464389
994,0.00023762178729691712
995,0.0015236832187373284
996,0.0005086840430660075
997,-0.00044284561478361023
998,5.805142135055133e-05
999,0.0008426895615887467
1000,0.00018706243974386788
1001,-9.117968385641941e-05
1002,2.957959136457909e-06
1003,0.0007124375058069043
1004,1.2852337595217953e-06
1005,-6.952301370246908e-05
1006,-0.00013807295549261606
1007,-0.0003738244416841164
1008,0.0008217478788344983
1009,0.00011379946539421375
1010,-0.000654426829056502
1011,0.0004901694188423328
1012,0.00017501019153604844
1013,2.0673584747386e-05
1014,-6.829054376020514e-05
1015,9.26262614155797e-05
1016,-0.001030709436003315
1017,-0.00018864846908100172
1018,0.00016909044390461865
1019,-0.002151522782647541
1020,-0.00024125295526116912
1021,-2.101636843053641e-05
1022,7.47056253016885e-05
1023,3.896226124594806e-05
1024,0.0011721775850172238
1025,0.000369645051243522
1026,-0.00035886593835050216
1027,0.003532432407957062
1028,-6.658227106398638e-05
1029,-9.551850138574192e-07
1030,-0.00016584187980151442
1031,-0.0008426557316660978
1032,0.00020357640822438015
1033,-4.796459856990802e-05
1034,-2.162551066593632e-05
1035,6.199041720273118e-05
1036,0.00029239592648907663
1037,-3.479686773722078e-05
1038,0.0001541764804176589
1039,0.0007980759274273982
1040,3.5844595618097448e-06
1041,-0.00010700153092313267
1042,-0.00022382659576730804
1043,-0.0010688667206697046
1044,-0.0029272876007621555
1045,0.000288422755423897
1046,0.0011074883752157268
1047,-0.004925202977011183
1048,6.374891330292923e-07
1049,0.00012604759018466962
1050,-0.00017852301532221977
1051,0.00012121466862253365
1052,-2.6981579603288946e-05
1053,3.7955713087259534e-05
1054,6.620872091965198e-05
1055,0.00048633863498753386
1056,0.00010510253773798467
1057,2.749811722710497e-05
1058,-1.7523657158365043e-05
1059,0.0005831770057338709
1060,-0.0006144461172630914
1061,1.6156504748118857e-05
1062,-0.0002191238788445411
1063,-3.7110385531389625e-05
1064,-7.892114955122844e-05
1065,6.059628284499785e-06
1066,-0.00013359490983915793
1067,5.938053021993677e-05
1068,-4.4822956612245146e-05
1069,-8.415386490094473e-05
1070,0.00011459399611089213
1071,4.402327606738654e-06
1072,-1.0671558673238473e-05
1073,-0.0002225514398788908
1074,7.247581478239287e-07
1075,-7.841336685826315e-05
1076,0.00551661923455289
1077,0.00010015807587917484
1078,-0.0010769142452050318
1079,0.013129594961510812
1080,-0.00070974420670824
1081,0.0010270210724707995
1082,-0.002168199031447949
1083,-0.00498996757056357
1084,-7.889403121225269e-05
1085,5.898693808097508e-05
1086,-2.680418655564305e-07
1087,8.21152871020438e-07
1088,-0.0003390800128122804
1089,-0.00036875452795713276
1090,0.0003871609062083755
1091,-0.0008702752510998012
