,mathpass_black_virtualper_inf
0,-0.0016320025922226687
1,-1.05486361060306e-05
2,-0.0015510553555690195
3,-7.634586551056467e-05
4,-0.0012144469778135748
5,-0.0002871010405319428
6,-3.5343397059082e-05
7,-0.0017792630357999421
8,-4.384231110758239e-05
9,-0.00023368734545695463
10,0.0003688303448821762
11,-0.0018226338188090934
12,0.0025641890538885574
13,-0.0013351280854998026
14,0.004070243702422475
15,0.020596004251208385
16,0.0006941459269627165
17,0.000405530622213162
18,6.752560796021092e-05
19,0.001392196848115202
20,-0.00019468186265479283
21,0.0002256367101760224
22,-0.0007519058624813772
23,-0.002050497527989198
24,-0.0006720282764141822
25,-0.001012535102159615
26,0.0005040959719844386
27,-0.002231762312662523
28,-0.0009075960310411876
29,0.0009276873854417703
30,0.0047520156843390325
31,0.004848255064671994
32,-9.195516850771138e-05
33,-0.0005453515855256887
34,-8.984833013460125e-05
35,-0.0037872572974866872
36,-0.0002884637715733761
37,0.0016533561801312798
38,0.0009152359937926015
39,0.00845256968401897
40,0.0009862815518665697
41,-0.004000825289122512
42,0.0048109303297194615
43,0.006333706687404514
44,-9.902095366722669e-05
45,0.0028345421140870235
46,-0.001953263159214438
47,0.0012044013506347004
48,0.002049864891068115
49,0.002382184826715387
50,-0.003701780018746861
51,0.0018319836882520956
52,-6.334039073475138e-05
53,-0.00038970978299532046
54,-0.00023713749021994754
55,-0.0008417212280648919
56,-0.0034580064821727384
57,0.0014697515827658129
58,0.004775978277110132
59,0.010888656636050693
60,0.0014447409857875797
61,0.0019310499552000705
62,-0.0006445025020372593
63,0.007909415664108889
64,0.00011407303630134872
65,0.00046309972902569064
66,-0.0006414551627609825
67,0.0008703932170348266
68,0.0010680662538538883
69,-0.00014752530315981726
70,-0.0012475767090171506
71,0.0011995088121301426
72,-0.001507684733986523
73,0.0009361574019385257
74,0.0034831451221140276
75,0.010855560789981084
76,0.0028601820847367625
77,-4.636050855894147e-05
78,-0.0003785660528077233
79,0.0028975944407948445
80,-2.2463972521950034e-05
81,0.0004027301072924729
82,-0.00020047041371954892
83,-5.863766622188459e-05
84,-0.0010181367012563355
85,0.0002765400976213419
86,0.00047652966824085746
87,-0.0007161195166152695
88,-0.0003493843351872224
89,-0.002117000163940037
90,0.0011320879140676063
91,-0.004390696143969675
92,0.0009543981670940567
93,0.004159772185488412
94,-0.0015991366242632018
95,0.011776914690373001
96,0.006029455202696319
97,0.001076001224755358
98,-0.004575083940283879
99,0.015658594265022165
100,-0.0011086245284112712
101,0.006069525312171554
102,0.00518212045280009
103,0.03367598956376037
104,-0.00014454579134439422
105,0.0007090443562835393
106,-0.0012479476281374304
107,-0.0027315954268330206
108,8.05830052946413e-06
109,-0.003306374905436308
110,-0.002235478321882803
111,-0.015561955392042769
112,5.2693948275571394e-05
113,-0.0002920233424657705
114,-0.0005639605247982896
115,0.00010550069894664644
116,-0.00019478178872086004
117,-0.0016725294547082173
118,0.0016728694372832675
119,-0.0011623856118680906
120,0.00039782638678370017
121,0.00019092945320508755
122,4.130037877680015e-05
123,-9.971145645965098e-06
124,4.129509856113765e-05
125,-0.00018467972655704504
126,-0.0006547470882350081
127,-0.0020133614452450695
128,0.0005641195472569507
129,-0.0022134562385355016
130,0.010734047276791583
131,0.031753442257621015
132,-0.00012991687831453834
133,-0.0005528503526844276
134,0.00033945989947496897
135,-0.0011359087917451134
136,-0.0002480495648346151
137,4.9200944651609516e-05
138,-0.00014498710311707655
139,-0.0004138582949567719
140,0.0006009055877228767
141,0.00020558805827656083
142,-6.173988179345875e-05
143,-1.9705543779144433e-05
144,-0.0003342036356197451
145,2.577632015089316e-06
146,-2.3735609726814383e-06
147,-0.0003640476077218974
148,0.0004470191510921478
149,-0.00015526515593966634
150,7.812729966149487e-05
151,-0.0001349451958187879
152,0.0006430669023831966
153,0.00013168222418661745
154,0.000744626704821193
155,0.00016614702858512353
156,-0.0018955313485818027
157,-0.0031535437278807114
158,0.005371383048444843
159,-0.0020975869255362885
160,-0.0014062668936951359
161,0.0019369352134968106
162,-1.055134675849798e-05
163,0.0014890572751963202
164,-0.0008229344752962015
165,0.003254314899158082
166,-0.0004071869277385221
167,0.005853787265235474
168,-0.00020408710728663095
169,0.00019520744836007382
170,9.219895617843397e-05
171,0.0002493940066546435
172,0.0008362579630824009
173,-1.7117932523506245e-05
174,-0.00019176051828360271
175,0.0004300783343454694
176,0.0018951490067515544
177,0.00021878436946695765
178,5.803325654741877e-05
179,0.005085526214318398
180,5.017139818213759e-05
181,-0.016431432564781676
182,-0.0016484873887141647
183,-0.0549956936565967
184,-8.436692625856995e-05
185,0.00020565037410895918
186,7.677827292509923e-05
187,0.0009664549247794042
188,0.0005882508415757633
189,-6.42633322694285e-05
190,-0.00015077197719818794
191,0.0006604117244185764
192,-0.00018441969997005055
193,-6.824751966177562e-07
194,3.181869524904752e-05
195,-8.617110415294491e-05
196,-0.0006770924576750926
197,-0.001560729035558955
198,0.001022417982648751
199,-0.005552972738991453
200,-0.00019597086389253862
201,3.706026627129297e-05
202,5.0584109953284855e-05
203,-4.435307703970997e-05
204,-0.00042967726844795934
205,-0.000942958733748408
206,-0.00012921329236826364
207,9.618374721862816e-06
208,0.0006382200006763071
209,-0.00138469112957371
210,-1.5213695425709046e-07
211,-0.0014156813685887626
212,0.0004312965295566467
213,-9.572317199514448e-06
214,0.0004628045264184052
215,0.0019282818082289352
216,0.0003397253224161888
217,-0.00014805449128040004
218,0.0001349566296018319
219,-0.00023044792786974032
220,0.00045987806529559265
221,3.142168487226218e-07
222,-0.0013923587368297576
223,-0.0006201888815148241
224,0.00023606464729074284
225,-0.00014620960749585953
226,-6.901191233640589e-05
227,0.0007426399975634319
228,-0.0009223297790819975
229,0.007873347754177041
230,-0.0026988003215456767
231,0.007004954247763153
232,0.005977911605422366
233,0.004515656182530889
234,-0.009504613802165104
235,0.013677506140183936
236,0.0007258100343760326
237,-0.001720615055760815
238,0.002825911229197152
239,0.007417535533453034
240,0.001791374833098523
241,0.0006854665592988937
242,-0.001104692119963395
243,0.0038017797765671907
244,3.370384028861778e-06
245,-4.636464983416296e-05
246,-0.0004907963172488842
247,-0.002009878359218772
248,-0.000525212619826815
249,3.5741986482307315e-05
250,-0.00019752827126836027
251,-0.0011523297945399088
252,0.007624466679102833
253,0.0022792015822344675
254,-0.017311368919501455
255,-0.024022943107180894
256,-0.0024316729430295656
257,0.0060744973491909954
258,-0.0061511006376809944
259,-0.0086538348573049
260,0.0001951734286015095
261,-0.0005284618739550642
262,-1.8855606130797617e-05
263,-0.0009870349632603293
264,8.895197165754378e-05
265,0.00019448779384037014
266,0.00022792745355505845
267,0.001644445626812543
268,0.0010952590271195311
269,-0.00048670531801929925
270,-0.0005933570305852782
271,-0.0007397431873463981
272,-0.0019685676672501953
273,0.0017529149340805715
274,0.0004142685125190347
275,0.00047130349497804603
276,-0.0021676879963485585
277,0.003325134042402672
278,-0.0022542366676017163
279,-0.004429735013927149
280,-1.947441589643389e-05
281,0.0006546300095617177
282,-0.00024365166571717412
283,0.0008419012760480691
284,4.4221229123240856e-05
285,-0.00017906710466769328
286,-0.00033855661620279967
287,-0.00035628912264797313
288,-0.0010705358203527038
289,-0.0017946740846186888
290,0.0030630392665288437
291,0.0023988943725677518
292,-0.0011257994310748783
293,-0.0005736543441293433
294,0.0009897032925745817
295,-0.0005366966837148991
296,-0.0005829139066323462
297,7.86405442181629e-05
298,-0.00049421822888167
299,0.0014255004014439468
300,0.0004311865929446321
301,8.793127011337298e-05
302,-0.0002100518829310188
303,0.0009324248280938155
304,0.0006575965697424198
305,-0.0011397645525443967
306,1.518245705186335e-06
307,0.00021223074683960374
308,-0.0004285767176464259
309,-0.0007341303702288092
310,-0.0014283917253158742
311,-0.001394423153424734
312,-0.0001489481357052574
313,6.158828241361105e-05
314,0.0028426110629963764
315,0.007729422268018034
316,-0.0011603021533208165
317,9.633357210333018e-05
318,0.0003309525968299612
319,0.001950232315305277
320,0.0006055756443854032
321,-0.0020075398954016686
322,0.0001949388065383627
323,-0.005508035335575757
324,-0.0003878267154827183
325,0.0016541619373777298
326,-0.0009151092774152956
327,0.0014210216383781723
328,-3.934865073495174e-05
329,-0.0003004473425103662
330,2.3469517622719337e-05
331,-0.0010706231081741844
332,0.002721334099099631
333,0.004502839602411617
334,-0.005579502928568226
335,0.009446348488204604
336,4.5275867877696435e-05
337,-0.00017791658168363027
338,0.00010961420970769389
339,0.0002228310640633323
340,0.0006270481224458887
341,-0.0005711683066108961
342,-0.0008194855757788583
343,-0.00024416090806005607
344,-8.593139728012346e-05
345,0.00028510639502313614
346,-0.0007324517343240158
347,0.0002125188439707359
348,0.00030500344252681546
349,0.0015380390043838656
350,-0.0002340537215460879
351,0.0039011685287715795
352,0.0075496633624677996
353,-0.0077423546264995076
354,-0.006739887971261467
355,-0.017738731700900436
356,0.001375107606188908
357,-0.00018932474731939025
358,-0.00016127839487471498
359,0.0013711495203939104
360,0.0012823074588494748
361,0.0005085149912988247
362,5.1238511793735755e-05
363,0.0030311762064711544
364,0.005259897140347856
365,-0.0014138216118771264
366,0.003345858191922271
367,0.020107642210229974
368,0.0002712613334288195
369,0.00041551532888257567
370,0.0006665228039215037
371,0.001250179619591452
372,-0.00010575939625261374
373,-5.004657609326099e-05
374,9.682790979021095e-06
375,-2.7290247354618977e-05
376,0.0006113392418806682
377,-0.00012884243092375013
378,0.0003947442429602141
379,-0.00043169724624063393
380,-0.0003464869504288997
381,-0.0007384083415475145
382,0.001804556484444283
383,0.0030435460151758587
384,0.0034150020344076823
385,-0.002047339785273032
386,0.000501333767931772
387,0.005821577770020567
388,0.001161361611213764
389,-0.0002726536021161662
390,3.9348038160749344e-05
391,0.0013594841181133396
392,0.0028596018290127957
393,0.0017325021939366364
394,-0.0017906547791108963
395,0.005040377662859178
396,5.9752187898879676e-05
397,0.0010971681291153566
398,-0.0005804796999595185
399,0.0013131044010364248
400,-7.931292968755967e-05
401,-0.0007863270138872547
402,0.001605221005672211
403,0.00022002930550245876
404,0.0003845406910526792
405,0.00019768900701356396
406,8.053015458491833e-05
407,0.0004905953831709552
408,-0.0007457193633565847
409,-0.0003562037078542125
410,0.0003651355242889301
411,0.0010217519848359316
412,0.006559142184710019
413,-0.007595100085888765
414,0.004976360830862217
415,0.019087438116896525
416,-0.00023964694449313373
417,0.0012839791989639666
418,-0.00018976497307196557
419,0.00018388177616731686
420,0.0010496160085002764
421,-0.00023277602785740534
422,0.0007999278522898979
423,0.003180999175988109
424,0.001682695522875288
425,-0.001410419723201926
426,7.722412137001275e-05
427,-0.0012720902329931448
428,-0.00016729406352967006
429,0.00031390252709411804
430,-0.00010869793478428967
431,-0.00019999953036217586
432,-7.602712444788336e-05
433,-0.0005279058157364022
434,0.0010759984093102718
435,0.002035441635919991
436,0.0007204973404927275
437,-0.00012312324052120277
438,0.00027221145439244247
439,0.002118914883988392
440,-0.0007917931237802023
441,-0.0018329126904536427
442,-0.0001675672548977627
443,-0.0037077915120108207
444,-0.0004364283572342447
445,-0.0007237730012128854
446,0.0002112245229756637
447,-0.0031244817146141367
448,-0.00043948509686910034
449,6.368523827339415e-05
450,1.6477253205732902e-05
451,-0.0002731617395268944
452,0.0017585798773150634
453,-0.00034657294592376446
454,-0.00037220029128408316
455,0.0022864703890636017
456,-0.0002758048456441788
457,0.00096546924390361
