,drop_wi_hybridper_inf
354,-0.0019181612526190702
355,-0.00605147006725552
356,0.0018781596368018334
357,0.0002867859458106232
358,-0.003889705922863116
359,-0.004900259569251769
360,-0.0034594957743472043
361,-0.0011982628683558413
362,-0.00050958517457689
363,-0.015727574624614615
364,0.003065947592191902
365,0.0012208987883499636
366,-0.0053049231324760774
367,-0.0035180791971663123
368,0.0032309865058942396
369,0.0031399689269338
370,-0.0018207828222023313
371,0.015685645487515505
372,0.004121155786125168
373,0.007745272663845294
374,-0.010885612465735266
375,0.005194660974480119
376,0.0001394861763085103
377,0.0065545732694023045
378,-0.0023372939357331913
379,0.015632481605589665
380,-0.0006718820959633024
381,0.0020872594220642934
382,-0.0012543967885157651
383,0.0007713697803302096
384,1.8839053863073748e-05
385,0.0015576764729177712
386,-0.0015613600313551374
387,0.001999974582090024
388,-0.00018757797751101953
389,0.0001725738653706753
390,0.00042857330650547526
391,0.0008036724124663015
392,-0.001245527296597125
393,-0.00032841672253923384
394,0.0032990049931100373
395,0.00034069261568487995
396,-0.00036546401841789245
397,0.0002203674042882053
398,0.0021989280309429645
399,0.005346067462380965
400,-0.0009660874172957033
401,-0.0006902860403110038
402,0.0005594588780943329
403,-0.0028327324905643163
404,-0.0019434769163124805
405,-0.0007177045578632132
406,0.0009993279834946418
407,-0.005466307207259466
408,-0.0013602067438955026
409,-0.0006368096731350704
410,0.0001698637626780049
411,-0.005340510539578204
412,0.0007143505792864893
413,0.003946451534236451
414,-0.0028824365323010374
415,0.00529195557789135
416,0.0030932385974865475
417,-0.001561080700288859
418,-0.0040074559285636505
419,-0.005092358239386005
420,0.0019570682490663107
421,-0.0009455282937209789
422,-0.0031925997145203977
423,-0.0060772491020737885
424,0.002983715100379631
425,0.0010212279027399282
426,-0.008430926624903596
427,-0.01179361357258708
428,0.005102165087584991
429,0.0012197720941801847
430,-0.005568790858697295
431,0.0011365666415436482
432,-0.0006304933949651617
433,-0.005443314178393524
434,0.004939726091621762
435,-0.003176046198477849
436,-0.0010817726774401894
437,-0.0002387844603613789
438,0.00031092416766953393
439,-0.0028557710406470187
440,0.0005229894480543001
441,-6.973086675244033e-05
442,-5.9182566750419846e-05
443,0.00017786325260890003
444,3.200697363958746e-05
445,3.5184331984566867e-06
446,0.0001603135351055491
447,0.0002665857919992383
448,-0.00013446298375249192
449,3.374893533758046e-05
450,-0.0010115043264839873
451,-0.0027586429724126235
452,-0.0002018960139614909
453,-0.0010957868930525172
454,-0.0011078671471033226
455,-0.006974597967807318
456,0.0001325654049844858
457,0.0004252561548234501
458,-0.0012224649350712615
459,0.0014715860851351667
460,0.002337014408060092
461,0.002626851631989922
462,-0.0016255390504149073
463,0.005188153005456582
464,-0.0007244943801207145
465,0.00011673832558702614
466,-0.0036262981826126277
467,-0.012610622709525584
468,-0.0005444398508352561
469,-0.00031645663753307376
470,0.0007124366251384435
471,-0.002095754584364272
472,0.00011787116277907457
473,2.0858443865479117e-05
474,0.00016292054668169293
475,0.0010931330590362846
476,-0.0009226220131857204
477,0.0002590775806184367
478,0.00014806574688740624
479,-0.0030320852310372977
480,0.006522998041432555
481,-0.00043091020775684515
482,-0.0017724575370615815
483,0.004795107743628048
484,0.00024139125195238428
485,-0.0036181323181577628
486,0.00018423244883393038
487,0.0010266010338660487
488,0.00011317289201044333
489,-1.54062550963612e-05
490,-5.410048190690272e-05
491,8.455632374967679e-06
492,-1.8326695837349455e-05
493,-0.00034858137280232524
494,0.0009524009711557707
495,0.0009644808057727914
496,3.4383421460918065e-05
497,-0.00046947736461588956
498,0.0002168277222981441
499,6.323427597508005e-05
500,0.0036156166976248484
501,-0.0010095151906363358
502,-6.653484421992773e-05
503,0.008982839674358617
504,0.003444076726501287
505,0.0006062245346757837
506,-0.010899384559314697
507,-0.016758200386871917
508,-0.0034068072676833945
509,0.009193070337148598
510,-0.0044903903951466415
511,0.0041399213345080345
512,0.0032614493548761415
513,-0.00689609787936566
514,-0.005465266363782579
515,-0.026052931744368516
516,-0.0005791272424243056
517,0.008019710564634958
518,-0.006139316542886379
519,0.004840618949710557
520,-0.0013523256856868679
521,0.0004259797688465983
522,0.003757407542098282
523,0.006915269425136688
524,-0.0007532794120382599
525,-0.00013878111602280346
526,0.0005354465632109817
527,-0.00103729285787689
528,-0.000978184847659071
529,-0.0007843555575924804
530,0.0007440904554271082
531,-0.0017098119976996307
532,-0.00019241554546680669
533,-7.6175618599111715e-06
534,-0.000408474387229351
535,-0.00010035905981883033
536,0.00010324117966402508
537,-0.001451914144983161
538,0.0010890141902338973
539,-0.0008638369217748528
540,0.0017432203326295552
541,0.0012358347927035717
542,0.0029870782397381952
543,0.017271232559025435
544,0.001659042773426752
545,0.0008153372446081831
546,-0.0010448822776167948
547,0.004880551709184504
548,-0.0005553311154147547
549,0.00011190037998221444
550,-0.001610186785639276
551,-0.006092464960449346
552,-0.0009213133131889802
553,0.007595322628074577
554,-0.0021683225498608147
555,0.004053007092142533
556,4.50528173496077e-05
557,0.0020447022542155672
558,-0.0007269616018492884
559,0.0029155875706182366
560,-0.0005548001390571444
561,0.00019008810175791184
562,0.0006890208285114337
563,0.0007314630359697373
564,-0.0017528199685115666
565,0.0020339956909717826
566,-0.0004330738345386233
567,-0.00024476715360109913
568,0.001193088151245723
569,-8.620397229607305e-06
570,0.00028626011909836945
571,-0.00017463223813923818
572,0.0021215760990274755
573,-0.00036944369059451
574,-0.0029477432233791577
575,-0.003994934820345282
576,0.00024093360919002975
577,0.00029095959475030036
578,-0.0012219922025306041
579,-0.0005310495119955625
580,0.0022745748522684855
581,-0.0010922741706881815
582,-0.003855547661092246
583,-0.008179320860647096
584,-0.0011223959545420075
585,0.000995056994654294
586,-0.0009491005975959478
587,-0.003324424293517514
588,0.005923111082250561
589,0.0072718819586945465
590,-0.008367748832555684
591,0.015803086401690043
592,-0.00041626091277411904
593,0.00018821262953879896
594,0.0002610068720863431
595,-0.00017092519165342628
596,-0.0011411115680699272
597,0.0005332923751656965
598,-0.002127891992113179
599,-0.008305110884394416
600,0.005574427820745765
601,-0.003987012920498939
602,-0.006684000711408144
603,-0.01614442076659671
604,-0.00035952020550088795
605,0.003842322548177839
606,-0.0007426235397245721
607,0.008394361376904365
608,0.007255338706675536
609,0.001511413301425647
610,-0.007348277642781082
611,0.0071820053609908474
612,-0.00022786205782739002
613,0.0019213233034435413
614,-0.0016678444630756134
615,0.002250347226638576
616,-0.0003561323511498387
617,-3.318473872030732e-05
618,0.00018844162782993764
619,-0.00036687869313982506
620,-0.0005472554546930009
621,-0.0003694933408605585
622,0.0010289762394475744
623,-6.605733916706288e-05
624,0.004950322778701138
625,0.0001721815651379377
626,0.00020511664324690806
627,0.0007445511149154803
628,0.0004915868676649189
629,-0.0006860834696525893
630,0.0003215368132823062
631,0.0004251077381622615
632,-0.00017330707887725248
633,-0.00042243216475014954
634,0.001202705106630659
635,-0.00029143123902349087
636,0.0016512596859981615
637,-0.00011765774833258263
638,-0.0008593831608373815
639,-0.001660397416642451
640,0.0047691998513304116
641,-0.0008445775945484873
642,-0.0055451351330120455
643,-0.006744980357557253
644,-0.002151069059906415
645,-0.0009406934125337954
646,0.0012946866391872415
647,-0.0032344504166110415
648,-6.679076815868923e-06
649,0.00053809038010802
650,-0.0014243992300679818
651,-0.0019795520439368137
652,0.0010290518202996904
653,0.00016857037102466742
654,-0.00043415160912223824
655,0.0019286096418783113
656,1.5024012954059226e-05
657,-0.00014216148821323066
658,0.00031477853788186593
659,0.0004716035902140968
660,1.2043500957850714e-05
661,-0.00029523373446372947
662,-4.166810997661519e-05
663,-0.0006057706912304951
664,1.9220608172763495e-05
665,0.0002717678878067647
666,-0.00029975843192848783
667,0.0005074558799523384
668,-0.00029880306244196056
669,4.859790250736504e-05
670,2.0466070160012467e-05
671,-0.0008132003840961149
672,0.00036411348438538234
673,-0.0009447517416462089
674,-0.0031272916722351663
675,-0.008689204701832156
676,0.0002960559751730526
677,0.000607693335911771
678,0.0012826635269986156
679,0.007312677345054269
680,0.0018650398499285572
681,0.00024737749235563674
682,-0.002247650473277102
683,-0.0008817716797731917
684,-0.0001728308998560157
685,0.0007866209656016344
686,-0.0013263766071879958
687,-0.0020576878097569346
688,0.0009229123740254008
689,0.0017730945248266563
690,-0.003278238224614815
691,-0.0007280027950684099
692,0.0012133154573870683
693,-0.0006678730383275267
694,-0.006323429793161652
695,-0.016557694013808567
696,-0.0005287218356543774
697,-0.0002893098940947942
698,0.0002881729695590001
699,-0.0026118869133395194
700,0.0005632247688608847
701,0.0007911815969875793
702,-0.00175160412050967
703,-0.0006254910584205173
704,0.0006434232423802463
705,-0.0004243626407642598
706,-0.0009105160929076832
707,-0.002274843476055721
708,0.000888990458500492
709,0.0005178159416595651
710,-0.00493675566325074
711,-0.01064722806546208
712,0.000465836828817054
713,0.003620687399187103
714,-0.0022962988187998513
715,-0.0009506989048878694
716,8.865453937434934e-05
717,0.0006336547705470648
718,-0.0010482702568984134
719,-0.0007621866540830241
720,0.0003964986735789286
721,0.0022089868717697293
722,0.0001332985447719276
723,0.004382146027820842
724,0.00019795732319085604
725,-0.0005648314363539038
726,0.000997275335458523
727,-0.000771486939668512
728,0.001200688903076047
729,0.0018531765602329716
730,0.0002999507212025214
731,-1.1934889724700884e-05
732,0.0014426891123699367
733,0.0028850607065197048
734,0.0007772618853434095
735,0.002144834920630577
736,-0.0011032666572679682
737,0.0011051135164363115
738,0.0017011915958054943
739,0.0033326161997918984
740,-5.326951860317355e-05
741,0.002628571572494739
742,-0.0004864408944230767
743,0.004850569090989272
744,-0.0007799902462070776
745,-0.00025217675550145014
746,-0.0007451181825144346
747,0.003794776557869928
748,0.00022797561771721706
749,5.093152208505019e-05
750,0.0001964027361936619
751,-0.0005096039775423585
752,-0.0013208536826743841
753,0.0021247133225217804
754,-0.002259152135344356
755,-0.0034301348184568054
756,-3.509712824521249e-05
757,-0.0005377058308791713
758,0.001971389575153944
759,0.0007807688602203736
760,-1.5836264166522897e-05
761,-0.0013353292510500288
762,0.0012116313081662604
763,-0.001051645874671085
764,-0.00046760136042905953
765,-0.000595810401647525
766,0.0002243188149541802
767,-0.0033545707802699986
768,0.000529485085814704
769,5.3249155364095956e-05
770,-0.0007205305897662138
771,0.0011918170675404949
772,-0.000409723709803422
773,0.0006448329784116638
774,-0.0011823053568478091
775,-0.003226027698118055
776,-0.00040109617112007117
777,0.00039061020805719837
778,-0.001099086886647192
779,-0.004926429525205861
780,-0.0008239358218330244
781,0.00030740320118865583
782,-0.0017129925640486036
783,-0.006874587184982936
784,0.006001418204337053
785,0.003892212158352731
786,-0.0070445066186713935
787,0.008574583870406726
788,-0.006193435525557531
789,9.760754395683077e-05
790,0.011585328814188604
791,0.012638659943359047
792,0.0012655386716028162
793,-0.00016657590171501206
794,-0.002072320081346892
795,-0.0018435202352717764
796,-5.850061154840314e-05
797,7.120903529983819e-06
798,-7.48089575677409e-05
799,0.00021017132552142028
800,0.0002596334144149136
801,0.00012585861228143263
802,-0.001357547600754159
803,-0.0012360986089418287
804,-5.975442750800334e-05
805,3.094309598571428e-05
806,-0.0011673757905808504
807,-0.0004042056841206405
808,2.502962622851447e-05
809,-5.8158096360882586e-05
810,-3.695997795737141e-05
811,-0.00018837233086990422
812,-7.71792590136771e-05
813,-3.721639356695685e-06
814,8.628976351971409e-05
815,-0.0002296292946681823
816,-8.788526686151005e-05
817,0.00044134323517844775
818,0.0012102762626384294
819,-0.0002095906072394156
820,0.0012312544610613165
821,-0.0005153511106221937
822,0.0009634152807641464
823,-0.0004882597568039925
824,0.002391325318507949
825,0.0011094908549061455
826,-0.003729453819400558
827,0.010709348052525746
828,-0.0021115400044041223
829,0.0008162330607883455
830,3.5008841146486184e-05
831,-0.0027124563001770102
832,-0.0003364593623500051
833,-0.0002632899048262238
834,0.0002906050909301875
835,-0.0014969787560334567
836,-0.0016203046618793716
837,0.0018256700822555849
838,0.0012243745259238321
839,0.005172335115347425
840,0.0004364628907878321
841,0.003597122084345756
842,-0.002626656326489121
843,0.004665360228579162
844,-0.00011012246883601504
845,0.000178730952185318
846,0.0002981316261183368
847,0.0009017224158875468
848,0.0004706949350759029
849,0.0026381739931727512
850,-0.0012334496425695318
851,0.00664058670991646
852,-0.0003721903810422984
853,0.00016329337742719284
854,-0.0015133070593238416
855,-0.006594327915816994
856,0.0004793155863392634
857,0.0015511918786939563
858,9.88773892580271e-05
859,0.006275791063074844
860,0.0004389592125933158
861,0.00035951209776967824
862,-0.000625384812193699
863,-0.0003782184105835196
864,-0.003254047213385579
865,0.0032438409067605777
866,-0.00045285040759090593
867,-0.001004215709790657
868,0.010458746498677797
869,0.0036860176922591434
870,-0.009661703193197384
871,0.01247904008739848
872,-0.003691419080276047
873,0.0038371470172508114
874,-0.004912737269386229
875,-0.014549062386931795
876,-0.0016496604084176012
877,0.0007477093367033609
878,-0.0007574137022287443
879,-0.004759804696206819
880,-2.2335624571291996e-05
881,-1.24768991962586e-05
882,3.02609665122953e-05
883,-0.00019426356395695106
884,-0.0033194101671682615
885,0.002545527927613613
886,-0.0010686809478685673
887,-0.005524606384889682
888,-0.0004680893438443621
889,-1.1571054163717114e-05
890,-0.00010695387482388231
891,-3.0274021023768523e-05
892,9.168438693495201e-05
893,-0.0003079249925779557
894,-0.0004696073251862992
895,-0.0016961083336318105
896,-0.0006183044201430233
897,-0.00010709254269635813
898,6.211980437846724e-05
899,-0.0024623150950430863
900,-0.0002141973636195794
901,0.0001573229856821802
902,0.0015610769023424475
903,0.004150663906576881
904,-0.0026231989037845734
905,0.0008245390613260043
906,0.00015700666149240266
907,-0.00536091359682938
908,1.3481522396907836e-05
909,8.396138742295615e-05
910,-0.00011200811658167348
911,0.002155800751471402
912,-0.00030997307299458093
913,0.0003696249306604323
914,-0.0010969763055513383
915,-0.00282794448225853
916,-3.278445450630868e-05
917,0.0004031858683106472
918,-0.0008573689990477867
919,-0.0006840744284338471
920,6.158962229494173e-05
921,9.322366314772415e-05
922,-0.0008080340191915815
923,-0.0005833796378659281
924,0.0008517768175505326
925,-0.0015694340602696634
926,0.00012111035228799829
927,0.002693575894197518
928,0.0003187345849352569
929,-1.8977594525330545e-05
930,-2.3671836054360448e-05
931,-0.0002352162823179819
932,0.00030077804610318694
933,3.316279637141351e-05
934,3.301504782174463e-05
935,0.00040846572765703706
936,0.00032744497555070503
937,0.0006046929815417887
938,-0.002865429434642397
939,-0.002787128666076886
940,0.00021541618896549067
941,-0.0007075062821115669
942,-0.0018252160542567536
943,-0.004384396213430981
944,0.0003882790117537216
945,-0.0006176536428528374
946,-0.00037116420324874536
947,-0.0024386820448144032
948,0.00021215442016304586
949,-0.0006579687675549254
950,0.00028236795687664243
951,0.0007569790999065564
952,0.0005363427207210169
953,0.0005046387933908015
954,-0.002801397287699613
955,-0.00470100116161025
956,-0.0011021769326471202
957,0.0005296293930614538
958,0.0021231777442676366
959,0.004969263565305525
960,-0.0003756880364114689
961,-0.0013798066039316487
962,0.0011326051117586725
963,-0.0020351094347329218
964,-0.0011771380086597633
965,0.000564949990684831
966,0.0011456731002966983
967,0.002014757085362197
968,-0.001252774970008554
969,-0.0006480421419931809
970,-0.000736592515346269
971,-0.00732933901527404
972,-0.0006076462497202227
973,0.0004923222082516163
974,-0.0016215529170894724
975,-0.00518011977377283
976,0.0027579238389283654
977,-1.2024466420014128e-06
978,-0.0009044818217018881
979,0.004171689172295893
980,0.00022962799964277374
981,0.00024262802763578523
982,0.0003361900058786978
983,0.002905904390770406
984,0.0005540377638083922
985,-0.0012375884315855975
986,0.0006580291513753679
987,0.00023991836855888877
988,-0.0014217394323311093
989,0.0020168171624755232
990,0.00044074150076245757
991,0.005470488058056733
992,0.0011507408918591008
993,-0.00036721559873790393
994,-0.001966852055333183
995,-0.005572091994373757
996,-0.00108247300763619
997,0.0008290931532398297
998,-0.0004338275346429198
999,-0.002180176392529693
1000,0.002101544235240891
1001,0.0007654672372754332
1002,5.77570147867925e-06
1003,0.006823610601295349
1004,-5.6883025383384485e-05
1005,-0.00038484835822098177
1006,-0.00037976574209732994
1007,-0.0028144670600203517
1008,0.0010717850250086447
1009,0.00046199355186702084
1010,-0.00033976053278558067
1011,0.00477633576500979
1012,-0.00147700811181015
1013,-0.0005826437736643482
1014,0.0004291379398867083
1015,-0.0009674200527178574
1016,0.0013720849626145642
1017,0.0004312402158435818
1018,-0.00040824713628207946
1019,0.004084460243233197
1020,-0.0008440048619624934
1021,-0.000593401631515061
1022,0.0011521833669707613
1023,0.0002516424482657818
1024,-0.0018210630732160033
1025,-0.0006147390378154866
1026,0.000856433415225914
1027,-0.006626861772265905
1028,0.00017467367458547914
1029,2.1217683171408913e-05
1030,0.0019300328950511317
1031,0.005294530424939953
1032,-0.0012654133120083746
1033,-0.0007803798412756737
1034,0.001895730998210581
1035,-0.0020954229349046736
1036,0.0011502231776663457
1037,-0.0003371073672619754
1038,0.00038729580344195604
1039,0.003123874571540464
1040,-5.800896471601946e-06
1041,0.00021854659719998184
1042,0.00036945767710610004
1043,0.0018660838216923445
1044,0.001750930037674094
1045,-0.000154837756503743
1046,-0.0007561566739313706
1047,0.002993690738592974
1048,-5.950234951737652e-06
1049,0.00020884349227456712
1050,-0.0005332218111274426
1051,0.0006733197523457062
1052,0.00015764536256166107
1053,-0.0008552994231830652
1054,-0.00013059496229543305
1055,-0.0022229231801577753
1056,-0.0005713731627840453
1057,-0.00020677332393604335
1058,1.87832351371493e-05
1059,-0.0018059401161038403
1060,0.0017732250891179969
1061,-0.0008332623928986309
1062,-0.0017440658043906174
1063,0.0008555070866293193
1064,-0.0007514724395227505
1065,-0.0005126924368767817
1066,0.0006124698807903552
1067,-0.0016301332134685674
1068,-5.21171096425143e-05
1069,-0.00012942368540552719
1070,0.00025608645694989734
1071,7.302221984748737e-06
1072,0.0002502307060425558
1073,0.000281560677281442
1074,-2.7223271603310138e-05
1075,-0.00021601836840436689
1076,0.007452561163867046
1077,0.00011605731789177671
1078,-0.0012058862415059298
1079,0.015996509191938832
1080,-0.000775852991544515
1081,0.00118434696160766
1082,-0.002514872815261585
1083,-0.005673395718733131
1084,7.330224695893477e-05
1085,-0.0001252781798361603
1086,1.965505478375543e-06
1087,-1.8955731793835117e-06
1088,7.210664919854603e-05
1089,0.00011001927072664102
1090,-0.00023486249463933133
1091,0.0003274545388820993
1092,0.0001655030213543565
1093,-0.00010169853662482573
1094,0.00016547543306328364
1095,-0.0004918734440386756
1096,-6.826672771358924e-05
1097,-6.324537229049282e-05
1098,-8.925456152674257e-06
1099,-0.0007623018874277384
1100,-4.1098742917109455e-05
1101,0.0004956158689418269
1102,-1.989844825659498e-05
1103,0.00032464279800226647
1104,-0.0012801576360818275
1105,0.0006292254935769405
1106,0.00047452641171123966
1107,-0.0008039768518618177
1108,0.0011214789501114318
1109,0.0001255592285218431
1110,-0.0002535450287827482
1111,0.0007791529710990812
1112,-0.001521208267518774
