,elapass_black_hybridper_inf
357,9.276367809507307e-05
358,-0.0006313219315387744
359,0.0014508851227477285
360,6.734022692236766e-05
361,0.0004957182120869224
362,-0.000413758915959106
363,0.000464308084734165
364,-0.00033300595133635365
365,0.0008841328446577557
366,-0.0006831112247087263
367,-0.0006134040535484551
368,0.0003766114924143573
369,-0.0005312238403361935
370,0.00014631783822724722
371,0.00014814020859156384
372,-4.553260031207206e-05
373,0.00012851058443177785
374,7.089653863336511e-06
375,0.00040139846781426684
376,-0.00026533089726068663
377,1.4609032757344031e-05
378,-1.707860069973993e-05
379,-0.00017696450033455753
380,2.0173397081334956e-06
381,-5.892179215104369e-06
382,-5.500670284208987e-05
383,-2.0949375709020026e-05
384,-1.6694531494232475e-05
385,8.373149437206347e-06
386,5.529203307716746e-06
387,-6.0805112956198456e-05
388,0.001005158418092595
389,-0.00033418767929319386
390,-2.5813092590859078e-05
391,0.0003531366511328462
392,1.216220628631085e-05
393,0.0004386347124074421
394,0.0004039584056050279
395,0.0024669416123460496
396,7.480297754938898e-05
397,-0.00042586919967130916
398,-0.00028940023151632227
399,-0.0019517751830919325
400,-0.0003786087987911214
401,0.000194542342704248
402,-0.00010621437537320517
403,-1.7806882967934633e-05
404,0.001011898621141517
405,0.00022228441123748715
406,-0.0005271619375699348
407,0.0020850608336437796
408,7.989527572527943e-05
409,0.00043272741867586063
410,-0.00016606919027198816
411,0.000987886103320791
412,-2.2343296640626623e-05
413,7.801015985628649e-06
414,1.850070385166852e-05
415,7.499188598843335e-05
416,3.966092078284284e-05
417,7.142153540613608e-06
418,-2.8314305522547576e-05
419,-0.0003012658239058846
420,0.00020198445016813443
421,-4.5843975844354886e-08
422,-6.738690895489278e-05
423,2.7754101766783787e-05
424,-0.0004936213111165007
425,7.780017016867434e-05
426,-0.00034577404889999893
427,-0.00021218005746490774
428,-0.00013723088447177017
429,8.277562404386192e-05
430,-0.00012813530187153548
431,-0.0007755875454686173
432,0.00037351108896614227
433,-0.0003695503108912033
434,0.00022518719632779225
435,0.0005843944338991451
436,0.00043931849051770356
437,-0.00038855496035337586
438,0.00016360171512051777
439,0.0008957408731271289
440,-0.00011388614221996032
441,-0.0002498904980459298
442,0.0002984204371463249
443,-0.0007980590352158655
444,0.00015280040383899892
445,0.00013843957595005368
446,-0.0004982390417479044
447,0.001734165729459707
448,0.0007263599130595193
449,-0.0004075877049629909
450,-0.0009281105015348412
451,-0.0015801983164523755
452,-0.005261479700742546
453,0.0012266127878925418
454,0.0009493247676018975
455,-0.003947836305674484
456,-0.0010526682105047895
457,0.00020560585253584062
458,0.00019726240263215472
459,-0.00204936354045697
460,-4.014238946834323e-07
461,4.2881353833005415e-05
462,0.0002910961583004478
463,0.0007288312301795375
464,0.00012340260869013277
465,-1.9228424301409355e-05
466,0.00010633768750969662
467,-0.00023508992814210252
468,-2.7334853904104058e-05
469,-3.559663894624736e-05
470,0.00013565773963805316
471,0.00014434761070148848
472,0.00037743328037953425
473,-4.713683329648762e-05
474,0.001127187490353366
475,-0.00014566146750091556
476,0.00043696606835122063
477,-2.868422080829064e-05
478,5.96867095862638e-05
479,0.001291107640467605
480,0.00020087574152548364
481,9.806092002927243e-06
482,-0.00013073054376761692
483,-0.00011732670764097073
484,0.0007984234674430103
485,0.0014674270297375688
486,-0.0016013429894940084
487,0.0020175910407902167
488,0.0009274572144714981
489,0.0004557452976817226
490,-7.019196430204619e-07
491,0.004159858670947972
492,0.001556666646786624
493,0.00024929698977548686
494,-0.0003178357087635495
495,0.0020526362912688303
496,0.0002062702265537966
497,-1.8005246955732917e-05
498,-0.00019508614398755736
499,0.0002090512930565591
500,-0.00015256595465524978
501,-0.002291789159490827
502,-0.0001386100878377893
503,-0.00855689715410509
504,0.001413477863533435
505,-0.0013365681179802653
506,0.0002593538003250327
507,0.002074249198493316
508,-0.00023444466668463512
509,-0.0002888803816058787
510,0.00024393510761534987
511,-0.0014461788317944107
512,0.00025394710054779294
513,-1.2533971221829914e-05
514,-5.338996525679544e-06
515,0.00046343828410132855
516,0.00031526084289436226
517,-7.376829736724773e-05
518,-8.229916613595072e-05
519,0.0003249527327451029
520,0.0010593475123793124
521,0.000517132094947578
522,-0.00048135902502927374
523,0.0014347366180917625
524,0.0005954425463659762
525,0.0003458213565902126
526,0.00019517526607863136
527,0.003869551437117672
528,-9.41542844156681e-05
529,-3.0294119219325006e-05
530,-3.248449795703437e-05
531,-7.253079467676928e-05
532,0.00022459011144844044
533,0.00014355781643130304
534,2.5094562439804586e-05
535,6.63318655606528e-05
536,2.7072555320233073e-05
537,0.00019135837974557852
538,3.4896053773295813e-06
539,0.00023113353733287366
540,4.32346070310365e-05
541,-0.00014092017178272463
542,-0.00021805669817449296
543,-0.0008345161582593874
544,-0.0002238598140361446
545,0.0002725590305414552
546,6.133659465248617e-05
547,0.0005608239823640319
548,0.00036213779651965037
549,-4.2110341894672026e-05
550,-5.307751080288008e-05
551,0.0007595231856146981
552,-0.00039263153292561125
553,-0.0005427183910646022
554,-3.472769335632549e-05
555,-0.0027762917779436415
556,0.00016808171696878913
557,0.00024359940819615193
558,-0.0008788048936153604
559,0.0012995181125092414
560,0.0007336218615508775
561,-0.00014277397928830896
562,-0.00010420024760409975
563,0.001589481243759834
564,-0.00022426409512730296
565,0.0005114805177200954
566,-0.0015771255583745837
567,-0.0036854263666839006
568,-0.003543618223931665
569,0.0020399752280210602
570,-0.0010542720630311252
571,-0.008526653921981474
572,0.0008878182542850321
573,-0.00013940188597657736
574,1.302398046786893e-05
575,0.0002562832018190171
576,-0.0014218864458839628
577,0.0009808881005101077
578,-0.0003290407257937226
579,-0.003122340800609602
580,0.0003148705627813686
581,-0.0005615238947848438
582,-6.312297911743051e-05
583,-0.0007364434624724407
584,-0.00013860022076168322
585,5.128948570954256e-05
586,8.421595870799169e-05
587,0.00019550298839497574
588,4.248191413430448e-05
589,0.0005832220366229394
590,-0.00025301328556514365
591,0.0006513768270574291
592,3.285572810476387e-05
593,2.343519357941085e-05
594,-9.27991523663934e-05
595,-0.0001816724821958841
596,7.663253205331763e-05
597,6.545072791842307e-05
598,-0.00011179181945222029
599,9.311497345717301e-05
600,9.546829733437964e-05
601,0.0002894661223315255
602,0.00025767995816364806
603,0.0018428721166587254
604,-0.0011181296729742727
605,0.00038036110409670143
606,0.0004801674356962169
607,0.0008603073947421437
608,0.0009304570194505334
609,0.0002535863034843767
610,-1.0983121021098924e-05
611,0.0029325633009631385
612,-0.002368885955448764
613,0.0015168821533005435
614,-0.0001915328673455297
615,-0.005314964138773659
616,-0.00035283050924691243
617,0.0005445709925333271
618,0.0003320959418454214
619,0.0015088937524030115
620,0.00014436484541514665
621,6.586705021531975e-05
622,2.0004691495298064e-05
623,0.0006560803769521682
624,-0.0001076692995790231
625,0.0006393456871232835
626,0.0002217228985968203
627,0.0026234897318947142
628,-0.0009715147691326072
629,0.0021070168881212347
630,0.0004415289336853613
631,0.004083946689867013
632,-6.1326750563757064e-06
633,-0.0011961924048894588
634,0.0006986429467645803
635,0.002404316188873425
636,-0.0004262596163199026
637,-0.0003566616572817103
638,2.9920704733191452e-05
639,-0.001991708150596948
640,-0.0014683709411552083
641,0.0003875327018598846
642,-7.198867869037349e-06
643,0.0006632596086436725
644,-1.8266171400498552e-05
645,5.274637498631652e-05
646,0.0007659880844170133
647,0.0031530409043463085
648,-0.004067670426862882
649,0.005542042425829104
650,-0.007526266319307949
651,-0.01848089096444306
652,0.00217525296711213
653,-0.0003147872275183612
654,-0.0033361227069973794
655,-0.005500028805769725
656,0.001408294694710914
657,0.005347303901774965
658,-0.025998101228347413
659,-0.06386883737506709
660,0.005029444330359963
661,-0.006678142707487701
662,0.000914565829304255
663,-0.00429425823057148
664,0.00026505440925069787
665,-0.0024951375932454277
666,0.0003153327720698703
667,-0.005902552008764124
668,-0.0004131283124356865
669,0.0001371906844610262
670,0.0012164027221531748
671,0.00011339348728787577
672,0.00020103012691041197
673,-4.8892921432844486e-05
674,-0.0003923982102051943
675,1.449544539917816e-05
676,4.434347851308573e-06
677,-3.2746939692652726e-05
678,4.096418197022873e-06
679,-0.00010166460756770813
680,0.0002820343608270406
681,-0.0002115713640649843
682,9.002855367396351e-05
683,0.0001262477610416642
684,0.0003831000121984609
685,2.732621096926289e-05
686,-0.00015866512619062742
687,0.0005552364790815836
688,-0.00037993985247649546
689,-0.00019503578477203775
690,-0.0007111233665211017
691,-0.0003390393538760939
692,-0.0004374568616718504
693,0.00014915907336444047
694,-5.578833940350352e-06
695,-0.00020832487307778804
696,2.2656723566452496e-05
697,0.00019417293505590865
698,-6.60329236292399e-05
699,-0.00019280264003603725
700,-3.2809515323160274e-05
701,9.54095956593131e-05
702,6.579956139424462e-05
703,0.00029603128996959585
704,2.0566910543248672e-05
705,-1.9174459131788676e-05
706,-5.179872744202748e-05
707,-0.00023824097461886036
708,0.00010098874905435961
709,8.85200387767609e-06
710,-0.00016018511960728412
711,-0.00025939004859686695
712,0.00016376241633990553
713,-1.2586654178200521e-05
714,-0.00020747111390861201
715,0.000347507263314769
716,-0.0011083818041821899
717,-0.0026307787381170456
718,0.001073148363294128
719,-0.007366267067272186
720,-0.00017662044698934417
721,-0.0002179615253663911
722,-0.00016172849492805184
723,-0.0020130565435768455
724,-0.00021331639745157465
725,-3.3048406162224255e-05
726,0.00044261981265539366
727,0.00011724988657357672
728,0.0003103448061443539
729,-0.00024381041879587676
730,-6.35773813825802e-05
731,4.2855104453927145e-05
732,0.0005079133759928849
733,3.204928872209734e-05
734,6.383314777803307e-05
735,-5.539398682194369e-06
736,0.0007745857787379803
737,-0.0003979236142593849
738,0.0001316389410261753
739,0.0007412431864861947
740,-0.0009389626663911392
741,0.000762051519437797
742,4.953852956949725e-06
743,-0.0011168159231938785
744,-0.001068452460130958
745,-0.0009994853998355295
746,1.7260574918005856e-05
747,-0.005942221695135636
748,6.121062052122042e-05
749,7.9058746442923e-05
750,-0.0002440151060106544
751,-7.129156898776864e-05
752,3.5056745928426486e-06
753,0.00014266472088388015
754,-7.045176415350278e-05
755,-0.00019497369873918192
756,-0.0013214814445111703
757,-0.000750791622798406
758,0.0012898354330219525
759,-0.0022370089065723744
760,-3.1227792306542075e-05
761,0.0009563326793824863
762,-0.00032984866969436083
763,0.0014530849861948338
764,2.726166199350475e-05
765,1.2792574358013484e-05
766,-0.000171419012289274
767,-0.00032705775076933994
768,0.00017490186987896743
769,-8.073117506941464e-05
770,3.264263728649727e-05
771,-5.805728702425829e-05
772,9.963660058151974e-05
773,-1.6335261919481843e-06
774,4.1556667389173724e-05
775,-0.00017823323766395367
776,0.00029700141293547517
777,-0.00031607867461793315
778,-0.0002618748125590521
779,-0.001629144367196906
780,0.0002536008803707991
781,-3.060694246666049e-05
782,0.0003265229520956053
783,0.00013715673451989522
784,-0.000175535771387038
785,9.051141914166344e-05
786,5.1507457199103514e-05
787,0.0004228405612420216
788,-0.0003927622029806192
789,7.876620047147618e-05
790,4.2040630277589963e-05
791,-0.0015157624585862455
792,-4.793005535380792e-05
793,0.00011766022535970247
794,-3.2117270278905864e-07
795,0.00035855151765939287
796,2.03121784943406e-05
797,0.00012385335842780322
798,-0.0001472525404709756
799,-6.786061301398872e-05
800,-2.142504360909644e-05
801,1.6289644698778425e-05
802,-2.777670673907123e-05
803,0.0009077922695348635
804,-0.0009790104257195473
805,0.000313369206007466
806,9.882967908443879e-05
807,-0.0019026958114398093
808,-0.00010382691337814278
809,-0.00024313156151399554
810,-0.00020095254375026466
811,-0.0017857808446588043
812,0.0001672995285885289
813,-4.9003413473955274e-05
814,4.970882992859855e-05
815,-5.362387957711988e-05
816,-0.00010542855609328731
817,-0.000331022934312243
818,1.045618050192067e-05
819,-2.48766805580688e-05
820,-0.00070079738945709
821,0.0009136717968646596
822,0.00042159154705220754
823,0.001624574237840034
824,0.0001590301946009622
825,2.9740145212142586e-05
826,-0.00010274216922484928
827,0.000129525855364795
828,6.311834994357191e-05
829,0.00016777866751465904
830,-0.0002180401800850895
831,0.0002810722084924139
832,7.6753202223458e-05
833,0.0002067481804598087
834,-4.047327938206159e-05
835,0.00043634148513878817
836,8.171733238809415e-06
837,-3.274052055246058e-05
838,0.00010014300277706853
839,0.000316921419902735
840,6.033236967016811e-06
841,3.666567639708593e-05
842,1.331645795842152e-05
843,4.916207866747677e-05
844,5.935120054603449e-05
845,0.0003976626736396562
846,-0.00023988444972208747
847,3.6827444949448974e-05
848,-0.00018424619204482972
849,0.0002274779616986876
850,-2.4693251160819345e-05
851,5.0013560106510316e-05
852,0.0006068406654843691
853,-0.00017028343308323637
854,-0.0008166365055029372
855,-0.0006497747823497286
856,0.00035568417351131533
857,-0.00022573583712063398
858,-0.00020690317719280436
859,0.0009251966561655882
860,-0.00013002472810844288
861,0.00023268062719754726
862,-0.00010905589573307875
863,0.00016401378440993375
864,0.0001362464062914639
865,0.00014632548546938682
866,-2.894083400699251e-05
867,0.00033877956656393703
868,1.5760092432443025e-05
869,2.3863117045205483e-05
870,-7.481528526370833e-05
871,-6.310418096591189e-05
872,0.0003115520770304445
873,1.902679115212223e-05
874,-0.00023475687488428413
875,-3.143252277657329e-05
876,0.00024108708676606153
877,-4.348709867796797e-05
878,-0.0001374923089516362
879,0.0006575195420707937
880,6.259462181815609e-05
881,-0.00014194296129447408
882,-0.00015717323313925373
883,0.00012990551005058636
884,0.0001359622761363679
885,-3.183497486275734e-05
886,0.00044705767074263976
887,4.937554755711122e-05
888,0.000627837775679608
889,0.0002418245551283288
890,-0.0005847608495329892
891,0.002018164337107082
892,0.00014064871115152786
893,0.0004587343065731031
894,0.00022581197402250422
895,0.00026747027494905247
896,-2.8187722649909445e-06
897,-7.76273246958312e-05
898,-1.73965049127857e-05
899,-8.612099667755205e-05
900,6.830241526202853e-06
901,-9.154141406226396e-06
902,-0.00020979115418013366
903,-0.000840942372346387
904,0.000904761238239534
905,0.0011238002045767684
906,-0.0012288865492154786
907,0.0017587266942290405
908,-9.832652513302944e-06
909,0.0002758290955145396
910,5.79448005727978e-05
911,0.00010018770838334436
912,0.0003802675216429077
913,2.230170480522156e-05
914,-2.256709705008328e-05
915,0.001105662679151735
916,6.718948113982076e-05
917,2.4305091817353557e-05
918,-4.1091829363242244e-05
919,-0.0001821852885403356
920,-2.1801437693210716e-05
921,-8.28103843031897e-05
922,0.0001253179889757305
923,0.00017169743990146005
924,0.00022624209321186746
925,3.790622472715911e-05
926,3.5762177381998976e-05
927,-1.6764223484916138e-06
928,0.0008221854765011758
929,-0.0002958340877700809
930,-0.00014892807951689122
931,0.0006752683977215794
932,-8.53358823846459e-05
933,-0.0001616834785285796
934,-2.6767523199050507e-05
935,-7.569293593302344e-05
936,-0.0006123066410938842
937,0.0005434426386905226
938,-0.0020562213184388317
939,0.00046529624060225825
940,-0.0004634293510343188
941,0.00014771429098094552
942,-0.00028794261311836865
943,0.0003170199956640535
944,0.002331454475297947
945,-0.0032020649080546438
946,-0.0006249101059861177
947,-0.0034800236128030627
948,-0.0003683799335274684
949,-0.0002855927116201873
950,0.00021881094320428475
951,-0.0006406314361876098
952,4.412137391379154e-05
953,1.247938912512519e-05
954,-0.00018454343391121513
955,-0.00024119865954552941
956,-1.4779261834989529e-05
957,-4.9110293887507025e-05
958,0.0002873269257278028
959,-0.00010770233346737518
960,-8.829329979309399e-05
961,0.0002739439138949239
962,4.721323342120072e-05
963,0.0009294616661495563
964,0.0007284939002463835
965,-4.180183435737896e-05
966,-0.00010432160551483564
967,0.0010782637345269532
968,-1.5994465396910737e-05
969,-5.212170478516438e-05
970,-0.0001436753497819516
971,0.0004074120438709877
972,4.962706600884262e-05
973,5.216835590337988e-05
974,-3.063280536097249e-05
975,0.00032393623904375103
976,-2.1401575789294598e-05
977,0.0001461967248657404
978,-8.460994547334195e-05
979,-0.00018982705087001786
980,0.00016807949561748272
981,0.0002452756845378632
982,-7.503402973823873e-05
983,0.00027664717737466523
984,0.00015666541451057672
985,0.00011158660122704485
986,-1.7258224872034388e-05
987,0.00069530373237355
988,0.0004384692646182944
989,-0.00030594780624576415
990,6.0916770254501765e-06
991,0.0002008654145561265
992,0.0003103876104243236
993,-8.413101398422838e-05
994,7.879000598667695e-06
995,-7.553432442732118e-06
996,0.0008039356453123198
997,-0.0003042894689806613
998,-2.6104187947356594e-05
999,0.0007539802924968964
1000,8.942837863812117e-06
1001,0.00021687989950415647
1002,-6.655151584354681e-05
1003,0.0005811840140045151
1004,-6.355773528046877e-05
1005,-1.6873998860195967e-05
1006,6.697207625088338e-06
1007,0.0011027564874044311
1008,3.5747083637731808e-06
1009,3.63749294441415e-06
1010,0.0001286849589626479
1011,0.00013055402630153575
1012,-0.0008762822808510506
1013,-0.00010914827348126507
1014,0.00034820817183140585
1015,-0.0006421865380171732
1016,-7.565482494637345e-05
1017,0.00047785552162766864
1018,0.0002032214289566676
1019,0.0009540165513931939
1020,-0.0010396326220770472
1021,3.0471430169993244e-05
1022,0.00016160404229721554
1023,-0.000331316172985259
1024,-0.00016908829706604482
1025,-0.00011428924743936325
1026,-0.0004185768057271304
1027,-3.903928558958901e-05
1028,-0.0006326402199765078
1029,0.00016664706159570208
1030,-0.0004172440288970709
1031,0.0017504204474847425
1032,0.0003001539230907724
1033,0.00037544568204114304
1034,-0.00025822188361325537
1035,0.0019195161788391245
1036,0.0002668553948302416
1037,0.000634252301907855
1038,-0.00017984982097900705
1039,0.0025279793833510025
1040,0.000276041917959128
1041,0.00041781801735078675
1042,-7.242717299360009e-05
1043,0.001320711531204368
1044,-8.669452010854446e-05
1045,0.0007740351414680038
1046,-4.7365443700100375e-05
1047,0.0009692928145428763
1048,0.0009817462035556146
1049,-0.0007422308927822037
1050,0.0006339152219641044
1051,0.002361650422818166
1052,8.63377266934025e-05
1053,0.0003558598912941325
1054,-0.0003104155745070231
1055,-0.00013182679696555026
1056,1.4742300231499318e-05
1057,-2.547704529056493e-06
1058,-1.929107774852227e-06
1059,4.66762677064723e-05
1060,-0.0001368905179122936
1061,-0.00030856391866468895
1062,-2.217212456885673e-05
1063,-0.0005132912770167103
1064,0.00014257669638898185
1065,4.1145868282579876e-05
1066,-4.879758836448084e-05
1067,0.0005199630125128484
1068,0.0005660769043923854
1069,0.00020447139465557394
1070,0.00010049056657458169
1071,0.0007978452400813756
1072,2.2941880418082012e-05
1073,0.0007744044053916557
1074,-0.00045273751562735373
1075,0.00037312467943376236
1076,0.00015192434040366083
1077,6.327697958774337e-05
1078,-2.2949164570474246e-05
1079,0.00036680490575283583
1080,0.0007056193159733326
1081,-0.0002014011116876613
1082,0.0008577204048326972
1083,0.004354223524502782
1084,6.779249114858172e-07
1085,0.00018634811563113571
