,elapass_black_hybridper_inf
1086,-0.00047706280147893985
1087,-0.0003845342104804968
1088,0.0006150028511388945
1089,0.0009783830056730304
1090,0.002733695388598608
1091,0.015419336600104316
1092,-0.0017496549649986825
1093,-0.0017605323946984052
1094,0.0033333880754028945
1095,-0.0007270742012833936
1096,0.0003845845146744598
1097,0.00010515135501264815
1098,0.00019636594122756352
1099,0.00021150191808558163
1100,0.0005454333564221846
1101,-1.9531275886294485e-05
1102,-7.164500696103675e-05
1103,0.0009073086594781953
1104,0.0001905887354203617
1105,-1.2037763541341574e-05
1106,-1.8573067055241778e-05
1107,0.00022050625510876441
1108,4.5730371783822205e-05
1109,-0.00012503408957648913
1110,-1.2458376966817142e-05
1111,-0.0001563643417149278
1112,0.00032736011327543277
1113,-0.00017107579476455324
1114,-0.000115999413924877
1115,-0.0007865012159281419
1116,0.0001991044461206169
1117,0.00016179319338031827
1118,-0.00036876347788120865
1119,0.000428081645302916
1120,-0.00019598319325863384
1121,0.0002995745415664449
1122,-7.231110123934451e-05
1123,-9.100764553358377e-05
1124,0.0003789739603681254
1125,-0.00033483028190911605
1126,0.00021448663526682645
1127,0.00030813065951975174
1128,0.0011672369701427206
1129,-0.0001880976442131283
1130,1.0444303421911476e-05
1131,0.001339087380190278
1132,8.188977593138718e-05
1133,0.0005961706912490173
1134,-0.00039854264018274486
1135,0.0012966877278491945
1136,4.376266239957298e-05
1137,-0.00023400294735161954
1138,-2.9073067885459052e-05
1139,0.00010083133969234368
1140,-7.562079109477638e-05
1141,0.00013290077365939957
1142,6.261200287544683e-05
1143,5.085098036723696e-05
1144,-7.598699038975992e-05
1145,9.078043763926963e-06
1146,-7.329195625233787e-05
1147,-0.0005769014668382907
1148,-0.0003444669885664412
1149,3.330583543963558e-05
1150,7.516101711713623e-05
1151,-0.00018365053325629347
1152,0.00011695683623758116
1153,0.00010980882190055578
1154,-0.00014437028163265302
1155,0.0005483375591214573
1156,0.0002738450780336663
1157,0.0003759357801235277
1158,6.810305287400905e-05
1159,0.0021801537241011777
1160,-0.00012603424259130644
1161,0.00018931936697065828
1162,-5.018001234474663e-05
1163,1.9031607734638938e-05
1164,3.0538619309230944e-05
1165,0.0005523195573833337
1166,-8.439733556372944e-05
1167,0.0002081558373765415
1168,-0.0005032542876713802
1169,0.0005188761461200462
1170,1.2961100059987741e-05
1171,0.00029882811906453715
1172,-2.820916377542327e-05
1173,0.00011612332671760395
1174,-8.226017656356382e-05
1175,0.0001298647607668128
1176,0.0005257400117662571
1177,-4.011789376395053e-05
1178,-0.0001458911723801777
1179,7.501237328256539e-05
1180,-2.2560387338311488e-05
1181,-0.00012396201789774948
1182,0.00011801427387176531
1183,-5.3519681732945005e-05
1184,0.0007870901495916166
1185,0.00011569484838091983
1186,-0.00024319199147710064
1187,0.0007769257037420413
1188,-0.00011789370976301831
1189,-0.00016470623342657213
1190,0.0001932039310464543
1191,-0.000270435060771284
1192,0.00019568858846857347
1193,3.306740566700447e-05
1194,-0.00015375277092038878
1195,0.0011300337393098277
1196,3.648344840965218e-05
1197,2.7530647630556255e-05
1198,-1.4617443917019349e-05
1199,0.00015713304448277838
1200,-2.617629075482841e-06
1201,1.9015632319739304e-05
1202,4.654878978759967e-05
1203,-0.0001918084043455003
1204,0.0007585638922877613
1205,-0.00041677268231934836
1206,0.0005695714186001637
1207,0.0026822007515713195
1208,5.047687813058253e-07
1209,4.9754643535433064e-05
1210,9.969740030036247e-05
1211,-0.0001701305571502109
1212,-0.0002965435065064859
1213,-3.467249915539811e-05
1214,0.0003217312701657694
1215,-0.0004306410658907617
1216,0.00037129644357351626
1217,0.0012118890388754828
1218,3.6251443187194445e-05
1219,0.006645547289188502
1220,0.0025698417744333115
1221,-0.001290972113769457
1222,-0.00139449280590288
1223,-4.1665373036934474e-05
1224,0.0014828298999475507
1225,-0.0034668291839007664
1226,0.0032741096417790915
1227,0.0034632549732915474
1228,0.0001897432783243703
1229,-9.386340440139768e-06
1230,7.764523140247517e-06
1231,0.00012603011642161517
1232,1.1656949842893822e-05
1233,-2.8245580277933792e-05
1234,-6.462404514986807e-05
1235,-8.664696859074908e-05
1236,-0.0006178989383575877
1237,-3.720040367550499e-05
1238,0.00031624103870298947
1239,0.0005775810401592936
1240,0.00023864243277254099
1241,-2.6129225409201677e-05
1242,0.0007636569298453708
1243,0.002032360103339448
1244,0.0001498994052764675
1245,-8.854847848149535e-06
1246,6.694837557378161e-05
1247,0.00034769313846258
1248,0.000669029250933225
1249,1.2703234152502755e-05
1250,2.8237928296731226e-05
1251,0.00046233275795826915
1252,-0.00020325035474334297
1253,7.459206418907003e-05
1254,3.803275519980788e-05
1255,-1.1620510342318756e-05
1256,-0.0005433569533497618
1257,0.00012797162889370493
1258,0.00012845866161336581
1259,-0.00022127383393557844
1260,-0.00025046542341443655
1261,-0.00021223876483931556
1262,-3.587927293694522e-05
1263,0.00013859948089962426
1264,0.000165820903828902
1265,0.000607031351133319
1266,-0.0008705972012153774
1267,-0.00017128983476787655
1268,-0.00030505242551363045
1269,-5.206069000020555e-06
1270,-4.793434232309135e-05
1271,-0.0005715074257326901
1272,-7.008427671346945e-05
1273,2.0876414652055775e-05
1274,-1.7270901780744745e-05
1275,-4.7712717788498066e-05
1276,1.5796008307317537e-05
1277,-2.423180631477851e-05
1278,4.22244888556504e-05
1279,-0.00010318760474766723
1280,-9.434691444330928e-05
1281,0.0009818155622745533
1282,-0.0006577794367762645
1283,0.0008649440497713216
1284,-0.00043170836632541173
1285,0.0022189884899151678
1286,-0.0025699966574157206
1287,-0.0030934968582461276
1288,0.001843387233544004
1289,-0.00019290977028399604
1290,-9.148267742221041e-05
1291,0.0031824729416871905
1292,3.8229314291560675e-05
1293,0.0006512943987819094
1294,-0.0012119389615962875
1295,-0.004323853311735495
1296,-0.000486643349159344
1297,0.00033107493832023303
1298,0.0005661063894472648
1299,0.0010714816911935063
1300,-0.003909790373681342
1301,0.0007803435682528116
1302,0.00047780166379526135
1303,-0.0023288222094910074
1304,0.00015698000182418238
1305,0.001187846569362002
1306,-0.0011820190459968533
1307,0.0009945687670526592
1308,0.00035613353839271535
1309,0.0001237622562838716
1310,5.910328616243783e-05
1311,0.00012143088645554401
1312,-2.664246587189179e-05
1313,-0.00025852430405605485
1314,5.4934073465224755e-05
1315,-5.7098676020095156e-05
1316,-0.00022982343948053322
1317,0.00037051073477004906
1318,0.0012653205193481733
1319,0.004275163092306591
1320,-5.424212138320144e-06
1321,-8.183865199027038e-05
1322,8.222856928756107e-05
1323,-3.1312151886034004e-05
1324,-0.002696594589557413
1325,0.004261086578045428
1326,0.0005987025931900352
1327,0.006232011567970172
1328,0.001554455795483986
1329,-0.0005786530524843313
1330,0.0005149810582158197
1331,0.007584949487430695
1332,-0.0001232224621921628
1333,0.003126220729089394
1334,0.0010659636243671375
1335,0.011014322003279762
1336,0.0012798977250021923
1337,-0.0009228792328940387
1338,0.0005095749379601844
1339,0.0022697080486196158
1340,0.00038926790661410367
1341,0.0028004627034467844
1342,-0.0006379770309090186
1343,0.005637575052671957
1344,-0.004541577990095274
1345,0.007149444279067643
1346,-0.006696565396843745
1347,-0.011952440659251263
1348,5.884935000623084e-05
1349,-6.234678953152626e-06
1350,9.602398357043574e-05
1351,-5.390028334654449e-05
1352,0.0006533380617703958
1353,0.0086558780997446
1354,-0.002184966576570904
1355,0.023727051437983097
1356,0.00048060964836434556
1357,-0.0006521546911105218
1358,0.0001368662941678606
1359,0.0007132438507237757
1360,0.00646648863890302
1361,-0.004154030205478096
1362,-0.0010584631230267376
1363,0.006195173328268475
1364,-0.00112725789089685
1365,-0.00020922379134730517
1366,0.00014947308093359062
1367,-0.002765148883747105
1368,0.0001862039830772493
1369,0.00026501464101872415
1370,-4.870529620526278e-05
1371,0.0008255950136982459
1372,-0.00012783576302063926
1373,0.0006378036516803982
1374,-4.275464812371754e-05
1375,0.0015839403400609985
1376,-7.447671220932656e-05
1377,7.18678392618846e-07
1378,0.00022816813689797107
1379,-0.0003252932716117809
1380,-0.0006516012069540454
1381,-6.88717379531223e-05
1382,6.813345313596525e-05
1383,-0.0013197212357478297
1384,5.898570694454483e-05
1385,-4.515396733832372e-05
1386,-0.00013589705348179332
1387,1.3812661289798295e-05
1388,-0.0004823316586583931
1389,-5.545576002039194e-05
1390,0.00012546840514107282
1391,-0.0017461267110627302
1392,-0.00038058259988405776
1393,-0.0008027876310862309
1394,0.0027005761973496155
1395,0.005576102181533886
1396,0.0004386949241540236
1397,-0.0005882652167220029
1398,-0.0036390886467125862
1399,-0.013511513178250034
1400,1.8244178461829811e-06
1401,-4.040324490356331e-05
1402,4.091685014477341e-05
1403,-0.00017306603344455985
1404,0.0011381430154058048
1405,-0.0008125065699890896
1406,-0.0008230828183487755
1407,-0.0009354259723878723
1408,-0.00011841904555136966
1409,-8.137066939174505e-05
1410,-0.0009138919364857575
1411,-0.0012617828984604073
1412,-0.00027816911360032374
1413,-0.010426637532726813
1414,0.0026365288281697532
1415,-0.022939171191036948
1416,-0.00016637400745153977
1417,-7.20230456942771e-06
1418,6.387525352186452e-05
1419,-0.00033584611248797526
1420,-0.0017257595907321233
1421,0.0020186885681115455
1422,-0.0016211266592681736
1423,-0.001493136907287694
1424,-0.0006195312501701873
1425,-1.3866588622756818e-05
1426,-4.9939866849860004e-05
1427,-0.0015329021573123188
1428,-5.1145535853808576e-05
1429,7.338636661342132e-05
1430,2.0481080492978994e-05
1431,-0.0008189946025973778
1432,0.00766953748557465
1433,-0.0005824263058392746
1434,-0.0061737073129813575
1435,0.00266433400808167
1436,-0.003123360834261755
1437,-0.007925087027706872
1438,0.009497395822997691
1439,-0.0035879739398107244
1440,-0.0007544763271202839
1441,-0.0025327017125587655
1442,0.0017301137592645064
1443,-0.005032609244272279
1444,-0.010172558319017953
1445,0.009913704384522982
1446,0.0063895163205327996
1447,0.028647759690332737
1448,-3.356352658493476e-05
1449,-0.0004587916767365027
1450,-0.0011652553714036795
1451,-0.005438096389613267
1452,9.971231093774982e-06
1453,0.0020309315354250044
1454,-0.0030239510996821184
1455,-0.0038867358090326483
1456,-0.00025055022473628735
1457,0.0009481294723038518
1458,2.2374950873835812e-05
1459,-0.00035702074890058054
1460,-0.0004611367911740511
1461,-0.0002727934562855853
1462,0.0004467982217104427
1463,-0.0011404366307871153
1464,-5.464021949347916e-05
1465,-0.0004091786382781021
1466,0.00024845069421822825
1467,-0.0006646201073932764
1468,2.6075837455837594e-05
1469,-0.0001567285368783797
1470,0.0005343570352145358
1471,-0.00038503306595479394
1472,0.0008358460452198563
1473,-1.8713359106091116e-07
1474,-0.0025356596526623057
1475,-0.0047773557441431495
1476,-0.002282534005299284
1477,0.0038913293774187653
1478,0.001170652179586573
1479,0.011368842696453175
1480,0.0007530139318180901
1481,-0.0010654902135125708
1482,-0.0002753276939720499
1483,7.789138861914563e-05
1484,4.6561883541780615e-05
1485,-0.0005591922147903983
1486,0.00018985427137302482
1487,-0.0009886393965221336
1488,0.0008967479763144054
1489,-0.0009034785864376987
1490,-0.002101199671605721
1491,-0.005632938507969981
1492,7.816584802705141e-05
1493,-0.000406923231963078
1494,-0.0002251028807020894
1495,0.0021957277388055777
1496,0.003227283537111022
1497,0.0014162022592316456
1498,0.002938514168732948
1499,0.023975061137560597
1500,0.0005200956029243492
1501,0.0013701921239324363
1502,-0.0018199237495402831
1503,0.0008454139438106584
1504,0.0008980172100181093
1505,-0.0003390993356170853
1506,-0.0005152653486862273
1507,-0.0008298194406943829
1508,0.00017286243119010776
1509,0.0001008490143478927
1510,-0.00027090824775424983
1511,0.001001928429082256
1512,0.0006852136486069131
1513,0.0003701523191416292
1514,-0.0007895362236666568
1515,0.001135908797997557
1516,-3.230078379640793e-05
1517,-0.00020435446013543625
1518,2.214825782143453e-05
1519,0.00014759773526703922
1520,0.0006918076519430513
1521,-3.956956665984115e-05
1522,0.0012073142775490848
1523,0.00014807692478815415
1524,7.675146800495255e-05
1525,-0.00018778334458151056
1526,8.096899129122538e-05
1527,-0.00015249770382590213
1528,0.0012341161976284919
1529,-8.255141389540465e-06
1530,0.00023731982571477075
1531,0.00021468187254428212
1532,0.0014779548355478061
1533,-0.0013823238511463738
1534,-0.0010465811116207391
1535,-0.0014815838930747954
1536,0.0019583873669459404
1537,-0.000798600158846327
1538,-0.002609109562660082
1539,0.0012041362916371005
1540,-0.0002853444738586309
1541,-0.0010602142635096731
1542,-0.0007402205097785944
1543,-0.0002948137770690295
1544,0.0010032070536119251
1545,-6.821458019577213e-05
1546,0.002026398608844968
1547,-0.0038588435918456934
1548,0.006242705968296149
1549,0.018893492101395775
1550,-0.007589330487473011
1551,0.056758512584944326
1552,-0.008824267585242034
1553,-3.588128374149813e-05
1554,0.00958040190512274
1555,0.004312246448710004
1556,-0.006350251249172931
1557,0.0027262161782437215
1558,0.001761811109595344
1559,-0.006501916250488215
1560,-0.002510292019560758
1561,0.004393591351677187
1562,0.0009729004414548978
1563,0.006516765813915195
1564,-0.0003895797128016626
1565,-0.00024300211084622234
1566,0.0004444125735381703
1567,-0.001955768702322056
1568,0.00047265111309681163
1569,-0.0004803950006651248
1570,-0.00021225157493728146
1571,-0.0015380654397642531
1572,0.001975985973022099
1573,0.00017795518964282647
1574,-0.0031261474180766303
1575,-0.0030416080383730533
1576,0.0025191646994636267
1577,-0.0020288697917688844
1578,-0.0004663050691466844
1579,-0.0026565657637088015
1580,-0.003747057584735155
1581,0.0018894898547386204
1582,-0.0002546077188766989
1583,-0.013981264896569293
1584,0.0017422291566999812
1585,-0.0071094924335667895
1586,-0.004937455694822181
1587,-0.03898108270241838
1588,-0.0001485194612174947
1589,-0.00019701085009393103
1590,1.7615017576444718e-05
1591,-0.0008240137594157375
1592,-0.0010383764437743772
1593,0.00028235664660048864
1594,6.79047312344926e-05
1595,-0.0035383910291106866
1596,-0.0009055589602255228
1597,0.000626673979187329
1598,-0.00035624610395235525
1599,-0.004676933298578899
1600,-0.00029648697086096025
1601,5.148758933880622e-05
1602,0.000915944882838647
1603,6.0101683506771906e-05
1604,-0.00040948594609434914
1605,-0.005335453486438025
1606,0.0040110366613785335
1607,-0.007322759121233065
1608,-0.0024854053243901332
1609,-0.004427886881609596
1610,0.00953957784081412
1611,-0.0016297997472338173
1612,-2.647628710246072e-05
1613,0.0006501544531835991
1614,-0.0005153607372579957
1615,-0.0005676842050368864
1616,-0.0012564016723840942
1617,-0.0008848095976654995
1618,-2.355535416227941e-05
1619,-0.0013851221762015886
1620,-0.014880243139658775
1621,0.012878269685494104
1622,0.010633323218612567
1623,0.018943022511748533
1624,-0.0021695252836149894
1625,-0.0023863997193903207
1626,0.00415859976767606
1627,-0.002614908640804432
1628,-0.0010708566617156393
1629,3.8268145570330726e-05
1630,-0.0009988347215584797
1631,-0.00617329608390483
1632,-0.0021428581370584784
1633,0.002655607936539337
1634,-0.0029639731583449803
1635,-0.007078599904777046
1636,-0.000664005328771806
1637,-0.00010173407234176482
1638,7.930832020928284e-05
1639,-0.0008880602128550676
1640,0.007212061382289386
1641,-0.004365230456668152
1642,0.00033312660525831086
1643,0.010427123887380096
1644,-0.006679584019590499
1645,-0.0028468464838778433
1646,0.0023098000850539035
1647,-0.021212056699328196
1648,0.0008042001145815802
1649,0.0005056696737158577
1650,-0.0009096317953407089
1651,0.00029492059198578917
1652,-0.009372049286335516
1653,-0.0017999648872316176
1654,0.00739145620887229
1655,-0.017505646061583415
1656,0.0016962536324972872
1657,-0.009551251890509782
1658,0.00867864285769206
1659,0.0021989313435076922
1660,-0.0002151534452432204
1661,0.00034097709483597264
1662,0.00015232971022107025
1663,-9.16591637908527e-05
1664,0.0008334032820905775
1665,0.00019640648744377926
1666,-0.0003832055819489809
1667,0.0012460916734402295
1668,-9.96838741139569e-05
1669,-0.0008245062936873333
1670,0.0007262511429575232
1671,-0.001509273369296736
1672,-0.00033792495510691155
1673,0.0026430438232374156
1674,-0.0006991779141723481
1675,0.0030433123686018147
1676,-4.276680800585706e-05
1677,-1.4692423204235754e-06
1678,-6.487621699777471e-05
1679,-0.0003850063435538678
1680,-0.0003588348374438602
1681,-5.523145167690069e-05
1682,0.0002770489331686654
1683,0.0011687992750326049
1684,0.0008412811245266094
1685,0.00047976128964289034
1686,0.0006594318993115963
1687,0.005444104519813224
1688,-0.00043994182974234374
1689,0.0008053859602344572
1690,0.00012070026825798086
1691,0.0003199444767039165
1692,-0.00033920539485599765
1693,0.0007918610578587983
1694,-0.0011872461989126057
1695,-0.0011724866273755113
1696,9.931858220829874e-05
1697,0.00024340420704099225
1698,2.9992934907780214e-05
1699,-2.060462579404635e-05
1700,0.00031697941783568283
1701,0.004605278979057806
1702,-0.0003324540912735148
1703,0.012340705913654432
1704,-0.0005109963918160557
1705,0.0002441991405843015
1706,0.00035835964728804466
1707,0.0017691465335955964
1708,-0.00017682671163902808
1709,0.00016770621056871315
1710,-7.27438105832747e-05
1711,-0.001598848470235199
1712,-1.5914480449152644e-05
1713,2.3436763764012884e-05
1714,5.036624318929061e-05
1715,-1.6428736557982286e-05
1716,0.0008690024181247484
1717,-0.00041648581883840037
1718,-0.0011799243891655773
1719,-0.005734643690719009
1720,-0.00039564488125632937
1721,0.0037866219377436345
1722,-0.001510605552795213
1723,0.005945477043348571
1724,0.00026979182872512175
1725,-0.0024986549958606816
1726,0.00028543483855006873
1727,-0.006550718362812269
1728,0.0009876317701577953
1729,-0.00046089741722178624
1730,0.00025493810636305814
1731,0.001080370678410174
1732,-0.00022824783300053986
1733,1.0622624978270798e-05
1734,0.00042049324412551654
1735,0.0006853676219126406
1736,0.0014557558768658228
1737,-0.0029019961181535833
1738,-0.0016846683113732944
1739,-0.009184454793800739
1740,0.002767402575955053
1741,-0.002561635384958706
1742,0.007226178808505676
1743,0.02757548433859602
1744,-0.00026779652087275817
1745,0.00039324618863531254
1746,0.0006451598078674986
1747,0.0016775441341490196
1748,-1.9539769131068724e-05
1749,-0.00010877111541451348
1750,-0.0003666534064329946
1751,-0.0019229474066015351
1752,-0.0007853650369222723
1753,0.0024109595966790693
1754,5.1163011463716604e-05
1755,0.005406682061335242
1756,-0.0018372248251252307
1757,0.0022112157164535648
1758,-4.386814441664571e-05
1759,-0.0001536381796968803
1760,-0.0002640350358121595
1761,7.800746840196188e-05
1762,2.6081606320357308e-05
1763,-0.0001414592086184492
1764,0.00016581979092269872
1765,-3.183667553891558e-05
1766,-0.0001327776273361259
1767,-0.00017002735650488684
1768,0.002267024930065704
1769,-0.0027796351204045547
1770,0.0009072800117534271
1771,0.0027160709720286916
1772,0.001619160465631655
1773,0.004093453996337134
1774,8.163444017408846e-05
1775,0.01739826031185173
1776,0.0006646969613912905
1777,0.0010319009328620926
1778,0.0014971502193847517
1779,0.011976924180376968
1780,0.000720492969528497
1781,-1.553569290569671e-05
1782,-0.00015786948092041066
1783,0.00010311399555008349
1784,6.68383833981694e-06
1785,0.00011509282197407697
1786,-0.0004629260672350139
1787,-4.6543141302964024e-05
1788,0.0003956309223225186
1789,-0.00033700329725472366
1790,-0.0021150717875053383
1791,-0.006000918797899539
1792,-0.0007840502895054942
1793,0.00023565091948715857
1794,0.0002513284505383427
1795,-0.0010545512930633303
1796,0.0005331414962157026
1797,0.0008829185492045976
1798,-0.0006128158352669082
1799,0.0024824820257389993
1800,-4.603674606561894e-05
1801,7.052480795046549e-05
1802,0.00010328211904880797
1803,-0.00010262324828566051
1804,-0.0002193466389604895
1805,-5.404796638907638e-06
1806,-9.355740280496777e-06
1807,-0.0007008255453739424
1808,0.00047867981139671677
1809,-0.0004016935527561851
1810,-0.0002669292161005694
1811,-0.002367774422770063
1812,-0.0004084766325528386
1813,3.461084377922291e-05
1814,6.137649778445653e-05
1815,-0.000696601161592524
1816,-2.8513916485078715e-05
1817,1.0866189258884171e-05
1818,-9.78092635299221e-05
1819,-4.071440891799881e-05
1820,9.471749077223575e-05
1821,-0.0002425972396008865
1822,1.3308647609288365e-05
1823,-0.0009542362626094911
1824,0.0007523197592989891
1825,0.00245604595217734
1826,-0.0037420141853273356
1827,-0.002931536452640768
1828,0.001291406479874941
1829,0.00019035583326135276
1830,-0.001700337083793522
1831,-0.00011324710129669692
1832,0.000102705673156394
1833,-1.4227860444266738e-05
1834,-0.00024281024230627882
1835,-9.441650565592044e-05
1836,1.3357568662512196e-05
1837,-0.0001574430331693442
1838,5.2623443890161994e-05
1839,-0.0005376174779043461
1840,-0.00021631121408127244
1841,1.3743623787651456e-05
1842,-0.00020639050388781023
1843,-0.0009740663301902875
1844,-0.00019263018904145188
1845,3.8382153966637e-06
1846,6.370917985037488e-05
1847,7.042006528708258e-05
1848,0.0010096960409335268
1849,0.00032396513710292293
1850,-0.0001702914716587822
1851,0.004111364803327538
1852,-0.00018778736627890241
1853,-7.487696246738409e-05
1854,-9.883393061514181e-05
1855,-0.0009953687071007592
1856,-0.0002999698889502323
1857,2.2494233811987534e-05
1858,-0.00011858769434357182
1859,-0.0009129770492244887
1860,0.00025882673396919036
1861,0.00042993840039922825
1862,-0.0005590554339572245
1863,0.0008253308128847636
1864,7.832836868843017e-05
1865,-0.0001883867578591803
1866,0.0001287265059038024
1867,-0.0005344252198194306
1868,-1.973553976253382e-05
1869,-9.216746777021177e-05
1870,0.0002523757701933779
1871,0.00022128420502193878
1872,0.00020294442821753225
1873,-0.00032638824054742583
1874,-4.453032744762708e-05
1875,0.001188279315798827
1876,-5.540554935678384e-05
1877,-5.861894727049939e-05
1878,-0.00020047037818426256
1879,-0.0012112678520297775
1880,0.000544552827155524
1881,-1.0187067264608186e-05
1882,-2.0270686355543715e-06
1883,0.002334888843173439
1884,-0.0007838182244061537
1885,8.986382865628665e-05
1886,0.00021811174456832244
1887,-0.0016863011274249472
1888,0.001859199703166402
1889,0.005097505501978715
1890,-0.0033799797157218147
1891,0.010140628639018089
1892,6.944228498726694e-05
1893,-1.4132090503215112e-05
1894,0.00011228511662033192
1895,0.0001797857560687717
1896,0.00017347618434113805
1897,-0.00011080174369246887
1898,-0.00012897837562585954
1899,-0.0008359712379450375
1900,0.0008635324445915026
1901,-4.248630051592522e-05
1902,8.045661138018909e-05
1903,-0.0008232781284985441
1904,-0.0018930288816755261
1905,0.0005129764887054215
1906,0.0014604080526767786
1907,-8.59631497597429e-05
1908,-0.0014103737098484625
1909,-0.0007638613165002282
1910,0.0014927741895156908
1911,-0.002588940402675678
1912,-0.0027675321727962878
1913,-0.002867311613645595
1914,0.005161219093631478
1915,-0.0010447572364510808
1916,3.9596328311117826e-05
1917,1.446513888757091e-05
1918,-0.00030332113876861255
1919,-0.0002001455723786178
1920,0.0011601131667348075
1921,-0.0009561315328338444
1922,0.00019919830179166806
1923,0.0008289955969512142
1924,-0.0012267384042863984
1925,0.00021620362601644893
1926,0.0021706605926720807
1927,0.0045673049925505985
1928,0.0004118136884534408
1929,8.659031112566948e-05
1930,-0.0006219897223399384
1931,-0.0004030953215871743
1932,-0.0044005561788925665
1933,0.004991651269738548
1934,-0.0005632949452155093
1935,-0.0016474180819858952
1936,0.0073477582098469925
1937,-0.004547834517632139
1938,0.003272740022780121
1939,0.021222746281852396
1940,-0.0035039762169939786
1941,0.0024860268893210987
1942,0.00019327365063556335
1943,-0.005521457237078682
1944,8.500882342081071e-05
1945,-8.940970568985269e-05
1946,1.574720459967069e-05
1947,-5.254866552039678e-05
1948,0.004122609401608673
1949,-0.0016739700860920925
1950,-0.004652908923937207
1951,-0.005852083675299875
1952,-0.007266709807247398
1953,0.005305301673979127
1954,4.039662060738885e-05
1955,-0.0029716677912882163
1956,0.0016467015533940836
1957,0.0002316416089045128
1958,7.046038577555548e-05
1959,0.006202919899888872
1960,-0.0004710444087453545
1961,-0.0004660527799259706
1962,0.002076031640616288
1963,0.0009007656972690064
1964,-0.00024018346544106128
1965,2.7126722141643637e-05
1966,0.0001507078795228854
1967,-0.0003057204045819751
1968,-0.00026607581374624444
1969,-0.00031206423081056665
1970,0.0009396088179255298
1971,0.0006761829239492041
1972,-0.00033625238618154794
1973,9.333734332613464e-05
1974,3.917286322412825e-05
1975,-0.00035619558992577393
1976,0.0010367628380849587
1977,-9.827042357364731e-05
1978,-0.0001837557849404359
1979,0.0014140188539377547
1980,7.020541180074819e-05
1981,6.828745587515915e-05
1982,-2.0125439995452705e-05
1983,0.00035675606130179915
1984,-0.0006033518798334004
1985,0.00018846900231219102
1986,0.0015076575808089768
1987,0.0034045048871333664
1988,0.0003869248186140915
1989,-0.0002416300754351421
1990,0.00010655046734013449
1991,0.0007910297790782785
1992,2.2393618435492626e-05
1993,0.00010470869843464667
1994,0.00017071608898702983
1995,0.0009920307279496212
1996,0.00014274730716254625
1997,0.00028225358954047747
1998,0.00017936776072489217
1999,0.001989043894632748
2000,-0.0005867491571723415
2001,0.0013282492103923404
2002,-0.00209835823077878
2003,-0.00342433536921082
2004,2.519932653354626e-05
2005,-3.135475286998745e-05
2006,3.35592783414331e-05
2007,0.00015739392890560397
2008,-4.857414569562483e-05
2009,0.00026953187178644294
2010,-0.00018855264745291876
2011,0.0019480715326278112
2012,-0.01763194505671806
2013,-0.0005072179370448382
2014,0.014558678412041552
2015,-0.005215970727010532
2016,0.00010519990706625011
2017,0.0006306205469447197
2018,4.169467421806856e-05
2019,0.001883761579887457
2020,-0.00012103658226141714
2021,0.0001089894026950594
2022,0.00025671582954216605
2023,0.0008695630859659059
2024,-0.005291362957960167
2025,-0.002771964726774781
2026,0.003982802113065362
2027,-0.006425566994205554
2028,-0.010406594357851105
2029,0.004262418024809146
2030,0.0036903177741867813
2031,-0.003980410810029365
2032,-0.001680250924938037
2033,-0.0001787389178230721
2034,0.002318512712568845
2035,6.358442336418497e-05
2036,-7.018606807289715e-05
2037,-7.664412222202945e-05
2038,-4.186542045552499e-05
2039,-0.0006336944012473217
2040,-0.0014391264095118949
2041,3.3334908225529495e-05
2042,0.0005149136796125687
2043,-0.0007131716660687452
2044,-5.7624964201555135e-05
2045,-0.0013083714032974306
2046,0.002071094494978595
2047,0.0006314482449458219
2048,0.00025109993959384084
2049,-0.0001890082692892641
2050,-1.2404885308365717e-05
2051,-4.0525955520513504e-05
2052,5.8987457610449564e-05
2053,-9.135929526371516e-05
2054,0.0001146921815876519
2055,-0.0009930676545681267
2056,-0.0025553346514070423
2057,-0.0019903751018842597
2058,0.0035697964282389453
2059,0.0002510685057501022
2060,1.1091396386859664e-05
2061,-0.00016130247615539394
2062,-1.278690716249268e-05
2063,-0.0003105514487667404
2064,-6.01226821430008e-05
2065,-0.002875303771674976
2066,0.0014261831886543065
2067,-0.003775459326285186
2068,-0.0006496840004425399
2069,0.0002323807165014289
2070,1.56545199134856e-05
2071,-6.539398449945997e-06
2072,-0.0003383406502201597
2073,0.0006731073174125363
2074,-4.7926764335864425e-05
2075,0.0003830556923647475
2076,0.00037687818446344325
2077,-4.087627865581999e-05
2078,5.726522318657691e-05
2079,0.001060412233570939
2080,-0.004286124194278354
2081,0.0016452274074379907
2082,-0.0004292496429622163
2083,-0.01139067876098359
2084,0.004604374265622982
2085,-0.0011617274173065738
2086,-0.0023072458939727876
2087,-0.0011577319744831682
2088,-0.0005435520116450199
2089,-0.0002976823655437616
2090,-0.0017624870402686177
2091,-0.010747185728553318
2092,0.0011871913223210678
2093,0.0009234327965527079
2094,-0.0002285493783027895
2095,0.006435187662745314
2096,0.005030423965647587
2097,-0.006935233815148524
2098,-0.000597194804678339
2099,-0.008663451098714695
2100,-0.003347443395782781
2101,-0.002055422255549601
2102,0.0017479456075609682
2103,-0.011651310117420486
2104,-0.001256316589588582
2105,0.0008173416575756522
2106,-0.0006108838162803423
2107,-0.004295103867299348
2108,-0.007547832776814964
2109,0.0013498519388448049
2110,0.00226713777112278
2111,-0.011745945106884653
2112,-0.0008822630358135391
