,drop_hispanic_hybridper_inf
327,0.000786919640514462
328,0.0001990579490510552
329,-0.0002637345367117648
330,2.1529006082207458e-05
331,0.0006051714179301839
332,0.005732041535963779
333,0.0023406562010487514
334,-0.005774399561406232
335,0.014928395864295365
336,0.00020160603960459126
337,0.00013447305766069571
338,6.775098969338294e-06
339,0.0010231687490621143
340,0.0003670654545802249
341,0.00015554561481815612
342,0.0011558862605852093
343,0.00546926800496765
344,-0.003026856874307035
345,-0.003964805588215831
346,0.0028421126413399186
347,0.0009678026672343071
348,0.0013723519046174098
349,-0.0006640315597222174
350,0.0014511505118626202
351,0.00657957737257645
352,0.0009991594544270293
353,-0.0009131308370897949
354,-0.003132124935698662
355,-0.010408998144299315
356,0.0011930297038077026
357,0.00017916474529156348
358,-0.00221632963453883
359,-0.002989728791159773
360,-0.00482648263419193
361,-0.001598004116406697
362,-0.0007183291432181592
363,-0.021713923475468626
364,0.0009055406522912492
365,0.0004884257718237011
366,-0.0017940369802150469
367,-0.001203038262255608
368,0.000709947005287987
369,0.00044285193209437387
370,-0.00018983096823180933
371,0.002465102619382334
372,0.0020469800863858923
373,0.003614146960611816
374,-0.005554848685319505
375,0.0025552231627351584
376,2.7386683867541597e-05
377,6.240754098217601e-05
378,1.390807463841521e-05
379,0.00118923069739778
380,-6.491317003781706e-05
381,-0.00026568858895750883
382,0.00028299428531848136
383,-7.658794920751842e-05
384,-0.0001553984913790237
385,-0.0010842924716676474
386,0.0007990860878271629
387,-0.0015216505086583215
388,0.0003079626413820441
389,-0.0003131933801094412
390,-0.0006589499386624312
391,-0.0013459824966375457
392,0.0023206449413957597
393,0.00026588240881747906
394,-0.002051456422386659
395,-0.0003219836586126673
396,0.0007344705009951263
397,-0.00041830133172640014
398,-0.004102065379168081
399,-0.010268056120091802
400,0.0009622502147678426
401,0.0005676008469274879
402,-0.00036518478851099565
403,0.0023917409927248726
404,0.0010626454974062272
405,0.00045464572451681226
406,-0.00029231235093911406
407,0.0025999183967301775
408,0.002098277350750492
409,0.0005867936691911003
410,-0.00018581455067374748
411,0.006260446416797086
412,0.000673203986467024
413,0.0018034922590110824
414,-0.0021680747958539963
415,0.003747359838080172
416,0.0021404148355202695
417,-0.0008880959565375235
418,-0.002865522384016278
419,-0.003368437174646249
420,0.0003383358193981754
421,-9.962811444965395e-05
422,-0.00030046647692426033
423,-0.0007549621398691822
424,0.0005503377439756318
425,0.00023870863156316913
426,-0.0021252996911264696
427,-0.002637945238743803
428,0.0007371611711533648
429,0.0002554038227632754
430,-0.0014286004443042908
431,0.00022938015953438177
432,-0.0008255597854087638
433,-0.006754607721720231
434,0.006083593185806753
435,-0.004006349624691376
436,-0.0016063154676305205
437,-0.00041551859056970997
438,0.00028776355632042854
439,-0.003832000504783521
440,-0.00015132758881775382
441,0.00010215088888198076
442,-6.128121081676452e-05
443,-0.000283351061351862
444,0.00042748570832379487
445,-0.000292425924031181
446,0.0014509393689742496
447,0.004730695242288794
448,0.0016354170382493498
449,0.00012984702585927953
450,-0.0009136074086661869
451,-0.0002935712234724762
452,-8.965812491420455e-05
453,-0.001080727395918929
454,-0.000909040385883993
455,-0.005387763818299051
456,-2.4823096419213287e-05
457,-0.0005951996585439979
458,0.001232899505925712
459,-0.0011885550371298524
460,-6.657237665351903e-05
461,-0.003862023414801929
462,0.0033558347044149012
463,-0.005248891109298608
464,-0.00015837233009294188
465,2.6735066780126185e-05
466,-0.0006686742234285591
467,-0.0026484779463209008
468,-0.001966269484636171
469,-0.0002286151045971777
470,0.0005348747804315848
471,-0.0023348830287335176
472,2.2948119687503734e-05
473,9.706854296149443e-06
474,-3.810550472846177e-05
475,0.00010825270330750802
476,0.0002390790311019735
477,-0.0001443948357034181
478,-0.0004366028147813019
479,0.000503539598305249
480,0.002309638382930379
481,-0.00019552613204491072
482,-0.0014354990383921337
483,0.0024260475665124587
484,0.00034141413771441155
485,-0.00019686493656651712
486,-0.001203732491175276
487,0.00032234434139163525
488,2.567943559255069e-05
489,-0.00043210619877729424
490,0.00011698264799627445
491,-7.50535701813097e-05
492,6.494182090611717e-05
493,0.0005872261784845519
494,-0.0008958404586595004
495,-0.0014997638185824617
496,-0.0001123573353404293
497,-0.0001911391377507441
498,-0.00026908518980898837
499,-3.28336430182258e-05
500,0.003363913725860161
501,-0.0009053856710934484
502,-5.813014437062325e-05
503,0.008082767575445177
504,0.0035740156664521854
505,0.0006299825848822985
506,-0.010492499466687314
507,-0.01695285081161606
508,-0.003774595555687436
509,0.010364901889294667
510,-0.005102011280399402
511,0.004652668225723105
512,0.0025069516979335867
513,-0.005903642161279611
514,-0.004936007217466319
515,-0.022044245518248833
516,-0.0004783755531445651
517,0.006855975945493946
518,-0.005574792861337933
519,0.004182822020589116
520,-0.0010737666312572963
521,0.0003164348316429649
522,0.003313816751655432
523,0.005585482214010481
524,0.0005248018691232805
525,-6.503716980270562e-05
526,9.653762923500653e-05
527,1.1657584959199907e-06
528,-0.00033940947217615325
529,-0.0002982105973378298
530,0.00036257115778145355
531,-0.000673229077288426
532,-0.0009313841475398539
533,5.8958387799811036e-05
534,0.0016959455991481071
535,0.001106455547977895
536,-0.00018645815289757925
537,0.0028347858366703778
538,-0.0026998557604356187
539,0.0017760468978948922
540,0.00017503635265091552
541,0.00030460965499562047
542,0.0002954078805515698
543,0.00250251974283482
544,-0.002269626153871707
545,-0.0010804126129541612
546,0.0013311453149058273
547,-0.006444812343487907
548,-0.00028219893024559187
549,3.0485005171759316e-05
550,0.0002948319923114544
551,-0.001234340191820804
552,0.003306162872266054
553,0.005995171431111037
554,-0.001875023939563047
555,-0.0009894136029893457
556,1.7449270287063312e-05
557,0.0009861666219309197
558,4.055049754913777e-05
559,0.0007921562873749961
560,-0.0025091170842650085
561,0.0007096351407673293
562,0.0022583341130879044
563,0.0027643669073435756
564,0.0005916811513381188
565,-0.0010521805664982743
566,0.00030626681689198594
567,0.0001286501276849959
568,0.006660694096205663
569,0.00015820533158713597
570,-0.008303195089610492
571,-0.008661121208560172
572,0.000686595751738413
573,-9.93585282212093e-05
574,-0.00042824359824962695
575,-0.0009791764748249567
576,-0.0015960027650377886
577,-0.002189272917192214
578,0.00430006250437237
579,0.002842047893460919
580,0.0008735740114117157
581,-0.00030909148751095375
582,-0.0014199140309998424
583,-0.0028270331922403513
584,0.0008474314570817061
585,-0.0009804889308038553
586,0.0010769998936824444
587,0.0031868150658919863
588,0.0030528938611330547
589,0.003561619554650743
590,-0.004343851452490813
591,0.008027916327854056
592,0.00047951844619850453
593,-0.00026052061972158436
594,-0.0002547529447243077
595,0.0001980305958175205
596,-0.0005415245704843147
597,0.00017210457070928646
598,-0.0008566608528687625
599,-0.0033406429672342207
600,-0.00013505694467683967
601,0.0004529495539622458
602,0.0017292550489915353
603,0.0021468665707106006
604,-4.847867222736719e-05
605,0.0005716972552848527
606,-0.0001509239939345338
607,0.0013704636637188086
608,0.0023086379174113497
609,0.0002559173217177649
610,-0.0018729248575775858
611,0.0017758601739949257
612,0.00027189319103588394
613,-0.0029972813006174485
614,0.001585824332010473
615,-0.002681436005129567
616,-0.00026033339319736135
617,-0.0001716714155628279
618,0.0008279493115082122
619,-0.000820415612581012
620,-4.561629692915998e-05
621,5.313442647066691e-05
622,-0.0002376064528188425
623,7.215082516263989e-06
624,0.00931944709115185
625,0.0002731078700642461
626,0.0003240174545479279
627,0.002380512920527651
628,-0.0006270415893536685
629,0.000635183669713132
630,-0.0011004843227607859
631,-0.0007545324206340773
632,0.00025383473366940944
633,0.000906887109858448
634,-0.000521715889998959
635,0.00030673441325313036
636,0.001364074705775379
637,-0.00033561511173195273
638,-0.0028041260619806317
639,-0.0033359693200482594
640,0.009446650359292591
641,-0.0021560908564769864
642,-0.013464179621267914
643,-0.015524983802687362
644,-0.0024000359471431005
645,-0.0026861334325633695
646,0.004010037402696337
647,-0.006733001807943388
648,2.939881019469131e-06
649,-0.0002477212832678129
650,0.0012985274712042217
651,0.0012378936608451409
652,0.001236151132147518
653,0.0003690166212100592
654,-0.0007693556977326066
655,0.0031482013876890985
656,3.54306508701302e-05
657,-0.0010979901742795718
658,0.0016155611158480087
659,0.002065800215759098
660,0.00013784087068818634
661,-0.0008743506752476611
662,-0.0004967403063435664
663,-0.0034431050059153417
664,0.00011820352082718229
665,0.00023511260807937716
666,-0.0003449172379034998
667,0.0007473956236924973
668,-0.00020289995451333397
669,2.7592053282048092e-06
670,0.00010491585493217278
671,-0.00126368110792274
672,-0.0003253285725470485
673,0.00020302944319091907
674,0.0006701911081213658
675,0.003295381691108257
676,0.00021812195780174874
677,0.0009336533119767699
678,0.001240435133606436
679,0.007625202004257998
680,0.0008120737764846409
681,9.801636562768799e-05
682,-0.0007701107200448015
683,-0.00034615933993214744
684,4.9421689808851126e-05
685,-0.00027692970439193544
686,0.0005362170480072317
687,0.0007123067966823628
688,-0.00016583459492078154
689,-0.0005526553275222885
690,0.0008147083379288867
691,0.00017803720605953597
692,0.00046970227849915143
693,-0.0002576320132484796
694,-0.0025477619388553046
695,-0.006491551143556009
696,-0.00025377145191688273
697,0.00014727596228698167
698,-0.0001547616355413949
699,0.000400858870223325
700,-0.0011527618080834816
701,-0.0017615110767306686
702,0.003113185718083409
703,0.0012522367785455053
704,-0.0017996415431092683
705,0.001050008893793615
706,0.0030869600347313737
707,0.006512697067330391
708,0.00037920607205589916
709,0.00023780636868371533
710,-0.0023577912439126055
711,-0.004839122225158022
712,-0.0006548701912298246
713,-0.002212077266875886
714,0.0014020949625247814
715,0.00047780222998234376
716,-0.0001338197239131959
717,-0.00036347815550807314
718,0.00026191186153644644
719,0.00047710439004093434
720,0.00013815536147666698
721,-0.00019928889830162072
722,0.00036998996308224545
723,-0.003044438402470611
724,-9.19532683121099e-05
725,0.0002403851317305253
726,-0.0003904038101579822
727,0.00030963919199172786
728,-0.0008766411734648316
729,-0.00030825466327595347
730,-0.00025724624888332664
731,4.606604791387322e-06
732,-0.0010513683037301387
733,-0.0011776570342117273
734,-0.0007915842203153439
735,-0.001372752156581151
736,-0.0006677587426903646
737,-0.00024153393740830825
738,-0.001534485569377555
739,-0.0009084839872274201
740,-1.2728809295647566e-05
741,-0.0005299291301311879
742,0.0005596469691404855
743,-0.0031403176484847096
744,0.001316746058761178
745,7.136178405913235e-05
746,0.0007110455788656961
747,-0.001984962981812634
748,-0.0016610389210606476
749,-0.0020055445707361373
750,0.008370030395415659
751,0.01033676997329259
752,0.0039056130003944107
753,-0.004210335283036144
754,0.0038032818114700235
755,0.007122632499062983
756,-0.0004896467168000412
757,1.6892287945603457e-05
758,-0.00013071412311237886
759,0.0001923732823097777
760,1.5442322817395803e-05
761,0.001497585194524477
762,-0.0013795587966642336
763,0.0011790274450842399
764,0.001375329389219812
765,0.0008826329594545088
766,-0.00022531501718629017
767,0.005218414014446415
768,0.001377603168051662
769,7.355780509508867e-05
770,-0.0008662591779729688
771,0.0019194526842945033
772,0.00044525229349826826
773,-0.0003732571029206089
774,0.001107633978501975
775,0.002747675786360882
776,0.0004535447349855266
777,3.728508530902509e-05
778,-0.0003040021232001308
779,-0.00022900689086874747
780,-0.0008273000248135594
781,0.0002910354417309477
782,-0.0016703891428911316
783,-0.006693383655971558
784,0.0005298779484828776
785,0.0004767113925070083
786,-0.0008019728716447695
787,0.0009308775271830393
788,-0.007210137482136959
789,0.00010645998127571175
790,0.010011681281588681
791,0.013007493512934919
792,-0.0006796840821063954
793,9.080324498078241e-05
794,0.0013314466015014357
795,0.0010655254501532464
796,0.00016203945601850456
797,1.327514274545722e-05
798,0.0002453843091948371
799,0.00015406030660923526
800,1.5290022616718625e-05
801,6.839596886074157e-05
802,-0.0004699882536377522
803,-0.0004121402310601337
804,0.00019572722790112173
805,0.00011365456622125145
806,0.0006885837813323886
807,0.0006130366148934687
808,-0.00015287032646933734
809,0.00013307562341975077
810,2.6529991250387297e-05
811,0.0005392975224211016
812,0.0001987820341898738
813,-3.4202681799821064e-05
814,0.00014345977873889414
815,0.0001043600049441236
816,0.0004812850372665685
817,-0.008108936800725688
818,0.004385914479089589
819,-0.00973883663134487
820,-0.0032778767581376437
821,-0.0034405040631557016
822,0.0038074241068621214
823,-0.009882976548437472
824,0.004330835881590089
825,0.001496704636018013
826,-0.002190415327632743
827,0.010652247633480104
828,-0.004536023663161793
829,0.001722036602378699
830,0.00011473163354458688
831,-0.005872517341655964
832,0.0011520043321657666
833,0.0004757330856172568
834,-0.0005698542867109637
835,0.0034055406557373337
836,0.0009811037074719342
837,-0.0008475046143902921
838,-0.0004288307126166884
839,-0.0024474750326445058
840,0.000367781982087063
841,0.003078446206024101
842,-0.0025776198662454306
843,0.004170743499795974
844,0.0006553588435808679
845,-0.0014520884201652837
846,-0.0008819298828478152
847,-0.004571195996623434
848,0.0004060573706939216
849,0.0025293128252764988
850,-0.0012374765206352063
851,0.006244459948192183
852,-0.0002201706171450087
853,0.0001302092404523863
854,-0.0011892823991236062
855,-0.004743293718518741
856,0.0003697489140326156
857,0.0011065547136936422
858,6.532468513573713e-05
859,0.004502310217652371
860,-0.00030611166739497704
861,-0.0016530921848526507
862,0.0019659373716359283
863,0.0004816322506055919
864,0.00356708662429296
865,-0.0037980421611351245
866,0.0006639408272593944
867,0.0011784087853289567
868,0.008364398095027054
869,0.0032169160436174883
870,-0.00802609720424883
871,0.010402363960131488
872,0.001667150292912157
873,-0.0026851830027615135
874,0.00282509301948754
875,0.008415680720720537
876,-2.3730677240256857e-05
877,-0.00016631154759347958
878,0.0001683928729439601
879,0.0006156291520708844
880,6.049025685076263e-06
881,0.00012833862230917785
882,-0.0002562346732629349
883,-0.0002127078722302553
884,-0.0030565674553439943
885,0.0023245233752635665
886,-0.0009510986183542554
887,-0.005011772763346216
888,-0.001208162928529532
889,0.0002109941112413623
890,0.0001980245380094106
891,-0.0014660068293032272
892,0.00023641974754342685
893,-0.00054043429621658
894,-0.0006989833745320994
895,-0.0031493258044043714
896,-0.0012963501741118997
897,-0.00027757635777581145
898,8.094146243902598e-05
899,-0.004502830096409871
900,-0.0003180175753492259
901,0.0010789140843806035
902,0.003271898202961862
903,0.009183747245696839
904,-0.0070502338130786395
905,0.0024149339199476478
906,0.00027049149403804293
907,-0.012338945172683578
908,0.0005006858758986065
909,1.864587204712086e-05
910,0.0008759588894203791
911,0.0031566358433254144
912,0.0006722767950510293
913,-0.0006612774766253924
914,0.0007214684045198765
915,0.0039377368378677785
916,0.00042939976353860513
917,-0.0009396745447160319
918,0.0010509544444238471
919,0.0015760319007024235
920,-0.0010952927863754464
921,-0.00029497824469788494
922,0.0017206494875273317
923,0.00230100066176414
924,0.00505969542368323
925,-0.00037271831241694287
926,0.0003129550995385928
927,0.0054021166371973645
928,0.00013741323355418342
929,-2.6058376789260177e-06
930,-4.63102152638947e-05
931,-0.0008211674996809829
932,0.0002865989036670993
933,0.00015188178198030614
934,8.471060317132642e-05
935,0.000450084035522091
936,0.0009708784855946492
937,0.0015578163321091903
938,-0.004301458300757991
939,-0.006012308223148496
940,0.0010445447955896255
941,-0.001528369763035198
942,-0.003061949552788853
943,-0.009979557950493937
944,0.0006962340649922859
945,-0.001676502012753382
946,-0.0007121596155592269
947,-0.0050845565808706195
948,0.00045226403186848167
949,-0.0012278820151696557
950,0.0013506824652239897
951,0.0018831359649405454
952,0.00015993788702670282
953,0.00020838525256852057
954,-0.0012272536954777982
955,-0.0017972386936722456
956,0.0029896414224711895
957,-0.0013665196441521043
958,-0.005640039182475559
959,-0.013148205902115875
960,0.0011498001496465923
961,0.002834086333810672
962,-0.0028529238277698837
963,0.005032225444206636
964,0.001779771114585778
965,-0.0008174906512264161
966,-0.0020387813196942584
967,-0.0031648466696329405
968,-0.0007688234851742652
969,-0.00038438478284149794
970,-0.0003752341491415051
971,-0.004116188659085906
972,0.00026739287974692166
973,-0.00018398532405887843
974,0.0004798730264585119
975,0.001923404078759572
976,-0.0016273195996473512
977,9.062400914648946e-07
978,0.0006638675608333448
979,-0.0028346496942793704
980,-4.1294045159318974e-05
981,-0.00030091875020805237
982,6.866152417938509e-05
983,-0.0009436894179661461
984,-0.0008034151884397714
985,0.003022756403891013
986,-0.0019367555052322834
987,-0.00048687221202933675
988,0.00014864808622607942
989,-0.00028060958914030834
990,2.5769252992160126e-05
991,-0.0004593173728074358
992,-0.0006290355397152741
993,0.0002778609799502903
994,-1.929656345807678e-05
995,0.002413275557843648
996,0.0012691366510821712
997,-0.0015395666577899655
998,0.0006449861593631552
999,0.0033065903747372667
1000,-0.001773243615041124
1001,-0.0013804457594585337
1002,-9.168420901587691e-06
1003,-0.00868717152652863
1004,8.282467369611832e-05
1005,0.0006699704942243449
1006,0.0009898094220730908
1007,0.00509068000370705
1008,0.00155452202541652
1009,-0.0002583631243045373
1010,-0.0014026148906901821
1011,-0.0027087018983092573
1012,0.0025320458803653693
1013,0.001576990879941357
1014,-0.0032983872368521285
1015,0.0026703941852004877
1016,-0.002296774293414288
1017,-0.00040023433569576656
1018,0.0003418645490807479
1019,-0.004607991734326398
1020,0.0005764634562021586
1021,0.00031190749699528455
1022,-0.0002967409160310247
1023,-0.00013126968509995568
1024,0.0008721412402323543
1025,0.0003350226678747852
1026,-0.00023416205745294661
1027,0.002693521754069034
1028,-0.0002855443037341717
1029,-9.289662821721237e-06
1030,-0.0007672168054859509
1031,-0.004024733085463579
1032,0.0008407408954341114
1033,0.0001888121465398865
1034,-0.0007113467703043403
1035,0.0008656154577333948
1036,-0.0011928316316694616
1037,0.0006521946464741965
1038,-0.0006096602424478802
1039,-0.004492904828642124
1040,1.3193788324268202e-06
1041,3.372350224980829e-05
1042,-0.00013022780102115973
1043,-0.0002918186476884544
1044,-0.0035027225908593885
1045,0.0003612089771442647
1046,0.0014109396723165093
1047,-0.00611542052482676
1048,8.3831669712311e-06
1049,-0.00019809748879678224
1050,-0.00014137433273010174
1051,-0.0003936334773986542
1052,-8.521605304500049e-05
1053,0.000291716498128735
1054,0.00022120362583802068
1055,0.0017727879737132568
1056,0.00016923703141709308
1057,5.1979404436064586e-05
1058,-1.9027394986098485e-05
1059,0.0007778606030398555
1060,-0.0014643521870410243
1061,0.0004702665039464005
1062,0.0006562632114970577
1063,-0.00047526552195718044
1064,-0.00029390553154406957
1065,0.0002455793724123254
1066,-0.0010327417738253252
1067,0.0009084999642507619
1068,-1.5865810640256813e-05
1069,7.362881388876679e-05
1070,-4.4562959538227464e-05
1071,-1.4539862640081475e-06
1072,-0.002451916596384064
1073,0.002737106835396982
1074,0.00024051614835214136
1075,0.004173671540711948
1076,0.0076087185752293784
1077,0.00013230337081370118
1078,-0.0015184413979007262
1079,0.018017011226846378
1080,-0.0008597800030442068
1081,0.0011211547781038724
1082,-0.0025439229828695844
1083,-0.0057819628269871436
1084,0.00022102419311612525
1085,-0.0002883155808686717
1086,5.4614736959448315e-06
1087,-5.055677798470987e-06
1088,0.0007697508884326855
1089,0.0007045785572934454
1090,-0.0009563029226797384
1091,0.0019284354040319939
1092,-0.0018415446115841326
1093,-0.0002529426082555201
1094,0.000799240266412567
1095,-0.003187287530459862
1096,-0.00037772565562642693
1097,-0.0013599370926757033
1098,-4.145388571243163e-05
1099,-0.005309614771123497
1100,-6.270639363676495e-05
1101,0.0018971943152136454
1102,0.00018931777827296516
1103,0.0043644962122729525
1104,-0.009316420072633004
1105,0.004146649769484195
1106,0.003262028219122193
1107,-0.005556348020580843
1108,-0.004304908282338365
1109,-0.0010530967606457208
1110,0.003417930660081569
1111,-0.005034358582361035
1112,-0.010351530284028283
1113,-0.0028114211555992376
1114,0.011698136101895592
