,drop_ed_virtual
417,-3.6170597344630236e-05
418,0.00014748762297780147
419,0.000341548941304987
420,-0.0009441979912633453
421,0.00035793635072651705
422,0.000983905932512119
423,0.0023648467193754697
424,-0.0005488565428885808
425,-0.0003237173743977949
426,0.002824351606032414
427,0.0032871568671256637
428,-0.0010805603937155352
429,-0.00043131398258084244
430,0.002134869237032892
431,-0.0003557661514428873
432,-0.00012444730638613087
433,-0.0012050782413371714
434,0.0010919364720090685
435,-0.0006765187554735436
436,0.001692096748035563
437,0.0006447501453765652
438,-0.00037450178913270646
439,0.004837728864899425
440,0.00188632500808764
441,-0.0008894106082599061
442,0.00018741801806410153
443,0.0019756897570847604
444,6.08985319946279e-05
445,-3.5998393799981593e-05
446,0.0004286543901997987
447,0.0008862133850812131
448,0.0012417464970065737
449,-0.0004097721708006694
450,0.0011285776305314827
451,0.008569082325562881
452,0.00013544990379212778
453,0.0011221424202131512
454,0.000616672400847344
455,0.005085621525740856
456,0.0002612112691438998
457,0.0015193023667470359
458,-0.002701031727252189
459,0.0034152237826493813
460,0.005803204140583719
461,0.007527126743290116
462,-0.006675128789984897
463,0.015337413942596963
464,4.1000834228444917e-05
465,-9.164201978507562e-06
466,-0.00021995102017498757
467,0.00028397079925267986
468,-0.0015663419297290153
469,-0.0008885503309433962
470,0.0016719656106205245
471,-0.005443077404536943
472,-0.00017596800031323946
473,-8.674254964803056e-05
474,-0.0004479744790063621
475,-0.002658442409186659
476,0.0012448234651853878
477,-0.0007433661267708839
478,0.0038398511812964067
479,0.012800877675029613
480,0.00025519336473025275
481,0.0003142646371707079
482,0.001658438061465524
483,-0.0020097939608979577
484,8.650099665051075e-05
485,-0.00455533934181706
486,0.0005253371320468568
487,0.001023233913547962
488,-0.00012069664226044312
489,0.0006123792286687554
490,-0.0002239763777977967
491,0.00013497918749387041
492,1.7465997217260428e-05
493,-6.416224948694476e-05
494,0.0002847513225078712
495,8.815978005333083e-05
496,0.0006667180486630373
497,-0.0021156805120372928
498,0.0015245983650365945
499,0.0004282800885025447
500,0.011095884171415979
501,-0.0030759580556285015
502,-0.00020254023981892516
503,0.027424964380595097
504,0.0002867126431956275
505,5.8784630941796495e-05
506,-0.0022599715959196777
507,-0.0022051085771066657
508,-0.0010481758345405985
509,0.002724279064409038
510,-0.0012877810278080614
511,0.0012291747159979406
512,0.00021907254434270923
513,-0.0005430904886712908
514,-0.00012992762319944924
515,-0.0014540747065664766
516,-4.213545007233955e-05
517,0.00031531154612624436
518,-0.00014294080654192904
519,0.00021559091048846022
520,0.00025798399232406015
521,1.2754871074701404e-05
522,6.301944107470416e-05
523,-0.00026866867974624606
524,0.0031509528102960952
525,0.0005649309259668969
526,-0.0024909748193794484
527,0.004453900561639566
528,0.0018281044838960312
529,0.0020911504506429365
530,-0.0032496489261078405
531,0.004739076314323543
532,-0.0007246169371430979
533,-1.2359845880387268e-05
534,-0.0004982274802741209
535,-1.4554588246231451e-05
536,0.00014599292986733602
537,-0.0018534102446301972
538,0.0016892107195449796
539,-0.0012194565515807108
540,-0.00011854503194492248
541,-0.00028506957938300174
542,0.00023117942610928287
543,-0.0011061150099012345
544,0.00010036452187132619
545,-8.652818486310277e-06
546,-0.0003079575038378434
547,0.0006351828856243722
548,6.2604681927783854e-06
549,7.571534118500016e-07
550,0.0003922257225775984
551,0.00045871230268574865
552,-0.0016913803101279194
553,0.0007482578330309061
554,0.0010275927825508693
555,0.0014099243584692143
556,-2.8302112963603357e-05
557,-0.0004089960877444429
558,8.363559602754598e-05
559,-0.00080668818521001
560,2.0237586836854963e-06
561,0.00013016651084318915
562,0.0003238268128591249
563,0.0002787234775510864
564,-0.0002868739240773465
565,0.0005808215846876711
566,-0.00018975840982378154
567,-7.334871120414918e-05
568,0.0012446322308924498
569,-6.715904289620156e-06
570,0.0001526753816359986
571,-0.0002796281433737712
572,0.00010276893411100577
573,7.906437438333176e-06
574,-0.00016737017227429676
575,-0.00011824051068205882
576,0.00012233032593633858
577,6.004581271111399e-05
578,-0.0008064497613720739
579,-0.000270409118458751
580,-0.00031084238453073687
581,0.00012876682068146443
582,0.00039544412835731453
583,0.0009745294070875828
584,0.00012290395750359974
585,6.715220769651156e-05
586,-0.00014421799288710812
587,-0.00012226534140669231
588,-0.0008442955466277195
589,-0.0003989308470023081
590,0.0005053289832079739
591,-0.0013402313755322681
592,-3.4568080407612546e-05
593,5.175718914471194e-05
594,0.00011185500966223518
595,-4.7549731788135786e-05
596,4.432379154350816e-05
597,-8.56970964491216e-05
598,0.0004289124184705803
599,0.001079461435532829
600,-0.00035606245217175596
601,0.0003560737594478442
602,-0.000992622094928483
603,-1.906282742274625e-05
604,-4.49607948815972e-06
605,0.0005679500290198515
606,-6.970456692224036e-05
607,0.0007450039194859348
608,-0.0008188823909996338
609,3.588470400026244e-05
610,-0.0006511150460636504
611,3.403269094444544e-05
612,0.0001228788212372848
613,-0.0001232351443312524
614,-0.0006754913468917387
615,5.6974636930351906e-05
616,-0.0003610260431731578
617,5.328224669772879e-05
618,-0.00024841221932637026
619,-2.7352940324434093e-05
620,0.0029595122345864207
621,0.0016547661824044672
622,-0.0042349748325206235
623,0.00030503094285187207
624,0.0016894076659763704
625,3.8719464706891945e-05
626,4.624285962277773e-05
627,0.0006335062224891825
628,0.0016997313168923395
629,-0.002344615179417143
630,0.0016973332771927233
631,0.0016859913359435568
632,-0.0006977205127691599
633,-0.0019717156931102165
634,0.002983270759556364
635,-0.0009692800966696937
636,-0.0008926961869767717
637,0.0004898592842468785
638,0.004154299440964974
639,0.004384379636495777
640,-0.010111720388466324
641,0.002333776919927284
642,0.014599626351125283
643,0.016756197658858198
644,0.0025995355128461697
645,0.003806997565882509
646,-0.005624826053358394
647,0.008927585303311846
648,-2.4767976663593876e-05
649,0.001786438346962335
650,-0.005270740404440834
651,-0.007066274856399481
652,0.00199200939537772
653,0.0003791485788076972
654,-0.0008473919470028843
655,0.003889845265887652
656,-1.0439946612150474e-05
657,0.0006807324886588556
658,-0.001096180008609698
659,-0.0011500038593271716
660,-0.00023031317160804578
661,0.0009000270941937348
662,0.0007335988832140581
663,0.004724565558022007
664,-1.699843823812785e-05
665,0.0005434989659538707
666,-0.00038741166545648863
667,0.0006870362058413737
668,-7.534348964530934e-05
669,0.0004176164605800949
670,-1.6870962805153905e-05
671,0.000735636736583946
672,-0.00015243400739649632
673,0.0005685452929272922
674,-0.0011171056510579694
675,0.0007511065791943461
676,-2.2157241980202187e-05
677,-0.0005691603415388612
678,-0.00028721963299035476
679,-0.002685732667645565
680,-0.00010595674158969148
681,-1.484518364283984e-05
682,0.00014801993525430856
683,5.359289132393321e-05
684,3.092604968622544e-05
685,-0.00014050883184162235
686,0.00017714439271347988
687,0.00033720460262462107
688,-0.00013169042149291884
689,-0.00029699512011785223
690,-8.251016848495817e-05
691,6.612559127843345e-05
692,-0.00025464792760517604
693,0.0001715504717171292
694,0.0014991513897355084
695,0.003882418319450071
696,9.423524227771037e-06
697,0.00015770852594006838
698,0.00011593960572323776
699,-0.0002681404792357836
700,5.99655276686074e-05
701,-0.000141832107451636
702,-7.078529452848845e-05
703,5.540609604060578e-07
704,-8.29118467769875e-05
705,7.200538909765115e-05
706,9.787892894622116e-05
707,0.00031175188530583963
708,-8.094826702509557e-05
709,-9.136615555550609e-05
710,0.001000024219106783
711,0.0016683437359369913
712,0.001005450737172418
713,0.006129151638464349
714,-0.0038168594066250033
715,-0.0015322261487819477
716,-0.0005683853039866102
717,-0.0008881509609638331
718,0.0015961648363693607
719,0.0018212264908151433
720,0.000966492360339887
721,0.0041792076487477976
722,-0.00044702053107306087
723,0.014146825610079518
724,0.00021147828849375338
725,-0.0010384283579215675
726,0.0018139274055327108
727,-0.0014848090534323717
728,0.001995424107820672
729,0.0033405296770427488
730,0.0006602794589816546
731,-2.5235504960162393e-05
732,0.0007129641543115023
733,0.00803694060689609
734,0.002594956414885219
735,0.012337644555333893
736,0.000827752352513621
737,0.0005556296207149419
738,0.00013465268192717426
739,0.00025578910246808895
740,-0.00027158431869387685
741,0.0032988482292683518
742,-0.0008065912751276073
743,0.006052938892727533
744,-0.0056155388370552626
745,-7.999074818120339e-05
746,-0.0003961673005161456
747,-0.0016446773004660095
748,0.0003612303628652611
749,0.0002474261839521976
750,-0.0006364050219209484
751,-0.0014591657062205114
752,-0.0005448023206896414
753,0.001010854985339947
754,-0.003317639584084199
755,-0.00323905590683319
756,-0.0010707003285274715
757,-0.0019700607624644124
758,0.0058614214111544095
759,0.0030171165982550347
760,-0.00023538821122816056
761,-0.0047541590805296055
762,0.004113992724813003
763,-0.004404988200582909
764,-0.0032319129105740623
765,-0.0027134464308804433
766,0.0008519603331224822
767,-0.015700336944266653
768,-0.0025212828584368287
769,-0.0005979627232087765
770,0.0013566926073468454
771,-0.004429780590271155
772,-0.0017358616724444719
773,0.0021548128300377793
774,-0.004348195607940619
775,-0.011952142867351915
776,0.0005379007885584797
777,0.0001971080309721814
778,-0.00045302259673584826
779,-0.0012767966849789464
780,0.00032550527442903426
781,-3.239432868502506e-05
782,0.0001119619001009423
783,0.0012158839837443588
784,-0.0021402901619908335
785,-0.0011664713751742709
786,0.002259405475053902
787,-0.002787943952137529
788,-0.021346124323314772
789,0.0003300521796567361
790,0.03668505790887636
791,0.04197964443382279
792,-0.0016328434952315068
793,0.00011041737863780068
794,0.0014069913903588926
795,0.0015724479796181804
796,-0.00046167639485314405
797,2.752407680414815e-05
798,0.0004956411113580193
799,0.0018936727108182613
800,-0.00030740210476162783
801,-0.00014605497320136372
802,0.00044119250863740116
803,0.0009218879018359532
804,-0.0004038599463497327
805,9.474006659558634e-06
806,-0.0018661079554374309
807,-0.0005262101420594135
808,8.019268276968472e-05
809,-7.717852328452369e-05
810,-1.2087557974352855e-05
811,-0.00028795063476376616
812,-0.00011672259462404088
813,0.00022675850958134912
814,-0.00010833916727263791
815,0.0001480875749505292
816,-0.0004561050223161947
817,0.005749343156575588
818,-0.0011238412958893564
819,0.006087412937913205
820,0.00479124441692398
821,0.002303542416637107
822,-0.0017808080057976476
823,0.007943927779161322
824,0.007818842029514555
825,0.0033054890409169313
826,-0.009296419227349535
827,0.029473940603452917
828,0.005985216287857105
829,-0.00203629037751231
830,-0.00019009129479945832
831,0.007452466292144392
832,-0.00016442187677779757
833,-0.00020972909318283002
834,0.00027889969194933435
835,-0.0011639675902840785
836,-0.0013567997104096158
837,0.0013865783777385226
838,0.000820535150671043
839,0.003906737819467651
840,0.00017490784678617902
841,0.0015326120851951936
842,-0.0009881976215637758
843,0.0018695356289728066
844,7.854771452796703e-05
845,0.0002128968968179751
846,0.0003146377536326668
847,0.0006102412291058945
848,0.00018405911667865551
849,0.0009162074087435892
850,-0.00039528620504736067
851,0.002347458484549624
852,3.441817904834556e-05
853,-3.119642324226844e-05
854,0.00028594690669237876
855,0.0010203340267051625
856,8.119247495537047e-05
857,0.0005374436640262721
858,3.5244016364845714e-05
859,0.0018126711961315876
860,0.0004852876337713807
861,-0.0011390176444121222
862,0.001167210442586701
863,-0.0001669110021335894
864,0.00027768071430879043
865,-0.0001709754712440734
866,1.6070501566198817e-06
867,6.199627699625881e-05
868,0.0004699888198516309
869,-0.000229433867054774
870,9.452844583002493e-05
871,-9.891698347469792e-05
872,0.00171005881436352
873,-0.0018178514086604205
874,0.0017290478273905945
875,0.006217042207886096
876,-0.00012254796717707877
877,-1.2933071985778029e-05
878,0.0001011924114321417
879,6.719490246345242e-05
880,0.0002078521528856584
881,0.0011556630093054773
882,0.0013178240597652082
883,0.007169994820006467
884,-0.00019216711069818256
885,0.00021710889732750742
886,-0.0001241153547561256
887,-0.0004846980166786441
888,0.0007879881109794617
889,-0.00028607410632017
890,-0.0004627451539597392
891,0.0018854428294424294
892,-1.8584762405293405e-05
893,3.3297366177686626e-05
894,-4.9261899010044185e-05
895,9.102380179810225e-05
896,4.9366207772489665e-05
897,9.201771753198595e-05
898,1.83820335559498e-05
899,0.00018116626462771137
900,0.00013896632543825756
901,-0.0012008500835590536
902,-0.001079053500123858
903,-0.004847984214407522
904,0.006594715102735118
905,-0.0025576986732909596
906,-0.0001870213972361951
907,0.010978137696901017
908,-0.0008333579774098106
909,2.9114156079663208e-05
910,-0.0022089456470067654
911,-0.004783954820168093
912,9.433791443031447e-05
913,8.833612503873656e-05
914,-0.00031185089312108123
915,-0.0003661844363509648
916,0.00030776989067406337
917,-0.00018644602772629123
918,-0.0003408854268447568
919,0.00032442302609568487
920,-0.00010329431454457374
921,1.4590616309840367e-05
922,-0.000538116219553674
923,-0.00015445959790159484
924,-0.005572625357672559
925,0.0003570644202011497
926,-0.0009643985607880276
927,-0.007694176568973892
928,0.0033080751841236683
929,0.0004787722314158481
930,0.00017426818378275818
931,0.01173211529349213
932,0.002051797629613664
933,0.0015408541121679506
934,-0.0009945932140977341
935,0.007566337839231063
936,-0.0015041621116912772
937,-0.002523410967804729
938,0.005007335955451906
939,0.008686275497553889
940,-0.0023014294447808387
941,0.003228353147502069
942,0.003524933327410866
943,0.01738582300760263
944,-0.002945945554919587
945,0.006186692294943134
946,0.0020985249030683723
947,0.017973212963391057
948,-0.0004040852527231609
949,0.0008943098284568647
950,-0.0015884258337407042
951,-0.0017587546607567913
952,-7.281710820822579e-05
953,-9.726149934922132e-05
954,0.0007247407265664941
955,0.0009250937687538524
956,0.004439002021381249
957,-0.0016204395734820396
958,-0.007801568149465468
959,-0.017687729784609713
960,0.002050346767763513
961,0.00390307334164359
962,-0.0035094140561725807
963,0.007278334628751482
964,0.004636052696254712
965,-0.0018814279467727665
966,-0.004955231664887039
967,-0.007724745697850678
968,0.00011136300306827314
969,4.412764813927728e-05
970,-8.617084121504604e-05
971,-5.321082441348917e-05
972,-0.0006762430852977297
973,0.0005168916373522236
974,-0.0013776469210367624
975,-0.005211823419962448
976,0.004266180166998932
977,-1.8027574844511023e-06
978,-0.0010045541224212346
979,0.0060549967143280065
980,0.001103975771955587
981,0.0015344095251926082
982,0.0015080050294228567
983,0.014813258181069058
984,-0.0007381496732143993
985,0.004195396717251317
986,-0.004070100284571049
987,-0.0006891878442562957
988,-0.005241859160853176
989,0.008845111142739533
990,0.0026179316464051807
991,0.023962777910851833
992,0.0005490396817999463
993,-2.6314393989760737e-05
994,0.00046825872970157574
995,-0.0007904268146956146
996,0.0026813683312259967
997,-0.0020313866418230878
998,0.001629197726133148
999,0.006261389376741795
1000,0.0009104420397016026
1001,0.00017040129426195187
1002,-7.047691169736109e-06
1003,0.00042509683413724785
1004,1.345839242213291e-05
1005,0.00020347268194885048
1006,0.0005257073193341095
1007,0.0016639918101216539
1008,-0.0006542718788167367
1009,0.0002960193680016458
1010,-0.0003334592487366219
1011,-0.0016481054539642767
1012,0.0031997613653529195
1013,0.0025662747846180844
1014,-0.006204908769791874
1015,0.0042417674014603715
1016,-0.006221370520085955
1017,-0.0015940329667723484
1018,0.0017442616427009946
1019,-0.016971620674053525
1020,-0.0024734526242602287
1021,-0.0024703952709927567
1022,0.0049131866974904
1023,0.0009167872053755731
1024,0.0051034621455862475
1025,0.0015805952619856994
1026,-0.0011666900268756744
1027,0.013944925280452443
1028,2.970266171875775e-05
1029,1.515750921662108e-06
1030,0.0008624981344105328
1031,0.0014251323903513781
1032,-0.003051956328542281
1033,-0.0015794974411330715
1034,0.004225380918825124
1035,-0.004631998662159563
1036,0.0012723373338615783
1037,-0.0004627352420741855
1038,0.0003724452465435628
1039,0.00354888364781562
1040,-1.7594138144533795e-07
1041,-2.914926845077533e-05
1042,6.832382749859253e-05
1043,7.370120920793802e-05
1044,0.0005368181955821411
1045,-3.237183943910756e-05
1046,-0.00038440828757449393
1047,0.0010711764699054503
1048,-4.11499803037353e-06
1049,-0.0004487605013581998
1050,5.75512971370519e-06
1051,2.2353058542913428e-05
1052,0.0007060539634717338
1053,-0.0032504023656957522
1054,-0.0006861646950109234
1055,-0.0098609336234657
1056,-0.0010620379906194101
1057,-0.00036021152532293325
1058,4.974311309448754e-05
1059,-0.003577468260508772
1060,0.013408626402607208
1061,-0.00431168989694577
1062,-0.008393199077043449
1063,0.004807705191845464
1064,-0.0030473118966614313
1065,-0.0023111878287304394
1066,0.0032641587513123015
1067,-0.007515449306493929
1068,4.157323929729999e-05
1069,7.696269611757238e-05
1070,-1.9456182447745705e-05
1071,-2.930126928760511e-06
1072,0.00016979001705831314
1073,0.0012214095408727569
1074,-1.2028109142225196e-05
1075,0.00030863598320580353
1076,0.001718694549550162
1077,3.9655761079558206e-08
1078,8.58694236396211e-05
1079,0.0011987973149417347
1080,5.843856783077282e-05
1081,6.853512503993456e-05
1082,-0.00026223925422274317
1083,-0.0002004525311635041
1084,-0.0002269546267549343
1085,0.00018422795950469181
1086,-2.5883125092301687e-06
1087,3.259774893485696e-06
1088,-3.884939823988491e-05
1089,6.605839063855538e-05
1090,-0.0001638915965567085
1091,0.00014707649817815877
1092,-3.0447697407368412e-05
1093,-0.0001542438857633929
1094,0.00019282277283474592
1095,-0.0008575883801908465
1096,-5.462163294538069e-05
1097,0.00023939438756516326
1098,-1.1464179118560697e-06
1099,8.315460756794236e-05
1100,9.673307045332503e-05
1101,-0.00016930383059720534
1102,-0.00011446895824547826
1103,-0.0011485714279427534
1104,0.0021837855590392226
