,elapass_virtualper_inf
423,-0.00012960214249030155
424,-0.0009517762917528318
425,0.0010310570191572868
426,-0.00041615585760406266
427,-0.0004770543834085781
428,0.0005126891127017062
429,-0.00024909333485501387
430,0.0005488111835825944
431,0.0027947707795889826
432,-0.0012272223031418183
433,0.001110994337880688
434,-0.0008823924382577806
435,-0.0019936022541846535
436,-0.0008533660908445122
437,0.0009010766470799902
438,-0.0005838908762476392
439,-0.0023508926185591343
440,0.00019645018942507047
441,0.0015363826314766145
442,-0.0008913449514858479
443,0.0023064791794543634
444,-0.00044693568587278156
445,-0.003989317006445424
446,0.0016241868790276995
447,-0.008203558673034284
448,-0.0030202908255078697
449,0.0018790728817392717
450,0.0037749370793413615
451,0.006708492660581362
452,-0.00487896840504417
453,0.001481026261217685
454,0.0014174271374278278
455,-0.004466524715759911
456,2.550976200635572e-05
457,5.382096556878998e-05
458,5.670667931431071e-05
459,-0.0003577725058476476
460,-7.22454589374633e-05
461,-0.0004156679394279896
462,-0.0003717524702641587
463,-0.0029590245440298045
464,-0.0017979818155063765
465,0.000331451338970127
466,0.0005903947262285192
467,-0.0057165537386129495
468,0.0006324426911677375
469,-0.0007097524805557082
470,-0.0006086231628461071
471,-0.0029022688551998644
472,0.0018356861615721808
473,0.00041149290017798625
474,-0.0011320555693743754
475,0.0008742037065813404
476,-0.0015302426334906085
477,0.00017981832290045935
478,-0.0002170630409894544
479,-0.0052786943042738305
480,-0.0004574148228640811
481,-2.7445963700826322e-05
482,0.00020627573263740334
483,0.0002554550204556401
484,-6.238561221237531e-05
485,-3.0075474759476343e-05
486,-0.00010593108239232094
487,-3.064421001484669e-05
488,-0.0034772951733032537
489,-0.0032401411585153378
490,1.9964392208363222e-06
491,-0.017218343750564066
492,-0.0050636224468967525
493,-0.0017462437327513598
494,0.0028230220324934915
495,-0.011007172791571516
496,-0.00048401939554136694
497,0.00019960064685454283
498,0.00031434546293982113
499,-0.0005297233969916833
500,2.2310019241076937e-05
501,-0.00012057388683814216
502,-2.471993052229999e-05
503,-0.00030493110980711965
504,0.0003678408550524969
505,-0.0007222364664069598
506,0.0001460676006180219
507,0.0009584060490034864
508,-0.0005160859919258682
509,-0.0005911710590403448
510,0.0005216434487399468
511,-0.003066535197248936
512,-0.00030114508584253073
513,0.00016027567537855658
514,-0.0005055708413468686
515,-0.0022955308333660438
516,-0.0010993832145526797
517,0.0007225446467977479
518,0.00046129278973383787
519,-0.0018121949975193157
520,-0.001971316338206416
521,-0.0018849606549772946
522,0.0024552492671706776
523,-0.004293202236332436
524,-0.004380576470299325
525,-0.0011742513206307243
526,-0.002043531599380453
527,-0.022160394678114568
528,-0.000211361930874985
529,-0.00016149167937981257
530,0.00018415647380250322
531,-0.00042421648698532315
532,-0.00026504428881216665
533,-0.0005371722500831991
534,0.0012008950722595605
535,-0.0002574327284743974
536,-8.573004149280002e-05
537,-0.0009391403168264172
538,0.0008490250852213085
539,-0.0018757498861522253
540,-0.0002749145600245612
541,0.00047393953796713605
542,0.0012834606890156893
543,0.004057259757153098
544,0.0011460297868232194
545,-0.001506549620506478
546,-0.0010657864251584527
547,-0.0038899871233810867
548,-0.0008190020584919661
549,-0.001051184154988389
550,0.0003756906324206537
551,-0.004669479122470641
552,0.000540883604825491
553,0.0005830426057497472
554,9.413254311372448e-05
555,0.004439392747275951
556,-0.0036816631248825066
557,-0.0020437918691148297
558,0.003215185819018512
559,-0.008697920743275337
560,0.0014319163522591863
561,-0.00023279593364001867
562,-3.1744226379627114e-05
563,0.0032272742582616218
564,0.0023255311640999485
565,-0.0014280363502087287
566,0.0022664288515178285
567,0.010326210767360768
568,-0.004045131821977384
569,0.00272198856706967
570,-0.001356992958568296
571,-0.01075533193890288
572,-0.0015135080128100965
573,-0.0006430087760136735
574,0.00023140036884057905
575,-0.007861444481347757
576,-0.004923862220079575
577,0.0031544964147172936
578,-0.0012484784758880505
579,-0.010834672156149585
580,-0.002310425601199242
581,0.0037347242196772166
582,0.00020706560093396867
583,0.0037968512667072574
584,0.0006733787107139743
585,-0.00024914284905263256
586,-0.0010670403504535032
587,-0.0012449952996939548
588,-0.00018677941625600613
589,-0.0025029988670388923
590,0.0013023296589769716
591,-0.0029569110338353364
592,7.632905689791836e-05
593,-4.916111239284721e-05
594,7.080271433399899e-05
595,0.00031077485606590023
596,-0.00020706179614162507
597,-0.00013450384618796433
598,0.000309363101377366
599,-0.000224741412725168
600,-0.00017554005893010005
601,-0.00026822008886589403
602,-0.0004592607147696035
603,-0.002722604768584487
604,-0.0003575877925862959
605,0.00013361312327344235
606,0.00024936159151398187
607,0.0003162953117515261
608,-0.0008741707322316852
609,-0.0008169358592604129
610,0.00011774480936222117
611,-0.009051057559788751
612,0.005148072020932606
613,-0.002004730366629651
614,0.0002670600284382238
615,0.008522460418018898
616,0.0008819697607911515
617,-0.00225327829218276
618,-0.0013628052658849765
619,-0.005408149537274268
620,-0.0008617352996059725
621,-0.00032840474585146617
622,-9.523628243650227e-05
623,-0.003415295641927977
624,0.00022356364223447193
625,-0.002640388248494783
626,-0.0021808476661398543
627,-0.011669034910123671
628,-0.0002515940536963366
629,0.0014155217066487975
630,0.0002231822029574379
631,0.0020130933126251745
632,0.0003067915341670208
633,-0.00664803530603625
634,-0.0006034302284356244
635,-0.020650008890242925
636,-0.0001241792486006956
637,0.0010239877599883575
638,-0.00014660474001025278
639,0.0019285792708337085
640,-0.001501663786708167
641,-0.00030759254380231197
642,-7.619800390084603e-05
643,0.00025643344983758903
644,8.00658134059353e-05
645,-0.00019919478586825047
646,-0.0031933732338839385
647,-0.012870007751513047
648,0.0031215328574077965
649,-0.004725845279373676
650,0.005607900754984314
651,0.014574616824752458
652,-0.00024992880152819734
653,3.8845611602019536e-05
654,0.001240145635618847
655,0.0010946967066855873
656,-0.0005374195736598697
657,-0.0023135215090543467
658,0.011160591982783694
659,0.026496479302790484
660,0.007710491230435775
661,-0.011193516091670375
662,0.0014652715480707357
663,-0.00687511914106334
664,-0.00030744468025597154
665,0.001528493969439314
666,-0.00018920095215085224
667,0.004306159504696861
668,0.0037658569016245035
669,0.0009002114856895954
670,-0.0017302973569689568
671,-0.0012659214109620894
672,-0.0014252469908638094
673,-0.0004397415407155967
674,0.0013600749187183071
675,-0.00019338666343082832
676,-1.6534651219894126e-05
677,0.0003028549572362132
678,-0.0001054920217332913
679,0.0006864854665503024
680,-0.00031705499817223957
681,0.0005712068951479088
682,-0.00045191823884012237
683,-0.00029213933762107516
684,-0.001205316826646458
685,-0.0008657335822748426
686,0.001323411317829201
687,-0.004067060074827853
688,-0.0025570300391782493
689,0.0011686167099422904
690,0.0009592808745752738
691,0.003086575039958718
692,0.0002026999317474013
693,-0.00038673032158531464
694,7.270376852069959e-05
695,0.0004371709961208168
696,-3.9784785864856666e-05
697,-0.00047911102630739366
698,0.0009824117399697809
699,0.0006517911801167496
700,-0.00029999465290687796
701,0.00021957919279387623
702,-1.6434669369118872e-06
703,0.0005602975167836287
704,-3.5820687577357164e-05
705,6.71407416562164e-05
706,0.000267358251014326
707,0.0007395029976195463
708,-0.0002070602839484737
709,-7.162535614282345e-05
710,0.0004383343290728981
711,0.0008455978631868626
712,-0.0012586520086560326
713,-0.0002942816726274864
714,0.0008116675339188356
715,-0.003010285032397109
716,0.0007269275161395622
717,0.0012227396354708227
718,-0.0004767145285787919
719,0.0038132084335617883
720,-0.002040415982028942
721,-0.0031607401859033712
722,-0.0026111780815381708
723,-0.027674901289916932
724,0.010492896726260647
725,-0.001129397954307
726,-0.012774911006817526
727,-0.01552669736384635
728,0.0008086903129372215
729,-0.0006396397961961929
730,0.00014112621315284739
731,0.00036201625222324424
732,0.0007464047742816366
733,-4.266840914305556e-05
734,-0.00014187178390774442
735,0.0007870200468314708
736,-0.0013860862332857758
737,0.0020244216598990896
738,-0.0013005025366696304
739,-0.0025952766842545533
740,-0.0006218080830129705
741,0.0006196111638428546
742,2.2556998846300153e-06
743,-0.0007100770486959784
744,-0.0007281144972896415
745,-0.0004940724232408597
746,1.1104048860345583e-05
747,-0.003615744613862515
748,-0.00044451160627665163
749,-0.00045045975047005714
750,0.0015002530742737378
751,0.00044106025805079905
752,0.00027002600009893223
753,-0.0003287573152654142
754,0.00028999539825846666
755,0.0008487628606609769
756,-0.000287343213780796
757,-0.00027936314048051164
758,0.0006943360531868238
759,-0.0008334669300184934
760,6.483421467689678e-05
761,-0.004431267244902002
762,0.002641485500739531
763,-0.005955817735649128
764,-0.0003266411839345873
765,-8.340086170058438e-05
766,0.0013385202009247139
767,0.0028092385410075503
768,-0.0003144960481543813
769,0.0003088995932613998
770,0.0003630802950368286
771,0.00035276411959276975
772,0.0010000301688020711
773,3.787339686254745e-05
774,-0.0002057932751650087
775,0.0031539055528865354
776,-0.0004869965182329861
777,0.0013047677310519296
778,0.0007499256369671265
779,0.00430404982442389
780,0.0002434710416041824
781,-0.0001426384245453032
782,-3.520558289375877e-05
783,-0.0011410835770142601
784,9.732721841142459e-05
785,-0.00053316941740141
786,-0.00026800279755239114
787,-0.001141122833627444
788,-0.0002371872952782332
789,2.4600088001696335e-05
790,0.00024721285376654175
791,-0.0003242000532243356
792,-9.558631048336973e-05
793,1.6382644301149105e-05
794,-1.0224865465714117e-06
795,0.0005376391823546249
796,5.1612667925155515e-06
797,-0.0001634297911047584
798,-7.029129015995327e-05
799,3.2658265272781575e-07
800,3.842042929571978e-05
801,-0.0003734753823748913
802,-0.0010335278961399622
803,-0.005205239204451638
804,0.00021247159133481845
805,4.435486287483792e-06
806,2.6450841783521783e-05
807,-3.933593476178004e-05
808,0.00012130861409692836
809,4.087437589853589e-05
810,-5.047743663207917e-05
811,0.0005755728766489364
812,-0.00023928566334333292
813,2.9129413890530567e-05
814,3.5415220426432124e-05
815,0.00013226439108874515
816,-0.00021057943434405597
817,-0.0014713119067525364
818,0.00023241714114234077
819,-0.00036142933294779344
820,0.0004430778378105552
821,-0.00034533632143981423
822,-0.00016397522785261572
823,-0.0007419326200365295
824,-0.00011648703718126504
825,-5.2231201680032336e-05
826,0.0004434120391980755
827,-0.00025735242953580197
828,0.00039262819711336855
829,0.0004019807500769118
830,-0.0004777435760060372
831,0.0009044490158813548
832,-6.608039955440847e-05
833,-0.0003669962771357343
834,0.0004129541361826607
835,-0.0012340411150631309
836,-0.00039155388670938533
837,0.00013668678549566231
838,-0.0002358137600838807
839,-0.0015580983250475422
840,-9.700123723774072e-06
841,-0.00018450490788865588
842,5.862636417000595e-05
843,-0.00041385623616039
844,-0.0001240904117612308
845,-0.00039909087543006124
846,0.0007954980291349709
847,-6.695281541111486e-05
848,0.0002553441048877614
849,-0.00033082613341565634
850,0.00016658266662921193
851,-0.00011751659370232548
852,-0.002733473459964881
853,0.0006441021608440715
854,0.0008053362293045411
855,0.0019227286573087897
856,-0.0038566838781473904
857,0.0013247659850310592
858,0.0009382579362027711
859,-0.005803268873305732
860,0.00018714428879992005
861,-0.002504052537470115
862,0.002043975733804718
863,-0.0008246350394948221
864,-6.264221241230556e-06
865,-0.00018098628280823127
866,0.00012885630962343778
867,-0.00027824158519416405
868,-3.286583181201005e-05
869,0.00016917794528947577
870,0.0004360925280245163
871,0.0032533474267076633
872,-0.0002505393478486416
873,-0.0008066468826887069
874,0.0008914016698249697
875,8.624640999104299e-05
876,0.0004321476326637912
877,0.00024206854175544873
878,0.00017295977641920232
879,0.000711794592996614
880,-0.00039222399351884985
881,-3.155326928324862e-05
882,-6.300503210717092e-05
883,-3.0470523774562653e-05
884,9.698812812633268e-05
885,-0.0006540942708883905
886,0.001891468490778495
887,0.0009834879308154134
888,-0.001882236640317105
889,-0.0008834470840969272
890,0.0009682917436072498
891,-0.005103817517705946
892,-0.00043916461450392515
893,0.00033377578989908415
894,0.001032542345291705
895,-0.0006756027148818072
896,-0.00019820548723419577
897,0.00020100163601222818
898,0.00014263851613507226
899,0.0004365827697920541
900,4.096477713935827e-05
901,0.0002689433586918825
902,0.00034301058432339515
903,0.004197007250826895
904,-3.6950182841579805e-05
905,-0.00021374858673290056
906,-0.00014935599075165137
907,-7.885824461513549e-05
908,-7.190764241394921e-05
909,0.0018961379883355917
910,-0.001091724980613614
911,0.001197946636090097
912,-0.0009050540398058453
913,-5.5491738454265755e-05
914,0.00013617071153341077
915,-0.0035423760672854444
916,-0.00032329211153925947
917,-0.00030539249040881217
918,0.0012805873089594163
919,0.0017383639480125083
920,3.329920822140511e-05
921,0.00034044833258117644
922,-0.0007310867986125498
923,-0.0005740944824171493
924,-7.670278550095089e-05
925,8.36981089996987e-05
926,0.00012629272815029382
927,-0.00042979842199264526
928,-0.0009009611333199488
929,0.0009219628484809977
930,0.0005370291578194095
931,-0.001634150021154562
932,0.0003509826909623422
933,-0.0005138858700376626
934,-0.00018348546831544203
935,-0.0008097664473305037
936,0.005872843085266097
937,0.0033958559279061214
938,-0.009973235142819772
939,0.004516746359500652
940,-0.0012933849791147622
941,0.00214209369329839
942,-0.0009988875829573204
943,0.0012603080935548498
944,0.0015361783334873662
945,-0.002688588396112569
946,-0.0003184614875152515
947,-0.002401386518859141
948,-0.00036346262872183707
949,-0.0004087725033364644
950,0.00022553971976434442
951,-0.0007455988876649271
952,-3.7954322896353355e-05
953,-0.00012737631757240057
954,0.0006573283551185411
955,0.0006718033551333156
956,0.00012226068846905418
957,0.00012134008723558018
958,0.000378745251243874
959,-7.674208937873472e-06
960,0.00011457251697851554
961,-0.0010710705270201965
962,-0.00017200285503550497
963,-0.0022865442000410355
964,-0.00023924022645406415
965,-0.00023568975872487383
966,0.00026385397551717397
967,-0.0025480750473237533
968,-0.0013085361662616415
969,0.00027200909741510764
970,0.0004413759490313448
971,-0.002262787621527139
972,-0.00013983460327770628
973,-0.00038885867154871904
974,0.0002091858918259105
975,-0.0017821181869634465
976,7.260057694647982e-05
977,-0.0015768634826915362
978,0.0020471311264825013
979,0.001362312917228129
980,-0.0001596830922190345
981,-0.0002440678853276863
982,0.0005680847411384158
983,-0.00045993742358443434
984,-0.0001836053529067903
985,-0.0011046957075397058
986,0.0002210872182630686
987,-0.0034734580329308555
988,-0.0003495674207213114
989,0.000379935667412422
990,7.285095745700678e-05
991,-0.000439415251988653
992,-0.0006820499360997667
993,0.0005227410376955543
994,0.0004188899767011937
995,4.043683397503213e-05
996,-0.0008178193639673669
997,0.0004976320658384489
998,5.9060359778022526e-05
999,-0.0011523738974069536
1000,-0.0002273664736575815
1001,-0.0008770258777919577
1002,0.0004002089801188093
1003,-0.0032362635083966543
1004,9.512223232613867e-06
1005,0.00017307587884362157
1006,0.00020149940501990192
1007,0.000281917432961916
1008,1.4074195399624474e-05
1009,1.423030117602254e-05
1010,-0.0002699720128922685
1011,-0.0003505335720599387
1012,-0.0008948516172173411
1013,-4.098643928058584e-05
1014,-0.00035198273615158227
1015,-0.00024323836756963614
1016,-0.0002988970856328566
1017,0.0004982831483549827
1018,0.00038428818774128865
1019,0.0016000584706598628
1020,0.001695688182773993
1021,-0.00034534167852374667
1022,-0.001086966156286177
1023,0.0011979317450695193
1024,-5.921747264412333e-05
1025,-7.407365315078246e-05
1026,-0.0010208872307128742
1027,0.00010292483426273887
1028,-0.006337631404628439
1029,-0.0012356635326521358
1030,0.0010514598768151153
1031,-0.016282200039355498
1032,-0.001702131580509783
1033,-0.0012138664302219237
1034,0.0005294041135429176
1035,-0.006316662764563821
1036,-0.00029926425075108937
1037,-0.0005646928448507025
1038,1.5416916755974454e-05
1039,-0.0015792486354576421
1040,-0.0010839820055398245
1041,-0.000971759369639779
1042,0.0006936615921989927
1043,-0.005071032373887635
1044,0.0003252570385266071
1045,-0.0015847125101333894
1046,0.00020882052474049793
1047,-0.002996580110176744
1048,-0.0005357777947768168
1049,0.0003333963635939306
1050,-9.520392156759439e-05
1051,-0.0008778897190112196
1052,-0.0002448688687395498
1053,-0.001499409851746892
1054,0.002461950893135238
1055,0.0006104861834602449
1056,-0.00032202969648215704
1057,2.3093286383717458e-05
1058,-7.350946158147107e-05
1059,-0.0011254963540193407
1060,-0.0006051536484611131
1061,-0.0020803700039164
1062,0.00022132804368523836
1063,-0.009218135170848983
1064,-0.0009664985986943871
1065,-0.0007012106495681666
1066,-0.001369065017493724
1067,-0.01017571780475804
1068,-0.001826557654732171
1069,-0.0010951443105826778
1070,0.0016469290444706723
1071,-0.006753272022642301
1072,0.0001235361839621888
1073,-0.0028028868179380607
1074,0.0010598194342892916
1075,-0.002891112542165877
1076,-0.0005049535801949482
1077,-0.0006626230802498749
1078,0.0005265082140402797
1079,-0.0024819271990636957
1080,1.3381640381228532e-05
1081,-4.258064467508612e-05
1082,0.0002568231916561607
1083,0.0008425353822866807
1084,-2.119183947586305e-06
1085,-0.0003276557326474625
1086,-2.5284565318430608e-05
1087,0.0004338195354342467
1088,-0.00030684378003612456
1089,-0.0002677777276918139
1090,-0.0006202350500905234
1091,-0.00527483675219042
1092,0.00042622994802013524
1093,0.0005034070570412355
1094,-0.001172424413019974
1095,0.00021412344508454535
1096,-0.0021456592263366745
1097,-0.0006391955657648177
1098,0.0016100541767020483
1099,-0.0022669528258737704
1100,-0.0003260502455238839
