,mathpass_hybridper_inf
679,-0.0024315484436648036
680,0.0005554605978274001
681,0.0019179394443473918
682,-0.0008601288618985418
683,0.004039268538173172
684,-0.0014102516039629382
685,0.0006598315296490571
686,-0.000823166619637282
687,-0.004925868799045259
688,-0.0016335946911376661
689,0.002052539884536067
690,-0.0003329003744099376
691,0.0003735323909291341
692,-0.0010299890335363328
693,0.00017445173850818638
694,-9.518762580313567e-05
695,-0.0026961034781218998
696,-0.0003964578648989156
697,-0.0013299169819070966
698,0.0005047027067018351
699,-0.004523439942831391
700,-0.0002795184928114579
701,0.0001268472291514617
702,-0.0002835172318772796
703,-0.0011410623825172715
704,0.00016525358315218537
705,1.4088386430670918e-05
706,1.983311029959118e-05
707,0.000364962930485745
708,-0.0020140271603253596
709,0.0029951366678213154
710,-0.0020514900404184216
711,-0.0033358466286516294
712,-0.00027251171814145496
713,0.0006256968360859647
714,-8.498221873558102e-05
715,-8.225836351029455e-05
716,-0.0019449743044919704
717,0.0021647645879066054
718,0.0005481635550716684
719,0.0015482584524278864
720,-0.0025014540787688866
721,-0.0010968139953575608
722,0.0014310496647438465
723,-0.006302434280807624
724,0.0007457544385565503
725,-0.0002774963552983554
726,-0.00025609063045488344
727,0.00047410519678876145
728,-0.0033602170690057386
729,0.0010500459233294393
730,0.0011518734122874272
731,-0.003427409793092575
732,-0.004934544670714278
733,-0.006837396703140834
734,0.002402738243675089
735,-0.026786058120373605
736,-8.986311342624247e-05
737,-0.0008306387703291176
738,-0.0006842611714742528
739,-0.004961053978831891
740,-0.001804740737481861
741,6.618050970041125e-05
742,0.0008102573068392111
743,-0.0014004003824812357
744,0.0016010799162595444
745,-0.001932970835148317
746,-0.00024515373198654214
747,-0.0015313991863217425
748,-9.581380514512003e-05
749,0.003950269919023983
750,-0.0012651739826696731
751,0.00935881314783415
752,0.0005774948440534186
753,-9.61654986048113e-05
754,-0.0005605615487002309
755,0.0015960117849864982
756,0.0006202247244020253
757,-0.00042753860119619963
758,-0.0012212336267509076
759,-0.002786572683928183
760,0.00024964699502907846
761,7.623664187173738e-05
762,0.0007967035754243517
763,0.004810410208557044
764,-0.00016922413461968578
765,0.0008874139771692832
766,0.0003417786440176965
767,0.003118178086219693
768,2.7428200773545876e-06
769,5.711840443153831e-05
770,0.0004350643485379324
771,0.001753707551510678
772,-0.0012070271064771145
773,-0.0008563342227335393
774,-0.0009204000547816227
775,-0.011216043650800934
776,-0.0010964966175836376
777,0.0006273969957301675
778,0.000850673331823357
779,0.001038540367165132
780,-0.00010442991906866065
781,-4.5214309964776785e-05
782,-9.79514903598421e-05
783,-0.000811846457795939
784,-0.00018500039593547277
785,0.0004623854420091043
786,1.6504120512065072e-05
787,0.0004562517109086331
788,-0.00048479785143524607
789,-0.0011459883020432076
790,0.000978859207323772
791,-0.0015753499021280907
792,3.937923122593447e-06
793,-6.441163903176975e-05
794,-8.607089503572955e-05
795,-0.0007068373807555098
796,-0.00021030958247018411
797,-0.0010557161828868686
798,0.0007457499387706311
799,-0.0013718679775394972
800,-0.0010372565811956572
801,0.00018643001303174746
802,-0.0027887028408775916
803,-0.010950381500390674
804,-0.0011913198396525193
805,-0.0016502914069987781
806,0.0011536911028145077
807,-0.00442483183349415
808,-0.0004776370180502191
809,0.0010990102421950668
810,-0.0009271951908876452
811,-0.0011249237954367806
812,0.0012401250929187466
813,-0.0005221920218403858
814,-0.000504583801009918
815,0.0004269384112285377
816,0.0003369472859382628
817,-0.0014723317512255112
818,0.0015628054033904844
819,0.0014267092010150071
820,-0.0025948877779561194
821,-0.0012878638178177625
822,0.00044538478801996043
823,-0.010474754737764333
824,-3.968141145181281e-05
825,-4.679318701812725e-05
826,3.601459064645952e-05
827,-0.00012530197398137399
828,0.0028813245798239152
829,-0.00024789941047681816
830,0.001655584910100915
831,0.012521313343117907
832,0.0017739622762591486
833,0.001435375634683077
834,-0.002770025544595664
835,0.00030268426457016954
836,-0.00024057837021239272
837,-0.0002942100938128117
838,0.0010595301213071175
839,0.003064947770590507
840,-0.0007878698050723011
841,0.0008092294840218318
842,-0.00027806764664422363
843,-0.0001289767422242817
844,8.097011906104652e-05
845,0.0003763424634313601
846,-0.000583407216309247
847,-0.0009858921402340131
848,-0.001132434080514188
849,-0.0022837334345234936
850,0.001709581086740682
851,-0.0036422971606374
852,0.00019367796403228557
853,-0.0002111669227897756
854,0.00044215320424914053
855,0.0013670913948434706
856,-0.0004901609732850829
857,-0.0020837624328166335
858,0.00033597563273208235
859,-0.00785756299392905
860,-0.0008607518815291122
861,5.923754160106464e-05
862,0.0004975393662119285
863,-0.00010863511441794595
864,-0.00022825678375424033
865,0.0006812518914019397
866,-0.00010204772973354047
867,0.0010434426886092192
868,-0.00019573257025625753
869,0.0028580962480097426
870,-0.00022653147856234126
871,0.007683643641816889
872,0.0013268952786050594
873,0.001082702456052807
874,-0.0005275230025803951
875,0.006335227383423927
876,-0.00035391573249134693
877,0.0007407261537331903
878,-0.0001701631676141584
879,0.0008599371691821984
880,-0.0022043725366893683
881,0.0008583554220871622
882,0.0014398461454155022
883,0.0004088094800791081
884,-0.0017938201046438012
885,0.0008835743234595179
886,0.0008324712231762228
887,-7.362435875076588e-05
888,-0.0016154897885010372
889,0.001947633038582321
890,-0.00032918203167184637
891,-0.000377345473518857
892,-0.001498644927019598
893,0.0017214210069437335
894,0.00012414712068912955
895,0.0016252582134229402
896,-0.0029677259895378926
897,4.8960439147867144e-05
898,0.003404880999554222
899,0.00209530412861722
900,-0.0014631351619711777
901,0.0018814442996472284
902,0.0002444598161352158
903,0.0015166265664282664
904,-7.821192866176846e-05
905,0.00013504944517761516
906,-0.0007423023453503937
907,-0.00025602931330808874
908,-0.004273228816593857
909,0.0053760627923862695
910,0.0011932523090747579
911,0.006456853468327698
912,0.00037927376673832757
913,0.0003067949027306965
914,4.172705632592454e-05
915,0.0021383631059366174
916,-0.0005050353558648019
917,-0.0009636722265431566
918,0.0015948072175372763
919,0.0006779488153915643
920,-0.00040656897269655243
921,-0.0019328225556101218
922,0.0008833983044020618
923,-0.004278682819680523
924,-0.0013566359775925606
925,-0.0010185531003171092
926,0.0002375839758089084
927,-0.004841906230405427
928,-0.0008709162125695152
929,-0.0014588235843386811
930,0.0005453582275811836
931,-0.00622429218003384
932,-0.00044258004483339175
933,0.0004662343040117017
934,-0.00010593896284842825
935,-0.00019396708870061027
936,0.0010773729950399197
937,-0.0012693467994807953
938,-0.00011358237677296882
939,-0.00045674417611782023
940,0.0011817024672677182
941,-0.0004609388774354283
942,0.002605769794930289
943,0.010849120693930325
944,0.0010072427758923352
945,-0.0008444074989734764
946,0.0024756983220577946
947,0.008464632708273606
948,0.0005796820465645016
949,-0.001518721922823597
950,-0.0005463866752994353
951,-0.0046316987483485846
952,-0.0009818712993541654
953,0.0010820482094610392
954,-4.458478429448495e-05
955,0.00014004922829730882
956,-0.0010235683159615268
957,-0.0003222807201004477
958,-6.622970498604715e-06
959,-0.004119930671781509
960,-0.002190811696341915
961,0.0011297091719109306
962,-0.0010680354306047625
963,-0.0066750372751069945
964,-0.002429462285040776
965,0.000756421796526926
966,-0.0008157275961457171
967,-0.006588927957864129
968,0.0006958509669058558
969,-0.0003021052998830242
970,-0.00040628898363349907
971,-8.462338104930216e-05
972,-0.0008301513482219956
973,-0.00013419794757939775
974,-0.0009809554946526296
975,-0.006772921585462413
976,-1.3060477400290232e-05
977,0.0011490171587064289
978,6.0659875573172643e-05
979,0.004068865370288007
980,-0.0003478229209427618
981,0.00035867970021170355
982,0.0006876933894856135
983,0.002872307192235382
984,0.0015417170536407116
985,-0.0010591989559842687
986,-0.0005363784390483416
987,2.6321705259360092e-05
988,0.00014139697404766182
989,-2.7907321866439272e-05
990,-7.214256738137313e-05
991,-4.5085496475684247e-05
992,1.3170943394528518e-05
993,-3.6172279184839233e-05
994,-0.0010993856279710222
995,-0.003615509599300993
996,-0.005458582391483747
997,0.0008148577516449223
998,0.00042576203534325143
999,-0.012841244900911326
1000,-0.0036474813339259465
1001,-0.0058596173287735675
1002,-0.0005584130550275308
1003,-0.0309806237494771
1004,-0.001386454502319502
1005,-0.0011644379206277324
1006,-0.00019840107351837294
1007,-0.0084013334160159
1008,-0.0006723290484652008
1009,-0.0011424924849286304
1010,0.0003397416514828317
1011,-0.004459288588039914
1012,-1.62239383985632e-05
1013,-0.00013613870813182299
1014,7.276293707065387e-05
1015,-9.305921634664121e-05
1016,0.0006263931750647371
1017,8.096717969457427e-05
1018,0.001565293499779752
1019,0.00793670527275961
1020,-0.0018672762012216498
1021,0.0016471195626436026
1022,-7.397747659952024e-05
1023,-6.356856858543733e-05
1024,-0.003923122128534351
1025,0.0013582214683823723
1026,0.0008087120002307164
1027,-0.008499441575731313
1028,-0.004038213129998359
1029,-0.0022728841142736498
1030,-0.0009988931691304404
1031,-0.024698855745858617
1032,-0.001161600266645185
1033,-0.0034250103265865317
1034,0.001414929451197841
1035,-0.0097363825598464
1036,-0.0007871129797322059
1037,1.8093526178993664e-05
1038,0.0002263148530364988
1039,-0.001587920367927454
1040,-0.00023586892449844484
1041,5.1108542993714105e-05
1042,0.00036190093679409554
1043,0.0003399544052193579
1044,0.0003241563106887822
1045,-0.0006191068335330432
1046,8.751139713564088e-05
1047,-0.0004920753007189307
1048,0.0006039368781962226
1049,0.0003107645933878933
1050,-0.00018596553552163394
1051,0.0012918579400457192
1052,-0.0011188884846367554
1053,0.00013981673002737673
1054,-0.00037389748636124635
1055,-0.004318435055081723
1056,0.0002844686249827233
1057,-0.001447304042616848
1058,0.00015681785389526362
1059,-0.0032463374809002027
1060,0.0011311782076465528
1061,-0.0019668259975154367
1062,0.0006051577983021095
1063,-0.000629780712088683
1064,-0.00011862280198165744
1065,-0.00033605692109875716
1066,-0.00020581305333371267
1067,-0.00137428387850429
1068,0.0007279991009217544
1069,-5.3206579136303934e-05
1070,-0.0013633659688230657
1071,-0.001968661510395443
1072,-0.001187338628135251
1073,-0.00029600154775959365
1074,0.001685270807975372
1075,0.0011538653557052402
1076,-0.0013799907370904232
1077,-0.0005153272413510954
1078,0.0028314645347482293
1079,0.0035934233089740244
1080,0.0023724965109517843
1081,-0.00028358611841387295
1082,0.00032868597566576476
1083,0.007537514816272719
1084,-0.007843549244800133
1085,-0.0016603334583600083
1086,0.00024441977568546053
1087,-0.026883028635504992
1088,0.0003171406736469365
1089,0.0001979796416353914
1090,0.0003296277395901045
1091,0.0025345576377007887
1092,0.0011436904780303943
1093,-0.0013869731455338431
1094,-0.0006139002071526945
1095,-0.0029486597292336845
1096,-0.00033388148369738755
1097,0.0009948072017658192
1098,7.672266778741895e-05
1099,0.002532136924919044
1100,4.7339760870057045e-05
1101,0.001061640056334716
1102,2.361064748635611e-05
1103,0.003466473760236683
1104,-0.0005411405000437581
1105,-0.00024129750646426277
1106,-0.001054402931427472
1107,-0.005568394956089818
1108,-0.0013639344755053745
1109,-0.0019105019065732863
1110,0.0018081704219734406
