year,mergecode,districtcode,schoolcode,droprate,black,white,hispanic,totalenroll
16,1060-6900,1060,6900,0.0,0.0,83.22,9.79,143
16,1060-6902,1060,6902,0.4,0.39,85.49,8.24,255
16,1070-3758,1070,3758,0.7,0.7,70.42,28.17,142
16,1080-5093,1080,5093,0.0,0.5,85.93,7.54,199
16,1080-5098,1080,5098,0.0,1.44,80.78,9.56,900
16,1080-5100,1080,5100,0.4,1.14,80.81,8.94,1141
16,1080-6678,1080,6678,0.5,0.71,82.59,10.28,1264
16,1110-555,1110,555,0.0,4.6,66.67,18.39,174
16,1110-2877,1110,2877,0.2,3.9,76.8,10.27,487
16,1110-2906,1110,2906,0.1,3.61,76.94,12.5,720
16,1110-2908,1110,2908,0.3,5.46,69.49,16.46,1501
16,1110-3475,1110,3475,19.8,3.7,41.31,49.59,4868
16,1110-4102,1110,4102,0.0,9.51,52.09,27.19,526
16,1110-4251,1110,4251,0.0,5.47,58.59,25.78,128
16,1110-6810,1110,6810,20.3,6.98,65.08,20.32,315
16,1110-6935,1110,6935,0.0,4.81,80.77,8.65,104
16,1110-7463,1110,7463,0.0,2.35,69.02,16.47,255
16,1110-7613,1110,7613,1.0,11.26,50.4,24.7,1518
16,1110-7960,1110,7960,0.2,9.47,56.8,22.52,919
16,1110-8791,1110,8791,0.3,8.26,59.13,21.51,1720
16,1120-2504,1120,2504,10.0,0.0,80.0,20.0,10
16,1120-2523,1120,2523,0.0,0.0,82.8,4.3,93
16,1120-2526,1120,2526,0.0,0.0,92.0,6.67,75
16,1130-5854,1130,5854,1.9,0.65,73.38,22.73,154
16,1140-419,1140,419,8.8,0.0,86.81,8.79,91
16,1140-1262,1140,1262,0.3,0.66,80.46,15.89,302
16,1140-1266,1140,1266,4.8,0.48,84.93,10.31,1241
16,1140-3802,1140,3802,0.7,0.36,80.58,15.47,278
16,1140-6752,1140,6752,0.0,3.57,76.79,16.07,56
16,1140-7950,1140,7950,0.0,0.0,89.13,4.35,46
16,1150-3002,1150,3002,3.4,0.6,78.23,17.34,496
16,1150-3226,1150,3226,0.0,0.84,74.9,18.83,239
16,1160-3228,1160,3228,4.1,0.0,86.78,6.61,121
16,1180-429,1180,429,0.0,0.0,93.33,6.67,30
16,1180-561,1180,561,0.0,0.0,44.01,54.23,284
16,1180-570,1180,570,6.5,0.0,31.04,65.42,480
16,1180-1006,1180,1006,13.7,0.98,50.0,47.06,102
16,1180-1296,1180,1296,0.0,0.0,32.52,65.05,206
16,1180-3464,1180,3464,0.5,0.0,42.96,55.4,426
16,1180-3468,1180,3468,2.2,0.3,53.0,43.0,1000
16,1180-7422,1180,7422,2.4,0.0,40.94,56.24,425
16,1195-65,1195,65,1.9,0.64,55.66,41.31,627
16,1195-7356,1195,7356,0.0,0.42,48.1,48.73,474
16,1195-7360,1195,7360,2.5,0.35,51.81,45.5,855
16,1195-7388,1195,7388,0.8,0.0,57.42,40.34,357
16,1220-3586,1220,3586,4.7,1.39,60.17,30.08,359
16,1220-8274,1220,8274,0.0,0.45,65.16,29.41,221
16,1330-1634,1330,1634,2.0,0.0,74.26,16.34,202
16,1340-9420,1340,9420,2.0,0.0,68.87,28.48,151
16,1340-9422,1340,9422,0.0,0.0,65.93,28.57,91
16,1350-2376,1350,2376,0.0,0.0,83.62,15.09,232
16,1350-4277,1350,4277,0.0,0.0,100.0,0.0,16
16,1350-5864,1350,5864,2.4,0.48,85.71,9.93,413
16,1360-2006,1360,2006,0.0,0.64,93.25,2.89,311
16,1360-3694,1360,3694,1.1,1.35,74.66,22.91,371
16,1360-3697,1360,3697,0.9,1.42,77.83,18.4,212
16,1360-5577,1360,5577,0.0,0.0,75.0,16.67,12
16,1380-4899,1380,4899,1.6,0.0,88.71,3.23,62
16,1390-63,1390,63,0.0,2.47,34.57,56.79,81
16,1390-3306,1390,3306,0.0,0.0,40.0,60.0,25
16,1390-9212,1390,9212,0.6,1.74,34.88,59.3,172
16,1400-4864,1400,4864,0.0,0.0,71.82,27.27,110
16,1410-6358,1410,6358,0.0,0.0,82.35,16.47,85
16,1420-33,1420,33,11.3,0.42,69.04,24.9,478
16,1420-34,1420,34,48.1,3.3,58.49,32.55,212
16,1420-108,1420,108,0.5,1.56,15.81,75.18,1543
16,1420-109,1420,109,0.0,3.22,44.74,44.44,342
16,1420-370,1420,370,3.6,3.08,45.97,42.9,1105
16,1420-378,1420,378,1.0,1.0,72.67,19.8,1899
16,1420-660,1420,660,0.0,1.27,50.63,37.55,237
16,1420-664,1420,664,0.7,1.62,51.51,35.87,1790
16,1420-694,1420,694,0.4,0.3,76.37,15.95,677
16,1420-965,1420,965,16.9,2.74,38.81,52.74,438
16,1420-1318,1420,1318,0.2,1.43,50.64,39.01,628
16,1420-1451,1420,1451,0.6,1.16,65.32,31.21,173
16,1420-1522,1420,1522,0.9,0.88,79.39,13.93,1931
16,1420-1730,1420,1730,0.0,0.0,80.0,13.33,30
16,1420-1864,1420,1864,0.6,1.21,71.66,18.23,1821
16,1420-1880,1420,1880,0.4,0.41,78.37,11.43,245
16,1420-1886,1420,1886,0.1,0.23,89.04,7.04,867
16,1420-1976,1420,1976,0.1,2.54,43.96,45.11,787
16,1420-2093,1420,2093,0.5,0.86,74.23,17.61,1630
16,1420-2120,1420,2120,0.0,0.77,76.8,11.51,1043
16,1420-2130,1420,2130,0.0,0.34,84.96,10.26,585
16,1420-2288,1420,2288,0.0,0.14,78.36,15.75,730
16,1420-2300,1420,2300,0.0,2.4,68.92,18.92,666
16,1420-2799,1420,2799,0.0,0.0,75.45,15.45,110
16,1420-2820,1420,2820,0.4,1.61,47.99,44.98,498
16,1420-2832,1420,2832,0.0,0.19,88.56,5.07,533
16,1420-2836,1420,2836,0.4,0.09,89.45,5.64,1118
16,1420-2963,1420,2963,0.2,0.41,78.64,14.37,487
16,1420-3201,1420,3201,0.0,0.0,72.0,24.0,25
16,1420-3393,1420,3393,0.0,0.0,80.15,15.44,136
16,1420-3502,1420,3502,1.4,1.09,78.46,14.41,1374
16,1420-3628,1420,3628,0.8,1.78,76.29,15.21,1236
16,1420-4404,1420,4404,0.2,1.31,76.43,13.42,611
16,1420-4408,1420,4408,8.3,1.27,72.69,20.43,553
16,1420-4410,1420,4410,0.0,0.68,74.89,12.9,442
16,1420-4422,1420,4422,2.1,2.83,12.83,80.54,920
16,1420-4548,1420,4548,0.0,1.13,77.4,14.27,708
16,1420-4798,1420,4798,0.0,2.88,53.85,34.62,104
16,1420-4942,1420,4942,1.2,2.1,56.18,31.56,2291
16,1420-5145,1420,5145,0.0,0.88,62.28,21.05,114
16,1420-5415,1420,5415,0.0,6.45,32.26,48.39,31
16,1420-5454,1420,5454,0.0,0.64,57.54,23.78,471
16,1420-5472,1420,5472,0.0,0.22,81.17,10.82,462
16,1420-5623,1420,5623,1.4,0.0,70.0,25.71,70
16,1420-5892,1420,5892,0.0,4.26,61.7,29.79,47
16,1420-5994,1420,5994,0.0,0.0,88.89,0.0,9
16,1420-6090,1420,6090,0.0,2.78,56.2,35.68,468
16,1420-6139,1420,6139,0.0,0.88,79.65,14.16,113
16,1420-6237,1420,6237,32.5,0.84,6.54,89.03,474
16,1420-6330,1420,6330,0.2,0.98,54.4,37.18,511
16,1420-6470,1420,6470,0.3,0.48,76.24,17.66,623
16,1420-6474,1420,6474,0.0,4.35,8.7,78.26,23
16,1420-6541,1420,6541,2.1,1.47,79.06,14.16,339
16,1420-7114,1420,7114,1.3,1.76,59.23,32.81,1646
16,1420-7239,1420,7239,0.5,0.48,82.04,11.42,1882
16,1420-7462,1420,7462,0.0,0.0,81.05,10.53,95
16,1420-7701,1420,7701,0.5,0.51,72.73,19.7,198
16,1420-8036,1420,8036,2.1,2.06,68.04,27.84,97
16,1420-8209,1420,8209,2.0,1.7,68.03,20.11,1467
16,1420-8381,1420,8381,0.1,0.93,74.51,14.95,863
16,1420-8793,1420,8793,0.5,2.15,79.57,11.56,372
16,1420-9234,1420,9234,2.0,0.0,95.92,2.04,49
16,1420-9245,1420,9245,0.0,7.14,85.71,7.14,14
16,1420-9299,1420,9299,0.0,0.46,79.73,14.12,439
16,1420-9427,1420,9427,0.0,0.0,84.55,10.0,110
16,1420-9428,1420,9428,0.0,0.0,87.94,5.44,423
16,1420-9510,1420,9510,2.5,1.67,51.43,40.24,1501
16,1420-9515,1420,9515,0.0,4.35,8.7,82.61,23
16,1430-2332,1430,2332,0.0,8.82,76.47,11.76,34
16,1430-2336,1430,2336,0.0,0.0,96.23,3.77,53
16,1440-7009,1440,7009,0.0,3.23,87.1,9.68,31
16,1450-2960,1450,2960,2.2,0.0,89.25,9.68,93
16,1480-8351,1480,8351,0.0,0.0,76.47,17.65,17
16,1480-8354,1480,8354,0.0,1.75,75.44,22.81,57
16,1490-842,1490,842,0.0,0.0,68.12,26.09,69
16,1500-1150,1500,1150,0.0,1.06,50.0,46.81,94
16,1500-1152,1500,1152,4.0,1.45,67.03,27.17,276
16,1510-4904,1510,4904,3.3,0.0,28.24,69.41,510
16,1520-2318,1520,2318,1.1,1.1,73.87,16.35,1278
16,1520-3571,1520,3571,9.2,0.0,69.75,17.65,119
16,1520-5888,1520,5888,0.0,0.55,75.07,17.53,365
16,1520-7994,1520,7994,0.0,0.52,67.27,22.6,385
16,1530-636,1530,636,0.0,0.0,81.67,12.92,240
16,1530-640,1530,640,2.1,0.23,79.81,16.01,431
16,1540-4254,1540,4254,0.0,0.0,36.65,29.81,161
16,1540-4258,1540,4258,1.1,0.35,32.27,35.46,282
16,1550-146,1550,146,0.0,0.72,76.08,11.96,418
16,1550-892,1550,892,0.2,0.94,69.88,20.47,425
16,1550-898,1550,898,0.4,3.49,65.14,22.88,459
16,1550-1190,1550,1190,0.0,1.81,82.81,12.22,221
16,1550-3046,1550,3046,2.3,2.02,66.76,24.22,1883
16,1550-3105,1550,3105,0.3,1.12,82.24,7.35,2151
16,1550-3760,1550,3760,29.0,3.14,67.84,24.31,255
16,1550-4698,1550,4698,0.0,1.45,77.64,5.64,550
16,1550-5068,1550,5068,0.5,0.92,62.64,29.49,546
16,1550-5120,1550,5120,0.0,0.37,86.26,5.49,546
16,1550-5168,1550,5168,1.4,0.48,43.23,50.59,421
16,1550-5917,1550,5917,0.0,3.23,87.1,3.23,31
16,1550-7043,1550,7043,0.0,0.0,91.3,2.17,46
16,1550-7104,1550,7104,0.0,0.0,84.77,8.2,256
16,1550-7124,1550,7124,2.8,1.43,66.36,25.75,2093
16,1550-7127,1550,7127,5.0,1.88,55.62,36.25,160
16,1550-7161,1550,7161,0.0,1.65,81.52,9.37,790
16,1550-7198,1550,7198,4.0,0.81,76.61,15.32,124
16,1550-7470,1550,7470,1.7,1.33,76.52,15.1,2185
16,1550-9330,1550,9330,0.0,1.4,79.12,12.28,570
16,1550-9374,1550,9374,0.0,1.27,78.73,17.46,315
16,1560-510,1560,510,0.4,1.86,65.68,27.83,539
16,1560-812,1560,812,1.0,0.38,85.33,10.33,784
16,1560-5121,1560,5121,0.0,0.0,89.33,6.67,75
16,1560-5235,1560,5235,0.0,0.0,79.07,17.44,258
16,1560-5312,1560,5312,0.2,2.04,65.86,27.83,539
16,1560-5316,1560,5316,0.6,1.03,72.65,21.22,1744
16,1560-5335,1560,5335,0.5,1.35,76.13,18.32,666
16,1560-6163,1560,6163,2.0,2.12,70.24,23.69,1465
16,1560-6220,1560,6220,0.8,0.0,79.84,13.71,124
16,1560-8824,1560,8824,2.3,1.04,77.97,18.03,1348
16,1560-8925,1560,8925,0.6,0.62,85.98,9.66,321
16,1560-9228,1560,9228,0.2,0.48,75.72,19.71,416
16,1560-9260,1560,9260,18.5,0.5,67.0,25.0,200
16,1570-2788,1570,2788,0.0,0.0,90.0,5.0,20
16,1570-2792,1570,2792,0.6,0.0,69.61,22.65,181
16,1570-2794,1570,2794,0.6,0.84,73.46,19.83,358
16,1580-1386,1580,1386,0.0,0.49,30.54,65.52,203
16,1580-8906,1580,8906,0.6,0.0,24.28,73.99,346
16,1590-7164,1590,7164,0.0,0.0,53.4,44.66,103
16,1600-4048,1600,4048,0.0,0.0,48.9,47.8,182
16,1620-66,1620,66,0.0,0.0,32.76,67.24,58
16,1750-948,1750,948,1.4,4.27,74.64,17.38,351
16,1750-978,1750,978,0.0,10.0,46.67,36.67,30
16,1760-4694,1760,4694,0.0,0.0,87.5,12.5,24
16,1780-4160,1780,4160,0.0,0.0,100.0,0.0,24
16,1780-4162,1780,4162,1.3,0.0,93.67,6.33,79
16,1790-5136,1790,5136,0.8,1.63,76.73,15.51,245
16,1810-4506,1810,4506,0.0,5.0,90.0,5.0,20
16,1828-1224,1828,1224,0.0,0.68,80.27,18.37,147
16,1828-8256,1828,8256,1.0,0.0,65.38,29.17,312
16,1828-8260,1828,8260,1.7,0.46,69.57,24.92,654
16,1850-2988,1850,2988,0.0,0.0,85.44,11.65,103
16,1860-5806,1860,5806,0.6,2.45,87.12,8.59,163
16,1870-6838,1870,6838,0.0,0.0,94.95,4.04,99
16,1980-2126,1980,2126,0.0,0.0,87.84,12.16,74
16,1990-3582,1990,3582,22.0,14.54,51.77,27.66,282
16,1990-7028,1990,7028,0.0,0.0,89.36,4.26,47
16,1990-7032,1990,7032,0.9,0.0,87.5,10.71,112
16,2000-361,2000,361,0.1,0.71,80.86,13.91,841
16,2000-900,2000,900,0.0,0.48,50.24,44.93,414
16,2000-1450,2000,1450,2.7,0.86,64.9,28.31,1738
16,2000-2128,2000,2128,0.0,0.0,81.48,12.96,54
16,2000-2392,2000,2392,0.0,0.55,70.05,22.53,364
16,2000-3244,2000,3244,0.0,0.0,77.39,13.78,283
16,2000-3350,2000,3350,0.0,0.0,100.0,0.0,16
16,2000-3570,2000,3570,3.0,0.51,69.15,23.92,1948
16,2000-3584,2000,3584,0.0,1.35,65.25,29.37,446
16,2000-3604,2000,3604,3.3,0.61,79.7,14.85,330
16,2000-4439,2000,4439,0.0,0.0,87.76,12.24,49
16,2000-5828,2000,5828,2.1,0.0,86.46,10.42,192
16,2000-6070,2000,6070,1.4,0.38,85.52,10.88,1333
16,2000-6166,2000,6166,0.0,0.67,64.8,30.49,446
16,2000-6562,2000,6562,1.1,0.54,69.44,23.86,373
16,2000-6666,2000,6666,1.4,0.62,69.73,25.18,1120
16,2000-7236,2000,7236,14.2,0.52,56.07,37.47,387
16,2000-7281,2000,7281,0.0,0.0,81.28,11.33,406
16,2000-9406,2000,9406,0.3,0.0,73.2,20.59,306
16,2010-1966,2010,1966,0.0,0.0,89.36,10.64,47
16,2020-1938,2020,1938,0.0,0.29,73.62,22.32,345
16,2020-5962,2020,5962,2.6,1.05,73.8,22.29,664
16,2035-1888,2035,1888,1.5,0.22,48.9,19.08,456
16,2035-2036,2035,2036,0.0,0.0,80.0,20.0,5
16,2035-6026,2035,6026,5.3,0.38,54.36,17.95,780
16,2035-8133,2035,8133,17.2,0.0,52.22,18.89,180
16,2055-2206,2055,2206,0.0,0.7,83.8,10.56,142
16,2055-2208,2055,2208,1.7,0.42,83.97,10.55,237
16,2070-5450,2070,5450,0.0,0.0,75.0,11.96,92
16,2070-5452,2070,5452,0.8,0.75,67.67,21.05,133
16,2180-1392,2180,1392,0.2,0.0,55.2,40.88,433
16,2180-6054,2180,6054,0.3,0.8,66.49,27.61,373
16,2180-6058,2180,6058,2.6,0.46,61.22,34.06,1506
16,2180-6262,2180,6262,0.0,0.52,78.53,15.71,191
16,2180-6490,2180,6490,0.0,0.56,51.98,45.76,177
16,2180-6494,2180,6494,0.3,0.0,47.77,48.32,358
16,2180-6807,2180,6807,47.4,0.0,31.58,63.16,19
16,2180-9149,2180,9149,16.2,0.0,57.62,38.1,210
16,2190-6196,2190,6196,0.0,2.7,91.89,5.41,37
16,2190-6436,2190,6436,0.0,0.0,87.67,8.22,73
16,2190-6718,2190,6718,0.0,15.0,70.0,15.0,20
16,2395-1094,2395,1094,0.0,0.39,50.0,48.45,258
16,2395-1096,2395,1096,0.8,0.84,45.72,51.36,479
16,2405-3074,2405,3074,0.4,4.4,36.0,57.6,500
16,2405-3078,2405,3078,4.0,5.28,31.96,61.09,1023
16,2405-5180,2405,5180,18.8,0.0,34.78,65.22,69
16,2505-9356,2505,9356,0.0,0.0,67.5,30.0,40
16,2505-9360,2505,9360,0.0,0.0,87.01,12.99,77
16,2515-9263,2515,9263,0.0,1.22,70.73,21.95,82
16,2515-9582,2515,9582,0.6,0.0,75.86,20.11,174
16,2520-5015,2520,5015,1.7,0.62,33.28,62.66,640
16,2530-7442,2530,7442,1.5,0.49,25.8,72.24,407
16,2535-5506,2535,5506,2.7,1.37,31.51,67.12,73
16,2540-3130,2540,3130,0.0,0.0,75.31,24.69,81
16,2540-3134,2540,3134,0.0,0.0,76.09,22.46,138
16,2560-1546,2560,1546,1.0,0.0,74.75,24.24,99
16,2570-8456,2570,8456,0.0,1.04,75.13,16.06,193
16,2580-6598,2580,6598,0.0,0.0,86.11,11.11,36
16,2580-6600,2580,6600,0.0,0.0,91.94,6.45,62
16,2590-7344,2590,7344,1.4,0.0,87.5,6.94,72
16,2590-7346,2590,7346,3.9,0.0,88.19,6.3,127
16,2600-7046,2600,7046,2.6,1.32,80.47,13.19,379
16,2600-7048,2600,7048,0.6,1.13,78.53,14.69,177
16,2610-3681,2610,3681,0.0,0.0,100.0,0.0,4
16,2610-4908,2610,4908,0.0,0.0,83.33,8.33,12
16,2610-7891,2610,7891,0.0,0.0,85.42,11.46,96
16,2610-8118,2610,8118,3.8,1.53,82.44,12.98,131
16,2620-2686,2620,2686,10.0,0.0,55.0,45.0,20
16,2620-4080,2620,4080,0.4,1.07,51.96,45.91,281
16,2630-3846,2630,3846,0.0,2.38,80.95,16.67,42
16,2630-3850,2630,3850,1.0,0.0,85.71,11.22,98
16,2640-42,2640,42,0.0,0.0,100.0,0.0,28
16,2640-430,2640,430,0.0,1.09,85.4,11.31,274
16,2640-432,2640,432,0.5,0.64,84.55,12.1,628
16,2650-3546,2650,3546,0.0,0.0,34.74,65.26,95
16,2660-4956,2660,4956,0.4,0.78,41.25,56.03,257
16,2660-4960,2660,4960,2.2,0.2,45.18,50.6,498
16,2670-4058,2670,4058,1.0,0.0,46.88,46.88,96
16,2670-4069,2670,4069,0.0,0.0,34.78,65.22,46
16,2680-9608,2680,9608,0.0,0.0,75.74,17.65,136
16,2690-822,2690,822,0.0,4.29,11.43,80.0,70
16,2690-1402,2690,1402,2.7,2.26,35.82,58.59,1502
16,2690-1454,2690,1454,5.3,1.78,21.2,75.54,1014
16,2690-1488,2690,1488,0.7,0.55,12.18,85.61,542
16,2690-1504,2690,1504,0.0,1.89,43.4,52.83,53
16,2690-2096,2690,2096,0.0,2.37,33.56,61.69,295
16,2690-2394,2690,2394,5.4,1.54,22.88,72.5,1429
16,2690-3206,2690,3206,1.1,1.4,29.82,61.4,285
16,2690-4376,2690,4376,1.3,4.9,16.67,77.12,306
16,2690-5048,2690,5048,0.2,3.33,26.47,66.47,510
16,2690-7209,2690,7209,0.0,1.87,21.5,74.77,107
16,2690-7481,2690,7481,1.5,2.46,19.16,75.18,407
16,2690-8082,2690,8082,1.5,2.05,31.48,63.42,1509
16,2690-9188,2690,9188,0.5,2.25,24.26,70.71,577
16,2700-25,2700,25,0.4,1.11,61.56,30.67,450
16,2700-856,2700,856,0.0,0.0,71.11,22.22,45
16,2700-5990,2700,5990,12.8,1.52,59.45,33.84,328
16,2700-7086,2700,7086,1.0,0.0,42.61,52.92,291
16,2700-7208,2700,7208,1.8,0.28,53.11,42.94,1062
16,2700-7212,2700,7212,1.0,1.74,55.09,36.72,403
16,2700-7214,2700,7214,1.9,1.2,61.83,31.33,1577
16,2700-7532,2700,7532,0.0,0.0,71.31,20.49,122
16,2700-7534,2700,7534,2.5,1.76,78.87,14.08,284
16,2700-7879,2700,7879,0.6,1.75,70.76,21.64,171
16,2700-8420,2700,8420,1.9,0.95,74.29,20.0,105
16,2700-8810,2700,8810,0.0,0.0,66.67,28.33,180
16,2700-9134,2700,9134,0.4,1.28,51.49,42.13,235
16,2710-5754,2710,5754,0.0,0.0,86.27,12.75,102
16,2710-5762,2710,5762,1.4,0.0,84.55,13.64,220
16,2720-7276,2720,7276,0.0,0.0,86.87,10.61,198
16,2730-2148,2730,2148,0.0,0.0,44.44,55.56,81
16,2730-2150,2730,2150,1.9,0.63,38.99,60.38,159
16,2740-6030,2740,6030,18.2,0.0,23.64,70.91,55
16,2740-6044,2740,6044,0.6,0.0,21.71,74.86,175
16,2740-6046,2740,6046,0.9,0.63,25.24,71.92,317
16,2740-6520,2740,6520,2.5,0.0,70.34,26.27,118
16,2750-7664,2750,7664,0.0,0.0,73.24,23.24,142
16,2750-7668,2750,7668,0.0,0.0,60.98,32.93,82
16,2760-3860,2760,3860,0.0,1.37,79.45,17.81,73
16,2760-3862,2760,3862,0.8,0.81,86.29,10.48,124
16,2770-6363,2770,6363,0.0,0.0,95.24,0.0,21
16,2770-8210,2770,8210,0.0,0.92,81.92,11.21,437
16,2770-8212,2770,8212,0.9,0.63,85.35,9.97,792
16,2770-9757,2770,9757,15.2,0.0,75.76,15.15,33
16,2780-8048,2780,8048,0.0,0.0,95.08,3.28,61
16,2780-8050,2780,8050,2.4,0.0,92.8,5.6,125
16,2790-6144,2790,6144,0.0,0.0,76.0,20.0,25
16,2790-6146,2790,6146,0.0,0.0,71.93,24.56,57
16,2800-2018,2800,2018,2.0,2.04,79.59,12.24,49
16,2800-5958,2800,5958,1.5,0.0,86.36,7.58,66
16,2810-51,2810,51,31.3,6.25,18.75,75.0,16
16,2810-1368,2810,1368,47.4,0.0,26.32,73.68,19
16,2810-1416,2810,1416,0.0,0.0,5.83,91.67,120
16,2810-1420,2810,1420,1.5,0.52,7.22,90.72,194
16,2820-7902,2820,7902,0.0,0.0,70.0,30.0,10
16,2820-7904,2820,7904,4.8,0.0,76.19,23.81,21
16,2830-8790,2830,8790,0.0,0.72,82.01,13.67,139
16,2830-8794,2830,8794,0.7,0.71,77.58,17.08,281
16,2840-6422,2840,6422,0.0,0.0,88.81,6.29,143
16,2862-4369,2862,4369,13.9,5.05,74.34,18.38,495
16,2862-4492,2862,4492,0.0,0.0,65.83,30.0,120
16,2865-7322,2865,7322,0.0,0.0,82.54,12.7,63
16,3000-8375,3000,8375,4.3,0.0,47.83,44.93,69
16,3000-8377,3000,8377,0.2,1.14,65.9,29.14,525
16,3000-8378,3000,8378,0.3,1.33,63.15,30.41,901
16,3010-2024,3010,2024,4.9,1.97,87.19,10.34,203
16,3020-9694,3020,9694,0.0,1.12,84.12,8.72,447
16,3020-9696,3020,9696,3.2,0.64,85.02,8.71,941
16,3030-86,3030,86,0.0,0.0,77.08,16.67,48
16,3030-90,3030,90,0.8,0.0,81.3,13.82,123
16,3040-308,3040,308,0.0,0.0,76.47,23.53,51
16,3050-6586,3050,6586,0.9,3.67,84.4,6.42,109
16,3060-5238,3060,5238,0.0,0.0,95.45,4.55,22
16,3060-5258,3060,5258,0.0,0.0,92.86,7.14,28
16,3070-9704,3070,9704,0.0,0.0,91.67,8.33,48
16,3080-4854,3080,4854,0.6,0.58,33.33,62.57,171
16,3080-7058,3080,7058,1.4,2.8,43.36,53.85,143
16,3080-9032,3080,9032,5.9,0.59,42.6,54.29,676
16,3085-2452,3085,2452,0.3,0.62,73.77,24.38,324
16,3085-2456,3085,2456,0.3,1.03,71.18,25.73,583
16,3090-1299,3090,1299,0.0,0.0,90.0,5.0,40
16,3090-1446,3090,1446,2.9,0.66,56.76,38.46,754
16,3090-9347,3090,9347,0.3,0.56,54.47,41.62,358
16,3100-7755,3100,7755,0.0,0.55,79.23,16.94,366
16,3100-9393,3100,9393,0.0,0.5,84.65,8.91,202
16,3100-9665,3100,9665,0.0,0.0,81.0,9.0,100
16,3100-9670,3100,9670,0.0,0.42,82.01,14.44,478
16,3100-9672,3100,9672,0.8,0.26,79.62,15.96,1541
16,3110-4785,3110,4785,0.0,0.0,75.0,17.39,92
16,3110-5902,3110,5902,0.0,0.73,64.05,33.94,548
16,3110-7490,3110,7490,1.7,0.58,65.68,31.16,1043
16,3120-53,3120,53,0.0,0.58,46.2,49.12,171
16,3120-54,3120,54,0.0,9.75,14.83,75.0,236
16,3120-988,3120,988,0.0,1.79,28.72,65.9,390
16,3120-1500,3120,1500,0.0,0.46,46.76,50.46,216
16,3120-1875,3120,1875,0.4,1.03,79.35,16.52,678
16,3120-2657,3120,2657,0.0,2.26,23.73,68.36,177
16,3120-2825,3120,2825,5.0,0.56,48.04,46.37,179
16,3120-2850,3120,2850,0.1,1.26,63.67,30.43,1035
16,3120-3162,3120,3162,0.0,1.63,15.64,78.66,614
16,3120-3610,3120,3610,2.2,3.1,27.0,66.39,1711
16,3120-3614,3120,3614,3.3,3.92,27.84,62.01,1940
16,3120-3880,3120,3880,0.3,2.77,24.26,70.36,577
16,3120-4425,3120,4425,26.4,1.41,19.74,76.15,780
16,3120-4438,3120,4438,0.5,4.9,22.82,64.47,653
16,3120-6364,3120,6364,1.9,1.74,25.59,70.5,1434
16,3120-8467,3120,8467,0.0,0.0,0.8,99.2,125
16,3120-8965,3120,8965,0.0,1.21,54.53,39.64,497
16,3120-9611,3120,9611,0.0,1.79,46.43,50.0,56
16,3130-4670,3130,4670,1.2,0.0,68.73,29.78,403
16,3130-7054,3130,7054,0.0,0.0,62.91,35.68,213
16,3140-3066,3140,3066,0.0,0.0,21.62,76.58,333
16,3140-3070,3140,3070,3.9,0.56,22.08,75.81,711
16,3140-7219,3140,7219,0.0,0.0,34.29,62.86,35
16,3145-3961,3145,3961,0.0,0.0,62.5,35.71,168
16,3145-3962,3145,3962,0.7,0.7,63.86,32.98,285
16,3146-1012,3146,1012,1.1,0.0,89.25,7.53,93
16,3147-7156,3147,7156,0.0,1.03,93.81,3.09,97
16,3148-6812,3148,6812,0.0,0.0,86.36,13.64,44
16,3200-9791,3200,9791,0.0,0.0,45.93,54.07,135
16,3200-9799,3200,9799,2.4,0.81,47.98,50.4,248
16,3210-9729,3210,9729,1.8,1.77,63.72,30.97,113
16,3210-9733,3210,9733,1.7,0.0,69.44,27.78,180
16,3220-4231,3220,4231,0.0,1.33,64.0,28.0,75
16,3230-5123,3230,5123,0.0,0.0,86.36,13.64,44
16,8001-15,8001,15,0.4,1.24,57.56,30.33,966
16,8001-35,8001,35,0.0,0.0,100.0,0.0,12
16,8001-75,8001,75,1.5,0.29,88.95,7.85,344
16,8001-653,8001,653,0.0,0.0,61.7,35.11,94
16,8001-655,8001,655,3.4,31.22,23.9,34.63,205
16,8001-1279,8001,1279,0.0,0.37,79.41,14.71,272
16,8001-1791,8001,1791,0.0,2.1,69.23,22.38,143
16,8001-1795,8001,1795,1.5,7.56,64.57,20.31,714
16,8001-1877,8001,1877,26.4,5.47,59.7,29.85,201
16,8001-1901,8001,1901,5.3,0.0,84.21,10.53,38
16,8001-2035,8001,2035,0.0,0.97,38.83,51.46,103
16,8001-2067,8001,2067,0.3,2.08,85.45,8.57,770
16,8001-2196,8001,2196,0.2,1.51,83.01,8.6,465
16,8001-2837,8001,2837,0.6,1.74,38.37,52.03,344
16,8001-3326,8001,3326,4.2,12.5,20.83,37.5,24
16,8001-3399,8001,3399,14.3,0.0,71.43,28.57,7
16,8001-4699,8001,4699,31.5,0.34,9.01,89.63,588
16,8001-5453,8001,5453,2.0,0.0,90.07,7.95,151
16,8001-5851,8001,5851,2.2,0.0,71.11,17.78,45
16,8001-6219,8001,6219,34.1,12.97,6.48,66.48,725
16,8001-6266,8001,6266,19.2,24.62,9.23,60.0,130
16,8001-6913,8001,6913,0.5,0.52,19.01,76.04,384
16,8001-6914,8001,6914,1.9,0.64,20.13,72.68,626
16,8001-7278,8001,7278,7.1,0.0,2.04,97.96,98
