Org. Code,Organization Name,School Code,School Name,Grade Level,American Indian or Alaskan Native Female,American Indian or Alaskan Native Male,Asian Female,Asian male,Black or African American Female,Black or African American Male,Hispanic or Latino Female,Hispanic or Latino Male,White Female,White Male,Native Hawaiian or Other Pacific Islander Female,Native Hawaiian or Other Pacific Islander Male,Two or More Races Female,Two or More Races Male,PK-12 Total
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,100 (10th),1,1,3,2,8,6,51,28,94,93,1,0,19,9,316
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,110 (11th),2,0,5,0,4,2,32,18,112,76,2,1,18,5,277
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,120 (12th),2,0,0,0,7,3,25,19,118,66,2,1,6,8,257
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,ALL GRADES TOTAL,10,8,28,7,51,46,280,216,808,781,8,11,95,77,2426
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,040 (4th),0,0,1,0,1,0,22,20,1,2,0,0,0,0,47
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,050 (5th),0,0,0,0,1,0,10,13,0,0,0,0,0,0,24
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,060 (6th),0,0,0,0,0,1,15,13,0,1,0,0,0,0,30
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,070 (7th),0,0,0,0,0,0,21,21,1,1,0,0,0,0,44
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,080 (8th),0,0,0,0,1,0,24,20,2,3,0,0,0,0,50
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,ALL GRADES TOTAL,0,0,1,0,3,1,92,87,4,7,0,0,0,0,195
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,004 (PK),0,0,1,1,0,0,22,21,3,3,0,0,0,0,51
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,007 (Full Day K),0,0,0,0,0,0,15,18,1,2,0,0,0,0,36
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,010 (1st),0,0,0,0,0,0,21,17,1,2,0,0,0,0,41
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,020 (2nd),1,0,0,0,0,0,20,29,1,1,0,0,1,0,53
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,030 (3rd),0,0,0,0,0,0,21,21,1,3,0,0,0,0,46
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,ALL GRADES TOTAL,1,0,1,1,0,0,99,106,7,11,0,0,1,0,227
0010,MAPLETON 1,6315,NORTH VALLEY SCHOOL FOR YOUNG ADULTS,120 (12th),2,0,0,0,0,0,16,27,6,6,0,0,0,1,58
0010,MAPLETON 1,6315,NORTH VALLEY SCHOOL FOR YOUNG ADULTS,ALL GRADES TOTAL,2,0,0,0,0,0,16,27,6,6,0,0,0,1,58
0010,MAPLETON 1,9036,VALLEY VIEW K-8,007 (Full Day K),0,0,1,0,1,0,13,12,3,3,0,0,1,0,34
0010,MAPLETON 1,9036,VALLEY VIEW K-8,010 (1st),0,0,0,0,0,0,17,16,3,2,0,0,0,0,38
0010,MAPLETON 1,9036,VALLEY VIEW K-8,020 (2nd),0,0,0,0,0,0,26,19,4,5,0,0,0,0,54
0010,MAPLETON 1,9036,VALLEY VIEW K-8,030 (3rd),0,0,0,0,0,0,14,22,5,1,0,0,0,1,43
0010,MAPLETON 1,9036,VALLEY VIEW K-8,040 (4th),0,0,0,0,0,0,19,18,2,3,0,0,2,0,44
0010,MAPLETON 1,9036,VALLEY VIEW K-8,050 (5th),1,0,0,0,0,0,20,22,1,4,0,0,1,0,49
0010,MAPLETON 1,9036,VALLEY VIEW K-8,060 (6th),0,0,0,0,1,0,25,26,1,6,0,0,1,0,60
0010,MAPLETON 1,9036,VALLEY VIEW K-8,070 (7th),0,0,0,0,0,0,29,22,2,3,0,0,0,2,58
0010,MAPLETON 1,9036,VALLEY VIEW K-8,080 (8th),1,0,0,0,0,1,34,18,2,0,0,0,0,2,58
0010,MAPLETON 1,9036,VALLEY VIEW K-8,ALL GRADES TOTAL,2,0,1,0,2,1,197,175,23,27,0,0,5,5,438
0010,MAPLETON 1 TOTAL,,,,32,29,86,78,100,95,2711,2742,1298,1324,13,16,156,142,8822
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,1,0,0,1,14,12,8,11,0,0,0,1,48
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,007 (Full Day K),0,0,0,0,0,0,4,5,7,8,0,0,1,1,26
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,010 (1st),0,0,0,2,1,0,9,17,18,21,0,0,2,0,70
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,020 (2nd),0,1,3,2,0,0,9,20,17,18,1,0,1,3,75
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,030 (3rd),0,1,2,0,3,1,13,17,22,23,0,0,2,3,87
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,040 (4th),0,0,1,1,1,2,12,16,19,39,0,0,2,3,96
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,050 (5th),0,0,0,0,0,0,21,20,24,21,0,0,0,1,87
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,ALL GRADES TOTAL,0,2,7,5,5,4,82,107,115,141,1,0,8,12,489
0020,ADAMS 12 FIVE STAR SCHOOLS,0057,ROCKY TOP MIDDLE SCHOOL,060 (6th),1,1,8,12,3,5,38,42,153,144,0,0,10,4,421
0020,ADAMS 12 FIVE STAR SCHOOLS,0057,ROCKY TOP MIDDLE SCHOOL,070 (7th),1,1,15,9,4,4,45,49,158,195,0,0,3,7,491
0020,ADAMS 12 FIVE STAR SCHOOLS,0057,ROCKY TOP MIDDLE SCHOOL,080 (8th),0,0,13,16,2,2,35,39,148,160,0,0,9,2,426
0020,ADAMS 12 FIVE STAR SCHOOLS,0057,ROCKY TOP MIDDLE SCHOOL,ALL GRADES TOTAL,2,2,36,37,9,11,118,130,459,499,0,0,22,13,1338
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,0,0,0,0,1,3,8,11,0,0,0,0,23
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,007 (Full Day K),0,0,1,4,0,0,8,3,36,38,0,0,2,2,94
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,010 (1st),0,0,0,3,4,1,5,8,49,47,0,0,2,3,122
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,020 (2nd),0,1,2,3,1,1,3,12,40,54,1,0,3,1,122
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,030 (3rd),0,0,4,3,2,0,5,12,56,52,1,0,2,4,141
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,040 (4th),0,1,5,8,2,1,5,9,57,40,0,1,3,2,134
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,050 (5th),0,0,2,2,1,0,3,10,52,72,0,0,2,2,146
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,ALL GRADES TOTAL,0,2,14,23,10,3,30,57,298,314,2,1,14,14,782
0020,ADAMS 12 FIVE STAR SCHOOLS,0070,ADAMS12 FIVE STAR PRESCHOOL,004 (PK),2,0,7,7,4,7,87,111,31,54,0,1,4,4,319
0020,ADAMS 12 FIVE STAR SCHOOLS,0070,ADAMS12 FIVE STAR PRESCHOOL,ALL GRADES TOTAL,2,0,7,7,4,7,87,111,31,54,0,1,4,4,319
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,070 (7th),0,0,0,0,0,0,1,9,3,7,0,0,0,1,21
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,080 (8th),0,0,0,0,0,1,3,18,3,4,0,0,0,0,29
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,090 (9th),0,0,0,0,0,0,1,4,0,4,0,0,0,0,9
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,100 (10th),0,0,0,0,0,0,7,20,8,10,0,0,1,0,46
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,110 (11th),0,2,0,0,1,1,37,43,32,28,0,0,0,0,144
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,120 (12th),0,1,1,1,1,2,20,25,24,30,0,0,3,0,108
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,ALL GRADES TOTAL,0,3,1,1,2,4,69,119,70,83,0,0,4,1,357
0020,ADAMS 12 FIVE STAR SCHOOLS,0301,ARAPAHOE RIDGE ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,0,3,0,0,16,15,10,18,0,0,1,1,64
0020,ADAMS 12 FIVE STAR SCHOOLS,0301,ARAPAHOE RIDGE ELEMENTARY SCHOOL,007 (Full Day K),0,0,0,1,0,0,0,3,8,12,0,0,0,0,24
0020,ADAMS 12 FIVE STAR SCHOOLS,0301,ARAPAHOE RIDGE ELEMENTARY SCHOOL,010 (1st),1,0,0,1,1,1,18,12,35,32,1,0,2,3,107
0020,ADAMS 12 FIVE STAR SCHOOLS,0301,ARAPAHOE RIDGE ELEMENTARY SCHOOL,020 (2nd),0,0,2,2,2,0,19,24,24,24,0,0,2,3,102
0020,ADAMS 12 FIVE STAR SCHOOLS,0301,ARAPAHOE RIDGE ELEMENTARY SCHOOL,030 (3rd),0,0,1,3,2,0,15,17,29,37,0,0,1,1,106
