year,districtcode,schoolcode,mergecode,black,hispanic,white,totalenroll
21,20,1519,20-1519,1.07,11.11,62.82,468
21,20,210,20-210,2.86,56.51,34.29,315
21,20,4108,20-4108,1.5,29.51,58.35,2067
21,20,4699,20-4699,1.54,93.46,4.62,260
21,20,5043,20-5043,1.12,22.92,63.3,2417
21,20,5816,20-5816,2.66,71.18,19.04,1544
21,20,6060,20-6060,2.0,41.55,47.27,1853
21,20,6402,20-6402,1.42,70.13,22.17,2039
21,20,6802,20-6802,0.45,14.06,71.88,441
21,20,6956,20-6956,1.34,60.16,32.89,374
21,20,9431,20-9431,1.14,18.18,67.05,88
21,2000,1450,2000-1450,0.57,33.61,60.2,1583
21,2000,3350,2000-3350,0.0,0.0,100.0,7
21,2000,3570,2000-3570,1.02,24.82,67.34,1378
21,2000,3604,2000-3604,0.48,20.95,71.43,210
21,2000,361,2000-361,0.63,12.55,83.05,478
21,2000,5828,2000-5828,0.0,15.45,78.86,123
21,2000,6070,2000-6070,0.3,11.6,81.93,1345
21,2000,6666,2000-6666,0.72,29.77,64.03,1112
21,2000,7236,2000-7236,0.0,43.87,49.44,269
21,2010,1966,2010-1966,0.0,17.86,78.57,28
21,2020,5962,2020-5962,0.18,26.36,69.07,569
21,2035,6026,2035-6026,0.33,19.28,47.39,612
21,2035,8133,2035-8133,0.0,31.06,50.0,132
21,2055,2208,2055-2208,0.0,15.09,77.99,159
21,2070,5452,2070-5452,0.71,17.14,71.43,140
21,2180,6058,2180-6058,0.74,40.61,53.85,1352
21,2180,6262,2180-6262,0.0,11.88,84.16,101
21,2180,6494,2180-6494,0.0,49.08,48.71,271
21,2180,9149,2180-9149,0.58,38.37,56.4,172
21,2190,6436,2190-6436,1.47,7.35,91.18,68
21,2190,6718,2190-6718,0.0,0.0,100.0,2
21,220,2269,220-2269,2.22,26.67,51.11,45
21,220,6658,220-6658,0.69,33.1,54.94,435
21,230,9226,230-9226,0.0,18.52,74.07,27
21,2395,1096,2395-1096,0.86,45.56,51.58,349
21,240,7180,240-7180,0.0,23.53,76.47,17
21,2405,3078,2405-3078,5.69,63.48,29.01,879
21,2405,5180,2405-5180,0.0,62.16,35.14,37
21,250,8168,250-8168,1.64,21.31,73.77,61
21,2505,9360,2505-9360,0.0,18.18,81.82,44
21,2515,9582,2515-9582,0.5,26.24,69.8,202
21,2520,5015,2520-5015,2.62,60.33,33.44,305
21,2520,5455,2520-5455,0.75,69.17,27.07,133
21,2530,7442,2530-7442,0.0,71.5,27.1,214
21,2535,5506,2535-5506,0.0,50.85,40.68,59
21,2540,3134,2540-3134,0.0,22.12,76.99,113
21,2560,1546,2560-1546,0.0,21.54,78.46,65
21,2570,8456,2570-8456,0.0,25.53,69.15,94
21,2580,6600,2580-6600,0.0,7.84,88.24,51
21,2590,7346,2590-7346,0.0,11.76,81.37,102
21,260,9100,260-9100,0.0,33.33,66.67,33
21,2600,7046,2600-7046,0.0,13.78,78.22,225
21,2610,8118,2610-8118,1.49,16.42,79.1,134
21,2620,2686,2620-2686,3.45,72.41,24.14,29
21,2620,4080,2620-4080,0.63,41.51,57.86,159
21,2630,3850,2630-3850,1.11,10.0,86.67,90
21,2640,432,2640-432,1.08,9.93,86.64,554
21,2650,3546,2650-3546,0.0,73.77,26.23,61
21,2660,4960,2660-4960,0.65,59.09,38.74,462
21,2670,4058,2670-4058,0.0,63.53,34.12,85
21,2680,9608,2680-9608,0.0,21.31,75.41,61
21,2690,0,2690-0,2.63,50.0,44.74,38
21,2690,1402,2690-1402,2.45,62.62,30.67,939
21,2690,1454,2690-1454,2.27,68.3,24.64,836
21,2690,1488,2690-1488,1.13,84.59,12.41,266
21,2690,2394,2690-2394,2.16,78.03,16.99,924
21,2690,6677,2690-6677,0.74,72.12,23.79,269
21,2690,8082,2690-8082,2.5,63.89,29.76,961
21,270,1252,270-1252,0.0,7.14,85.71,14
21,2700,5990,2700-5990,1.84,44.17,41.72,163
21,2700,7208,2700-7208,0.69,40.62,54.41,1167
21,2700,7214,2700-7214,0.72,36.7,53.58,1398
21,2700,7534,2700-7534,0.0,18.7,73.91,230
21,2700,7879,2700-7879,0.0,24.83,67.79,149
21,2710,5762,2710-5762,0.0,10.65,87.96,216
21,2720,7276,2720-7276,0.0,12.5,83.93,112
21,2730,2150,2730-2150,1.94,51.46,44.66,103
21,2740,6030,2740-6030,0.0,75.47,16.98,53
21,2740,6046,2740-6046,0.0,73.26,22.92,288
21,2740,6520,2740-6520,1.37,27.4,65.75,73
21,2750,7664,2750-7664,0.0,19.79,76.04,96
21,2760,3862,2760-3862,1.87,17.76,79.44,107
21,2770,8212,2770-8212,0.72,11.93,82.89,830
21,2770,9757,2770-9757,0.0,20.0,76.0,25
21,2780,8050,2780-8050,1.0,7.0,91.0,100
21,2790,6146,2790-6146,0.0,23.08,73.08,26
21,2800,2018,2800-2018,0.0,21.74,60.87,23
21,2800,5958,2800-5958,4.17,10.42,70.83,48
21,2810,1368,2810-1368,0.0,53.85,46.15,13
21,2810,1420,2810-1420,0.0,94.78,3.73,134
21,2810,51,2810-51,0.0,100.0,0.0,19
21,2820,7904,2820-7904,0.0,11.76,88.24,17
21,2830,8794,2830-8794,0.36,17.14,79.29,280
21,2840,6422,2840-6422,0.0,17.39,80.43,46
21,2862,4369,2862-4369,4.62,29.68,55.23,411
21,2862,4492,2862-4492,0.0,30.26,68.42,76
21,2865,7322,2865-7322,0.0,5.56,91.67,36
21,290,4279,290-4279,7.62,10.48,79.05,105
21,290,443,290-443,3.68,63.44,31.23,1332
21,290,4990,290-4990,0.0,41.53,56.78,118
21,30,22,30-22,1.14,85.23,11.93,176
21,30,24,30-24,1.51,89.25,7.61,1656
21,3000,8375,3000-8375,0.0,21.31,72.13,61
21,3000,8378,3000-8378,0.83,34.34,61.0,964
21,3010,2024,3010-2024,3.3,10.99,85.71,91
21,3020,9696,3020-9696,0.15,12.7,81.24,677
21,3030,90,3030-90,1.09,11.96,81.52,92
21,3040,308,3040-308,0.0,18.52,81.48,27
21,3050,6586,3050-6586,1.72,6.9,89.66,58
21,3060,5258,3060-5258,0.0,12.28,82.46,57
21,3070,9704,3070-9704,0.0,14.29,85.71,21
21,3080,9032,3080-9032,0.34,61.51,35.91,582
21,3085,2456,3085-2456,0.54,27.47,70.02,557
21,3090,1446,3090-1446,0.73,44.15,52.05,684
21,310,5670,310-5670,0.0,0.0,95.16,62
21,3100,8066,3100-8066,0.6,23.61,72.62,504
21,3100,9393,3100-9393,0.0,11.01,80.06,336
21,3100,9671,3100-9671,0.0,21.18,72.35,170
21,3100,9672,3100-9672,0.63,15.59,79.84,1116
21,3110,7490,3110-7490,0.48,29.7,66.76,1047
21,3120,1875,3120-1875,0.71,22.8,73.63,421
21,3120,2657,3120-2657,2.01,58.05,35.91,298
21,3120,2850,3120-2850,0.34,32.66,63.82,597
21,3120,3610,3120-3610,5.15,71.2,20.04,1552
21,3120,3614,3120-3614,2.34,69.29,23.22,1667
21,3120,4425,3120-4425,2.08,79.38,15.08,577
21,3120,6364,3120-6364,0.9,73.21,22.68,1217
21,3120,8965,3120-8965,1.94,40.65,47.74,155
21,3130,4670,3130-4670,0.0,34.28,63.21,318
21,3140,3070,3140-3070,0.3,79.61,18.44,667
21,3145,3962,3145-3962,0.75,25.84,68.91,267
21,3146,1012,3146-1012,0.0,16.98,81.13,53
21,3147,7156,3147-7156,0.0,8.47,89.83,59
21,3148,6812,3148-6812,7.69,7.69,76.92,13
21,3200,9799,3200-9799,0.37,53.18,45.32,267
21,3210,9733,3210-9733,0.0,28.38,69.82,222
21,3220,4231,3220-4231,0.0,29.03,69.35,62
21,3230,5123,3230-5123,0.0,0.0,100.0,12
21,40,1021,40-1021,0.89,63.11,32.44,225
21,40,1022,40-1022,0.98,54.8,40.08,1834
21,40,2399,40-2399,2.3,44.83,47.51,522
21,40,7129,40-7129,4.07,50.59,37.74,1696
21,40,7340,40-7340,1.51,39.67,48.79,1195
21,470,120,470-120,0.0,9.76,85.37,123
21,470,2761,470-2761,0.75,13.05,79.8,1609
21,470,3196,470-3196,1.15,36.27,58.45,1213
21,470,5282,470-5282,1.34,37.31,56.68,1265
21,470,5368,470-5368,1.41,9.86,81.69,213
21,470,5722,470-5722,0.55,23.2,72.28,1086
21,470,6276,470-6276,0.75,27.92,61.17,1200
21,470,6498,470-6498,0.9,63.96,31.53,111
21,470,7789,470-7789,1.08,14.14,73.94,1301
21,470,7839,470-7839,0.0,8.41,88.79,107
21,470,7954,470-7954,1.12,59.87,34.34,1520
21,470,8927,470-8927,1.67,22.5,62.5,120
21,480,1070,480-1070,1.43,19.61,70.06,1540
21,480,125,480-125,0.0,52.59,41.48,135
21,480,1380,480-1380,0.67,30.43,61.0,1482
21,480,2892,480-2892,0.74,10.84,71.36,2039
21,480,4496,480-4496,2.38,66.67,22.62,84
21,480,5999,480-5999,1.2,10.57,76.58,1580
21,480,6195,480-6195,0.65,17.8,74.43,309
21,480,6212,480-6212,0.76,6.87,85.5,131
21,480,6816,480-6816,0.34,10.49,63.45,591
21,480,924,480-924,0.75,23.7,66.26,2131
21,480,930,480-930,2.04,12.24,74.83,294
21,480,934,480-934,1.89,25.47,61.32,106
21,490,1130,490-1130,1.87,11.24,81.65,267
21,490,1508,490-1508,0.0,23.08,76.92,39
21,50,775,50-775,1.89,36.39,57.14,371
21,500,4085,500-4085,0.0,17.24,72.41,29
21,500,7568,500-7568,0.27,12.2,81.3,369
21,510,4742,510-4742,0.0,19.44,80.56,36
21,520,1612,520-1612,0.0,18.6,81.4,43
21,540,4216,540-4216,0.86,10.34,81.47,232
21,550,1378,550-1378,1.0,51.51,46.49,299
21,550,6339,550-6339,0.0,64.1,30.77,39
21,560,7616,560-7616,0.0,27.27,72.73,88
21,580,252,580-252,0.0,95.45,4.55,44
21,60,7133,60-7133,0.0,23.08,69.23,13
21,60,8334,60-8334,0.32,25.48,70.06,314
21,640,1398,640-1398,4.76,82.54,9.52,63
21,70,3931,70-3931,0.91,71.9,21.15,331
21,70,9466,70-9466,1.5,77.71,13.01,2198
21,740,7880,740-7880,4.55,77.27,18.18,66
21,770,2058,770-2058,3.25,36.59,56.91,123
21,8001,1279,8001-1279,1.08,12.43,78.38,185
21,8001,1387,8001-1387,0.0,13.64,84.09,44
21,8001,15,8001-15,0.9,33.09,54.97,553
21,8001,1505,8001-1505,7.38,34.43,54.1,122
21,8001,1633,8001-1633,14.8,62.77,13.13,419
21,8001,1795,8001-1795,4.53,23.01,59.96,552
21,8001,2067,8001-2067,0.99,12.19,79.66,1116
21,8001,2196,8001-2196,1.44,11.56,76.56,900
21,8001,2837,8001-2837,0.51,65.31,26.02,196
21,8001,3393,8001-3393,1.24,8.07,80.75,161
21,8001,5147,8001-5147,5.17,15.52,68.97,58
21,8001,6219,8001-6219,12.78,72.78,5.0,180
21,8001,6266,8001-6266,13.19,78.02,6.59,91
21,8001,6914,8001-6914,1.32,81.65,11.74,605
21,8001,75,8001-75,0.0,12.63,79.29,198
21,8001,79,8001-79,0.0,5.13,91.03,78
21,8001,8825,8001-8825,0.79,20.24,71.03,252
21,8001,9037,8001-9037,0.0,95.93,4.07,123
21,860,2092,860-2092,1.01,2.02,90.91,99
21,870,1372,870-1372,0.0,11.91,81.95,277
21,870,2155,870-2155,0.0,26.51,66.27,83
21,870,2164,870-2164,0.32,33.86,59.34,632
21,870,2166,870-2166,0.7,16.9,76.06,142
21,870,4128,870-4128,0.56,19.44,77.78,180
21,870,6708,870-6708,0.72,18.71,74.82,139
21,880,10,880-10,3.32,89.94,2.9,964
21,880,1295,880-1295,25.88,62.94,2.35,340
21,880,1319,880-1319,1.02,94.5,2.85,491
21,880,1489,880-1489,16.16,52.53,21.21,99
21,880,1529,880-1529,24.91,55.57,10.28,574
21,880,1561,880-1561,18.5,68.79,4.05,173
21,880,1748,880-1748,25.13,64.17,5.88,187
21,880,2145,880-2145,23.28,58.62,4.66,580
21,880,2167,880-2167,5.0,62.14,24.29,140
21,880,2175,880-2175,10.92,82.76,3.74,348
21,880,2183,880-2183,3.97,70.04,19.86,277
21,880,2184,880-2184,4.04,14.52,71.26,668
21,880,2185,880-2185,31.49,40.83,16.96,578
21,880,2188,880-2188,29.34,57.49,8.98,167
21,880,2199,880-2199,12.59,28.67,47.55,143
21,880,2209,880-2209,6.42,88.28,0.48,623
21,880,2228,880-2228,15.99,32.69,41.3,569
21,880,2241,880-2241,23.08,33.57,30.77,143
21,880,2244,880-2244,0.72,87.28,2.69,558
21,880,2398,880-2398,16.23,21.5,52.31,2581
21,880,2641,880-2641,2.21,88.97,3.68,272
21,880,2726,880-2726,20.61,54.85,15.45,330
21,880,2757,880-2757,14.03,76.8,5.22,556
21,880,2994,880-2994,6.73,38.46,40.38,104
21,880,3000,880-3000,13.45,79.83,5.04,119
21,880,3378,880-3378,23.0,27.86,38.5,1213
21,880,3540,880-3540,8.55,52.99,28.21,117
21,880,3699,880-3699,23.81,54.29,12.38,105
21,880,40,880-40,18.97,39.66,29.31,58
21,880,4444,880-4444,3.05,79.98,9.16,884
21,880,4494,880-4494,21.55,62.93,7.76,116
21,880,4509,880-4509,14.29,70.56,5.4,574
21,880,4730,880-4730,0.81,96.95,0.81,492
21,880,4795,880-4795,1.1,80.88,9.93,272
21,880,5044,880-5044,26.4,67.2,2.4,125
21,880,5448,880-5448,32.56,58.91,4.26,258
21,880,5605,880-5605,25.46,58.02,4.65,817
21,880,5844,880-5844,35.4,43.36,11.5,113
21,880,6239,880-6239,29.12,56.32,6.9,261
21,880,6308,880-6308,3.8,91.14,3.8,79
21,880,6314,880-6314,7.04,66.5,19.92,1591
21,880,6350,880-6350,4.21,92.63,1.58,380
21,880,6368,880-6368,15.98,31.32,42.45,1239
21,880,6509,880-6509,7.98,28.14,53.23,263
21,880,67,880-67,3.75,85.62,5.0,160
21,880,7163,880-7163,36.21,56.9,3.45,58
21,880,7188,880-7188,30.88,61.76,1.47,68
21,880,7246,880-7246,3.26,86.96,5.43,92
21,880,7361,880-7361,19.83,59.48,12.07,116
21,880,7973,880-7973,15.12,72.29,6.2,516
21,880,8086,880-8086,11.9,31.36,45.59,1722
21,880,8145,880-8145,1.27,95.57,2.53,158
21,880,8822,880-8822,17.48,37.71,35.19,1310
21,880,8995,880-8995,27.53,67.42,3.93,178
21,880,9639,880-9639,0.0,97.25,1.1,545
21,880,9693,880-9693,8.84,84.25,3.87,362
21,880,9702,880-9702,4.91,88.32,3.5,428
21,890,2216,890-2216,0.0,2.7,90.54,74
21,900,1367,900-1367,0.82,16.52,75.31,2203
21,900,1503,900-1503,1.81,15.91,71.94,2213
21,900,1555,900-1555,0.0,0.0,100.0,13
21,900,201,900-201,0.0,21.13,73.94,142
21,900,2230,900-2230,1.27,16.46,73.2,1817
21,900,2338,900-2338,0.82,18.85,71.31,122
21,900,3980,900-3980,2.28,16.86,68.92,1625
21,900,3995,900-3995,2.61,76.34,19.2,651
21,900,4271,900-4271,0.81,12.22,77.75,2234
21,900,5259,900-5259,0.81,12.58,67.1,620
21,900,5405,900-5405,0.0,17.78,77.78,45
21,900,6165,900-6165,0.68,11.96,76.76,2367
21,900,6365,900-6365,2.02,17.34,68.95,248
21,900,7118,900-7118,0.63,13.37,78.69,1436
21,900,7244,900-7244,0.0,12.06,82.27,141
21,900,7435,900-7435,1.1,8.58,76.54,2366
21,900,8847,900-8847,0.79,12.46,76.44,1910
21,9000,1924,9000-1924,5.8,42.03,44.93,69
21,9035,1607,9035-1607,0.0,60.87,36.96,92
21,9035,3997,9035-3997,0.0,33.33,63.64,33
21,9050,8121,9050-8121,1.79,14.29,76.79,56
21,910,205,910-205,0.6,56.29,38.32,167
21,910,2350,910-2350,0.0,51.09,45.45,1010
21,910,2643,910-2643,0.0,66.67,33.33,6
21,910,604,910-604,1.16,53.94,40.9,951
21,910,861,910-861,0.0,12.5,75.0,8
21,910,9061,910-9061,0.0,2.83,92.45,106
21,910,9701,910-9701,0.0,25.81,74.19,31
21,9130,2840,9130-2840,2.74,19.18,65.75,73
21,9170,1550,9170-1550,5.03,29.72,57.09,895
21,9170,1892,9170-1892,0.0,0.0,100.0,11
21,9170,6971,9170-6971,6.49,32.63,55.26,570
21,9175,6134,9175-6134,0.76,40.15,55.3,132
21,920,2608,920-2608,0.16,10.41,86.99,615
21,930,4728,930-4728,0.0,11.11,84.72,72
21,940,7922,940-7922,0.0,15.29,80.0,85
21,950,2574,950-2574,1.0,10.0,85.0,100
21,960,48,960-48,0.0,9.09,90.91,11
