COUNTY CODE,COUNTY NAME,DISTRICT CODE,"DISTRICT NAME	",SCHOOL CODE,SCHOOL NAME,K-12 COUNT,FREE AND REDUCED COUNT,% FREE AND REDUCED,% FRL Range
1,ADAMS,10,MAPLETON 1,0,Not a school,15,N/A,N/A,0%-25%
1,ADAMS,10,MAPLETON 1,187,MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS,638,404,0.633,50%-75%
1,ADAMS,10,MAPLETON 1,212,MAPLETON EARLY COLLEGE HIGH SCHOOL,245,148,0.604,50%-75%
1,ADAMS,10,MAPLETON 1,263,GLOBAL LEADERSHIP ACADEMY,199,153,0.769,75%-100%
1,ADAMS,10,MAPLETON 1,309,ACADEMY HIGH SCHOOL,435,237,0.545,50%-75%
1,ADAMS,10,MAPLETON 1,501,MONTEREY COMMUNITY SCHOOL,424,338,0.797,75%-100%
1,ADAMS,10,MAPLETON 1,502,MEADOW COMMUNITY SCHOOL,450,345,0.767,75%-100%
1,ADAMS,10,MAPLETON 1,503,YORK INTERNATIONAL,757,496,0.655,50%-75%
1,ADAMS,10,MAPLETON 1,504,WELBY COMMUNITY SCHOOL,185,134,0.724,50%-75%
1,ADAMS,10,MAPLETON 1,505,ACHIEVE ACADEMY,487,325,0.667,50%-75%
1,ADAMS,10,MAPLETON 1,506,EXPLORE ELEMENTARY,356,247,0.694,50%-75%
1,ADAMS,10,MAPLETON 1,507,ADVENTURE ELEMENTARY,345,273,0.791,75%-100%
1,ADAMS,10,MAPLETON 1,509,CLAYTON PARTNERSHIP SCHOOL,459,326,0.71,50%-75%
1,ADAMS,10,MAPLETON 1,695,BIG PICTURE COLLEGE AND CAREER ACADEMY,92,67,0.728,50%-75%
1,ADAMS,10,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,2426,759,0.313,25%-50%
1,ADAMS,10,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,195,165,0.846,75%-100%
1,ADAMS,10,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,176,141,0.801,75%-100%
1,ADAMS,10,MAPLETON 1,6315,NORTH VALLEY SCHOOL FOR YOUNG ADULTS,58,25,0.431,25%-50%
1,ADAMS,10,MAPLETON 1,9036,VALLEY VIEW K-8,438,327,0.747,50%-75%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,14,GLACIER PEAK ELEMENTARY SCHOOL,489,182,0.372,25%-50%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,57,ROCKY TOP MIDDLE SCHOOL,1338,173,0.129,0%-25%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,59,MERIDIAN ELEMENTARY SCHOOL,782,33,0.042,0%-25%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,210,VANTAGE POINT,357,202,0.566,50%-75%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,301,ARAPAHOE RIDGE ELEMENTARY SCHOOL,624,258,0.413,25%-50%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,1388,CENTENNIAL ELEMENTARY SCHOOL,426,307,0.721,50%-75%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,1480,CENTURY MIDDLE SCHOOL,1021,336,0.329,25%-50%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,1519,STARGATE CHARTER SCHOOL,1156,40,0.035,0%-25%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,1878,CORONADO HILLS ELEMENTARY SCHOOL,531,460,0.866,75%-100%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,1914,COTTON CREEK ELEMENTARY SCHOOL,604,153,0.253,25%-50%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,1937,COYOTE RIDGE ELEMENTARY SCHOOL,568,31,0.055,0%-25%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,2361,EAGLEVIEW ELEMENTARY SCHOOL,581,147,0.253,25%-50%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,487,132,0.271,25%-50%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,343,171,0.499,25%-50%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,507,230,0.454,25%-50%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,445,121,0.272,25%-50%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,466,389,0.835,75%-100%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,337,172,0.51,50%-75%
1,ADAMS,20,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,545,500,0.917,75%-100%
