year,districtcode,schoolcode,mergecode,black,hispanic,white,totalenroll
19,1420,4404,1420-4404,0.57,8.0,80.57,175
19,1420,4408,1420-4408,0.38,21.84,68.97,261
19,1420,4410,1420-4410,0.47,14.66,74.23,423
19,1420,4422,1420-4422,5.84,72.99,17.52,411
19,1420,4942,1420-4942,2.25,33.0,54.14,2091
19,1420,5415,1420-5415,0.0,23.53,64.71,17
19,1420,5623,1420-5623,0.0,14.55,76.36,55
19,1420,5892,1420-5892,0.0,33.33,57.58,33
19,1420,6237,1420-6237,0.97,61.17,33.98,206
19,1420,6541,1420-6541,0.89,12.44,82.22,225
19,1420,664,1420-664,1.37,39.22,47.97,1530
19,1420,7114,1420-7114,1.2,35.78,56.29,1336
19,1420,7239,1420-7239,0.22,10.86,82.89,1823
19,1420,7701,1420-7701,0.0,12.59,76.92,143
19,1420,8036,1420-8036,2.78,26.39,56.94,72
19,1420,8209,1420-8209,0.96,20.22,65.41,1350
19,1420,8793,1420-8793,1.6,14.97,77.01,187
19,1420,9234,1420-9234,0.0,4.35,93.48,46
19,1420,9245,1420-9245,0.0,7.69,84.62,13
19,1420,9510,1420-9510,1.25,36.54,56.15,1204
19,1420,965,1420-965,3.4,50.49,39.32,412
19,1430,2336,1430-2336,0.0,9.8,90.2,51
19,1440,7009,1440-7009,0.0,6.67,86.67,15
19,1450,2960,1450-2960,0.0,6.52,93.48,46
19,1460,7746,1460-7746,5.88,17.65,73.53,34
19,1480,8354,1480-8354,0.0,20.37,77.78,54
19,1490,842,1490-842,0.0,38.24,58.82,34
19,1500,1152,1500-1152,0.0,42.58,54.55,209
19,1510,4904,1510-4904,0.7,66.67,28.77,285
19,1510,4952,1510-4952,0.0,73.08,26.92,26
19,1520,0,1520-0,0.0,23.08,46.15,13
19,1520,1526,1520-1526,2.42,23.39,65.59,372
19,1520,2097,1520-2097,0.0,0.0,100.0,1
19,1520,2318,1520-2318,0.35,16.31,75.58,1159
19,1520,3571,1520-3571,1.22,20.73,71.95,82
19,1530,640,1530-640,0.0,13.07,82.13,375
19,1540,4258,1540-4258,0.0,34.06,28.82,229
19,1550,0,1550-0,0.0,44.44,33.33,9
19,1550,146,1550-146,0.67,13.42,75.17,149
19,1550,1917,1550-1917,0.0,14.58,79.17,48
19,1550,3046,1550-3046,2.1,23.01,66.56,1860
19,1550,3105,1550-3105,1.07,8.37,80.83,2055
19,1550,3760,1550-3760,2.44,23.58,67.48,123
19,1550,5120,1550-5120,0.29,6.9,84.77,348
19,1550,7104,1550-7104,0.6,7.19,83.83,167
19,1550,7124,1550-7124,0.66,27.47,66.32,1820
19,1550,7127,1550-7127,1.91,36.84,55.02,209
19,1550,7198,1550-7198,1.05,24.21,71.58,95
19,1550,7470,1550-7470,1.57,15.63,74.84,2035
19,1560,5121,1560-5121,0.0,12.0,80.0,25
19,1560,5235,1560-5235,0.0,11.93,86.24,109
19,1560,5316,1560-5316,1.83,20.88,72.16,1638
19,1560,6163,1560-6163,2.33,23.94,68.33,1203
19,1560,812,1560-812,0.0,10.32,85.99,678
19,1560,8824,1560-8824,0.64,18.03,77.46,1087
19,1560,9260,1560-9260,2.54,30.51,60.17,118
19,1570,2788,1570-2788,0.0,0.0,75.0,4
19,1570,2794,1570-2794,0.0,23.72,70.57,333
19,1580,8906,1580-8906,1.17,64.98,29.57,257
19,1590,7164,1590-7164,0.0,54.9,45.1,51
19,1600,4048,1600-4048,0.0,50.46,46.79,109
19,1620,66,1620-66,0.0,65.22,34.78,23
19,170,2140,170-2140,0.0,34.69,59.18,49
19,1750,948,1750-948,3.31,17.88,76.16,151
19,1750,978,1750-978,0.0,36.84,47.37,19
19,1760,4694,1760-4694,0.0,13.33,86.67,15
19,1780,4162,1780-4162,1.82,1.82,96.36,55
19,1790,5136,1790-5136,1.44,12.95,80.58,139
19,180,1,180-1,30.0,30.0,30.0,10
19,180,1458,180-1458,16.55,67.3,4.75,2000
19,180,3354,180-3354,21.16,56.06,12.45,1550
19,180,4024,180-4024,13.29,72.68,6.05,2167
19,180,5298,180-5298,36.46,39.58,19.79,192
19,180,6546,180-6546,0.61,15.76,77.58,165
19,180,7250,180-7250,21.49,42.06,24.27,2266
19,180,8356,180-8356,10.86,66.02,16.71,359
19,180,9125,180-9125,16.05,48.38,23.33,1389
19,180,9189,180-9189,17.65,55.88,23.53,102
19,180,9396,180-9396,7.71,73.63,4.98,402
19,1810,4506,1810-4506,0.0,0.0,100.0,8
19,1828,1224,1828-1224,1.27,24.05,73.42,79
19,1828,8260,1828-8260,0.38,21.97,73.3,528
19,1850,2988,1850-2988,0.0,9.52,90.48,42
19,1860,5806,1860-5806,3.45,4.6,89.66,87
19,1870,6838,1870-6838,0.0,0.0,93.62,47
19,190,1176,190-1176,0.66,13.91,82.12,151
19,190,1752,190-1752,7.16,16.67,70.47,684
19,190,2356,190-2356,2.26,35.59,61.02,177
19,190,3362,190-3362,6.38,23.94,65.96,188
19,1980,2126,1980-2126,0.0,9.09,90.91,44
19,1990,3582,1990-3582,10.87,23.19,60.14,138
19,1990,7032,1990-7032,0.0,4.72,89.62,106
19,20,0,20-0,3.64,41.82,47.27,55
19,20,1519,20-1519,1.01,12.59,61.96,397
19,20,210,20-210,1.63,62.09,31.7,306
19,20,4108,20-4108,1.69,27.3,62.83,2007
19,20,4699,20-4699,0.97,90.29,7.77,309
19,20,5043,20-5043,1.04,21.7,67.08,2406
19,20,5816,20-5816,3.75,69.15,20.41,1705
19,20,6060,20-6060,2.2,36.33,54.34,2004
19,20,6402,20-6402,2.33,64.47,26.51,2063
19,20,6802,20-6802,0.24,12.68,77.32,410
19,20,6956,20-6956,4.28,57.19,34.56,327
19,20,9431,20-9431,0.0,18.39,68.97,87
19,2000,1450,2000-1450,0.94,33.42,60.26,1598
19,2000,3350,2000-3350,0.0,0.0,90.91,11
19,2000,3570,2000-3570,0.78,23.21,67.99,1534
19,2000,3604,2000-3604,0.46,20.64,71.1,218
19,2000,361,2000-361,0.21,13.35,80.93,472
19,2000,5828,2000-5828,1.69,12.71,83.9,118
19,2000,6070,2000-6070,0.53,14.0,79.76,1329
19,2000,6666,2000-6666,0.7,28.36,65.57,1005
19,2000,7236,2000-7236,1.09,32.73,59.27,275
19,2010,1966,2010-1966,0.0,7.89,92.11,38
19,2020,5962,2020-5962,0.33,22.85,72.02,604
19,2035,6026,2035-6026,0.45,18.89,51.27,667
19,2035,8133,2035-8133,0.0,11.94,61.94,134
19,2055,2208,2055-2208,0.0,17.65,73.2,153
19,2070,5452,2070-5452,0.77,16.15,72.31,130
19,2180,6058,2180-6058,0.53,37.96,56.63,1312
19,2180,6262,2180-6262,0.0,9.78,84.78,92
19,2180,6494,2180-6494,0.7,52.96,44.25,287
19,2180,9149,2180-9149,0.51,36.55,60.41,197
19,2190,6436,2190-6436,1.54,7.69,89.23,65
19,2190,6718,2190-6718,0.0,0.0,100.0,5
19,220,6658,220-6658,0.2,21.29,66.87,498
19,230,9226,230-9226,0.0,16.22,78.38,37
19,2395,1096,2395-1096,0.95,46.08,51.07,421
19,240,7180,240-7180,0.0,17.65,82.35,17
19,2405,3078,2405-3078,5.61,60.09,31.07,927
19,2405,5180,2405-5180,2.17,45.65,52.17,46
19,250,8168,250-8168,1.61,19.35,75.81,62
19,2505,9360,2505-9360,0.0,17.54,80.7,57
19,2515,9582,2515-9582,0.6,24.7,70.48,166
19,2520,5015,2520-5015,1.06,63.13,32.63,377
19,2530,7442,2530-7442,0.47,72.64,25.47,212
19,2535,5506,2535-5506,1.92,55.77,38.46,52
19,2540,3134,2540-3134,0.0,23.93,76.07,117
19,2560,1546,2560-1546,0.0,25.42,72.88,59
19,2570,8456,2570-8456,3.64,25.45,61.82,110
19,2580,6600,2580-6600,0.0,7.41,87.04,54
19,2590,7346,2590-7346,0.0,9.0,86.0,100
19,260,9100,260-9100,0.0,47.06,52.94,17
19,2600,7046,2600-7046,0.81,14.23,77.64,246
19,2610,8118,2610-8118,1.47,18.38,76.47,136
19,2620,2686,2620-2686,0.0,53.33,46.67,15
19,2620,4080,2620-4080,0.59,49.7,49.11,169
19,2630,3850,2630-3850,1.12,13.48,84.27,89
19,2640,432,2640-432,0.71,9.38,88.14,565
19,2650,3546,2650-3546,0.0,71.43,28.57,56
19,2660,4960,2660-4960,0.23,56.68,40.32,434
19,2670,4058,2670-4058,0.0,57.73,41.24,97
19,2680,9608,2680-9608,0.0,20.63,71.43,63
19,2690,0,2690-0,3.45,58.62,31.03,29
19,2690,1402,2690-1402,1.6,62.72,31.27,1065
19,2690,1454,2690-1454,1.88,70.93,23.55,743
19,2690,1488,2690-1488,0.0,87.02,10.58,208
19,2690,2394,2690-2394,2.37,74.8,19.57,1012
19,2690,6677,2690-6677,1.12,61.8,32.58,89
19,2690,8082,2690-8082,2.88,62.09,31.48,1042
19,270,1252,270-1252,0.0,0.0,100.0,7
19,2700,5990,2700-5990,0.0,45.93,48.89,135
19,2700,7208,2700-7208,0.48,41.86,54.6,1044
19,2700,7214,2700-7214,0.85,33.38,58.68,1411
19,2700,7534,2700-7534,0.47,20.47,71.63,215
19,2700,7879,2700-7879,0.0,25.49,69.28,153
19,2710,5762,2710-5762,0.0,11.27,87.25,204
19,2720,7276,2720-7276,0.0,8.26,87.6,121
19,2730,2150,2730-2150,0.0,52.31,45.38,130
19,2740,6030,2740-6030,2.78,75.0,16.67,36
19,2740,6046,2740-6046,0.72,69.53,25.45,279
19,2740,6520,2740-6520,0.0,35.38,63.08,65
19,2750,7664,2750-7664,0.0,30.84,64.49,107
19,2760,3862,2760-3862,1.67,19.17,77.5,120
19,2770,8212,2770-8212,0.36,11.59,83.94,828
19,2770,9757,2770-9757,0.0,13.79,82.76,29
19,2780,8050,2780-8050,0.9,6.31,90.09,111
19,2790,6146,2790-6146,0.0,36.84,60.53,38
19,2800,2018,2800-2018,0.0,23.08,69.23,26
19,2800,5958,2800-5958,0.0,8.57,77.14,35
19,2810,1368,2810-1368,0.0,56.25,37.5,16
19,2810,1420,2810-1420,0.0,90.14,7.75,142
19,2810,51,2810-51,0.0,92.31,7.69,13
19,2820,7904,2820-7904,0.0,33.33,66.67,18
19,2830,8794,2830-8794,0.35,17.3,78.89,289
19,2840,6422,2840-6422,0.0,8.33,90.0,60
19,2862,4369,2862-4369,1.52,28.03,65.91,264
19,2862,4492,2862-4492,0.0,34.29,55.71,70
19,2865,7322,2865-7322,0.0,10.53,86.84,38
19,290,4279,290-4279,9.09,12.99,76.62,77
19,290,443,290-443,3.56,66.49,27.45,1319
19,290,4990,290-4990,1.4,44.06,48.95,143
19,30,22,30-22,2.94,84.93,10.29,272
19,30,24,30-24,2.04,86.73,9.07,1764
19,3000,8375,3000-8375,0.0,35.71,58.93,56
19,3000,8378,3000-8378,1.57,28.6,65.14,958
19,3010,2024,3010-2024,3.61,4.82,90.36,83
19,3020,9696,3020-9696,0.52,10.89,82.81,762
19,3030,90,3030-90,0.0,16.19,79.05,105
19,3040,308,3040-308,0.0,21.62,78.38,37
19,3050,6586,3050-6586,3.03,6.06,86.36,66
19,3060,5258,3060-5258,0.0,13.51,83.78,37
19,3070,9704,3070-9704,0.0,5.0,95.0,20
19,3080,9032,3080-9032,0.55,59.89,36.78,541
19,3085,2456,3085-2456,0.54,23.38,73.74,556
19,3090,1446,3090-1446,0.91,41.58,53.72,659
19,310,5670,310-5670,0.0,0.0,96.97,66
19,3100,9393,3100-9393,0.0,7.57,82.87,251
19,3100,9672,3100-9672,0.44,16.19,79.05,1594
19,3110,7490,3110-7490,0.76,30.59,65.63,1059
19,3120,1875,3120-1875,0.52,17.66,79.74,385
19,3120,2657,3120-2657,1.74,55.4,38.68,287
19,3120,2850,3120-2850,0.66,33.88,61.82,605
19,3120,3610,3120-3610,4.83,68.02,23.27,1573
19,3120,3614,3120-3614,3.59,64.19,26.49,1642
19,3120,4425,3120-4425,0.9,82.13,14.44,554
19,3120,6364,3120-6364,0.68,70.83,25.51,1176
19,3120,8965,3120-8965,1.44,49.28,44.98,209
19,3130,4670,3130-4670,0.0,35.04,62.96,351
19,3140,3070,3140-3070,0.3,75.79,22.69,661
19,3145,3962,3145-3962,0.34,29.59,67.35,294
19,3146,1012,3146-1012,0.0,10.34,87.93,58
19,3147,7156,3147-7156,0.0,1.89,96.23,53
19,3148,6812,3148-6812,0.0,13.33,86.67,15
19,3200,9799,3200-9799,0.0,53.88,46.12,232
19,3210,9733,3210-9733,1.03,29.9,66.49,194
19,3220,4231,3220-4231,0.0,26.42,69.81,53
19,3230,5123,3230-5123,0.0,13.33,80.0,15
19,40,1021,40-1021,2.4,55.77,38.94,208
19,40,1022,40-1022,1.1,51.18,42.59,1815
19,40,1560,40-1560,0.0,37.7,59.02,61
19,40,2399,40-2399,2.48,41.41,51.91,524
19,40,6,40-6,0.0,0.0,100.0,1
19,40,7129,40-7129,3.04,45.1,43.79,1909
19,40,7340,40-7340,1.29,40.33,47.88,543
19,470,120,470-120,0.0,12.77,82.98,94
19,470,2761,470-2761,1.41,12.38,80.43,1349
19,470,3196,470-3196,0.28,31.69,65.06,1076
19,470,5282,470-5282,1.61,35.58,57.61,1307
19,470,5368,470-5368,0.0,10.4,84.65,202
19,470,5722,470-5722,0.36,22.51,72.86,1124
19,470,6276,470-6276,1.02,29.2,58.91,1178
19,470,6498,470-6498,0.0,57.52,39.82,113
19,470,7789,470-7789,1.41,14.5,75.88,1414
19,470,7839,470-7839,0.0,19.44,74.07,108
19,470,7954,470-7954,0.95,58.63,36.48,1472
19,470,8927,470-8927,2.21,32.35,58.09,136
19,480,1070,480-1070,0.76,19.7,71.44,1579
19,480,125,480-125,1.39,70.14,22.92,144
19,480,1380,480-1380,0.76,29.71,62.21,1323
19,480,2892,480-2892,0.5,11.98,70.81,2179
19,480,4496,480-4496,1.05,69.47,25.26,95
19,480,5999,480-5999,1.17,9.99,77.86,1712
19,480,6195,480-6195,0.63,15.09,77.67,318
19,480,6212,480-6212,0.69,7.59,85.52,145
19,480,6816,480-6816,0.67,10.62,65.26,593
19,480,924,480-924,0.95,21.92,67.05,2103
19,480,930,480-930,2.13,8.51,82.98,47
19,480,934,480-934,0.0,16.51,70.64,109
19,490,1130,490-1130,1.09,11.23,85.51,276
19,490,1508,490-1508,0.0,18.42,71.05,38
19,50,775,50-775,0.58,28.12,67.83,345
19,500,4085,500-4085,0.0,36.67,56.67,30
19,500,7568,500-7568,0.26,11.9,81.48,378
19,510,4742,510-4742,0.0,3.12,93.75,32
19,520,1612,520-1612,0.0,17.95,82.05,39
19,540,4216,540-4216,0.91,11.82,79.55,220
19,550,1378,550-1378,1.03,50.68,45.55,292
19,550,6339,550-6339,2.56,61.54,35.9,39
19,560,7616,560-7616,0.0,32.26,66.67,93
19,580,252,580-252,0.0,97.78,2.22,45
19,60,7133,60-7133,0.0,16.67,83.33,12
19,60,8334,60-8334,0.31,19.44,77.74,319
19,640,1398,640-1398,0.0,94.12,5.88,68
19,70,0,70-0,0.0,0.0,66.67,3
19,70,3931,70-3931,1.63,78.05,16.53,369
19,70,9466,70-9466,1.09,77.33,13.59,2391
19,740,7880,740-7880,1.49,88.06,10.45,67
19,770,2058,770-2058,2.48,32.23,63.64,121
19,8001,1279,8001-1279,2.14,12.14,77.86,140
19,8001,15,8001-15,0.36,36.38,51.61,558
19,8001,1505,8001-1505,13.89,22.22,52.78,36
19,8001,1633,8001-1633,14.37,56.01,17.6,341
19,8001,1795,8001-1795,7.0,22.95,58.27,671
19,8001,2067,8001-2067,1.69,10.76,81.27,1004
19,8001,2196,8001-2196,2.32,10.26,76.32,604
19,8001,2837,8001-2837,0.51,62.76,29.08,196
19,8001,3393,8001-3393,0.0,13.95,75.97,129
19,8001,5147,8001-5147,3.09,19.59,72.16,97
19,8001,6219,8001-6219,10.03,75.92,3.68,299
19,8001,6266,8001-6266,22.77,66.34,4.95,101
19,8001,6914,8001-6914,0.92,77.43,16.33,545
19,8001,75,8001-75,0.0,15.48,79.76,252
19,8001,8825,8001-8825,0.89,18.75,69.64,224
19,8001,9037,8001-9037,0.0,95.08,4.92,122
19,860,2092,860-2092,0.84,1.68,93.28,119
19,870,1372,870-1372,0.0,10.33,83.39,271
19,870,2155,870-2155,0.0,29.87,63.64,77
19,870,2164,870-2164,0.0,32.48,61.22,588
19,870,2166,870-2166,2.11,14.79,79.58,142
19,870,4128,870-4128,0.53,17.02,80.85,188
19,870,6708,870-6708,1.37,11.64,81.51,146
19,870,93,870-93,0.0,0.0,100.0,12
19,880,10,880-10,3.05,88.55,2.63,952
19,880,1295,880-1295,24.68,61.95,3.34,389
19,880,1319,880-1319,1.23,92.59,4.32,486
19,880,1489,880-1489,18.8,48.87,24.06,133
19,880,1529,880-1529,20.66,53.44,14.43,305
19,880,1561,880-1561,10.14,82.61,2.9,138
19,880,1748,880-1748,19.57,67.28,7.34,327
19,880,2145,880-2145,22.18,56.55,7.27,550
19,880,2167,880-2167,5.6,62.4,26.4,125
19,880,2175,880-2175,13.7,76.23,6.2,387
19,880,2183,880-2183,4.2,64.15,21.01,357
19,880,2184,880-2184,5.24,13.47,69.76,668
19,880,2185,880-2185,26.12,36.25,24.4,582
19,880,2188,880-2188,38.86,47.15,9.33,193
19,880,2209,880-2209,8.99,85.02,1.31,534
19,880,2228,880-2228,13.03,32.33,43.61,399
19,880,2241,880-2241,19.25,29.71,39.33,239
19,880,2244,880-2244,1.75,86.94,3.31,513
19,880,2398,880-2398,17.13,23.13,49.33,2603
19,880,2641,880-2641,1.95,87.5,6.64,256
19,880,2726,880-2726,23.3,55.76,15.18,382
19,880,2757,880-2757,14.32,78.3,4.92,447
19,880,2994,880-2994,17.82,50.5,25.74,101
19,880,3000,880-3000,6.45,83.06,4.84,124
19,880,3378,880-3378,21.89,31.77,35.01,1174
19,880,3540,880-3540,7.46,49.25,33.58,134
19,880,3699,880-3699,24.18,57.14,13.19,91
19,880,40,880-40,18.44,39.72,33.33,141
19,880,4444,880-4444,2.21,76.97,10.62,951
19,880,4494,880-4494,24.21,64.21,6.32,95
19,880,4509,880-4509,17.64,71.12,4.26,516
19,880,4730,880-4730,1.31,95.63,1.31,458
19,880,4795,880-4795,1.86,81.04,10.78,269
19,880,5044,880-5044,39.25,52.34,5.61,107
19,880,5448,880-5448,37.12,52.84,3.68,299
19,880,5605,880-5605,21.27,62.15,5.95,790
19,880,5844,880-5844,39.67,41.32,10.74,121
19,880,6239,880-6239,24.12,62.38,6.75,311
19,880,6308,880-6308,5.56,85.19,2.78,108
19,880,6314,880-6314,7.45,70.28,16.36,1235
19,880,6350,880-6350,5.41,91.89,0.54,370
19,880,6368,880-6368,18.42,35.27,36.36,825
19,880,6509,880-6509,9.29,30.11,50.19,269
19,880,67,880-67,7.81,82.03,8.59,128
19,880,7163,880-7163,19.38,69.77,8.53,129
19,880,7188,880-7188,12.63,73.68,2.11,95
19,880,7246,880-7246,8.25,85.57,1.03,97
19,880,7361,880-7361,5.45,81.82,6.36,110
19,880,7973,880-7973,15.35,70.84,5.88,391
19,880,8086,880-8086,14.97,33.23,38.93,1577
19,880,8132,880-8132,0.0,100.0,0.0,68
19,880,8145,880-8145,1.31,92.81,5.23,153
19,880,8347,880-8347,3.45,91.03,3.1,290
19,880,8822,880-8822,17.52,34.87,38.25,1153
19,880,8995,880-8995,22.22,71.19,4.12,243
19,880,9639,880-9639,0.2,97.34,0.61,489
19,880,9693,880-9693,8.53,82.67,5.6,375
19,880,9702,880-9702,4.43,88.11,3.5,429
19,890,2216,890-2216,0.0,7.81,87.5,64
19,900,1367,900-1367,1.14,14.46,77.3,2185
19,900,1503,900-1503,1.7,14.68,73.58,2241
19,900,1555,900-1555,0.0,0.0,90.0,10
19,900,201,900-201,1.34,20.13,71.14,149
19,900,2230,900-2230,1.41,15.43,75.72,1841
19,900,2338,900-2338,1.44,15.11,72.66,139
19,900,3980,900-3980,1.97,15.45,70.82,1676
19,900,3995,900-3995,5.26,69.78,20.88,589
19,900,4271,900-4271,0.81,10.96,80.44,2209
19,900,5259,900-5259,0.65,11.49,71.36,618
19,900,5405,900-5405,0.0,17.86,78.57,28
19,900,6165,900-6165,0.77,10.63,78.9,2332
19,900,6365,900-6365,0.62,12.46,75.08,321
19,900,7118,900-7118,1.15,12.75,78.53,1388
19,900,7244,900-7244,0.65,9.8,83.66,153
19,900,7435,900-7435,0.71,8.74,77.36,2266
19,900,79,900-79,0.0,12.12,78.79,33
19,900,8847,900-8847,0.84,11.28,77.73,2012
19,9000,1924,9000-1924,4.5,38.74,45.05,111
19,9035,1607,9035-1607,2.97,55.45,40.59,101
19,9035,3997,9035-3997,0.0,58.54,39.02,41
19,9050,8121,9050-8121,0.0,16.13,83.87,31
19,910,205,910-205,0.0,68.62,26.6,188
19,910,2350,910-2350,0.1,50.62,45.17,974
19,910,2643,910-2643,0.0,65.71,31.43,35
19,910,604,910-604,0.73,52.24,43.18,961
19,910,861,910-861,0.0,55.17,37.93,29
19,910,9061,910-9061,0.0,0.0,95.45,88
19,910,9701,910-9701,0.0,38.89,61.11,18
19,9130,2840,9130-2840,2.63,17.11,72.37,76
19,9170,1550,9170-1550,7.34,26.06,58.88,518
19,9170,6971,9170-6971,5.84,25.75,61.68,668
19,9175,6134,9175-6134,0.0,46.77,50.0,124
19,920,2608,920-2608,0.59,9.01,87.89,677
19,920,3236,920-3236,2.13,8.51,89.36,47
19,930,4728,930-4728,0.0,18.75,79.69,64
19,940,7922,940-7922,0.0,8.89,85.56,90
19,950,2574,950-2574,0.0,5.49,87.91,91
19,960,48,960-48,0.0,12.5,87.5,8
19,970,1218,970-1218,5.56,7.64,84.03,144
19,980,3806,980-3806,19.54,49.95,19.16,1049
19,980,3870,980-3870,13.25,49.4,22.89,83
19,980,4378,980-4378,9.9,43.56,33.66,404
19,980,469,980-469,9.17,77.85,9.84,447
19,980,5763,980-5763,0.0,22.39,70.15,67
19,980,7882,980-7882,22.85,45.83,18.18,792
19,990,5841,990-5841,11.81,30.61,45.77,1287
