County Name,Org. Code,Organization Name,School Code,School Name / Category (include or exclude alternative schools),Grade,Total Pupil Count,Total Dropout Rate,Black Or Aftican American Pupil Count,Hispanic or Latino Pupil Count,White Pupil Count,School Closed Note
DENVER,0880,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,9,60,0.0670,24,28,2,
DENVER,0880,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,10,79,0.1140,33,40,4,
DENVER,0880,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,11,65,0.1230,20,36,5,
DENVER,0880,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,12,84,0.0480,28,43,8,
DENVER,0880,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,ALL,339,0.0860,127,171,24,
DENVER,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,7,168,0.0000,23,128,6,
DENVER,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,8,165,0.0000,22,131,5,
DENVER,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,9,201,0.0150,29,155,5,
DENVER,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,10,151,0.0330,25,118,4,
DENVER,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,11,114,0.0000,11,92,8,
DENVER,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,12,98,0.0000,15,79,2,
DENVER,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,ALL,897,0.0090,125,703,30,
DENVER,0880,DENVER COUNTY 1,2218,DSST: CONSERVATORY GREEN MIDDLE SCHOOL,7,162,0.0060,53,57,34,
DENVER,0880,DENVER COUNTY 1,2218,DSST: CONSERVATORY GREEN MIDDLE SCHOOL,ALL,162,0.0060,53,57,34,
DENVER,0880,DENVER COUNTY 1,2223,DSST: COLE MIDDLE SCHOOL,7,169,0.0000,26,117,21,
DENVER,0880,DENVER COUNTY 1,2223,DSST: COLE MIDDLE SCHOOL,8,157,0.0060,42,97,13,
DENVER,0880,DENVER COUNTY 1,2223,DSST: COLE MIDDLE SCHOOL,ALL,326,0.0030,68,214,34,
DENVER,0880,DENVER COUNTY 1,2227,DENVER DISCOVERY SCHOOL,7,127,0.0000,27,17,67,
DENVER,0880,DENVER COUNTY 1,2227,DENVER DISCOVERY SCHOOL,ALL,127,0.0000,27,17,67,
DENVER,0880,DENVER COUNTY 1,2241,DENVER SCHOOL OF INNOVATION AND SUSTAINABLE DESIGN,9,129,0.0000,19,52,43,
DENVER,0880,DENVER COUNTY 1,2241,DENVER SCHOOL OF INNOVATION AND SUSTAINABLE DESIGN,ALL,129,0.0000,19,52,43,
DENVER,0880,DENVER COUNTY 1,2244,DSST COLLEGE VIEW HIGH SCHOOL,9,179,0.0000,2,149,13,
DENVER,0880,DENVER COUNTY 1,2244,DSST COLLEGE VIEW HIGH SCHOOL,ALL,179,0.0000,2,149,13,
DENVER,0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,9,827,0.0120,168,221,349,
DENVER,0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,10,683,0.0070,138,185,290,
DENVER,0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,11,653,0.0060,142,153,285,
DENVER,0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,12,663,0.0120,130,153,310,
DENVER,0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,ALL,2826,0.0100,578,712,1234,
DENVER,0880,DENVER COUNTY 1,2641,EXCEL ACADEMY,9,90,0.2220,3,76,9,
DENVER,0880,DENVER COUNTY 1,2641,EXCEL ACADEMY,10,92,0.1520,5,77,7,
DENVER,0880,DENVER COUNTY 1,2641,EXCEL ACADEMY,11,101,0.1780,5,87,4,
DENVER,0880,DENVER COUNTY 1,2641,EXCEL ACADEMY,12,80,0.0630,2,74,2,
DENVER,0880,DENVER COUNTY 1,2641,EXCEL ACADEMY,ALL,363,0.1570,15,314,22,
DENVER,0880,DENVER COUNTY 1,2726,EMILY GRIFFITH TECHNICAL COLLEGE,9,30,0.6000,7,17,4,
DENVER,0880,DENVER COUNTY 1,2726,EMILY GRIFFITH TECHNICAL COLLEGE,10,69,0.4350,18,35,13,
DENVER,0880,DENVER COUNTY 1,2726,EMILY GRIFFITH TECHNICAL COLLEGE,11,134,0.3810,31,77,17,
DENVER,0880,DENVER COUNTY 1,2726,EMILY GRIFFITH TECHNICAL COLLEGE,12,576,0.4320,137,310,90,
DENVER,0880,DENVER COUNTY 1,2726,EMILY GRIFFITH TECHNICAL COLLEGE,ALL,809,0.4300,193,439,124,
DENVER,0880,DENVER COUNTY 1,2755,VENTURE PREP HIGH SCHOOL,9,87,0.0110,23,54,5,
DENVER,0880,DENVER COUNTY 1,2755,VENTURE PREP HIGH SCHOOL,10,101,0.0200,29,60,11,
DENVER,0880,DENVER COUNTY 1,2755,VENTURE PREP HIGH SCHOOL,11,79,0.0000,23,48,6,
DENVER,0880,DENVER COUNTY 1,2755,VENTURE PREP HIGH SCHOOL,12,60,0.0000,20,31,3,
DENVER,0880,DENVER COUNTY 1,2755,VENTURE PREP HIGH SCHOOL,ALL,327,0.0090,95,193,25,
DENVER,0880,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,9,239,0.0330,48,166,14,
DENVER,0880,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,10,198,0.0250,43,130,9,
DENVER,0880,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,11,170,0.0410,34,128,1,
DENVER,0880,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,12,133,0.0380,17,95,9,
DENVER,0880,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,ALL,740,0.0340,142,519,33,
DENVER,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,7,16,0.0000,0,16,0,
DENVER,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,8,13,0.0000,0,13,0,
DENVER,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,9,15,0.0000,0,15,0,
DENVER,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,10,15,0.0000,0,14,1,
DENVER,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,11,11,0.0000,0,11,0,
DENVER,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,12,12,0.0000,0,12,0,
DENVER,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,ALL,82,0.0000,0,81,1,
DENVER,0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,9,46,0.4350,1,40,2,
DENVER,0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,10,57,0.4560,8,43,3,
DENVER,0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,11,51,0.2160,4,36,10,
DENVER,0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,12,60,0.1670,7,47,5,
DENVER,0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,ALL,214,0.3130,20,166,20,
DENVER,0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,9,571,0.0140,153,200,145,
DENVER,0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,10,445,0.0090,118,145,122,
DENVER,0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,11,347,0.0120,108,105,95,
DENVER,0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,12,341,0.0150,96,101,109,
DENVER,0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,ALL,1704,0.0120,475,551,471,
DENVER,0880,DENVER COUNTY 1,3540,GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL,9,77,0.0130,15,33,21,
DENVER,0880,DENVER COUNTY 1,3540,GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL,10,57,0.0000,3,27,20,
DENVER,0880,DENVER COUNTY 1,3540,GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL,ALL,134,0.0070,18,60,41,
DENVER,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,7,205,0.0000,8,151,32,
DENVER,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,8,166,0.0000,6,121,26,
DENVER,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,ALL,371,0.0000,14,272,58,
DENVER,0880,DENVER COUNTY 1,3605,GRANT RANCH ECE-8 SCHOOL,7,112,0.0000,4,54,42,
DENVER,0880,DENVER COUNTY 1,3605,GRANT RANCH ECE-8 SCHOOL,8,109,0.0180,1,60,36,
DENVER,0880,DENVER COUNTY 1,3605,GRANT RANCH ECE-8 SCHOOL,ALL,221,0.0090,5,114,78,
DENVER,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,7,106,0.0190,10,49,40,
DENVER,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,8,86,0.0120,4,37,39,
DENVER,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,ALL,192,0.0160,14,86,79,
DENVER,0880,DENVER COUNTY 1,3647,MARIE L. GREENWOOD ACADEMY,7,70,0.0000,9,54,1,
DENVER,0880,DENVER COUNTY 1,3647,MARIE L. GREENWOOD ACADEMY,8,70,0.0000,5,64,0,
DENVER,0880,DENVER COUNTY 1,3647,MARIE L. GREENWOOD ACADEMY,ALL,140,0.0000,14,118,1,
DENVER,0880,DENVER COUNTY 1,3746,HAMILTON MIDDLE SCHOOL,7,367,0.0050,67,138,131,
DENVER,0880,DENVER COUNTY 1,3746,HAMILTON MIDDLE SCHOOL,8,336,0.0030,66,129,109,
DENVER,0880,DENVER COUNTY 1,3746,HAMILTON MIDDLE SCHOOL,ALL,703,0.0040,133,267,240,
DENVER,0880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY SOUTHEAST,7,63,0.0000,11,11,36,
DENVER,0880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY SOUTHEAST,8,60,0.0000,16,18,24,
DENVER,0880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY SOUTHEAST,ALL,123,0.0000,27,29,60,
DENVER,0880,DENVER COUNTY 1,3990,HILL CAMPUS OF ARTS AND SCIENCES,7,294,0.0100,60,97,104,
DENVER,0880,DENVER COUNTY 1,3990,HILL CAMPUS OF ARTS AND SCIENCES,8,274,0.0000,69,105,76,
DENVER,0880,DENVER COUNTY 1,3990,HILL CAMPUS OF ARTS AND SCIENCES,ALL,568,0.0050,129,202,180,
DENVER,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,7,108,0.0000,17,85,2,
DENVER,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,8,107,0.0000,20,83,2,
DENVER,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,ALL,215,0.0000,37,168,4,
DENVER,0880,DENVER COUNTY 1,4381,DSST: COLLEGE VIEW MIDDLE SCHOOL,7,169,0.0120,0,146,12,
DENVER,0880,DENVER COUNTY 1,4381,DSST: COLLEGE VIEW MIDDLE SCHOOL,8,162,0.0000,1,138,10,
DENVER,0880,DENVER COUNTY 1,4381,DSST: COLLEGE VIEW MIDDLE SCHOOL,ALL,331,0.0060,1,284,22,
DENVER,0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,9,505,0.0320,20,371,70,
DENVER,0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,10,366,0.0030,15,278,41,
DENVER,0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,11,352,0.0000,9,252,46,
DENVER,0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,12,340,0.0240,6,235,57,
DENVER,0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,ALL,1563,0.0160,50,1136,214,
DENVER,0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,9,34,0.2060,8,19,2,
DENVER,0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,10,53,0.1890,14,34,3,
DENVER,0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,11,44,0.1820,14,27,3,
DENVER,0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,12,38,0.1050,4,29,1,
DENVER,0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,ALL,169,0.1720,40,109,9,
DENVER,0880,DENVER COUNTY 1,4507,KIPP MONTBELLO COLLEGE PREP,7,141,0.0070,30,97,8,
DENVER,0880,DENVER COUNTY 1,4507,KIPP MONTBELLO COLLEGE PREP,8,141,0.0000,33,89,13,
DENVER,0880,DENVER COUNTY 1,4507,KIPP MONTBELLO COLLEGE PREP,ALL,282,0.0040,63,186,21,
DENVER,0880,DENVER COUNTY 1,4509,KIPP MONTBELLO COLLEGIATE HIGH SCHOOL,9,170,0.0060,30,117,11,
DENVER,0880,DENVER COUNTY 1,4509,KIPP MONTBELLO COLLEGIATE HIGH SCHOOL,ALL,170,0.0060,30,117,11,
DENVER,0880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,7,203,0.0150,7,175,9,
DENVER,0880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,8,235,0.0170,8,215,7,
DENVER,0880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,ALL,438,0.0160,15,390,16,
DENVER,0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,9,145,0.0210,2,141,0,
DENVER,0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,10,132,0.0150,1,129,1,
DENVER,0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,11,103,0.0190,4,96,1,
DENVER,0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,12,66,0.0000,2,62,0,
DENVER,0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,ALL,446,0.0160,9,428,2,
DENVER,0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,7,103,0.0000,1,99,0,
DENVER,0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,8,97,0.0000,0,95,1,
DENVER,0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,ALL,200,0.0000,1,194,1,
DENVER,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,7,187,0.0000,1,164,15,
DENVER,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,8,182,0.0000,6,142,21,
DENVER,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,9,103,0.0000,3,77,14,
DENVER,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,10,81,0.0000,3,64,11,
DENVER,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,11,44,0.0000,2,30,8,
DENVER,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,12,34,0.0000,0,22,6,
DENVER,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,ALL,631,0.0000,15,499,75,
DENVER,0880,DENVER COUNTY 1,5044,LEGACY OPTIONS HIGH SCHOOL,9,62,0.1130,32,25,1,
DENVER,0880,DENVER COUNTY 1,5044,LEGACY OPTIONS HIGH SCHOOL,ALL,62,0.1130,32,25,1,
DENVER,0880,DENVER COUNTY 1,5255,LAKE INTERNATIONAL SCHOOL,7,139,0.0140,6,116,10,
DENVER,0880,DENVER COUNTY 1,5255,LAKE INTERNATIONAL SCHOOL,8,138,0.0140,21,101,9,
DENVER,0880,DENVER COUNTY 1,5255,LAKE INTERNATIONAL SCHOOL,ALL,277,0.0140,27,217,19,
DENVER,0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,9,142,0.0560,42,84,7,
DENVER,0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,10,110,0.0640,29,68,8,
DENVER,0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,11,99,0.0510,31,58,4,
DENVER,0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,12,78,0.0640,27,45,5,
DENVER,0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,ALL,429,0.0580,129,255,24,
DENVER,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,7,183,0.0050,45,109,13,
DENVER,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,8,191,0.0050,58,112,6,
DENVER,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,9,260,0.0120,63,151,22,
DENVER,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,10,207,0.0100,45,141,10,
DENVER,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,11,177,0.0110,36,125,6,
DENVER,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,12,205,0.0290,31,148,7,
DENVER,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,ALL,1223,0.0120,278,786,64,
DENVER,0880,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,7,244,0.0040,40,83,101,
DENVER,0880,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,8,218,0.0140,37,78,83,
DENVER,0880,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,ALL,462,0.0090,77,161,184,
DENVER,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY,7,9,0.0000,0,8,0,
DENVER,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY,8,27,0.0370,5,19,2,
DENVER,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY,9,59,0.1530,16,30,9,
DENVER,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY,10,50,0.1200,18,22,6,
DENVER,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY,11,67,0.0900,27,27,8,
DENVER,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY,12,40,0.0750,14,19,6,
DENVER,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY,ALL,252,0.0990,80,125,31,
DENVER,0880,DENVER COUNTY 1,5897,MCAULIFFE INTERNATIONAL SCHOOL,7,292,0.0000,38,50,165,
DENVER,0880,DENVER COUNTY 1,5897,MCAULIFFE INTERNATIONAL SCHOOL,8,296,0.0000,44,46,180,
DENVER,0880,DENVER COUNTY 1,5897,MCAULIFFE INTERNATIONAL SCHOOL,ALL,588,0.0000,82,96,345,
DENVER,0880,DENVER COUNTY 1,6088,DORA MOORE ECE-8 SCHOOL,7,47,0.0430,11,18,13,
DENVER,0880,DENVER COUNTY 1,6088,DORA MOORE ECE-8 SCHOOL,8,43,0.0700,8,23,6,
DENVER,0880,DENVER COUNTY 1,6088,DORA MOORE ECE-8 SCHOOL,ALL,90,0.0560,19,41,19,
DENVER,0880,DENVER COUNTY 1,6098,MOREY MIDDLE SCHOOL,7,107,0.0190,20,31,43,
DENVER,0880,DENVER COUNTY 1,6098,MOREY MIDDLE SCHOOL,8,163,0.0120,38,33,77,
DENVER,0880,DENVER COUNTY 1,6098,MOREY MIDDLE SCHOOL,ALL,270,0.0150,58,64,120,
DENVER,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,7,142,0.0070,40,86,10,
DENVER,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,8,166,0.0060,53,90,13,
DENVER,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,9,218,0.0280,55,145,7,
DENVER,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,10,196,0.0360,41,128,15,
DENVER,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,11,124,0.0400,28,82,8,
DENVER,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,12,65,0.0460,19,36,4,
DENVER,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,ALL,911,0.0250,236,567,57,
DENVER,0880,DENVER COUNTY 1,6308,NORTH HIGH SCHOOL ENGAGEMENT CENTER,9,2,0.0000,0,2,0,
DENVER,0880,DENVER COUNTY 1,6308,NORTH HIGH SCHOOL ENGAGEMENT CENTER,10,5,0.4000,0,5,0,
DENVER,0880,DENVER COUNTY 1,6308,NORTH HIGH SCHOOL ENGAGEMENT CENTER,11,36,0.2220,1,29,5,
DENVER,0880,DENVER COUNTY 1,6308,NORTH HIGH SCHOOL ENGAGEMENT CENTER,12,97,0.2160,9,80,4,
DENVER,0880,DENVER COUNTY 1,6308,NORTH HIGH SCHOOL ENGAGEMENT CENTER,ALL,140,0.2210,10,116,9,
DENVER,0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,9,465,0.0110,27,372,47,
DENVER,0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,10,249,0.0000,14,210,17,
DENVER,0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,11,218,0.0050,12,166,29,
DENVER,0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,12,347,0.0260,41,256,37,
DENVER,0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,ALL,1279,0.0120,94,1004,130,
DENVER,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,7,189,0.0050,28,150,2,
DENVER,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,8,192,0.0050,39,135,11,
DENVER,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,9,133,0.0150,12,118,1,
DENVER,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,10,123,0.0080,7,114,1,
DENVER,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,11,107,0.0000,8,96,1,
DENVER,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,12,118,0.0000,4,111,1,
DENVER,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,ALL,862,0.0060,98,724,17,
DENVER,0880,DENVER COUNTY 1,6368,NORTHFIELD HIGH SCHOOL,9,255,0.0080,70,80,83,
DENVER,0880,DENVER COUNTY 1,6368,NORTHFIELD HIGH SCHOOL,ALL,255,0.0080,70,80,83,
DENVER,0880,DENVER COUNTY 1,6479,ODYSSEY SCHOOL OF DENVER,7,27,0.0000,6,7,10,
DENVER,0880,DENVER COUNTY 1,6479,ODYSSEY SCHOOL OF DENVER,8,26,0.0000,4,4,13,
DENVER,0880,DENVER COUNTY 1,6479,ODYSSEY SCHOOL OF DENVER,ALL,53,0.0000,10,11,23,
DENVER,0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,7,102,0.0100,47,37,4,
DENVER,0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,8,114,0.0090,50,37,11,
DENVER,0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,ALL,216,0.0090,97,74,15,
DENVER,0880,DENVER COUNTY 1,6509,DENVER ONLINE HIGH SCHOOL,9,85,0.0590,9,31,41,
DENVER,0880,DENVER COUNTY 1,6509,DENVER ONLINE HIGH SCHOOL,10,104,0.0670,11,41,45,
DENVER,0880,DENVER COUNTY 1,6509,DENVER ONLINE HIGH SCHOOL,11,101,0.0590,9,27,57,
DENVER,0880,DENVER COUNTY 1,6509,DENVER ONLINE HIGH SCHOOL,12,92,0.0870,7,34,45,
DENVER,0880,DENVER COUNTY 1,6509,DENVER ONLINE HIGH SCHOOL,ALL,382,0.0680,36,133,188,
DENVER,0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,7,44,0.0000,0,44,0,
DENVER,0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,8,39,0.0000,1,38,0,
DENVER,0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,ALL,83,0.0000,1,82,0,
DENVER,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,7,115,0.0090,41,50,6,
DENVER,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,8,117,0.0170,47,46,10,
DENVER,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,ALL,232,0.0130,88,96,16,
DENVER,0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,7,136,0.0070,41,49,5,
DENVER,0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,8,110,0.0000,30,47,7,
DENVER,0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,ALL,246,0.0040,71,96,12,
DENVER,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),7,15,0.0000,5,9,1,
DENVER,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),8,28,0.0710,9,16,2,
DENVER,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),9,52,0.1350,16,26,6,
DENVER,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),10,43,0.0930,17,22,4,
DENVER,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),11,38,0.0000,19,10,6,
DENVER,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),12,123,0.0160,15,97,6,
DENVER,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),ALL,299,0.0500,81,180,25,
DENVER,0880,DENVER COUNTY 1,7188,P.U.S.H. ACADEMY,9,13,0.2310,3,9,1,
DENVER,0880,DENVER COUNTY 1,7188,P.U.S.H. ACADEMY,10,40,0.0250,16,19,0,
DENVER,0880,DENVER COUNTY 1,7188,P.U.S.H. ACADEMY,11,66,0.1520,19,38,3,
DENVER,0880,DENVER COUNTY 1,7188,P.U.S.H. ACADEMY,12,177,0.1810,45,113,4,
DENVER,0880,DENVER COUNTY 1,7188,P.U.S.H. ACADEMY,ALL,296,0.1550,83,179,8,
DENVER,0880,DENVER COUNTY 1,7246,RESPECT ACADEMY AT LINCOLN,10,11,0.2730,2,7,2,
DENVER,0880,DENVER COUNTY 1,7246,RESPECT ACADEMY AT LINCOLN,11,41,0.4880,2,39,0,
DENVER,0880,DENVER COUNTY 1,7246,RESPECT ACADEMY AT LINCOLN,12,113,0.1150,1,102,6,
DENVER,0880,DENVER COUNTY 1,7246,RESPECT ACADEMY AT LINCOLN,ALL,165,0.2180,5,148,8,
