year,mergecode,schoolcode,districtcode,droprate,black,white,hispanic,totalenroll
21,1010-5948,5948,1010,3.1,11.18,32.09,48.58,1583
21,1010-6306,6306,1010,0.8,8.88,43.24,38.03,518
21,1010-6680,6680,1010,2.0,9.42,46.66,34.88,1901
21,1010-7523,7523,1010,0.2,8.64,47.95,32.18,463
21,1010-7556,7556,1010,1.4,8.76,46.74,33.68,582
21,1010-8457,8457,1010,1.5,11.46,24.42,52.02,471
21,1010-9404,9404,1010,0.0,4.0,56.0,31.5,200
21,1020-1588,1588,1020,0.0,2.22,70.52,16.8,631
21,1020-1590,1590,1020,0.5,1.3,74.3,14.69,1389
21,1020-9051,9051,1020,0.0,1.15,56.11,22.9,262
21,1020-9057,9057,1020,0.0,3.58,54.93,19.7,335
21,1030-5464,5464,1030,0.4,0.38,79.01,12.6,262
21,1030-5468,5468,1030,0.4,0.73,77.13,12.89,551
21,1040-74,74,1040,0.0,2.08,65.34,15.15,528
21,1040-76,76,1040,0.1,3.52,70.38,15.46,1533
21,1040-110,110,1040,0.5,3.27,80.11,10.35,367
21,1040-209,209,1040,1.2,4.05,71.68,17.34,173
21,1040-1421,1421,1040,0.0,3.29,66.74,12.94,487
21,1040-1511,1511,1040,0.0,1.71,81.71,11.43,175
21,1040-1629,1629,1040,0.0,2.23,78.17,10.47,449
21,1040-1630,1630,1040,0.2,1.49,83.11,8.28,604
21,1040-1901,1901,1040,0.0,1.25,70.0,17.5,80
21,1040-1921,1921,1040,0.0,3.65,68.99,13.6,603
21,1040-2195,2195,1040,0.2,3.17,68.54,13.87,1262
21,1040-2358,2358,1040,0.0,2.86,70.75,16.46,735
21,1040-5126,5126,1040,0.7,3.38,71.5,15.23,1891
21,1040-6140,6140,1040,0.0,3.78,61.77,21.08,688
21,1040-6242,6242,1040,0.0,5.56,77.78,11.11,108
21,1040-6937,6937,1040,0.7,2.67,67.39,15.44,1800
21,1040-7240,7240,1040,0.7,4.2,62.01,18.82,1690
21,1040-8779,8779,1040,0.4,2.86,76.61,8.04,560
21,1040-8851,8851,1040,0.0,3.33,68.0,17.73,750
21,1050-2640,2640,1050,0.0,3.76,55.38,33.33,186
21,1050-2642,2642,1050,2.7,2.99,53.53,39.13,368
21,1060-6626,6626,1060,6.7,0.0,82.22,11.11,45
21,1060-6811,6811,1060,0.0,0.0,84.62,0.0,13
21,1060-6900,6900,1060,0.0,4.24,76.27,15.25,118
21,1060-6902,6902,1060,0.4,1.18,79.92,11.42,254
21,1070-3758,3758,1070,0.7,6.67,80.0,7.33,150
21,1070-3941,3941,1070,0.0,14.29,85.71,0.0,7
21,1080-5093,5093,1080,0.0,1.32,79.54,9.24,303
21,1080-5098,5098,1080,0.0,2.12,79.32,10.82,943
21,1080-5100,5100,1080,0.1,1.65,78.93,11.95,1272
21,1080-6678,6678,1080,0.3,1.43,79.26,11.27,1331
21,1110-431,431,1110,0.0,0.33,79.21,12.87,303
21,1110-448,448,1110,0.0,3.02,77.89,9.55,199
21,1110-555,555,1110,0.9,6.1,55.89,22.7,705
21,1110-2877,2877,1110,0.0,3.41,71.53,14.36,411
21,1110-2906,2906,1110,0.0,4.36,61.74,22.36,711
21,1110-2908,2908,1110,0.7,4.23,67.67,17.99,1395
21,1110-3475,3475,1110,20.3,3.6,41.69,48.85,6416
21,1110-4102,4102,1110,0.0,8.22,46.54,31.4,535
21,1110-4251,4251,1110,0.0,0.0,62.7,24.6,126
21,1110-5191,5191,1110,0.0,0.54,80.43,10.87,184
21,1110-6653,6653,1110,0.0,2.68,64.29,23.21,336
21,1110-6810,6810,1110,13.3,5.0,61.67,25.83,120
21,1110-6821,6821,1110,0.0,1.73,70.52,17.34,173
21,1110-6935,6935,1110,0.0,0.98,72.55,17.65,102
21,1110-7463,7463,1110,0.0,1.84,65.9,17.51,217
21,1110-7613,7613,1110,1.7,9.8,44.77,30.88,1224
21,1110-7960,7960,1110,0.0,7.21,52.65,22.99,735
21,1110-8791,8791,1110,1.2,7.65,53.25,24.43,1752
21,1120-2523,2523,1120,0.0,1.04,87.5,5.21,96
21,1120-2526,2526,1120,0.0,0.0,94.34,5.66,53
21,1130-5854,5854,1130,1.9,1.86,68.94,27.33,161
21,1140-1262,1262,1140,0.0,0.0,76.82,15.92,289
21,1140-1266,1266,1140,3.1,0.52,78.63,15.97,1165
21,1140-3802,3802,1140,0.4,0.45,76.23,17.49,223
21,1140-6752,6752,1140,0.0,0.0,78.69,13.11,61
21,1140-7950,7950,1140,0.0,0.0,88.46,11.54,52
21,1150-3002,3002,1150,2.4,0.56,75.84,17.6,716
21,1160-3228,3228,1160,0.9,0.0,85.45,10.0,110
21,1180-429,429,1180,0.0,0.0,83.87,16.13,31
21,1180-561,561,1180,0.0,0.37,40.66,56.41,273
21,1180-570,570,1180,2.3,0.0,43.59,52.96,523
21,1180-1006,1006,1180,21.4,0.0,12.82,85.47,117
21,1180-1296,1296,1180,0.0,0.96,45.93,51.2,209
21,1180-3464,3464,1180,0.6,0.29,40.75,56.36,346
21,1180-3468,3468,1180,1.0,0.37,46.28,49.91,1074
21,1180-7298,7298,1180,0.0,1.16,31.4,67.44,86
21,1180-7422,7422,1180,0.9,0.0,41.06,56.88,436
21,1195-65,65,1195,2.5,0.67,49.66,47.48,596
21,1195-7356,7356,1195,1.3,0.21,40.0,56.88,480
21,1195-7360,7360,1195,2.4,0.35,42.44,54.3,860
21,1195-7388,7388,1195,0.3,0.58,50.43,45.8,345
21,1220-3586,3586,1220,2.4,0.54,58.38,36.22,370
21,1220-8274,8274,1220,0.0,0.0,60.85,34.89,235
21,1330-1634,1634,1330,0.0,0.81,82.66,11.29,248
21,1340-9420,9420,1340,3.5,1.41,64.08,30.28,142
21,1340-9422,9422,1340,0.0,0.0,70.37,27.16,81
21,1350-2376,2376,1350,0.0,0.4,77.47,17.39,253
21,1350-5864,5864,1350,1.9,0.21,79.91,16.45,468
21,1360-2006,2006,1360,0.0,0.0,93.2,3.53,397
21,1360-3694,3694,1360,2.4,0.71,73.4,22.8,421
21,1360-3697,3697,1360,0.0,1.0,67.66,27.86,201
21,1360-5577,5577,1360,0.0,0.0,60.0,30.0,10
21,1380-4899,4899,1380,0.0,0.0,94.44,0.0,36
21,1390-63,63,1390,0.0,3.08,38.46,52.31,65
21,1390-3306,3306,1390,0.0,4.17,33.33,62.5,24
21,1390-9212,9212,1390,1.8,1.2,35.93,61.08,167
21,1400-4864,4864,1400,0.0,0.0,69.77,29.46,129
21,1410-6358,6358,1410,0.0,0.0,76.54,23.46,81
21,1420-33,33,1420,20.1,1.18,58.58,34.12,507
21,1420-108,108,1420,1.8,1.23,13.68,76.4,1301
21,1420-109,109,1420,0.3,5.23,31.36,58.54,287
21,1420-370,370,1420,2.4,3.08,35.2,55.23,909
21,1420-378,378,1420,0.6,1.29,73.72,17.91,1937
21,1420-660,660,1420,0.0,0.79,39.13,47.43,253
21,1420-664,664,1420,0.8,1.4,44.78,41.26,1648
21,1420-694,694,1420,0.0,1.87,72.47,19.13,643
21,1420-952,952,1420,0.0,2.07,86.21,7.59,145
21,1420-965,965,1420,25.9,2.43,44.91,46.68,452
21,1420-1318,1318,1420,0.0,2.78,50.35,38.54,576
21,1420-1451,1451,1420,0.5,0.26,63.42,29.47,380
21,1420-1522,1522,1420,0.3,0.41,81.1,12.46,1958
21,1420-1730,1730,1420,0.0,0.0,93.33,6.67,30
21,1420-1864,1864,1420,0.9,1.58,70.13,20.7,1831
21,1420-1880,1880,1420,0.0,0.77,73.36,15.44,259
21,1420-1886,1886,1420,0.1,0.22,86.47,6.94,894
21,1420-1976,1976,1420,0.2,2.54,39.05,49.21,630
21,1420-2093,2093,1420,0.9,0.8,72.94,15.49,1504
21,1420-2120,2120,1420,0.1,1.4,70.93,12.43,1070
21,1420-2130,2130,1420,0.2,2.01,78.11,12.05,498
21,1420-2189,2189,1420,1.7,3.45,56.9,34.48,58
21,1420-2288,2288,1420,0.0,0.77,75.04,17.72,649
21,1420-2300,2300,1420,0.0,1.69,69.38,20.92,650
21,1420-2799,2799,1420,0.0,1.52,75.76,13.64,132
21,1420-2820,2820,1420,0.0,2.27,44.32,45.0,440
21,1420-2832,2832,1420,0.0,1.2,86.43,7.78,501
21,1420-2836,2836,1420,0.2,0.55,88.32,6.11,1096
21,1420-2963,2963,1420,0.0,0.44,75.44,15.57,456
21,1420-3088,3088,1420,0.0,0.0,13.64,86.36,66
21,1420-3201,3201,1420,0.0,2.04,79.59,12.24,49
21,1420-3502,3502,1420,0.8,0.48,78.79,13.37,1466
21,1420-3628,3628,1420,0.8,2.16,70.02,18.11,1204
21,1420-4404,4404,1420,0.0,1.16,74.55,13.18,774
21,1420-4408,4408,1420,9.5,0.63,70.82,23.04,473
21,1420-4410,4410,1420,0.2,1.55,72.57,13.5,452
21,1420-4422,4422,1420,2.6,4.83,10.2,80.54,745
21,1420-4548,4548,1420,0.0,1.3,73.94,16.94,614
21,1420-4798,4798,1420,0.0,0.0,60.0,33.33,15
21,1420-4942,4942,1420,1.0,1.98,50.72,36.88,2226
21,1420-5145,5145,1420,0.0,1.23,72.39,19.63,163
21,1420-5415,5415,1420,0.0,5.88,44.12,41.18,34
21,1420-5454,5454,1420,0.2,3.19,57.25,24.08,407
21,1420-5472,5472,1420,0.0,0.64,81.62,11.97,468
21,1420-5623,5623,1420,20.6,2.94,79.41,2.94,34
21,1420-5892,5892,1420,2.3,0.0,62.79,30.23,43
21,1420-5994,5994,1420,0.0,0.0,80.0,20.0,5
21,1420-6090,6090,1420,0.5,2.38,53.21,36.1,421
21,1420-6139,6139,1420,0.0,0.87,70.43,20.87,115
21,1420-6237,6237,1420,28.1,0.58,5.85,91.23,171
21,1420-6330,6330,1420,0.2,1.64,44.84,46.01,426
21,1420-6470,6470,1420,0.0,0.59,77.54,16.99,512
21,1420-6541,6541,1420,1.9,0.62,76.78,15.17,323
21,1420-7114,7114,1420,1.6,2.17,53.96,37.14,1338
21,1420-7239,7239,1420,0.4,0.35,80.72,11.94,1976
21,1420-7462,7462,1420,0.0,0.0,89.89,10.11,89
21,1420-7701,7701,1420,0.4,1.12,67.54,19.78,268
21,1420-8036,8036,1420,4.9,1.41,64.79,29.58,142
21,1420-8209,8209,1420,1.8,1.34,65.89,20.72,1419
21,1420-8381,8381,1420,0.0,0.85,73.05,16.88,705
21,1420-8793,8793,1420,0.0,1.36,79.95,13.55,369
21,1420-8856,8856,1420,0.0,1.61,73.79,15.32,248
21,1420-9234,9234,1420,0.0,0.0,78.95,18.42,38
21,1420-9245,9245,1420,0.0,0.0,70.0,20.0,10
21,1420-9299,9299,1420,0.0,0.71,74.64,18.25,422
21,1420-9427,9427,1420,0.0,0.0,76.11,15.93,113
21,1420-9428,9428,1420,0.2,0.0,84.74,10.56,426
21,1420-9510,9510,1420,2.5,1.18,53.69,39.78,1272
21,1430-2332,2332,1430,0.0,0.0,87.5,8.33,24
21,1430-2336,2336,1430,0.0,0.0,86.44,11.86,59
21,1440-7009,7009,1440,0.0,6.25,93.75,0.0,16
21,1450-2960,2960,1450,2.6,0.0,92.11,6.58,76
21,1460-7746,7746,1460,0.0,6.06,65.15,27.27,66
21,1480-8351,8351,1480,0.0,0.0,72.73,24.24,33
21,1480-8354,8354,1480,1.5,0.0,77.27,22.73,66
21,1490-842,842,1490,1.4,0.0,50.68,43.84,73
21,1500-1150,1150,1500,0.0,1.61,50.81,44.35,124
21,1500-1152,1152,1500,3.5,1.75,53.71,41.48,229
21,1510-1700,1700,1510,14.6,0.0,24.39,73.17,41
21,1510-4904,4904,1510,1.8,0.0,27.72,68.38,487
21,1520-1526,1526,1520,1.8,2.88,65.95,21.63,1248
21,1520-2097,2097,1520,0.0,0.0,82.76,13.79,29
21,1520-2318,2318,1520,0.3,0.21,71.31,18.99,1443
21,1520-3571,3571,1520,5.5,1.1,62.64,26.37,91
21,1520-5888,5888,1520,0.0,0.26,69.01,20.83,384
21,1520-7994,7994,1520,0.0,0.78,61.24,26.87,387
21,1530-636,636,1530,0.0,0.0,71.85,17.41,270
21,1530-640,640,1530,2.1,0.23,77.57,15.56,437
21,1540-4254,4254,1540,0.0,0.79,29.92,42.52,127
21,1540-4258,4258,1540,2.2,0.0,29.56,34.67,274
21,1550-146,146,1550,0.3,0.93,76.78,11.76,323
21,1550-892,892,1550,0.0,2.63,64.59,28.23,418
21,1550-898,898,1550,0.0,0.89,63.64,28.82,451
21,1550-1190,1190,1550,0.0,1.26,86.13,10.5,238
21,1550-1917,1917,1550,0.0,0.0,84.88,12.21,172
21,1550-3046,3046,1550,1.7,1.73,63.85,26.03,2144
21,1550-3105,3105,1550,0.2,0.73,79.96,9.22,2320
21,1550-3760,3760,1550,9.8,1.83,64.63,29.88,164
21,1550-4698,4698,1550,0.0,0.52,77.49,8.55,573
21,1550-5068,5068,1550,0.0,0.36,66.13,25.23,555
21,1550-5120,5120,1550,0.2,0.68,84.89,5.26,589
21,1550-5168,5168,1550,0.0,1.74,46.09,45.65,460
21,1550-5917,5917,1550,0.0,1.41,88.73,7.04,71
21,1550-7043,7043,1550,0.0,0.0,91.67,4.17,24
21,1550-7104,7104,1550,0.0,2.55,83.83,7.66,235
21,1550-7124,7124,1550,0.6,0.75,67.27,26.09,2139
21,1550-7127,7127,1550,2.1,1.05,49.34,42.52,381
21,1550-7161,7161,1550,0.0,1.21,80.65,11.0,827
21,1550-7198,7198,1550,3.9,0.49,72.82,20.39,206
21,1550-7470,7470,1550,0.8,1.81,74.6,16.31,2213
21,1550-9330,9330,1550,0.0,2.06,75.47,17.32,583
21,1550-9374,9374,1550,0.5,0.99,77.23,17.33,404
21,1560-510,510,1560,0.9,2.85,52.99,39.03,351
21,1560-812,812,1560,1.9,0.42,82.87,13.37,718
21,1560-3945,3945,1560,0.6,0.64,71.15,19.87,156
21,1560-5121,5121,1560,0.0,0.0,87.88,3.03,66
21,1560-5235,5235,1560,0.0,0.55,78.08,16.71,365
21,1560-5312,5312,1560,0.0,0.78,67.65,24.51,510
21,1560-5316,5316,1560,1.3,1.4,70.4,23.18,1713
21,1560-5335,5335,1560,0.3,0.64,68.31,27.23,628
21,1560-6163,6163,1560,1.6,1.97,66.67,25.83,1320
21,1560-6220,6220,1560,0.0,0.67,78.0,17.33,150
21,1560-8824,8824,1560,1.6,0.61,72.95,21.87,1157
21,1560-8925,8925,1560,0.3,0.57,81.77,14.25,351
21,1560-9228,9228,1560,0.0,0.56,77.22,16.39,360
21,1560-9260,9260,1560,13.0,0.62,61.73,33.33,162
21,1570-2788,2788,1570,0.0,0.0,83.33,0.0,6
21,1570-2792,2792,1570,0.0,1.1,70.17,24.86,181
21,1570-2794,2794,1570,1.7,0.72,67.39,26.86,417
21,1580-1386,1386,1580,0.7,2.63,27.63,65.79,152
21,1580-8906,8906,1580,3.3,0.93,29.44,64.49,214
21,1590-7164,7164,1590,0.0,1.04,38.54,55.21,96
21,1600-4048,4048,1600,0.0,0.0,40.41,57.51,193
21,1620-66,66,1620,0.0,0.0,44.0,52.0,50
21,1750-948,948,1750,1.2,2.46,82.15,12.92,325
21,1750-978,978,1750,0.0,0.0,80.77,15.38,52
21,1760-4694,4694,1760,0.0,0.0,100.0,0.0,21
21,1780-4162,4162,1780,0.0,3.16,93.68,3.16,95
21,1790-5136,5136,1790,0.0,2.44,77.64,14.63,246
21,1810-4506,4506,1810,0.0,0.0,100.0,0.0,21
21,1828-1224,1224,1828,0.0,0.0,77.27,18.94,132
21,1828-8256,8256,1828,0.3,2.46,63.69,29.85,325
21,1828-8260,8260,1828,1.6,1.09,67.58,27.5,549
21,1850-2988,2988,1850,0.0,0.0,90.79,7.89,76
21,1860-5806,5806,1860,0.0,1.27,82.8,11.46,157
21,1870-6838,6838,1870,0.0,1.47,86.76,5.88,68
21,1980-2126,2126,1980,1.4,4.17,77.78,16.67,72
21,1990-3582,3582,1990,30.3,15.6,54.13,23.85,109
21,1990-7028,7028,1990,0.0,0.0,83.64,5.45,55
21,1990-7032,7032,1990,1.6,0.0,84.38,10.16,128
21,2000-361,361,2000,0.0,0.31,79.34,14.64,963
21,2000-900,900,2000,0.6,0.22,53.23,41.59,464
21,2000-1450,1450,2000,1.7,0.59,60.34,33.53,1876
21,2000-2128,2128,2000,0.0,0.0,86.81,9.89,91
21,2000-2392,2392,2000,0.0,1.67,67.78,22.22,360
21,2000-3244,3244,2000,0.0,0.61,81.04,14.37,327
21,2000-3350,3350,2000,0.0,0.0,81.25,6.25,16
21,2000-3570,3570,2000,1.7,0.88,68.51,24.0,1696
21,2000-3584,3584,2000,0.2,0.38,57.52,34.29,525
21,2000-3604,3604,2000,4.4,0.55,70.88,21.7,364
21,2000-4439,4439,2000,1.4,0.0,78.08,16.44,73
21,2000-5828,5828,2000,0.4,0.0,78.45,15.09,232
21,2000-6070,6070,2000,0.1,0.4,81.7,11.6,1508
21,2000-6166,6166,2000,0.4,0.43,63.97,31.34,469
21,2000-6562,6562,2000,0.0,0.48,65.87,25.78,419
21,2000-6666,6666,2000,2.2,0.79,64.53,28.98,1263
21,2000-7236,7236,2000,18.6,1.4,52.6,40.2,500
21,2000-7281,7281,2000,0.0,0.23,84.65,9.77,430
21,2000-9406,9406,2000,0.0,1.05,69.82,23.16,285
21,2010-1966,1966,2010,0.0,0.0,82.05,12.82,39
21,2020-1938,1938,2020,0.9,0.58,72.25,24.28,346
21,2020-5962,5962,2020,2.8,0.29,70.8,24.78,678
21,2035-1888,1888,2035,0.9,0.71,47.41,19.81,424
21,2035-2036,2036,2035,6.9,0.0,82.76,6.9,29
21,2035-6026,6026,2035,2.2,0.28,47.49,19.78,718
21,2035-8133,8133,2035,16.9,0.0,50.0,28.12,160
21,2055-2208,2208,2055,1.8,0.0,77.38,15.18,336
21,2070-5450,5450,2070,1.1,0.0,67.37,18.95,95
21,2070-5452,5452,2070,1.8,0.61,68.1,18.4,163
21,2180-1392,1392,2180,0.4,0.44,56.32,39.69,451
21,2180-6054,6054,2180,0.0,0.26,66.32,29.27,386
21,2180-6058,6058,2180,4.4,0.91,55.02,39.37,1534
21,2180-6262,6262,2180,0.0,0.0,85.44,10.76,158
21,2180-6490,6490,2180,0.0,0.0,50.0,46.02,176
21,2180-6494,6494,2180,3.2,0.0,51.13,45.95,309
21,2180-9149,9149,2180,3.3,0.47,56.81,37.56,213
21,2190-6307,6307,2190,0.0,2.38,90.48,4.76,42
21,2190-6436,6436,2190,3.6,1.2,90.36,7.23,83
21,2190-6718,6718,2190,0.0,0.0,100.0,0.0,11
21,2395-1094,1094,2395,1.8,0.44,40.71,55.31,226
21,2395-1096,1096,2395,2.2,1.23,52.58,44.47,407
21,2405-3074,3074,2405,0.4,3.82,31.36,61.76,523
21,2405-3078,3078,2405,3.4,5.37,29.52,63.22,1006
21,2405-5180,5180,2405,9.4,0.0,32.08,66.04,53
21,2505-9360,9360,2505,0.0,1.2,85.54,13.25,83
21,2515-9263,9263,2515,0.0,0.76,65.15,29.55,132
21,2515-9582,9582,2515,1.8,0.45,69.64,25.89,224
21,2520-5015,5015,2520,0.0,1.63,30.01,64.64,673
21,2520-5455,5455,2520,1.6,1.2,26.8,69.6,250
21,2530-7442,7442,2530,0.8,0.27,24.38,73.7,365
21,2535-5506,5506,2535,2.0,0.0,42.57,50.5,101
21,2540-3130,3130,2540,0.0,0.0,57.14,41.07,56
21,2540-3134,3134,2540,4.0,0.0,76.19,22.22,126
21,2560-1546,1546,2560,0.0,0.0,74.55,25.45,110
21,2570-8456,8456,2570,0.0,0.64,69.43,26.11,157
21,2580-6598,6598,2580,0.0,4.76,71.43,23.81,21
21,2580-6600,6600,2580,1.8,0.0,85.71,10.71,56
21,2590-7344,7344,2590,0.0,0.0,76.67,11.67,60
21,2590-7346,7346,2590,0.0,0.0,80.91,12.73,110
21,2600-7046,7046,2600,4.2,0.0,80.62,11.76,289
21,2600-7048,7048,2600,0.0,0.66,83.44,11.26,151
21,2610-3681,3681,2610,0.0,0.0,64.29,14.29,14
21,2610-4908,4908,2610,0.0,0.0,78.57,14.29,14
21,2610-7891,7891,2610,0.0,0.0,87.36,11.49,87
21,2610-8118,8118,2610,5.4,1.2,78.44,17.37,167
21,2620-2686,2686,2620,8.5,2.13,36.17,61.7,47
21,2620-4080,4080,2620,0.0,0.38,54.51,44.36,266
21,2630-3846,3846,2630,0.0,1.61,90.32,4.84,62
21,2630-3850,3850,2630,1.0,0.99,87.13,9.9,101
21,2640-42,42,2640,0.0,0.0,93.33,3.33,30
21,2640-430,430,2640,0.0,1.15,80.46,15.71,261
21,2640-432,432,2640,0.3,1.34,86.14,10.18,599
21,2650-3546,3546,2650,0.0,0.0,25.77,74.23,97
21,2660-4956,4956,2660,0.0,0.0,36.48,61.48,244
21,2660-4960,4960,2660,0.8,0.97,39.19,58.3,518
21,2670-4058,4058,2670,4.1,0.0,41.89,55.41,148
21,2680-9608,9608,2680,0.0,0.0,74.31,22.94,109
21,2690-1402,1402,2690,0.8,2.81,31.76,61.25,1102
21,2690-1454,1454,2690,0.7,2.29,25.39,67.53,961
21,2690-1488,1488,2690,0.9,1.55,13.62,83.45,580
21,2690-1504,1504,2690,0.0,0.89,40.18,56.25,112
21,2690-2096,2096,2690,0.0,1.6,21.09,73.16,313
21,2690-2394,2394,2690,0.8,2.69,17.98,76.46,1079
21,2690-4376,4376,2690,2.0,2.81,19.95,72.38,391
21,2690-5048,5048,2690,0.6,2.59,23.11,71.12,502
21,2690-6677,6677,2690,9.3,1.47,22.79,72.3,408
21,2690-6775,6775,2690,0.0,0.0,38.16,61.84,76
21,2690-7209,7209,2690,0.0,0.85,33.33,64.96,117
21,2690-7481,7481,2690,1.0,1.66,21.85,73.87,421
21,2690-8082,8082,2690,1.8,2.71,30.17,63.05,1107
21,2690-9188,9188,2690,0.8,3.05,22.03,71.02,590
21,2700-25,25,2700,0.0,0.63,60.13,31.94,479
21,2700-856,856,2700,0.0,0.0,80.49,14.63,41
21,2700-5990,5990,2700,2.9,1.18,43.95,43.95,339
21,2700-6817,6817,2700,0.0,0.0,75.68,21.62,37
21,2700-7086,7086,2700,0.0,0.6,45.97,50.15,335
21,2700-7208,7208,2700,0.9,0.76,53.98,40.94,1319
21,2700-7212,7212,2700,0.4,0.87,48.58,42.05,459
21,2700-7214,7214,2700,1.0,0.69,53.76,36.32,1594
21,2700-7532,7532,2700,0.0,1.3,78.57,14.94,154
21,2700-7534,7534,2700,3.0,0.0,72.22,20.37,270
21,2700-7879,7879,2700,0.0,0.6,67.47,23.49,166
21,2700-8420,8420,2700,0.0,0.0,65.0,29.0,100
21,2700-8810,8810,2700,0.0,0.56,53.89,41.11,180
21,2700-9134,9134,2700,0.0,0.72,43.88,51.8,278
21,2710-5754,5754,2710,0.0,0.0,85.71,11.9,126
21,2710-5762,5762,2710,0.4,0.0,87.5,10.0,240
21,2720-7276,7276,2720,0.8,0.0,84.84,11.89,244
21,2730-2150,2150,2730,0.5,0.98,43.14,52.94,204
21,2740-6030,6030,2740,9.3,0.0,16.0,76.0,75
21,2740-6044,6044,2740,1.1,0.0,23.46,73.18,179
21,2740-6046,6046,2740,0.0,0.0,23.34,73.19,317
21,2740-6520,6520,2740,3.6,0.71,63.57,32.14,140
21,2750-7664,7664,2750,0.0,0.85,70.34,25.42,118
21,2750-7668,7668,2750,0.0,0.0,71.93,26.32,57
21,2760-3860,3860,2760,0.0,2.86,81.43,12.86,70
21,2760-3862,3862,2760,0.0,2.4,77.6,19.2,125
21,2770-6363,6363,2770,0.0,0.0,92.31,3.85,26
21,2770-8210,8210,2770,0.0,1.94,79.27,15.98,463
21,2770-8212,8212,2770,0.5,0.55,83.0,12.06,912
21,2770-9757,9757,2770,6.9,0.0,79.31,17.24,29
21,2780-8048,8048,2780,0.0,4.0,80.0,14.0,50
21,2780-8050,8050,2780,0.0,0.87,88.7,8.7,115
21,2790-6146,6146,2790,0.0,0.0,71.64,23.88,67
21,2800-2018,2018,2800,0.0,0.0,63.46,23.08,52
21,2800-5958,5958,2800,1.1,2.3,75.86,9.2,87
21,2810-51,51,2810,9.1,3.03,3.03,93.94,33
21,2810-1368,1368,2810,17.4,0.0,34.78,65.22,23
21,2810-1416,1416,2810,0.9,0.0,8.62,90.52,116
21,2810-1420,1420,2810,1.2,0.0,7.27,90.91,165
21,2820-7902,7902,2820,0.0,0.0,53.33,46.67,15
21,2820-7904,7904,2820,0.0,0.0,88.89,11.11,18
21,2830-8790,8790,2830,0.0,0.0,77.09,19.55,179
21,2830-8794,8794,2830,0.3,0.34,78.72,17.91,296
21,2840-6422,6422,2840,0.0,0.0,85.19,12.35,81
21,2862-4369,4369,2862,1.0,4.78,55.13,30.24,711
21,2862-4492,4492,2862,0.0,0.0,71.32,27.21,136
21,2865-7322,7322,2865,1.6,0.0,87.1,9.68,62
21,3000-8375,8375,3000,0.0,0.0,72.41,20.69,87
21,3000-8377,8377,3000,0.0,0.34,55.38,38.97,585
21,3000-8378,8378,3000,0.9,1.15,61.17,33.84,1043
21,3010-2024,2024,3010,4.3,2.86,83.33,12.38,210
21,3020-9694,9694,3020,0.0,0.51,81.07,12.02,391
21,3020-9696,9696,3020,1.0,0.25,80.76,13.16,790
21,3030-86,86,3030,0.0,0.0,72.73,24.24,66
21,3030-90,90,3030,2.7,0.9,77.48,16.22,111
21,3040-308,308,3040,0.0,2.04,77.55,20.41,49
21,3050-6586,6586,3050,0.0,3.67,84.4,10.09,109
21,3060-5238,5238,3060,0.0,0.0,75.0,25.0,20
21,3060-5258,5258,3060,1.8,0.0,82.46,12.28,57
21,3070-9704,9704,3070,0.0,0.0,90.0,10.0,40
21,3080-4854,4854,3080,0.0,0.0,35.57,62.42,149
21,3080-7058,7058,3080,0.0,0.0,38.41,59.6,151
21,3080-9032,9032,3080,0.6,0.47,36.36,60.34,638
21,3085-2452,2452,3085,0.0,0.0,69.1,29.45,343
21,3085-2456,2456,3085,1.1,0.48,70.65,27.1,620
21,3090-1299,1299,3090,0.0,0.0,88.37,9.3,43
21,3090-1446,1446,3090,0.8,1.01,51.45,44.63,791
21,3090-9347,9347,3090,0.0,0.7,44.84,51.88,426
21,3100-7755,7755,3100,0.2,1.33,72.35,22.57,452
21,3100-8066,8066,3100,0.7,0.68,70.72,25.17,584
21,3100-9393,9393,3100,0.0,0.0,79.62,11.41,368
21,3100-9563,9563,3100,0.0,0.74,79.34,14.39,271
21,3100-9670,9670,3100,0.0,0.99,81.07,14.99,507
21,3100-9671,9671,3100,1.6,0.31,71.34,22.43,321
21,3100-9672,9672,3100,0.6,0.64,79.46,15.91,1251
21,3110-4785,4785,3110,0.0,1.14,61.36,34.09,88
21,3110-5902,5902,3110,0.0,0.18,63.22,32.92,571
21,3110-7490,7490,3110,0.8,0.7,66.2,29.8,1151
21,3120-53,53,3120,0.0,0.0,37.33,60.67,150
21,3120-54,54,3120,0.0,7.61,7.61,83.74,289
21,3120-988,988,3120,0.0,2.44,23.87,68.05,532
21,3120-1500,1500,3120,0.0,0.0,44.57,53.26,184
21,3120-1875,1875,3120,0.0,0.93,71.88,24.27,754
21,3120-2657,2657,3120,0.0,1.81,37.65,56.33,332
21,3120-2850,2850,3120,0.1,0.41,60.49,35.95,982
21,3120-3162,3162,3120,0.5,1.63,9.79,85.08,429
21,3120-3173,3173,3120,0.0,0.0,43.33,53.33,30
21,3120-3610,3610,3120,0.7,4.87,20.55,70.44,1786
21,3120-3614,3614,3120,1.3,2.55,23.67,68.77,1918
21,3120-3880,3880,3120,0.0,5.03,16.67,71.01,576
21,3120-4425,4425,3120,12.3,2.36,16.22,77.59,888
21,3120-4438,4438,3120,0.0,3.14,26.86,63.73,510
21,3120-5660,5660,3120,0.0,0.0,42.92,52.21,226
21,3120-6364,6364,3120,2.3,0.99,22.59,73.23,1412
