year,mergecode,districtcode,schoolcode,droprate,black,white,hispanic,totalenroll
15,1380-4899,1380,4899,0.0,0.0,87.76,6.12,49
15,1390-63,1390,63,1.3,1.32,31.58,57.89,76
15,1390-3306,1390,3306,0.0,0.0,45.45,54.55,22
15,1390-9212,1390,9212,2.4,1.79,40.48,49.4,168
15,1400-4864,1400,4864,1.0,0.0,65.38,31.73,104
15,1410-6358,1410,6358,0.0,0.0,81.32,16.48,91
15,1420-33,1420,33,13.0,1.0,68.8,25.0,500
15,1420-34,1420,34,46.0,1.52,61.62,32.32,198
15,1420-108,1420,108,0.7,2.13,17.58,72.05,984
15,1420-109,1420,109,0.5,3.49,44.35,44.35,372
15,1420-370,1420,370,2.0,2.46,46.36,42.21,1059
15,1420-378,1420,378,1.5,1.12,71.96,21.22,1876
15,1420-660,1420,660,0.0,0.89,50.0,33.48,224
15,1420-664,1420,664,0.9,1.65,53.82,34.36,1819
15,1420-694,1420,694,0.0,0.94,76.65,15.44,531
15,1420-965,1420,965,21.3,2.86,35.38,55.16,455
15,1420-1318,1420,1318,0.0,1.75,52.04,38.78,686
15,1420-1451,1420,1451,0.0,0.76,63.64,31.82,132
15,1420-1522,1420,1522,0.7,0.75,79.21,14.24,1987
15,1420-1730,1420,1730,0.0,0.0,91.43,5.71,35
15,1420-1864,1420,1864,0.7,1.38,70.98,19.24,1809
15,1420-1880,1420,1880,0.4,0.82,75.0,13.93,244
15,1420-1886,1420,1886,1.3,0.67,89.11,6.85,891
15,1420-1976,1420,1976,0.0,2.76,45.26,43.29,760
15,1420-2093,1420,2093,0.9,0.67,76.9,16.21,1641
15,1420-2120,1420,2120,0.0,0.86,78.13,10.22,1047
15,1420-2130,1420,2130,0.0,0.52,84.43,10.03,578
15,1420-2288,1420,2288,0.0,0.28,78.67,14.69,708
15,1420-2300,1420,2300,0.0,2.14,72.74,17.92,653
15,1420-2799,1420,2799,0.0,0.0,77.48,14.41,111
15,1420-2820,1420,2820,0.9,2.47,48.76,43.37,445
15,1420-2832,1420,2832,0.0,0.0,92.2,3.7,487
15,1420-2836,1420,2836,0.4,0.0,90.47,5.35,1102
15,1420-2963,1420,2963,0.0,0.6,79.88,14.69,497
15,1420-3201,1420,3201,0.0,0.0,71.05,21.05,38
15,1420-3502,1420,3502,1.0,1.12,78.72,14.17,1433
15,1420-3628,1420,3628,1.3,1.49,74.23,17.15,1207
15,1420-4404,1420,4404,0.4,1.06,77.84,12.59,564
15,1420-4408,1420,4408,8.1,1.36,76.57,16.47,589
15,1420-4410,1420,4410,0.0,0.71,74.35,13.65,425
15,1420-4422,1420,4422,5.0,3.47,11.24,81.32,605
15,1420-4548,1420,4548,0.0,0.85,75.43,15.06,704
15,1420-4798,1420,4798,0.8,2.52,49.58,42.02,119
15,1420-4942,1420,4942,0.8,1.65,57.34,31.56,2297
15,1420-5145,1420,5145,0.0,0.98,68.63,16.67,102
15,1420-5415,1420,5415,0.0,3.45,41.38,44.83,29
15,1420-5454,1420,5454,0.0,0.63,60.08,22.69,476
15,1420-5472,1420,5472,0.0,0.0,82.15,10.32,465
15,1420-5623,1420,5623,4.1,0.0,72.97,21.62,74
15,1420-5892,1420,5892,0.0,4.35,65.22,26.09,46
15,1420-5994,1420,5994,0.0,0.0,86.67,6.67,15
15,1420-6090,1420,6090,0.0,2.1,59.05,33.33,525
15,1420-6139,1420,6139,0.0,0.0,76.92,14.1,78
15,1420-6237,1420,6237,26.8,0.88,5.26,90.57,456
15,1420-6330,1420,6330,0.0,2.29,54.89,36.17,481
15,1420-6470,1420,6470,0.0,0.83,77.41,16.28,602
15,1420-6474,1420,6474,0.0,2.33,14.18,77.92,557
15,1420-6541,1420,6541,3.4,1.41,80.79,12.71,354
15,1420-7114,1420,7114,1.2,1.89,61.57,30.69,1590
15,1420-7239,1420,7239,0.5,0.79,81.57,11.59,1899
15,1420-7462,1420,7462,0.0,0.0,84.62,7.69,91
15,1420-7701,1420,7701,0.5,1.36,71.49,19.91,221
15,1420-8036,1420,8036,3.4,4.6,63.22,25.29,87
15,1420-8209,1420,8209,2.3,1.69,69.05,18.81,1483
15,1420-8381,1420,8381,0.0,0.84,72.96,18.27,832
15,1420-8793,1420,8793,0.3,2.61,83.48,7.25,345
15,1420-9234,1420,9234,2.2,0.0,84.78,8.7,46
15,1420-9245,1420,9245,0.0,0.0,85.71,14.29,7
15,1420-9299,1420,9299,0.0,0.88,76.7,16.04,455
15,1420-9427,1420,9427,0.0,0.0,78.7,13.89,108
15,1420-9428,1420,9428,0.0,0.25,89.05,5.97,402
15,1420-9510,1420,9510,2.3,1.52,52.93,39.54,1449
15,1420-9515,1420,9515,0.0,2.78,17.99,74.52,467
15,1430-2332,1430,2332,0.0,0.0,83.87,12.9,31
15,1430-2336,1430,2336,0.0,2.0,90.0,6.0,50
15,1440-7009,1440,7009,0.0,0.0,89.19,10.81,37
15,1450-2958,1450,2958,0.0,0.0,86.36,13.64,22
15,1450-2960,1450,2960,3.8,0.0,83.54,12.66,79
15,1480-8351,1480,8351,0.0,0.0,88.0,12.0,25
15,1480-8354,1480,8354,0.0,4.35,82.61,13.04,46
15,1490-842,1490,842,0.0,0.0,57.97,37.68,69
15,1500-1150,1500,1150,0.0,0.93,54.63,42.59,108
15,1500-1152,1500,1152,3.7,0.74,68.75,28.68,272
15,1510-4901,1510,4901,0.0,0.0,24.55,71.86,167
15,1510-4904,1510,4904,3.1,0.0,26.0,70.17,523
15,1520-2318,1520,2318,1.8,0.81,74.21,17.38,1237
15,1520-3571,1520,3571,6.5,0.93,69.44,19.44,108
15,1520-5888,1520,5888,0.0,0.0,80.3,13.64,330
15,1520-7994,1520,7994,0.0,1.4,68.16,17.88,358
15,1530-636,1530,636,0.4,0.45,79.02,16.07,224
15,1530-640,1530,640,2.7,0.0,78.96,14.93,442
15,1540-4254,1540,4254,0.7,0.0,34.78,35.51,138
15,1540-4258,1540,4258,1.5,0.75,35.47,30.57,265
15,1550-146,1550,146,0.0,0.77,75.77,11.34,388
15,1550-892,1550,892,0.0,1.93,70.36,20.72,415
15,1550-898,1550,898,0.2,3.52,65.05,23.74,455
15,1550-1190,1550,1190,0.4,0.88,77.88,15.93,226
15,1550-3046,1550,3046,1.8,1.37,67.83,23.74,1828
15,1550-3105,1550,3105,0.7,1.15,84.05,6.69,2094
15,1550-3760,1550,3760,23.6,2.0,70.8,21.6,250
15,1550-4698,1550,4698,0.0,1.29,78.27,4.42,543
15,1550-5068,1550,5068,0.2,1.28,63.75,26.96,549
15,1550-5120,1550,5120,0.2,0.38,84.12,5.48,529
15,1550-5168,1550,5168,0.0,0.78,37.82,55.96,386
15,1550-7043,1550,7043,0.0,0.0,91.89,2.7,37
15,1550-7104,1550,7104,0.7,0.37,84.62,7.69,273
15,1550-7124,1550,7124,2.1,1.57,67.21,24.65,1976
15,1550-7127,1550,7127,12.0,2.82,61.27,32.39,142
15,1550-7161,1550,7161,0.0,2.13,82.33,6.77,798
15,1550-7198,1550,7198,0.8,0.0,80.0,13.6,125
15,1550-7470,1550,7470,1.2,1.47,75.69,15.58,2176
15,1550-9330,1550,9330,0.0,1.38,78.49,13.08,581
15,1550-9374,1550,9374,0.3,1.5,80.78,14.41,333
15,1560-510,1560,510,0.2,1.2,66.0,28.4,500
15,1560-812,1560,812,0.8,0.4,86.28,9.59,751
15,1560-5121,1560,5121,0.0,0.0,88.89,8.64,81
15,1560-5235,1560,5235,0.0,0.0,83.06,14.52,248
15,1560-5312,1560,5312,0.4,2.09,67.55,26.19,527
15,1560-5316,1560,5316,1.3,0.99,73.55,20.24,1724
15,1560-5335,1560,5335,0.5,1.66,77.76,16.79,661
15,1560-6163,1560,6163,2.5,2.06,70.47,23.08,1456
15,1560-6220,1560,6220,0.0,0.0,78.26,17.39,115
15,1560-8824,1560,8824,2.5,1.14,77.8,18.34,1401
15,1560-8855,1560,8855,6.7,2.22,66.67,22.22,45
15,1560-8925,1560,8925,0.3,0.31,83.96,11.64,318
15,1560-9228,1560,9228,0.3,0.56,75.42,19.55,358
15,1560-9260,1560,9260,20.3,1.49,70.79,20.3,202
15,1570-2788,1570,2788,0.0,0.0,100.0,0.0,17
15,1570-2792,1570,2792,0.0,0.57,72.41,21.84,174
15,1570-2794,1570,2794,0.8,1.39,76.18,18.56,361
15,1580-1386,1580,1386,0.0,0.45,25.0,70.45,220
15,1580-8906,1580,8906,0.0,0.0,22.58,75.16,310
15,1590-7164,1590,7164,0.0,0.0,97.12,0.96,104
15,1600-4045,1600,4045,0.0,0.0,57.69,42.31,26
15,1600-4048,1600,4048,0.5,0.0,54.17,41.67,192
15,1620-66,1620,66,3.3,0.0,44.26,55.74,61
15,1750-948,1750,948,1.9,4.94,67.28,23.77,324
15,1750-978,1750,978,0.0,8.7,47.83,39.13,23
15,1760-4694,1760,4694,4.0,0.0,80.0,20.0,25
15,1780-4160,1780,4160,0.0,0.0,100.0,0.0,24
15,1780-4162,1780,4162,2.2,4.44,86.67,6.67,45
15,1790-5136,1790,5136,0.9,2.55,78.3,14.89,235
15,1810-4504,1810,4504,20.0,0.0,88.57,11.43,35
15,1810-4506,1810,4506,0.0,0.0,94.12,5.88,17
15,1828-1224,1828,1224,0.0,0.67,80.67,17.33,150
15,1828-8256,1828,8256,0.3,0.0,67.71,26.96,319
15,1828-8260,1828,8260,1.8,0.61,69.35,24.73,659
15,1850-2988,1850,2988,0.0,0.0,88.79,9.35,107
15,1860-5806,1860,5806,1.2,3.03,86.06,9.7,165
15,1870-6838,1870,6838,0.9,0.0,94.34,2.83,106
15,1980-2126,1980,2126,0.0,0.0,89.71,10.29,68
15,1990-3582,1990,3582,22.9,14.23,54.94,26.09,253
15,1990-7028,1990,7028,1.4,0.0,92.86,4.29,70
15,1990-7032,1990,7032,0.0,0.0,85.71,12.09,91
15,2000-361,2000,361,0.7,0.5,81.55,13.84,802
15,2000-900,2000,900,0.0,0.0,51.48,43.1,406
15,2000-1450,2000,1450,1.9,0.54,65.17,28.53,1665
15,2000-2128,2000,2128,0.0,0.0,84.78,10.87,46
15,2000-2392,2000,2392,0.0,1.14,71.71,21.71,350
15,2000-3244,2000,3244,0.3,0.93,79.75,14.64,321
15,2000-3350,2000,3350,6.7,0.0,100.0,0.0,15
15,2000-3570,2000,3570,1.8,0.81,69.55,23.79,1967
15,2000-3584,2000,3584,0.2,1.33,68.14,25.88,452
15,2000-3604,2000,3604,3.6,0.4,79.28,15.54,251
15,2000-4439,2000,4439,0.0,0.0,91.67,8.33,24
15,2000-5828,2000,5828,4.5,0.57,88.07,8.52,176
15,2000-6070,2000,6070,2.6,0.51,84.19,11.79,1366
15,2000-6166,2000,6166,0.7,0.23,66.14,29.77,440
15,2000-6562,2000,6562,0.0,0.51,70.56,23.1,394
15,2000-6666,2000,6666,2.0,0.69,69.72,25.02,1159
15,2000-7236,2000,7236,7.7,0.77,62.05,33.08,390
15,2000-7281,2000,7281,0.5,0.71,81.37,12.97,424
15,2000-9406,2000,9406,0.3,0.0,74.68,18.18,308
15,2010-1966,2010,1966,2.5,0.0,85.0,10.0,40
15,2020-1938,2020,1938,0.0,0.81,75.74,21.02,371
15,2020-5962,2020,5962,3.3,0.82,76.51,20.72,613
15,2035-1888,2035,1888,1.7,0.0,48.92,19.91,462
15,2035-6026,2035,6026,6.1,0.5,52.69,18.65,799
15,2035-8133,2035,8133,27.9,0.0,48.5,17.6,233
15,2055-2206,2055,2206,1.5,0.76,82.58,10.61,132
15,2055-2208,2055,2208,4.5,0.82,86.01,7.82,243
15,2070-5450,2070,5450,0.0,0.0,69.62,17.72,79
15,2070-5452,2070,5452,2.3,0.0,75.97,14.73,129
15,2180-1392,2180,1392,0.0,0.43,51.74,45.0,460
15,2180-6054,2180,6054,0.0,0.76,66.41,27.48,393
15,2180-6058,2180,6058,1.1,0.39,62.46,32.52,1553
15,2180-6262,2180,6262,0.0,0.0,74.43,20.45,176
15,2180-6490,2180,6490,0.0,0.0,49.75,47.21,197
15,2180-6494,2180,6494,0.5,0.52,48.45,46.91,388
15,2180-6807,2180,6807,22.7,0.0,36.36,63.64,22
15,2180-9149,2180,9149,30.7,0.47,58.14,38.6,215
15,2190-6196,2190,6196,0.0,2.5,85.0,10.0,40
15,2190-6436,2190,6436,5.6,0.0,88.89,8.33,72
15,2190-6718,2190,6718,0.0,14.29,57.14,14.29,14
15,2395-1094,2395,1094,0.0,0.37,49.82,48.34,271
15,2395-1096,2395,1096,1.7,0.75,45.15,51.87,536
15,2405-3074,2405,3074,0.0,4.9,31.57,61.57,510
15,2405-3078,2405,3078,3.7,4.72,33.37,60.43,1016
15,2405-5180,2405,5180,29.0,0.0,34.78,65.22,69
15,2505-9356,2505,9356,0.0,0.0,76.74,20.93,43
15,2505-9360,2505,9360,0.0,0.0,90.41,9.59,73
15,2515-9263,2515,9263,0.0,0.0,68.29,28.05,82
15,2515-9582,2515,9582,3.0,0.6,69.46,25.75,167
15,2520-5015,2520,5015,2.6,0.46,37.09,59.81,647
15,2530-7442,2530,7442,1.5,0.0,26.13,71.36,398
15,2535-5506,2535,5506,0.0,1.25,31.25,67.5,80
15,2540-3130,2540,3130,0.0,0.0,75.31,22.22,81
15,2540-3134,2540,3134,0.0,0.0,79.69,17.97,128
15,2560-1546,2560,1546,0.0,0.0,70.18,27.19,114
15,2560-1548,2560,1548,0.0,0.0,61.76,35.29,34
15,2570-8456,2570,8456,0.0,1.19,80.36,10.71,168
15,2580-6598,2580,6598,0.0,0.0,80.0,10.0,40
15,2580-6600,2580,6600,0.0,0.0,88.41,8.7,69
15,2590-7344,2590,7344,1.2,1.22,86.59,4.88,82
15,2590-7346,2590,7346,3.2,0.0,81.6,6.4,125
15,2600-7046,2600,7046,1.1,1.39,83.01,11.14,359
15,2600-7048,2600,7048,0.0,1.09,79.35,14.67,184
15,2610-3681,2610,3681,0.0,0.0,81.82,0.0,11
15,2610-4908,2610,4908,5.9,0.0,82.35,17.65,17
15,2610-7891,2610,7891,2.3,2.27,85.23,11.36,88
15,2610-8118,2610,8118,5.0,0.71,83.69,11.35,141
15,2620-2686,2620,2686,14.3,0.0,50.0,50.0,28
15,2620-4080,2620,4080,0.0,0.0,54.86,43.75,288
15,2630-3846,2630,3846,0.0,0.0,89.74,10.26,39
15,2630-3850,2630,3850,0.0,0.0,88.89,8.33,108
15,2640-42,2640,42,0.0,0.0,100.0,0.0,26
15,2640-430,2640,430,0.0,1.65,84.16,11.22,303
15,2640-432,2640,432,0.6,0.16,86.91,10.66,619
15,2650-3546,2650,3546,0.0,0.0,27.45,72.55,102
15,2660-4956,2660,4956,0.0,0.0,44.44,53.26,261
15,2660-4960,2660,4960,1.4,1.03,46.8,48.04,485
15,2670-4058,2670,4058,0.0,0.0,41.86,50.0,86
15,2670-4069,2670,4069,0.0,0.0,55.1,44.9,49
15,2680-9608,2680,9608,0.0,0.0,75.94,18.05,133
15,2690-822,2690,822,0.0,1.15,12.64,85.06,87
15,2690-1402,2690,1402,3.0,2.15,36.77,58.25,1485
15,2690-1454,2690,1454,7.9,2.57,20.18,75.27,1011
15,2690-1488,2690,1488,0.3,1.67,12.71,83.78,598
15,2690-1504,2690,1504,0.0,0.0,44.07,50.85,59
15,2690-2096,2690,2096,0.0,0.95,33.23,61.08,316
15,2690-2394,2690,2394,6.7,1.47,22.72,73.24,1360
15,2690-3206,2690,3206,0.6,2.67,30.86,62.02,337
15,2690-4376,2690,4376,3.6,1.49,15.48,82.14,336
15,2690-5048,2690,5048,0.9,2.96,23.46,69.02,439
15,2690-7209,2690,7209,1.0,0.97,31.07,66.99,103
15,2690-7481,2690,7481,1.8,3.04,24.49,70.04,494
15,2690-8082,2690,8082,5.6,3.37,35.02,59.4,1542
15,2690-9188,2690,9188,0.7,1.38,25.47,71.43,581
15,2700-25,2700,25,0.2,0.91,65.75,28.54,438
15,2700-856,2700,856,0.0,0.0,73.33,20.0,45
15,2700-5990,2700,5990,9.6,1.32,60.4,32.67,303
15,2700-7086,2700,7086,0.0,0.37,46.86,49.82,271
15,2700-7208,2700,7208,1.2,0.38,54.84,41.75,1054
15,2700-7212,2700,7212,0.0,1.21,55.93,37.77,413
15,2700-7214,2700,7214,1.3,1.19,63.4,30.19,1590
15,2700-7532,2700,7532,0.0,0.77,83.08,12.31,130
15,2700-7534,2700,7534,0.0,1.15,78.85,13.46,260
15,2700-7879,2700,7879,0.6,2.44,71.34,20.73,164
15,2700-8420,2700,8420,0.0,0.0,71.72,24.24,99
15,2700-8810,2700,8810,0.0,0.55,65.75,27.62,181
15,2700-9134,2700,9134,0.0,0.92,52.29,42.66,218
15,2710-5754,2710,5754,0.0,0.0,80.37,17.76,107
15,2710-5762,2710,5762,2.9,0.0,83.98,14.56,206
15,2720-7276,2720,7276,2.4,0.0,86.89,10.68,206
15,2730-2148,2730,2148,0.0,0.0,45.92,53.06,98
15,2730-2150,2730,2150,2.0,0.0,37.33,62.0,150
15,2740-6030,2740,6030,29.3,0.0,27.59,70.69,58
15,2740-6044,2740,6044,0.0,0.58,25.15,71.35,171
15,2740-6046,2740,6046,1.7,0.66,26.07,71.62,303
15,2740-6520,2740,6520,6.5,0.0,72.22,25.93,108
15,2750-7664,2750,7664,0.0,0.67,71.33,24.67,150
15,2750-7668,2750,7668,0.0,0.0,66.23,29.87,77
15,2760-3860,2760,3860,0.0,0.0,86.57,11.94,67
15,2760-3862,2760,3862,0.7,2.24,86.57,9.7,134
15,2770-6363,2770,6363,0.0,0.0,95.0,0.0,20
15,2770-8210,2770,8210,0.0,0.74,82.38,12.41,403
15,2770-8212,2770,8212,0.8,0.64,86.35,9.18,784
15,2770-9757,2770,9757,2.8,0.0,77.78,8.33,36
15,2780-8048,2780,8048,0.0,0.0,89.39,6.06,66
15,2780-8050,2780,8050,1.7,0.0,90.08,9.09,121
15,2790-6144,2790,6144,0.0,0.0,70.83,29.17,24
15,2790-6146,2790,6146,0.0,0.0,68.09,25.53,47
15,2800-2018,2800,2018,0.0,4.76,76.19,9.52,42
15,2800-5958,2800,5958,0.0,0.0,88.0,8.0,50
15,2810-51,2810,51,45.2,0.0,12.9,83.87,31
15,2810-1368,2810,1368,46.7,0.0,26.67,73.33,15
15,2810-1416,2810,1416,0.0,0.0,3.85,91.35,104
15,2810-1420,2810,1420,1.5,0.5,6.44,92.57,202
15,2820-7902,2820,7902,0.0,0.0,90.91,9.09,11
15,2820-7904,2820,7904,0.0,0.0,63.16,31.58,19
15,2830-8790,2830,8790,0.0,0.0,80.92,15.13,152
15,2830-8794,2830,8794,1.2,0.82,75.82,19.26,244
15,2840-6422,2840,6422,1.4,1.37,88.36,2.05,146
15,2862-4369,2862,4369,15.7,3.64,72.97,20.03,714
15,2862-4492,2862,4492,0.9,0.0,68.97,28.45,116
15,2865-7322,2865,7322,0.0,1.59,76.19,19.05,63
15,3000-8375,3000,8375,1.7,0.0,48.28,41.38,58
15,3000-8377,3000,8377,0.0,0.57,64.72,31.89,530
15,3000-8378,3000,8378,0.1,1.05,66.01,28.41,859
15,3010-2024,3010,2024,2.4,0.48,91.39,8.13,209
15,3020-9694,3020,9694,0.0,0.93,85.51,8.64,428
15,3020-9696,3020,9696,1.5,0.8,85.09,7.65,1006
15,3030-86,3030,86,0.0,0.0,71.21,19.7,66
15,3030-90,3030,90,2.6,0.0,81.2,14.53,117
15,3040-308,3040,308,0.0,0.0,75.38,24.62,65
15,3050-6586,3050,6586,0.0,3.0,78.0,15.0,100
15,3060-5238,3060,5238,0.0,0.0,100.0,0.0,16
15,3060-5258,3060,5258,2.8,0.0,97.22,0.0,36
15,3070-9704,3070,9704,0.0,0.0,93.33,6.67,45
15,3080-4854,3080,4854,0.0,0.5,35.18,60.8,199
15,3080-7058,3080,7058,0.6,1.24,44.1,53.42,161
15,3080-9032,3080,9032,1.7,0.3,44.61,52.35,659
15,3085-2452,3085,2452,0.0,0.63,72.56,23.66,317
15,3085-2456,3085,2456,0.5,1.02,72.76,24.53,591
15,3090-1299,3090,1299,0.0,0.0,94.12,2.94,34
15,3090-1446,3090,1446,2.5,0.55,58.33,37.98,732
15,3090-9347,3090,9347,0.3,0.87,56.23,39.71,345
15,3100-7755,3100,7755,0.0,0.29,79.94,14.83,344
15,3100-9665,3100,9665,0.0,0.0,83.87,7.53,93
15,3100-9670,3100,9670,0.0,0.2,79.52,16.7,503
15,3100-9672,3100,9672,1.1,0.27,80.36,15.05,1502
15,3110-4785,3110,4785,0.0,0.0,73.96,13.54,96
15,3110-5902,3110,5902,0.0,0.74,64.89,33.82,544
15,3110-7490,3110,7490,2.1,0.49,63.08,34.08,1021
15,3120-53,3120,53,0.0,0.0,55.09,40.72,167
15,3120-54,3120,54,0.0,5.23,12.79,80.81,172
15,3120-988,3120,988,0.0,3.14,26.01,68.61,446
15,3120-1500,3120,1500,0.0,0.0,41.86,53.95,215
15,3120-1875,3120,1875,0.0,0.88,80.76,15.42,681
15,3120-2825,3120,2825,6.8,1.94,49.03,46.6,206
15,3120-2850,3120,2850,0.1,1.64,63.93,29.8,1037
15,3120-3162,3120,3162,0.1,2.64,17.77,77.39,681
15,3120-3610,3120,3610,1.9,2.76,28.28,65.63,1740
15,3120-3614,3120,3614,3.9,3.86,30.34,59.82,1971
15,3120-3880,3120,3880,0.0,1.82,25.91,70.07,548
15,3120-4425,3120,4425,23.7,1.01,21.79,74.6,693
15,3120-4438,3120,4438,0.2,6.16,21.01,65.4,552
15,3120-6364,3120,6364,1.9,1.51,24.26,71.72,1393
15,3120-8467,3120,8467,0.0,0.0,2.35,97.65,85
15,3120-8965,3120,8965,0.0,1.21,55.76,38.18,495
15,3120-9611,3120,9611,0.0,2.13,48.94,46.81,47
15,3130-4670,3130,4670,1.0,0.0,68.34,30.65,398
15,3130-7054,3130,7054,0.0,0.0,64.36,35.64,202
15,3140-3066,3140,3066,0.3,0.27,25.33,73.33,375
15,3140-3070,3140,3070,3.7,0.71,25.42,71.75,708
15,3140-7219,3140,7219,0.0,0.0,45.71,54.29,35
15,3145-3961,3145,3961,0.6,0.59,57.99,39.05,169
15,3145-3962,3145,3962,1.9,0.76,59.09,36.36,264
15,3146-1012,3146,1012,0.0,0.0,86.32,9.47,95
15,3147-7156,3147,7156,0.0,2.15,88.17,7.53,93
15,3148-6812,3148,6812,0.0,0.0,90.0,10.0,50
15,3200-9791,3200,9791,0.0,0.0,44.63,55.37,121
15,3200-9799,3200,9799,1.6,0.41,52.65,45.71,245
15,3210-9729,3210,9729,0.0,0.0,72.55,24.51,102
15,3210-9733,3210,9733,5.3,0.49,71.36,25.73,206
15,3220-4231,3220,4231,0.0,1.59,66.67,25.4,63
15,3230-5123,3230,5123,0.0,0.0,87.88,12.12,33
15,8001-15,8001,15,0.9,1.37,60.52,28.33,879
15,8001-35,8001,35,0.0,0.0,86.67,13.33,15
15,8001-75,8001,75,1.2,0.29,93.57,4.09,342
15,8001-653,8001,653,0.0,0.0,70.43,27.83,115
15,8001-655,8001,655,0.9,31.25,21.88,34.38,224
15,8001-657,8001,657,0.0,11.54,53.85,26.92,26
15,8001-1279,8001,1279,0.8,0.38,78.08,17.31,260
15,8001-1376,8001,1376,3.8,1.89,20.75,75.47,53
15,8001-1791,8001,1791,0.0,4.65,66.28,23.26,172
15,8001-1795,8001,1795,0.5,6.34,67.66,18.11,773
15,8001-1877,8001,1877,27.9,6.25,57.14,30.13,448
15,8001-1901,8001,1901,5.6,0.0,85.92,9.86,71
15,8001-2067,8001,2067,0.7,1.82,86.89,7.83,549
15,8001-2196,8001,2196,0.0,0.9,87.95,6.02,332
15,8001-2837,8001,2837,2.8,2.45,42.33,48.47,326
15,8001-4699,8001,4699,18.6,0.3,9.15,88.91,667
15,8001-5453,8001,5453,0.0,0.0,89.01,8.24,182
15,8001-5851,8001,5851,0.0,0.0,65.38,11.54,26
15,8001-6219,8001,6219,29.4,12.55,4.33,68.69,693
15,8001-6913,8001,6913,0.0,1.02,20.92,72.45,392
15,8001-6914,8001,6914,0.6,0.93,24.11,68.12,643
15,8001-7278,8001,7278,1.2,0.0,1.16,98.84,86
15,8001-7512,8001,7512,0.0,0.0,78.72,19.15,47
15,8001-8821,8001,8821,0.0,4.55,54.55,27.27,22
15,8001-8929,8001,8929,1.1,28.42,26.23,37.16,183
15,8001-9785,8001,9785,12.0,2.58,17.17,77.68,233
15,9000-1924,9000,1924,1.3,6.58,45.39,37.5,152
15,9030-6134,9030,6134,1.8,1.2,59.04,38.55,166
15,9035-1607,9035,1607,40.1,1.12,46.1,50.93,269
15,9035-3997,9035,3997,20.0,2.22,42.22,55.56,45
15,9050-8121,9050,8121,12.2,0.0,81.11,13.33,90
15,9130-2840,9130,2840,0.0,2.15,78.97,10.73,233
15,9170-1550,9170,1550,16.2,5.42,68.51,22.54,794
15,9170-7449,9170,7449,2.5,2.79,64.8,28.21,358
