County Name,Org. Code,Organization Name,School Code,School Name / Category (include or exclude alternative schools),Grade,Total Pupil Count,Total Dropouts,Total Dropout Rate,Black Or Aftican American Pupil Count,Hispanic or Latino Pupil Count,White Pupil Count
ARCHULETA,0220,ARCHULETA COUNTY 50 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,115,1,0.0090,2,37,71
ARCHULETA,0220,ARCHULETA COUNTY 50 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,115,1,0.0090,2,37,71
ARCHULETA,0220,ARCHULETA COUNTY 50 JT,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0,0.0000,0,0,0
ARCHULETA,0220,ARCHULETA COUNTY 50 JT,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,698,1,0.0010,5,109,506
ARCHULETA,0220,ARCHULETA COUNTY 50 JT,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,698,1,0.0010,5,109,506
BACA,0230,WALSH RE-1,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
BACA,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL, 7,7,0,0.0000,0,1,6
BACA,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL, 8,13,0,0.0000,0,1,12
BACA,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL, 9,13,0,0.0000,0,1,12
BACA,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,10,12,0,0.0000,0,3,9
BACA,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,11,12,1,0.0830,0,1,11
BACA,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,12,14,1,0.0710,0,2,12
BACA,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,ALL,71,2,0.0280,0,9,62
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 7,7,0,0.0000,0,1,6
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 7,7,0,0.0000,0,1,6
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 8,13,0,0.0000,0,1,12
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 8,13,0,0.0000,0,1,12
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 9,13,0,0.0000,0,1,12
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 9,13,0,0.0000,0,1,12
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,12,0,0.0000,0,3,9
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,12,0,0.0000,0,3,9
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,12,1,0.0830,0,1,11
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,12,1,0.0830,0,1,11
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,14,1,0.0710,0,2,12
BACA,0230,WALSH RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,14,1,0.0710,0,2,12
BACA,0230,WALSH RE-1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0,0.0000,0,0,0
BACA,0230,WALSH RE-1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,71,2,0.0280,0,9,62
BACA,0230,WALSH RE-1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,71,2,0.0280,0,9,62
BACA,0240,PRITCHETT RE-3,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
BACA,0240,PRITCHETT RE-3,7176,PRITCHETT MIDDLE SCHOOL, 7,11,0,0.0000,0,0,11
BACA,0240,PRITCHETT RE-3,7176,PRITCHETT MIDDLE SCHOOL, 8,4,0,0.0000,0,2,2
BACA,0240,PRITCHETT RE-3,7176,PRITCHETT MIDDLE SCHOOL,ALL,15,0,0.0000,0,2,13
BACA,0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL, 9,5,0,0.0000,0,0,5
BACA,0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,10,5,0,0.0000,0,1,4
BACA,0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,11,9,0,0.0000,0,1,8
BACA,0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,12,4,0,0.0000,0,0,4
BACA,0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,ALL,23,0,0.0000,0,2,21
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 7,11,0,0.0000,0,0,11
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 7,11,0,0.0000,0,0,11
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 8,4,0,0.0000,0,2,2
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 8,4,0,0.0000,0,2,2
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 9,5,0,0.0000,0,0,5
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 9,5,0,0.0000,0,0,5
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,5,0,0.0000,0,1,4
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,5,0,0.0000,0,1,4
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,9,0,0.0000,0,1,8
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,9,0,0.0000,0,1,8
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,4,0,0.0000,0,0,4
BACA,0240,PRITCHETT RE-3,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,4,0,0.0000,0,0,4
BACA,0240,PRITCHETT RE-3,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0,0.0000,0,0,0
BACA,0240,PRITCHETT RE-3,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,38,0,0.0000,0,4,34
BACA,0240,PRITCHETT RE-3,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,38,0,0.0000,0,4,34
BACA,0250,SPRINGFIELD RE-4,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
BACA,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL, 7,15,1,0.0670,0,3,12
BACA,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL, 8,24,0,0.0000,0,2,22
BACA,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL, 9,25,0,0.0000,0,6,17
BACA,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL,10,16,0,0.0000,1,2,11
BACA,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL,11,31,0,0.0000,1,4,25
BACA,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL,12,31,1,0.0320,0,4,26
BACA,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL,ALL,142,2,0.0140,2,21,113
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 7,15,1,0.0670,0,3,12
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 7,15,1,0.0670,0,3,12
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 8,24,0,0.0000,0,2,22
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 8,24,0,0.0000,0,2,22
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 9,25,0,0.0000,0,6,17
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 9,25,0,0.0000,0,6,17
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,16,0,0.0000,1,2,11
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,16,0,0.0000,1,2,11
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,31,0,0.0000,1,4,25
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,31,0,0.0000,1,4,25
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,31,1,0.0320,0,4,26
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,31,1,0.0320,0,4,26
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0,0.0000,0,0,0
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,142,2,0.0140,2,21,113
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,142,2,0.0140,2,21,113
BACA,0260,VILAS RE-5,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
BACA,0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL, 7,13,0,0.0000,3,1,9
BACA,0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL, 8,16,0,0.0000,1,3,12
BACA,0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL, 9,14,3,0.2140,0,2,11
BACA,0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,ALL,43,3,0.0700,4,6,32
BACA,0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL, 7,6,0,0.0000,0,3,3
BACA,0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL, 8,3,0,0.0000,0,1,2
BACA,0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL, 9,5,0,0.0000,0,0,5
BACA,0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,10,4,0,0.0000,0,0,4
BACA,0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,11,2,0,0.0000,0,0,2
BACA,0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,12,6,1,0.1670,0,2,4
BACA,0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,ALL,26,1,0.0380,0,6,20
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 7,19,0,0.0000,3,4,12
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 7,19,0,0.0000,3,4,12
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 8,19,0,0.0000,1,4,14
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 8,19,0,0.0000,1,4,14
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 9,19,3,0.1580,0,2,16
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 9,19,3,0.1580,0,2,16
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,4,0,0.0000,0,0,4
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,4,0,0.0000,0,0,4
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,2,0,0.0000,0,0,2
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,2,0,0.0000,0,0,2
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,6,1,0.1670,0,2,4
BACA,0260,VILAS RE-5,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,6,1,0.1670,0,2,4
BACA,0260,VILAS RE-5,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0,0.0000,0,0,0
BACA,0260,VILAS RE-5,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,69,4,0.0580,4,12,52
BACA,0260,VILAS RE-5,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,69,4,0.0580,4,12,52
BACA,0270,CAMPO RE-6,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
BACA,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL, 7,4,0,0.0000,0,0,4
BACA,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL, 8,4,0,0.0000,0,0,4
BACA,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL, 9,5,0,0.0000,0,0,5
BACA,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,10,1,0,0.0000,0,0,1
BACA,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,11,3,0,0.0000,0,0,3
BACA,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,12,7,0,0.0000,0,0,7
BACA,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,ALL,24,0,0.0000,0,0,24
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 7,4,0,0.0000,0,0,4
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 7,4,0,0.0000,0,0,4
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 8,4,0,0.0000,0,0,4
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 8,4,0,0.0000,0,0,4
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 9,5,0,0.0000,0,0,5
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 9,5,0,0.0000,0,0,5
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,1,0,0.0000,0,0,1
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,1,0,0.0000,0,0,1
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,3,0,0.0000,0,0,3
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,3,0,0.0000,0,0,3
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,7,0,0.0000,0,0,7
BACA,0270,CAMPO RE-6,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,7,0,0.0000,0,0,7
BACA,0270,CAMPO RE-6,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0,0.0000,0,0,0
BACA,0270,CAMPO RE-6,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,24,0,0.0000,0,0,24
BACA,0270,CAMPO RE-6,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,24,0,0.0000,0,0,24
BENT,0290,LAS ANIMAS RE-1,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
BENT,0290,LAS ANIMAS RE-1,4986,LAS ANIMAS JUNIOR HIGH SCHOOL, 7,45,1,0.0220,0,28,16
BENT,0290,LAS ANIMAS RE-1,4986,LAS ANIMAS JUNIOR HIGH SCHOOL, 8,39,0,0.0000,0,22,16
BENT,0290,LAS ANIMAS RE-1,4986,LAS ANIMAS JUNIOR HIGH SCHOOL,ALL,84,1,0.0120,0,50,32
BENT,0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL, 9,38,0,0.0000,0,20,18
BENT,0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,10,38,0,0.0000,1,23,12
BENT,0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,11,27,0,0.0000,0,17,10
BENT,0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,12,33,0,0.0000,0,15,17
BENT,0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,ALL,136,0,0.0000,1,75,57
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 7,45,1,0.0220,0,28,16
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 7,45,1,0.0220,0,28,16
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 8,39,0,0.0000,0,22,16
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 8,39,0,0.0000,0,22,16
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 9,38,0,0.0000,0,20,18
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 9,38,0,0.0000,0,20,18
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,38,0,0.0000,1,23,12
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,38,0,0.0000,1,23,12
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,27,0,0.0000,0,17,10
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,27,0,0.0000,0,17,10
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,33,0,0.0000,0,15,17
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,33,0,0.0000,0,15,17
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0,0.0000,0,0,0
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,220,1,0.0050,1,125,89
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,220,1,0.0050,1,125,89
BENT,0310,MC CLAVE RE-2,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
BENT,0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL, 7,22,0,0.0000,0,0,22
BENT,0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL, 8,25,0,0.0000,0,1,24
BENT,0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL, 9,20,0,0.0000,0,0,20
BENT,0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,10,30,0,0.0000,0,0,29
BENT,0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,11,24,0,0.0000,0,1,23
BENT,0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,12,24,0,0.0000,0,0,24
BENT,0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,ALL,145,0,0.0000,0,2,142
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 7,22,0,0.0000,0,0,22
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 7,22,0,0.0000,0,0,22
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 8,25,0,0.0000,0,1,24
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 8,25,0,0.0000,0,1,24
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 9,20,0,0.0000,0,0,20
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 9,20,0,0.0000,0,0,20
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,30,0,0.0000,0,0,29
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,30,0,0.0000,0,0,29
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,24,0,0.0000,0,1,23
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,24,0,0.0000,0,1,23
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,24,0,0.0000,0,0,24
BENT,0310,MC CLAVE RE-2,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,24,0,0.0000,0,0,24
BENT,0310,MC CLAVE RE-2,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0,0.0000,0,0,0
BENT,0310,MC CLAVE RE-2,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,145,0,0.0000,0,2,142
BENT,0310,MC CLAVE RE-2,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,145,0,0.0000,0,2,142
BOULDER,0470,ST VRAIN VALLEY RE 1J,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
BOULDER,0470,ST VRAIN VALLEY RE 1J,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM, 7,51,0,0.0000,0,6,43
BOULDER,0470,ST VRAIN VALLEY RE 1J,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM, 8,50,0,0.0000,0,2,45
BOULDER,0470,ST VRAIN VALLEY RE 1J,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM, 9,44,0,0.0000,0,2,41
BOULDER,0470,ST VRAIN VALLEY RE 1J,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM,10,35,0,0.0000,0,2,32
BOULDER,0470,ST VRAIN VALLEY RE 1J,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM,11,15,0,0.0000,0,3,12
BOULDER,0470,ST VRAIN VALLEY RE 1J,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM,12,9,0,0.0000,0,0,8
BOULDER,0470,ST VRAIN VALLEY RE 1J,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM,ALL,204,0,0.0000,0,15,181
BOULDER,0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL, 7,277,1,0.0040,2,41,201
BOULDER,0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL, 8,283,0,0.0000,7,40,204
BOULDER,0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL,ALL,560,1,0.0020,9,81,405
BOULDER,0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY, 7,15,0,0.0000,0,5,10
BOULDER,0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY, 8,8,0,0.0000,0,2,6
BOULDER,0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,ALL,23,0,0.0000,0,7,16
BOULDER,0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL, 7,292,1,0.0030,2,29,247
BOULDER,0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL, 8,288,0,0.0000,8,32,236
BOULDER,0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL,ALL,580,1,0.0020,10,61,483
BOULDER,0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL, 9,266,1,0.0040,2,42,208
BOULDER,0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,10,221,1,0.0050,1,37,176
BOULDER,0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,11,217,2,0.0090,1,31,173
BOULDER,0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,12,202,2,0.0100,2,27,165
BOULDER,0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,ALL,906,6,0.0070,6,137,722
BOULDER,0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY, 7,97,0,0.0000,1,7,84
BOULDER,0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY, 8,89,0,0.0000,4,5,71
