County Name,Org. Code,Organization Name,School Code,School Name / Category (include or exclude alternative schools),Grade,Total Pupil Count,Total Dropouts,Total Dropout Rate,Black Or Aftican American Pupil Count,Hispanic or Latino Pupil Count,White Pupil Count
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),10,35,1,0.0290,0,4,26
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,334,2,0.0060,3,55,254
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,369,3,0.0080,3,59,280
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),11,28,4,0.1430,0,7,20
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,281,0,0.0000,2,51,208
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,309,4,0.0130,2,58,228
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),12,28,2,0.0710,1,6,19
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,289,20,0.0690,3,47,217
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,317,22,0.0690,4,53,236
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,108,7,0.0650,1,21,75
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,1934,22,0.0110,15,323,1438
LA PLATA,1520,DURANGO 9-R,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,2042,29,0.0140,16,344,1513
LA PLATA,1530,BAYFIELD 10 JT-R,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
LA PLATA,1530,BAYFIELD 10 JT-R,0636,BAYFIELD MIDDLE SCHOOL, 7,95,1,0.0110,0,13,78
LA PLATA,1530,BAYFIELD 10 JT-R,0636,BAYFIELD MIDDLE SCHOOL, 8,129,0,0.0000,1,23,99
LA PLATA,1530,BAYFIELD 10 JT-R,0636,BAYFIELD MIDDLE SCHOOL,ALL,224,1,0.0040,1,36,177
LA PLATA,1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL, 9,124,3,0.0240,0,14,103
LA PLATA,1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,10,120,2,0.0170,0,22,91
LA PLATA,1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,11,105,2,0.0190,0,16,82
LA PLATA,1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,12,93,5,0.0540,0,14,73
LA PLATA,1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,ALL,442,12,0.0270,0,66,349
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 7,95,1,0.0110,0,13,78
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 7,95,1,0.0110,0,13,78
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 8,128,0,0.0000,1,23,98
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 8,128,0,0.0000,1,23,98
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 9,124,3,0.0240,0,14,103
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 9,124,3,0.0240,0,14,103
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,120,2,0.0170,0,22,91
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,120,2,0.0170,0,22,91
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,105,2,0.0190,0,16,82
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,105,2,0.0190,0,16,82
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,93,5,0.0540,0,14,73
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,93,5,0.0540,0,14,73
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0,0.0000,0,0,0
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,665,13,0.0200,1,102,525
LA PLATA,1530,BAYFIELD 10 JT-R,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,665,13,0.0200,1,102,525
LA PLATA,1540,IGNACIO 11 JT,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
LA PLATA,1540,IGNACIO 11 JT,4254,IGNACIO MIDDLE SCHOOL, 7,67,1,0.0150,0,19,26
LA PLATA,1540,IGNACIO 11 JT,4254,IGNACIO MIDDLE SCHOOL, 8,71,0,0.0000,0,30,22
LA PLATA,1540,IGNACIO 11 JT,4254,IGNACIO MIDDLE SCHOOL,ALL,138,1,0.0070,0,49,48
LA PLATA,1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL, 9,81,1,0.0120,1,24,27
LA PLATA,1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,10,71,0,0.0000,0,25,26
LA PLATA,1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,11,62,0,0.0000,0,20,21
LA PLATA,1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,12,51,3,0.0590,1,12,20
LA PLATA,1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,ALL,265,4,0.0150,2,81,94
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 7,67,1,0.0150,0,19,26
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 7,67,1,0.0150,0,19,26
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 8,71,0,0.0000,0,30,22
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 8,71,0,0.0000,0,30,22
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 9,81,1,0.0120,1,24,27
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 9,81,1,0.0120,1,24,27
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,71,0,0.0000,0,25,26
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,71,0,0.0000,0,25,26
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,62,0,0.0000,0,20,21
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,62,0,0.0000,0,20,21
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,51,3,0.0590,1,12,20
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,51,3,0.0590,1,12,20
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0,0.0000,0,0,0
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,403,5,0.0120,2,130,142
LA PLATA,1540,IGNACIO 11 JT,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,403,5,0.0120,2,130,142
LARIMER,1550,POUDRE R-1,0000,SUMMER SCHOOL, 9,4,3,0.7500,0,1,2
LARIMER,1550,POUDRE R-1,0000,SUMMER SCHOOL DROPOUTS,ALL,4,3,0.7500,0,1,2
LARIMER,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS, 7,92,0,0.0000,0,14,67
LARIMER,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS, 8,84,0,0.0000,1,9,66
LARIMER,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS, 9,57,0,0.0000,0,7,42
LARIMER,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,10,54,0,0.0000,0,7,40
LARIMER,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,11,54,0,0.0000,1,4,45
LARIMER,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,12,47,0,0.0000,1,3,34
LARIMER,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,ALL,388,0,0.0000,3,44,294
LARIMER,1550,POUDRE R-1,0892,BLEVINS MIDDLE SCHOOL, 7,213,0,0.0000,2,45,152
LARIMER,1550,POUDRE R-1,0892,BLEVINS MIDDLE SCHOOL, 8,202,0,0.0000,6,41,140
LARIMER,1550,POUDRE R-1,0892,BLEVINS MIDDLE SCHOOL,ALL,415,0,0.0000,8,86,292
LARIMER,1550,POUDRE R-1,0898,BOLTZ MIDDLE SCHOOL, 7,229,0,0.0000,9,52,149
LARIMER,1550,POUDRE R-1,0898,BOLTZ MIDDLE SCHOOL, 8,226,1,0.0040,7,56,147
LARIMER,1550,POUDRE R-1,0898,BOLTZ MIDDLE SCHOOL,ALL,455,1,0.0020,16,108,296
LARIMER,1550,POUDRE R-1,1190,CACHE LA POUDRE MIDDLE SCHOOL, 7,110,0,0.0000,2,16,88
LARIMER,1550,POUDRE R-1,1190,CACHE LA POUDRE MIDDLE SCHOOL, 8,116,1,0.0090,0,20,88
LARIMER,1550,POUDRE R-1,1190,CACHE LA POUDRE MIDDLE SCHOOL,ALL,226,1,0.0040,2,36,176
LARIMER,1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL, 9,523,3,0.0060,5,107,372
LARIMER,1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,10,430,8,0.0190,7,127,267
LARIMER,1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,11,443,9,0.0200,9,102,305
LARIMER,1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,12,432,13,0.0300,4,98,296
LARIMER,1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,ALL,1828,33,0.0180,25,434,1240
LARIMER,1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL, 9,511,0,0.0000,9,34,424
LARIMER,1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,10,540,1,0.0020,7,41,455
LARIMER,1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,11,550,2,0.0040,4,37,453
LARIMER,1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,12,493,11,0.0220,4,28,428
LARIMER,1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,ALL,2094,14,0.0070,24,140,1760
LARIMER,1550,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL, 9,19,3,0.1580,0,6,13
LARIMER,1550,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL,10,53,13,0.2450,0,13,39
LARIMER,1550,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL,11,97,30,0.3090,1,19,71
LARIMER,1550,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL,12,81,13,0.1600,4,16,54
LARIMER,1550,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL,ALL,250,59,0.2360,5,54,177
LARIMER,1550,POUDRE R-1,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL, 7,280,0,0.0000,3,15,216
LARIMER,1550,POUDRE R-1,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL, 8,263,0,0.0000,4,9,209
LARIMER,1550,POUDRE R-1,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,ALL,543,0,0.0000,7,24,425
LARIMER,1550,POUDRE R-1,5068,LESHER MIDDLE SCHOOL, 7,267,1,0.0040,1,70,169
LARIMER,1550,POUDRE R-1,5068,LESHER MIDDLE SCHOOL, 8,282,0,0.0000,6,78,181
LARIMER,1550,POUDRE R-1,5068,LESHER MIDDLE SCHOOL,ALL,549,1,0.0020,7,148,350
LARIMER,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL, 7,94,0,0.0000,1,10,74
LARIMER,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL, 8,93,0,0.0000,0,3,85
LARIMER,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL, 9,123,0,0.0000,0,5,102
LARIMER,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,10,84,1,0.0120,0,3,72
LARIMER,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,11,77,0,0.0000,1,5,64
LARIMER,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,12,58,0,0.0000,0,3,48
LARIMER,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,ALL,529,1,0.0020,2,29,445
LARIMER,1550,POUDRE R-1,5168,LINCOLN MIDDLE SCHOOL, 7,212,0,0.0000,2,108,91
LARIMER,1550,POUDRE R-1,5168,LINCOLN MIDDLE SCHOOL, 8,174,0,0.0000,1,108,55
LARIMER,1550,POUDRE R-1,5168,LINCOLN MIDDLE SCHOOL,ALL,386,0,0.0000,3,216,146
LARIMER,1550,POUDRE R-1,7043,PSD OPTIONS SCHOOL, 7,21,0,0.0000,0,1,18
LARIMER,1550,POUDRE R-1,7043,PSD OPTIONS SCHOOL, 8,13,0,0.0000,0,0,13
LARIMER,1550,POUDRE R-1,7043,PSD OPTIONS SCHOOL, 9,2,0,0.0000,0,0,2
LARIMER,1550,POUDRE R-1,7043,PSD OPTIONS SCHOOL,10,1,0,0.0000,0,0,1
LARIMER,1550,POUDRE R-1,7043,PSD OPTIONS SCHOOL,ALL,37,0,0.0000,0,1,34
LARIMER,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL, 7,46,0,0.0000,0,2,41
LARIMER,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL, 8,45,0,0.0000,0,3,37
LARIMER,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL, 9,53,1,0.0190,0,6,45
LARIMER,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,10,47,0,0.0000,0,4,39
LARIMER,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,11,40,0,0.0000,1,5,31
LARIMER,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,12,42,1,0.0240,0,1,38
LARIMER,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,ALL,273,2,0.0070,1,21,231
LARIMER,1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL, 9,536,4,0.0070,6,139,359
LARIMER,1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL,10,552,14,0.0250,9,152,355
LARIMER,1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL,11,505,14,0.0280,11,113,343
LARIMER,1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL,12,383,10,0.0260,5,83,271
LARIMER,1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL,ALL,1976,42,0.0210,31,487,1328
LARIMER,1550,POUDRE R-1,7127,POUDRE COMMUNITY ACADEMY, 9,20,0,0.0000,0,11,8
LARIMER,1550,POUDRE R-1,7127,POUDRE COMMUNITY ACADEMY,10,41,5,0.1220,2,15,22
LARIMER,1550,POUDRE R-1,7127,POUDRE COMMUNITY ACADEMY,11,38,5,0.1320,1,9,26
LARIMER,1550,POUDRE R-1,7127,POUDRE COMMUNITY ACADEMY,12,43,7,0.1630,1,11,31
LARIMER,1550,POUDRE R-1,7127,POUDRE COMMUNITY ACADEMY,ALL,142,17,0.1200,4,46,87
LARIMER,1550,POUDRE R-1,7161,PRESTON MIDDLE SCHOOL, 7,370,0,0.0000,7,19,312
LARIMER,1550,POUDRE R-1,7161,PRESTON MIDDLE SCHOOL, 8,428,0,0.0000,10,35,345
LARIMER,1550,POUDRE R-1,7161,PRESTON MIDDLE SCHOOL,ALL,798,0,0.0000,17,54,657
LARIMER,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY, 7,7,0,0.0000,0,1,6
LARIMER,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY, 8,14,0,0.0000,0,1,13
LARIMER,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY, 9,31,0,0.0000,0,3,26
LARIMER,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY,10,33,1,0.0300,0,6,25
LARIMER,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY,11,19,0,0.0000,0,0,17
LARIMER,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY,12,21,0,0.0000,0,6,13
LARIMER,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY,ALL,125,1,0.0080,0,17,100
LARIMER,1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL, 9,583,5,0.0090,7,96,438
LARIMER,1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL,10,518,4,0.0080,7,86,380
LARIMER,1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL,11,542,9,0.0170,7,76,422
LARIMER,1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL,12,533,9,0.0170,11,81,407
LARIMER,1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL,ALL,2176,27,0.0120,32,339,1647
LARIMER,1550,POUDRE R-1,9330,WEBBER MIDDLE SCHOOL, 7,279,0,0.0000,4,36,219
LARIMER,1550,POUDRE R-1,9330,WEBBER MIDDLE SCHOOL, 8,302,0,0.0000,4,40,237
LARIMER,1550,POUDRE R-1,9330,WEBBER MIDDLE SCHOOL,ALL,581,0,0.0000,8,76,456
LARIMER,1550,POUDRE R-1,9374,WELLINGTON MIDDLE SCHOOL, 7,163,1,0.0060,3,30,126
LARIMER,1550,POUDRE R-1,9374,WELLINGTON MIDDLE SCHOOL, 8,170,0,0.0000,2,18,143
LARIMER,1550,POUDRE R-1,9374,WELLINGTON MIDDLE SCHOOL,ALL,333,1,0.0030,5,48,269
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY), 7,45,0,0.0000,0,2,40
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 7,2298,2,0.0010,33,405,1662
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 7,2343,2,0.0010,33,407,1702
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY), 8,45,0,0.0000,0,3,37
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 8,2334,2,0.0010,41,404,1707
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 8,2379,2,0.0010,41,407,1744
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY), 9,91,4,0.0440,0,22,66
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS), 9,2279,15,0.0070,27,374,1700
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS), 9,2370,19,0.0080,27,396,1766
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),10,135,18,0.1330,1,30,97
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,2130,29,0.0140,30,396,1542
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,2265,47,0.0210,31,426,1639
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),11,165,35,0.2120,3,31,120
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,2131,34,0.0160,31,324,1613
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,2296,69,0.0300,34,355,1733
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),12,158,21,0.1330,5,27,116
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,1943,43,0.0220,24,295,1481
LARIMER,1550,POUDRE R-1,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,2101,64,0.0300,29,322,1597
LARIMER,1550,POUDRE R-1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,639,78,0.1220,9,115,476
LARIMER,1550,POUDRE R-1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,13115,125,0.0100,186,2198,9705
LARIMER,1550,POUDRE R-1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,13754,203,0.0150,195,2313,10181
LARIMER,1560,THOMPSON R2-J,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0,0.0000,0,0,0
LARIMER,1560,THOMPSON R2-J,0510,CONRAD BALL MIDDLE SCHOOL, 7,244,0,0.0000,4,73,157
LARIMER,1560,THOMPSON R2-J,0510,CONRAD BALL MIDDLE SCHOOL, 8,256,1,0.0040,2,69,173
LARIMER,1560,THOMPSON R2-J,0510,CONRAD BALL MIDDLE SCHOOL,ALL,500,1,0.0020,6,142,330
LARIMER,1560,THOMPSON R2-J,0812,BERTHOUD HIGH SCHOOL, 9,226,0,0.0000,2,25,189
LARIMER,1560,THOMPSON R2-J,0812,BERTHOUD HIGH SCHOOL,10,178,0,0.0000,1,17,154
LARIMER,1560,THOMPSON R2-J,0812,BERTHOUD HIGH SCHOOL,11,187,2,0.0110,0,14,165
LARIMER,1560,THOMPSON R2-J,0812,BERTHOUD HIGH SCHOOL,12,160,4,0.0250,0,16,140
LARIMER,1560,THOMPSON R2-J,0812,BERTHOUD HIGH SCHOOL,ALL,751,6,0.0080,3,72,648
LARIMER,1560,THOMPSON R2-J,5121,LEAP SCHOOL, 7,19,0,0.0000,0,2,16
LARIMER,1560,THOMPSON R2-J,5121,LEAP SCHOOL, 8,20,0,0.0000,0,2,18
LARIMER,1560,THOMPSON R2-J,5121,LEAP SCHOOL, 9,15,0,0.0000,0,2,13
LARIMER,1560,THOMPSON R2-J,5121,LEAP SCHOOL,10,10,0,0.0000,0,0,9
LARIMER,1560,THOMPSON R2-J,5121,LEAP SCHOOL,11,10,0,0.0000,0,0,10
LARIMER,1560,THOMPSON R2-J,5121,LEAP SCHOOL,12,7,0,0.0000,0,1,6
LARIMER,1560,THOMPSON R2-J,5121,LEAP SCHOOL,ALL,81,0,0.0000,0,7,72
LARIMER,1560,THOMPSON R2-J,5235,LOVELAND CLASSICAL SCHOOL, 7,73,0,0.0000,0,6,65
LARIMER,1560,THOMPSON R2-J,5235,LOVELAND CLASSICAL SCHOOL, 8,65,0,0.0000,0,11,52
LARIMER,1560,THOMPSON R2-J,5235,LOVELAND CLASSICAL SCHOOL, 9,55,0,0.0000,0,10,43
LARIMER,1560,THOMPSON R2-J,5235,LOVELAND CLASSICAL SCHOOL,10,26,0,0.0000,0,4,22
LARIMER,1560,THOMPSON R2-J,5235,LOVELAND CLASSICAL SCHOOL,11,18,0,0.0000,0,3,15
LARIMER,1560,THOMPSON R2-J,5235,LOVELAND CLASSICAL SCHOOL,12,11,0,0.0000,0,2,9
LARIMER,1560,THOMPSON R2-J,5235,LOVELAND CLASSICAL SCHOOL,ALL,248,0,0.0000,0,36,206
LARIMER,1560,THOMPSON R2-J,5312,BILL REED MIDDLE SCHOOL, 7,263,1,0.0040,6,68,176
LARIMER,1560,THOMPSON R2-J,5312,BILL REED MIDDLE SCHOOL, 8,264,1,0.0040,5,70,180
LARIMER,1560,THOMPSON R2-J,5312,BILL REED MIDDLE SCHOOL,ALL,527,2,0.0040,11,138,356
LARIMER,1560,THOMPSON R2-J,5316,LOVELAND HIGH SCHOOL, 9,444,2,0.0050,3,103,316
LARIMER,1560,THOMPSON R2-J,5316,LOVELAND HIGH SCHOOL,10,468,0,0.0000,5,99,337
LARIMER,1560,THOMPSON R2-J,5316,LOVELAND HIGH SCHOOL,11,387,5,0.0130,2,78,287
LARIMER,1560,THOMPSON R2-J,5316,LOVELAND HIGH SCHOOL,12,425,15,0.0350,7,69,328
LARIMER,1560,THOMPSON R2-J,5316,LOVELAND HIGH SCHOOL,ALL,1724,22,0.0130,17,349,1268
LARIMER,1560,THOMPSON R2-J,5335,LUCILE ERWIN MIDDLE SCHOOL, 7,315,1,0.0030,6,51,249
LARIMER,1560,THOMPSON R2-J,5335,LUCILE ERWIN MIDDLE SCHOOL, 8,346,2,0.0060,5,60,265
LARIMER,1560,THOMPSON R2-J,5335,LUCILE ERWIN MIDDLE SCHOOL,ALL,661,3,0.0050,11,111,514
LARIMER,1560,THOMPSON R2-J,6163,MOUNTAIN VIEW HIGH SCHOOL, 9,385,2,0.0050,10,100,258
LARIMER,1560,THOMPSON R2-J,6163,MOUNTAIN VIEW HIGH SCHOOL,10,397,6,0.0150,6,90,286
LARIMER,1560,THOMPSON R2-J,6163,MOUNTAIN VIEW HIGH SCHOOL,11,322,10,0.0310,8,80,218
LARIMER,1560,THOMPSON R2-J,6163,MOUNTAIN VIEW HIGH SCHOOL,12,352,19,0.0540,6,66,264
LARIMER,1560,THOMPSON R2-J,6163,MOUNTAIN VIEW HIGH SCHOOL,ALL,1456,37,0.0250,30,336,1026
