year,districtcode,schoolcode,mergecode,black,hispanic,white,totalenroll
18,1180,570,1180-570,0.21,59.25,37.63,481
18,1180,7422,1180-7422,0.26,60.94,36.98,384
18,1195,65,1195-65,0.36,44.13,52.85,562
18,1195,7360,1195-7360,0.26,52.09,44.9,764
18,120,206,120-206,0.68,32.76,60.75,293
18,120,2746,120-2746,4.73,44.18,46.73,550
18,1220,3586,1220-3586,0.61,31.8,62.08,327
18,123,7842,123-7842,5.51,78.84,10.43,345
18,123,8123,123-8123,3.19,77.66,17.02,94
18,130,1551,130-1551,10.2,15.93,57.53,2950
18,130,1570,130-1570,3.21,12.06,66.9,3641
18,130,2357,130-2357,13.61,22.4,50.32,2822
18,130,2653,130-2653,13.41,30.43,48.55,276
18,130,3589,130-3589,8.37,16.62,56.87,2773
18,130,6367,130-6367,0.94,12.26,76.42,106
18,130,6625,130-6625,28.4,37.4,21.29,2377
18,130,8020,130-8020,18.06,23.13,44.57,2071
18,1330,1634,1330-1634,0.83,12.5,83.33,120
18,1340,9420,1340-9420,0.72,34.53,62.59,139
18,1350,5864,1350-5864,0.53,11.73,85.33,375
18,1360,2006,1360-2006,0.0,5.24,91.9,210
18,1360,3694,1360-3694,1.01,17.97,78.73,395
18,1380,4899,1380-4899,0.0,3.57,89.29,28
18,1390,9212,1390-9212,1.88,58.75,35.62,160
18,140,298,140-298,1.26,8.52,81.35,2230
18,140,3930,140-3930,0.88,14.44,77.62,1711
18,140,5224,140-5224,1.93,31.02,59.71,1241
18,1400,4864,1400-4864,0.0,31.82,68.18,66
18,1410,6358,1410-6358,0.0,15.91,84.09,44
18,1420,0,1420-0,6.67,33.33,53.33,15
18,1420,108,1420-108,1.15,78.42,11.75,783
18,1420,1451,1420-1451,0.0,30.09,67.26,113
18,1420,1522,1420-1522,0.62,12.95,80.91,1776
18,1420,1864,1420-1864,1.3,17.56,72.26,1691
18,1420,1880,1420-1880,0.74,10.37,76.3,135
18,1420,1886,1420-1886,0.23,6.83,86.46,879
18,1420,2093,1420-2093,0.58,16.61,74.24,1553
18,1420,2120,1420-2120,0.64,10.26,75.48,624
18,1420,2836,1420-2836,0.36,5.82,88.89,1116
18,1420,33,1420-33,1.68,27.73,65.27,357
18,1420,3393,1420-3393,0.0,7.55,85.85,106
18,1420,34,1420-34,3.09,30.93,56.7,97
18,1420,3502,1420-3502,0.3,12.89,79.35,1327
18,1420,3628,1420-3628,1.99,18.05,71.39,1108
18,1420,370,1420-370,3.04,45.26,43.43,822
18,1420,378,1420-378,1.19,18.5,73.53,1768
18,1420,4404,1420-4404,0.61,6.13,82.21,163
18,1420,4408,1420-4408,0.0,22.03,71.61,236
18,1420,4410,1420-4410,0.71,14.12,74.59,425
18,1420,4422,1420-4422,3.48,80.6,12.19,402
18,1420,4798,1420-4798,0.0,42.86,42.86,14
18,1420,4942,1420-4942,1.79,31.91,55.83,2128
18,1420,5415,1420-5415,9.09,36.36,45.45,11
18,1420,5623,1420-5623,0.0,15.52,75.86,58
18,1420,5892,1420-5892,0.0,35.48,58.06,31
18,1420,6237,1420-6237,0.8,91.57,4.02,249
18,1420,6541,1420-6541,1.28,15.74,78.72,235
18,1420,664,1420-664,1.28,40.22,47.7,1564
18,1420,7114,1420-7114,1.05,35.06,57.45,1429
18,1420,7239,1420-7239,0.11,10.59,82.97,1850
18,1420,7701,1420-7701,0.0,14.02,81.31,107
18,1420,8036,1420-8036,1.92,17.31,69.23,52
18,1420,8209,1420-8209,0.66,20.31,66.15,1359
18,1420,8793,1420-8793,1.44,12.02,80.77,208
18,1420,9234,1420-9234,0.0,10.81,86.49,37
18,1420,9245,1420-9245,0.0,14.29,76.19,21
18,1420,9510,1420-9510,1.44,38.08,53.6,1250
18,1420,965,1420-965,1.75,61.19,29.72,286
18,1430,2336,1430-2336,4.26,10.64,85.11,47
18,1440,7009,1440-7009,0.0,6.67,93.33,15
18,1450,2960,1450-2960,0.0,6.82,93.18,44
18,1460,7746,1460-7746,4.17,8.33,83.33,24
18,1480,8354,1480-8354,0.0,20.45,77.27,44
18,1490,842,1490-842,0.0,37.14,57.14,35
18,1500,1152,1500-1152,0.88,41.67,53.07,228
18,1510,4904,1510-4904,0.65,68.3,27.45,306
18,1510,4952,1510-4952,0.0,100.0,0.0,1
18,1520,0,1520-0,0.0,27.59,48.28,29
18,1520,1526,1520-1526,3.47,23.17,65.25,259
18,1520,2318,1520-2318,0.54,17.53,74.39,1101
18,1520,3571,1520-3571,1.14,19.32,70.45,88
18,1530,640,1530-640,0.0,13.12,82.41,381
18,1540,4258,1540-4258,0.39,36.68,29.73,259
18,1550,0,1550-0,0.0,53.85,38.46,13
18,1550,146,1550-146,0.83,10.74,71.07,121
18,1550,3046,1550-3046,2.39,21.66,67.04,1796
18,1550,3105,1550-3105,1.3,7.24,82.08,2003
18,1550,3760,1550-3760,1.53,21.37,71.76,131
18,1550,5120,1550-5120,0.29,7.43,82.86,350
18,1550,7104,1550-7104,0.0,7.47,85.06,174
18,1550,7124,1550-7124,0.99,26.03,67.82,1821
18,1550,7127,1550-7127,0.75,42.11,52.63,133
18,1550,7198,1550-7198,0.0,17.24,78.16,87
18,1550,7470,1550-7470,1.08,14.81,76.64,2033
18,1560,5121,1560-5121,0.0,3.85,88.46,26
18,1560,5235,1560-5235,0.0,10.71,84.82,112
18,1560,5316,1560-5316,1.97,20.39,73.1,1628
18,1560,6163,1560-6163,2.16,24.72,68.24,1250
18,1560,812,1560-812,0.14,10.91,85.03,715
18,1560,8824,1560-8824,1.31,18.48,76.81,1147
18,1560,9260,1560-9260,0.92,27.52,65.14,109
18,1570,2788,1570-2788,0.0,0.0,100.0,6
18,1570,2794,1570-2794,0.6,24.55,68.56,334
18,1580,8906,1580-8906,1.11,70.74,23.7,270
18,1590,7164,1590-7164,0.0,57.41,40.74,54
18,1600,4048,1600-4048,0.0,48.28,50.0,116
18,1620,66,1620-66,0.0,60.0,40.0,30
18,170,2140,170-2140,0.0,29.41,66.67,51
18,1750,948,1750-948,4.46,15.92,77.07,157
18,1750,978,1750-978,0.0,27.27,68.18,22
18,1760,4694,1760-4694,14.29,4.76,80.95,21
18,1780,4162,1780-4162,2.08,2.08,95.83,48
18,1790,5136,1790-5136,0.0,16.3,77.78,135
18,180,1,180-1,25.0,33.33,25.0,12
18,180,1458,180-1458,16.95,67.54,4.26,2018
18,180,219,180-219,18.25,55.56,16.67,126
18,180,3354,180-3354,22.73,55.55,13.11,1694
18,180,4024,180-4024,14.16,71.86,6.51,2196
18,180,5298,180-5298,38.25,35.86,20.32,251
18,180,6546,180-6546,0.0,15.69,77.12,153
18,180,7250,180-7250,21.61,40.94,25.71,2240
18,180,8356,180-8356,10.32,65.19,18.29,339
18,180,9125,180-9125,16.34,47.51,23.27,1444
18,180,9189,180-9189,19.23,57.69,22.12,104
18,180,9396,180-9396,7.79,72.47,4.42,385
18,1810,4506,1810-4506,0.0,0.0,100.0,7
18,1828,1224,1828-1224,1.37,17.81,79.45,73
18,1828,8260,1828-8260,0.76,22.12,72.59,529
18,1850,2988,1850-2988,0.0,14.29,85.71,42
18,1860,5806,1860-5806,1.19,5.95,91.67,84
18,1870,6838,1870-6838,0.0,0.0,96.67,60
18,190,1176,190-1176,0.68,13.7,82.19,146
18,190,1752,190-1752,4.6,14.15,72.98,544
18,190,2356,190-2356,10.56,50.93,34.16,161
18,190,3362,190-3362,5.26,12.03,69.92,133
18,1980,2126,1980-2126,0.0,6.82,93.18,44
18,1990,3582,1990-3582,11.19,37.06,45.45,143
18,1990,7032,1990-7032,0.0,8.16,86.73,98
18,20,0,20-0,4.0,46.0,44.0,50
18,20,1519,20-1519,0.66,13.49,62.5,304
18,20,210,20-210,1.35,58.45,35.14,296
18,20,4108,20-4108,1.77,27.0,62.89,2037
18,20,5043,20-5043,1.33,20.3,68.5,2330
18,20,5816,20-5816,3.75,68.46,21.22,1706
18,20,6060,20-6060,2.46,33.08,57.37,1989
18,20,6402,20-6402,2.28,63.2,28.06,2060
18,20,6802,20-6802,0.47,12.26,77.12,424
18,20,6956,20-6956,3.88,55.02,38.19,309
18,20,9431,20-9431,0.0,20.73,73.17,82
18,2000,1450,2000-1450,1.05,30.24,63.9,1518
18,2000,3350,2000-3350,0.0,0.0,100.0,10
18,2000,3570,2000-3570,0.51,23.01,69.87,1573
18,2000,3604,2000-3604,1.0,16.92,74.63,201
18,2000,361,2000-361,0.42,12.87,79.96,474
18,2000,4439,2000-4439,2.5,10.0,85.0,40
18,2000,5828,2000-5828,0.91,13.64,82.73,110
18,2000,6070,2000-6070,0.63,13.73,81.02,1275
18,2000,6666,2000-6666,0.66,26.31,67.9,1053
18,2000,7236,2000-7236,0.0,35.29,59.17,289
18,2010,1966,2010-1966,0.0,6.25,93.75,32
18,2020,5962,2020-5962,0.17,22.64,73.76,583
18,2035,6026,2035-6026,0.3,18.82,54.78,659
18,2035,8133,2035-8133,0.0,12.41,60.69,145
18,2055,2208,2055-2208,0.0,14.29,79.67,182
18,2070,5452,2070-5452,0.0,12.28,75.44,114
18,2180,6058,2180-6058,0.53,36.36,58.35,1323
18,2180,6262,2180-6262,0.0,10.71,83.33,84
18,2180,6494,2180-6494,0.32,51.27,46.5,314
18,2180,9149,2180-9149,0.46,34.56,63.13,217
18,2190,6436,2190-6436,0.0,6.67,91.67,60
18,2190,6718,2190-6718,9.09,9.09,81.82,11
18,220,6658,220-6658,0.22,23.11,67.11,450
18,230,9226,230-9226,0.0,17.5,82.5,40
18,2395,1096,2395-1096,0.68,48.87,49.1,442
18,240,7180,240-7180,0.0,13.33,86.67,15
18,2405,0,2405-0,16.67,66.67,16.67,6
18,2405,3078,2405-3078,4.5,58.9,33.78,888
18,2405,5180,2405-5180,0.0,35.48,58.06,31
18,250,8168,250-8168,0.0,21.18,75.29,85
18,2505,9360,2505-9360,0.0,19.3,78.95,57
18,2515,0,2515-0,0.0,0.0,100.0,1
18,2515,9582,2515-9582,0.0,27.7,67.57,148
18,2520,5015,2520-5015,0.53,62.11,34.47,380
18,2530,7442,2530-7442,0.43,72.17,24.78,230
18,2535,5506,2535-5506,2.27,50.0,45.45,44
18,2540,3134,2540-3134,0.0,25.83,73.33,120
18,2560,1546,2560-1546,0.0,30.95,66.67,42
18,2570,8456,2570-8456,1.69,23.73,66.1,118
18,2580,6600,2580-6600,0.0,6.67,90.0,60
18,2590,7346,2590-7346,0.0,8.08,84.85,99
18,260,9100,260-9100,0.0,28.57,71.43,14
18,2600,7046,2600-7046,0.39,11.24,81.01,258
18,2610,8118,2610-8118,1.41,14.08,81.69,142
18,2620,2686,2620-2686,0.0,23.08,76.92,13
18,2620,4080,2620-4080,0.62,43.75,54.37,160
18,2630,3850,2630-3850,0.0,17.5,82.5,80
18,2640,432,2640-432,0.37,9.72,88.62,545
18,2650,3546,2650-3546,0.0,66.67,33.33,54
18,2660,4960,2660-4960,0.0,54.18,42.89,443
18,2670,4058,2670-4058,0.0,51.58,46.32,95
18,2680,9608,2680-9608,0.0,15.49,78.87,71
18,2690,0,2690-0,20.0,30.0,30.0,10
18,2690,1402,2690-1402,1.59,62.24,31.58,1197
18,2690,1454,2690-1454,1.78,75.16,20.38,785
18,2690,1488,2690-1488,0.49,85.37,11.71,205
18,2690,2394,2690-2394,2.57,73.33,21.45,1091
18,2690,6677,2690-6677,2.5,65.0,22.5,40
18,2690,8082,2690-8082,2.16,62.09,32.55,1063
18,270,1252,270-1252,0.0,0.0,100.0,6
18,2700,5990,2700-5990,1.64,36.89,51.64,122
18,2700,7208,2700-7208,0.61,44.76,51.78,983
18,2700,7214,2700-7214,0.71,33.52,58.97,1399
18,2700,7534,2700-7534,0.87,17.47,75.11,229
18,2700,7879,2700-7879,0.0,26.25,66.88,160
18,2710,5762,2710-5762,0.5,12.38,85.64,202
18,2720,7276,2720-7276,0.0,7.38,91.8,122
18,2730,2150,2730-2150,0.0,55.73,44.27,131
18,2740,6030,2740-6030,2.78,61.11,33.33,36
18,2740,6046,2740-6046,0.0,74.63,22.06,272
18,2740,6520,2740-6520,0.0,25.71,71.43,70
18,2750,7664,2750-7664,0.0,26.27,67.8,118
18,2760,3862,2760-3862,1.5,16.54,78.95,133
18,2770,8212,2770-8212,0.97,11.37,83.07,827
18,2770,9757,2770-9757,0.0,13.04,82.61,23
18,2780,8050,2780-8050,0.0,5.1,92.86,98
18,2790,6146,2790-6146,2.7,29.73,64.86,37
18,2800,2018,2800-2018,5.88,5.88,82.35,17
18,2800,5958,2800-5958,0.0,10.81,70.27,37
18,2810,1368,2810-1368,12.5,50.0,37.5,8
18,2810,1420,2810-1420,0.0,90.73,7.28,151
18,2810,51,2810-51,0.0,87.5,12.5,8
18,2820,7904,2820-7904,0.0,28.57,71.43,14
18,2830,8794,2830-8794,0.4,19.05,75.79,252
18,2840,6422,2840-6422,1.3,5.19,90.91,77
18,2862,4369,2862-4369,2.0,11.2,74.4,250
18,2862,4492,2862-4492,0.0,31.08,60.81,74
18,2865,7322,2865-7322,0.0,13.33,83.33,30
18,290,4279,290-4279,0.0,9.59,83.56,73
18,290,443,290-443,2.68,74.47,21.85,897
18,290,4990,290-4990,1.46,42.34,54.01,137
18,30,22,30-22,2.2,81.06,13.66,227
18,30,24,30-24,1.89,86.76,9.51,1798
18,3000,8375,3000-8375,1.64,36.07,54.1,61
18,3000,8378,3000-8378,1.73,28.9,64.18,924
18,3010,2024,3010-2024,2.3,3.45,90.8,87
18,3020,9696,3020-9696,0.64,10.05,83.63,776
18,3030,90,3030-90,0.0,14.44,80.0,90
18,3040,308,3040-308,0.0,20.69,79.31,29
18,3050,6586,3050-6586,2.94,5.88,86.76,68
18,3060,5258,3060-5258,0.0,10.34,89.66,29
18,3070,9704,3070-9704,0.0,4.55,95.45,22
18,3080,9032,3080-9032,0.75,59.1,37.71,533
18,3085,2456,3085-2456,0.92,23.16,74.45,544
18,3090,1446,3090-1446,0.75,39.91,55.16,669
18,310,5670,310-5670,0.0,0.0,95.52,67
18,3100,9393,3100-9393,0.57,6.82,81.25,176
18,3100,9672,3100-9672,0.47,14.85,80.6,1495
18,3110,7490,3110-7490,1.1,30.3,65.7,1000
18,3120,1875,3120-1875,0.51,17.14,79.54,391
18,3120,2657,3120-2657,3.11,61.48,31.91,257
18,3120,2850,3120-2850,0.67,32.55,61.44,599
18,3120,3610,3120-3610,4.84,66.98,24.55,1487
18,3120,3614,3120-3614,4.13,63.64,26.09,1694
18,3120,4425,3120-4425,1.08,79.22,17.1,462
18,3120,6364,3120-6364,0.82,71.05,25.58,1216
18,3120,8965,3120-8965,0.43,43.48,53.91,230
18,3130,4670,3130-4670,0.0,33.91,63.79,348
18,3140,3070,3140-3070,0.32,76.71,22.01,627
18,3145,3962,3145-3962,0.37,34.2,63.2,269
18,3146,1012,3146-1012,0.0,6.56,91.8,61
18,3147,7156,3147-7156,0.0,3.92,94.12,51
18,3148,6812,3148-6812,0.0,11.54,88.46,26
18,3200,9799,3200-9799,0.0,51.79,47.32,224
18,3210,9733,3210-9733,0.0,31.58,65.5,171
18,3220,4231,3220-4231,0.0,21.57,70.59,51
18,3230,5123,3230-5123,0.0,5.56,88.89,18
18,40,1021,40-1021,0.49,53.88,41.75,206
18,40,1022,40-1022,1.22,50.06,44.3,1808
18,40,1560,40-1560,0.0,40.62,56.25,64
18,40,2399,40-2399,1.93,39.88,54.34,519
18,40,7129,40-7129,3.46,44.15,43.92,2138
18,470,120,470-120,0.0,9.6,88.0,125
18,470,2761,470-2761,1.21,12.75,80.28,1161
18,470,3196,470-3196,0.69,31.47,65.39,1020
18,470,5282,470-5282,1.46,36.8,57.35,1299
18,470,5368,470-5368,0.0,7.46,85.96,228
18,470,5722,470-5722,0.54,19.91,75.96,1115
18,470,6276,470-6276,1.23,29.65,56.51,1221
18,470,6498,470-6498,0.0,56.15,40.0,130
18,470,7789,470-7789,0.88,17.21,73.96,1371
18,470,7839,470-7839,1.98,17.82,75.25,101
18,470,7954,470-7954,1.08,58.72,36.28,1480
18,470,8927,470-8927,3.45,40.0,46.9,145
18,480,1070,480-1070,0.76,18.2,73.17,1588
18,480,125,480-125,0.0,58.25,30.1,103
18,480,1380,480-1380,0.97,31.87,60.18,1233
18,480,2892,480-2892,0.49,12.62,71.52,2226
18,480,3499,480-3499,0.0,11.11,88.89,9
18,480,4496,480-4496,5.26,60.53,28.95,76
18,480,5999,480-5999,1.16,9.4,77.6,1723
18,480,6195,480-6195,0.33,17.43,74.01,304
18,480,6212,480-6212,1.44,7.19,85.61,139
18,480,6816,480-6816,0.68,10.7,65.87,589
18,480,924,480-924,0.92,22.09,66.33,2064
18,480,930,480-930,1.47,11.76,77.94,68
18,480,934,480-934,0.0,15.91,78.41,88
18,490,1130,490-1130,0.7,12.89,82.58,287
18,490,1508,490-1508,0.0,26.67,66.67,30
18,50,775,50-775,0.27,24.73,73.08,364
18,500,4085,500-4085,0.0,17.24,75.86,29
18,500,7568,500-7568,0.0,14.17,81.11,360
18,510,4742,510-4742,0.0,5.88,91.18,34
18,520,1612,520-1612,0.0,10.0,90.0,40
18,540,4216,540-4216,0.43,15.15,78.79,231
18,550,1378,550-1378,0.67,52.01,44.63,298
18,550,6339,550-6339,2.5,67.5,30.0,40
18,560,7616,560-7616,0.0,26.6,72.34,94
18,580,252,580-252,0.0,100.0,0.0,56
18,60,7133,60-7133,0.0,37.5,62.5,8
18,60,8334,60-8334,1.29,16.18,80.58,309
18,640,1398,640-1398,0.0,92.19,7.81,64
18,70,0,70-0,0.0,25.0,50.0,4
18,70,3931,70-3931,1.74,82.61,13.91,345
18,70,9466,70-9466,0.97,77.95,13.09,2376
18,740,7880,740-7880,0.0,83.78,16.22,74
18,770,2058,770-2058,0.0,33.06,63.64,121
18,8001,1279,8001-1279,0.67,14.77,77.18,149
18,8001,15,8001-15,0.88,36.51,52.56,567
18,8001,1633,8001-1633,15.6,54.4,18.0,250
18,8001,1795,8001-1795,5.57,21.54,61.6,664
18,8001,2067,8001-2067,1.68,9.59,83.33,834
18,8001,2196,8001-2196,2.04,9.67,78.07,538
18,8001,2837,8001-2837,0.0,62.19,30.35,201
18,8001,4699,8001-4699,0.91,90.3,7.27,330
18,8001,5147,8001-5147,1.33,14.67,78.67,75
18,8001,6219,8001-6219,12.21,72.84,3.37,475
18,8001,6266,8001-6266,17.71,75.0,4.17,96
18,8001,6914,8001-6914,0.95,77.23,16.32,527
18,8001,75,8001-75,0.0,12.4,82.56,258
18,8001,8825,8001-8825,0.97,19.81,69.57,207
18,8001,8929,8001-8929,19.05,31.75,47.62,63
18,8001,9037,8001-9037,0.0,94.44,5.56,144
18,860,2092,860-2092,1.52,1.52,94.7,132
18,870,1372,870-1372,0.0,12.84,81.42,296
18,870,2155,870-2155,0.0,29.27,70.73,82
18,870,2164,870-2164,0.0,27.75,66.84,573
18,870,2166,870-2166,1.52,9.09,88.64,132
18,870,4128,870-4128,1.02,15.82,81.12,196
18,870,6708,870-6708,1.32,13.16,80.92,152
18,870,93,870-93,0.0,21.43,71.43,14
18,880,10,880-10,3.1,88.44,2.58,969
18,880,1295,880-1295,27.94,57.27,5.08,433
18,880,1319,880-1319,1.48,92.16,4.03,472
18,880,1489,880-1489,16.24,50.76,26.4,197
18,880,1529,880-1529,25.0,47.97,14.86,148
18,880,1561,880-1561,13.04,65.94,10.87,138
18,880,1748,880-1748,18.96,66.21,7.69,364
18,880,1866,880-1866,1.85,93.83,3.7,162
18,880,2145,880-2145,20.91,56.0,7.82,550
18,880,2167,880-2167,5.62,56.18,32.58,89
18,880,2175,880-2175,17.63,68.77,8.56,397
18,880,2183,880-2183,4.07,59.29,21.88,393
18,880,2184,880-2184,5.33,13.31,70.71,676
18,880,2185,880-2185,24.65,35.42,27.6,576
18,880,2188,880-2188,35.47,54.65,4.07,172
18,880,2209,880-2209,10.81,82.43,2.32,518
18,880,2228,880-2228,11.4,29.78,47.43,272
18,880,2241,880-2241,16.24,24.36,47.01,234
18,880,2244,880-2244,1.23,87.44,3.94,406
18,880,2398,880-2398,18.65,23.92,47.09,2659
18,880,2641,880-2641,3.49,84.11,9.69,258
18,880,2726,880-2726,21.59,56.3,15.68,389
18,880,2755,880-2755,26.32,65.41,5.26,133
18,880,2757,880-2757,14.56,75.49,6.31,412
18,880,3000,880-3000,7.2,79.2,8.0,125
18,880,3378,880-3378,24.62,33.25,30.51,1239
18,880,3540,880-3540,6.62,49.26,31.62,136
18,880,3699,880-3699,13.33,56.0,21.33,75
18,880,40,880-40,19.17,40.41,31.09,193
18,880,4444,880-4444,2.9,77.38,10.28,1070
18,880,4494,880-4494,27.78,55.56,6.67,90
18,880,4509,880-4509,15.86,74.17,5.63,391
18,880,4730,880-4730,1.58,95.93,0.9,442
18,880,4795,880-4795,1.59,82.94,10.71,252
18,880,5044,880-5044,38.04,52.17,3.26,92
18,880,5448,880-5448,39.16,50.49,4.21,309
18,880,5605,880-5605,19.44,65.56,4.86,720
18,880,5844,880-5844,39.13,41.74,9.57,115
18,880,6239,880-6239,22.58,63.93,7.33,341
18,880,6308,880-6308,10.2,75.51,6.12,98
18,880,6314,880-6314,7.26,75.43,12.11,1115
18,880,6350,880-6350,5.25,93.37,0.28,362
18,880,6368,880-6368,23.34,36.29,31.52,587
18,880,6509,880-6509,9.02,35.25,48.77,244
18,880,67,880-67,2.78,88.89,5.56,108
18,880,7163,880-7163,16.56,69.54,10.6,151
18,880,7188,880-7188,19.1,75.28,3.37,89
18,880,7246,880-7246,0.86,92.24,4.31,116
18,880,7361,880-7361,5.74,83.61,5.74,122
18,880,7973,880-7973,13.52,72.95,6.05,281
18,880,8086,880-8086,17.32,35.51,32.34,1605
18,880,8132,880-8132,0.0,94.51,5.49,91
18,880,8145,880-8145,1.84,88.34,6.13,163
18,880,8347,880-8347,4.1,91.17,2.52,317
18,880,8822,880-8822,16.84,33.95,39.5,1081
18,880,8995,880-8995,22.73,71.07,2.48,242
18,880,9639,880-9639,0.41,97.13,0.62,487
18,880,9693,880-9693,9.51,83.13,3.37,326
18,880,9702,880-9702,3.95,88.42,4.21,380
18,890,2216,890-2216,0.0,7.14,88.57,70
18,900,1367,900-1367,1.39,13.05,78.51,2154
18,900,1503,900-1503,2.29,14.23,74.54,2270
18,900,1555,900-1555,0.0,9.09,90.91,11
18,900,201,900-201,0.64,20.38,71.34,157
18,900,2230,900-2230,1.34,15.49,75.9,1859
18,900,2338,900-2338,0.72,21.74,71.74,138
18,900,3980,900-3980,2.29,15.53,71.12,1745
18,900,3995,900-3995,4.74,68.25,22.45,548
18,900,4271,900-4271,1.04,10.63,80.58,2116
18,900,5259,900-5259,0.53,11.19,74.78,563
18,900,5405,900-5405,2.7,8.11,81.08,37
18,900,6165,900-6165,0.82,10.8,78.95,2314
18,900,6365,900-6365,0.91,13.11,74.09,328
18,900,7118,900-7118,0.89,13.34,78.43,1349
18,900,7244,900-7244,0.81,7.26,83.87,124
18,900,7435,900-7435,0.5,8.21,78.59,2205
18,900,8847,900-8847,0.77,10.87,78.36,2070
18,9000,1924,9000-1924,5.26,36.84,45.26,95
18,9035,1607,9035-1607,0.78,48.84,48.06,129
18,9035,3997,9035-3997,0.0,43.9,48.78,41
18,9050,8121,9050-8121,0.0,22.73,68.18,44
18,910,205,910-205,0.0,77.38,20.24,168
18,910,2350,910-2350,0.11,51.02,44.67,929
18,910,2643,910-2643,0.0,80.0,20.0,15
18,910,604,910-604,0.73,51.57,44.23,954
18,910,861,910-861,0.0,50.0,44.44,18
18,910,9061,910-9061,0.0,3.19,92.55,94
18,910,9701,910-9701,0.0,50.0,50.0,20
18,9130,2840,9130-2840,3.57,16.67,67.86,84
18,9170,1550,9170-1550,6.54,19.61,66.01,459
18,9170,6971,9170-6971,6.02,18.86,67.64,615
18,9175,6134,9175-6134,1.96,39.87,57.52,153
18,920,2608,920-2608,0.59,8.88,87.43,676
18,920,3236,920-3236,1.82,10.91,81.82,55
18,930,4728,930-4728,0.0,23.53,75.0,68
18,940,7922,940-7922,0.0,6.67,86.67,90
18,950,2574,950-2574,0.0,1.27,89.87,79
18,970,1218,970-1218,5.99,8.38,81.44,167
18,980,3806,980-3806,20.8,48.04,20.3,995
18,980,3870,980-3870,19.23,50.0,24.36,78
18,980,4378,980-4378,9.62,40.85,36.15,426
18,980,469,980-469,11.24,73.44,11.48,418
