Org. Code,Organization Name,School Code,School Name,Grade Level,Black or African American Female,Black or African American Male,Hispanic or Latino Female,Hispanic or Latino Male,White Female,White Male,PK-12 Total
0900,DOUGLAS COUNTY RE 1,6019,ASPEN VIEW ACADEMY,010 (1st),0,0,7,4,42,41,104
0900,DOUGLAS COUNTY RE 1,6019,ASPEN VIEW ACADEMY,020 (2nd),0,0,6,4,38,48,103
0900,DOUGLAS COUNTY RE 1,6019,ASPEN VIEW ACADEMY,030 (3rd),0,0,4,2,52,42,105
0900,DOUGLAS COUNTY RE 1,6019,ASPEN VIEW ACADEMY,040 (4th),0,0,7,6,49,34,104
0900,DOUGLAS COUNTY RE 1,6019,ASPEN VIEW ACADEMY,050 (5th),2,1,8,5,42,35,104
0900,DOUGLAS COUNTY RE 1,6019,ASPEN VIEW ACADEMY,060 (6th),0,0,5,4,42,46,103
0900,DOUGLAS COUNTY RE 1,6019,ASPEN VIEW ACADEMY,070 (7th),2,0,5,2,38,26,76
0900,DOUGLAS COUNTY RE 1,6019,ASPEN VIEW ACADEMY,080 (8th),0,0,4,3,18,15,45
0900,DOUGLAS COUNTY RE 1,6019,ASPEN VIEW ACADEMY,,5,1,49,34,363,333,847
0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,004 (PK),0,0,3,7,21,24,61
0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,006 (1/2 Day K),2,0,1,3,20,21,51
0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,007 (Full Day K),0,0,4,2,17,25,49
0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,010 (1st),0,1,3,6,46,41,107
0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,020 (2nd),2,2,6,5,44,54,120
0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,,4,3,17,23,148,165,388
0900,DOUGLAS COUNTY RE 1,6164,MOUNTAIN RIDGE MIDDLE SCHOOL,070 (7th),2,3,33,30,237,235,599
0900,DOUGLAS COUNTY RE 1,6164,MOUNTAIN RIDGE MIDDLE SCHOOL,080 (8th),3,3,33,26,225,218,554
0900,DOUGLAS COUNTY RE 1,6164,MOUNTAIN RIDGE MIDDLE SCHOOL,,5,6,66,56,462,453,1153
0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,090 (9th),2,2,20,34,228,235,576
0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,100 (10th),2,2,29,38,240,242,601
0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,110 (11th),2,4,24,24,204,195,497
0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,120 (12th),4,3,29,28,198,191,516
0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,,10,11,102,124,870,863,2190
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,007 (Full Day K),0,0,3,4,20,38,100
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,010 (1st),0,0,10,1,32,29,104
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,020 (2nd),0,0,1,2,36,38,103
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,030 (3rd),1,0,6,6,30,30,104
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,040 (4th),0,1,5,4,31,48,103
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,050 (5th),1,0,2,3,32,38,104
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,060 (6th),0,0,7,6,48,32,112
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,070 (7th),2,0,6,11,34,36,107
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,080 (8th),0,0,11,4,51,26,115
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,090 (9th),0,0,8,5,35,22,80
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,100 (10th),2,2,8,6,39,33,99
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,110 (11th),2,1,2,2,30,20,65
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,120 (12th),1,0,0,3,24,14,43
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,,9,4,69,57,442,404,1239
0900,DOUGLAS COUNTY RE 1,6396,NORTHEAST ELEMENTARY SCHOOL,030 (3rd),0,0,8,6,43,58,123
0900,DOUGLAS COUNTY RE 1,6396,NORTHEAST ELEMENTARY SCHOOL,040 (4th),0,1,3,6,54,59,132
0900,DOUGLAS COUNTY RE 1,6396,NORTHEAST ELEMENTARY SCHOOL,050 (5th),0,0,4,9,58,66,147
0900,DOUGLAS COUNTY RE 1,6396,NORTHEAST ELEMENTARY SCHOOL,,0,1,15,21,155,183,402
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,5,5,22,20,64
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,007 (Full Day K),0,0,0,0,7,12,24
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,010 (1st),1,0,8,9,36,32,102
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,020 (2nd),0,0,1,3,26,47,98
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,030 (3rd),0,0,6,9,30,40,102
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,040 (4th),1,0,10,5,40,39,111
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,050 (5th),2,0,5,9,40,48,125
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,060 (6th),2,1,7,7,35,43,108
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,,6,1,42,47,236,281,734
0900,DOUGLAS COUNTY RE 1,6772,SAGEWOOD MIDDLE SCHOOL,060 (6th),3,0,19,18,126,156,347
0900,DOUGLAS COUNTY RE 1,6772,SAGEWOOD MIDDLE SCHOOL,070 (7th),1,1,22,33,102,113,307
0900,DOUGLAS COUNTY RE 1,6772,SAGEWOOD MIDDLE SCHOOL,080 (8th),0,0,17,18,136,143,344
0900,DOUGLAS COUNTY RE 1,6772,SAGEWOOD MIDDLE SCHOOL,,4,1,58,69,364,412,998
0900,DOUGLAS COUNTY RE 1,6773,SIERRA MIDDLE SCHOOL,070 (7th),4,2,34,33,195,209,517
0900,DOUGLAS COUNTY RE 1,6773,SIERRA MIDDLE SCHOOL,080 (8th),3,1,25,31,166,185,455
0900,DOUGLAS COUNTY RE 1,6773,SIERRA MIDDLE SCHOOL,,7,3,59,64,361,394,972
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,004 (PK),0,0,1,0,12,12,31
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,3,1,15,19,41
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,007 (Full Day K),2,0,0,1,14,23,44
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,010 (1st),0,1,7,3,28,38,85
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,020 (2nd),2,1,2,4,37,17,71
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,030 (3rd),0,0,4,3,35,37,87
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,040 (4th),1,0,6,6,29,33,84
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,050 (5th),1,0,3,4,35,39,90
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,060 (6th),0,0,2,7,35,31,82
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,,6,2,28,29,240,249,615
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,004 (PK),0,1,8,7,15,24,59
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,006 (1/2 Day K),0,2,2,3,15,20,46
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,007 (Full Day K),0,1,3,3,18,19,46
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,010 (1st),1,0,6,10,46,42,114
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,020 (2nd),1,1,3,11,38,49,110
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,030 (3rd),1,0,13,15,57,39,133
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,040 (4th),2,0,10,8,45,39,113
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,050 (5th),1,2,13,7,36,52,121
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,060 (6th),0,1,10,11,60,45,140
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,,6,8,68,75,330,329,882
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,004 (PK),0,0,3,3,28,27,62
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,2,3,18,18,44
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,007 (Full Day K),0,1,2,1,8,10,24
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,010 (1st),0,0,3,4,20,37,67
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,020 (2nd),1,0,3,6,26,33,73
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,030 (3rd),0,0,7,2,34,32,83
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,040 (4th),1,1,6,5,44,37,102
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,050 (5th),0,0,10,7,44,34,101
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,,2,2,36,31,222,228,556
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,006 (1/2 Day K),0,0,2,1,13,14,35
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,007 (Full Day K),0,0,0,0,5,10,18
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,010 (1st),0,0,4,2,21,24,57
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,020 (2nd),0,1,0,3,20,28,57
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,030 (3rd),0,0,4,4,25,20,58
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,040 (4th),0,2,1,6,31,21,70
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,050 (5th),0,0,6,3,38,40,95
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,060 (6th),1,0,4,6,28,23,69
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,070 (7th),0,0,2,4,24,39,82
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,080 (8th),1,1,6,2,32,15,66
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,,2,4,29,31,237,234,607
0900,DOUGLAS COUNTY RE 1,7096,ROXBOROUGH ELEMENTARY SCHOOL,004 (PK),0,0,2,4,25,21,56
0900,DOUGLAS COUNTY RE 1,7096,ROXBOROUGH ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,2,3,22,15,43
0900,DOUGLAS COUNTY RE 1,7096,ROXBOROUGH ELEMENTARY SCHOOL,007 (Full Day K),0,0,4,4,30,19,64
0900,DOUGLAS COUNTY RE 1,7096,ROXBOROUGH ELEMENTARY SCHOOL,010 (1st),0,0,7,10,37,51,110
0900,DOUGLAS COUNTY RE 1,7096,ROXBOROUGH ELEMENTARY SCHOOL,020 (2nd),0,0,13,9,48,55,134
0900,DOUGLAS COUNTY RE 1,7096,ROXBOROUGH ELEMENTARY SCHOOL,,0,0,28,30,162,161,407
0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,090 (9th),2,3,14,26,126,124,315
0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,100 (10th),0,2,23,20,119,142,333
0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,110 (11th),1,0,23,22,119,143,330
0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,120 (12th),3,1,6,14,105,112,259
0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,,6,6,66,82,469,521,1237
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,004 (PK),1,1,5,2,11,26,51
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,6,3,31,28,71
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,007 (Full Day K),0,2,2,0,9,10,24
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,010 (1st),0,1,7,2,36,30,82
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,020 (2nd),0,1,6,7,24,33,77
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,030 (3rd),0,0,5,7,39,31,85
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,040 (4th),1,0,7,5,31,34,88
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,050 (5th),0,0,6,2,25,34,76
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,060 (6th),1,1,8,4,40,40,99
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,,3,6,52,32,246,266,653
0900,DOUGLAS COUNTY RE 1,7242,ROCK CANYON HS PRE-K,004 (PK),0,0,0,1,3,2,9
0900,DOUGLAS COUNTY RE 1,7242,ROCK CANYON HS PRE-K,,0,0,0,1,3,2,9
0900,DOUGLAS COUNTY RE 1,7245,RANCH VIEW MIDDLE SCHOOL,070 (7th),0,2,18,20,190,191,456
0900,DOUGLAS COUNTY RE 1,7245,RANCH VIEW MIDDLE SCHOOL,080 (8th),1,1,33,23,192,202,504
0900,DOUGLAS COUNTY RE 1,7245,RANCH VIEW MIDDLE SCHOOL,,1,3,51,43,382,393,960
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,004 (PK),1,0,0,1,8,15,32
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,1,0,10,18,33
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,007 (Full Day K),0,0,4,5,16,23,60
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,010 (1st),0,0,0,3,30,36,83
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,020 (2nd),2,0,4,6,28,43,97
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,030 (3rd),0,0,9,5,40,29,107
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,040 (4th),1,0,5,4,54,41,116
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,050 (5th),1,0,6,6,35,51,109
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,,5,0,29,30,221,256,637
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,007 (Full Day K),0,0,1,2,19,20,46
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,010 (1st),0,0,5,1,18,21,49
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,020 (2nd),0,1,7,0,17,27,56
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,030 (3rd),0,0,1,4,21,25,57
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,040 (4th),0,0,1,3,24,37,66
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,050 (5th),0,0,2,2,28,29,69
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,060 (6th),0,1,2,4,15,29,54
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,,0,2,19,16,142,188,397
0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,090 (9th),1,1,25,26,208,213,544
0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,100 (10th),1,0,25,11,216,203,521
0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,110 (11th),3,4,25,19,208,236,555
0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,120 (12th),2,1,22,21,187,175,451
0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,,7,6,97,77,819,827,2071
0900,DOUGLAS COUNTY RE 1,7448,ROCKY HEIGHTS MIDDLE SCHOOL,060 (6th),0,4,16,17,196,192,469
0900,DOUGLAS COUNTY RE 1,7448,ROCKY HEIGHTS MIDDLE SCHOOL,070 (7th),1,2,13,18,210,199,499
0900,DOUGLAS COUNTY RE 1,7448,ROCKY HEIGHTS MIDDLE SCHOOL,080 (8th),2,1,19,25,197,207,506
0900,DOUGLAS COUNTY RE 1,7448,ROCKY HEIGHTS MIDDLE SCHOOL,,3,7,48,60,603,598,1474
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,004 (PK),0,0,1,0,7,8,18
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,0,1,13,11,28
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,007 (Full Day K),0,0,2,3,14,13,35
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,010 (1st),0,0,5,2,32,34,79
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,020 (2nd),0,0,3,2,26,27,67
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,030 (3rd),0,0,6,2,29,37,79
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,040 (4th),0,0,4,1,32,29,72
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,050 (5th),0,0,2,6,35,42,93
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,060 (6th),0,0,4,1,34,34,79
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,,0,0,27,18,222,235,550
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,004 (PK),0,0,2,4,16,20,47
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,2,1,11,16,34
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,007 (Full Day K),0,0,1,1,6,15,23
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,010 (1st),1,0,1,5,28,28,71
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,020 (2nd),0,0,4,4,24,24,62
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,030 (3rd),0,0,6,8,33,26,80
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,040 (4th),0,0,6,11,29,28,81
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,050 (5th),0,0,3,6,25,22,62
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,060 (6th),0,0,2,6,33,43,94
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,,1,0,27,46,205,222,554
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,007 (Full Day K),0,0,10,3,10,10,34
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,010 (1st),0,0,9,5,9,9,36
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,020 (2nd),2,0,9,3,15,10,41
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,030 (3rd),0,3,3,6,10,10,35
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,040 (4th),0,0,9,3,16,17,48
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,050 (5th),0,1,6,9,16,17,53
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,060 (6th),0,2,3,7,10,12,38
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,,2,6,49,36,86,85,285
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,004 (PK),0,1,0,3,12,17,33
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,3,2,10,8,24
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,007 (Full Day K),0,0,2,2,12,24,47
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,010 (1st),0,0,6,2,40,34,85
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,020 (2nd),0,0,3,5,32,22,67
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,030 (3rd),0,0,2,3,25,51,87
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,040 (4th),0,1,6,3,33,38,86
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,050 (5th),0,1,7,5,37,36,92
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,060 (6th),1,0,6,6,26,36,79
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,,1,3,35,31,227,266,600
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,004 (PK),0,0,1,0,5,6,13
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,006 (1/2 Day K),0,0,0,1,3,1,5
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,007 (Full Day K),0,1,7,10,15,25,60
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,010 (1st),1,1,6,10,15,25,60
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,020 (2nd),1,0,10,11,19,29,71
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,030 (3rd),0,1,12,7,24,26,74
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,040 (4th),0,1,9,10,14,19,58
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,050 (5th),1,1,12,8,24,25,73
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,060 (6th),1,1,8,9,23,18,62
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,,4,6,65,66,142,174,476
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,004 (PK),0,0,0,2,8,10,21
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,1,1,13,15,32
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,007 (Full Day K),0,0,1,4,14,13,35
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,010 (1st),0,0,5,2,26,27,64
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,020 (2nd),1,0,6,4,27,31,78
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,030 (3rd),2,0,3,8,35,30,85
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,040 (4th),0,0,5,3,41,27,85
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,050 (5th),0,0,3,6,30,26,73
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,060 (6th),0,0,6,3,33,47,99
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,,3,0,30,33,227,226,572
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE HIGH SCHOOL,090 (9th),0,3,40,21,209,222,535
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE HIGH SCHOOL,100 (10th),4,1,28,26,210,220,539
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE HIGH SCHOOL,110 (11th),2,3,37,20,209,199,518
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE HIGH SCHOOL,120 (12th),3,2,21,34,184,192,477
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE HIGH SCHOOL,,9,9,126,101,812,833,2069
