Org. Code,Organization Name,School Code,School Name,Grade Level,Black or African American Female,Black or African American Male,Hispanic or Latino Female,Hispanic or Latino Male,White Female,White Male,PK-12 Total
0480,BOULDER VALLEY RE 2,6224,NEVIN PLATT MIDDLE SCHOOL,080 (8th),1,1,9,7,81,77,189
0480,BOULDER VALLEY RE 2,6224,NEVIN PLATT MIDDLE SCHOOL,,3,1,25,29,227,258,602
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,006 (1/2 Day K),0,0,0,3,10,17,35
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,007 (Full Day K),0,0,0,0,0,1,2
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,010 (1st),0,0,2,0,16,14,38
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,020 (2nd),0,0,2,1,16,17,38
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,030 (3rd),0,0,0,2,14,20,38
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,040 (4th),0,0,0,1,21,15,41
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,050 (5th),1,0,1,2,22,14,45
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,060 (6th),0,0,1,2,17,12,35
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,070 (7th),1,0,0,2,18,17,42
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,080 (8th),0,0,2,0,11,18,34
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,,2,0,8,13,145,145,348
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,006 (1/2 Day K),0,0,1,2,29,27,72
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,010 (1st),0,1,5,3,24,32,74
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,020 (2nd),0,0,3,2,26,29,75
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,030 (3rd),0,1,5,3,24,35,78
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,040 (4th),0,0,1,3,31,34,78
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,050 (5th),0,0,4,4,29,33,80
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,060 (6th),0,0,5,4,59,45,135
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,070 (7th),0,1,4,13,37,48,135
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,080 (8th),1,1,6,5,44,45,135
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,090 (9th),1,0,5,7,59,60,161
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,100 (10th),0,0,9,7,45,54,145
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,110 (11th),0,1,8,9,59,45,148
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,120 (12th),1,0,8,4,54,45,130
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,,3,5,64,66,520,532,1446
0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,004 (PK),0,1,13,15,12,7,50
0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,007 (Full Day K),1,0,27,22,16,13,84
0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,010 (1st),0,0,25,34,11,14,84
0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,020 (2nd),0,0,19,25,16,15,78
0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,030 (3rd),1,0,18,30,14,8,75
0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,040 (4th),0,0,20,16,12,10,61
0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,050 (5th),0,0,27,26,10,11,75
0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,,2,1,149,168,91,78,507
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,004 (PK),0,2,1,5,8,10,30
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,006 (1/2 Day K),3,0,3,7,17,20,55
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,007 (Full Day K),0,0,0,0,2,2,4
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,010 (1st),0,2,6,4,19,28,67
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,020 (2nd),0,1,4,6,18,28,65
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,030 (3rd),1,0,10,10,23,21,71
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,040 (4th),0,0,6,7,24,32,78
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,050 (5th),0,0,9,9,17,21,57
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,,4,5,39,48,128,162,427
0480,BOULDER VALLEY RE 2,7592,ALICIA SANCHEZ INTERNATIONAL SCHOOL,004 (PK),1,0,13,28,5,12,60
0480,BOULDER VALLEY RE 2,7592,ALICIA SANCHEZ INTERNATIONAL SCHOOL,007 (Full Day K),0,0,20,13,8,13,55
0480,BOULDER VALLEY RE 2,7592,ALICIA SANCHEZ INTERNATIONAL SCHOOL,010 (1st),1,0,17,13,8,13,54
0480,BOULDER VALLEY RE 2,7592,ALICIA SANCHEZ INTERNATIONAL SCHOOL,020 (2nd),0,0,19,19,7,9,60
0480,BOULDER VALLEY RE 2,7592,ALICIA SANCHEZ INTERNATIONAL SCHOOL,030 (3rd),1,1,21,14,6,5,54
0480,BOULDER VALLEY RE 2,7592,ALICIA SANCHEZ INTERNATIONAL SCHOOL,040 (4th),0,0,16,24,5,6,52
0480,BOULDER VALLEY RE 2,7592,ALICIA SANCHEZ INTERNATIONAL SCHOOL,050 (5th),0,2,12,18,6,3,46
0480,BOULDER VALLEY RE 2,7592,ALICIA SANCHEZ INTERNATIONAL SCHOOL,,3,3,118,129,45,61,381
0480,BOULDER VALLEY RE 2,8135,SOUTHERN HILLS MIDDLE SCHOOL,060 (6th),1,1,6,6,67,74,182
0480,BOULDER VALLEY RE 2,8135,SOUTHERN HILLS MIDDLE SCHOOL,070 (7th),0,0,9,8,73,84,196
0480,BOULDER VALLEY RE 2,8135,SOUTHERN HILLS MIDDLE SCHOOL,080 (8th),0,1,4,4,67,83,177
0480,BOULDER VALLEY RE 2,8135,SOUTHERN HILLS MIDDLE SCHOOL,,1,2,19,18,207,241,555
0480,BOULDER VALLEY RE 2,8387,SUMMIT MIDDLE CHARTER SCHOOL,060 (6th),0,0,3,5,26,54,122
0480,BOULDER VALLEY RE 2,8387,SUMMIT MIDDLE CHARTER SCHOOL,070 (7th),0,0,3,5,33,44,119
0480,BOULDER VALLEY RE 2,8387,SUMMIT MIDDLE CHARTER SCHOOL,080 (8th),0,0,3,3,32,31,112
0480,BOULDER VALLEY RE 2,8387,SUMMIT MIDDLE CHARTER SCHOOL,,0,0,9,13,91,129,353
0480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,1,1,29,23,67
0480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,010 (1st),0,0,1,4,24,30,70
0480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,020 (2nd),0,0,3,3,34,31,86
0480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,030 (3rd),0,0,2,2,27,32,80
0480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,040 (4th),0,0,2,4,30,37,85
0480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,050 (5th),0,0,2,0,35,40,98
0480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,,0,0,11,14,179,193,486
0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,004 (PK),0,0,19,18,2,5,45
0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,007 (Full Day K),0,0,28,21,13,13,78
0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,010 (1st),0,0,25,19,11,8,69
0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,020 (2nd),0,1,24,33,7,15,82
0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,030 (3rd),0,0,19,24,7,7,60
0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,040 (4th),0,0,21,14,13,10,63
0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,050 (5th),0,0,17,23,10,3,53
0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,,0,1,153,152,63,61,450
0480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,007 (Full Day K),0,0,8,9,26,19,74
0480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,010 (1st),0,0,10,7,25,28,78
0480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,020 (2nd),1,0,7,9,19,22,71
0480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,030 (3rd),0,0,9,10,13,27,70
0480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,040 (4th),1,1,6,9,22,25,66
0480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,050 (5th),0,1,5,16,20,10,58
0480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,,2,2,45,60,125,131,417
0480,BOULDER VALLEY RE 2 TOTAL,,,,138,156,2844,2915,10470,11135,31247
0490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,090 (9th),0,0,3,12,39,24,82
0490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,100 (10th),0,0,8,2,23,29,66
0490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,110 (11th),0,2,2,0,30,28,65
0490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,120 (12th),0,0,2,3,28,26,61
0490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,,0,2,15,17,120,107,274
0490,BUENA VISTA R-31,1132,HARRY L MC GINNIS MIDDLE SCHOOL,060 (6th),1,0,4,3,32,35,76
0490,BUENA VISTA R-31,1132,HARRY L MC GINNIS MIDDLE SCHOOL,070 (7th),1,1,5,6,29,44,88
0490,BUENA VISTA R-31,1132,HARRY L MC GINNIS MIDDLE SCHOOL,080 (8th),0,0,1,3,37,21,64
0490,BUENA VISTA R-31,1132,HARRY L MC GINNIS MIDDLE SCHOOL,,2,1,10,12,98,100,228
0490,BUENA VISTA R-31,1508,CHAFFEE COUNTY HIGH SCHOOL,090 (9th),0,0,0,0,1,2,3
0490,BUENA VISTA R-31,1508,CHAFFEE COUNTY HIGH SCHOOL,100 (10th),0,0,0,0,3,4,7
0490,BUENA VISTA R-31,1508,CHAFFEE COUNTY HIGH SCHOOL,110 (11th),0,1,0,0,3,9,14
0490,BUENA VISTA R-31,1508,CHAFFEE COUNTY HIGH SCHOOL,120 (12th),0,0,1,0,4,7,15
0490,BUENA VISTA R-31,1508,CHAFFEE COUNTY HIGH SCHOOL,,0,1,1,0,11,22,39
0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,004 (PK),0,0,6,4,34,34,82
0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,007 (Full Day K),1,0,3,3,24,20,52
0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,010 (1st),0,1,5,3,29,34,75
0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,020 (2nd),0,0,4,7,25,23,62
0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,030 (3rd),0,0,3,6,26,14,51
0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,040 (4th),0,0,4,6,29,34,77
0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,050 (5th),0,1,3,7,33,28,76
0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,,1,2,28,36,200,187,475
0490,BUENA VISTA R-31 TOTAL,,,,3,6,54,65,429,416,1016
0500,SALIDA R-32,1554,CREST ACADEMY,050 (5th),0,0,0,0,2,6,8
0500,SALIDA R-32,1554,CREST ACADEMY,060 (6th),0,0,0,0,4,3,7
0500,SALIDA R-32,1554,CREST ACADEMY,070 (7th),0,0,0,0,2,3,6
0500,SALIDA R-32,1554,CREST ACADEMY,080 (8th),0,0,1,0,3,3,7
0500,SALIDA R-32,1554,CREST ACADEMY,,0,0,1,0,11,15,28
0500,SALIDA R-32,4085,HORIZONS EXPLORATORY ACADEMY,090 (9th),0,0,0,0,0,3,3
0500,SALIDA R-32,4085,HORIZONS EXPLORATORY ACADEMY,100 (10th),0,0,0,0,2,2,4
0500,SALIDA R-32,4085,HORIZONS EXPLORATORY ACADEMY,110 (11th),0,0,0,2,3,4,9
0500,SALIDA R-32,4085,HORIZONS EXPLORATORY ACADEMY,120 (12th),1,0,1,1,6,4,13
0500,SALIDA R-32,4085,HORIZONS EXPLORATORY ACADEMY,,1,0,1,3,11,13,29
0500,SALIDA R-32,4680,SALIDA MIDDLE SCHOOL,050 (5th),1,1,7,7,33,27,80
0500,SALIDA R-32,4680,SALIDA MIDDLE SCHOOL,060 (6th),0,0,3,9,33,31,83
0500,SALIDA R-32,4680,SALIDA MIDDLE SCHOOL,070 (7th),0,0,5,6,39,29,84
0500,SALIDA R-32,4680,SALIDA MIDDLE SCHOOL,080 (8th),0,1,4,7,25,34,74
0500,SALIDA R-32,4680,SALIDA MIDDLE SCHOOL,,1,2,19,29,130,121,321
0500,SALIDA R-32,5268,LONGFELLOW ELEMENTARY SCHOOL,007 (Full Day K),0,0,6,6,29,37,83
0500,SALIDA R-32,5268,LONGFELLOW ELEMENTARY SCHOOL,010 (1st),2,0,8,5,33,38,89
0500,SALIDA R-32,5268,LONGFELLOW ELEMENTARY SCHOOL,020 (2nd),0,0,9,5,28,44,91
0500,SALIDA R-32,5268,LONGFELLOW ELEMENTARY SCHOOL,030 (3rd),1,0,6,3,35,39,86
0500,SALIDA R-32,5268,LONGFELLOW ELEMENTARY SCHOOL,040 (4th),0,0,8,6,33,33,82
0500,SALIDA R-32,5268,LONGFELLOW ELEMENTARY SCHOOL,,3,0,37,25,158,191,431
0500,SALIDA R-32,7568,SALIDA HIGH SCHOOL,090 (9th),0,0,10,8,49,35,108
0500,SALIDA R-32,7568,SALIDA HIGH SCHOOL,100 (10th),0,0,5,10,26,36,80
0500,SALIDA R-32,7568,SALIDA HIGH SCHOOL,110 (11th),0,0,4,4,29,38,77
0500,SALIDA R-32,7568,SALIDA HIGH SCHOOL,120 (12th),0,0,0,4,27,26,60
0500,SALIDA R-32,7568,SALIDA HIGH SCHOOL,,0,0,19,26,131,135,325
0500,SALIDA R-32,7643,SALIDA EARLY CHILDHOOD CENTER,004 (PK),0,0,6,8,24,24,63
0500,SALIDA R-32,7643,SALIDA EARLY CHILDHOOD CENTER,,0,0,6,8,24,24,63
0500,SALIDA R-32 TOTAL,,,,5,2,83,91,465,499,1197
0510,KIT CARSON R-1,4738,KIT CARSON ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,1,0,5,3,10
0510,KIT CARSON R-1,4738,KIT CARSON ELEMENTARY SCHOOL,010 (1st),0,0,1,0,5,5,11
0510,KIT CARSON R-1,4738,KIT CARSON ELEMENTARY SCHOOL,020 (2nd),0,0,0,0,3,3,6
0510,KIT CARSON R-1,4738,KIT CARSON ELEMENTARY SCHOOL,030 (3rd),0,0,0,1,3,2,6
0510,KIT CARSON R-1,4738,KIT CARSON ELEMENTARY SCHOOL,040 (4th),0,0,1,0,6,3,11
0510,KIT CARSON R-1,4738,KIT CARSON ELEMENTARY SCHOOL,050 (5th),0,0,2,4,5,1,12
0510,KIT CARSON R-1,4738,KIT CARSON ELEMENTARY SCHOOL,,0,0,5,5,27,17,56
0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,060 (6th),0,0,1,1,2,5,9
0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,070 (7th),0,0,0,0,9,2,11
0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,080 (8th),0,0,0,1,3,6,11
0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,090 (9th),0,0,0,0,9,2,11
0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,100 (10th),0,1,0,0,3,5,9
0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,110 (11th),0,0,0,1,2,7,10
0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,120 (12th),0,0,2,2,2,5,11
0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,,0,1,3,5,30,32,72
0510,KIT CARSON R-1 TOTAL,,,,0,1,8,10,57,49,128
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,004 (PK),0,0,1,0,8,3,12
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,007 (Full Day K),0,0,0,1,6,3,10
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,010 (1st),0,0,2,2,6,7,17
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,020 (2nd),1,0,1,0,6,4,12
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,030 (3rd),0,0,2,3,5,10,20
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,040 (4th),0,0,2,2,3,3,10
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,050 (5th),0,0,0,0,6,6,12
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,060 (6th),0,0,0,3,5,6,14
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,,1,0,8,11,45,42,107
0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,070 (7th),0,0,1,1,0,2,4
0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,080 (8th),0,0,1,0,7,7,15
0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,090 (9th),0,0,0,2,6,3,11
0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,100 (10th),0,0,1,1,7,8,17
0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,110 (11th),0,0,4,0,2,9,16
0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,120 (12th),0,0,0,1,5,7,13
0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,,0,0,7,5,27,36,76
0520,CHEYENNE COUNTY RE-5 TOTAL,,,,1,0,15,16,72,78,183
0540,CLEAR CREEK RE-1,1660,CLEAR CREEK MIDDLE SCHOOL,070 (7th),0,0,3,6,21,25,55
0540,CLEAR CREEK RE-1,1660,CLEAR CREEK MIDDLE SCHOOL,080 (8th),2,0,5,3,20,22,57
0540,CLEAR CREEK RE-1,1660,CLEAR CREEK MIDDLE SCHOOL,,2,0,8,9,41,47,112
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,004 (PK),0,0,1,1,8,15,25
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,007 (Full Day K),0,1,0,0,7,14,22
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,010 (1st),0,0,1,0,4,9,14
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,020 (2nd),0,0,0,1,7,8,16
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,030 (3rd),0,0,0,1,8,4,13
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,040 (4th),0,0,0,0,5,9,14
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,050 (5th),0,0,1,0,3,5,10
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,060 (6th),0,0,0,0,5,3,9
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,,0,1,3,3,47,67,123
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,004 (PK),0,0,0,3,13,10,29
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,007 (Full Day K),0,0,0,1,9,9,25
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,010 (1st),0,1,2,0,16,10,34
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,020 (2nd),0,0,2,4,17,14,38
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,030 (3rd),0,0,2,1,8,4,16
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,040 (4th),0,0,1,1,9,13,28
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,050 (5th),0,0,4,2,9,14,30
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,060 (6th),0,0,0,1,9,16,32
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,,0,1,11,13,90,90,232
0540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,090 (9th),0,0,3,7,31,24,70
0540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,100 (10th),0,0,2,3,29,20,59
0540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,110 (11th),0,0,4,2,22,20,51
0540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,120 (12th),0,0,2,2,15,22,42
0540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,,0,0,11,14,97,86,222
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,004 (PK),0,0,0,0,10,11,22
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,007 (Full Day K),0,0,1,0,3,14,20
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,010 (1st),0,0,0,0,7,10,17
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,020 (2nd),0,0,0,0,19,18,37
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,030 (3rd),0,0,3,1,12,16,32
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,040 (4th),0,0,0,1,9,12,23
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,050 (5th),0,0,0,0,17,14,32
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,060 (6th),0,0,0,1,14,8,24
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,,0,0,4,3,91,103,207
0540,CLEAR CREEK RE-1 TOTAL,,,,2,2,37,42,366,393,896
0550,NORTH CONEJOS RE-1J,1276,CENTAURI MIDDLE SCHOOL,060 (6th),1,1,22,17,11,17,70
0550,NORTH CONEJOS RE-1J,1276,CENTAURI MIDDLE SCHOOL,070 (7th),0,0,20,19,17,13,69
0550,NORTH CONEJOS RE-1J,1276,CENTAURI MIDDLE SCHOOL,080 (8th),0,1,14,21,14,19,69
0550,NORTH CONEJOS RE-1J,1276,CENTAURI MIDDLE SCHOOL,,1,2,56,57,42,49,208
0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,090 (9th),2,0,29,20,15,18,85
0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,100 (10th),0,1,31,16,10,21,81
0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,110 (11th),0,0,20,18,12,18,68
0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,120 (12th),0,0,16,23,15,7,62
0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,,2,1,96,77,52,64,296
0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,007 (Full Day K),0,0,8,14,12,4,38
0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,010 (1st),0,0,13,7,7,6,33
0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,020 (2nd),0,0,10,9,7,13,39
0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,030 (3rd),0,0,12,8,6,9,35
0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,040 (4th),0,0,4,12,5,8,29
0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,050 (5th),0,0,10,15,6,10,42
0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,,0,0,57,65,43,50,216
0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,007 (Full Day K),0,0,9,10,12,5,36
0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,010 (1st),0,0,5,11,9,8,33
0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,020 (2nd),1,0,10,10,7,6,35
0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,030 (3rd),0,0,8,14,9,6,37
0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,040 (4th),0,1,7,8,7,10,33
0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,050 (5th),0,0,12,6,7,8,33
0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,,1,1,51,59,51,43,207
