COUNTY CODE,COUNTY NAME,DISTRICT CODE,"DISTRICT NAME	",SCHOOL CODE,SCHOOL NAME,K-12 COUNT,FREE LUNCH,REDUCED LUNCH,NOT ELIGIBLE,FREE AND REDUCED,% FREE,% REDUCED,% FREE AND REDUCED
09,CHEYENNE,0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,72,28,13,31,41,38.9%,18.1%,0.5694
09,CHEYENNE,0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,95,40,17,38,57,42.1%,17.9%,0.6000
09,CHEYENNE,0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,76,36,4,36,40,47.4%,5.3%,0.5263
10,CLEAR CREEK,0540,CLEAR CREEK RE-1,1660,CLEAR CREEK MIDDLE SCHOOL,112,27,3,82,30,24.1%,2.7%,0.2679
10,CLEAR CREEK,0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,98,7,1,90,8,7.1%,1.0%,0.0816
10,CLEAR CREEK,0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,203,76,14,113,90,37.4%,6.9%,0.4433
10,CLEAR CREEK,0540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,222,28,7,185,35,12.6%,3.2%,0.1577
10,CLEAR CREEK,0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,185,24,1,160,25,13.0%,0.5%,0.1351
11,CONEJOS,0550,NORTH CONEJOS RE-1J,1276,CENTAURI MIDDLE SCHOOL,208,104,35,69,139,50.0%,16.8%,0.6683
11,CONEJOS,0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,296,137,55,104,192,46.3%,18.6%,0.6486
11,CONEJOS,0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,216,100,38,78,138,46.3%,17.6%,0.6389
11,CONEJOS,0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,207,124,29,54,153,59.9%,14.0%,0.7391
11,CONEJOS,0550,NORTH CONEJOS RE-1J,6339,NORTH CONEJOS ALTERNATIVE PROGRAM,50,47,2,1,49,94.0%,4.0%,0.9800
11,CONEJOS,0560,SANFORD 6J,7612,SANFORD ELEMENTARY SCHOOL,194,89,23,82,112,45.9%,11.9%,0.5773
11,CONEJOS,0560,SANFORD 6J,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,158,63,22,73,85,39.9%,13.9%,0.5380
11,CONEJOS,0580,SOUTH CONEJOS RE-10,0248,GUADALUPE ELEMENTARY SCHOOL,119,103,4,11,107,86.6%,3.4%,0.8992
11,CONEJOS,0580,SOUTH CONEJOS RE-10,0250,ANTONITO MIDDLE SCHOOL,29,29,0,0,29,100.0%,0.0%,1.0000
11,CONEJOS,0580,SOUTH CONEJOS RE-10,0252,ANTONITO HIGH SCHOOL,68,62,3,2,65,91.2%,4.4%,0.9559
12,COSTILLA,0640,CENTENNIAL R-1,1398,CENTENNIAL SCHOOL,213,171,10,31,181,80.3%,4.7%,0.8498
12,COSTILLA,0740,SIERRA GRANDE R-30,7880,SIERRA GRANDE K-12 SCHOOL,290,213,37,38,250,73.4%,12.8%,0.8621
13,CROWLEY,0770,CROWLEY COUNTY RE-1-J,2050,CROWLEY COUNTY PRIMARY,142,102,9,31,111,71.8%,6.3%,0.7817
13,CROWLEY,0770,CROWLEY COUNTY RE-1-J,2054,CROWLEY COUNTY WARD INTERMEDIATE,101,65,7,29,72,64.4%,6.9%,0.7129
13,CROWLEY,0770,CROWLEY COUNTY RE-1-J,2058,CROWLEY COUNTY JUNIOR AND SENIOR HIGH SCHOOL,202,123,13,66,136,60.9%,6.4%,0.6733
14,CUSTER,0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2088,CUSTER COUNTY ELEMENTARY SCHOOL,159,71,19,68,90,44.7%,11.9%,0.5660
14,CUSTER,0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2091,CUSTER MIDDLE SCHOOL,84,32,14,37,46,38.1%,16.7%,0.5476
14,CUSTER,0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2092,CUSTER COUNTY HIGH SCHOOL,122,30,19,68,49,24.6%,15.6%,0.4016
15,DELTA,0870,DELTA COUNTY 50(J),0489,BACKPACK EARLY LEARNING ACADEMY,0,0,0,0,0,0.0%,0.0%,0.0000
15,DELTA,0870,DELTA COUNTY 50(J),1372,CEDAREDGE HIGH SCHOOL,267,78,37,150,115,29.2%,13.9%,0.4307
15,DELTA,0870,DELTA COUNTY 50(J),1375,CEDAREDGE MIDDLE SCHOOL,202,78,28,96,106,38.6%,13.9%,0.5248
15,DELTA,0870,DELTA COUNTY 50(J),1952,NORTH FORK MONTESSORI @ CRAWFORD,130,44,18,68,62,33.8%,13.8%,0.4769
15,DELTA,0870,DELTA COUNTY 50(J),2152,DELTA ACADEMY OF APPLIED LEARNING,26,7,4,15,11,26.9%,15.4%,0.4231
15,DELTA,0870,DELTA COUNTY 50(J),2155,DELTA COUNTY OPPORTUNITY SCHOOL,95,64,7,21,71,67.4%,7.4%,0.7474
15,DELTA,0870,DELTA COUNTY 50(J),2160,DELTA MIDDLE SCHOOL,502,275,46,181,321,54.8%,9.2%,0.6394
15,DELTA,0870,DELTA COUNTY 50(J),2164,DELTA HIGH SCHOOL,617,234,64,317,298,37.9%,10.4%,0.4830
15,DELTA,0870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,446,135,61,249,196,30.3%,13.7%,0.4395
15,DELTA,0870,DELTA COUNTY 50(J),3330,GARNET MESA ELEMENTARY SCHOOL,558,321,54,183,375,57.5%,9.7%,0.6720
15,DELTA,0870,DELTA COUNTY 50(J),4124,HOTCHKISS ELEMENTARY SCHOOL,369,166,36,167,202,45.0%,9.8%,0.5474
15,DELTA,0870,DELTA COUNTY 50(J),4128,HOTCHKISS HIGH SCHOOL,205,77,22,106,99,37.6%,10.7%,0.4829
15,DELTA,0870,DELTA COUNTY 50(J),4182,CEDAREDGE ELEMENTARY SCHOOL,355,151,50,154,201,42.5%,14.1%,0.5662
15,DELTA,0870,DELTA COUNTY 50(J),5154,LINCOLN ELEMENTARY SCHOOL,504,312,61,131,373,61.9%,12.1%,0.7401
15,DELTA,0870,DELTA COUNTY 50(J),6295,NORTH FORK SCHOOL OF INTEGRATED STUDIES,25,12,3,10,15,48.0%,12.0%,0.6000
15,DELTA,0870,DELTA COUNTY 50(J),6700,PAONIA ELEMENTARY SCHOOL,176,86,15,75,101,48.9%,8.5%,0.5739
15,DELTA,0870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,227,64,29,132,93,28.2%,12.8%,0.4097
16,DENVER,0880,DENVER COUNTY 1,0010,ABRAHAM LINCOLN HIGH SCHOOL,1393,"1,157",121,91,"1,278",83.1%,8.7%,0.9174
16,DENVER,0880,DENVER COUNTY 1,0040,RIDGE VIEW ACADEMY CHARTER SCHOOL,204,201,0,0,201,98.5%,0.0%,0.9853
16,DENVER,0880,DENVER COUNTY 1,0067,ACADEMY OF URBAN LEARNING,126,101,6,15,107,80.2%,4.8%,0.8492
16,DENVER,0880,DENVER COUNTY 1,0099,ACADEMY 360,131,90,20,21,110,68.7%,15.3%,0.8397
16,DENVER,0880,DENVER COUNTY 1,0220,AMESSE ELEMENTARY SCHOOL,488,424,44,20,468,86.9%,9.0%,0.9590
16,DENVER,0880,DENVER COUNTY 1,0388,ASBURY ELEMENTARY SCHOOL,347,108,23,216,131,31.1%,6.6%,0.3775
16,DENVER,0880,DENVER COUNTY 1,0408,VALDEZ ELEMENTARY SCHOOL,283,130,28,125,158,45.9%,9.9%,0.5583
16,DENVER,0880,DENVER COUNTY 1,0418,ASHLEY ELEMENTARY SCHOOL,358,297,24,36,321,83.0%,6.7%,0.8966
16,DENVER,0880,DENVER COUNTY 1,0520,BARNUM ELEMENTARY SCHOOL,457,422,27,8,449,92.3%,5.9%,0.9825
16,DENVER,0880,DENVER COUNTY 1,0540,BARRETT ELEMENTARY SCHOOL,132,118,9,5,127,89.4%,6.8%,0.9621
16,DENVER,0880,DENVER COUNTY 1,0650,BEACH COURT ELEMENTARY SCHOOL,248,181,37,30,218,73.0%,14.9%,0.8790
16,DENVER,0880,DENVER COUNTY 1,0964,BRADLEY INTERNATIONAL SCHOOL,438,158,38,242,196,36.1%,8.7%,0.4475
16,DENVER,0880,DENVER COUNTY 1,1056,BROMWELL ELEMENTARY SCHOOL,300,15,4,281,19,5.0%,1.3%,0.0633
16,DENVER,0880,DENVER COUNTY 1,1076,BROWN INTERNATIONAL ACADEMY,572,200,39,333,239,35.0%,6.8%,0.4178
16,DENVER,0880,DENVER COUNTY 1,1106,BRYANT WEBSTER DUAL LANGUAGE ECE-8 SCHOOL,398,308,42,48,350,77.4%,10.6%,0.8794
16,DENVER,0880,DENVER COUNTY 1,1295,COLLEGIATE PREPARATORY ACADEMY,413,262,35,94,297,63.4%,8.5%,0.7191
16,DENVER,0880,DENVER COUNTY 1,1319,CEC MIDDLE COLLEGE OF DENVER,433,296,54,83,350,68.4%,12.5%,0.8083
16,DENVER,0880,DENVER COUNTY 1,1324,CARSON ELEMENTARY SCHOOL,407,53,11,343,64,13.0%,2.7%,0.1572
16,DENVER,0880,DENVER COUNTY 1,1345,CESAR CHAVEZ ACADEMY DENVER,381,266,48,67,314,69.8%,12.6%,0.8241
16,DENVER,0880,DENVER COUNTY 1,1400,CENTENNIAL A SCHOOL FOR EXPEDITIONARY LEARNING,333,178,39,113,217,53.5%,11.7%,0.6517
16,DENVER,0880,DENVER COUNTY 1,1489,COMPASSION ROAD ACADEMY,157,100,12,36,112,63.7%,7.6%,0.7134
16,DENVER,0880,DENVER COUNTY 1,1528,CHELTENHAM ELEMENTARY SCHOOL,381,366,11,4,377,96.1%,2.9%,0.9895
16,DENVER,0880,DENVER COUNTY 1,1748,COLORADO HIGH SCHOOL CHARTER,254,192,12,26,204,75.6%,4.7%,0.8031
16,DENVER,0880,DENVER COUNTY 1,1774,COLFAX ELEMENTARY SCHOOL,289,255,19,13,274,88.2%,6.6%,0.9481
16,DENVER,0880,DENVER COUNTY 1,1785,COLE ARTS AND SCIENCE ACADEMY,468,410,26,30,436,87.6%,5.6%,0.9316
16,DENVER,0880,DENVER COUNTY 1,1788,COLLEGE VIEW ELEMENTARY SCHOOL,396,353,29,14,382,89.1%,7.3%,0.9646
16,DENVER,0880,DENVER COUNTY 1,1816,COLUMBIAN ELEMENTARY SCHOOL,240,198,22,20,220,82.5%,9.2%,0.9167
16,DENVER,0880,DENVER COUNTY 1,1846,COLUMBINE ELEMENTARY SCHOOL,198,166,12,20,178,83.8%,6.1%,0.8990
16,DENVER,0880,DENVER COUNTY 1,1866,ACE COMMUNITY CHALLENGE SCHOOL,133,119,5,9,124,89.5%,3.8%,0.9323
16,DENVER,0880,DENVER COUNTY 1,1908,CORY ELEMENTARY SCHOOL,382,38,13,331,51,9.9%,3.4%,0.1335
16,DENVER,0880,DENVER COUNTY 1,1928,COWELL ELEMENTARY SCHOOL,402,361,25,15,386,89.8%,6.2%,0.9602
16,DENVER,0880,DENVER COUNTY 1,1939,COMPASS ACADEMY,122,114,6,2,120,93.4%,4.9%,0.9836
16,DENVER,0880,DENVER COUNTY 1,2027,POLARIS AT EBERT ELEMENTARY SCHOOL,333,9,10,314,19,2.7%,3.0%,0.0571
16,DENVER,0880,DENVER COUNTY 1,2115,DSST: STAPLETON MIDDLE SCHOOL,458,238,39,181,277,52.0%,8.5%,0.6048
16,DENVER,0880,DENVER COUNTY 1,2125,DENVER GREEN SCHOOL,521,271,42,206,313,52.0%,8.1%,0.6008
16,DENVER,0880,DENVER COUNTY 1,2127,DENVER LANGUAGE SCHOOL,659,82,15,558,97,12.4%,2.3%,0.1472
16,DENVER,0880,DENVER COUNTY 1,2129,DENVER CENTER FOR INTERNATIONAL STUDIES AT FAIRMONT,354,227,32,95,259,64.1%,9.0%,0.7316
16,DENVER,0880,DENVER COUNTY 1,2145,DSST: GREEN VALLEY RANCH HIGH SCHOOL,518,285,79,152,364,55.0%,15.3%,0.7027
16,DENVER,0880,DENVER COUNTY 1,2167,DENVER PUBLIC MONTESSORI JUNIOR/SENIOR HIGH SCHOOL,109,45,6,58,51,41.3%,5.5%,0.4679
16,DENVER,0880,DENVER COUNTY 1,2174,DENISON MONTESSORI SCHOOL,305,136,52,117,188,44.6%,17.0%,0.6164
16,DENVER,0880,DENVER COUNTY 1,2175,DSST: COLE HIGH SCHOOL,281,184,29,66,213,65.5%,10.3%,0.7580
16,DENVER,0880,DENVER COUNTY 1,2181,DSST: GREEN VALLEY RANCH MIDDLE SCHOOL,455,261,90,104,351,57.4%,19.8%,0.7714
16,DENVER,0880,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,739,349,60,329,409,47.2%,8.1%,0.5535
16,DENVER,0880,DENVER COUNTY 1,2184,DENVER SCHOOL OF THE ARTS,1089,88,37,963,125,8.1%,3.4%,0.1148
16,DENVER,0880,DENVER COUNTY 1,2185,DSST: STAPLETON HIGH SCHOOL,523,215,62,242,277,41.1%,11.9%,0.5296
16,DENVER,0880,DENVER COUNTY 1,2186,DSST: BYERS MIDDLE SCHOOL,448,122,43,283,165,27.2%,9.6%,0.3683
16,DENVER,0880,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,220,185,6,19,191,84.1%,2.7%,0.8682
16,DENVER,0880,DENVER COUNTY 1,2205,DCIS AT FORD,453,384,43,26,427,84.8%,9.5%,0.9426
16,DENVER,0880,DENVER COUNTY 1,2207,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,359,87,21,251,108,24.2%,5.8%,0.3008
16,DENVER,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,864,714,58,90,772,82.6%,6.7%,0.8935
16,DENVER,0880,DENVER COUNTY 1,2218,DSST: CONSERVATORY GREEN MIDDLE SCHOOL,298,146,15,137,161,49.0%,5.0%,0.5403
16,DENVER,0880,DENVER COUNTY 1,2223,DSST: COLE MIDDLE SCHOOL,440,336,44,59,380,76.4%,10.0%,0.8636
16,DENVER,0880,DENVER COUNTY 1,2227,DENVER DISCOVERY SCHOOL,253,73,7,173,80,28.9%,2.8%,0.3162
16,DENVER,0880,DENVER COUNTY 1,2241,DENVER SCHOOL OF INNOVATION AND SUSTAINABLE DESIGN,99,51,11,37,62,51.5%,11.1%,0.6263
16,DENVER,0880,DENVER COUNTY 1,2244,DSST COLLEGE VIEW HIGH SCHOOL,138,103,14,21,117,74.6%,10.1%,0.8478
16,DENVER,0880,DENVER COUNTY 1,2258,DOULL ELEMENTARY SCHOOL,445,365,35,42,400,82.0%,7.9%,0.8989
16,DENVER,0880,DENVER COUNTY 1,2349,ESCALANTE-BIGGS ACADEMY,165,119,26,20,145,72.1%,15.8%,0.8788
16,DENVER,0880,DENVER COUNTY 1,2364,EAGLETON ELEMENTARY SCHOOL,387,343,26,18,369,88.6%,6.7%,0.9535
16,DENVER,0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,2471,737,115,"1,614",852,29.8%,4.7%,0.3448
16,DENVER,0880,DENVER COUNTY 1,2506,EDISON ELEMENTARY SCHOOL,533,140,26,367,166,26.3%,4.9%,0.3114
16,DENVER,0880,DENVER COUNTY 1,2641,EXCEL ACADEMY,216,174,15,18,189,80.6%,6.9%,0.8750
16,DENVER,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,429,330,41,57,371,76.9%,9.6%,0.8648
16,DENVER,0880,DENVER COUNTY 1,2726,EMILY GRIFFITH TECHNICAL COLLEGE,391,189,18,170,207,48.3%,4.6%,0.5294
16,DENVER,0880,DENVER COUNTY 1,2755,VENTURE PREP HIGH SCHOOL,261,195,23,38,218,74.7%,8.8%,0.8352
16,DENVER,0880,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,529,357,34,135,391,67.5%,6.4%,0.7391
16,DENVER,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,117,91,7,18,98,77.8%,6.0%,0.8376
16,DENVER,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,203,200,2,1,202,98.5%,1.0%,0.9951
16,DENVER,0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,120,102,3,10,105,85.0%,2.5%,0.8750
16,DENVER,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,529,448,54,26,502,84.7%,10.2%,0.9490
16,DENVER,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,336,280,36,18,316,83.3%,10.7%,0.9405
16,DENVER,0880,DENVER COUNTY 1,3340,LENA ARCHULETA ELEMENTARY SCHOOL,564,403,93,68,496,71.5%,16.5%,0.8794
16,DENVER,0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,1355,660,106,585,766,48.7%,7.8%,0.5653
16,DENVER,0880,DENVER COUNTY 1,3426,GILPIN MONTESSORI PUBLIC SCHOOL,216,170,6,40,176,78.7%,2.8%,0.8148
16,DENVER,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,517,407,75,32,482,78.7%,14.5%,0.9323
16,DENVER,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,530,473,43,14,516,89.2%,8.1%,0.9736
16,DENVER,0880,DENVER COUNTY 1,3540,GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL,93,43,7,43,50,46.2%,7.5%,0.5376
16,DENVER,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,454,350,28,74,378,77.1%,6.2%,0.8326
16,DENVER,0880,DENVER COUNTY 1,3605,GRANT RANCH ECE-8 SCHOOL,703,346,68,289,414,49.2%,9.7%,0.5889
16,DENVER,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,245,114,14,117,128,46.5%,5.7%,0.5224
16,DENVER,0880,DENVER COUNTY 1,3641,GREEN VALLEY ELEMENTARY SCHOOL,657,391,60,206,451,59.5%,9.1%,0.6865
16,DENVER,0880,DENVER COUNTY 1,3647,MARIE L. GREENWOOD ACADEMY,636,519,74,43,593,81.6%,11.6%,0.9324
16,DENVER,0880,DENVER COUNTY 1,3655,GREENLEE ELEMENTARY SCHOOL,297,263,14,18,277,88.6%,4.7%,0.9327
16,DENVER,0880,DENVER COUNTY 1,3698,CREATIVITY CHALLENGE COMMUNITY,279,30,7,242,37,10.8%,2.5%,0.1326
16,DENVER,0880,DENVER COUNTY 1,3704,GUST ELEMENTARY SCHOOL,646,498,83,65,581,77.1%,12.8%,0.8994
16,DENVER,0880,DENVER COUNTY 1,3746,HAMILTON MIDDLE SCHOOL,917,458,73,386,531,49.9%,8.0%,0.5791
16,DENVER,0880,DENVER COUNTY 1,3778,HARRINGTON ELEMENTARY SCHOOL,324,297,18,9,315,91.7%,5.6%,0.9722
16,DENVER,0880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY SOUTHEAST,504,141,33,330,174,28.0%,6.5%,0.3452
16,DENVER,0880,DENVER COUNTY 1,3990,HILL CAMPUS OF ARTS AND SCIENCES,720,391,35,294,426,54.3%,4.9%,0.5917
16,DENVER,0880,DENVER COUNTY 1,3991,HIGH TECH ELEMENTARY SCHOOL,345,48,11,286,59,13.9%,3.2%,0.1710
16,DENVER,0880,DENVER COUNTY 1,4049,HIGHLINE ACADEMY NORTHEAST,205,73,36,96,109,35.6%,17.6%,0.5317
16,DENVER,0880,DENVER COUNTY 1,4074,HOLM ELEMENTARY SCHOOL,484,363,34,87,397,75.0%,7.0%,0.8202
16,DENVER,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,802,659,81,60,740,82.2%,10.1%,0.9227
16,DENVER,0880,DENVER COUNTY 1,4213,ISABELLA BIRD COMMUNITY SCHOOL,410,58,17,333,75,14.1%,4.1%,0.1829
16,DENVER,0880,DENVER COUNTY 1,4381,DSST: COLLEGE VIEW MIDDLE SCHOOL,450,337,67,46,404,74.9%,14.9%,0.8978
16,DENVER,0880,DENVER COUNTY 1,4383,JOE SHOEMAKER SCHOOL,298,171,30,95,201,57.4%,10.1%,0.6745
16,DENVER,0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,1203,759,144,290,903,63.1%,12.0%,0.7506
16,DENVER,0880,DENVER COUNTY 1,4450,JOHNSON ELEMENTARY SCHOOL,387,325,42,19,367,84.0%,10.9%,0.9483
16,DENVER,0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,80,67,1,10,68,83.8%,1.3%,0.8500
16,DENVER,0880,DENVER COUNTY 1,4498,KAISER ELEMENTARY SCHOOL,315,200,38,77,238,63.5%,12.1%,0.7556
16,DENVER,0880,DENVER COUNTY 1,4500,KIPP MONTBELLO ELEMENTARY SCHOOL,156,92,27,36,119,59.0%,17.3%,0.7628
16,DENVER,0880,DENVER COUNTY 1,4507,KIPP MONTBELLO COLLEGE PREP,439,345,48,46,393,78.6%,10.9%,0.8952
16,DENVER,0880,DENVER COUNTY 1,4509,KIPP MONTBELLO COLLEGIATE HIGH SCHOOL,136,98,19,19,117,72.1%,14.0%,0.8603
16,DENVER,0880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,473,420,33,19,453,88.8%,7.0%,0.9577
16,DENVER,0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,380,323,36,21,359,85.0%,9.5%,0.9447
16,DENVER,0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,393,347,36,10,383,88.3%,9.2%,0.9746
16,DENVER,0880,DENVER COUNTY 1,4762,KNAPP ELEMENTARY SCHOOL,592,502,58,32,560,84.8%,9.8%,0.9459
16,DENVER,0880,DENVER COUNTY 1,4782,HALLETT FUNDAMENTAL ACADEMY,266,231,15,19,246,86.8%,5.6%,0.9248
16,DENVER,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,1043,752,101,187,853,72.1%,9.7%,0.8178
16,DENVER,0880,DENVER COUNTY 1,5044,LEGACY OPTIONS HIGH SCHOOL,27,24,1,1,25,88.9%,3.7%,0.9259
16,DENVER,0880,DENVER COUNTY 1,5158,LINCOLN ELEMENTARY SCHOOL,307,57,14,236,71,18.6%,4.6%,0.2313
16,DENVER,0880,DENVER COUNTY 1,5255,LAKE INTERNATIONAL SCHOOL,329,294,17,16,311,89.4%,5.2%,0.9453
16,DENVER,0880,DENVER COUNTY 1,5342,LOWRY ELEMENTARY SCHOOL,470,186,23,260,209,39.6%,4.9%,0.4447
16,DENVER,0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,288,235,20,30,255,81.6%,6.9%,0.8854
16,DENVER,0880,DENVER COUNTY 1,5578,MARRAMA ELEMENTARY SCHOOL,535,352,90,90,442,65.8%,16.8%,0.8262
16,DENVER,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,1108,760,136,199,896,68.6%,12.3%,0.8087
16,DENVER,0880,DENVER COUNTY 1,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,237,210,18,9,228,88.6%,7.6%,0.9620
16,DENVER,0880,DENVER COUNTY 1,5621,MONARCH MONTESSORI,256,144,34,78,178,56.3%,13.3%,0.6953
16,DENVER,0880,DENVER COUNTY 1,5644,MAXWELL ELEMENTARY SCHOOL,486,411,38,37,449,84.6%,7.8%,0.9239
16,DENVER,0880,DENVER COUNTY 1,5685,MCGLONE ELEMENTARY SCHOOL,666,582,48,36,630,87.4%,7.2%,0.9459
16,DENVER,0880,DENVER COUNTY 1,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,149,69,10,69,79,46.3%,6.7%,0.5302
16,DENVER,0880,DENVER COUNTY 1,5716,MC MEEN ELEMENTARY SCHOOL,613,430,60,123,490,70.1%,9.8%,0.7993
16,DENVER,0880,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,551,290,33,226,323,52.6%,6.0%,0.5862
16,DENVER,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY,167,119,8,26,127,71.3%,4.8%,0.7605
16,DENVER,0880,DENVER COUNTY 1,5897,MCAULIFFE INTERNATIONAL SCHOOL,825,141,20,662,161,17.1%,2.4%,0.1952
16,DENVER,0880,DENVER COUNTY 1,6002,MONTCLAIR ELEMENTARY SCHOOL,429,290,23,116,313,67.6%,5.4%,0.7296
16,DENVER,0880,DENVER COUNTY 1,6088,DORA MOORE ECE-8 SCHOOL,360,244,29,86,273,67.8%,8.1%,0.7583
16,DENVER,0880,DENVER COUNTY 1,6098,MOREY MIDDLE SCHOOL,293,124,14,154,138,42.3%,4.8%,0.4710
16,DENVER,0880,DENVER COUNTY 1,6188,MUNROE ELEMENTARY SCHOOL,542,495,34,13,529,91.3%,6.3%,0.9760
16,DENVER,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,753,556,55,132,611,73.8%,7.3%,0.8114
16,DENVER,0880,DENVER COUNTY 1,6254,NEWLON ELEMENTARY SCHOOL,524,427,56,41,483,81.5%,10.7%,0.9218
16,DENVER,0880,DENVER COUNTY 1,6308,NORTH HIGH SCHOOL ENGAGEMENT CENTER,93,71,7,12,78,76.3%,7.5%,0.8387
16,DENVER,0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,933,677,93,150,770,72.6%,10.0%,0.8253
16,DENVER,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,824,725,63,33,788,88.0%,7.6%,0.9563
16,DENVER,0880,DENVER COUNTY 1,6368,NORTHFIELD HIGH SCHOOL,194,80,17,97,97,41.2%,8.8%,0.5000
16,DENVER,0880,DENVER COUNTY 1,6397,ACADEMIA ANA MARIE SANDOVAL,313,93,25,195,118,29.7%,8.0%,0.3770
16,DENVER,0880,DENVER COUNTY 1,6479,ODYSSEY SCHOOL OF DENVER,234,48,18,168,66,20.5%,7.7%,0.2821
16,DENVER,0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,804,408,112,284,520,50.7%,13.9%,0.6468
16,DENVER,0880,DENVER COUNTY 1,6509,DENVER ONLINE HIGH SCHOOL,204,52,10,134,62,25.5%,4.9%,0.3039
16,DENVER,0880,DENVER COUNTY 1,6676,PALMER ELEMENTARY SCHOOL,236,104,11,120,115,44.1%,4.7%,0.4873
16,DENVER,0880,DENVER COUNTY 1,6754,PARK HILL SCHOOL,575,133,8,434,141,23.1%,1.4%,0.2452
16,DENVER,0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,298,245,29,24,274,82.2%,9.7%,0.9195
16,DENVER,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,823,552,101,165,653,67.1%,12.3%,0.7934
16,DENVER,0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,981,889,51,40,940,90.6%,5.2%,0.9582
16,DENVER,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),171,112,13,36,125,65.5%,7.6%,0.7310
16,DENVER,0880,DENVER COUNTY 1,7188,P.U.S.H. ACADEMY,221,146,24,40,170,66.1%,10.9%,0.7692
16,DENVER,0880,DENVER COUNTY 1,7192,PASCUAL LEDOUX ACADEMY,0,0,0,0,0,0.0%,0.0%,0.0000
