COUNTY CODE,COUNTY NAME,DISTRICT CODE,"DISTRICT NAME	",SCHOOL CODE,SCHOOL NAME,K-12 COUNT,FREE LUNCH,REDUCED LUNCH,NOT ELIGIBLE,FREE AND REDUCED,% FREE,% REDUCED,% FREE AND REDUCED
21,EL PASO,1010,COLORADO SPRINGS 11,6680,PALMER HIGH SCHOOL,1836,778,173,842,951,42.4%,9.4%,0.5180
21,EL PASO,1010,COLORADO SPRINGS 11,6856,PENROSE ELEMENTARY SCHOOL,312,189,23,100,212,60.6%,7.4%,0.6795
21,EL PASO,1010,COLORADO SPRINGS 11,7228,QUEEN PALMER ELEMENTARY SCHOOL,279,236,16,27,252,84.6%,5.7%,0.9032
21,EL PASO,1010,COLORADO SPRINGS 11,7482,ROOSEVELT EDISON CHARTER SCHOOL,718,588,33,92,621,81.9%,4.6%,0.8649
21,EL PASO,1010,COLORADO SPRINGS 11,7513,RUDY ELEMENTARY SCHOOL,379,139,58,182,197,36.7%,15.3%,0.5198
21,EL PASO,1010,COLORADO SPRINGS 11,7523,RUSSELL MIDDLE SCHOOL,687,324,101,260,425,47.2%,14.7%,0.6186
21,EL PASO,1010,COLORADO SPRINGS 11,7556,SABIN MIDDLE SCHOOL,806,433,88,281,521,53.7%,10.9%,0.6464
21,EL PASO,1010,COLORADO SPRINGS 11,7705,SCOTT ELEMENTARY SCHOOL,590,157,70,359,227,26.6%,11.9%,0.3847
21,EL PASO,1010,COLORADO SPRINGS 11,8246,STEELE ELEMENTARY SCHOOL,300,53,15,230,68,17.7%,5.0%,0.2267
21,EL PASO,1010,COLORADO SPRINGS 11,8346,STRATTON ELEMENTARY SCHOOL,326,102,28,196,130,31.3%,8.6%,0.3988
21,EL PASO,1010,COLORADO SPRINGS 11,8457,JACK SWIGERT AEROSPACE ACADEMY,476,397,35,38,432,83.4%,7.4%,0.9076
21,EL PASO,1010,COLORADO SPRINGS 11,8466,TAYLOR ELEMENTARY SCHOOL,259,139,19,99,158,53.7%,7.3%,0.6100
21,EL PASO,1010,COLORADO SPRINGS 11,8902,TRAILBLAZER ELEMENTARY SCHOOL,318,104,40,174,144,32.7%,12.6%,0.4528
21,EL PASO,1010,COLORADO SPRINGS 11,9404,WEST MIDDLE SCHOOL,259,160,26,72,186,61.8%,10.0%,0.7181
21,EL PASO,1010,COLORADO SPRINGS 11,9445,WEST ELEMENTARY SCHOOL,338,249,35,53,284,73.7%,10.4%,0.8402
21,EL PASO,1010,COLORADO SPRINGS 11,9618,ROGERS ELEMENTARY SCHOOL,398,307,31,60,338,77.1%,7.8%,0.8492
21,EL PASO,1010,COLORADO SPRINGS 11,9660,WILSON ELEMENTARY SCHOOL,401,345,20,34,365,86.0%,5.0%,0.9102
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1582,THE VANGUARD SCHOOL (ELEMENTARY),800,94,22,684,116,11.8%,2.8%,0.1450
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1586,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,345,11,5,325,16,3.2%,1.4%,0.0464
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1588,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,578,54,29,495,83,9.3%,5.0%,0.1436
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1590,CHEYENNE MOUNTAIN HIGH SCHOOL,1255,93,33,"1,124",126,7.4%,2.6%,0.1004
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1592,BROADMOOR ELEMENTARY SCHOOL,341,26,10,305,36,7.6%,2.9%,0.1056
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1596,CANON ELEMENTARY SCHOOL,0,0,0,0,0,0.0%,0.0%,0.0000
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,1604,SKYWAY PARK ELEMENTARY SCHOOL,321,105,28,187,133,32.7%,8.7%,0.4143
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,3482,GOLD CAMP ELEMENTARY SCHOOL,471,46,12,413,58,9.8%,2.5%,0.1231
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,6953,PINON VALLEY ELEMENTARY SCHOOL,368,31,15,321,46,8.4%,4.1%,0.1250
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,9051,THE VANGUARD SCHOOL (MIDDLE),204,20,11,173,31,9.8%,5.4%,0.1520
21,EL PASO,1020,CHEYENNE MOUNTAIN 12,9057,THE VANGUARD SCHOOL (HIGH),282,39,14,229,53,13.8%,5.0%,0.1879
21,EL PASO,1030,MANITOU SPRINGS 14,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,421,116,14,291,130,27.6%,3.3%,0.3088
21,EL PASO,1030,MANITOU SPRINGS 14,5464,MANITOU SPRINGS MIDDLE SCHOOL,371,84,13,274,97,22.6%,3.5%,0.2615
21,EL PASO,1030,MANITOU SPRINGS 14,5468,MANITOU SPRINGS HIGH SCHOOL,521,83,12,426,95,15.9%,2.3%,0.1823
21,EL PASO,1030,MANITOU SPRINGS 14,9010,UTE PASS ELEMENTARY SCHOOL,138,41,12,85,53,29.7%,8.7%,0.3841
21,EL PASO,1040,ACADEMY 20,0017,ACADEMY ENDEAVOUR ELEMENTARY SCHOOL,545,53,36,456,89,9.7%,6.6%,0.1633
21,EL PASO,1040,ACADEMY 20,0019,ACADEMY INTERNATIONAL ELEMENTARY SCHOOL,591,46,18,527,64,7.8%,3.0%,0.1083
21,EL PASO,1040,ACADEMY 20,0074,CHALLENGER MIDDLE SCHOOL,856,58,12,786,70,6.8%,1.4%,0.0818
21,EL PASO,1040,ACADEMY 20,0076,AIR ACADEMY HIGH SCHOOL,1370,133,64,"1,167",197,9.7%,4.7%,0.1438
21,EL PASO,1040,ACADEMY 20,0110,ACADEMY ONLINE,51,8,1,42,9,15.7%,2.0%,0.1765
21,EL PASO,1040,ACADEMY 20,0209,ASPEN VALLEY CAMPUS,151,34,10,106,44,22.5%,6.6%,0.2914
21,EL PASO,1040,ACADEMY 20,0249,ANTELOPE TRAILS ELEMENTARY SCHOOL,364,21,17,326,38,5.8%,4.7%,0.1044
21,EL PASO,1040,ACADEMY 20,1033,BRIARGATE PRESCHOOL,0,0,0,0,0,0.0%,0.0%,0.0000
21,EL PASO,1040,ACADEMY 20,1615,CHINOOK TRAIL ELEMENTARY SCHOOL,864,40,7,817,47,4.6%,0.8%,0.0544
21,EL PASO,1040,ACADEMY 20,1627,THE CLASSICAL ACADEMY CHARTER,2152,86,48,"2,017",134,4.0%,2.2%,0.0623
21,EL PASO,1040,ACADEMY 20,1629,THE CLASSICAL ACADEMY MIDDLE SCHOOL,469,17,7,445,24,3.6%,1.5%,0.0512
21,EL PASO,1040,ACADEMY 20,1630,THE CLASSICAL ACADEMY HIGH SCHOOL,648,18,10,620,28,2.8%,1.5%,0.0432
21,EL PASO,1040,ACADEMY 20,1901,ACADEMY CALVERT K-8 ONLINE SCHOOL,139,15,1,123,16,10.8%,0.7%,0.1151
21,EL PASO,1040,ACADEMY 20,1921,DISCOVERY CANYON CAMPUS MIDDLE SCHOOL,1017,67,27,922,94,6.6%,2.7%,0.0924
21,EL PASO,1040,ACADEMY 20,1929,DISCOVERY CANYON CAMPUS ELEMENTARY SCHOOL,512,24,12,476,36,4.7%,2.3%,0.0703
21,EL PASO,1040,ACADEMY 20,2195,DISCOVERY CANYON CAMPUS HIGH SCHOOL,1172,55,36,"1,079",91,4.7%,3.1%,0.0776
21,EL PASO,1040,ACADEMY 20,2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,309,51,53,205,104,16.5%,17.2%,0.3366
21,EL PASO,1040,ACADEMY 20,2358,EAGLEVIEW MIDDLE SCHOOL,962,118,64,780,182,12.3%,6.7%,0.1892
21,EL PASO,1040,ACADEMY 20,2524,EDITH WOLFORD ELEMENTARY SCHOOL,386,62,14,310,76,16.1%,3.6%,0.1969
21,EL PASO,1040,ACADEMY 20,2800,EXPLORER ELEMENTARY SCHOOL,464,44,29,391,73,9.5%,6.3%,0.1573
21,EL PASO,1040,ACADEMY 20,3104,FOOTHILLS ELEMENTARY SCHOOL,423,45,27,351,72,10.6%,6.4%,0.1702
21,EL PASO,1040,ACADEMY 20,3238,FRONTIER ELEMENTARY SCHOOL,418,114,34,270,148,27.3%,8.1%,0.3541
21,EL PASO,1040,ACADEMY 20,3985,HIGH PLAINS ELEMENTARY SCHOOL,273,87,30,156,117,31.9%,11.0%,0.4286
21,EL PASO,1040,ACADEMY 20,5126,LIBERTY HIGH SCHOOL,1588,115,63,"1,402",178,7.2%,4.0%,0.1121
21,EL PASO,1040,ACADEMY 20,6140,MOUNTAIN RIDGE MIDDLE SCHOOL,1147,203,54,889,257,17.7%,4.7%,0.2241
21,EL PASO,1040,ACADEMY 20,6158,MOUNTAIN VIEW ELEMENTARY SCHOOL,572,26,11,534,37,4.5%,1.9%,0.0647
21,EL PASO,1040,ACADEMY 20,6937,PINE CREEK HIGH SCHOOL,1504,96,19,"1,382",115,6.4%,1.3%,0.0765
21,EL PASO,1040,ACADEMY 20,6960,PIONEER ELEMENTARY SCHOOL,415,134,43,238,177,32.3%,10.4%,0.4265
21,EL PASO,1040,ACADEMY 20,7159,PRAIRIE HILLS ELEMENTARY SCHOOL,446,61,36,349,97,13.7%,8.1%,0.2175
21,EL PASO,1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,1646,206,61,"1,373",267,12.5%,3.7%,0.1622
21,EL PASO,1040,ACADEMY 20,7247,RANCH CREEK ELEMENTARY,521,38,29,453,67,7.3%,5.6%,0.1286
21,EL PASO,1040,ACADEMY 20,7460,ROCKRIMMON ELEMENTARY SCHOOL,364,62,17,285,79,17.0%,4.7%,0.2170
21,EL PASO,1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,505,12,4,489,16,2.4%,0.8%,0.0317
21,EL PASO,1040,ACADEMY 20,8813,THE DA VINCI ACADEMY SCHOOL,415,47,10,358,57,11.3%,2.4%,0.1373
21,EL PASO,1040,ACADEMY 20,8851,TIMBERVIEW MIDDLE SCHOOL,1087,141,56,889,197,13.0%,5.2%,0.1812
21,EL PASO,1040,ACADEMY 20,9714,WOODMEN-ROBERTS ELEMENTARY SCHOOL,361,36,11,314,47,10.0%,3.0%,0.1302
21,EL PASO,1050,ELLICOTT 22,2638,ELLICOTT ELEMENTARY SCHOOL,480,271,64,144,335,56.5%,13.3%,0.6979
21,EL PASO,1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,249,146,40,62,186,58.6%,16.1%,0.7470
21,EL PASO,1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,231,115,33,82,148,49.8%,14.3%,0.6407
21,EL PASO,1060,PEYTON 23 JT,1346,CAREER BUILDING ACADEMY,60,2,0,58,2,3.3%,0.0%,0.0333
21,EL PASO,1060,PEYTON 23 JT,6898,PEYTON ELEMENTARY SCHOOL,243,61,31,151,92,25.1%,12.8%,0.3786
21,EL PASO,1060,PEYTON 23 JT,6900,PEYTON JUNIOR HIGH SCHOOL,118,30,13,75,43,25.4%,11.0%,0.3644
21,EL PASO,1060,PEYTON 23 JT,6902,PEYTON SENIOR HIGH SCHOOL,218,43,11,164,54,19.7%,5.0%,0.2477
21,EL PASO,1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,131,78,21,31,99,59.5%,16.0%,0.7557
21,EL PASO,1070,HANOVER 28,6701,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,110,71,17,22,88,64.5%,15.5%,0.8000
21,EL PASO,1080,LEWIS-PALMER 38,3539,BEAR CREEK ELEMENTARY SCHOOL,860,80,38,737,118,9.3%,4.4%,0.1372
21,EL PASO,1080,LEWIS-PALMER 38,4686,RAY E KILMER ELEMENTARY SCHOOL,323,24,11,286,35,7.4%,3.4%,0.1084
21,EL PASO,1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,882,42,18,822,60,4.8%,2.0%,0.0680
21,EL PASO,1080,LEWIS-PALMER 38,5096,LEWIS-PALMER ELEMENTARY SCHOOL,396,53,17,326,70,13.4%,4.3%,0.1768
21,EL PASO,1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,815,68,28,718,96,8.3%,3.4%,0.1178
21,EL PASO,1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,1006,51,27,921,78,5.1%,2.7%,0.0775
21,EL PASO,1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,1156,72,28,"1,049",100,6.2%,2.4%,0.0865
21,EL PASO,1080,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,303,91,31,180,122,30.0%,10.2%,0.4026
21,EL PASO,1080,LEWIS-PALMER 38,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,365,19,2,344,21,5.2%,0.5%,0.0575
21,EL PASO,1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,752,37,13,702,50,4.9%,1.7%,0.0665
21,EL PASO,1110,FALCON 49,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,649,283,45,321,328,43.6%,6.9%,0.5054
21,EL PASO,1110,FALCON 49,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,521,75,4,442,79,14.4%,0.8%,0.1516
21,EL PASO,1110,FALCON 49,2902,FALCON ELEMENTARY SCHOOL,303,97,33,173,130,32.0%,10.9%,0.4290
21,EL PASO,1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,907,137,65,705,202,15.1%,7.2%,0.2227
21,EL PASO,1110,FALCON 49,2908,FALCON HIGH SCHOOL,1238,143,64,"1,029",207,11.6%,5.2%,0.1672
21,EL PASO,1110,FALCON 49,3475,GOAL ACADEMY,4070,"2,190",641,"1,235","2,831",53.8%,15.7%,0.6956
21,EL PASO,1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,650,256,49,345,305,39.4%,7.5%,0.4692
21,EL PASO,1110,FALCON 49,4251,IMAGINE INDIGO RANCH,773,83,23,667,106,10.7%,3.0%,0.1371
21,EL PASO,1110,FALCON 49,5779,MERIDIAN RANCH INTERNATIONAL SCHOOL,703,73,34,595,107,10.4%,4.8%,0.1522
21,EL PASO,1110,FALCON 49,6483,ODYSSEY ELEMENTARY SCHOOL,526,185,48,293,233,35.2%,9.1%,0.4430
21,EL PASO,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,201,52,11,138,63,25.9%,5.5%,0.3134
21,EL PASO,1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,439,40,18,354,58,9.1%,4.1%,0.1321
21,EL PASO,1110,FALCON 49,7317,REMINGTON ELEMENTARY SCHOOL,553,163,46,344,209,29.5%,8.3%,0.3779
21,EL PASO,1110,FALCON 49,7339,RIDGEVIEW ELEMENTARY SCHOOL,829,161,33,635,194,19.4%,4.0%,0.2340
21,EL PASO,1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,1467,288,62,"1,117",350,19.6%,4.2%,0.2386
21,EL PASO,1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,1274,352,94,826,446,27.6%,7.4%,0.3501
21,EL PASO,1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,1187,305,82,800,387,25.7%,6.9%,0.3260
21,EL PASO,1110,FALCON 49,8010,SPRINGS RANCH ELEMENTARY SCHOOL,532,108,27,397,135,20.3%,5.1%,0.2538
21,EL PASO,1110,FALCON 49,8266,STETSON ELEMENTARY SCHOOL,534,124,32,378,156,23.2%,6.0%,0.2921
21,EL PASO,1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,1470,257,83,"1,130",340,17.5%,5.6%,0.2313
21,EL PASO,1110,FALCON 49,9706,WOODMEN HILLS ELEMENTARY SCHOOL,691,115,45,529,160,16.6%,6.5%,0.2315
21,EL PASO,1120,EDISON 54 JT,2504,EDISON ACADEMY,1,0,0,1,0,0.0%,0.0%,0.0000
21,EL PASO,1120,EDISON 54 JT,2514,EDISON ELEMENTARY SCHOOL,41,15,16,10,31,36.6%,39.0%,0.7561
21,EL PASO,1120,EDISON 54 JT,2523,EDISON PREP,92,0,0,92,0,0.0%,0.0%,0.0000
21,EL PASO,1120,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,73,17,28,27,45,23.3%,38.4%,0.6164
21,EL PASO,1130,MIAMI/YODER 60 JT,5850,MIAMI/YODER ELEMENTARY SCHOOL,111,61,14,36,75,55.0%,12.6%,0.6757
21,EL PASO,1130,MIAMI/YODER 60 JT,5854,MIAMI-YODER MIDDLE/HIGH SCHOOL,153,82,15,56,97,53.6%,9.8%,0.6340
22,FREMONT,1140,CANON CITY RE-1,0419,CANON ONLINE ACADEMY,43,14,5,24,19,32.6%,11.6%,0.4419
22,FREMONT,1140,CANON CITY RE-1,1262,CANON CITY MIDDLE SCHOOL,366,178,57,129,235,48.6%,15.6%,0.6421
22,FREMONT,1140,CANON CITY RE-1,1266,CANON CITY HIGH SCHOOL,1054,356,133,564,489,33.8%,12.6%,0.4639
22,FREMONT,1140,CANON CITY RE-1,3802,HARRISON SCHOOL,744,393,89,262,482,52.8%,12.0%,0.6478
22,FREMONT,1140,CANON CITY RE-1,5166,LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY,266,151,36,79,187,56.8%,13.5%,0.7030
22,FREMONT,1140,CANON CITY RE-1,5704,MCKINLEY ELEMENTARY SCHOOL,222,108,30,84,138,48.6%,13.5%,0.6216
22,FREMONT,1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,252,53,26,173,79,21.0%,10.3%,0.3135
22,FREMONT,1140,CANON CITY RE-1,7950,CANON EXPLORATORY SCHOOL,321,124,49,148,173,38.6%,15.3%,0.5389
22,FREMONT,1140,CANON CITY RE-1,9248,WASHINGTON ELEMENTARY SCHOOL,404,241,47,116,288,59.7%,11.6%,0.7129
22,FREMONT,1150,FREMONT RE-2,3002,FLORENCE HIGH SCHOOL,380,135,48,197,183,35.5%,12.6%,0.4816
22,FREMONT,1150,FREMONT RE-2,3224,FREMONT ELEMENTARY SCHOOL,409,212,39,157,251,51.8%,9.5%,0.6137
22,FREMONT,1150,FREMONT RE-2,3226,FREMONT MIDDLE SCHOOL,298,139,34,124,173,46.6%,11.4%,0.5805
22,FREMONT,1150,FREMONT RE-2,6858,PENROSE ELEMENTARY SCHOOL,219,99,29,91,128,45.2%,13.2%,0.5845
22,FREMONT,1160,COTOPAXI RE-3,3220,COTOPAXI ELEMENTARY SCHOOL,79,25,13,41,38,31.6%,16.5%,0.4810
22,FREMONT,1160,COTOPAXI RE-3,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,110,41,13,56,54,37.3%,11.8%,0.4909
23,GARFIELD,1180,ROARING FORK RE-1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,134,9,1,124,10,6.7%,0.7%,0.0746
23,GARFIELD,1180,ROARING FORK RE-1,0560,BASALT ELEMENTARY SCHOOL,575,196,52,327,248,34.1%,9.0%,0.4313
23,GARFIELD,1180,ROARING FORK RE-1,0561,BASALT MIDDLE SCHOOL,504,140,55,308,195,27.8%,10.9%,0.3869
23,GARFIELD,1180,ROARING FORK RE-1,0570,BASALT HIGH SCHOOL,403,99,42,260,141,24.6%,10.4%,0.3499
23,GARFIELD,1180,ROARING FORK RE-1,1006,BRIDGES,83,19,6,56,25,22.9%,7.2%,0.3012
23,GARFIELD,1180,ROARING FORK RE-1,1296,CARBONDALE MIDDLE SCHOOL,333,152,40,141,192,45.6%,12.0%,0.5766
23,GARFIELD,1180,ROARING FORK RE-1,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,453,200,54,199,254,44.2%,11.9%,0.5607
23,GARFIELD,1180,ROARING FORK RE-1,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,519,233,54,231,287,44.9%,10.4%,0.5530
23,GARFIELD,1180,ROARING FORK RE-1,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,544,175,42,327,217,32.2%,7.7%,0.3989
23,GARFIELD,1180,ROARING FORK RE-1,3468,GLENWOOD SPRINGS HIGH SCHOOL,896,151,21,723,172,16.9%,2.3%,0.1920
23,GARFIELD,1180,ROARING FORK RE-1,7422,ROARING FORK HIGH SCHOOL,364,118,41,204,159,32.4%,11.3%,0.4368
23,GARFIELD,1180,ROARING FORK RE-1,8038,SOPRIS ELEMENTARY SCHOOL,599,211,68,320,279,35.2%,11.4%,0.4658
23,GARFIELD,1195,GARFIELD RE-2,0065,COAL RIDGE HIGH SCHOOL,527,140,67,320,207,26.6%,12.7%,0.3928
23,GARFIELD,1195,GARFIELD RE-2,2573,ELK CREEK ELEMENTARY,226,93,40,93,133,41.2%,17.7%,0.5885
23,GARFIELD,1195,GARFIELD RE-2,3281,GRAHAM MESA ELEMENTARY SCHOOL,374,165,57,152,222,44.1%,15.2%,0.5936
23,GARFIELD,1195,GARFIELD RE-2,3967,HIGHLAND ELEMENTARY SCHOOL,405,213,63,129,276,52.6%,15.6%,0.6815
23,GARFIELD,1195,GARFIELD RE-2,4510,KATHRYN SENOR ELEMENTARY SCHOOL,239,80,28,131,108,33.5%,11.7%,0.4519
23,GARFIELD,1195,GARFIELD RE-2,7356,RIFLE MIDDLE SCHOOL,837,387,114,336,501,46.2%,13.6%,0.5986
23,GARFIELD,1195,GARFIELD RE-2,7360,RIFLE HIGH SCHOOL,734,241,98,393,339,32.8%,13.4%,0.4619
23,GARFIELD,1195,GARFIELD RE-2,7388,RIVERSIDE SCHOOL,662,242,99,321,341,36.6%,15.0%,0.5151
23,GARFIELD,1195,GARFIELD RE-2,7890,CACTUS VALLEY ELEMENTARY SCHOOL,411,141,55,215,196,34.3%,13.4%,0.4769
23,GARFIELD,1195,GARFIELD RE-2,9231,WAMSLEY ELEMENTARY SCHOOL,262,147,48,67,195,56.1%,18.3%,0.7443
23,GARFIELD,1220,GARFIELD 16,3578,BEA UNDERWOOD ELEMENTARY SCHOOL,329,168,34,127,202,51.1%,10.3%,0.6140
23,GARFIELD,1220,GARFIELD 16,3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,156,73,14,69,87,46.8%,9.0%,0.5577
23,GARFIELD,1220,GARFIELD 16,3586,GRAND VALLEY HIGH SCHOOL,300,122,34,143,156,40.7%,11.3%,0.5200
23,GARFIELD,1220,GARFIELD 16,8274,GRAND VALLEY MIDDLE SCHOOL,252,120,34,98,154,47.6%,13.5%,0.6111
24,GILPIN,1330,GILPIN COUNTY RE-1,1632,GILPIN COUNTY ELEMENTARY SCHOOL,206,56,8,142,64,27.2%,3.9%,0.3107
24,GILPIN,1330,GILPIN COUNTY RE-1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,209,44,8,157,52,21.1%,3.8%,0.2488
25,GRAND,1340,WEST GRAND 1-JT,9420,WEST GRAND HIGH SCHOOL,132,44,13,75,57,33.3%,9.8%,0.4318
25,GRAND,1340,WEST GRAND 1-JT,9422,WEST GRAND ELEMENTARY  AND MIDDLE SCHOOL,309,112,46,151,158,36.2%,14.9%,0.5113
25,GRAND,1350,EAST GRAND 2,2376,EAST GRAND MIDDLE SCHOOL,288,77,27,184,104,26.7%,9.4%,0.3611
25,GRAND,1350,EAST GRAND 2,3182,FRASER VALLEY ELEMENTARY SCHOOL,243,46,13,184,59,18.9%,5.3%,0.2428
25,GRAND,1350,EAST GRAND 2,3556,GRANBY ELEMENTARY SCHOOL,312,113,36,163,149,36.2%,11.5%,0.4776
25,GRAND,1350,EAST GRAND 2,4277,INDIAN PEAKS CHARTER SCHOOL,27,10,1,16,11,37.0%,3.7%,0.4074
25,GRAND,1350,EAST GRAND 2,5864,MIDDLE PARK HIGH SCHOOL,373,71,29,271,100,19.0%,7.8%,0.2681
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,1447,CRESTED BUTTE ELEMENTARY SCHOOL,355,23,7,325,30,6.5%,2.0%,0.0845
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE SECONDARY SCHOOL,332,19,8,305,27,5.7%,2.4%,0.0813
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3690,GUNNISON ELEMENTARY SCHOOL,545,193,45,307,238,35.4%,8.3%,0.4367
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3694,GUNNISON HIGH SCHOOL,340,93,14,233,107,27.4%,4.1%,0.3147
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3697,GUNNISON MIDDLE SCHOOL,295,84,11,200,95,28.5%,3.7%,0.3220
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,3702,LAKE PRESCHOOL,0,0,0,0,0,0.0%,0.0%,0.0000
26,GUNNISON,1360,GUNNISON WATERSHED RE1J,5577,MARBLE CHARTER SCHOOL,43,7,3,33,10,16.3%,7.0%,0.2326
27,HINSDALE,1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,95,19,11,65,30,20.0%,11.6%,0.3158
28,HUERFANO,1390,HUERFANO RE-1,0063,PEAKVIEW SCHOOL,307,232,15,60,247,75.6%,4.9%,0.8046
28,HUERFANO,1390,HUERFANO RE-1,3306,GARDNER ELEMENTARY SCHOOL,65,40,9,16,49,61.5%,13.8%,0.7538
28,HUERFANO,1390,HUERFANO RE-1,9212,JOHN MALL HIGH SCHOOL,144,84,15,43,99,58.3%,10.4%,0.6875
28,HUERFANO,1400,LA VETA RE-2,4860,LA VETA ELEMENTARY SCHOOL,91,54,11,26,65,59.3%,12.1%,0.7143
28,HUERFANO,1400,LA VETA RE-2,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,119,51,21,47,72,42.9%,17.6%,0.6050
29,JACKSON,1410,NORTH PARK R-1 ,6358,NORTH PARK SCHOOL,176,67,26,82,93,38.1%,14.8%,0.5284
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0000,Not a school,10,0,0,0,0,0.0%,0.0%,0.0000
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0030,ADAMS ELEMENTARY SCHOOL,399,105,27,267,132,26.3%,6.8%,0.3308
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0033,MC LAIN HIGH SCHOOL,375,124,43,204,167,33.1%,11.5%,0.4453
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0034,MC LAIN COMMUNITY HIGH SCHOOL,111,25,5,75,30,22.5%,4.5%,0.2703
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0108,ALAMEDA INTERNATIONAL JUNIOR/SENIOR HIGH SCHOOL,1282,924,148,200,"1,072",72.1%,11.5%,0.8362
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0109,ARVADA K-8,631,440,62,122,502,69.7%,9.8%,0.7956
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0148,ALLENDALE ELEMENTARY SCHOOL,211,121,18,70,139,57.3%,8.5%,0.6588
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0370,ARVADA HIGH SCHOOL,937,483,107,341,590,51.5%,11.4%,0.6297
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0378,ARVADA WEST HIGH SCHOOL,1751,347,113,"1,288",460,19.8%,6.5%,0.2627
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0491,ADDENBROOKE CLASSICAL GRAMMAR SCHOOL,213,52,4,157,56,24.4%,1.9%,0.2629
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0660,BEAR CREEK K-8 SCHOOL,1104,331,107,666,438,30.0%,9.7%,0.3967
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,0664,BEAR CREEK HIGH SCHOOL,1634,443,164,"1,022",607,27.1%,10.0%,0.3715
