County Name,Org. Code,Organization Name,School Code,School Name / Category (include or exclude alternative schools),Total Pupil Count,Total Dropouts,Total Dropout Rate,Black Or Aftican American Pupil Count,Hispanic or Latino Pupil Count,White Pupil Count
ARAPAHOE,0190,Byers 32J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
ARAPAHOE,0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,270,0,0.0000,1,44,214
ARAPAHOE,0190,BYERS 32J,1752,Colorado Virtual Academy (COVA),839,0,0.0000,53,150,586
ARAPAHOE,0190,BYERS 32J,2356,Elevate Academy High School,293,0,0.0000,20,123,143
ARAPAHOE,0190,BYERS 32J,2793,Elevate Academy Middle School,186,0,0.0000,7,117,55
ARAPAHOE,0190,BYERS 32J,3362,Valiant Academy High School,227,0,0.0000,14,52,147
ARAPAHOE,0190,BYERS 32J,6263,Colorado Digital Academy - Middle,412,0,0.0000,26,110,262
ARAPAHOE,0190,BYERS 32J,9033,Valiant Academy Middle School,63,0,0.0000,5,16,42
ARAPAHOE,0190,Byers 32J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
ARAPAHOE,0190,BYERS 32J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),2287,0,0.0000,126,611,1447
ARAPAHOE,0190,BYERS 32J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),2287,0,0.0000,126,611,1447
ARCHULETA,0220,Archuleta County 50 Jt,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
ARCHULETA,0220,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS MIDDLE SCHOOL,287,0,0.0000,3,136,118
ARCHULETA,0220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,535,4,0.0075,2,116,351
ARCHULETA,0220,Archuleta County 50 Jt,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
ARCHULETA,0220,ARCHULETA COUNTY 50 JT,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),822,4,0.0049,5,252,469
ARCHULETA,0220,ARCHULETA COUNTY 50 JT,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),822,4,0.0049,5,252,469
BACA,0230,Walsh RE-1,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
BACA,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,60,0,0.0000,0,12,45
BACA,0230,Walsh RE-1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
BACA,0230,WALSH RE-1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),60,0,0.0000,0,12,45
BACA,0230,WALSH RE-1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),60,0,0.0000,0,12,45
BACA,0240,Pritchett RE-3,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
BACA,0240,PRITCHETT RE-3,7176,PRITCHETT MIDDLE SCHOOL,11,0,0.0000,0,2,9
BACA,0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,19,2,0.1053,0,4,15
BACA,0240,Pritchett RE-3,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
BACA,0240,PRITCHETT RE-3,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),30,2,0.0667,0,6,24
BACA,0240,PRITCHETT RE-3,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),30,2,0.0667,0,6,24
BACA,0250,Springfield RE-4,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
BACA,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL,119,1,0.0084,1,24,92
BACA,0250,Springfield RE-4,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),119,1,0.0084,1,24,92
BACA,0250,SPRINGFIELD RE-4,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),119,1,0.0084,1,24,92
BACA,0260,Vilas RE-5,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
BACA,0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,37,1,0.0270,0,13,24
BACA,0260,Vilas RE-5,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
BACA,0260,VILAS RE-5,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),37,1,0.0270,0,13,24
BACA,0260,VILAS RE-5,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),37,1,0.0270,0,13,24
BACA,0270,Campo RE-6,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
BACA,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,16,0,0.0000,0,2,13
BACA,0270,Campo RE-6,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
BACA,0270,CAMPO RE-6,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),16,0,0.0000,0,2,13
BACA,0270,CAMPO RE-6,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),16,0,0.0000,0,2,13
BENT,0290,Las Animas RE-1,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
BENT,0290,LAS ANIMAS RE-1,0443,AIM GLOBAL,1998,86,0.0430,70,1301,579
BENT,0290,LAS ANIMAS RE-1,4279,IMMERSION SCHOOLS SCIENCE TECHNOLOGY ARTS,116,5,0.0431,8,14,90
BENT,0290,LAS ANIMAS RE-1,4986,LAS ANIMAS JUNIOR HIGH SCHOOL,86,0,0.0000,0,31,53
BENT,0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,177,4,0.0226,2,76,90
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),1996,86,0.0431,70,1299,579
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),364,9,0.0247,10,115,224
BENT,0290,LAS ANIMAS RE-1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),2360,95,0.0403,80,1414,803
BENT,0310,McClave Re-2,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
BENT,0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,121,0,0.0000,0,0,117
BENT,0310,McClave Re-2,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
BENT,0310,MC CLAVE RE-2,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),121,0,0.0000,0,0,117
BENT,0310,MC CLAVE RE-2,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),121,0,0.0000,0,0,117
BOULDER,0470,St Vrain Valley RE1J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
BOULDER,0470,ST VRAIN VALLEY RE 1J,0071,ASPEN RIDGE PREPARATORY SCHOOL,56,0,0.0000,1,8,42
BOULDER,0470,ST VRAIN VALLEY RE 1J,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM,309,0,0.0000,1,43,255
BOULDER,0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL,606,0,0.0000,12,89,414
BOULDER,0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,27,0,0.0000,1,13,12
BOULDER,0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL,611,1,0.0016,3,65,509
BOULDER,0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,1453,3,0.0021,21,185,1165
BOULDER,0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,196,0,0.0000,3,22,154
BOULDER,0470,ST VRAIN VALLEY RE 1J,3192,THUNDER VALLEY PK-8,249,1,0.0040,1,135,106
BOULDER,0470,ST VRAIN VALLEY RE 1J,3194,COAL RIDGE MIDDLE SCHOOL,566,0,0.0000,3,162,379
BOULDER,0470,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,1198,12,0.0100,5,389,766
BOULDER,0470,ST VRAIN VALLEY RE 1J,4333,IMAGINE CHARTER,104,0,0.0000,2,24,75
BOULDER,0470,ST VRAIN VALLEY RE 1J,5282,LONGMONT HIGH SCHOOL,1452,30,0.0207,24,533,823
BOULDER,0470,ST VRAIN VALLEY RE 1J,5286,SUNSET MIDDLE SCHOOL,380,0,0.0000,3,166,196
BOULDER,0470,ST VRAIN VALLEY RE 1J,5288,LONGS PEAK MIDDLE SCHOOL,296,1,0.0034,5,179,95
BOULDER,0470,ST VRAIN VALLEY RE 1J,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,375,0,0.0000,3,36,317
BOULDER,0470,ST VRAIN VALLEY RE 1J,5722,MEAD HIGH SCHOOL,1258,18,0.0143,6,285,915
BOULDER,0470,ST VRAIN VALLEY RE 1J,5730,MEAD MIDDLE SCHOOL,361,0,0.0000,3,54,286
BOULDER,0470,ST VRAIN VALLEY RE 1J,6010,TIMBERLINE PK-8,337,1,0.0030,4,275,50
BOULDER,0470,ST VRAIN VALLEY RE 1J,6276,NIWOT HIGH SCHOOL,1287,7,0.0054,14,383,758
BOULDER,0470,ST VRAIN VALLEY RE 1J,6498,OLDE COLUMBINE HIGH SCHOOL,192,20,0.1042,2,119,68
BOULDER,0470,ST VRAIN VALLEY RE 1J,7565,ST. VRAIN COMMUNITY MONTESSORI SCHOOL,29,0,0.0000,1,1,26
BOULDER,0470,ST VRAIN VALLEY RE 1J,7789,SILVER CREEK HIGH SCHOOL,1534,16,0.0104,21,237,1148
BOULDER,0470,ST VRAIN VALLEY RE 1J,7839,ST. VRAIN GLOBAL ONLINE ACADEMY,205,14,0.0683,2,37,155
BOULDER,0470,ST VRAIN VALLEY RE 1J,7954,SKYLINE HIGH SCHOOL,1651,38,0.0230,20,970,599
BOULDER,0470,ST VRAIN VALLEY RE 1J,8055,SOARING HEIGHTS PK-8,198,1,0.0051,2,31,152
BOULDER,0470,ST VRAIN VALLEY RE 1J,8903,TRAIL RIDGE MIDDLE SCHOOL,538,0,0.0000,7,281,225
BOULDER,0470,ST VRAIN VALLEY RE 1J,8927,TWIN PEAKS CHARTER ACADEMY,354,0,0.0000,6,118,194
BOULDER,0470,ST VRAIN VALLEY RE 1J,9430,WESTVIEW MIDDLE SCHOOL,533,0,0.0000,6,107,389
BOULDER,0470,ST VRAIN VALLEY RE 1J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),386,34,0.0881,4,150,218
BOULDER,0470,ST VRAIN VALLEY RE 1J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),15469,129,0.0083,171,4596,9785
BOULDER,0470,ST VRAIN VALLEY RE 1J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),15855,163,0.0103,175,4746,10003
BOULDER,0480,Boulder Valley Re 2,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
BOULDER,0480,BOULDER VALLEY RE 2,0125,ARAPAHOE RIDGE HIGH SCHOOL,292,32,0.1096,2,178,93
BOULDER,0480,BOULDER VALLEY RE 2,0441,ASPEN CREEK K-8 SCHOOL,323,0,0.0000,9,47,226
BOULDER,0480,BOULDER VALLEY RE 2,0924,BOULDER HIGH SCHOOL,2302,12,0.0052,23,533,1521
BOULDER,0480,BOULDER VALLEY RE 2,0930,BOULDER UNIVERSAL,104,4,0.0385,1,9,85
BOULDER,0480,BOULDER VALLEY RE 2,0934,BOULDER PREP CHARTER HIGH SCHOOL,170,28,0.1647,1,30,117
BOULDER,0480,BOULDER VALLEY RE 2,1066,BROOMFIELD HEIGHTS MIDDLE SCHOOL,415,0,0.0000,9,103,266
BOULDER,0480,BOULDER VALLEY RE 2,1070,BROOMFIELD HIGH SCHOOL,1711,12,0.0070,13,338,1219
BOULDER,0480,BOULDER VALLEY RE 2,1136,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,391,1,0.0026,4,79,252
BOULDER,0480,BOULDER VALLEY RE 2,1352,CASEY MIDDLE SCHOOL,494,1,0.0020,2,197,264
BOULDER,0480,BOULDER VALLEY RE 2,1380,CENTAURUS HIGH SCHOOL,1461,9,0.0062,16,450,889
BOULDER,0480,BOULDER VALLEY RE 2,1390,CENTENNIAL MIDDLE SCHOOL,465,0,0.0000,3,114,303
BOULDER,0480,BOULDER VALLEY RE 2,2589,ELDORADO K-8 SCHOOL,327,0,0.0000,5,23,248
BOULDER,0480,BOULDER VALLEY RE 2,2639,MEADOWLARK SCHOOL,105,0,0.0000,1,18,76
BOULDER,0480,BOULDER VALLEY RE 2,2892,FAIRVIEW HIGH SCHOOL,2317,2,0.0009,14,289,1635
BOULDER,0480,BOULDER VALLEY RE 2,4496,JUSTICE HIGH CHARTER SCHOOL,121,7,0.0579,2,79,34
BOULDER,0480,BOULDER VALLEY RE 2,4878,ANGEVINE MIDDLE SCHOOL,486,0,0.0000,4,211,232
BOULDER,0480,BOULDER VALLEY RE 2,5306,LOUISVILLE MIDDLE SCHOOL,476,0,0.0000,3,57,373
BOULDER,0480,BOULDER VALLEY RE 2,5999,MONARCH HIGH SCHOOL,1860,6,0.0032,23,194,1433
BOULDER,0480,BOULDER VALLEY RE 2,6000,MONARCH K-8 SCHOOL,300,0,0.0000,5,37,211
BOULDER,0480,BOULDER VALLEY RE 2,6195,NEW VISTA HIGH SCHOOL,370,3,0.0081,2,56,286
BOULDER,0480,BOULDER VALLEY RE 2,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,269,5,0.0186,3,16,232
BOULDER,0480,BOULDER VALLEY RE 2,6224,NEVIN PLATT MIDDLE SCHOOL,442,0,0.0000,9,37,357
BOULDER,0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,82,0,0.0000,1,4,72
BOULDER,0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,908,1,0.0011,4,90,616
BOULDER,0480,BOULDER VALLEY RE 2,8135,SOUTHERN HILLS MIDDLE SCHOOL,398,0,0.0000,3,30,319
BOULDER,0480,BOULDER VALLEY RE 2,8387,SUMMIT MIDDLE CHARTER SCHOOL,248,0,0.0000,1,17,152
BOULDER,0480,BOULDER VALLEY RE 2,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),636,67,0.1053,6,276,308
BOULDER,0480,BOULDER VALLEY RE 2,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),15653,56,0.0036,150,2785,10892
BOULDER,0480,BOULDER VALLEY RE 2,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),16289,123,0.0076,156,3061,11200
CHAFFEE,0490,Buena Vista R-31,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
CHAFFEE,0490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,321,3,0.0093,3,37,273
CHAFFEE,0490,BUENA VISTA R-31,1132,HARRY L MC GINNIS MIDDLE SCHOOL,191,0,0.0000,2,25,153
CHAFFEE,0490,BUENA VISTA R-31,1508,CHAFFEE COUNTY HIGH SCHOOL,53,7,0.1321,1,9,39
CHAFFEE,0490,BUENA VISTA R-31,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),53,7,0.1321,1,9,39
CHAFFEE,0490,BUENA VISTA R-31,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),496,3,0.0060,5,59,414
CHAFFEE,0490,BUENA VISTA R-31,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),549,10,0.0182,6,68,453
CHAFFEE,0500,Salida R-32,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
CHAFFEE,0500,SALIDA R-32,1554,CREST ACADEMY,13,0,0.0000,0,3,10
CHAFFEE,0500,SALIDA R-32,4085,HORIZONS EXPLORATORY ACADEMY,45,5,0.1111,1,11,29
CHAFFEE,0500,SALIDA R-32,4680,SALIDA MIDDLE SCHOOL,194,0,0.0000,3,26,156
CHAFFEE,0500,SALIDA R-32,7568,SALIDA HIGH SCHOOL,401,4,0.0100,1,49,327
CHAFFEE,0500,SALIDA R-32,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),45,5,0.1111,1,11,29
CHAFFEE,0500,SALIDA R-32,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),598,4,0.0067,3,77,485
CHAFFEE,0500,SALIDA R-32,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),643,9,0.0140,4,88,514
CHEYENNE,0510,Kit Carson R-1,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
CHEYENNE,0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,57,0,0.0000,0,11,44
CHEYENNE,0510,Kit Carson R-1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
CHEYENNE,0510,KIT CARSON R-1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),57,0,0.0000,0,11,44
CHEYENNE,0510,KIT CARSON R-1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),57,0,0.0000,0,11,44
CHEYENNE,0520,Cheyenne County Re-5,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
CHEYENNE,0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,72,1,0.0139,0,12,60
CHEYENNE,0520,Cheyenne County Re-5,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
CHEYENNE,0520,CHEYENNE COUNTY RE-5,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),72,1,0.0139,0,12,60
CHEYENNE,0520,CHEYENNE COUNTY RE-5,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),72,1,0.0139,0,12,60
CLEAR CREEK,0540,Clear Creek RE-1,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
CLEAR CREEK,0540,CLEAR CREEK RE-1,1660,CLEAR CREEK MIDDLE SCHOOL,116,0,0.0000,0,13,98
CLEAR CREEK,0540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,267,4,0.0150,2,34,213
CLEAR CREEK,0540,Clear Creek RE-1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
CLEAR CREEK,0540,CLEAR CREEK RE-1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),381,4,0.0105,2,47,309
CLEAR CREEK,0540,CLEAR CREEK RE-1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),381,4,0.0105,2,47,309
CONEJOS,0550,North Conejos RE-1J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
CONEJOS,0550,NORTH CONEJOS RE-1J,1276,CENTAURI MIDDLE SCHOOL,172,0,0.0000,1,91,79
CONEJOS,0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,316,3,0.0095,3,163,142
CONEJOS,0550,NORTH CONEJOS RE-1J,6339,NORTH CONEJOS ALTERNATIVE PROGRAM,59,0,0.0000,1,38,20
CONEJOS,0550,NORTH CONEJOS RE-1J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),54,0,0.0000,1,35,18
CONEJOS,0550,NORTH CONEJOS RE-1J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),482,3,0.0062,4,249,220
CONEJOS,0550,NORTH CONEJOS RE-1J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),536,3,0.0056,5,284,238
CONEJOS,0560,Sanford 6J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
CONEJOS,0560,SANFORD 6J,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,161,3,0.0186,0,52,108
CONEJOS,0560,Sanford 6J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
CONEJOS,0560,SANFORD 6J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),161,3,0.0186,0,52,108
CONEJOS,0560,SANFORD 6J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),161,3,0.0186,0,52,108
CONEJOS,0580,South Conejos RE-10,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
CONEJOS,0580,SOUTH CONEJOS RE-10,0250,ANTONITO MIDDLE SCHOOL,26,1,0.0385,0,24,2
CONEJOS,0580,SOUTH CONEJOS RE-10,0252,ANTONITO HIGH SCHOOL,50,0,0.0000,0,48,2
CONEJOS,0580,South Conejos RE-10,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
CONEJOS,0580,SOUTH CONEJOS RE-10,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),76,1,0.0132,0,72,4
CONEJOS,0580,SOUTH CONEJOS RE-10,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),76,1,0.0132,0,72,4
COSTILLA,0640,Centennial R-1,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
COSTILLA,0640,CENTENNIAL R-1,1398,CENTENNIAL SCHOOL,126,3,0.0238,0,108,18
COSTILLA,0640,Centennial R-1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
COSTILLA,0640,CENTENNIAL R-1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),126,3,0.0238,0,108,18
COSTILLA,0640,CENTENNIAL R-1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),126,3,0.0238,0,108,18
COSTILLA,0740,Sierra Grande R-30,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
COSTILLA,0740,SIERRA GRANDE R-30,7880,SIERRA GRANDE K-12 SCHOOL,144,2,0.0139,3,107,33
COSTILLA,0740,Sierra Grande R-30,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
COSTILLA,0740,SIERRA GRANDE R-30,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),144,2,0.0139,3,107,33
COSTILLA,0740,SIERRA GRANDE R-30,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),144,2,0.0139,3,107,33
CROWLEY,0770,Crowley County RE-1-J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
CROWLEY,0770,CROWLEY COUNTY RE-1-J,2058,CROWLEY COUNTY JUNIOR AND SENIOR HIGH SCHOOL,227,0,0.0000,5,82,135
CROWLEY,0770,Crowley County RE-1-J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
CROWLEY,0770,CROWLEY COUNTY RE-1-J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),227,0,0.0000,5,82,135
CROWLEY,0770,CROWLEY COUNTY RE-1-J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),227,0,0.0000,5,82,135
CUSTER,0860,Custer County School District C-1,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
CUSTER,0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2091,CUSTER MIDDLE SCHOOL,60,0,0.0000,0,4,50
CUSTER,0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2092,CUSTER COUNTY HIGH SCHOOL,139,1,0.0072,3,2,128
CUSTER,0860,Custer County School District C-1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
CUSTER,0860,CUSTER COUNTY SCHOOL DISTRICT C-1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),198,1,0.0051,3,6,177
CUSTER,0860,CUSTER COUNTY SCHOOL DISTRICT C-1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),198,1,0.0051,3,6,177
DELTA,0870,Delta County 50(J),0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
DELTA,0870,DELTA COUNTY 50(J),0093,ACHIEVE BLENDED LEARNING ACADEMY,24,0,0.0000,0,1,22
DELTA,0870,DELTA COUNTY 50(J),1372,CEDAREDGE HIGH SCHOOL,310,1,0.0032,0,37,253
DELTA,0870,DELTA COUNTY 50(J),1375,CEDAREDGE MIDDLE SCHOOL,167,1,0.0060,0,24,137
DELTA,0870,DELTA COUNTY 50(J),2152,DELTA ACADEMY OF APPLIED LEARNING,16,0,0.0000,0,1,15
DELTA,0870,DELTA COUNTY 50(J),2155,GRAND MESA CHOICE ACADEMY,143,14,0.0979,0,38,94
DELTA,0870,DELTA COUNTY 50(J),2160,DELTA MIDDLE SCHOOL,381,2,0.0052,2,126,231
DELTA,0870,DELTA COUNTY 50(J),2164,DELTA HIGH SCHOOL,676,6,0.0089,1,214,412
DELTA,0870,DELTA COUNTY 50(J),2166,VISION CHARTER ACADEMY,326,11,0.0337,5,45,263
DELTA,0870,DELTA COUNTY 50(J),4124,HOTCHKISS ELEMENTARY SCHOOL,97,0,0.0000,0,15,80
DELTA,0870,DELTA COUNTY 50(J),4128,HOTCHKISS HIGH SCHOOL,209,0,0.0000,1,31,172
DELTA,0870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,261,2,0.0077,4,35,210
DELTA,0870,DELTA COUNTY 50(J),9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),464,25,0.0539,5,78,359
DELTA,0870,DELTA COUNTY 50(J),9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),2035,12,0.0059,8,464,1454
