COUNTY CODE,COUNTY NAME,DISTRICT CODE,"DISTRICT NAME	",SCHOOL CODE,SCHOOL NAME,PK-12 COUNT,FREE LUNCH,REDUCED LUNCH,NOT ELIGIBLE,FREE AND REDUCED,% FREE,% REDUCED,% FREE AND REDUCED
03,ARAPAHOE,0130,CHERRY CREEK 5,7158,PRAIRIE MIDDLE SCHOOL,"1,700","1,052",212,436,"1,264",61.88%,12.47%,0.7435
03,ARAPAHOE,0130,CHERRY CREEK 5,7277,RED HAWK RIDGE ELEMENTARY SCHOOL,785,228,51,467,279,29.04%,6.50%,0.3554
03,ARAPAHOE,0130,CHERRY CREEK 5,7476,ROLLING HILLS ELEMENTARY SCHOOL,641,53,14,574,67,8.27%,2.18%,0.1045
03,ARAPAHOE,0130,CHERRY CREEK 5,7559,SAGEBRUSH ELEMENTARY SCHOOL,533,181,57,295,238,33.96%,10.69%,0.4465
03,ARAPAHOE,0130,CHERRY CREEK 5,8020,SMOKY HILL HIGH SCHOOL,"2,100",566,186,"1,343",752,26.95%,8.86%,0.3581
03,ARAPAHOE,0130,CHERRY CREEK 5,8380,SUMMIT ELEMENTARY SCHOOL,371,109,57,192,166,29.38%,15.36%,0.4474
03,ARAPAHOE,0130,CHERRY CREEK 5,8394,SUNRISE ELEMENTARY SCHOOL,674,237,70,350,307,35.16%,10.39%,0.4555
03,ARAPAHOE,0130,CHERRY CREEK 5,8848,THUNDER RIDGE MIDDLE SCHOOL,"1,325",247,107,970,354,18.64%,8.08%,0.2672
03,ARAPAHOE,0130,CHERRY CREEK 5,8850,TIMBERLINE ELEMENTARY SCHOOL,655,80,41,504,121,12.21%,6.26%,0.1847
03,ARAPAHOE,0130,CHERRY CREEK 5,8887,TRAILS WEST ELEMENTARY SCHOOL,541,68,28,415,96,12.57%,5.18%,0.1774
03,ARAPAHOE,0130,CHERRY CREEK 5,9108,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,794,490,79,224,569,61.71%,9.95%,0.7166
03,ARAPAHOE,0130,CHERRY CREEK 5,9200,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,405,59,21,299,80,14.57%,5.19%,0.1975
03,ARAPAHOE,0130,CHERRY CREEK 5,9624,WILLOW CREEK ELEMENTARY SCHOOL,564,24,12,528,36,4.26%,2.13%,0.0638
03,ARAPAHOE,0140,LITTLETON 6,0298,ARAPAHOE HIGH SCHOOL,"2,214",128,38,"2,041",166,5.78%,1.72%,0.0750
03,ARAPAHOE,0140,LITTLETON 6,0752,FRANKLIN ELEMENTARY SCHOOL,561,38,14,508,52,6.77%,2.50%,0.0927
03,ARAPAHOE,0140,LITTLETON 6,1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,539,195,43,301,238,36.18%,7.98%,0.4416
03,ARAPAHOE,0140,LITTLETON 6,2382,EAST ELEMENTARY SCHOOL,310,213,27,70,240,68.71%,8.71%,0.7742
03,ARAPAHOE,0140,LITTLETON 6,2804,EUCLID MIDDLE SCHOOL,700,149,43,508,192,21.29%,6.14%,0.2743
03,ARAPAHOE,0140,LITTLETON 6,2926,FIELD ELEMENTARY SCHOOL,353,245,36,72,281,69.41%,10.20%,0.7960
03,ARAPAHOE,0140,LITTLETON 6,3472,GODDARD MIDDLE SCHOOL,714,219,34,461,253,30.67%,4.76%,0.3543
03,ARAPAHOE,0140,LITTLETON 6,3930,HERITAGE HIGH SCHOOL,"1,670",178,43,"1,444",221,10.66%,2.57%,0.1323
03,ARAPAHOE,0140,LITTLETON 6,3950,HIGHLAND ELEMENTARY SCHOOL,366,57,16,266,73,15.57%,4.37%,0.1995
03,ARAPAHOE,0140,LITTLETON 6,4316,NEWTON MIDDLE SCHOOL,604,69,16,519,85,11.42%,2.65%,0.1407
03,ARAPAHOE,0140,LITTLETON 6,4447,JOHN WESLEY POWELL MIDDLE SCHOOL,931,76,19,836,95,8.16%,2.04%,0.1020
03,ARAPAHOE,0140,LITTLETON 6,5224,LITTLETON HIGH SCHOOL,"1,356",278,55,"1,007",333,20.50%,4.06%,0.2456
03,ARAPAHOE,0140,LITTLETON 6,5229,LITTLETON ACADEMY,467,21,7,439,28,4.50%,1.50%,0.0600
03,ARAPAHOE,0140,LITTLETON 6,5233,LITTLETON PREP CHARTER SCHOOL,617,83,25,468,108,13.45%,4.05%,0.1750
03,ARAPAHOE,0140,LITTLETON 6,5236,LOIS LENSKI ELEMENTARY SCHOOL,609,29,8,572,37,4.76%,1.31%,0.0608
03,ARAPAHOE,0140,LITTLETON 6,5572,HOPKINS ELEMENTARY SCHOOL,357,56,21,228,77,15.69%,5.88%,0.2157
03,ARAPAHOE,0140,LITTLETON 6,5574,TWAIN ELEMENTARY SCHOOL,374,48,10,316,58,12.83%,2.67%,0.1551
03,ARAPAHOE,0140,LITTLETON 6,6292,VILLAGE AT NORTH,449,74,6,194,80,16.48%,1.34%,0.1782
03,ARAPAHOE,0140,LITTLETON 6,6814,PEABODY ELEMENTARY SCHOOL,425,66,23,314,89,15.53%,5.41%,0.2094
03,ARAPAHOE,0140,LITTLETON 6,7518,RUNYON ELEMENTARY SCHOOL,471,35,13,423,48,7.43%,2.76%,0.1019
03,ARAPAHOE,0140,LITTLETON 6,7606,SANDBURG ELEMENTARY SCHOOL,502,13,10,479,23,2.59%,1.99%,0.0458
03,ARAPAHOE,0140,LITTLETON 6,8064,MOODY ELEMENTARY SCHOOL,412,111,25,249,136,26.94%,6.07%,0.3301
03,ARAPAHOE,0140,LITTLETON 6,9600,WILDER ELEMENTARY SCHOOL,690,29,10,594,39,4.20%,1.45%,0.0565
03,ARAPAHOE,0170,DEER TRAIL 26J,2136,DEER TRAIL ELEMENTARY SCHOOL,99,54,5,31,59,54.55%,5.05%,0.5960
03,ARAPAHOE,0170,DEER TRAIL 26J,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,85,41,3,41,44,48.24%,3.53%,0.5176
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0001,FACILITIES WITH DISTRICT RUN EDUCATION,23,14,1,7,15,60.87%,4.35%,0.6522
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0136,APS EARLY BEGINNINGS - A ZOOM SITE,32,25,4,3,29,78.13%,12.50%,0.9063
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0213,AXL ACADEMY,531,251,68,200,319,47.27%,12.81%,0.6008
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0214,ALTURA ELEMENTARY SCHOOL,621,476,68,76,544,76.65%,10.95%,0.8760
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0219,APS ONLINE SCHOOL,199,103,6,88,109,51.76%,3.02%,0.5477
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0310,ARKANSAS ELEMENTARY SCHOOL,500,291,55,153,346,58.20%,11.00%,0.6920
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0458,AURORA ACADEMY CHARTER SCHOOL,544,210,69,265,279,38.60%,12.68%,0.5129
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0464,AURORA HILLS MIDDLE SCHOOL,948,636,79,230,715,67.09%,8.33%,0.7542
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0465,AURORA FRONTIER K-8,696,168,59,466,227,24.14%,8.48%,0.3261
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0914,BOSTON K-8 SCHOOL,444,375,14,55,389,84.46%,3.15%,0.8761
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1458,AURORA CENTRAL HIGH SCHOOL,"2,188","1,486",128,503,"1,614",67.92%,5.85%,0.7377
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1470,CENTURY ELEMENTARY SCHOOL,351,214,37,100,251,60.97%,10.54%,0.7151
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1720,CLYDE MILLER K-8,574,301,93,180,394,52.44%,16.20%,0.6864
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1800,COLUMBIA MIDDLE SCHOOL,785,391,74,318,465,49.81%,9.43%,0.5924
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1948,CRAWFORD ELEMENTARY SCHOOL,734,616,38,79,654,83.92%,5.18%,0.8910
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2095,DALTON ELEMENTARY SCHOOL,568,248,59,259,307,43.66%,10.39%,0.5405
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2114,DARTMOUTH ELEMENTARY SCHOOL,399,211,41,146,252,52.88%,10.28%,0.6316
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2384,EAST MIDDLE SCHOOL,"1,051",851,64,136,915,80.97%,6.09%,0.8706
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2618,ELKHART ELEMENTARY SCHOOL,746,649,58,39,707,87.00%,7.77%,0.9477
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2951,LAREDO CHILD DEVELOPMENT CENTER,328,198,20,110,218,60.37%,6.10%,0.6646
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2998,FLETCHER COMMUNITY SCHOOL,482,400,36,46,436,82.99%,7.47%,0.9046
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3272,FULTON ACADEMY OF EXCELLENCE,525,426,43,56,469,81.14%,8.19%,0.8933
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3354,GATEWAY HIGH SCHOOL,"1,747",994,131,601,"1,125",56.90%,7.50%,0.6440
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3471,GLOBAL VILLAGE ACADEMY AURORA,"1,089",527,162,397,689,48.39%,14.88%,0.6327
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4024,HINKLEY HIGH SCHOOL,"2,168","1,480",178,484,"1,658",68.27%,8.21%,0.7648
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4270,IOWA ELEMENTARY SCHOOL,499,312,54,133,366,62.53%,10.82%,0.7335
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4385,JAMAICA CHILD DEVELOPMENT CENTER,222,176,19,27,195,79.28%,8.56%,0.8784
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4426,JEWELL ELEMENTARY SCHOOL,530,345,55,130,400,65.09%,10.38%,0.7547
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4646,KENTON ELEMENTARY SCHOOL,640,533,43,64,576,83.28%,6.72%,0.9000
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4970,LANSING ELEMENTARY COMMUNITY SCHOOL,464,376,26,62,402,81.03%,5.60%,0.8664
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4973,LAREDO ELEMENTARY SCHOOL,550,441,26,81,467,80.18%,4.73%,0.8491
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,764,473,42,249,515,61.91%,5.50%,0.6741
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,5361,LYN KNOLL ELEMENTARY SCHOOL,323,250,27,46,277,77.40%,8.36%,0.8576
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,5751,MEADOWOOD CHILD DEVELOPMENT CENTER,282,114,27,132,141,40.43%,9.57%,0.5000
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6068,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,506,392,43,71,435,77.47%,8.50%,0.8597
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6160,MRACHEK MIDDLE SCHOOL,920,558,108,252,666,60.65%,11.74%,0.7239
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6189,MURPHY CREEK K-8 SCHOOL,648,209,52,383,261,32.25%,8.02%,0.4028
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6310,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,883,696,70,116,766,78.82%,7.93%,0.8675
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6546,OPTIONS SCHOOL,803,44,0,754,44,5.48%,0.00%,0.0548
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6728,PARIS ELEMENTARY SCHOOL,486,442,20,20,462,90.95%,4.12%,0.9506
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6758,PARK LANE ELEMENTARY SCHOOL,356,237,33,85,270,66.57%,9.27%,0.7584
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6869,PEORIA ELEMENTARY SCHOOL,600,515,29,56,544,85.83%,4.83%,0.9067
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7232,AURORA QUEST K-8,600,105,34,461,139,17.50%,5.67%,0.2317
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7250,RANGEVIEW HIGH SCHOOL,"2,344",895,212,"1,208","1,107",38.18%,9.04%,0.4723
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7558,SABLE ELEMENTARY SCHOOL,537,414,32,91,446,77.09%,5.96%,0.8305
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7865,SIDE CREEK ELEMENTARY SCHOOL,684,260,87,337,347,38.01%,12.72%,0.5073
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,679,543,30,104,573,79.97%,4.42%,0.8439
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8078,SOUTH MIDDLE SCHOOL,801,660,64,77,724,82.40%,7.99%,0.9039
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,303,153,20,127,173,50.50%,6.60%,0.5710
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8858,TOLLGATE ELEMENTARY SCHOOL OF EXPEDITIONARY LEARNING,695,463,82,150,545,66.62%,11.80%,0.7842
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL - WEST,488,279,56,153,335,57.17%,11.48%,0.6865
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9059,VASSAR ELEMENTARY SCHOOL,538,330,38,169,368,61.34%,7.06%,0.6840
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,580,493,36,51,529,85.00%,6.21%,0.9121
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9083,VISTA PEAK P-8 EXPLORATORY,"1,208",479,114,610,593,39.65%,9.44%,0.4909
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9125,VISTA PEAK 9-12 PREPARATORY,"1,030",410,117,501,527,39.81%,11.36%,0.5117
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9140,VIRGINIA COURT ELEMENTARY SCHOOL,567,433,36,95,469,76.37%,6.35%,0.8272
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9189,VANGUARD CLASSICAL SCHOOL - EAST,554,192,77,285,269,34.66%,13.90%,0.4856
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,"1,290","1,033",74,176,"1,107",80.08%,5.74%,0.8581
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9514,WHEELING ELEMENTARY SCHOOL,574,416,34,124,450,72.47%,5.92%,0.7840
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,508,306,49,152,355,60.24%,9.65%,0.6988
03,ARAPAHOE,0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,267,88,30,129,118,32.96%,11.24%,0.4419
03,ARAPAHOE,0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,223,72,20,131,92,32.29%,8.97%,0.4126
03,ARAPAHOE,0190,BYERS 32J,1752,COLORADO VIRTUAL ACADEMY (COVA),521,4,0,517,4,0.77%,0.00%,0.0077
03,ARAPAHOE,0190,BYERS 32J,2356,ELEVATE ACADEMY,26,0,0,26,0,0.00%,0.00%,0.0000
03,ARAPAHOE,0190,BYERS 32J,3362,GREAT PLAINS ACADEMY,118,54,21,43,75,45.76%,17.80%,0.6356
03,ARAPAHOE,0190,BYERS 32J,6241,COLORADO DIGITAL ACADEMY - ELEMENTARY,706,8,0,698,8,1.13%,0.00%,0.0113
03,ARAPAHOE,0190,BYERS 32J,6263,COLORADO DIGITAL ACADEMY - MIDDLE,281,1,0,280,1,0.36%,0.00%,0.0036
04,ARCHULETA,0220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,502,244,61,196,305,48.61%,12.15%,0.6076
04,ARCHULETA,0220,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS MIDDLE SCHOOL,446,175,63,207,238,39.24%,14.13%,0.5336
04,ARCHULETA,0220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,378,118,34,226,152,31.22%,8.99%,0.4021
05,BACA,0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,90,36,16,28,52,40.00%,17.78%,0.5778
05,BACA,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,66,20,8,38,28,30.30%,12.12%,0.4242
05,BACA,0240,PRITCHETT RE-3,7174,PRITCHETT ELEMENTARY SCHOOL,12,9,1,2,10,75.00%,8.33%,0.8333
05,BACA,0240,PRITCHETT RE-3,7176,PRITCHETT MIDDLE SCHOOL,12,6,0,6,6,50.00%,0.00%,0.5000
05,BACA,0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,13,4,0,9,4,30.77%,0.00%,0.3077
05,BACA,0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,172,79,24,66,103,45.93%,13.95%,0.5988
05,BACA,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL,127,57,26,44,83,44.88%,20.47%,0.6535
05,BACA,0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,51,28,9,14,37,54.90%,17.65%,0.7255
05,BACA,0260,VILAS RE-5,9090,VILAS ELEMENTARY SCHOOL,36,26,2,8,28,72.22%,5.56%,0.7778
05,BACA,0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,17,7,5,5,12,41.18%,29.41%,0.7059
05,BACA,0270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,25,13,7,5,20,52.00%,28.00%,0.8000
05,BACA,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,19,13,2,3,15,68.42%,10.53%,0.7895
06,BENT,0290,LAS ANIMAS RE-1,1812,LAS ANIMAS ELEMENTARY SCHOOL,276,186,35,55,221,67.39%,12.68%,0.8007
06,BENT,0290,LAS ANIMAS RE-1,4495,JUMP START LEARNING CENTER,38,0,0,37,0,0.00%,0.00%,0.0000
06,BENT,0290,LAS ANIMAS RE-1,4986,LAS ANIMAS JUNIOR HIGH SCHOOL,73,53,5,14,58,72.60%,6.85%,0.7945
06,BENT,0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,114,71,16,27,87,62.28%,14.04%,0.7632
06,BENT,0310,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,144,75,14,55,89,52.08%,9.72%,0.6181
06,BENT,0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,135,71,10,54,81,52.59%,7.41%,0.6000
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,602,79,39,482,118,13.12%,6.48%,0.1960
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,572,141,32,355,173,24.65%,5.59%,0.3024
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,0071,ASPEN RIDGE PREPARATORY SCHOOL,340,11,2,327,13,3.24%,0.59%,0.0382
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,0120,APEX HOME SCHOOL ENRICHMENT PROGRAM,630,43,16,570,59,6.83%,2.54%,0.0937
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL,773,113,20,640,133,14.62%,2.59%,0.1721
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,723,11,6,682,17,1.52%,0.83%,0.0235
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,602,39,5,529,44,6.48%,0.83%,0.0731
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,439,149,39,232,188,33.94%,8.88%,0.4282
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,579,130,45,404,175,22.45%,7.77%,0.3022
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,323,21,15,243,36,6.50%,4.64%,0.1115
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,393,126,23,211,149,32.06%,5.85%,0.3791
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,352,281,25,46,306,79.83%,7.10%,0.8693
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,564,145,26,366,171,25.71%,4.61%,0.3032
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,451,78,12,326,90,17.29%,2.66%,0.1996
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL,833,75,24,734,99,9.00%,2.88%,0.1188
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,799,77,28,692,105,9.64%,3.50%,0.1314
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,591,83,17,462,100,14.04%,2.88%,0.1692
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,919,52,11,809,63,5.66%,1.20%,0.0686
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,3192,THUNDER VALLEY PK-8,814,358,75,379,433,43.98%,9.21%,0.5319
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,3194,COAL RIDGE MIDDLE SCHOOL,694,127,43,524,170,18.30%,6.20%,0.2450
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,"1,029",221,78,727,299,21.48%,7.58%,0.2906
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,4202,HYGIENE ELEMENTARY SCHOOL,343,54,4,251,58,15.74%,1.17%,0.1691
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,4278,INDIAN PEAKS ELEMENTARY SCHOOL,382,317,38,25,355,82.98%,9.95%,0.9293
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,4333,IMAGINE CHARTER,660,61,18,568,79,9.24%,2.73%,0.1197
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,5181,RED HAWK ELEMENTARY,776,33,14,670,47,4.25%,1.80%,0.0606
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,5282,LONGMONT HIGH SCHOOL,"1,176",382,72,720,454,32.48%,6.12%,0.3861
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,5284,LONGMONT ESTATES ELEMENTARY SCHOOL,421,106,25,270,131,25.18%,5.94%,0.3112
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,5286,SUNSET MIDDLE SCHOOL,593,218,39,336,257,36.76%,6.58%,0.4334
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,5288,LONGS PEAK MIDDLE SCHOOL,467,302,59,106,361,64.67%,12.63%,0.7730
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,5364,LYONS ELEMENTARY SCHOOL,357,29,15,279,44,8.12%,4.20%,0.1232
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,399,41,14,344,55,10.28%,3.51%,0.1378
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,5722,MEAD HIGH SCHOOL,871,105,34,728,139,12.06%,3.90%,0.1596
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,5726,MEAD ELEMENTARY SCHOOL,503,58,12,410,70,11.53%,2.39%,0.1392
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,5730,MEAD MIDDLE SCHOOL,435,45,12,378,57,10.34%,2.76%,0.1310
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,6010,TIMBERLINE PK-8,996,735,95,150,830,73.80%,9.54%,0.8333
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,6156,MOUNTAIN VIEW ELEMENTARY SCHOOL,346,192,32,120,224,55.49%,9.25%,0.6474
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,6274,NIWOT ELEMENTARY SCHOOL,520,26,9,454,35,5.00%,1.73%,0.0673
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,6276,NIWOT HIGH SCHOOL,"1,299",208,36,"1,050",244,16.01%,2.77%,0.1878
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,6404,NORTHRIDGE ELEMENTARY SCHOOL,372,285,27,58,312,76.61%,7.26%,0.8387
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,6498,OLDE COLUMBINE HIGH SCHOOL,128,57,5,66,62,44.53%,3.91%,0.4844
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,7157,PRAIRIE RIDGE ELEMENTARY SCHOOL,437,55,22,360,77,12.59%,5.03%,0.1762
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,7464,ROCKY MOUNTAIN ELEMENTARY SCHOOL,454,294,52,90,346,64.76%,11.45%,0.7621
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,7561,SPARK! DISCOVERY PRESCHOOL,242,22,4,101,26,9.09%,1.65%,0.1074
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,7565,ST. VRAIN COMMUNITY MONTESSORI SCHOOL,215,6,5,182,11,2.79%,2.33%,0.0512
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,7584,SANBORN ELEMENTARY SCHOOL,486,182,49,239,231,37.45%,10.08%,0.4753
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,7789,SILVER CREEK HIGH SCHOOL,"1,176",159,25,987,184,13.52%,2.13%,0.1565
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,7839,ST. VRAIN GLOBAL ONLINE ACADEMY,106,20,3,81,23,18.87%,2.83%,0.2170
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,7954,SKYLINE HIGH SCHOOL,"1,420",538,100,764,638,37.89%,7.04%,0.4493
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,8903,TRAIL RIDGE MIDDLE SCHOOL,671,251,47,373,298,37.41%,7.00%,0.4441
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,8927,TWIN PEAKS CHARTER ACADEMY,"1,028",261,74,691,335,25.39%,7.20%,0.3259
07,BOULDER,0470,ST VRAIN VALLEY RE 1J,9430,WESTVIEW MIDDLE SCHOOL,775,154,42,578,196,19.87%,5.42%,0.2529
07,BOULDER,0480,BOULDER VALLEY RE 2,0125,ARAPAHOE RIDGE HIGH SCHOOL,138,81,4,47,85,58.70%,2.90%,0.6159
