COUNTY CODE,COUNTY NAME,DISTRICT CODE,"DISTRICT NAME	",SCHOOL CODE,SCHOOL NAME, K-12 COUNT , FREE LUNCH , REDUCED LUNCH , NOT ELIGIBLE , FREE AND REDUCED COUNT ,% FREE,% REDUCED,% FREE AND REDUCED,FRL % RANGE
16,DENVER,880,Denver County 1,6957,University Prep - Steele St.,363,289,27,47,316,79.60%,7.40%,0.871,75%-100%
16,DENVER,880,Denver County 1,6970,Florida Pitt-Waller ECE-8 School,741,509,90,142,599,68.70%,12.10%,0.808,75%-100%
16,DENVER,880,Denver County 1,7045,Place Bridge Academy,730,626,35,69,661,85.80%,4.80%,0.905,75%-100%
16,DENVER,880,Denver County 1,7163,Prep Academy,70, * , * , * , * , * , * ,*, * 
16,DENVER,880,Denver County 1,7188,Montbello Career and Technical High School,68,39,4,25,43,57.40%,5.90%,0.632,50%-75%
16,DENVER,880,Denver County 1,7192,Pascual Ledoux Academy,0, * , * , * , * , * , * ,*, * 
16,DENVER,880,Denver County 1,7241,Rocky Mountain Prep: Creekside,517,369,52,96,421,71.40%,10.10%,0.814,75%-100%
16,DENVER,880,Denver County 1,7243,Reach Charter School,76, * , * , * , * , * , * ,*, * 
16,DENVER,880,Denver County 1,7246,Respect Academy,92,67,6,19,73,72.80%,6.50%,0.793,75%-100%
16,DENVER,880,Denver County 1,7361,RiseUp Community School,116,88,8,20,96,75.90%,6.90%,0.828,75%-100%
16,DENVER,880,Denver County 1,7471,Rocky Mountain Prep: Southwest,408,328,40,40,368,80.40%,9.80%,0.902,75%-100%
16,DENVER,880,Denver County 1,7554,Sabin World School,609,358,50,201,408,58.80%,8.20%,0.67,50%-75%
16,DENVER,880,Denver County 1,7578,Samuels Elementary School,414,292,29,93,321,70.50%,7.00%,0.775,75%-100%
16,DENVER,880,Denver County 1,7694,Charles M. Schenck (CMS) Community School,314,247,33,34,280,78.70%,10.50%,0.892,75%-100%
16,DENVER,880,Denver County 1,7698,Schmitt Elementary School,214,166,21,27,187,77.60%,9.80%,0.874,75%-100%
16,DENVER,880,Denver County 1,7926,STRIVE Prep - Kepner,230,179,26,25,205,77.80%,11.30%,0.891,75%-100%
16,DENVER,880,Denver County 1,7942,Skinner Middle School,658,285,37,336,322,43.30%,5.60%,0.489,25%-50%
16,DENVER,880,Denver County 1,7972,Slavens K-8 School,702,34,10,658,44,4.80%,1.40%,0.063,0% - 25%
16,DENVER,880,Denver County 1,7973,STRIVE Prep - Rise,516,336,87,93,423,65.10%,16.90%,0.82,75%-100%
16,DENVER,880,Denver County 1,8006,Smith Elementary School,302,237,35,30,272,78.50%,11.60%,0.901,75%-100%
16,DENVER,880,Denver County 1,8053,SOAR at Green Valley Ranch,453,266,88,99,354,58.70%,19.40%,0.781,75%-100%
16,DENVER,880,Denver County 1,8085,STRIVE Prep - Federal,358,302,36,20,338,84.40%,10.10%,0.944,75%-100%
16,DENVER,880,Denver County 1,8086,South High School,1722,621,115,986,736,36.10%,6.70%,0.427,25%-50%
16,DENVER,880,Denver County 1,8131,Oakland Elementary,240,165,27,48,192,68.80%,11.30%,0.8,75%-100%
16,DENVER,880,Denver County 1,8138,Southmoor Elementary School,377,90,19,268,109,23.90%,5.00%,0.289,25%-50%
16,DENVER,880,Denver County 1,8145,Summit Academy,224,175,15,34,190,78.10%,6.70%,0.848,75%-100%
16,DENVER,880,Denver County 1,8149,Stephen Knight Center for Early Education,81, * , * , * , * , * , * ,*, * 
16,DENVER,880,Denver County 1,8222,Steck Elementary School,316,33,9,274,42,10.40%,2.80%,0.133,0% - 25%
16,DENVER,880,Denver County 1,8232,Stedman Elementary School,316,135,24,157,159,42.70%,7.60%,0.503,50%-75%
16,DENVER,880,Denver County 1,8242,Steele Elementary School,463,24,14,425,38,5.20%,3.00%,0.082,0% - 25%
16,DENVER,880,Denver County 1,8401,STRIVE Prep - Ruby Hill,465,370,52,43,422,79.60%,11.20%,0.908,75%-100%
16,DENVER,880,Denver County 1,8422,Swansea Elementary School,359,285,43,31,328,79.40%,12.00%,0.914,75%-100%
16,DENVER,880,Denver County 1,8453,Swigert International School,552,58,7,487,65,10.50%,1.30%,0.118,0% - 25%
16,DENVER,880,Denver County 1,8776,Teller Elementary School,478,98,11,369,109,20.50%,2.30%,0.228,0% - 25%
16,DENVER,880,Denver County 1,8822,Thomas Jefferson High School,1310,556,87,667,643,42.40%,6.60%,0.491,25%-50%
16,DENVER,880,Denver County 1,8888,Traylor Academy,342,215,45,82,260,62.90%,13.20%,0.76,75%-100%
16,DENVER,880,Denver County 1,8909,Trevista at Horace Mann,289,229,18,42,247,79.20%,6.20%,0.855,75%-100%
16,DENVER,880,Denver County 1,8945,University Prep - Arapahoe St.,364,259,44,61,303,71.20%,12.10%,0.832,75%-100%
16,DENVER,880,Denver County 1,8970,University Park Elementary School,394,74,16,304,90,18.80%,4.10%,0.228,0% - 25%
16,DENVER,880,Denver County 1,8995,Vista Academy,206,108,14,84,122,52.40%,6.80%,0.592,50%-75%
16,DENVER,880,Denver County 1,9050,Valverde Elementary School,230,178,31,21,209,77.40%,13.50%,0.909,75%-100%
16,DENVER,880,Denver County 1,9336,STRIVE Prep - Sunnyside,236,176,30,30,206,74.60%,12.70%,0.873,75%-100%
16,DENVER,880,Denver County 1,9389,STRIVE Prep - Westwood,315,272,32,11,304,86.30%,10.20%,0.965,75%-100%
16,DENVER,880,Denver County 1,9390,STRIVE Prep - Lake,254,222,15,17,237,87.40%,5.90%,0.933,75%-100%
16,DENVER,880,Denver County 1,9425,Westerly Creek Elementary,660,46,8,606,54,7.00%,1.20%,0.082,0% - 25%
16,DENVER,880,Denver County 1,9496,Castro Elementary School,319,266,30,23,296,83.40%,9.40%,0.928,75%-100%
16,DENVER,880,Denver County 1,9548,Whittier ECE-8 School,207,168,15,24,183,81.20%,7.20%,0.884,75%-100%
16,DENVER,880,Denver County 1,9623,William (Bill) Roberts ECE-8 School,865,77,16,772,93,8.90%,1.80%,0.108,0% - 25%
16,DENVER,880,Denver County 1,9639,STRIVE Prep - Smart Academy,545,447,68,30,515,82.00%,12.50%,0.945,75%-100%
16,DENVER,880,Denver County 1,9693,West Early College,611,501,50,60,551,82.00%,8.20%,0.902,75%-100%
16,DENVER,880,Denver County 1,9702,West Leadership Academy,596,502,46,48,548,84.20%,7.70%,0.919,75%-100%
16,DENVER,880,Denver County 1,9730,STRIVE Prep - Green Valley Ranch,330,220,55,55,275,66.70%,16.70%,0.833,75%-100%
16,DENVER,880,Denver County 1,9735,STRIVE Prep - Montbello,187,148,23,16,171,79.10%,12.30%,0.914,75%-100%
16,DENVER,880,Denver County 1,9739,Wyatt Academy,183,153,8,22,161,83.60%,4.40%,0.88,75%-100%
17,DOLORES,890,Dolores County RE No.2,2216,Dove Creek High School,124,46,8,70,54,37.10%,6.50%,0.435,25%-50%
17,DOLORES,890,Dolores County RE No.2,4771,Dove's Nest Early Care and Education Center,0, * , * , * , * , * , * ,*, * 
17,DOLORES,890,Dolores County RE No.2,7764,Seventh Street Elementary School,88,36,8,44,44,40.90%,9.10%,0.5,50%-75%
18,DOUGLAS,900,Douglas County Re 1,11,Academy Charter School,737,36,11,690,47,4.90%,1.50%,0.064,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,12,Acres Green Elementary School,365,73,12,280,85,20.00%,3.30%,0.233,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,135,Ben Franklin Academy,907,23,13,871,36,2.50%,1.40%,0.04,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,201,Daniel C Oakes High School--Castle Rock,142, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,215,American Academy,2576,81,21,"2,474",102,3.10%,0.80%,0.04,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,264,Cimarron Middle,1209,90,20,"1,099",110,7.40%,1.70%,0.091,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,265,Clear Sky Elementary,618,73,26,519,99,11.80%,4.20%,0.16,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,266,Gold Rush Elementary,637,23,6,608,29,3.60%,0.90%,0.046,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,267,Mesa Middle School,1029,160,45,824,205,15.50%,4.40%,0.199,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,354,Arrowwood Elementary School,328,42,10,276,52,12.80%,3.00%,0.159,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,651,Bear Canyon Elementary School,397, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,1131,Buffalo Ridge Elementary School,430,27,8,395,35,6.30%,1.90%,0.081,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,1270,Early Childhood Center,0, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,1362,Castle Rock Elementary School,355,81,25,249,106,22.80%,7.00%,0.299,25%-50%
18,DOUGLAS,900,Douglas County Re 1,1367,Castle View High School,2203,221,69,"1,913",290,10.00%,3.10%,0.132,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,1503,Chaparral High School,2213,222,60,"1,931",282,10.00%,2.70%,0.127,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,1509,Cantril,0, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,1512,Challenge to Excellence Charter School,544,20,7,517,27,3.70%,1.30%,0.05,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,1555,Cloverleaf Home Education,334, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,1578,Cherry Valley Elementary School,37, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,1579,North Star Academy,654, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,1873,Parker Core Knowledge Charter School,702,8,7,687,15,1.10%,1.00%,0.021,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,1899,Copper Mesa Elementary School,343,10,4,329,14,2.90%,1.20%,0.041,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,1925,Cougar Run Elementary School,408,49,4,355,53,12.00%,1.00%,0.13,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,1934,Coyote Creek Elementary School,342,20,6,316,26,5.80%,1.80%,0.076,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,2012,Cresthill Middle School,767,105,24,638,129,13.70%,3.10%,0.168,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,2226,Castle Rock Middle School,774,87,31,656,118,11.20%,4.00%,0.152,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,2230,Douglas County High School,1817,199,57,"1,561",256,11.00%,3.10%,0.141,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,2232,Rock Ridge Elementary School,395,56,18,321,74,14.20%,4.60%,0.187,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,2233,Cherokee Trail Elementary School,439,74,14,351,88,16.90%,3.20%,0.2,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,2234,Eagle Ridge Elementary School,545,85,15,445,100,15.60%,2.80%,0.183,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,2338,Eagle Academy,122, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,2656,Eldorado Elementary School,403,28,4,371,32,6.90%,1.00%,0.079,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,2952,Mammoth Heights Elementary,595,88,14,493,102,14.80%,2.40%,0.171,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,2953,Stone Mountain Elementary,597, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,2954,Roxborough Intermediate,379, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,2965,Flagstone Elementary School,417,38,10,369,48,9.10%,2.40%,0.115,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,3138,Fox Creek Elementary School,455,51,9,395,60,11.20%,2.00%,0.132,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,3172,Franktown Elementary School,313, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,3241,Frontier Valley Elementary School,456,33,5,418,38,7.20%,1.10%,0.083,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,3327,Global Village Academy - Douglas County,385,62,14,309,76,16.10%,3.60%,0.197,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,3847,HOPE Online Learning Academy Middle School,439,344,17,78,361,78.40%,3.90%,0.822,75%-100%
18,DOUGLAS,900,Douglas County Re 1,3928,Heritage Elementary School,371,26,8,337,34,7.00%,2.20%,0.092,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,3980,Highlands Ranch High School,1625,162,43,"1,420",205,10.00%,2.60%,0.126,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,3995,HOPE Online Learning Academy High School,651,440,57,154,497,67.60%,8.80%,0.763,75%-100%
18,DOUGLAS,900,Douglas County Re 1,4271,Legend High School,2234,141,25,"2,068",166,6.30%,1.10%,0.074,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,4292,Iron Horse Elementary School,417,52,14,351,66,12.50%,3.40%,0.158,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,4980,Larkspur Elementary School,185,20,5,160,25,10.80%,2.70%,0.135,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,5045,Legacy Point Elementary School,259,31,7,221,38,12.00%,2.70%,0.147,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,5225,Leman Classical Academy,881,37,11,833,48,4.20%,1.20%,0.054,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,5259,STEM School Highlands Ranch,1761,85,30,"1,646",115,4.80%,1.70%,0.065,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,5405,eDCSD,45, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,5607,Sage Canyon Elementary,552,20,12,520,32,3.60%,2.20%,0.058,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,5745,Meadow View Elementary School,427, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,5843,Lone Tree Elementary,352, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,5997,DC Montessori Charter School,435,22,6,407,28,5.10%,1.40%,0.064,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,6019,Aspen View Academy,893,32,6,855,38,3.60%,0.70%,0.043,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,6152,Mountain View Elementary School,226, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,6164,Mountain Ridge Middle School,994,56,19,919,75,5.60%,1.90%,0.075,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,6165,Mountain Vista High School,2367,90,45,"2,232",135,3.80%,1.90%,0.057,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,6365,Skyview Academy,1244,59,28,"1,157",87,4.70%,2.30%,0.07,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,6396,Northeast Elementary School,262, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,6406,Northridge Elementary School,605,51,14,540,65,8.40%,2.30%,0.107,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,6719,Parker Performing Arts,662,88,27,547,115,13.30%,4.10%,0.174,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,6772,Sagewood Middle School,824,67,8,749,75,8.10%,1.00%,0.091,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,6773,Sierra Middle School,804,110,27,667,137,13.70%,3.40%,0.17,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,6938,Pine Grove Elementary School,522, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,6940,Pine Lane Elementary,670,134,35,501,169,20.00%,5.20%,0.252,25%-50%
18,DOUGLAS,900,Douglas County Re 1,6961,Pioneer Elementary School,377,56,13,308,69,14.90%,3.40%,0.183,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,7047,Platte River Charter Academy,542, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,7096,Roxborough Elementary School,286, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,7118,Ponderosa High School,1436,125,20,"1,291",145,8.70%,1.40%,0.101,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,7134,Prairie Crossing Elementary School,673,57,16,600,73,8.50%,2.40%,0.108,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,7244,Renaissance Secondary School,306, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,7245,Ranch View Middle School,782,38,11,733,49,4.90%,1.40%,0.063,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,7297,Redstone Elementary School,426, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,7319,Renaissance Expedition Learn Outward Bound School,368, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,7435,Rock Canyon High School,2366,85,13,"2,268",98,3.60%,0.50%,0.041,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,7448,Rocky Heights Middle School,1218,45,10,"1,163",55,3.70%,0.80%,0.045,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,7562,Saddle Ranch Elementary School,358,17,5,336,22,4.70%,1.40%,0.061,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,7610,Sand Creek Elementary School,358,47,13,298,60,13.10%,3.60%,0.168,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,7718,Sedalia Elementary School,201,78,18,105,96,38.80%,9.00%,0.478,25%-50%
18,DOUGLAS,900,Douglas County Re 1,8106,Soaring Hawk Elementary School,475,37,9,429,46,7.80%,1.90%,0.097,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,8126,South Ridge Elementary An IB World School,418,146,26,246,172,34.90%,6.20%,0.411,25%-50%
18,DOUGLAS,900,Douglas County Re 1,8382,Summit View Elementary School,461, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,8847,Thunderridge High School,1910,84,17,"1,809",101,4.40%,0.90%,0.053,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,8853,Timber Trail Elementary School,289, * , * , * , * , * , * ,*, * 
18,DOUGLAS,900,Douglas County Re 1,8897,Trailblazer Elementary School,331,22,10,299,32,6.60%,3.00%,0.097,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,9397,World Compass Academy,673,42,21,610,63,6.20%,3.10%,0.094,0% - 25%
18,DOUGLAS,900,Douglas County Re 1,9592,Wildcat Mountain Elementary School,447, * , * , * , * , * , * ,*, * 
19,EAGLE,910,Eagle County RE 50,37,Red Hill Elementary School,332,88,36,208,124,26.50%,10.80%,0.373,25%-50%
19,EAGLE,910,Eagle County RE 50,38,Brush Creek Elementary School,348,23,12,313,35,6.60%,3.40%,0.101,0% - 25%
19,EAGLE,910,Eagle County RE 50,39,Gypsum Creek Middle School,333,94,37,202,131,28.20%,11.10%,0.393,25%-50%
19,EAGLE,910,Eagle County RE 50,205,Red Canyon High School,167,52,14,101,66,31.10%,8.40%,0.395,25%-50%
19,EAGLE,910,Eagle County RE 50,471,Avon Elementary School,304,171,58,75,229,56.30%,19.10%,0.753,75%-100%
19,EAGLE,910,Eagle County RE 50,479,Edwards Early Learning Center,0, * , * , * , * , * , * ,*, * 
19,EAGLE,910,Eagle County RE 50,604,Battle Mountain High School,951,274,77,600,351,28.80%,8.10%,0.369,25%-50%
19,EAGLE,910,Eagle County RE 50,793,Berry Creek Middle School,259,119,42,98,161,45.90%,16.20%,0.622,50%-75%
19,EAGLE,910,Eagle County RE 50,861,Battle Mountain Early College High School,8, * , * , * , * , * , * ,*, * 
19,EAGLE,910,Eagle County RE 50,2340,Eagle County Charter Academy,356, * , * , * , * , * , * ,*, * 
19,EAGLE,910,Eagle County RE 50,2346,Eagle Valley Elementary School,343,92,37,214,129,26.80%,10.80%,0.376,25%-50%
19,EAGLE,910,Eagle County RE 50,2350,Eagle Valley High School,1010,168,77,765,245,16.60%,7.60%,0.243,0% - 25%
19,EAGLE,910,Eagle County RE 50,2355,Eagle Valley Middle School,369,63,29,277,92,17.10%,7.90%,0.249,0% - 25%
19,EAGLE,910,Eagle County RE 50,2530,Edwards Elementary School,306,149,43,114,192,48.70%,14.10%,0.627,50%-75%
19,EAGLE,910,Eagle County RE 50,2643,Eagle Valley Early College High School,6, * , * , * , * , * , * ,*, * 
19,EAGLE,910,Eagle County RE 50,3710,Gypsum Elementary School,296,143,65,88,208,48.30%,22.00%,0.703,50%-75%
19,EAGLE,910,Eagle County RE 50,5742,Homestake Peak School,542,231,57,254,288,42.60%,10.50%,0.531,50%-75%
19,EAGLE,910,Eagle County RE 50,7296,Red Sandstone Elementary School,200,26,12,162,38,13.00%,6.00%,0.19,0% - 25%
19,EAGLE,910,Eagle County RE 50,9061,Vail Ski and Snowboard Academy (VSSA),218, * , * , * , * , * , * ,*, * 
19,EAGLE,910,Eagle County RE 50,9701,World Academy,71,10,5,56,15,14.10%,7.00%,0.211,0% - 25%
20,ELBERT,920,Elizabeth School District,2572,Legacy Academy,441,55,11,375,66,12.50%,2.50%,0.15,0% - 25%
20,ELBERT,920,Elizabeth School District,2604,Elizabeth Middle School,416,60,27,329,87,14.40%,6.50%,0.209,0% - 25%
20,ELBERT,920,Elizabeth School District,2608,Elizabeth High School,615,84,19,512,103,13.70%,3.10%,0.167,0% - 25%
20,ELBERT,920,Elizabeth School District,7300,Elizabeth Running Creek Preschool,0, * , * , * , * , * , * ,*, * 
20,ELBERT,920,Elizabeth School District,7517,Running Creek Elementary School,278,56,9,213,65,20.10%,3.20%,0.234,0% - 25%
20,ELBERT,920,Elizabeth School District,7924,Singing Hills Preschool,0, * , * , * , * , * , * ,*, * 
20,ELBERT,920,Elizabeth School District,7925,Singing Hills Elementary School,340,47,12,281,59,13.80%,3.50%,0.174,0% - 25%
20,ELBERT,930,Kiowa C-2,4724,Kiowa Elementary School,106,22,8,76,30,20.80%,7.50%,0.283,25%-50%
20,ELBERT,930,Kiowa C-2,4726,Kiowa Middle School,45,14,5,26,19,31.10%,11.10%,0.422,25%-50%
20,ELBERT,930,Kiowa C-2,4728,Kiowa High School,72,27,4,41,31,37.50%,5.60%,0.431,25%-50%
20,ELBERT,940,Big Sandy 100J,7914,Simla Elementary School,133,58,22,53,80,43.60%,16.50%,0.602,50%-75%
20,ELBERT,940,Big Sandy 100J,7918,Simla Junior High School,61,20,5,36,25,32.80%,8.20%,0.41,25%-50%
20,ELBERT,940,Big Sandy 100J,7922,Simla High School,85,26,10,49,36,30.60%,11.80%,0.424,25%-50%
20,ELBERT,950,Elbert 200,2570,Elbert Elementary School,94,24,4,66,28,25.50%,4.30%,0.298,25%-50%
20,ELBERT,950,Elbert 200,2574,Elbert Junior-Senior High School,155,34,4,117,38,21.90%,2.60%,0.245,0% - 25%
20,ELBERT,960,Agate 300,44,Agate Elementary School,43,21,9,13,30,48.80%,20.90%,0.698,50%-75%
20,ELBERT,960,Agate 300,48,Agate Junior Senior High School,21,10,4,7,14,47.60%,19.00%,0.667,50%-75%
21,EL PASO,970,Calhan RJ-1,1210,Calhan Elementary School,173,77,12,84,89,44.50%,6.90%,0.514,50%-75%
21,EL PASO,970,Calhan RJ-1,1218,Calhan Secondary School ,261,91,17,153,108,34.90%,6.50%,0.414,25%-50%
21,EL PASO,980,Harrison 2,369,Atlas Preparatory Middle School,522,447,35,40,482,85.60%,6.70%,0.923,75%-100%
21,EL PASO,980,Harrison 2,469,Atlas Preparatory High School,475,391,44,40,435,82.30%,9.30%,0.916,75%-100%
21,EL PASO,980,Harrison 2,1000,Bricker Elementary School,309,271,18,20,289,87.70%,5.80%,0.935,75%-100%
21,EL PASO,980,Harrison 2,1306,Carmel Middle School,311,258,22,31,280,83.00%,7.10%,0.9,75%-100%
21,EL PASO,980,Harrison 2,1383,Centennial Elementary School,367,335,11,21,346,91.30%,3.00%,0.943,75%-100%
21,EL PASO,980,Harrison 2,3392,Giberson Elementary School,352,281,27,44,308,79.80%,7.70%,0.875,75%-100%
21,EL PASO,980,Harrison 2,3522,Fox Meadow Middle School,573,437,25,111,462,76.30%,4.40%,0.806,75%-100%
21,EL PASO,980,Harrison 2,3806,Harrison High School,1108,850,45,213,895,76.70%,4.10%,0.808,75%-100%
21,EL PASO,980,Harrison 2,3870,Career Readiness Academy,50, * , * , * , * , * , * ,*, * 
21,EL PASO,980,Harrison 2,4378,James Irwin Charter High School,439,97,26,316,123,22.10%,5.90%,0.28,25%-50%
21,EL PASO,980,Harrison 2,4379,James Irwin Charter Middle School,456,142,35,279,177,31.10%,7.70%,0.388,25%-50%
21,EL PASO,980,Harrison 2,4380,James Irwin Charter Elementary School,515,180,56,279,236,35.00%,10.90%,0.458,25%-50%
21,EL PASO,980,Harrison 2,5763,Mountain Vista Homeschool Academy,332,41,4,287,45,12.30%,1.20%,0.136,0% - 25%
21,EL PASO,980,Harrison 2,5898,Atlas Preparatory Elementary School ,124,105,13,6,118,84.70%,10.50%,0.952,75%-100%
21,EL PASO,980,Harrison 2,6018,Monterey Elementary School,267,226,11,30,237,84.60%,4.10%,0.888,75%-100%
21,EL PASO,980,Harrison 2,6162,Mountain Vista Community School,548,368,28,152,396,67.20%,5.10%,0.723,50%-75%
21,EL PASO,980,Harrison 2,6460,Oak Creek Elementary School,212,123,16,73,139,58.00%,7.50%,0.656,50%-75%
21,EL PASO,980,Harrison 2,6578,Otero Elementary School,283,160,20,103,180,56.50%,7.10%,0.636,50%-75%
21,EL PASO,980,Harrison 2,6686,Panorama Middle School,562,458,25,79,483,81.50%,4.40%,0.859,75%-100%
21,EL PASO,980,Harrison 2,6936,Pikes Peak Elementary School,327,253,20,54,273,77.40%,6.10%,0.835,75%-100%
21,EL PASO,980,Harrison 2,7611,Sand Creek International Elementary School,571,397,31,143,428,69.50%,5.40%,0.75,75%-100%
21,EL PASO,980,Harrison 2,7882,Sierra High School,808,625,26,157,651,77.40%,3.20%,0.806,75%-100%
21,EL PASO,980,Harrison 2,8034,Soaring Eagles Elementary School,546,270,48,228,318,49.50%,8.80%,0.582,50%-75%
21,EL PASO,980,Harrison 2,8337,Stratmoor Hills Elementary School,197,157,11,29,168,79.70%,5.60%,0.853,75%-100%
21,EL PASO,980,Harrison 2,8350,Stratton Meadows Elementary School,305,253,12,40,265,83.00%,3.90%,0.869,75%-100%
21,EL PASO,980,Harrison 2,8923,Turman Elementary School,218,162,16,40,178,74.30%,7.30%,0.817,75%-100%
21,EL PASO,980,Harrison 2,9602,Wildflower Elementary School,400,291,23,86,314,72.80%,5.80%,0.785,75%-100%
21,EL PASO,990,Widefield 3,3234,French Elementary School,590,225,46,319,271,38.10%,7.80%,0.459,25%-50%
21,EL PASO,990,Widefield 3,3692,Grand Mountain School,974,234,82,658,316,24.00%,8.40%,0.324,25%-50%
21,EL PASO,990,Widefield 3,4346,Talbott STEAM Innovation School,347,146,36,165,182,42.10%,10.40%,0.524,50%-75%
21,EL PASO,990,Widefield 3,4394,Janitell Junior High School,664,241,67,356,308,36.30%,10.10%,0.464,25%-50%
21,EL PASO,990,Widefield 3,5033,James Madison Charter Academy School,94, * , * , * , * , * , * ,*, * 
21,EL PASO,990,Widefield 3,5602,Martin Luther King Jr Elementary School,440,138,61,241,199,31.40%,13.90%,0.452,25%-50%
21,EL PASO,990,Widefield 3,5841,Mesa Ridge High School,1312,424,95,793,519,32.30%,7.20%,0.396,25%-50%
21,EL PASO,990,Widefield 3,6952,Pinello Elementary School,286,161,16,109,177,56.30%,5.60%,0.619,50%-75%
21,EL PASO,990,Widefield 3,8122,Venetucci Elementary School,296,142,30,124,172,48.00%,10.10%,0.581,50%-75%
