COUNTY CODE,COUNTY NAME,DISTRICT CODE,"DISTRICT NAME	",SCHOOL CODE,SCHOOL NAME, K-12 COUNT , FREE LUNCH , REDUCED LUNCH , NOT ELIGIBLE , FREE AND REDUCED COUNT ,% FREE,% REDUCED,% FREE AND REDUCED,FRL % RANGE
1,ADAMS,20,Adams 12 Five Star Schools,4699,New America School - Thornton,260,136,25,99,161,52.30%,9.60%,0.619,50%-75%
1,ADAMS,20,Adams 12 Five Star Schools,5043,Legacy High School,2417,339,125,"1,953",464,14.00%,5.20%,0.192,0% - 25%
1,ADAMS,20,Adams 12 Five Star Schools,5058,Leroy Drive Elementary School,365,212,62,91,274,58.10%,17.00%,0.751,75%-100%
1,ADAMS,20,Adams 12 Five Star Schools,5418,Malley Drive Elementary School,381,231,52,98,283,60.60%,13.60%,0.743,50%-75%
1,ADAMS,20,Adams 12 Five Star Schools,5706,McElwain Elementary School,371,264,47,60,311,71.20%,12.70%,0.838,75%-100%
1,ADAMS,20,Adams 12 Five Star Schools,5814,Thornton Middle School ,908,620,134,154,754,68.30%,14.80%,0.83,75%-100%
1,ADAMS,20,Adams 12 Five Star Schools,5816,Thornton High School,1544,826,231,487,"1,057",53.50%,15.00%,0.685,50%-75%
1,ADAMS,20,Adams 12 Five Star Schools,6060,Mountain Range High School,1853,503,176,"1,174",679,27.10%,9.50%,0.366,25%-50%
1,ADAMS,20,Adams 12 Five Star Schools,6150,Mountain View Elementary School,511,112,32,367,144,21.90%,6.30%,0.282,25%-50%
1,ADAMS,20,Adams 12 Five Star Schools,6342,Shadow Ridge Middle School,815,267,107,441,374,32.80%,13.10%,0.459,25%-50%
1,ADAMS,20,Adams 12 Five Star Schools,6355,North Mor Elementary School,358,210,57,91,267,58.70%,15.90%,0.746,50%-75%
1,ADAMS,20,Adams 12 Five Star Schools,6376,North Star Elementary School,311,239,39,33,278,76.80%,12.50%,0.894,75%-100%
1,ADAMS,20,Adams 12 Five Star Schools,6398,Northglenn Middle School,838,588,120,130,708,70.20%,14.30%,0.845,75%-100%
1,ADAMS,20,Adams 12 Five Star Schools,6402,Northglenn High School,2039,"1,040",274,725,"1,314",51.00%,13.40%,0.644,50%-75%
1,ADAMS,20,Adams 12 Five Star Schools,6802,Prospect Ridge Academy,1434, * , * , * , * , * , * ,*, * 
1,ADAMS,20,Adams 12 Five Star Schools,6956,Pathways Future Center,392,159,26,207,185,40.60%,6.60%,0.472,25%-50%
1,ADAMS,20,Adams 12 Five Star Schools,7155,Prairie Hills Elementary School,450,50,11,389,61,11.10%,2.40%,0.136,0% - 25%
1,ADAMS,20,Adams 12 Five Star Schools,7795,Silver Creek Elementary,561,58,10,493,68,10.30%,1.80%,0.121,0% - 25%
1,ADAMS,20,Adams 12 Five Star Schools,8211,The Studio School,266,72,28,166,100,27.10%,10.50%,0.376,25%-50%
1,ADAMS,20,Adams 12 Five Star Schools,8225,Stellar Elementary School,465,196,53,216,249,42.20%,11.40%,0.535,50%-75%
1,ADAMS,20,Adams 12 Five Star Schools,8275,STEM Lab,665,81,68,516,149,12.20%,10.20%,0.224,0% - 25%
1,ADAMS,20,Adams 12 Five Star Schools,8310,STEM Launch,825,477,148,200,625,57.80%,17.90%,0.758,75%-100%
1,ADAMS,20,Adams 12 Five Star Schools,8361,Stukey Elementary School,355,220,69,66,289,62.00%,19.40%,0.814,75%-100%
1,ADAMS,20,Adams 12 Five Star Schools,8814,Thunder Vista P-8,674, * , * , * , * , * , * ,*, * 
1,ADAMS,20,Adams 12 Five Star Schools,8842,Thornton Elementary School,303,201,63,39,264,66.30%,20.80%,0.871,75%-100%
1,ADAMS,20,Adams 12 Five Star Schools,9431,Westgate Charter,515,69,22,424,91,13.40%,4.30%,0.177,0% - 25%
1,ADAMS,20,Adams 12 Five Star Schools,9444,Westlake Middle School,1019,215,63,741,278,21.10%,6.20%,0.273,25%-50%
1,ADAMS,20,Adams 12 Five Star Schools,9494,Westview Elementary School,361,181,54,126,235,50.10%,15.00%,0.651,50%-75%
1,ADAMS,20,Adams 12 Five Star Schools,9682,Woodglen Elementary School,392,183,42,167,225,46.70%,10.70%,0.574,50%-75%
1,ADAMS,30,Adams County 14,20,Adams City Middle School,718,473,96,149,569,65.90%,13.40%,0.792,75%-100%
1,ADAMS,30,Adams County 14,22,Lester R Arnold High School,176,102,15,59,117,58.00%,8.50%,0.665,50%-75%
1,ADAMS,30,Adams County 14,24,Adams City High School,1656,985,255,416,"1,240",59.50%,15.40%,0.749,50%-75%
1,ADAMS,30,Adams County 14,124,Stars Early Learning Center,0, * , * , * , * , * , * ,*, * 
1,ADAMS,30,Adams County 14,186,Alsup Elementary School,365,236,55,74,291,64.70%,15.10%,0.797,75%-100%
1,ADAMS,30,Adams County 14,1426,Central Elementary School,417,306,45,66,351,73.40%,10.80%,0.842,75%-100%
1,ADAMS,30,Adams County 14,2308,Dupont Elementary School,399,240,63,96,303,60.20%,15.80%,0.759,75%-100%
1,ADAMS,30,Adams County 14,4516,Kearney Middle School,730,466,125,139,591,63.80%,17.10%,0.81,75%-100%
1,ADAMS,30,Adams County 14,4536,Kemp Elementary School,431,265,74,92,339,61.50%,17.20%,0.787,75%-100%
1,ADAMS,30,Adams County 14,5880,Mildred L Sanville Preschool,0, * , * , * , * , * , * ,*, * 
1,ADAMS,30,Adams County 14,5982,Monaco Elementary School,290,198,42,50,240,68.30%,14.50%,0.828,75%-100%
1,ADAMS,30,Adams County 14,6534,Hanson Elementary School,237,156,37,44,193,65.80%,15.60%,0.814,75%-100%
1,ADAMS,30,Adams County 14,7500,Rose Hill Elementary School,306,208,38,60,246,68.00%,12.40%,0.804,75%-100%
1,ADAMS,40,School District 27J,700,Belle Creek Charter School,634,154,52,428,206,24.30%,8.20%,0.325,25%-50%
1,ADAMS,40,School District 27J,1013,Brantner Elementary School,644,77,16,551,93,12.00%,2.50%,0.144,0% - 25%
1,ADAMS,40,School District 27J,1021,Innovations & Options,225,70,5,150,75,31.10%,2.20%,0.333,25%-50%
1,ADAMS,40,School District 27J,1022,Brighton High School,1834,493,74,"1,267",567,26.90%,4.00%,0.309,25%-50%
1,ADAMS,40,School District 27J,1052,Bromley East Charter School,1207,218,43,946,261,18.10%,3.60%,0.216,0% - 25%
1,ADAMS,40,School District 27J,2399,Eagle Ridge Academy,522,67,17,438,84,12.80%,3.30%,0.161,0% - 25%
1,ADAMS,40,School District 27J,2945,Foundations Academy,754,106,28,620,134,14.10%,3.70%,0.178,0% - 25%
1,ADAMS,40,School District 27J,3900,Henderson Elementary School,291,108,25,158,133,37.10%,8.60%,0.457,25%-50%
1,ADAMS,40,School District 27J,4950,Landmark Academy at Reunion,753,83,15,655,98,11.00%,2.00%,0.13,0% - 25%
1,ADAMS,40,School District 27J,5615,Mary E Pennock Elementary School,586,182,26,378,208,31.10%,4.40%,0.355,25%-50%
1,ADAMS,40,School District 27J,6294,North Elementary School,195,94,14,87,108,48.20%,7.20%,0.554,50%-75%
1,ADAMS,40,School District 27J,6395,Northeast Elementary School,505,192,37,276,229,38.00%,7.30%,0.453,25%-50%
1,ADAMS,40,School District 27J,6638,Overland Trail Middle School,589,209,25,355,234,35.50%,4.20%,0.397,25%-50%
1,ADAMS,40,School District 27J,6702,Otho E Stuart Middle School,739,194,35,510,229,26.30%,4.70%,0.31,25%-50%
1,ADAMS,40,School District 27J,7129,Prairie View High School,1696,358,72,"1,266",430,21.10%,4.20%,0.254,25%-50%
1,ADAMS,40,School District 27J,7131,Prairie View Middle School,645,168,40,437,208,26.00%,6.20%,0.322,25%-50%
1,ADAMS,40,School District 27J,7318,Reunion Elementary School,697,79,17,601,96,11.30%,2.40%,0.138,0% - 25%
1,ADAMS,40,School District 27J,7340,Riverdale Ridge High School,1195,212,62,921,274,17.70%,5.20%,0.229,0% - 25%
1,ADAMS,40,School District 27J,7351,Rodger Quist Middle School,888,166,45,677,211,18.70%,5.10%,0.238,0% - 25%
1,ADAMS,40,School District 27J,7714,Second Creek Elementary School,706,247,28,431,275,35.00%,4.00%,0.39,25%-50%
1,ADAMS,40,School District 27J,7725,SD 27J Preschool at the Brighton LRC,0, * , * , * , * , * , * ,*, * 
1,ADAMS,40,School District 27J,8032,John W Thimmig Elementary School,526,163,35,328,198,31.00%,6.70%,0.376,25%-50%
1,ADAMS,40,School District 27J,8060,South Elementary School,369,209,33,127,242,56.60%,8.90%,0.656,50%-75%
1,ADAMS,40,School District 27J,8130,Southeast Elementary School,457,170,16,271,186,37.20%,3.50%,0.407,25%-50%
1,ADAMS,40,School District 27J,8820,Turnberry Elementary,653,152,28,473,180,23.30%,4.30%,0.276,25%-50%
1,ADAMS,40,School District 27J,9230,Vikan Middle School,649,253,37,359,290,39.00%,5.70%,0.447,25%-50%
1,ADAMS,40,School District 27J,9426,West Ridge Elementary,698,105,25,568,130,15.00%,3.60%,0.186,0% - 25%
1,ADAMS,50,Bennett 29J,562,Bennett Intermediate School,263,83,16,164,99,31.60%,6.10%,0.376,25%-50%
1,ADAMS,50,Bennett 29J,763,Bennett Preschool,0, * , * , * , * , * , * ,*, * 
1,ADAMS,50,Bennett 29J,770,Bennett Elementary School,307,81,23,203,104,26.40%,7.50%,0.339,25%-50%
1,ADAMS,50,Bennett 29J,774,Bennett Middle School,191,55,12,124,67,28.80%,6.30%,0.351,25%-50%
1,ADAMS,50,Bennett 29J,775,Bennett High School,371,92,23,256,115,24.80%,6.20%,0.31,25%-50%
1,ADAMS,60,Strasburg 31J,7133,Prairie Creek High School,13, * , * , * , * , * , * ,*, * 
1,ADAMS,60,Strasburg 31J,8328,Strasburg Elementary School,418,79,35,304,114,18.90%,8.40%,0.273,25%-50%
1,ADAMS,60,Strasburg 31J,8332,Hemphill Middle School,256,45,22,189,67,17.60%,8.60%,0.262,25%-50%
1,ADAMS,60,Strasburg 31J,8334,Strasburg High School,314,46,13,255,59,14.60%,4.10%,0.188,0% - 25%
1,ADAMS,70,Westminster Public Schools,1137,Early Learning Center at Francis M. Day,0, * , * , * , * , * , * ,*, * 
1,ADAMS,70,Westminster Public Schools,1622,Metropolitan Arts Academy,316,213,45,58,258,67.40%,14.20%,0.816,75%-100%
1,ADAMS,70,Westminster Public Schools,2876,Fairview Elementary School,270,183,46,41,229,67.80%,17.00%,0.848,75%-100%
1,ADAMS,70,Westminster Public Schools,3649,Early Learning Center at Gregory Hill ,0, * , * , * , * , * , * ,*, * 
1,ADAMS,70,Westminster Public Schools,3792,Harris Park Elementary School,232,146,36,50,182,62.90%,15.50%,0.784,75%-100%
1,ADAMS,70,Westminster Public Schools,3931,Hidden Lake High School,331,213,31,87,244,64.40%,9.40%,0.737,50%-75%
1,ADAMS,70,Westminster Public Schools,4334,Colorado STEM Academy,438,137,68,233,205,31.30%,15.50%,0.468,25%-50%
1,ADAMS,70,Westminster Public Schools,4465,Josephine Hodgkins Leadership Academy,584,421,68,95,489,72.10%,11.60%,0.837,75%-100%
1,ADAMS,70,Westminster Public Schools,5388,Colorado Sports Leadership Academy,511,359,78,74,437,70.30%,15.30%,0.855,75%-100%
1,ADAMS,70,Westminster Public Schools,5834,Mesa Elementary School,278,201,29,48,230,72.30%,10.40%,0.827,75%-100%
1,ADAMS,70,Westminster Public Schools,7305,Iver C. Ranum Middle School,455,315,59,81,374,69.20%,13.00%,0.822,75%-100%
1,ADAMS,70,Westminster Public Schools,7810,John E. Flynn A Marzano Academy,268,140,53,75,193,52.20%,19.80%,0.72,50%-75%
1,ADAMS,70,Westminster Public Schools,7812,Shaw Heights Middle School,504,347,64,93,411,68.80%,12.70%,0.815,75%-100%
1,ADAMS,70,Westminster Public Schools,7860,Sherrelwood Elementary School,240,148,51,41,199,61.70%,21.30%,0.829,75%-100%
1,ADAMS,70,Westminster Public Schools,7952,Skyline Vista Elementary School,343,254,54,35,308,74.10%,15.70%,0.898,75%-100%
1,ADAMS,70,Westminster Public Schools,8406,Sunset Ridge Elementary School,263,163,44,56,207,62.00%,16.70%,0.787,75%-100%
1,ADAMS,70,Westminster Public Schools,8798,Tennyson Knolls Preparatory School,364,259,46,59,305,71.20%,12.60%,0.838,75%-100%
1,ADAMS,70,Westminster Public Schools,9236,Westminster Academy for International Studies,269,162,31,76,193,60.20%,11.50%,0.717,50%-75%
1,ADAMS,70,Westminster Public Schools,9466,Westminster High School,2198,"1,288",305,605,"1,593",58.60%,13.90%,0.725,50%-75%
1,ADAMS,70,Westminster Public Schools,9734,Early Learning Center at Perl Mack ,0, * , * , * , * , * , * ,*, * 
2,ALAMOSA,100,Alamosa RE-11J,114,Ortega Middle School,399,235,41,123,276,58.90%,10.30%,0.692,50%-75%
2,ALAMOSA,100,Alamosa RE-11J,115,Alamosa Elementary School 3-5,439,309,31,99,340,70.40%,7.10%,0.774,75%-100%
2,ALAMOSA,100,Alamosa RE-11J,118,Alamosa High School,427,233,37,157,270,54.60%,8.70%,0.632,50%-75%
2,ALAMOSA,100,Alamosa RE-11J,270,Alamosa Online ,556,420,36,100,456,75.50%,6.50%,0.82,75%-100%
2,ALAMOSA,100,Alamosa RE-11J,1107,Alamosa Elementary School K-2,355,227,20,108,247,63.90%,5.60%,0.696,50%-75%
2,ALAMOSA,110,Sangre De Cristo Re-22J,7626,Sangre de Cristo Elementary School,99,47,8,44,55,47.50%,8.10%,0.556,50%-75%
2,ALAMOSA,110,Sangre De Cristo Re-22J,7630,Sangre de Cristo Undivided High School,128,44,14,70,58,34.40%,10.90%,0.453,25%-50%
3,ARAPAHOE,120,Englewood 1,206,Colorado's Finest High School of Choice,255,97,12,146,109,38.00%,4.70%,0.427,25%-50%
3,ARAPAHOE,120,Englewood 1,1514,Charles Hay World School,322,139,18,165,157,43.20%,5.60%,0.488,25%-50%
3,ARAPAHOE,120,Englewood 1,1556,Cherrelyn Elementary School,226,125,17,84,142,55.30%,7.50%,0.628,50%-75%
3,ARAPAHOE,120,Englewood 1,1652,Clayton Elementary School,383,202,46,135,248,52.70%,12.00%,0.648,50%-75%
3,ARAPAHOE,120,Englewood 1,2746,Englewood High School,547,300,45,202,345,54.80%,8.20%,0.631,50%-75%
3,ARAPAHOE,120,Englewood 1,2750,Englewood Leadership Academy,79,34,7,38,41,43.00%,8.90%,0.519,50%-75%
3,ARAPAHOE,120,Englewood 1,2752,Englewood Middle School,251,157,22,72,179,62.50%,8.80%,0.713,50%-75%
3,ARAPAHOE,120,Englewood 1,5318,Englewood Early Childhood Education Center at Maddox,0, * , * , * , * , * , * ,*, * 
3,ARAPAHOE,120,Englewood 1,9620,Wm E Bishop Elementary School,196,138,25,33,163,70.40%,12.80%,0.832,75%-100%
3,ARAPAHOE,123,Sheridan 2,3054,Alice Terry Elementary School,197,139,19,39,158,70.60%,9.60%,0.802,75%-100%
3,ARAPAHOE,123,Sheridan 2,7837,Fort Logan Northgate,511,400,45,66,445,78.30%,8.80%,0.871,75%-100%
3,ARAPAHOE,123,Sheridan 2,7842,Sheridan High School,330,217,25,88,242,65.80%,7.60%,0.733,50%-75%
3,ARAPAHOE,123,Sheridan 2,7843,Early Childhood Education Center,0, * , * , * , * , * , * ,*, * 
3,ARAPAHOE,123,Sheridan 2,8123,SOAR Academy,87, * , * , * , * , * , * ,*, * 
3,ARAPAHOE,130,Cherry Creek 5,16,Fox Hollow Elementary School,522,72,26,424,98,13.80%,5.00%,0.188,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,18,Liberty Middle School,1023,211,71,741,282,20.60%,6.90%,0.276,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,102,Altitude Elementary School,799,48,17,734,65,6.00%,2.10%,0.081,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,141,Sky Vista Middle School,908,207,68,633,275,22.80%,7.50%,0.303,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,188,Colorado Skies Academy,236,29,5,202,34,12.30%,2.10%,0.144,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,242,Antelope Ridge Elementary School,610,123,35,452,158,20.20%,5.70%,0.259,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,243,Coyote Hills Elementary School,564,57,15,492,72,10.10%,2.70%,0.128,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,348,Arrowhead Elementary School,443,173,58,212,231,39.10%,13.10%,0.521,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,442,Aspen Crossing Elementary School,540,100,33,407,133,18.50%,6.10%,0.246,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,714,Belleview Elementary School,536,68,19,449,87,12.70%,3.50%,0.162,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1155,Buffalo Trail Elementary School,611,113,29,469,142,18.50%,4.70%,0.232,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1273,Canyon Creek Elementary School,465,104,29,332,133,22.40%,6.20%,0.286,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,1429,Cherry Creek Elevation,133,23,5,105,28,17.30%,3.80%,0.211,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1510,Challenge School,542,51,21,470,72,9.40%,3.90%,0.133,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1551,Cherokee Trail High School,2888,282,120,"2,486",402,9.80%,4.20%,0.139,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1566,Campus Middle School,1424,197,40,"1,187",237,13.80%,2.80%,0.166,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1568,West Middle School,1156,104,35,"1,017",139,9.00%,3.00%,0.12,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1570,Cherry Creek High School,3868,411,120,"3,337",531,10.60%,3.10%,0.137,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1571,Cherry Creek Charter Academy,593,49,9,535,58,8.30%,1.50%,0.098,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1572,High Plains Elementary School,550,70,15,465,85,12.70%,2.70%,0.155,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1574,Cherry Hills Village Elementary School,513,20,8,485,28,3.90%,1.60%,0.055,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1614,Cimarron Elementary School,425,202,39,184,241,47.50%,9.20%,0.567,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,1916,Cottonwood Creek Elementary School,593,27,5,561,32,4.60%,0.80%,0.054,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,1970,Creekside Elementary School,545,80,16,449,96,14.70%,2.90%,0.176,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,2094,Dakota Valley Elementary School,515,90,39,386,129,17.50%,7.60%,0.25,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,2292,Dry Creek Elementary School,325,46,7,272,53,14.20%,2.20%,0.163,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,2357,Eaglecrest High School,3110,656,298,"2,156",954,21.10%,9.60%,0.307,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,2428,Eastridge Community Elementary School,618,376,75,167,451,60.80%,12.10%,0.73,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,2653,Endeavor Academy,253,102,33,118,135,40.30%,13.00%,0.534,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,2897,Falcon Creek Middle School,834,176,63,595,239,21.10%,7.60%,0.287,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,3030,Fox Ridge Middle School,1107,87,30,990,117,7.90%,2.70%,0.106,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,3589,Grandview High School,2908,448,177,"2,283",625,15.40%,6.10%,0.215,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,3648,Greenwood Elementary School,404,20,5,379,25,5.00%,1.20%,0.062,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,3926,Heritage Elementary School,303,28,11,264,39,9.20%,3.60%,0.129,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,3988,Highline Community Elementary School,407,284,56,67,340,69.80%,13.80%,0.835,75%-100%
3,ARAPAHOE,130,Cherry Creek 5,4062,Holly Hills Elementary School,500,257,62,181,319,51.40%,12.40%,0.638,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,4078,Homestead Elementary School,404,25,12,367,37,6.20%,3.00%,0.092,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,4100,Horizon Middle School,968,399,142,427,541,41.20%,14.70%,0.559,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,4189,Heritage Heights Academy,357,47,16,294,63,13.20%,4.50%,0.176,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,4276,Independence Elementary School,446,202,66,178,268,45.30%,14.80%,0.601,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,4280,Indian Ridge Elementary School,424,37,15,372,52,8.70%,3.50%,0.123,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,4412,The Journey Preschool,0, * , * , * , * , * , * ,*, * 
3,ARAPAHOE,130,Cherry Creek 5,4448,Black Forest Hills Elementary School,520,31,6,483,37,6.00%,1.20%,0.071,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,4896,The Cottage at Holly Ridge,0, * , * , * , * , * , * ,*, * 
3,ARAPAHOE,130,Cherry Creek 5,4975,Laredo Middle School,980,356,117,507,473,36.30%,11.90%,0.483,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,5744,Meadow Point Elementary School,406,178,59,169,237,43.80%,14.50%,0.584,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,5934,Mission Viejo Elementary School,483,186,68,229,254,38.50%,14.10%,0.526,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,6225,Mountain Vista Elementary School,664,92,52,520,144,13.90%,7.80%,0.217,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,6367,Options School,578,30,8,540,38,5.20%,1.40%,0.066,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,6475,Outback Preschool,0, * , * , * , * , * , * ,*, * 
3,ARAPAHOE,130,Cherry Creek 5,6625,Overland High School,2286,"1,192",332,762,"1,524",52.10%,14.50%,0.667,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,6820,Peakview Elementary School,488,104,33,351,137,21.30%,6.80%,0.281,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,6955,Pine Ridge Elementary School,716,62,17,637,79,8.70%,2.40%,0.11,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,7102,Polton Community Elementary School,413,194,39,180,233,47.00%,9.40%,0.564,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,7116,Ponderosa Elementary School,514,327,42,145,369,63.60%,8.20%,0.718,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,7158,Prairie Middle School,1559,914,189,456,"1,103",58.60%,12.10%,0.708,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,7277,Red Hawk Ridge Elementary School,504,207,40,257,247,41.10%,7.90%,0.49,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,7476,Rolling Hills Elementary School,541,67,11,463,78,12.40%,2.00%,0.144,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,7514,Infinity Middle School,811,109,39,663,148,13.40%,4.80%,0.182,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,7559,Sagebrush Elementary School,362,141,38,183,179,39.00%,10.50%,0.494,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,8020,Smoky Hill High School,2208,694,247,"1,267",941,31.40%,11.20%,0.426,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,8380,Summit Elementary School,318,110,41,167,151,34.60%,12.90%,0.475,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,8394,Sunrise Elementary School,443,221,69,153,290,49.90%,15.60%,0.655,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,8848,Thunder Ridge Middle School,1201,245,103,853,348,20.40%,8.60%,0.29,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,8850,Timberline Elementary School,530,107,31,392,138,20.20%,5.80%,0.26,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,8887,Trails West Elementary School,414,74,31,309,105,17.90%,7.50%,0.254,25%-50%
3,ARAPAHOE,130,Cherry Creek 5,9108,Village East Community Elementary School,697,424,68,205,492,60.80%,9.80%,0.706,50%-75%
3,ARAPAHOE,130,Cherry Creek 5,9200,Walnut Hills Community Elementary School,290,54,7,229,61,18.60%,2.40%,0.21,0% - 25%
3,ARAPAHOE,130,Cherry Creek 5,9624,Willow Creek Elementary School,508,24,12,472,36,4.70%,2.40%,0.071,0% - 25%
3,ARAPAHOE,140,Littleton 6,298,Arapahoe High School,2033,139,45,"1,849",184,6.80%,2.20%,0.091,0% - 25%
3,ARAPAHOE,140,Littleton 6,752,Franklin Elementary School,504,48,6,450,54,9.50%,1.20%,0.107,0% - 25%
3,ARAPAHOE,140,Littleton 6,1145,Village at Highland,0, * , * , * , * , * , * ,*, * 
3,ARAPAHOE,140,Littleton 6,1382,Centennial Academy of Fine Arts Education,453,161,42,250,203,35.50%,9.30%,0.448,25%-50%
3,ARAPAHOE,140,Littleton 6,2382,East Elementary School,233,131,21,81,152,56.20%,9.00%,0.652,50%-75%
3,ARAPAHOE,140,Littleton 6,2804,Euclid Middle School,755,144,36,575,180,19.10%,4.80%,0.238,0% - 25%
3,ARAPAHOE,140,Littleton 6,2926,Field Elementary School,277,178,29,70,207,64.30%,10.50%,0.747,50%-75%
3,ARAPAHOE,140,Littleton 6,3472,Goddard Middle School,744,222,64,458,286,29.80%,8.60%,0.384,25%-50%
3,ARAPAHOE,140,Littleton 6,3930,Heritage High School,1719,161,56,"1,502",217,9.40%,3.30%,0.126,0% - 25%
3,ARAPAHOE,140,Littleton 6,3950,Highland Elementary School,248,40,7,201,47,16.10%,2.80%,0.19,0% - 25%
3,ARAPAHOE,140,Littleton 6,4316,Newton Middle School,619,69,20,530,89,11.10%,3.20%,0.144,0% - 25%
3,ARAPAHOE,140,Littleton 6,4447,John Wesley Powell Middle School,732,69,31,632,100,9.40%,4.20%,0.137,0% - 25%
3,ARAPAHOE,140,Littleton 6,5224,Littleton High School,1300,317,62,921,379,24.40%,4.80%,0.292,25%-50%
3,ARAPAHOE,140,Littleton 6,5229,Littleton Academy,456,23,7,426,30,5.00%,1.50%,0.066,0% - 25%
3,ARAPAHOE,140,Littleton 6,5233,Littleton Prep Charter School,528,49,7,472,56,9.30%,1.30%,0.106,0% - 25%
3,ARAPAHOE,140,Littleton 6,5236,Lois Lenski Elementary School,500,24,5,471,29,4.80%,1.00%,0.058,0% - 25%
3,ARAPAHOE,140,Littleton 6,5572,Hopkins Elementary School,285,37,9,239,46,13.00%,3.20%,0.161,0% - 25%
3,ARAPAHOE,140,Littleton 6,5574,Twain Elementary School,255,33,12,210,45,12.90%,4.70%,0.176,0% - 25%
3,ARAPAHOE,140,Littleton 6,6292,Village at North,0, * , * , * , * , * , * ,*, * 
3,ARAPAHOE,140,Littleton 6,6814,Peabody Elementary School,346,38,13,295,51,11.00%,3.80%,0.147,0% - 25%
3,ARAPAHOE,140,Littleton 6,7518,Runyon Elementary School,451,26,8,417,34,5.80%,1.80%,0.075,0% - 25%
3,ARAPAHOE,140,Littleton 6,7606,Sandburg Elementary School,388,30,5,353,35,7.70%,1.30%,0.09,0% - 25%
3,ARAPAHOE,140,Littleton 6,8064,Moody Elementary School,302,68,11,223,79,22.50%,3.60%,0.262,25%-50%
3,ARAPAHOE,140,Littleton 6,9600,Wilder Elementary School,606,21,13,572,34,3.50%,2.10%,0.056,0% - 25%
3,ARAPAHOE,170,Deer Trail 26J,2136,Deer Trail Elementary School,111,46,5,60,51,41.40%,4.50%,0.459,25%-50%
3,ARAPAHOE,170,Deer Trail 26J,2140,Deer Trail Junior-Senior High School,115,43,5,67,48,37.40%,4.30%,0.417,25%-50%
